Time,chi.chi.QEva_flow,heaPum.heaPum.QCon_flow
22800,0.000100582,37190.613
23100,0.000100582,52102.36
23400,0.008143172,57187.156
23700,0.015132702,53963.516
24000,0.019774398,49513.562
24300,0.022307692,46464.156
24600,0.03559697,59184.51
24900,0.04811584,51187.02
25200,0.044075295,36358.22
25500,0.034063276,37462.168
25800,0.03943914,52536.117
26100,0.046300888,39234.45
26400,0.03742406,36851.07
26700,0.03822698,51805.535
27000,0.045859687,39379.04
27300,0.03769702,36453.977
27600,0.038502917,51246.344
27900,0.045605037,38416.125
28200,0.037389424,36115.13
28500,0.038998973,50682.17
28800,0.045320336,37227.23
29100,0.03707505,35169.895
29400,0.03948583,48736.848
29700,0.04502895,34036.664
30000,0.036955997,31463.111
30300,0.039566502,44433.91
30600,0.044929236,29958.215
30900,0.037096564,27330.326
31200,0.039328914,40130.39
31500,0.04502841,26189.082
31800,0.03754894,23453.293
32100,0.038519993,35826.965
32400,0.045350444,22644.92
32700,0.03839785,19966
33000,0.036838688,32000.979
33300,0.045768168,21063.74
33600,0.039738193,18827.564
33900,0.035233058,27727.988
34200,0.04532404,21717.12
34500,0.045734998,19207.344
34800,0.045734998,20425.38
35100,0.045734998,32035.49
35400,0.045734998,16447.861
35700,0.045734998,15162.197
36000,0.045734998,15922.994
36300,0.045735,17262.62
36600,0.045735,28486.43
36900,0.045735,17709.828
37200,0.045735,16871.576
37500,0.045735,26197.006
37800,0.045735,16756.488
38100,0.045735,15945.819
38400,0.045735,21309.732
38700,0.045735,15645.488
39000,0.045735,14990.538
39300,0.045735,15428.376
39600,0.045735,15454.02
39900,0.045735,14766.146
40200,0.045735,14582.571
40500,0.045735,15039.181
40800,0.045735,14663.605
41100,0.045735,14294.541
41400,0.045735,14083.158
41700,0.045735,13925.834
42000,0.045735,13770.436
42300,0.045735,13603.901
42600,0.045735,13468.338
42900,0.045735,13355.847
43200,0.045735,13247.337
43500,0.045735,13580.768
43800,0.045735,13849.485
44100,0.045735,13966.38
44400,0.045735,13962.835
44700,0.045735,13888.065
45000,0.045735,13775.928
45300,0.045735,13645.927
45600,0.045735,13508.859
45900,0.045735,13370.387
46200,0.045735,13234.691
46500,0.045735,13106.523
46800,0.045735,12981.761
47100,0.045734998,11982.481
47400,0.045734998,11091.611
47700,0.045734998,10459.537
48000,0.045734998,10032.793
48300,0.045734998,9731.539
48600,0.045734998,8649.045
48900,0.045734998,8698.726
49200,0.045734998,8764.473
49500,0.045734998,8605.99
49800,0.045734998,8443.837
50100,0.045734994,8317.707
50400,0.045734994,8216.63
50700,0.045734994,8146.112
51000,0.045734994,8085.663
51300,0.045734994,8023.6763
51600,0.045734994,7968.104
51900,0.04573499,7919.1436
52200,0.04573499,7876.1094
52500,0.04573499,7838.262
52800,0.04573499,7804.922
53100,0.04573499,7775.517
53400,0.04573499,7749.653
53700,0.045734987,7727.0254
54000,0.045734987,7707.317
54300,0.045734987,7690.0767
54600,0.045734987,7674.6816
54900,0.045734987,7660.808
55200,0.045734983,7651.1143
55500,0.045734983,7650.2173
55800,0.045734983,7653.8633
56100,0.045734983,7654.55
56400,0.04573498,7652.4604
56700,0.04573498,7648.7373
57000,0.04573498,7644.6396
57300,0.04573498,7641.3203
57600,0.045734975,7639.4634
57900,0.045734975,7639.2314
58200,0.045734975,7639.916
58500,0.045734975,7640.0728
58800,0.04573497,7638.6035
59100,0.04573497,7634.7363
59400,0.04573497,7627.3657
59700,0.04573497,7774.863
60000,0.045734968,8647.051
60300,0.045734968,9179.542
60600,0.045734968,9388.555
60900,0.045734964,9427.241
61200,0.045734964,9399.914
61500,0.045734964,9561.476
61800,0.04573496,9919.5625
62100,0.04573496,10198.768
62400,0.04573496,10493.92
62700,0.045734957,10842.222
63000,0.045734957,11238.219
63300,0.045734957,11679.96
63600,0.045734953,12164.496
63900,0.045734953,12686.697
64200,0.045734953,13239.8125
64500,0.04573495,13816.423
64800,0.04573495,14408.4795
65100,0.045734946,15009.32
65400,0.045734946,15618.546
65700,0.045734946,16236.132
66000,0.045734942,16854.945
66300,0.045734942,17468.148
66600,0.045734942,18071.584
66900,0.04573494,18663.064
67200,0.04573494,19226.088
67500,0.045734935,20419.656
67800,0.045734935,21235.57
68100,0.04573493,21996.549
68400,0.04573493,0.24673057
68700,0.04573493,0.24673022
69000,0.045734927,0.24672987
69300,0.045734927,0.24672952
69600,0.045734923,0.24672917
69900,0.045734923,0.24672882
70200,0.04573492,0.24672848
70500,0.04573492,0.24672812
70800,0.045734916,0.24672778
71100,0.045734916,0.24672742
71400,0.045734912,0.24672708
71700,0.045734912,0.24672674
72000,0.045734912,0.24672638
72300,0.04573491,0.24672604
72600,0.04573491,0.24672568
72900,0.045734905,0.24672534
73200,0.045734905,0.246725
73500,0.0457349,0.24672464
73800,0.045734897,0.2467243
74100,0.045734897,0.24672394
74400,0.045734894,0.24672359
74700,0.045734894,0.24672325
75000,0.04573489,0.24672289
75300,0.04573489,0.24672255
75600,0.045734886,0.24672219
75900,0.045734886,0.24672185
76200,0.045734882,0.2467215
76500,0.045734882,0.24672115
76800,0.04573488,0.2467208
77100,0.045734875,0.24672045
77400,0.045734875,0.2467201
77700,0.04573487,0.24671976
78000,0.04573487,0.2467194
78300,0.045734867,0.24671906
78600,0.045734867,0.2467187
78900,0.045734864,0.24671836
79200,0.04573486,0.24671802
79500,0.04573486,0.24671766
79800,0.045734856,0.24671732
80100,0.045734856,0.24671698
80400,0.045734853,0.24671662
80700,0.04573485,0.24671628
81000,0.04573485,0.24671592
81300,0.045734845,0.24671558
81600,0.04573484,0.24671523
81900,0.04573484,0.24671488
82200,0.045734838,0.24671453
82500,0.045734834,0.24671417
82800,0.045734834,0.24671383
83100,0.04573483,0.24671349
83400,0.045734826,0.24671313
83700,0.045734826,0.24671279
84000,0.045734823,0.24671245
84300,0.04573482,0.24671209
84600,0.04573482,0.24671175
84900,0.045734815,0.24671139
85200,0.04573481,0.24671105
85500,0.04573481,0.2467107
85800,0.045734808,0.24671035
86100,0.045734804,0.24671
86400,0.0457348,0.24670966
86700,0.0457348,0.2467093
87000,0.045734797,0.24670896
87300,0.045734793,0.24670862
87600,0.04573479,0.24670826
87900,0.04573479,0.24670792
88200,0.045734785,0.24670756
88500,0.04573478,0.24670722
88800,0.045734778,0.24670687
89100,0.045734778,0.24670652
89400,0.045734774,0.24670617
89700,0.04573477,0.24670583
90000,0.045734767,0.24670547
90300,0.045734767,0.24670513
90600,0.045734763,0.24670479
90900,0.04573476,0.24670443
91200,0.045734756,0.24670409
91500,0.045734752,0.24670373
91800,0.045734752,0.24670339
92100,0.04573475,0.24670304
92400,0.045734745,0.24670269
92700,0.04573474,0.24670234
93000,0.045734737,0.246702
93300,0.045734737,0.24670164
93600,0.045734733,0.2467013
93900,0.04573473,0.24670096
94200,0.045734726,0.2467006
94500,0.045734722,0.24670026
94800,0.04573472,0.24669991
95100,0.045734715,0.24669956
95400,0.045734715,0.24669921
95700,0.04573471,0.24669887
96000,0.045734707,0.24669851
96300,0.045734704,0.24669817
96600,0.0457347,0.24669783
96900,0.045734696,0.24669747
97200,0.045734692,0.24669713
97500,0.04573469,0.24669677
97800,0.045734685,0.24669643
98100,0.045734685,0.24669608
98400,0.04573468,0.24669573
98700,0.045734677,0.24669538
99000,0.045734674,0.24669504
99300,0.04573467,0.24669468
99600,0.045734666,0.24669434
99900,0.045734663,0.246694
100200,0.04573466,0.24669364
100500,0.045734655,0.2466933
100800,0.04573465,0.24669296
101100,0.045734648,0.2466926
101400,0.045734644,0.24669226
101700,0.04573464,0.24669191
102000,0.045734636,0.24669155
102300,0.045734633,0.24669121
102600,0.04573463,0.24669087
102900,0.045734625,0.24669051
103200,0.04573462,0.24669017
103500,0.045734618,0.24668983
103800,0.045734614,0.24668947
104100,0.04573461,0.24668913
104400,0.045734607,0.24668878
104700,0.045734603,0.24668843
105000,0.0457346,0.24668808
105300,0.045734596,0.24668774
105600,0.04573459,0.2466874
105900,0.045734588,0.24668704
106200,0.045734584,0.2466867
106500,0.04573458,58405.88
106800,0.045734577,47221.19
107100,0.045734573,53908.86
107400,0.04573457,48587.95
107700,0.045734566,41978.426
108000,0.045734562,32628.037
108300,0.04573456,45781.438
108600,9252.726,51198.027
108900,20550.62,53060.234
109200,24385.668,58062.44
109500,13950.692,9438.175
109800,2605.573,30516.455
110100,67.00711,44328.586
110400,0.000100582,53764.156
110700,0.000100582,57305.5
111000,0.032621693,48574.863
111300,0.044344503,38915.156
111600,0.04243309,34307.793
111900,0.04026643,33072.023
112200,0.0398896,33407.434
112500,0.040131174,34133.133
112800,0.040322285,34510.254
113100,0.040365845,34503.773
113400,0.040341076,34338.33
113700,0.040313065,34146.4
114000,0.040302534,34009.145
114300,0.040308658,33933.637
114600,0.040324748,33890.324
114900,0.040345125,33850.26
115200,0.040367126,33799.58
115500,0.040397756,33461.098
115800,0.040429372,32642.607
116100,0.040426712,31543.762
116400,0.040404335,30362.322
116700,0.0403857,29208.787
117000,0.040379543,28104.096
117300,0.040381655,27024.383
117600,0.040386368,25946.506
117900,0.040390495,24853.826
118200,0.04039266,23744.432
118500,0.040394124,22626.19
118800,0.040395986,21502.422
119100,0.040384024,20590.805
119400,0.04035186,20049.393
119700,0.040345125,19736.883
120000,0.04035987,19531.016
120300,0.040376432,19364.682
120600,0.04038717,19209.023
120900,0.04036692,19055.85
121200,0.040388282,18903.23
121500,0.040392954,18748.025
121800,0.040392905,18596.832
122100,0.04039251,18452.322
122400,0.04039249,18315.043
122700,0.040404294,18184.178
123000,0.04040689,18056.268
123300,0.04040689,17925.553
123600,0.04040689,17792.79
123900,0.04040689,17659.441
124200,0.04040689,17526.004
124500,0.04040689,17392.475
124800,0.04040689,17259.098
125100,0.04040689,17126.795
125400,0.04040689,16996.982
125700,0.04040689,16871.182
126000,0.04040689,16750.658
126300,0.04040689,16635.842
126600,0.04040689,16521.463
126900,0.04040689,16402.895
127200,0.04040689,16280.156
127500,0.04040689,16154.334
127800,0.04040689,16026.756
128100,0.04040689,15898.759
128400,0.04040689,15771.393
128700,0.04040689,15645.101
129000,0.040406886,15519.948
129300,0.040406886,15396.038
129600,0.040406886,15273.653
129900,0.040406886,15672.864
130200,0.040406886,16000.19
130500,0.040406886,16145.819
130800,0.040406886,16158.492
131100,0.040406886,16099.596
131400,0.040406886,16007.06
131700,0.040406883,15899.833
132000,0.040406883,15785.362
132300,0.040406883,15665.846
132600,0.040406883,15542.568
132900,0.040406883,15417.237
133200,0.040406883,15292.119
133500,0.04040688,14147.278
133800,0.04040688,13195.184
134100,0.04040688,12622.454
134400,0.04040688,12331.89
134700,0.04040688,12205.891
135000,0.04040688,12163.872
135300,0.040406875,12161.094
135600,0.040406875,12174.328
135900,0.040406875,12191.705
136200,0.040406875,12207.131
136500,0.040406875,12216.1045
136800,0.04040687,12214.231
137100,0.04040687,12198.874
137400,0.04040687,12173.081
137700,0.04040687,12141.994
138000,0.040406868,12108.208
138300,0.040406868,12073.135
138600,0.040406868,12037.637
138900,0.040406868,12002.424
139200,0.040406864,11900.38
139500,0.040406864,11805.962
139800,0.040406864,11795.527
140100,0.040406864,11792.171
140400,0.04040686,11772.593
140700,0.04040686,11752.744
141000,0.04040686,11738.987
141300,0.04040686,11727.869
141600,0.040406857,11718.352
141900,0.040406857,11710.868
142200,0.040406857,11705.417
142500,0.040406853,11701.675
142800,0.040406853,11699.712
143100,0.040406853,11700.261
143400,0.04040685,11704.488
143700,0.04040685,11713.6045
144000,0.04040685,11728.797
144300,0.040406846,11750.1045
144600,0.040406846,11773.778
144900,0.040406846,11797.338
145200,0.04040684,11822.108
145500,0.04040684,11846.644
145800,0.04040684,11869.827
146100,0.040406838,11893.507
146400,0.040406838,11909.653
146700,0.040406834,11968.497
147000,0.040406834,12436.449
147300,0.040406834,13064.042
147600,0.04040683,13478.711
147900,0.04040683,13856.221
148200,0.04040683,14230.658
148500,0.040406827,14422.287
148800,0.040406827,14252.575
149100,0.040406823,14094.265
149400,0.040406823,14299.843
149700,0.04040682,14726.362
150000,0.04040682,15282.627
150300,0.04040682,15890.684
150600,0.040406816,16494.953
150900,0.040406816,17080.145
151200,0.040406812,17660.346
151500,0.040406812,18251.63
151800,0.04040681,18859.34
152100,0.04040681,19478.166
152400,0.040406805,20099.018
152700,0.040406805,20715.559
153000,0.040406805,21325.426
153300,0.0404068,21929.328
153600,0.0404068,22529.488
153900,0.040406797,23128.406
154200,0.040406797,23728.686
154500,0.040406793,24332.912
154800,0.040406793,0.23912248
155100,0.04040679,0.23912254
155400,0.04040679,0.23912258
155700,0.040406786,0.23912264
156000,0.040406782,0.23912269
156300,0.040406782,0.23912275
156600,0.04040678,0.2391228
156900,0.04040678,0.23912285
157200,0.040406775,0.23912291
157500,0.040406775,0.23912296
157800,0.04040677,0.23912302
158100,0.04040677,0.23912306
158400,0.040406767,0.23912312
158700,0.040406767,0.23912317
159000,0.040406764,0.23912323
159300,0.04040676,0.23912328
159600,0.04040676,0.23912333
159900,0.040406756,0.23912339
160200,0.040406756,0.23912343
160500,0.040406752,0.2391235
160800,0.04040675,0.23912354
161100,0.04040675,0.2391236
161400,0.040406745,0.23912366
161700,0.040406745,0.2391237
162000,0.04040674,0.23912376
162300,0.040406737,0.2391238
162600,0.040406737,0.23912387
162900,0.040406734,0.23912391
163200,0.04040673,0.23912397
163500,0.04040673,0.23912401
163800,0.040406726,0.23912407
164100,0.040406726,0.23912413
164400,0.040406723,0.23912418
164700,0.04040672,0.23912424
165000,0.04040672,0.23912428
165300,0.040406715,0.23912434
165600,0.04040671,0.23912439
165900,0.04040671,0.23912445
166200,0.040406708,0.2391245
166500,0.040406704,0.23912455
166800,0.0404067,0.23912461
167100,0.0404067,0.23912466
167400,0.040406696,0.23912472
167700,0.040406693,0.23912476
168000,0.040406693,0.23912482
168300,0.04040669,0.23912488
168600,0.040406685,0.23912492
168900,0.04040668,0.23912498
169200,0.04040668,0.23912503
169500,0.040406678,0.23912509
169800,0.040406674,0.23912513
170100,0.04040667,0.23912519
170400,0.04040667,0.23912524
170700,0.040406667,0.2391253
171000,0.040406663,0.23912536
171300,0.04040666,0.2391254
171600,0.04040666,0.23912546
171900,0.040406656,0.2391255
172200,0.04040665,0.23912556
172500,0.040406648,0.23912561
172800,0.040406648,0.23912567
173100,0.040406644,0.23912571
173400,0.04040664,0.23912577
173700,0.040406637,0.23912583
174000,0.040406633,0.23912588
174300,0.040406633,0.23912594
174600,0.04040663,0.23912598
174900,0.040406626,0.23912604
175200,0.040406622,0.23912609
175500,0.04040662,0.23912615
175800,0.040406615,0.2391262
176100,0.040406615,0.23912625
176400,0.04040661,0.23912631
176700,0.040406607,0.23912635
177000,0.040406603,0.23912641
177300,0.0404066,0.23912646
177600,0.040406596,0.23912652
177900,0.040406592,0.23912656
178200,0.040406592,0.23912662
178500,0.04040659,0.23912668
178800,0.040406585,0.23912673
179100,0.04040658,0.23912679
179400,0.040406577,0.23912683
179700,0.040406574,0.23912689
180000,0.04040657,0.23912694
180300,0.040406566,0.239127
180600,0.040406562,0.23912704
180900,0.04040656,0.2391271
181200,0.040406555,0.23912716
181500,0.040406555,0.2391272
181800,0.04040655,0.23912726
182100,0.040406547,0.23912731
182400,0.040406544,0.23912737
182700,0.04040654,0.23912741
183000,0.040406536,0.23912747
183300,0.040406533,0.23912752
183600,0.04040653,0.23912758
183900,0.040406525,0.23912764
184200,0.04040652,0.23912768
184500,0.040406518,0.23912774
184800,0.040406514,0.23912778
185100,0.04040651,0.23912784
185400,0.040406507,0.23912789
185700,0.040406503,0.23912795
186000,0.0404065,0.239128
186300,0.040406495,0.23912805
186600,0.04040649,0.23912811
186900,0.040406488,0.23912816
187200,0.040406484,0.23912822
187500,0.04040648,0.23912826
187800,0.040406477,0.23912832
188100,0.040406473,0.23912837
188400,0.04040647,0.23912843
188700,0.040406466,0.23912847
189000,0.04040646,0.23912853
189300,0.040406458,0.23912857
189600,0.040406454,0.23912863
189900,0.04040645,0.2391287
190200,0.040406447,0.23912874
190500,0.04040644,0.2391288
190800,0.040406436,0.23912884
191100,0.040406432,0.2391289
191400,0.04040643,0.23912895
191700,0.040406425,0.239129
192000,0.04040642,0.23912905
192300,0.040406417,0.23912911
192600,0.040406413,0.23912917
192900,0.04040641,60719.793
193200,0.040406406,47396.805
193500,0.040406402,56163.625
193800,0.040406395,49165.043
194100,0.04040639,45294.6
194400,0.040406387,42105.12
194700,0.040406384,56059.016
195000,326.60806,52832.906
195300,10423.77,54288.773
195600,18149.852,58285.254
195900,23048.207,7421.9854
196200,9156.541,22977.824
196500,1233.5962,38408.535
196800,0.000100582,49664.492
197100,0.000100582,56644.62
197400,0.0059461906,57563.277
197700,0.038774043,46818.715
198000,0.04419029,39327.758
198300,0.04124604,36218.016
198600,0.039916966,35456.133
198900,0.039983,35776.695
199200,0.04025017,36286.14
199500,0.04037993,36540.297
199800,0.04040169,36512.363
200100,0.04038488,36333.133
200400,0.040362462,36141.926
200700,0.040346235,36014.45
201000,0.04033504,35940.21
201300,0.0403221,35805.457
201600,0.040302172,35708.742
201900,0.04029214,35352.945
202200,0.04030006,34537.316
202500,0.040282052,33432.848
202800,0.040249687,32231.418
203100,0.040225293,31049.979
203400,0.04021685,29919.057
203700,0.040220022,28813.508
204000,0.040229917,27712.717
204300,0.04024202,26602.662
204600,0.040256612,25480.607
204900,0.04027432,24347.01
205200,0.040295236,23209.541
205500,0.04029824,22291.398
205800,0.040270727,21745.768
206100,0.040268652,21428.389
206400,0.040287063,21216.893
206700,0.040306054,21044.623
207000,0.04031912,20881.799
207300,0.040306464,20717.93
207600,0.04033044,20547.797
207900,0.04033868,20368.426
208200,0.040344164,20185.686
208500,0.040350087,20002.271
208800,0.040356845,19819.768
209100,0.040361628,19639.36
209400,0.040361173,19462.717
209700,0.040359277,19293.344
210000,0.040359277,19127.783
210300,0.040359277,18967.738
210600,0.040359277,18813.975
210900,0.040359277,18666.43
211200,0.040359277,18524.617
211500,0.040359277,18387.703
211800,0.040359277,18254.762
212100,0.040359277,18125.086
212400,0.040359277,17998.273
212700,0.040359277,17874.154
213000,0.040359277,17752.648
213300,0.040359277,17633.668
213600,0.040359277,17517.053
213900,0.040359277,17402.629
214200,0.040359277,17290.285
214500,0.040359277,17179.95
214800,0.040359277,17071.533
215100,0.040359277,16964.918
215400,0.040359277,16859.96
215700,0.040359277,16756.547
216000,0.040359274,16654.533
216300,0.040359274,17092.139
216600,0.040359274,17424.625
216900,0.040359274,17571.705
217200,0.040359274,17598.55
217500,0.040359274,17564
217800,0.040359274,17500.283
218100,0.040359274,17422.498
218400,0.040359274,17337.965
218700,0.04035927,17250.588
219000,0.04035927,17162.691
219300,0.04035927,17076.05
219600,0.04035927,16991.924
219900,0.04035927,15828.983
220200,0.04035927,14904.284
220500,0.04035927,14354.303
220800,0.040359266,14052.103
221100,0.040359266,13875.9
221400,0.040359266,13753.617
221700,0.040359266,13650.836
222000,0.040359266,13556.284
222300,0.040359262,13468.9795
222600,0.040359262,13389.633
222900,0.040359262,13318.201
223200,0.040359262,13253.338
223500,0.040359262,13192.99
223800,0.04035926,13135.129
224100,0.04035926,13078.188
224400,0.04035926,13021.177
224700,0.04035926,12963.548
225000,0.04035926,12905.032
225300,0.040359255,12845.8
225600,0.040359255,12726.143
225900,0.040359255,12609.007
226200,0.040359255,12563.555
226500,0.04035925,12520.393
226800,0.04035925,12469.333
227100,0.04035925,12421.681
227400,0.04035925,12381.944
227700,0.040359247,12349.231
228000,0.040359247,12320.777
228300,0.040359247,12295.293
228600,0.040359244,12272.643
228900,0.040359244,12252.718
229200,0.040359244,12235.597
229500,0.040359244,12221.573
229800,0.04035924,12211.051
230100,0.04035924,12204.283
230400,0.04035924,12202.412
230700,0.040359236,12208.533
231000,0.040359236,12226.115
231300,0.040359236,12254.561
231600,0.040359233,12291.136
231900,0.040359233,12332.833
232200,0.040359233,12377.501
232500,0.04035923,12426.26
232800,0.04035923,12479.107
233100,0.04035923,12530.515
233400,0.040359225,12574.239
233700,0.040359225,12608.015
234000,0.04035922,12632.779
234300,0.04035922,12889.205
234600,0.04035922,13371.2705
234900,0.040359218,13875.292
235200,0.040359218,14256.816
235500,0.040359218,14625.208
235800,0.040359214,15025.94
236100,0.040359214,15467.9795
236400,0.04035921,15954.492
236700,0.04035921,16483.041
237000,0.04035921,17048.096
237300,0.040359206,17643.342
237600,0.040359206,18262.713
237900,0.040359203,18900.467
238200,0.040359203,19550.832
238500,0.0403592,20207.986
238800,0.0403592,20866.588
239100,0.040359195,21522.459
239400,0.040359195,22173.1
239700,0.040359195,22817.533
240000,0.04035919,23456.168
240300,0.04035919,24090.293
240600,0.040359188,24721.385
240900,0.040359188,25350.666
241200,0.040359184,0.2317804
241500,0.040359184,0.2317807
241800,0.04035918,0.231781
242100,0.04035918,0.2317813
242400,0.040359177,0.2317816
242700,0.040359177,0.2317819
243000,0.040359173,0.2317822
243300,0.040359173,0.2317825
243600,0.04035917,0.2317828
243900,0.04035917,0.23178309
244200,0.040359166,0.23178339
244500,0.040359166,0.2317837
244800,0.04035916,0.231784
245100,0.040359158,0.2317843
245400,0.040359158,0.2317846
245700,0.040359154,0.2317849
246000,0.040359154,0.2317852
246300,0.04035915,0.23178549
246600,0.04035915,0.23178579
246900,0.040359147,0.23178609
247200,0.040359143,0.23178639
247500,0.040359143,0.2317867
247800,0.04035914,0.231787
248100,0.04035914,0.2317873
248400,0.040359136,0.23178759
248700,0.040359136,0.23178789
249000,0.040359132,0.23178819
249300,0.04035913,0.23178849
249600,0.04035913,0.23178878
249900,0.040359125,0.23178908
250200,0.04035912,0.23178938
250500,0.04035912,0.2317897
250800,0.040359117,0.23178999
251100,0.040359117,0.23179029
251400,0.040359113,0.23179059
251700,0.04035911,0.23179089
252000,0.04035911,0.23179118
252300,0.040359106,0.23179148
252600,0.040359102,0.23179178
252900,0.040359102,0.23179208
253200,0.0403591,0.23179238
253500,0.040359095,0.23179267
253800,0.040359095,0.23179299
254100,0.04035909,0.23179328
254400,0.040359087,0.23179358
254700,0.040359087,0.23179388
255000,0.040359084,0.23179418
255300,0.04035908,0.23179448
255600,0.040359076,0.23179477
255900,0.040359076,0.23179507
256200,0.040359072,0.23179537
256500,0.04035907,0.23179567
256800,0.04035907,0.23179597
257100,0.040359065,0.23179626
257400,0.04035906,0.23179656
257700,0.040359057,0.23179688
258000,0.040359057,0.23179717
258300,0.040359054,0.23179747
258600,0.04035905,0.23179777
258900,0.040359046,0.23179807
259200,0.040359046,0.23179837
259500,0.040359043,0.23179866
259800,0.04035904,0.23179896
260100,0.040359035,0.23179926
260400,0.04035903,0.23179956
260700,0.04035903,0.23179986
261000,0.040359028,0.23180015
261300,0.040359024,0.23180045
261600,0.04035902,0.23180075
261900,0.040359017,0.23180106
262200,0.040359017,0.23180136
262500,0.040359013,0.23180166
262800,0.04035901,0.23180196
263100,0.040359005,0.23180225
263400,0.040359,0.23180255
263700,0.040359,0.23180285
264000,0.040358998,0.23180315
264300,0.040358994,0.23180345
264600,0.04035899,0.23180375
264900,0.040358987,0.23180404
265200,0.040358983,0.23180434
265500,0.04035898,0.23180464
265800,0.04035898,0.23180494
266100,0.040358976,0.23180524
266400,0.04035897,0.23180553
266700,0.040358968,0.23180585
267000,0.040358964,0.23180614
267300,0.04035896,0.23180644
267600,0.040358957,0.23180674
267900,0.040358953,0.23180704
268200,0.04035895,0.23180734
268500,0.04035895,0.23180763
268800,0.040358946,0.23180793
269100,0.040358942,0.23180823
269400,0.04035894,0.23180853
269700,0.040358935,0.23180883
270000,0.04035893,0.23180912
270300,0.040358927,0.23180942
270600,0.040358923,0.23180972
270900,0.04035892,0.23181002
271200,0.040358916,0.23181032
271500,0.040358912,0.23181061
271800,0.04035891,0.23181091
272100,0.040358905,0.23181121
272400,0.0403589,0.23181151
272700,0.040358897,0.2318118
273000,0.040358894,0.23181212
273300,0.04035889,0.23181242
273600,0.040358886,0.23181272
273900,0.040358882,0.23181301
274200,0.04035888,0.23181331
274500,0.040358875,0.23181361
274800,0.04035887,0.23181391
275100,0.040358867,0.2318142
275400,0.040358864,0.2318145
275700,0.04035886,0.2318148
276000,0.040358856,0.2318151
276300,0.040358853,0.2318154
276600,0.04035885,0.2318157
276900,0.040358845,0.231816
277200,0.04035884,0.23181629
277500,0.040358838,0.23181659
277800,0.040358834,0.23181689
278100,0.04035883,0.23181719
278400,0.040358827,0.23181748
278700,0.040358823,0.23181778
279000,0.04035882,0.23181808
279300,0.040358815,60920.984
279600,0.04035881,47447.402
279900,0.040358808,58596.305
280200,0.0403588,49239.977
280500,0.040358797,45295.35
280800,0.040358793,50870.348
281100,0.04035879,26.180416
281400,0.040358786,224.40009
281700,0.04035878,4982.482
282000,0.040358778,25760.537
282300,0.040358774,33483.93
282600,0.04035877,37844.082
282900,0.040358763,40349.652
283200,0.04035876,40350.285
283500,0.040358756,39362.926
283800,0.040358752,38502.074
284100,0.04035875,38041.316
284400,0.040358745,37924.12
284700,0.04035874,37956.312
285000,0.040358733,37990.266
285300,0.04035873,37969.445
285600,0.040358726,37902.758
285900,0.040358722,37820
286200,0.04035872,37742.72
286500,0.04035871,37679.418
286800,0.040358707,37627.066
287100,0.040358704,37577.89
287400,0.0403587,37526.664
287700,0.040358696,37471.61
288000,0.04035869,37412.93
288300,0.040358685,37120.77
288600,0.04035868,36343.09
288900,0.040358678,35212.215
289200,0.040358674,33928.92
289500,0.040358666,32662.633
289800,0.040358663,31424.404
