time,LowerSetp,UpperSetp
164700,293.15,310
165600,293.15,310
166500,293.15,310
167400,293.15,310
168300,293.15,310
169200,293.15,310
170100,293.15,310
171000,293.15,310
171900,293.15,310
172800,293.15,310
173700,293.15,310
174600,293.15,310
175500,293.15,310
176400,293.15,310
177300,293.15,310
178200,293.15,310
179100,293.15,310
180000,293.15,310
180900,293.15,310
181800,293.15,310
182700,293.15,310
183600,293.15,310
184500,293.15,310
185400,293.15,310
186300,293.15,310
187200,293.15,310
188100,293.15,310
189000,293.15,310
189900,293.15,310
190800,293.15,310
191700,293.15,310
192600,293.15,310
193500,293.15,310
194400,293.15,310
195300,293.15,310
196200,293.15,310
197100,293.15,310
198000,293.15,310
198900,293.15,310
199800,293.15,310
200700,293.15,310
201600,293.15,310
202500,293.15,310
203400,293.15,310
204300,293.15,310
205200,293.15,310
206100,293.15,310
207000,293.15,310
207900,293.15,310
208800,293.15,310
209700,293.15,310
210600,293.15,310
211500,293.15,310
212400,293.15,310
213300,293.15,310
214200,293.15,310
215100,293.15,310
216000,293.15,310
216900,293.15,310
217800,293.15,310
218700,293.15,310
219600,293.15,310
220500,293.15,310
221400,293.15,310
222300,293.15,310
223200,293.15,310
224100,293.15,310
225000,293.15,310
225900,293.15,310
226800,293.15,310
227700,293.15,310
228600,293.15,310
229500,293.15,310
230400,293.15,310
231300,293.15,310
232200,293.15,310
233100,293.15,310
234000,293.15,310
234900,293.15,310
235800,293.15,310
236700,293.15,310
237600,293.15,310
238500,293.15,310
239400,293.15,310
240300,293.15,310
241200,293.15,310
242100,293.15,310
243000,293.15,310
243900,293.15,310
244800,293.15,310
245700,293.15,310
246600,293.15,310
247500,293.15,310
248400,293.15,310
249300,293.15,310
250200,293.15,310
251100,293.15,310
252000,293.15,310
252900,293.15,310
253800,293.15,310
254700,293.15,310
255600,293.15,310
256500,293.15,310
257400,293.15,310
258300,293.15,310
259200,293.15,310
260100,293.15,310
261000,293.15,310
261900,293.15,310
262800,293.15,310
263700,293.15,310
264600,293.15,310
265500,293.15,310
266400,293.15,310
267300,293.15,310
268200,293.15,310
269100,293.15,310
270000,293.15,310
270900,293.15,310
271800,293.15,310
272700,293.15,310
273600,293.15,310
274500,293.15,310
275400,293.15,310
276300,293.15,310
277200,293.15,310
278100,293.15,310
279000,293.15,310
279900,293.15,310
280800,293.15,310
281700,293.15,310
282600,293.15,310
283500,293.15,310
284400,293.15,310
285300,293.15,310
286200,293.15,310
287100,293.15,310
288000,293.15,310
288900,293.15,310
289800,293.15,310
290700,293.15,310
291600,293.15,310
292500,293.15,310
293400,293.15,310
294300,293.15,310
295200,293.15,310
296100,293.15,310
297000,293.15,310
297900,293.15,310
298800,293.15,310
299700,293.15,310
300600,293.15,310
301500,293.15,310
302400,293.15,310
303300,293.15,310
304200,293.15,310
305100,293.15,310
306000,293.15,310
306900,293.15,310
307800,293.15,310
308700,293.15,310
309600,293.15,310
310500,293.15,310
311400,293.15,310
312300,293.15,310
313200,293.15,310
314100,293.15,310
315000,293.15,310
315900,293.15,310
316800,293.15,310
317700,293.15,310
318600,293.15,310
319500,293.15,310
320400,293.15,310
321300,293.15,310
322200,293.15,310
323100,293.15,310
324000,293.15,310
324900,293.15,310
325800,293.15,310
326700,293.15,310
327600,293.15,310
328500,293.15,310
329400,293.15,310
330300,293.15,310
331200,293.15,310
332100,293.15,310
333000,293.15,310
333900,293.15,310
334800,293.15,310
335700,293.15,310
336600,293.15,310
337500,293.15,310
338400,293.15,310
339300,293.15,310
340200,293.15,310
341100,293.15,310
342000,293.15,310
342900,293.15,310
343800,293.15,310
344700,293.15,310
345600,293.15,310
346500,293.15,310
347400,293.15,310
348300,293.15,310
349200,293.15,310
350100,293.15,310
351000,293.15,310
351900,293.15,310
352800,293.15,310
353700,293.15,310
354600,293.15,310
355500,293.15,310
356400,293.15,310
357300,293.15,310
358200,293.15,310
359100,293.15,310
360000,293.15,310
360900,293.15,310
361800,293.15,310
362700,293.15,310
363600,293.15,310
364500,293.15,310
365400,293.15,310
366300,293.15,310
367200,293.15,310
368100,293.15,310
369000,293.15,310
369900,293.15,310
370800,293.15,310
371700,293.15,310
372600,293.15,310
373500,293.15,310
374400,293.15,310
375300,293.15,310
376200,293.15,310
377100,293.15,310
378000,293.15,310
378900,293.15,310
379800,293.15,310
380700,293.15,310
381600,293.15,310
382500,293.15,310
383400,293.15,310
384300,293.15,310
385200,293.15,310
386100,293.15,310
387000,293.15,310
387900,293.15,310
388800,293.15,310
389700,293.15,310
390600,293.15,310
391500,293.15,310
392400,293.15,310
393300,293.15,310
394200,293.15,310
395100,293.15,310
396000,293.15,310
396900,293.15,310
397800,293.15,310
398700,293.15,310
399600,293.15,310
400500,293.15,310
401400,293.15,310
402300,293.15,310
403200,293.15,310
404100,293.15,310
405000,293.15,310
405900,293.15,310
406800,293.15,310
407700,293.15,310
408600,293.15,310
409500,293.15,310
410400,293.15,310
411300,293.15,310
412200,293.15,310
413100,293.15,310
414000,293.15,310
414900,293.15,310
415800,293.15,310
416700,293.15,310
417600,293.15,310
418500,293.15,310
419400,293.15,310
420300,293.15,310
421200,293.15,310
422100,293.15,310
423000,293.15,310
423900,293.15,310
424800,293.15,310
425700,293.15,310
426600,293.15,310
427500,293.15,310
428400,293.15,310
429300,293.15,310
430200,293.15,310
431100,293.15,310
432000,293.15,310
432900,293.15,310
433800,293.15,310
434700,293.15,310
435600,293.15,310
436500,293.15,310
437400,293.15,310
438300,293.15,310
439200,293.15,310
440100,293.15,310
441000,293.15,310
441900,293.15,310
442800,293.15,310
443700,293.15,310
444600,293.15,310
445500,293.15,310
446400,293.15,310
447300,293.15,310
448200,293.15,310
449100,293.15,310
450000,293.15,310
450900,293.15,310
451800,293.15,310
452700,293.15,310
453600,293.15,310
454500,293.15,310
455400,293.15,310
456300,293.15,310
457200,293.15,310
458100,293.15,310
459000,293.15,310
459900,293.15,310
460800,293.15,310
461700,293.15,310
462600,293.15,310
463500,293.15,310
464400,293.15,310
465300,293.15,310
466200,293.15,310
467100,293.15,310
468000,293.15,310
468900,293.15,310
469800,293.15,310
470700,293.15,310
471600,293.15,310
472500,293.15,310
473400,293.15,310
474300,293.15,310
475200,293.15,310
476100,293.15,310
477000,293.15,310
477900,293.15,310
478800,293.15,310
479700,293.15,310
480600,293.15,310
481500,293.15,310
482400,293.15,310
483300,293.15,310
484200,293.15,310
485100,293.15,310
486000,293.15,310
486900,293.15,310
487800,293.15,310
488700,293.15,310
489600,293.15,310
490500,293.15,310
491400,293.15,310
492300,293.15,310
493200,293.15,310
494100,293.15,310
495000,293.15,310
495900,293.15,310
496800,293.15,310
497700,293.15,310
498600,293.15,310
499500,293.15,310
500400,293.15,310
501300,293.15,310
502200,293.15,310
503100,293.15,310
504000,293.15,310
504900,293.15,310
505800,293.15,310
506700,293.15,310
507600,293.15,310
508500,293.15,310
509400,293.15,310
510300,293.15,310
511200,293.15,310
512100,293.15,310
513000,293.15,310
513900,293.15,310
514800,293.15,310
515700,293.15,310
516600,293.15,310
517500,293.15,310
518400,293.15,310
519300,293.15,310
520200,293.15,310
521100,293.15,310
522000,293.15,310
522900,293.15,310
523800,293.15,310
524700,293.15,310
525600,293.15,310
526500,293.15,310
527400,293.15,310
528300,293.15,310
529200,293.15,310
530100,293.15,310
531000,293.15,310
531900,293.15,310
532800,293.15,310
533700,293.15,310
534600,293.15,310
535500,293.15,310
536400,293.15,310
537300,293.15,310
538200,293.15,310
539100,293.15,310
540000,293.15,310
540900,293.15,310
541800,293.15,310
542700,293.15,310
543600,293.15,310
544500,293.15,310
545400,293.15,310
546300,293.15,310
547200,293.15,310
548100,293.15,310
549000,293.15,310
549900,293.15,310
550800,293.15,310
551700,293.15,310
552600,293.15,310
553500,293.15,310
554400,293.15,310
555300,293.15,310
556200,293.15,310
557100,293.15,310
558000,293.15,310
558900,293.15,310
559800,293.15,310
560700,293.15,310
561600,293.15,310
562500,293.15,310
563400,293.15,310
564300,293.15,310
565200,293.15,310
566100,293.15,310
567000,293.15,310
567900,293.15,310
568800,293.15,310
569700,293.15,310
570600,293.15,310
571500,293.15,310
572400,293.15,310
573300,293.15,310
574200,293.15,310
575100,293.15,310
576000,293.15,310
576900,293.15,310
577800,293.15,310
578700,293.15,310
579600,293.15,310
580500,293.15,310
581400,293.15,310
582300,293.15,310
583200,293.15,310
584100,293.15,310
585000,293.15,310
585900,293.15,310
586800,293.15,310
587700,293.15,310
588600,293.15,310
589500,293.15,310
590400,293.15,310
591300,293.15,310
592200,293.15,310
593100,293.15,310
594000,293.15,310
594900,293.15,310
595800,293.15,310
596700,293.15,310
597600,293.15,310
598500,293.15,310
599400,293.15,310
600300,293.15,310
601200,293.15,310
602100,293.15,310
603000,293.15,310
603900,293.15,310
604800,293.15,310
605700,293.15,310
606600,293.15,310
607500,293.15,310
608400,293.15,310
609300,293.15,310
610200,293.15,310
611100,293.15,310
612000,293.15,310
612900,293.15,310
613800,293.15,310
614700,293.15,310
615600,293.15,310
616500,293.15,310
617400,293.15,310
618300,293.15,310
619200,293.15,310
620100,293.15,310
621000,293.15,310
621900,293.15,310
622800,293.15,310
623700,293.15,310
624600,293.15,310
625500,293.15,310
626400,293.15,310
627300,293.15,310
628200,293.15,310
629100,293.15,310
630000,293.15,310
630900,293.15,310
631800,293.15,310
632700,293.15,310
633600,293.15,310
634500,293.15,310
635400,293.15,310
636300,293.15,310
637200,293.15,310
638100,293.15,310
639000,293.15,310
639900,293.15,310
640800,293.15,310
641700,293.15,310
642600,293.15,310
643500,293.15,310
644400,293.15,310
645300,293.15,310
646200,293.15,310
647100,293.15,310
648000,293.15,310
648900,293.15,310
649800,293.15,310
650700,293.15,310
651600,293.15,310
652500,293.15,310
653400,293.15,310
654300,293.15,310
655200,293.15,310
656100,293.15,310
657000,293.15,310
657900,293.15,310
658800,293.15,310
659700,293.15,310
660600,293.15,310
661500,293.15,310
662400,293.15,310
663300,293.15,310
664200,293.15,310
665100,293.15,310
666000,293.15,310
666900,293.15,310
667800,293.15,310
668700,293.15,310
669600,293.15,310
670500,293.15,310
671400,293.15,310
672300,293.15,310
673200,293.15,310
674100,293.15,310
675000,293.15,310
675900,293.15,310
676800,293.15,310
677700,293.15,310
678600,293.15,310
679500,293.15,310
680400,293.15,310
681300,293.15,310
682200,293.15,310
683100,293.15,310
684000,293.15,310
684900,293.15,310
685800,293.15,310
686700,293.15,310
687600,293.15,310
688500,293.15,310
689400,293.15,310
690300,293.15,310
691200,293.15,310
692100,293.15,310
693000,293.15,310
693900,293.15,310
694800,293.15,310
695700,293.15,310
696600,293.15,310
697500,293.15,310
698400,293.15,310
699300,293.15,310
700200,293.15,310
701100,293.15,310
702000,293.15,310
702900,293.15,310
703800,293.15,310
704700,293.15,310
705600,293.15,310
706500,293.15,310
707400,293.15,310
708300,293.15,310
709200,293.15,310
710100,293.15,310
711000,293.15,310
711900,293.15,310
712800,293.15,310
713700,293.15,310
714600,293.15,310
715500,293.15,310
716400,293.15,310
717300,293.15,310
718200,293.15,310
719100,293.15,310
720000,293.15,310
720900,293.15,310
721800,293.15,310
722700,293.15,310
723600,293.15,310
724500,293.15,310
725400,293.15,310
726300,293.15,310
727200,293.15,310
728100,293.15,310
729000,293.15,310
729900,293.15,310
730800,293.15,310
731700,293.15,310
732600,293.15,310
733500,293.15,310
734400,293.15,310
735300,293.15,310
736200,293.15,310
737100,293.15,310
738000,293.15,310
738900,293.15,310
739800,293.15,310
740700,293.15,310
741600,293.15,310
742500,293.15,310
743400,293.15,310
744300,293.15,310
745200,293.15,310
746100,293.15,310
747000,293.15,310
747900,293.15,310
748800,293.15,310
749700,293.15,310
750600,293.15,310
751500,293.15,310
752400,293.15,310
753300,293.15,310
754200,293.15,310
755100,293.15,310
756000,293.15,310
756900,293.15,310
757800,293.15,310
758700,293.15,310
759600,293.15,310
760500,293.15,310
761400,293.15,310
762300,293.15,310
763200,293.15,310
764100,293.15,310
765000,293.15,310
765900,293.15,310
766800,293.15,310
767700,293.15,310
768600,293.15,310
769500,293.15,310
770400,293.15,310
771300,293.15,310
772200,293.15,310
773100,293.15,310
774000,293.15,310
774900,293.15,310
775800,293.15,310
776700,293.15,310
777600,293.15,310
778500,293.15,310
779400,293.15,310
780300,293.15,310
781200,293.15,310
782100,293.15,310
783000,293.15,310
783900,293.15,310
784800,293.15,310
785700,293.15,310
786600,293.15,310
787500,293.15,310
788400,293.15,310
789300,293.15,310
790200,293.15,310
791100,293.15,310
792000,293.15,310
792900,293.15,310
793800,293.15,310
794700,293.15,310
795600,293.15,310
796500,293.15,310
797400,293.15,310
798300,293.15,310
799200,293.15,310
800100,293.15,310
801000,293.15,310
801900,293.15,310
802800,293.15,310
803700,293.15,310
804600,293.15,310
805500,293.15,310
806400,293.15,310
807300,293.15,310
808200,293.15,310
809100,293.15,310
810000,293.15,310
810900,293.15,310
811800,293.15,310
812700,293.15,310
813600,293.15,310
814500,293.15,310
815400,293.15,310
816300,293.15,310
817200,293.15,310
818100,293.15,310
819000,293.15,310
819900,293.15,310
820800,293.15,310
821700,293.15,310
822600,293.15,310
823500,293.15,310
824400,293.15,310
825300,293.15,310
826200,293.15,310
827100,293.15,310
828000,293.15,310
828900,293.15,310
829800,293.15,310
830700,293.15,310
831600,293.15,310
832500,293.15,310
833400,293.15,310
834300,293.15,310
835200,293.15,310
836100,293.15,310
837000,293.15,310
837900,293.15,310
838800,293.15,310
839700,293.15,310
840600,293.15,310
841500,293.15,310
842400,293.15,310
843300,293.15,310
844200,293.15,310
845100,293.15,310
846000,293.15,310
846900,293.15,310
847800,293.15,310
848700,293.15,310
849600,293.15,310
850500,293.15,310
851400,293.15,310
852300,293.15,310
853200,293.15,310
854100,293.15,310
855000,293.15,310
855900,293.15,310
856800,293.15,310
857700,293.15,310
858600,293.15,310
859500,293.15,310
860400,293.15,310
861300,293.15,310
862200,293.15,310
863100,293.15,310
864000,293.15,310
864900,293.15,310
865800,293.15,310
866700,293.15,310
867600,293.15,310
868500,293.15,310
869400,293.15,310
870300,293.15,310
871200,293.15,310
872100,293.15,310
873000,293.15,310
873900,293.15,310
874800,293.15,310
875700,293.15,310
876600,293.15,310
877500,293.15,310
878400,293.15,310
879300,293.15,310
880200,293.15,310
881100,293.15,310
882000,293.15,310
882900,293.15,310
883800,293.15,310
884700,293.15,310
885600,293.15,310
886500,293.15,310
887400,293.15,310
888300,293.15,310
889200,293.15,310
890100,293.15,310
891000,293.15,310
891900,293.15,310
892800,293.15,310
893700,293.15,310
894600,293.15,310
895500,293.15,310
896400,293.15,310
897300,293.15,310
898200,293.15,310
899100,293.15,310
900000,293.15,310
900900,293.15,310
901800,293.15,310
902700,293.15,310
903600,293.15,310
904500,293.15,310
905400,293.15,310
906300,293.15,310
907200,293.15,310
908100,293.15,310
909000,293.15,310
909900,293.15,310
910800,293.15,310
911700,293.15,310
912600,293.15,310
913500,293.15,310
914400,293.15,310
915300,293.15,310
916200,293.15,310
917100,293.15,310
918000,293.15,310
918900,293.15,310
919800,293.15,310
920700,293.15,310
921600,293.15,310
922500,293.15,310
923400,293.15,310
924300,293.15,310
925200,293.15,310
926100,293.15,310
927000,293.15,310
927900,293.15,310
928800,293.15,310
929700,293.15,310
930600,293.15,310
931500,293.15,310
932400,293.15,310
933300,293.15,310
934200,293.15,310
935100,293.15,310
936000,293.15,310
936900,293.15,310
937800,293.15,310
938700,293.15,310
939600,293.15,310
940500,293.15,310
941400,293.15,310
942300,293.15,310
943200,293.15,310
944100,293.15,310
945000,293.15,310
945900,293.15,310
946800,293.15,310
947700,293.15,310
948600,293.15,310
949500,293.15,310
950400,293.15,310
951300,293.15,310
952200,293.15,310
953100,293.15,310
954000,293.15,310
954900,293.15,310
955800,293.15,310
956700,293.15,310
957600,293.15,310
958500,293.15,310
959400,293.15,310
960300,293.15,310
961200,293.15,310
962100,293.15,310
963000,293.15,310
963900,293.15,310
964800,293.15,310
965700,293.15,310
966600,293.15,310
967500,293.15,310
968400,293.15,310
969300,293.15,310
970200,293.15,310
971100,293.15,310
972000,293.15,310
972900,293.15,310
973800,293.15,310
974700,293.15,310
975600,293.15,310
976500,293.15,310
977400,293.15,310
978300,293.15,310
979200,293.15,310
980100,293.15,310
981000,293.15,310
981900,293.15,310
982800,293.15,310
983700,293.15,310
984600,293.15,310
985500,293.15,310
986400,293.15,310
987300,293.15,310
988200,293.15,310
989100,293.15,310
990000,293.15,310
990900,293.15,310
991800,293.15,310
992700,293.15,310
993600,293.15,310
994500,293.15,310
995400,293.15,310
996300,293.15,310
997200,293.15,310
998100,293.15,310
999000,293.15,310
999900,293.15,310
1000800,293.15,310
1001700,293.15,310
1002600,293.15,310
1003500,293.15,310
1004400,293.15,310
1005300,293.15,310
1006200,293.15,310
1007100,293.15,310
1008000,293.15,310
1008900,293.15,310
1009800,293.15,310
1010700,293.15,310
1011600,293.15,310
1012500,293.15,310
1013400,293.15,310
1014300,293.15,310
1015200,293.15,310
1016100,293.15,310
1017000,293.15,310
1017900,293.15,310
1018800,293.15,310
1019700,293.15,310
1020600,293.15,310
1021500,293.15,310
1022400,293.15,310
1023300,293.15,310
1024200,293.15,310
1025100,293.15,310
1026000,293.15,310
1026900,293.15,310
1027800,293.15,310
1028700,293.15,310
1029600,293.15,310
1030500,293.15,310
1031400,293.15,310
1032300,293.15,310
1033200,293.15,310
1034100,293.15,310
1035000,293.15,310
1035900,293.15,310
1036800,293.15,310
1037700,293.15,310
1038600,293.15,310
1039500,293.15,310
1040400,293.15,310
1041300,293.15,310
1042200,293.15,310
1043100,293.15,310
1044000,293.15,310
1044900,293.15,310
1045800,293.15,310
1046700,293.15,310
1047600,293.15,310
1048500,293.15,310
1049400,293.15,310
1050300,293.15,310
1051200,293.15,310
1052100,293.15,310
1053000,293.15,310
1053900,293.15,310
1054800,293.15,310
1055700,293.15,310
1056600,293.15,310
1057500,293.15,310
1058400,293.15,310
1059300,293.15,310
1060200,293.15,310
1061100,293.15,310
1062000,293.15,310
1062900,293.15,310
1063800,293.15,310
1064700,293.15,310
1065600,293.15,310
1066500,293.15,310
1067400,293.15,310
1068300,293.15,310
1069200,293.15,310
1070100,293.15,310
1071000,293.15,310
1071900,293.15,310
1072800,293.15,310
1073700,293.15,310
1074600,293.15,310
1075500,293.15,310
1076400,293.15,310
1077300,293.15,310
1078200,293.15,310
1079100,293.15,310
1080000,293.15,310
1080900,293.15,310
1081800,293.15,310
1082700,293.15,310
1083600,293.15,310
1084500,293.15,310
1085400,293.15,310
1086300,293.15,310
1087200,293.15,310
1088100,293.15,310
1089000,293.15,310
1089900,293.15,310
1090800,293.15,310
1091700,293.15,310
1092600,293.15,310
1093500,293.15,310
1094400,293.15,310
1095300,293.15,310
1096200,293.15,310
1097100,293.15,310
1098000,293.15,310
1098900,293.15,310
1099800,293.15,310
1100700,293.15,310
1101600,293.15,310
1102500,293.15,310
1103400,293.15,310
1104300,293.15,310
1105200,293.15,310
1106100,293.15,310
1107000,293.15,310
1107900,293.15,310
1108800,293.15,310
1109700,293.15,310
1110600,293.15,310
1111500,293.15,310
1112400,293.15,310
1113300,293.15,310
1114200,293.15,310
1115100,293.15,310
1116000,293.15,310
1116900,293.15,310
1117800,293.15,310
1118700,293.15,310
1119600,293.15,310
1120500,293.15,310
1121400,293.15,310
1122300,293.15,310
1123200,293.15,310
1124100,293.15,310
1125000,293.15,310
1125900,293.15,310
1126800,293.15,310
1127700,293.15,310
1128600,293.15,310
1129500,293.15,310
1130400,293.15,310
1131300,293.15,310
1132200,293.15,310
1133100,293.15,310
1134000,293.15,310
1134900,293.15,310
1135800,293.15,310
1136700,293.15,310
1137600,293.15,310
1138500,293.15,310
1139400,293.15,310
1140300,293.15,310
1141200,293.15,310
1142100,293.15,310
1143000,293.15,310
1143900,293.15,310
1144800,293.15,310
1145700,293.15,310
1146600,293.15,310
1147500,293.15,310
1148400,293.15,310
1149300,293.15,310
1150200,293.15,310
1151100,293.15,310
1152000,293.15,310
1152900,293.15,310
1153800,293.15,310
1154700,293.15,310
1155600,293.15,310
1156500,293.15,310
1157400,293.15,310
1158300,293.15,310
1159200,293.15,310
1160100,293.15,310
1161000,293.15,310
1161900,293.15,310
1162800,293.15,310
1163700,293.15,310
1164600,293.15,310
1165500,293.15,310
1166400,293.15,310
1167300,293.15,310
1168200,293.15,310
1169100,293.15,310
1170000,293.15,310
1170900,293.15,310
1171800,293.15,310
1172700,293.15,310
1173600,293.15,310
1174500,293.15,310
1175400,293.15,310
1176300,293.15,310
1177200,293.15,310
1178100,293.15,310
1179000,293.15,310
1179900,293.15,310
1180800,293.15,310
1181700,293.15,310
1182600,293.15,310
1183500,293.15,310
1184400,293.15,310
1185300,293.15,310
1186200,293.15,310
1187100,293.15,310
1188000,293.15,310
1188900,293.15,310
1189800,293.15,310
1190700,293.15,310
1191600,293.15,310
1192500,293.15,310
1193400,293.15,310
1194300,293.15,310
1195200,293.15,310
1196100,293.15,310
1197000,293.15,310
1197900,293.15,310
1198800,293.15,310
1199700,293.15,310
1200600,293.15,310
1201500,293.15,310
1202400,293.15,310
1203300,293.15,310
1204200,293.15,310
1205100,293.15,310
1206000,293.15,310
1206900,293.15,310
1207800,293.15,310
1208700,293.15,310
1209600,293.15,310
1210500,293.15,310
1211400,293.15,310
1212300,293.15,310
1213200,293.15,310
1214100,293.15,310
1215000,293.15,310
1215900,293.15,310
1216800,293.15,310
1217700,293.15,310
1218600,293.15,310
1219500,293.15,310
1220400,293.15,310
1221300,293.15,310
1222200,293.15,310
1223100,293.15,310
1224000,293.15,310
1224900,293.15,310
1225800,293.15,310
1226700,293.15,310
1227600,293.15,310
1228500,293.15,310
1229400,293.15,310
1230300,293.15,310
1231200,293.15,310
1232100,293.15,310
1233000,293.15,310
1233900,293.15,310
1234800,293.15,310
1235700,293.15,310
1236600,293.15,310
1237500,293.15,310
1238400,293.15,310
1239300,293.15,310
1240200,293.15,310
1241100,293.15,310
1242000,293.15,310
1242900,293.15,310
1243800,293.15,310
1244700,293.15,310
1245600,293.15,310
1246500,293.15,310
1247400,293.15,310
1248300,293.15,310
1249200,293.15,310
1250100,293.15,310
1251000,293.15,310
1251900,293.15,310
1252800,293.15,310
1253700,293.15,310
1254600,293.15,310
1255500,293.15,310
1256400,293.15,310
1257300,293.15,310
1258200,293.15,310
1259100,293.15,310
1260000,293.15,310
1260900,293.15,310
1261800,293.15,310
1262700,293.15,310
1263600,293.15,310
1264500,293.15,310
1265400,293.15,310
1266300,293.15,310
1267200,293.15,310
1268100,293.15,310
1269000,293.15,310
1269900,293.15,310
1270800,293.15,310
1271700,293.15,310
1272600,293.15,310
1273500,293.15,310
1274400,293.15,310
1275300,293.15,310
1276200,293.15,310
1277100,293.15,310
1278000,293.15,310
1278900,293.15,310
1279800,293.15,310
1280700,293.15,310
1281600,293.15,310
1282500,293.15,310
1283400,293.15,310
1284300,293.15,310
1285200,293.15,310
1286100,293.15,310
1287000,293.15,310
1287900,293.15,310
1288800,293.15,310
1289700,293.15,310
1290600,293.15,310
1291500,293.15,310
1292400,293.15,310
1293300,293.15,310
1294200,293.15,310
1295100,293.15,310
1296000,293.15,310
1296900,293.15,310
1297800,293.15,310
1298700,293.15,310
1299600,293.15,310
1300500,293.15,310
1301400,293.15,310
1302300,293.15,310
1303200,293.15,310
1304100,293.15,310
1305000,293.15,310
1305900,293.15,310
1306800,293.15,310
1307700,293.15,310
1308600,293.15,310
1309500,293.15,310
1310400,293.15,310
1311300,293.15,310
1312200,293.15,310
1313100,293.15,310
1314000,293.15,310
1314900,293.15,310
1315800,293.15,310
1316700,293.15,310
1317600,293.15,310
1318500,293.15,310
1319400,293.15,310
1320300,293.15,310
1321200,293.15,310
1322100,293.15,310
1323000,293.15,310
1323900,293.15,310
1324800,293.15,310
1325700,293.15,310
1326600,293.15,310
1327500,293.15,310
1328400,293.15,310
1329300,293.15,310
1330200,293.15,310
1331100,293.15,310
1332000,293.15,310
1332900,293.15,310
1333800,293.15,310
1334700,293.15,310
1335600,293.15,310
1336500,293.15,310
1337400,293.15,310
1338300,293.15,310
1339200,293.15,310
1340100,293.15,310
1341000,293.15,310
1341900,293.15,310
1342800,293.15,310
1343700,293.15,310
1344600,293.15,310
1345500,293.15,310
1346400,293.15,310
1347300,293.15,310
1348200,293.15,310
1349100,293.15,310
1350000,293.15,310
1350900,293.15,310
1351800,293.15,310
1352700,293.15,310
1353600,293.15,310
1354500,293.15,310
1355400,293.15,310
1356300,293.15,310
