Time,chiWatPla.QTot.y,boiWatPla.QTot.y
82500,0.0,30289.047
82800,0.0,30259.463
83100,0.0,30229.902
83400,0.0,30200.367
83700,0.0,30221.55
84000,0.0,32278.25
84300,0.0,34868.63
84600,0.0,34870.605
84900,0.0,30128.393
85200,0.0,30008.592
85500,0.0,29979.678
85800,0.0,29950.76
86100,0.0,29921.844
86400,0.0,29892.932
86700,0.0,29864.025
87000,0.0,29835.129
87300,0.0,29806.244
87600,0.0,29777.373
87900,0.0,29748.518
88200,0.0,29719.684
88500,0.0,29690.87
88800,0.0,29662.076
89100,0.0,29633.307
89400,0.0,29604.559
89700,0.0,29802.621
90000,0.0,32415.729
90300,0.0,34306.934
90600,0.0,33085.293
90900,0.0,29447.459
91200,0.0,29419.24
91500,0.0,29391.063
91800,0.0,29362.889
92100,0.0,29334.717
92400,0.0,29306.55
92700,0.0,29278.393
93000,0.0,29250.244
93300,0.0,29222.107
93600,0.0,29193.984
93900,0.0,29165.879
94200,0.0,29137.79
94500,0.0,29109.719
94800,0.0,29081.668
95100,0.0,29053.639
95400,0.0,30753.523
95700,0.0,33535.98
96000,0.0,33440.95
96300,0.0,28988.033
96600,0.0,28900.373
96900,0.0,28872.898
97200,0.0,28845.426
97500,0.0,28817.953
97800,0.0,28790.484
98100,0.0,28763.023
98400,0.0,28735.568
98700,0.0,28708.121
99000,0.0,28680.686
99300,0.0,28653.264
99600,0.0,28625.854
99900,0.0,28598.46
100200,0.0,28571.084
100500,0.0,28543.723
100800,0.0,28676.906
101100,0.0,31190.277
101400,0.0,33069.43
101700,0.0,31597.588
102000,0.0,28394.633
102300,0.0,28367.77
102600,0.0,28340.914
102900,0.0,28314.059
103200,0.0,28287.203
103500,0.0,28260.348
103800,0.0,28233.496
104100,0.0,28206.648
104400,0.0,28179.809
104700,0.0,28152.977
105000,0.0,28126.154
105300,0.0,28099.344
105600,0.0,28072.547
105900,0.0,28045.762
106200,0.0,28018.99
106500,0.0,28003.29
106800,0.0,29836.984
107100,0.0,32357.975
107400,0.0,32225.07
107700,0.0,27885.164
108000,0.0,27845.768
108300,2899860.8,377227.8
108600,3075878.8,476017.9
108900,3229349.5,555220.1
109200,3224582.0,621843.75
109500,3213685.3,671026.44
109800,3190768.5,700279.6
110100,3166070.8,720139.94
110400,3141828.3,742903.94
110700,3117379.3,775806.7
111000,3101928.3,821673.6
111300,3142570.8,853707.8
111600,3139847.5,859265.2
111900,3125062.8,850662.75
112200,3107130.3,904695.75
112500,3088620.5,986153.06
112800,3070422.0,1037309.06
113100,3052728.0,1053288.0
113400,3035496.5,1055381.6
113700,3018694.3,1063750.0
114000,3002354.3,1080041.8
114300,2986534.8,1103301.8
114600,2971288.5,1132169.4
114900,2956655.0,1165117.8
115200,2942660.0,1200677.8
115500,2929997.8,1226456.4
115800,2919808.5,1233637.6
116100,2910740.8,1225542.9
116400,2902487.0,1206623.5
116700,2894610.3,1181501.4
117000,2886907.0,1154230.0
117300,2879333.3,1126212.5
117600,2871860.0,1082444.5
117900,2864464.8,1024910.4
118200,2857098.0,804739.75
118500,2849454.3,797545.94
118800,2841714.8,867808.5
119100,2783059.5,1011086.06
119400,2744706.3,1112303.0
119700,2725668.0,1147644.5
120000,2722330.3,1187587.6
120300,2404055.8,1227231.0
120600,1633208.3,1259128.4
120900,1285171.0,1278420.8
121200,1124172.8,1283839.1
121500,1042082.06,1276951.4
121800,992499.9,1261094.8
122100,954939.3,1240097.4
122400,921337.75,1217442.8
122700,889519.75,1195750.3
123000,860213.1,1176659.8
123300,834083.56,1160947.8
123600,811202.5,1145318.9
123900,796343.5,1129228.8
124200,773653.25,1119198.0
124500,747214.44,1118538.4
124800,720320.75,1088934.3
125100,694832.2,1013381.44
125400,670775.6,975701.1
125700,648175.0,1016381.0
126000,627575.3,1080997.9
126300,609285.25,1119153.0
126600,585600.3,1128559.0
126900,567748.7,1124283.5
127200,560066.0,1116947.0
127500,552184.75,1108742.1
127800,544417.06,1094911.8
128100,536938.7,1069828.8
128400,529654.4,1036673.5
128700,522662.3,1010138.0
129000,519995.88,1003542.75
129300,519780.9,1014693.56
129600,519397.47,1030813.9
129900,518638.2,1053789.4
130200,516986.44,1076865.3
130500,515340.47,1088772.5
130800,513923.72,1098029.6
131100,512808.94,1106530.4
131400,511989.1,1114144.0
131700,511502.44,1120243.5
132000,511228.56,1124432.8
132300,510797.22,1126596.3
132600,510626.56,1126859.0
132900,510368.4,1125528.6
133200,510053.0,1123028.8
133500,509981.38,1117054.0
133800,510551.3,1106683.3
134100,511241.28,1093779.8
134400,511091.6,1080134.5
134700,510430.72,1067291.4
135000,509365.6,1056143.0
135300,507232.1,1044043.6
135600,505876.75,1032984.6
135900,504641.78,1022920.7
136200,503503.3,983511.75
136500,502481.63,944193.8
136800,501795.56,953411.1
137100,2845343.0,985429.2
137400,2929040.0,1022552.9
137700,2883728.3,1072726.4
138000,2784481.3,1103188.6
138300,2665116.0,1117197.3
138600,2539957.3,1128758.5
138900,2565142.5,1137006.3
139200,2566784.3,1141461.8
139500,2565470.0,1142214.6
139800,2563177.0,1139799.5
140100,2560613.3,1135057.6
140400,2558023.5,1128996.9
140700,2555467.5,1122591.8
141000,2552989.8,1116603.6
141300,2550618.5,1111503.5
141600,2548360.5,1107516.6
141900,2546214.5,1098472.9
142200,2544138.5,1078982.0
142500,868341.44,1059752.4
142800,585853.06,1066263.3
143100,548145.94,1080040.4
143400,527974.3,1094501.6
143700,518899.38,1104989.3
144000,514864.44,1110443.8
144300,512420.4,1112042.5
144600,510480.78,1111601.8
144900,508734.56,1110743.3
145200,507082.53,1110768.1
145500,505493.4,1112813.8
145800,503960.2,1118111.0
146100,502483.53,1127221.6
146400,501071.4,1139618.4
146700,499732.8,1154103.9
147000,498474.72,1169219.3
147300,497301.97,1183650.1
147600,496217.3,1196447.3
147900,495174.75,1212821.8
148200,493928.88,1229341.8
148500,493287.25,1245922.5
148800,492546.34,1262344.6
149100,492100.4,1277253.6
149400,1925821.9,1289853.9
149700,2666521.5,1288017.3
150000,2574281.0,1285606.8
150300,2532391.8,1284954.3
150600,2511363.8,1285270.0
150900,2503669.5,1286113.6
151200,2487394.5,1287368.1
151500,2464185.5,1293609.8
151800,2454941.5,1307859.8
152100,2431825.0,1328328.5
152400,2408641.0,1353007.9
152700,2394030.3,1379784.0
153000,2385617.3,1406593.1
153300,674616.56,1431686.5
153600,535262.5,1459809.5
153900,524301.25,1484591.3
154200,514690.3,1504579.8
154500,508987.4,1519226.3
154800,506503.78,1528574.1
155100,504973.94,1533281.9
155400,503633.03,1534369.6
155700,502346.56,1532940.0
156000,501106.03,1530024.3
156300,499922.1,1526472.6
156600,498804.9,1522915.8
156900,497761.72,1519754.8
157200,496796.94,1517184.6
157500,495912.6,1515236.9
157800,495108.9,1513831.5
158100,494384.88,1512831.4
158400,493738.2,1512087.6
158700,493115.75,1515650.6
159000,492266.78,1526212.0
159300,491876.7,1542206.5
159600,491668.75,1562001.0
159900,491229.25,1583891.4
160200,491379.28,1606293.1
160500,491260.1,1627883.8
160800,491339.88,1647682.9
161100,491368.75,1665073.1
161400,491445.16,1679773.9
161700,491388.8,1691771.1
162000,491476.78,1701225.6
162300,491807.66,1708378.8
162600,491941.28,1713467.4
162900,492011.38,1716710.9
163200,491969.06,1718303.9
163500,492351.78,1718420.0
163800,492516.47,1717219.9
164100,492526.5,1714864.3
164400,492806.13,1711525.1
164700,492807.34,1707394.4
165000,492746.84,1702688.6
165300,493169.16,1697647.0
165600,493225.28,1692524.8
165900,0.0,413100.9
166200,0.0,28316.05
166500,0.0,28744.15
166800,0.0,29132.166
167100,0.0,29472.203
167400,0.0,29770.328
167700,0.0,30030.957
168000,0.0,30258.668
168300,0.0,30457.363
168600,0.0,30630.316
168900,0.0,30780.54
169200,0.0,30910.684
169500,0.0,31023.04
169800,0.0,31119.605
170100,0.0,31202.225
170400,0.0,31272.521
170700,0.0,31331.854
171000,0.0,31381.484
171300,0.0,31422.549
171600,0.0,31455.95
171900,0.0,31482.574
172200,0.0,31503.223
172500,0.0,31518.467
172800,0.0,31528.947
173100,0.0,31535.246
173400,0.0,31537.756
173700,0.0,31536.91
174000,0.0,31533.113
174300,0.0,31526.629
174600,0.0,31517.686
174900,0.0,31506.6
175200,0.0,31493.629
175500,0.0,31478.98
175800,0.0,31462.748
176100,0.0,31445.115
176400,0.0,31426.248
176700,0.0,31406.262
177000,0.0,31385.273
177300,0.0,31363.387
177600,0.0,31340.695
177900,0.0,31317.27
178200,0.0,31293.182
178500,0.0,31268.494
178800,0.0,31243.266
179100,0.0,31217.547
179400,0.0,31191.383
179700,0.0,31164.814
180000,0.0,31137.877
180300,0.0,31110.62
180600,0.0,31083.053
180900,0.0,31055.205
181200,0.0,31027.104
181500,0.0,30998.768
181800,0.0,30970.22
182100,0.0,30941.484
182400,0.0,30912.57
182700,0.0,30883.498
183000,0.0,30854.28
183300,0.0,30824.926
183600,0.0,30795.453
183900,0.0,30765.865
184200,0.0,30736.178
184500,0.0,30706.398
184800,0.0,30676.533
185100,0.0,30646.594
185400,0.0,30616.586
185700,0.0,30586.516
186000,0.0,30556.389
186300,0.0,30526.21
186600,0.0,30495.988
186900,0.0,30465.725
187200,0.0,30435.424
187500,0.0,30405.092
187800,0.0,30374.732
188100,0.0,30344.35
188400,0.0,30313.943
188700,0.0,30283.521
189000,0.0,30253.084
189300,0.0,30222.633
189600,0.0,30192.174
189900,0.0,30161.707
190200,0.0,30131.234
190500,0.0,30100.762
190800,0.0,30070.285
191100,0.0,30039.813
191400,0.0,30009.342
191700,0.0,29978.875
192000,0.0,29948.416
192300,0.0,29917.963
192600,0.0,29887.52
192900,0.0,29857.086
193200,0.0,29826.664
193500,0.0,29796.254
193800,0.0,29765.86
194100,0.0,29735.479
194400,0.0,29705.113
194700,2453644.5,397195.75
195000,2974795.8,590102.06
195300,3073558.3,933118.2
195600,5775025.0,1810234.5
195900,5727319.0,2721755.8
196200,5433268.0,3276000.0
196500,5159690.5,3276000.0
196800,5189232.0,3276000.0
197100,5189063.5,3276000.0
197400,5185833.5,3276000.0
197700,5265186.5,3578343.3
198000,5248175.5,3737892.0
198300,5191934.5,4349214.5
198600,5150190.0,4740540.5
198900,5128117.0,5011495.0
199200,5113989.5,5114575.5
199500,5097002.0,5069017.0
199800,5032179.0,4122276.0
200100,4884356.5,3534334.0
200400,4529685.0,3054378.3
200700,4203861.0,2698933.5
201000,3913654.0,2454599.8
201300,3662908.0,2299220.8
201600,3451754.3,2211021.5
201900,3315198.0,2152773.5
202200,3225451.8,2099148.0
202500,3144294.8,2046992.0
202800,3070203.3,2049458.5
203100,3008579.3,1982223.9
203400,2953017.8,1910900.4
203700,2896587.0,1842200.9
204000,2839940.3,1780704.1
204300,2784690.3,1728628.9
204600,2593708.8,1686437.5
204900,2546867.8,1653388.0
205200,2564332.5,1627931.4
205500,2566653.8,1608078.6
205800,2564685.0,1591675.4
206100,2561165.0,1576750.9
206400,2557239.0,1561757.5
206700,2553361.3,1545703.1
207000,2549670.3,1528157.5
207300,2546164.5,1509208.3
207600,2542784.0,1489360.0
207900,2539476.0,1469282.0
208200,2536814.8,1449631.1
208500,2531893.5,1430932.6
208800,2523987.5,1413535.1
209100,2516286.5,1397582.8
209400,2508980.3,1383025.3
209700,2501898.0,1369699.9
210000,2495088.0,1357379.6
210300,2488580.0,1345821.5
210600,2482384.8,1334801.3
210900,2476488.3,1324170.5
211200,2470831.5,1313912.6
211500,2465373.8,1304048.0
211800,2460092.3,1294608.1
212100,2454974.5,1285621.0
212400,2450016.8,1277106.4
212700,2441764.5,1269063.4
213000,2431959.3,1261476.8
213300,2423997.8,1254319.6
213600,2417056.3,1247543.0
213900,2410816.3,1241094.4
214200,2405136.0,1234920.0
214500,2399937.0,1228975.4
214800,2395153.0,1223233.0
215100,2390741.0,1217672.8
215400,2386666.8,1212280.0
215700,2382899.3,1207043.1
216000,2379413.3,1201949.8
216300,2367099.5,1200016.0
216600,2348350.3,1202896.3
216900,2333814.0,1209181.1
217200,2322902.3,1217520.6
217500,2315119.8,1226676.4
217800,2309928.8,1235621.4
218100,2306754.5,1243591.5
218400,2305027.0,1250116.0
218700,2304235.8,1254989.6
219000,2303947.3,1258225.8
219300,2303817.0,1259978.6
219600,2303588.0,1260492.9
219900,2312043.5,1256860.8
220200,2327110.8,1247691.4
220500,2337998.3,1234914.3
220800,2345157.0,1220291.4
221100,2349047.3,1205315.0
221400,2350248.0,1191104.0
221700,2349360.5,1178436.4
222000,2346887.8,1167819.1
222300,2343398.5,1159440.0
222600,2339421.5,1153220.5
222900,2335401.8,1148867.4
223200,2331685.5,1145925.5
223500,2328539.8,1143830.3
223800,2326234.3,1141932.0
224100,2324819.3,1139641.1
224400,2324190.3,1136517.8
224700,2324169.5,1132111.5
225000,2324514.0,1125089.1
225300,2324900.3,1116833.5
225600,2325106.5,1106353.1
225900,2324843.0,1094033.4
226200,2323972.3,1084673.4
226500,2322746.0,1080469.9
226800,2321530.5,1080537.9
227100,2320524.3,1082383.0
227400,2319704.3,1084020.0
227700,2319057.8,1084389.3
228000,2318514.3,1084621.1
228300,2318095.5,1085822.0
228600,2317888.0,1087776.8
228900,2317936.5,1090232.4
229200,2318270.8,1092909.6
229500,2318857.8,1095549.8
229800,2319628.0,1097937.8
230100,2320497.8,1099916.4
230400,2321322.3,1101462.8
230700,2321844.3,1102741.1
231000,2321896.5,1104010.3
231300,2321435.5,1105503.4
231600,2320502.0,1107358.9
231900,2319164.5,1109773.0
232200,2317304.5,1113251.6
232500,2314575.0,1118272.4
232800,2312309.3,1124422.8
233100,2310681.3,1131154.4
233400,2309732.5,1137863.9
233700,2309423.3,1143983.5
234000,2309660.3,1149051.6
234300,2303342.0,1155990.4
234600,2291083.5,1166107.1
234900,2281755.0,1178434.5
235200,2275088.8,1191918.9
235500,2270791.3,1205563.9
235800,2268483.5,1218586.3
236100,2267744.3,1230459.3
236400,2268154.5,1240917.5
236700,2269321.3,1249952.0
237000,2270924.8,1257714.6
237300,2272720.5,1264457.8
237600,2274535.0,1270455.6
237900,2267300.3,1280448.5
238200,2251823.3,1297595.3
238500,2239951.0,1320380.6
238800,2231682.3,1347074.5
239100,2226879.3,1375757.3
239400,2225177.5,1404577.5
239700,2226082.8,1431915.9
240000,2228991.3,1456537.3
240300,2233312.5,1477544.3
240600,2238465.5,1494465.4
240900,2243932.5,1507246.0
241200,2249303.8,1516120.1
241500,2254302.3,1521535.9
241800,2258768.0,1524024.9
242100,2262586.5,1524174.5
242400,2265711.0,1522565.8
242700,2268160.3,1519724.4
243000,2269990.3,1516093.8
243300,2271277.0,1512022.4
243600,2272103.0,1507774.1
243900,2272535.3,1503540.6
244200,2272644.8,1499459.1
244500,2272478.0,1495628.9
244800,2272070.0,1492130.6
245100,2263822.3,1493098.3
245400,2248784.3,1501228.3
245700,2236852.0,1514884.4
246000,2228024.8,1532367.9
246300,2222196.0,1551942.5
246600,2219041.3,1572021.5
246900,2218087.0,1591347.6
247200,2218807.8,1609056.8
247500,2220688.3,1624636.6
247800,2223256.0,1637896.1
248100,2226100.3,1648913.6
248400,2228920.8,1657934.4
248700,2231500.5,1665259.4
249000,2233656.0,1671253.0
249300,2235320.5,1676256.0
249600,2236510.5,1680527.8
249900,2237280.0,1684244.9
250200,2237697.3,1687504.4
250500,2237826.8,1690340.3
250800,2237715.5,1692739.4
251100,2237394.8,1694671.0
251400,2236878.5,1696126.6
251700,2236168.8,1697125.9
252000,2235267.5,1697729.4
252300,0.0,419652.38
252600,0.0,28274.375
252900,0.0,28666.383
253200,0.0,29049.986
253500,0.0,29386.316
253800,0.0,29680.664
254100,0.0,29938.18
254400,0.0,30163.188
254700,0.0,30359.6
255000,0.0,30530.385
255300,0.0,30678.678
255600,0.0,30807.215
255900,0.0,30918.074
256200,0.0,31013.086
256500,0.0,31094.297
256800,0.0,31163.31
257100,0.0,31221.537
257400,0.0,31270.168
257700,0.0,31310.309
258000,0.0,31342.889
258300,0.0,31368.744
258600,0.0,31388.678
258900,0.0,31403.283
259200,0.0,31413.209
259500,0.0,31418.957
259800,0.0,31420.97
260100,0.0,31419.658
260400,0.0,31415.393
260700,0.0,31408.533
261000,0.0,31399.275
261300,0.0,31387.879
261600,0.0,31374.578
261900,0.0,31359.646
262200,0.0,31343.195
262500,0.0,31325.34
262800,0.0,31306.262
263100,0.0,31286.088
263400,0.0,31264.932
263700,0.0,31242.889
264000,0.0,31220.05
264300,0.0,31196.494
264600,0.0,31172.287
264900,0.0,31147.494
265200,0.0,31122.17
265500,0.0,31096.361
265800,0.0,31070.12
266100,0.0,31043.479
266400,0.0,31016.482
266700,0.0,30989.162
267000,0.0,30961.541
267300,0.0,30933.652
267600,0.0,30905.516
267900,0.0,30877.156
268200,0.0,30848.592
268500,0.0,30819.842
268800,0.0,30790.92
269100,0.0,30761.846
269400,0.0,30732.63
269700,0.0,30703.287
270000,0.0,30673.828
270300,0.0,30644.26
270600,0.0,30614.596
270900,0.0,30584.846
271200,0.0,30555.014
271500,0.0,30525.11
271800,0.0,30495.143
272100,0.0,30465.12
272400,0.0,30435.04
272700,0.0,30404.912
273000,0.0,30374.742
273300,0.0,30344.535
273600,0.0,30314.293
273900,0.0,30284.025
274200,0.0,30253.732
274500,0.0,30223.416
274800,0.0,30193.08
275100,0.0,30162.73
275400,0.0,30132.367
275700,0.0,30101.994
276000,0.0,30071.613
276300,0.0,30041.227
276600,0.0,30010.836
276900,0.0,29980.447
277200,0.0,29950.057
277500,0.0,30044.645
277800,0.0,30684.742
278100,0.0,31689.168
278400,0.0,32912.926
278700,0.0,34329.16
279000,0.0,35517.71
279300,0.0,36820.6
279600,0.0,37892.71
279900,0.0,38312.61
280200,0.0,38554.92
280500,0.0,38342.176
280800,0.0,33273.02
281100,2567612.5,430268.25
281400,2779053.0,707943.8
281700,2765495.5,1412063.9
282000,5222398.5,2570559.8
282300,5129595.0,3276000.0
282600,5128403.0,3276000.0
282900,5169304.5,3276000.0
283200,5190643.0,3276000.0
283500,5173526.5,3276000.0
283800,5134552.5,5510619.5
284100,5089163.0,5820543.5
284400,5077079.0,5649406.0
284700,5076424.0,5384880.5
285000,5076662.0,4799538.0
285300,5015174.5,4137835.3
285600,4849495.5,3560487.5
285900,4509910.0,3118709.8
286200,4203991.5,2802346.5
286500,3934625.0,2583410.3
286800,3702079.3,2435491.8
287100,3504430.8,2338272.8
287400,3338348.8,2277537.5
287700,3200028.5,2243598.0
288000,3085263.3,2229642.5
288300,3024305.5,2210595.5
288600,2993954.5,2174016.0
288900,2961950.3,2121208.0
289200,2927976.5,2060044.0
289500,2891668.0,1996608.5
289800,2853918.3,1934896.1
290100,2815937.8,1877316.9
290400,2778785.0,1825028.1
290700,2743250.8,1778226.9
291000,2709816.0,1736436.6
291300,2621187.0,1698774.4
291600,2522511.8,1664219.4
291900,2553872.3,1631833.4
292200,2559711.5,1600978.4
292500,2560540.5,1571379.0
292800,2559187.3,1543090.9
293100,2556817.3,1516409.1
293400,2553950.0,1491723.1
293700,2550825.5,1469395.3
294000,2547567.0,1449673.0
294300,2544252.5,1432642.3
294600,2540944.8,1418204.6
294900,2538080.8,1406088.1
295200,2535019.0,1395907.0
295500,2529712.3,1387176.9
295800,2522922.0,1379343.8
296100,2516841.5,1371858.3
296400,2511374.0,1364253.0
296700,2506348.8,1356182.8
297000,2501745.5,1347440.6
297300,2497521.5,1337983.0
297600,2493593.3,1327970.3
297900,2489903.0,1317636.1
298200,2486420.0,1307235.8
298500,2483134.3,1297016.3
298800,2480051.5,1287198.9
299100,2477149.3,1277976.8
299400,2474294.8,1269508.5
299700,2471446.3,1261876.3
300000,2468608.5,1255084.8
300300,2465804.5,1249070.8
300600,2463062.0,1243721.1
300900,2460407.5,1238893.8
301200,2457856.3,1234442.0
301500,2455421.0,1230217.1
301800,2453110.0,1226078.1
302100,2450927.3,1221899.4
302400,2448874.0,1217573.0
302700,2438726.5,1216082.5
303000,2418386.3,1218993.9
303300,2403398.5,1224818.9
303600,2392557.3,1232152.8
303900,2385125.8,1239764.0
304200,2380440.3,1246684.9
304500,2377864.8,1252272.3
304800,2376729.0,1256261.9
305100,2376505.0,1258660.1
305400,2376783.5,1259659.8
305700,2377253.5,1259570.8
306000,2377698.3,1258729.1
306300,2386942.0,1254283.6
306600,2402479.3,1244791.0
306900,2413826.3,1232015.4
307200,2421587.3,1217510.6
307500,2426257.8,1202572.4
307800,2428381.0,1188186.4
308100,2428507.0,1175021.3
308400,2427165.0,1163448.8
308700,2424807.0,1153601.3
309000,2421789.3,1145427.8
309300,2418371.0,1138782.3
309600,2414743.8,1133406.0
309900,2410956.8,1129083.6
310200,2406902.8,1125629.4
310500,2402676.0,1122879.3
310800,2398364.3,1120691.6
311100,2394028.5,1118959.1
311400,2389715.5,1117610.0
311700,2385446.0,1116635.3
312000,2381146.3,1116133.4
312300,2376841.0,1116221.3
312600,2372615.8,1116982.4
312900,2368571.0,1118457.4
313200,2364797.3,1120643.3
313500,2361473.8,1123490.1
313800,2358908.0,1126897.6
314100,2357033.8,1130739.9
314400,2355732.5,1134882.1
314700,2354875.5,1139197.8
