Time,heat,cold
357300,0,0
358200,0,0
359100,0,0
360000,0,0
360000,0,0
360900,0,0
361800,0,0
362700,0,0
363600,0,0
363600,0,0
364500,0,0
365400,0,0
366300,0,0
367200,0,0
367200,0,0
368100,0,0
369000,0,0
369900,0,0
370800,0,0
370800,0,0
371700,0,0
372600,0,0
373500,0,0
374400,0,0
374400,0,0
375300,0,0
376200,0,0
377100,0,0
378000,0,0
378000,0,0
378900,0,0
379591.78,0,0
379591.78,0,0
379603.97,0,0
379603.97,0,0
379800,0,0
380700,0,0
381600,0,0
381600,0,0
382500,0,0
383400,0,0
384300,0,0
385200,0,0
385200,0,0
386100,0,0
387000,0,0
387900,0,0
388800,0,0
388800,0,0
389700,0,0
390600,0,0
391500,0,0
392400,0,0
392400,0,0
393300,0,0
394200,0,0
395100,0,0
396000,0,0
396000,0,0
396900,0,0
397800,0,0
398700,0,0
399600,0,0
399600,0,0
400500,0,0
401182.75,0,0
401182.75,0,0
401212.3,0,0
401212.3,0,0
401400,0,0
402300,0,0
403200,0,0
403200,0,0
404100,0,0
405000,0,0
405900,0,0
406800,0,0
406800,0,0
407700,0,0
408600,0,0
409500,0,0
410400,0,0
410400,0,0
411300,0,0
412200,0,0
413100,0,0
414000,0,0
414000,0,0
414900,0,0
415800,0,0
416700,0,0
417600,0,0
417600,0,0
418500,0,0
419400,0,0
420300,0,0
421200,0,0
421200,0,0
422100,0,0
423000,0,0
423900,0,0
424800,0,0
424800,0,0
425700,0,0
426600,0,0
427500,0,0
428400,0,0
428400,0,0
429300,0,0
430200,0,0
431100,0,0
432000,0,0
432000,0,0
432900,0,0
433800,0,0
434700,0,0
435600,0,0
435600,0,0
436500,0,0
437400,0,0
438300,0,0
439200,0,0
439200,0,0.042907555
440100,26290.875,0.065952905
441000,28296.924,0.06833756
441900,29028.543,0.06930087
442800,29301.076,0.06969267
442800,29301.076,0.06969267
443700,29401.06,0.06986133
444600,29472.861,0.06993059
445500,29533.824,0.06997174
446400,29564.646,0.0700122
446400,29564.646,0.0700122
447300,29550.033,0.0700546
448200,29518.834,0.07008917
449100,29473.904,0.07012117
450000,29415.303,0.070152484
450000,29415.303,0.070152484
450900,29331.613,0.07018779
451800,29231.748,0.07021976
452700,29133.725,0.070245005
453600,29057.682,0.07026199
453600,29057.682,0.07026199
454500,29007.574,0.07027789
455400,28963.305,0.0702989
456300,28921.508,0.07032216
457200,28880.688,0.07034636
457200,28880.688,0.07034636
458100,28852.906,0.07036677
459000,28822.676,0.07039166
459900,28789.209,0.070417464
460800,28753.6,0.07044313
460800,28753.6,0.07044313
461700,28702.71,0.07047462
462600,28622.26,0.07050994
463500,28527.639,0.07054098
464400,28437.04,0.07056512
464400,28437.04,0.07056512
465300,28354.441,0.070586786
466200,28291.924,0.07060468
466749.44,28257.43,0.070617475
466749.44,28257.43,0.070617475
466762.88,28256.574,0.07061782
466762.88,28256.574,0.07061782
467100,28234.607,0.07062682
468000,28164.309,0.07065583
468000,28164.309,0.07065583
468900,28079.787,0.07068604
469800,27965.318,0.07072196
470700,27818.475,0.07075962
471600,27639.22,0.07079768
471600,27639.22,0.07079768
472500,27465.318,0.07082345
473400,27258.193,0.070858926
474300,27031.281,0.07089121
475200,26804.736,0.07091636
475200,26804.736,0.07091636
476100,26608.621,0.07093189
477000,26410,0.07095426
477900,26231.578,0.07097019
478800,26103.23,0.070975155
478800,26103.23,0.070975155
479700,26063.812,0.07096604
480600,26092.232,0.070962116
481500,26162.922,0.070967324
482400,26248.438,0.07098346
482400,0,0
483300,0,0
484200,0,0
485100,0,0
486000,0,0
486000,0,0
486652.97,0,0
486652.97,0,0
486668.84,0,0
486668.84,0,0
486900,0,0
487800,0,0
488700,0,0
489600,0,0
489600,0,0
490500,0,0
491400,0,0
492300,0,0
493200,0,0
493200,0,0
494100,0,0
495000,0,0
495900,0,0
496800,0,0
496800,0,0
497700,0,0
498600,0,0
499500,0,0
500400,0,0
500400,0,0
501300,0,0
502200,0,0
503100,0,0
504000,0,0
504000,0,0
504900,0,0
505800,0,0
506700,0,0
507600,0,0
507600,0,0
508500,0,0
509400,0,0
510300,0,0
511200,0,0
511200,0,0
512100,0,0
513000,0,0
513900,0,0
514800,0,0
514800,0,0
515700,0,0
516600,0,0
517500,0,0
518400,0,0
518400,0,0
519300,0,0
520200,0,0
521100,0,0
522000,0,0
522000,0,0.041564576
522900,24712.615,0.06747215
523800,26550.662,0.06967253
524700,27213.676,0.07055333
525600,27443.127,0.07091278
525600,27443.127,0.07091278
526500,27481.72,0.07107698
527400,27502.486,0.071136326
528300,27611.566,0.07113764
529200,27891.871,0.07109796
529200,27891.871,0.07109796
530100,28324.275,0.07106526
531000,28794.902,0.0710634
531900,29283.076,0.071074806
532800,29780.133,0.071092054
532800,29780.133,0.071092054
533700,30275.713,0.07111403
534600,30775.568,0.071135074
535500,31279.146,0.07115618
536400,31785.344,0.07117761
536400,31785.344,0.07117761
537300,31994.611,0.071332835
538200,31568.164,0.07158788
539100,30792.65,0.07176717
540000,30058.57,0.07179566
540000,30058.57,0.07179566
540900,29558.707,0.07175658
541800,29083.268,0.0717558
542700,28651.686,0.07175623
543600,28308.373,0.07174266
543600,28308.373,0.07174266
544500,28060.79,0.071729355
545400,27853.787,0.07173136
546300,27672.705,0.07174152
547200,27507.477,0.071756914
547200,27507.477,0.071756914
548100,27347.256,0.07177596
549000,27210.574,0.07179123
549900,27079.326,0.071812
550800,26929.45,0.07184179
550800,26929.45,0.07184179
551700,26718.275,0.071890235
552600,26403.365,0.07195001
553500,26049.477,0.071990475
554132.8,25822.25,0.07200041
554132.8,25822.25,0.07200041
554158.75,25813.906,0.072000444
554158.75,25813.906,0.072000444
554400,25740.535,0.07199946
554400,25740.535,0.07199946
555300,25547.771,0.0719856
556200,25372.148,0.071995705
557100,25204.145,0.07201307
558000,25044.545,0.072032034
558000,25044.545,0.072032034
558900,24923.6,0.0720415
559800,24811.234,0.07205967
560700,24695.133,0.07208316
561600,24564.203,0.0721115
561600,24564.203,0.0721115
562500,24403.242,0.07214717
563400,24185.74,0.07218951
564300,23948.639,0.072220996
565200,23739.09,0.07223513
565200,0,0
566100,0,0
567000,0,0
567900,0,0
568800,0,0
568800,0,0
569700,0,0
570600,0,0
571500,0,0
572400,0,0
572400,0,0
572733.4,0,0
572733.4,0,0
572762.3,0,0
572762.3,0,0
573300,0,0
574200,0,0
575100,0,0
576000,0,0
576000,0,0
576900,0,0
577800,0,0
578700,0,0
579600,0,0
579600,0,0
580500,0,0
581400,0,0
582300,0,0
583200,0,0
583200,0,0
584100,0,0
585000,0,0
585900,0,0
586800,0,0
586800,0,0
587700,0,0
588600,0,0
589500,0,0
590400,0,0
590400,0,0
591300,0,0
592200,0,0
593100,0,0
594000,0,0
594000,0,0
594900,0,0
595800,0,0
596700,0,0
597600,0,0
597600,0,0
598500,0,0
599400,0,0
600300,0,0
601200,0,0
601200,0,0
602100,0,0
603000,0,0
603900,0,0
604800,0,0
604800,0,0.045664757
605700,18694.4,0.06967774
606600,19938.889,0.071278796
607500,20337.756,0.07189542
608400,20442.084,0.0721378
608400,20442.084,0.0721378
609300,20431.41,0.07224292
610200,20438.918,0.07227859
611100,20477.605,0.07229613
612000,20532.143,0.07231402
612000,20532.143,0.07231402
612900,20581.795,0.07233689
613800,20650.629,0.07235262
614700,20765.66,0.07235852
615600,20955.469,0.07235333
615600,20955.469,0.07235333
616500,21276.188,0.07232532
617400,21756.102,0.07229099
618300,22305.713,0.07228311
619200,22815.424,0.07231497
619200,22815.424,0.07231497
620100,23240.41,0.07236087
621000,23643.336,0.07239497
621900,24026.107,0.07242627
622800,24384.5,0.07245834
622800,24384.5,0.07245834
623700,24734.152,0.072484665
624600,25064.564,0.07251457
625500,25362.002,0.07254948
626400,25612.098,0.07259026
626400,25612.098,0.07259026
627300,25814.166,0.07263092
628200,25987.037,0.07266666
629100,26134.438,0.07270018
630000,26258.123,0.07273267
630000,26258.123,0.07273267
630900,26352.922,0.07276584
631800,26446.28,0.072790824
632700,26540.969,0.072813444
633600,26636.383,0.07283564
633600,26636.383,0.07283564
634500,26744.465,0.07285379
635400,26849.57,0.072876275
636300,26950.123,0.07290004
637200,27041.8,0.07292577
637200,27041.8,0.07292577
638100,26992.59,0.07301236
639000,26571.648,0.07316234
639427.25,26285.967,0.07322245
639427.25,26285.967,0.07322245
639439.8,26277.08,0.073223986
639439.8,26277.08,0.073223986
639900,25942.441,0.07327086
640800,25329.271,0.07329685
640800,25329.271,0.07329685
641700,24851.512,0.073284775
642600,24376.83,0.07329538
643500,23959.098,0.07329269
644400,23674.482,0.07326329
644400,23674.482,0.07326329
645300,23557.346,0.0732251
646200,23517.035,0.07321067
647100,23521.44,0.07321113
648000,23544.504,0.07322321
648000,0,0
648900,0,0
649800,0,0
650700,0,0
651600,0,0
651600,0,0
652500,0,0
653400,0,0
654300,0,0
655200,0,0
655200,0,0
656100,0,0
657000,0,0
657900,0,0
658800,0,0
658800,0,0
659700,0,0
660248.8,0,0
660248.8,0,0
660270.2,0,0
660270.2,0,0
660600,0,0
661500,0,0
662400,0,0
662400,0,0
663300,0,0
664200,0,0
665100,0,0
666000,0,0
666000,0,0
666900,0,0
667800,0,0
668700,0,0
669600,0,0
669600,0,0
670500,0,0
671400,0,0
672300,0,0
673200,0,0
673200,0,0
674100,0,0
675000,0,0
675900,0,0
676800,0,0
676800,0,0
677700,0,0
678600,0,0
679500,0,0
680400,0,0
680400,0,0
681300,0,0
682200,0,0
683100,0,0
684000,0,0
684000,0,0
684900,0,0
685800,0,0
686700,0,0
687600,0,0
687600,0,0.04684224
688500,24999.686,0.069599286
689400,26878.668,0.071846224
690300,27573.906,0.07273795
691200,27890.227,0.07307887
691200,27890.227,0.07307887
692100,28106.297,0.07320951
693000,28330.465,0.07325496
693900,28569.756,0.073279135
694800,28798.844,0.07330627
694800,28798.844,0.07330627
695700,28991.814,0.073340334
696600,29169.96,0.07336913
697500,29344.924,0.07339301
698400,29528.037,0.07341194
698400,29528.037,0.07341194
699300,29791.852,0.07339868
700200,30198.842,0.07336941
701100,30634.658,0.073374845
702000,30956.643,0.07343596
702000,30956.643,0.07343596
702900,30978.43,0.07357456
703800,30677.373,0.073722586
704700,30256.156,0.07380406
705600,29961.066,0.07378724
705600,29961.066,0.07378724
706500,29901.004,0.07373273
707400,29893.846,0.07372023
708300,29902.055,0.073729
709200,29902.473,0.07375054
709200,29902.473,0.07375054
710100,29866.395,0.07378543
711000,29793.613,0.073820174
711900,29729.951,0.0738394
712800,29729.83,0.07383693
712800,29729.83,0.07383693
713700,29828.492,0.07381948
714600,30027.457,0.073800184
715500,30279.127,0.073796526
716400,30526.9,0.07381529
716400,30526.9,0.07381529
717300,30763.748,0.07383679
718200,30997.863,0.073860034
719100,31204.047,0.07389204
720000,31352.398,0.073936254
720000,31352.398,0.073936254
720900,31409.662,0.073998325
721800,31295.898,0.074083194
722700,31094.85,0.074144155
723600,30912.576,0.074164085
723600,30912.576,0.074164085
724500,30816.41,0.07416066
725086.25,30750.314,0.07417138
725086.25,30750.314,0.07417138
725095.25,30749.252,0.07417159
725095.25,30749.252,0.07417159
725400,30712.629,0.07417883
726300,30599.248,0.07420172
727200,30482.4,0.074223936
727200,30482.4,0.074223936
728100,30379.678,0.07424034
729000,30277.393,0.07426026
729900,30174.178,0.074281156
730800,30069.701,0.07430241
730800,0,0
731700,0,0
732600,0,0
733500,0,0
734400,0,0
734400,0,0
735300,0,0
736200,0,0
737100,0,0
738000,0,0
738000,0,0
738900,0,0
739800,0,0
740700,0,0
741600,0,0
741600,0,0
742500,0,0
743400,0,0
744300,0,0
745200,0,0
745200,0,0
746100,0,0
746882.5,0,0
746882.5,0,0
746896.3,0,0
746896.3,0,0
747000,0,0
747900,0,0
748800,0,0
748800,0,0
749700,0,0
750600,0,0
751500,0,0
752400,0,0
752400,0,0
753300,0,0
754200,0,0
755100,0,0
756000,0,0
756000,0,0
756900,0,0
757800,0,0
758700,0,0
759600,0,0
759600,0,0
760500,0,0
761400,0,0
762300,0,0
763200,0,0
763200,0,0
764100,0,0
765000,0,0
765900,0,0
766800,0,0
766800,0,0
767700,0,0
768600,0,0
769500,0,0
770400,0,0
770400,0,0.040594067
771300,27279.086,0.070293665
772200,29421.32,0.07268191
773100,30306.04,0.07364484
774000,30707.512,0.0740453
774000,30707.512,0.0740453
774900,30852.512,0.074244834
775800,30871.951,0.07434799
776700,30850.043,0.07440074
777600,30849.139,0.074420236
777600,30849.139,0.074420236
778500,30960.379,0.07439775
779400,31221.201,0.07436343
780300,31511.227,0.074367024
781200,31682.432,0.07442939
781200,31682.432,0.07442939
782100,31688.645,0.07450652
783000,31665.172,0.07454998
783900,31631.236,0.07457966
784800,31593.22,0.07460381
784800,31593.22,0.07460381
785700,31552.963,0.07462603
786600,31510.994,0.0746475
787500,31468.629,0.07466831
788400,31426.986,0.07468855
788400,31426.986,0.07468855
789300,31458.117,0.07467808
790200,31615.445,0.074651405
791100,31846.312,0.07463872
792000,32080.084,0.07465302
792000,32080.084,0.07465302
792900,32278.854,0.074681364
793800,32472.395,0.07470507
794700,32663.97,0.074726686
795600,32854.83,0.074747406
795600,32854.83,0.074747406
796500,33047.21,0.074765846
797400,33251.938,0.07478336
798300,33415.97,0.07481917
799200,33475.887,0.07488132
799200,33475.887,0.07488132
800100,33442.727,0.074938
801000,33383.426,0.07497588
801900,33311.26,0.07500453
802800,33233.277,0.07502862
802800,33233.277,0.07502862
803700,33190.613,0.07503766
804600,33138.363,0.075058945
805500,33074.96,0.07508276
806400,33003.89,0.07510614
806400,33003.89,0.07510614
807300,32967.28,0.07511363
808200,32951.29,0.07512474
809100,32939.18,0.075141944
810000,32910.996,0.075167604
810000,32910.996,0.075167604
810900,32833.65,0.07520861
811800,32669.213,0.07526123
812700,32464.66,0.075299874
813600,32281.691,0.075314306
813600,0,0
814500,0,0
814587.1,0,0
814587.1,0,0
814612.44,0,0
814612.44,0,0
815400,0,0
816300,0,0
817200,0,0
817200,0,0
818100,0,0
819000,0,0
819900,0,0
820800,0,0
820800,0,0
821700,0,0
822600,0,0
823500,0,0
824400,0,0
824400,0,0
825300,0,0
826200,0,0
827100,0,0
828000,0,0
828000,0,0
828900,0,0
829800,0,0
830700,0,0
831600,0,0
831600,0,0
831878.94,0,0
831878.94,0,0
831898.1,0,0
831898.1,0,0
832500,0,0
833400,0,0
834300,0,0
835200,0,0
835200,0,0
836100,0,0
837000,0,0
837900,0,0
838800,0,0
838800,0,0
839700,0,0
840600,0,0
841500,0,0
842400,0,0
842400,0,0
843300,0,0
844200,0,0
845100,0,0
846000,0,0
846000,0,0
846900,0,0
847800,0,0
848700,0,0
849600,0,0
849600,0,0
850500,0,0
851400,0,0
852300,0,0
853200,0,0
853200,-770.60455,0.039104775
854100,64519.016,0.071022585
855000,36257.043,0.07353529
855900,32456.389,0.07448454
856800,38056.508,0.07491467
856800,38056.508,0.07491467
857700,42633.35,0.07515389
858600,40952.58,0.075258255
859500,38762.297,0.07529562
860400,39473.547,0.07532035
860400,39473.547,0.07532035
861300,40542.348,0.07537071
862200,40365.523,0.07542738
863100,39874.113,0.075462304
864000,39921.035,0.07546883
864000,0,0
864900,0,0
865800,0,0
866700,0,0
867600,0,0
867600,0,0
868500,0,0
869400,0,0
870300,0,0
871200,0,0
871200,0,0
872100,0,0
873000,0,0
873900,0,0
874800,0,0
874800,0,0
875700,0,0
876600,0,0
877500,0,0
878400,0,0
878400,0,0
879300,0,0
880200,0,0
881100,0,0
882000,0,0
882000,0,0
882900,0,0
883800,0,0
884700,0,0
885600,0,0
885600,0,0
886500,0,0
887400,0,0
888300,0,0
889200,0,0
889200,0,0
890100,0,0
891000,0,0
891900,0,0
892800,0,0
892800,0,0
893700,0,0
894600,0,0
895500,0,0
896400,0,0
896400,0,0
897300,0,0
898200,0,0
899100,0,0
900000,0,0
900000,0,0
900286.8,0,0
900286.8,0,0
900313.75,0,0
900313.75,0,0
900900,0,0
901800,0,0
902700,0,0
903600,0,0
903600,0,0
904500,0,0
905400,0,0
906300,0,0
907200,0,0
907200,0,0
908100,0,0
909000,0,0
909900,0,0
910800,0,0
910800,0,0
911700,0,0
912600,0,0
913500,0,0
914400,0,0
914400,0,0
915300,0,0
916200,0,0
917100,0,0
918000,0,0
918000,0,0
918900,0,0
919800,0,0
920700,0,0
921285.6,0,0
921285.6,0,0
921324,0,0
921324,0,0
921600,0,0
921600,0,0
922500,0,0
923400,0,0
924300,0,0
925200,0,0
925200,0,0
926100,0,0
927000,0,0
927900,0,0
928800,0,0
928800,0,0
929700,0,0
930600,0,0
931500,0,0
932400,0,0
932400,0,0
933300,0,0
934200,0,0
935100,0,0
936000,0,0
936000,0,0
936900,0,0
937800,0,0
938700,0,0
939600,0,0
939600,0,0
940500,0,0
941400,0,0
942300,0,0
943200,0,0
943200,0,0
944100,0,0
945000,0,0
945900,0,0
946800,0,0
946800,0,0
947700,0,0
948600,0,0
949500,0,0
950400,0,0
950400,0,0
951300,0,0
952200,0,0
953100,0,0
954000,0,0
954000,0,0
954900,0,0
955800,0,0
956700,0,0
957600,0,0
957600,0,0
958500,0,0
959400,0,0
960300,0,0
961200,0,0
961200,0,0
962100,0,0
963000,0,0
963900,0,0
964800,0,0
964800,0,0
965700,0,0
966600,0,0
967500,0,0
968400,0,0
968400,0,0
969300,0,0
970200,0,0
971100,0,0
972000,0,0
972000,0,0
972900,0,0
973800,0,0
974700,0,0
975600,0,0
975600,0,0
976500,0,0
977400,0,0
978300,0,0
979200,0,0
979200,0,0
980100,0,0
981000,0,0
981900,0,0
982800,0,0
982800,0,0
983700,0,0
984600,0,0
985500,0,0
985677.1,0,0
985677.1,0,0
985704.7,0,0
985704.7,0,0
986400,0,0
986400,0,0
987300,0,0
988200,0,0
989100,0,0
990000,0,0
990000,0,0
990900,0,0
991800,0,0
992700,0,0
993600,0,0
993600,0,0
994121.7,0,0
994121.7,0,0
994172.5,0,0
994172.5,0,0
994500,0,0
995400,0,0
996300,0,0
997200,0,0
997200,0,0
998100,0,0
999000,0,0
999900,0,0
1000800,0,0
1000800,0,0
1001700,0,0
1002600,0,0
1003500,0,0
1004400,0,0
1004400,0,0
1005300,0,0
1006200,0,0
1007100,0,0
1008000,0,0
1008000,0,0
1008900,0,0
1009800,0,0
1010700,0,0
