time,InternalGains[0],InternalGains[1],InternalGains[2],InternalGains[3],InternalGains[4]
55800,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
56700,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
57600,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
58500,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
59400,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
60300,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
61200,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
62100,17477.91971,2332.625319,3684.550182,3684.550182,2332.625319
63000,15262.40876,2036.94042,3217.494526,3217.494526,2036.94042
63900,13046.89781,1741.25552,2750.438869,2750.438869,1741.25552
64800,10831.38686,1445.57062,2283.383212,2283.383212,1445.57062
65700,8615.875912,1149.885721,1816.327555,1816.327555,1149.885721
66600,6400.364964,854.2008212,1349.271898,1349.271898,854.2008212
67500,4184.854015,558.5159215,882.2162409,882.2162409,558.5159215
68400,1969.343066,262.8310219,415.1605839,415.1605839,262.8310219
69300,1920.109489,256.2602464,404.7815693,404.7815693,256.2602464
70200,1870.875912,249.6894708,394.4025547,394.4025547,249.6894708
71100,1821.642336,243.1186953,384.0235401,384.0235401,243.1186953
72000,1772.408759,236.5479197,373.6445255,373.6445255,236.5479197
72900,1723.175182,229.9771442,363.2655109,363.2655109,229.9771442
73800,1673.941606,223.4063686,352.8864964,352.8864964,223.4063686
74700,1624.708029,216.8355931,342.5074818,342.5074818,216.8355931
75600,1575.474453,210.2648175,332.1284672,332.1284672,210.2648175
76500,1526.240876,203.694042,321.7494526,321.7494526,203.694042
77400,1477.007299,197.1232664,311.370438,311.370438,197.1232664
78300,1427.773723,190.5524909,300.9914234,300.9914234,190.5524909
79200,1378.540146,183.9817153,290.6124088,290.6124088,183.9817153
80100,1329.306569,177.4109398,280.2333942,280.2333942,177.4109398
81000,1280.072993,170.8401642,269.8543796,269.8543796,170.8401642
81900,1230.839416,164.2693887,259.475365,259.475365,164.2693887
82800,1181.605839,157.6986131,249.0963504,249.0963504,157.6986131
83700,1132.372263,151.1278376,238.7173358,238.7173358,151.1278376
84600,1083.138686,144.557062,228.3383212,228.3383212,144.557062
85500,1033.905109,137.9862865,217.9593066,217.9593066,137.9862865
86400,984.6715328,131.4155109,207.580292,207.580292,131.4155109
87300,984.6715328,131.4155109,207.580292,207.580292,131.4155109
88200,984.6715328,131.4155109,207.580292,207.580292,131.4155109
89100,984.6715328,131.4155109,207.580292,207.580292,131.4155109
90000,984.6715328,131.4155109,207.580292,207.580292,131.4155109
90900,984.6715328,131.4155109,207.580292,207.580292,131.4155109
91800,984.6715328,131.4155109,207.580292,207.580292,131.4155109
92700,984.6715328,131.4155109,207.580292,207.580292,131.4155109
93600,984.6715328,131.4155109,207.580292,207.580292,131.4155109
94500,984.6715328,131.4155109,207.580292,207.580292,131.4155109
95400,984.6715328,131.4155109,207.580292,207.580292,131.4155109
96300,984.6715328,131.4155109,207.580292,207.580292,131.4155109
97200,984.6715328,131.4155109,207.580292,207.580292,131.4155109
98100,984.6715328,131.4155109,207.580292,207.580292,131.4155109
99000,984.6715328,131.4155109,207.580292,207.580292,131.4155109
99900,984.6715328,131.4155109,207.580292,207.580292,131.4155109
100800,984.6715328,131.4155109,207.580292,207.580292,131.4155109
101700,984.6715328,131.4155109,207.580292,207.580292,131.4155109
102600,984.6715328,131.4155109,207.580292,207.580292,131.4155109
103500,984.6715328,131.4155109,207.580292,207.580292,131.4155109
104400,984.6715328,131.4155109,207.580292,207.580292,131.4155109
105300,984.6715328,131.4155109,207.580292,207.580292,131.4155109
106200,984.6715328,131.4155109,207.580292,207.580292,131.4155109
107100,984.6715328,131.4155109,207.580292,207.580292,131.4155109
108000,984.6715328,131.4155109,207.580292,207.580292,131.4155109
108900,984.6715328,131.4155109,207.580292,207.580292,131.4155109
109800,984.6715328,131.4155109,207.580292,207.580292,131.4155109
110700,984.6715328,131.4155109,207.580292,207.580292,131.4155109
111600,984.6715328,131.4155109,207.580292,207.580292,131.4155109
112500,984.6715328,131.4155109,207.580292,207.580292,131.4155109
113400,984.6715328,131.4155109,207.580292,207.580292,131.4155109
114300,984.6715328,131.4155109,207.580292,207.580292,131.4155109
115200,984.6715328,131.4155109,207.580292,207.580292,131.4155109
116100,5169.525547,689.9314325,1089.796533,1089.796533,689.9314325
117000,9354.379562,1248.447354,1972.012774,1972.012774,1248.447354
117900,13539.23358,1806.963276,2854.229015,2854.229015,1806.963276
118800,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
119700,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
120600,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
121500,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
122400,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
123300,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
124200,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
125100,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
126000,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
126900,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
127800,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
128700,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
129600,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
130500,15754.74453,2102.648175,3321.284672,3321.284672,2102.648175
131400,15754.74453,2102.648175,3321.284672,3321.284672,2102.648175
132300,15754.74453,2102.648175,3321.284672,3321.284672,2102.648175
133200,15754.74453,2102.648175,3321.284672,3321.284672,2102.648175
134100,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
135000,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
135900,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
136800,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
137700,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
138600,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
139500,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
140400,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
141300,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
142200,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
143100,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
144000,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
144900,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
145800,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
146700,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
147600,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
148500,17477.91971,2332.625319,3684.550182,3684.550182,2332.625319
149400,15262.40876,2036.94042,3217.494526,3217.494526,2036.94042
150300,13046.89781,1741.25552,2750.438869,2750.438869,1741.25552
151200,10831.38686,1445.57062,2283.383212,2283.383212,1445.57062
152100,8615.875912,1149.885721,1816.327555,1816.327555,1149.885721
153000,6400.364964,854.2008212,1349.271898,1349.271898,854.2008212
153900,4184.854015,558.5159215,882.2162409,882.2162409,558.5159215
154800,1969.343066,262.8310219,415.1605839,415.1605839,262.8310219
155700,1920.109489,256.2602464,404.7815693,404.7815693,256.2602464
156600,1870.875912,249.6894708,394.4025547,394.4025547,249.6894708
157500,1821.642336,243.1186953,384.0235401,384.0235401,243.1186953
158400,1772.408759,236.5479197,373.6445255,373.6445255,236.5479197
159300,1723.175182,229.9771442,363.2655109,363.2655109,229.9771442
160200,1673.941606,223.4063686,352.8864964,352.8864964,223.4063686
161100,1624.708029,216.8355931,342.5074818,342.5074818,216.8355931
162000,1575.474453,210.2648175,332.1284672,332.1284672,210.2648175
162900,1526.240876,203.694042,321.7494526,321.7494526,203.694042
163800,1477.007299,197.1232664,311.370438,311.370438,197.1232664
164700,1427.773723,190.5524909,300.9914234,300.9914234,190.5524909
165600,1378.540146,183.9817153,290.6124088,290.6124088,183.9817153
166500,1329.306569,177.4109398,280.2333942,280.2333942,177.4109398
167400,1280.072993,170.8401642,269.8543796,269.8543796,170.8401642
168300,1230.839416,164.2693887,259.475365,259.475365,164.2693887
169200,1181.605839,157.6986131,249.0963504,249.0963504,157.6986131
170100,1132.372263,151.1278376,238.7173358,238.7173358,151.1278376
171000,1083.138686,144.557062,228.3383212,228.3383212,144.557062
171900,1033.905109,137.9862865,217.9593066,217.9593066,137.9862865
172800,984.6715328,131.4155109,207.580292,207.580292,131.4155109
173700,984.6715328,131.4155109,207.580292,207.580292,131.4155109
174600,984.6715328,131.4155109,207.580292,207.580292,131.4155109
175500,984.6715328,131.4155109,207.580292,207.580292,131.4155109
176400,984.6715328,131.4155109,207.580292,207.580292,131.4155109
177300,984.6715328,131.4155109,207.580292,207.580292,131.4155109
178200,984.6715328,131.4155109,207.580292,207.580292,131.4155109
179100,984.6715328,131.4155109,207.580292,207.580292,131.4155109
180000,984.6715328,131.4155109,207.580292,207.580292,131.4155109
180900,984.6715328,131.4155109,207.580292,207.580292,131.4155109
181800,984.6715328,131.4155109,207.580292,207.580292,131.4155109
182700,984.6715328,131.4155109,207.580292,207.580292,131.4155109
183600,984.6715328,131.4155109,207.580292,207.580292,131.4155109
184500,984.6715328,131.4155109,207.580292,207.580292,131.4155109
185400,984.6715328,131.4155109,207.580292,207.580292,131.4155109
186300,984.6715328,131.4155109,207.580292,207.580292,131.4155109
187200,984.6715328,131.4155109,207.580292,207.580292,131.4155109
188100,984.6715328,131.4155109,207.580292,207.580292,131.4155109
189000,984.6715328,131.4155109,207.580292,207.580292,131.4155109
189900,984.6715328,131.4155109,207.580292,207.580292,131.4155109
190800,984.6715328,131.4155109,207.580292,207.580292,131.4155109
191700,984.6715328,131.4155109,207.580292,207.580292,131.4155109
192600,984.6715328,131.4155109,207.580292,207.580292,131.4155109
193500,984.6715328,131.4155109,207.580292,207.580292,131.4155109
194400,984.6715328,131.4155109,207.580292,207.580292,131.4155109
195300,984.6715328,131.4155109,207.580292,207.580292,131.4155109
196200,984.6715328,131.4155109,207.580292,207.580292,131.4155109
197100,984.6715328,131.4155109,207.580292,207.580292,131.4155109
198000,984.6715328,131.4155109,207.580292,207.580292,131.4155109
198900,984.6715328,131.4155109,207.580292,207.580292,131.4155109
199800,984.6715328,131.4155109,207.580292,207.580292,131.4155109
200700,984.6715328,131.4155109,207.580292,207.580292,131.4155109
201600,984.6715328,131.4155109,207.580292,207.580292,131.4155109
202500,5169.525547,689.9314325,1089.796533,1089.796533,689.9314325
203400,9354.379562,1248.447354,1972.012774,1972.012774,1248.447354
204300,13539.23358,1806.963276,2854.229015,2854.229015,1806.963276
205200,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
206100,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
207000,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
207900,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
208800,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
209700,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
210600,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
211500,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
212400,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
213300,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
214200,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
215100,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
216000,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
216900,15754.74453,2102.648175,3321.284672,3321.284672,2102.648175
217800,15754.74453,2102.648175,3321.284672,3321.284672,2102.648175
218700,15754.74453,2102.648175,3321.284672,3321.284672,2102.648175
219600,15754.74453,2102.648175,3321.284672,3321.284672,2102.648175
220500,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
221400,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
222300,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
223200,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
224100,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
225000,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
225900,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
226800,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
227700,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
228600,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
229500,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
230400,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
231300,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
232200,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
233100,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
234000,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
234900,17477.91971,2332.625319,3684.550182,3684.550182,2332.625319
235800,15262.40876,2036.94042,3217.494526,3217.494526,2036.94042
236700,13046.89781,1741.25552,2750.438869,2750.438869,1741.25552
237600,10831.38686,1445.57062,2283.383212,2283.383212,1445.57062
238500,8615.875912,1149.885721,1816.327555,1816.327555,1149.885721
239400,6400.364964,854.2008212,1349.271898,1349.271898,854.2008212
240300,4184.854015,558.5159215,882.2162409,882.2162409,558.5159215
241200,1969.343066,262.8310219,415.1605839,415.1605839,262.8310219
242100,1920.109489,256.2602464,404.7815693,404.7815693,256.2602464
243000,1870.875912,249.6894708,394.4025547,394.4025547,249.6894708
243900,1821.642336,243.1186953,384.0235401,384.0235401,243.1186953
244800,1772.408759,236.5479197,373.6445255,373.6445255,236.5479197
245700,1723.175182,229.9771442,363.2655109,363.2655109,229.9771442
246600,1673.941606,223.4063686,352.8864964,352.8864964,223.4063686
247500,1624.708029,216.8355931,342.5074818,342.5074818,216.8355931
248400,1575.474453,210.2648175,332.1284672,332.1284672,210.2648175
249300,1526.240876,203.694042,321.7494526,321.7494526,203.694042
250200,1477.007299,197.1232664,311.370438,311.370438,197.1232664
251100,1427.773723,190.5524909,300.9914234,300.9914234,190.5524909
252000,1378.540146,183.9817153,290.6124088,290.6124088,183.9817153
252900,1329.306569,177.4109398,280.2333942,280.2333942,177.4109398
253800,1280.072993,170.8401642,269.8543796,269.8543796,170.8401642
254700,1230.839416,164.2693887,259.475365,259.475365,164.2693887
255600,1181.605839,157.6986131,249.0963504,249.0963504,157.6986131
256500,1132.372263,151.1278376,238.7173358,238.7173358,151.1278376
257400,1083.138686,144.557062,228.3383212,228.3383212,144.557062
258300,1033.905109,137.9862865,217.9593066,217.9593066,137.9862865
259200,984.6715328,131.4155109,207.580292,207.580292,131.4155109
260100,984.6715328,131.4155109,207.580292,207.580292,131.4155109
261000,984.6715328,131.4155109,207.580292,207.580292,131.4155109
261900,984.6715328,131.4155109,207.580292,207.580292,131.4155109
262800,984.6715328,131.4155109,207.580292,207.580292,131.4155109
263700,984.6715328,131.4155109,207.580292,207.580292,131.4155109
264600,984.6715328,131.4155109,207.580292,207.580292,131.4155109
265500,984.6715328,131.4155109,207.580292,207.580292,131.4155109
266400,984.6715328,131.4155109,207.580292,207.580292,131.4155109
267300,984.6715328,131.4155109,207.580292,207.580292,131.4155109
268200,984.6715328,131.4155109,207.580292,207.580292,131.4155109
269100,984.6715328,131.4155109,207.580292,207.580292,131.4155109
270000,984.6715328,131.4155109,207.580292,207.580292,131.4155109
270900,984.6715328,131.4155109,207.580292,207.580292,131.4155109
271800,984.6715328,131.4155109,207.580292,207.580292,131.4155109
272700,984.6715328,131.4155109,207.580292,207.580292,131.4155109
273600,984.6715328,131.4155109,207.580292,207.580292,131.4155109
274500,984.6715328,131.4155109,207.580292,207.580292,131.4155109
275400,984.6715328,131.4155109,207.580292,207.580292,131.4155109
276300,984.6715328,131.4155109,207.580292,207.580292,131.4155109
277200,984.6715328,131.4155109,207.580292,207.580292,131.4155109
278100,984.6715328,131.4155109,207.580292,207.580292,131.4155109
279000,984.6715328,131.4155109,207.580292,207.580292,131.4155109
279900,984.6715328,131.4155109,207.580292,207.580292,131.4155109
280800,984.6715328,131.4155109,207.580292,207.580292,131.4155109
281700,984.6715328,131.4155109,207.580292,207.580292,131.4155109
282600,984.6715328,131.4155109,207.580292,207.580292,131.4155109
283500,984.6715328,131.4155109,207.580292,207.580292,131.4155109
284400,984.6715328,131.4155109,207.580292,207.580292,131.4155109
285300,984.6715328,131.4155109,207.580292,207.580292,131.4155109
286200,984.6715328,131.4155109,207.580292,207.580292,131.4155109
287100,984.6715328,131.4155109,207.580292,207.580292,131.4155109
288000,984.6715328,131.4155109,207.580292,207.580292,131.4155109
288900,5169.525547,689.9314325,1089.796533,1089.796533,689.9314325
289800,9354.379562,1248.447354,1972.012774,1972.012774,1248.447354
290700,13539.23358,1806.963276,2854.229015,2854.229015,1806.963276
291600,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
292500,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
293400,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
294300,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
295200,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
296100,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
297000,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
297900,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
298800,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
299700,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
300600,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
301500,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
302400,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
303300,15754.74453,2102.648175,3321.284672,3321.284672,2102.648175
304200,15754.74453,2102.648175,3321.284672,3321.284672,2102.648175
305100,15754.74453,2102.648175,3321.284672,3321.284672,2102.648175
306000,15754.74453,2102.648175,3321.284672,3321.284672,2102.648175
306900,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
307800,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
308700,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
309600,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
310500,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
311400,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
312300,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
313200,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
314100,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
315000,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
315900,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
316800,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
317700,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
318600,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
319500,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
320400,19693.43066,2628.310219,4151.605839,4151.605839,2628.310219
321300,17477.91971,2332.625319,3684.550182,3684.550182,2332.625319
322200,15262.40876,2036.94042,3217.494526,3217.494526,2036.94042
323100,13046.89781,1741.25552,2750.438869,2750.438869,1741.25552
324000,10831.38686,1445.57062,2283.383212,2283.383212,1445.57062
324900,8615.875912,1149.885721,1816.327555,1816.327555,1149.885721
325800,6400.364964,854.2008212,1349.271898,1349.271898,854.2008212
326700,4184.854015,558.5159215,882.2162409,882.2162409,558.5159215
327600,1969.343066,262.8310219,415.1605839,415.1605839,262.8310219
328500,1920.109489,256.2602464,404.7815693,404.7815693,256.2602464
329400,1870.875912,249.6894708,394.4025547,394.4025547,249.6894708
330300,1821.642336,243.1186953,384.0235401,384.0235401,243.1186953
331200,1772.408759,236.5479197,373.6445255,373.6445255,236.5479197
332100,1723.175182,229.9771442,363.2655109,363.2655109,229.9771442
333000,1673.941606,223.4063686,352.8864964,352.8864964,223.4063686
333900,1624.708029,216.8355931,342.5074818,342.5074818,216.8355931
334800,1575.474453,210.2648175,332.1284672,332.1284672,210.2648175
335700,1526.240876,203.694042,321.7494526,321.7494526,203.694042
336600,1477.007299,197.1232664,311.370438,311.370438,197.1232664
337500,1427.773723,190.5524909,300.9914234,300.9914234,190.5524909
338400,1378.540146,183.9817153,290.6124088,290.6124088,183.9817153
339300,1329.306569,177.4109398,280.2333942,280.2333942,177.4109398
340200,1280.072993,170.8401642,269.8543796,269.8543796,170.8401642
341100,1230.839416,164.2693887,259.475365,259.475365,164.2693887
342000,1181.605839,157.6986131,249.0963504,249.0963504,157.6986131
342900,1132.372263,151.1278376,238.7173358,238.7173358,151.1278376
343800,1083.138686,144.557062,228.3383212,228.3383212,144.557062
344700,1033.905109,137.9862865,217.9593066,217.9593066,137.9862865
345600,984.6715328,131.4155109,207.580292,207.580292,131.4155109
346500,984.6715328,131.4155109,207.580292,207.580292,131.4155109
347400,984.6715328,131.4155109,207.580292,207.580292,131.4155109
348300,984.6715328,131.4155109,207.580292,207.580292,131.4155109
349200,984.6715328,131.4155109,207.580292,207.580292,131.4155109
350100,984.6715328,131.4155109,207.580292,207.580292,131.4155109
351000,984.6715328,131.4155109,207.580292,207.580292,131.4155109
351900,984.6715328,131.4155109,207.580292,207.580292,131.4155109
352800,984.6715328,131.4155109,207.580292,207.580292,131.4155109
353700,984.6715328,131.4155109,207.580292,207.580292,131.4155109
354600,984.6715328,131.4155109,207.580292,207.580292,131.4155109
355500,984.6715328,131.4155109,207.580292,207.580292,131.4155109
356400,984.6715328,131.4155109,207.580292,207.580292,131.4155109
357300,984.6715328,131.4155109,207.580292,207.580292,131.4155109
358200,984.6715328,131.4155109,207.580292,207.580292,131.4155109
359100,984.6715328,131.4155109,207.580292,207.580292,131.4155109
360000,984.6715328,131.4155109,207.580292,207.580292,131.4155109
360900,984.6715328,131.4155109,207.580292,207.580292,131.4155109
361800,984.6715328,131.4155109,207.580292,207.580292,131.4155109
362700,984.6715328,131.4155109,207.580292,207.580292,131.4155109
363600,984.6715328,131.4155109,207.580292,207.580292,131.4155109
364500,984.6715328,131.4155109,207.580292,207.580292,131.4155109
365400,984.6715328,131.4155109,207.580292,207.580292,131.4155109
366300,984.6715328,131.4155109,207.580292,207.580292,131.4155109
367200,984.6715328,131.4155109,207.580292,207.580292,131.4155109
368100,984.6715328,131.4155109,207.580292,207.580292,131.4155109
369000,984.6715328,131.4155109,207.580292,207.580292,131.4155109
369900,984.6715328,131.4155109,207.580292,207.580292,131.4155109
370800,984.6715328,131.4155109,207.580292,207.580292,131.4155109
371700,984.6715328,131.4155109,207.580292,207.580292,131.4155109
372600,984.6715328,131.4155109,207.580292,207.580292,131.4155109
373500,984.6715328,131.4155109,207.580292,207.580292,131.4155109
374400,984.6715328,131.4155109,207.580292,207.580292,131.4155109
375300,5169.525547,689.9314325,1089.796533,1089.796533,689.9314325
376200,9354.379562,1248.447354,1972.012774,1972.012774,1248.447354
377100,13539.23358,1806.963276,2854.229015,2854.229015,1806.963276
378000,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
378900,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
379800,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
380700,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
381600,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
382500,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
383400,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
384300,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
385200,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
386100,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
387000,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
387900,17724.08759,2365.479197,3736.445255,3736.445255,2365.479197
