time,EmissionsElectricPower,EmissionsGasPower
180900,0.31848,0.22
181800,0.31848,0.22
182700,0.31848,0.22
183600,0.31839,0.22
184500,0.31839,0.22
185400,0.31839,0.22
186300,0.31839,0.22
187200,0.33267,0.22
188100,0.33267,0.22
189000,0.33267,0.22
189900,0.33267,0.22
190800,0.34284,0.22
191700,0.34284,0.22
192600,0.34284,0.22
193500,0.34284,0.22
194400,0.34212,0.22
195300,0.34212,0.22
196200,0.34212,0.22
197100,0.34212,0.22
198000,0.34941,0.22
198900,0.34941,0.22
199800,0.34941,0.22
200700,0.34941,0.22
201600,0.34806,0.22
202500,0.34806,0.22
203400,0.34806,0.22
204300,0.34806,0.22
205200,0.34114,0.22
206100,0.34114,0.22
207000,0.34114,0.22
207900,0.34114,0.22
208800,0.33879,0.22
209700,0.33879,0.22
210600,0.33879,0.22
211500,0.33879,0.22
212400,0.33524,0.22
213300,0.33524,0.22
214200,0.33524,0.22
215100,0.33524,0.22
216000,0.33027,0.22
216900,0.33027,0.22
217800,0.33027,0.22
218700,0.33027,0.22
219600,0.32815,0.22
220500,0.32815,0.22
221400,0.32815,0.22
222300,0.32815,0.22
223200,0.32583,0.22
224100,0.32583,0.22
225000,0.32583,0.22
225900,0.32583,0.22
226800,0.32479,0.22
227700,0.32479,0.22
228600,0.32479,0.22
229500,0.32479,0.22
230400,0.32597,0.22
231300,0.32597,0.22
232200,0.32597,0.22
233100,0.32597,0.22
234000,0.33048,0.22
234900,0.33048,0.22
235800,0.33048,0.22
236700,0.33048,0.22
237600,0.33761,0.22
238500,0.33761,0.22
239400,0.33761,0.22
240300,0.33761,0.22
241200,0.34246,0.22
242100,0.34246,0.22
243000,0.34246,0.22
243900,0.34246,0.22
244800,0.33703,0.22
245700,0.33703,0.22
246600,0.33703,0.22
247500,0.33703,0.22
248400,0.33225,0.22
249300,0.33225,0.22
250200,0.33225,0.22
251100,0.33225,0.22
252000,0.34011,0.22
252900,0.34011,0.22
253800,0.34011,0.22
254700,0.34011,0.22
255600,0.34338,0.22
256500,0.34338,0.22
257400,0.34338,0.22
258300,0.34338,0.22
259200,0.34598,0.22
260100,0.34598,0.22
261000,0.34598,0.22
261900,0.34598,0.22
262800,0.34869,0.22
263700,0.34869,0.22
264600,0.34869,0.22
265500,0.34869,0.22
266400,0.34064,0.22
267300,0.34064,0.22
268200,0.34064,0.22
269100,0.34064,0.22
270000,0.33309,0.22
270900,0.33309,0.22
271800,0.33309,0.22
272700,0.33309,0.22
273600,0.32852,0.22
274500,0.32852,0.22
275400,0.32852,0.22
276300,0.32852,0.22
277200,0.33754,0.22
278100,0.33754,0.22
279000,0.33754,0.22
279900,0.33754,0.22
280800,0.33962,0.22
281700,0.33962,0.22
282600,0.33962,0.22
283500,0.33962,0.22
284400,0.33498,0.22
285300,0.33498,0.22
286200,0.33498,0.22
287100,0.33498,0.22
288000,0.3286,0.22
288900,0.3286,0.22
289800,0.3286,0.22
290700,0.3286,0.22
291600,0.32099,0.22
292500,0.32099,0.22
293400,0.32099,0.22
294300,0.32099,0.22
295200,0.32207,0.22
296100,0.32207,0.22
297000,0.32207,0.22
297900,0.32207,0.22
298800,0.32184,0.22
299700,0.32184,0.22
300600,0.32184,0.22
301500,0.32184,0.22
302400,0.31357,0.22
303300,0.31357,0.22
304200,0.31357,0.22
305100,0.31357,0.22
306000,0.32164,0.22
306900,0.32164,0.22
307800,0.32164,0.22
308700,0.32164,0.22
309600,0.32628,0.22
310500,0.32628,0.22
311400,0.32628,0.22
312300,0.32628,0.22
313200,0.32202,0.22
314100,0.32202,0.22
315000,0.32202,0.22
315900,0.32202,0.22
316800,0.31911,0.22
317700,0.31911,0.22
318600,0.31911,0.22
319500,0.31911,0.22
320400,0.3201,0.22
321300,0.3201,0.22
322200,0.3201,0.22
323100,0.3201,0.22
324000,0.32094,0.22
324900,0.32094,0.22
325800,0.32094,0.22
326700,0.32094,0.22
327600,0.31714,0.22
328500,0.31714,0.22
329400,0.31714,0.22
330300,0.31714,0.22
331200,0.31439,0.22
332100,0.31439,0.22
333000,0.31439,0.22
333900,0.31439,0.22
334800,0.30721,0.22
335700,0.30721,0.22
336600,0.30721,0.22
337500,0.30721,0.22
338400,0.30183,0.22
339300,0.30183,0.22
340200,0.30183,0.22
341100,0.30183,0.22
342000,0.28974,0.22
342900,0.28974,0.22
343800,0.28974,0.22
344700,0.28974,0.22
345600,0.28461,0.22
346500,0.28461,0.22
347400,0.28461,0.22
348300,0.28461,0.22
349200,0.28652,0.22
350100,0.28652,0.22
351000,0.28652,0.22
351900,0.28652,0.22
352800,0.28488,0.22
353700,0.28488,0.22
354600,0.28488,0.22
355500,0.28488,0.22
356400,0.2785,0.22
357300,0.2785,0.22
358200,0.2785,0.22
359100,0.2785,0.22
360000,0.27809,0.22
360900,0.27809,0.22
361800,0.27809,0.22
362700,0.27809,0.22
363600,0.27538,0.22
364500,0.27538,0.22
365400,0.27538,0.22
366300,0.27538,0.22
367200,0.27214,0.22
368100,0.27214,0.22
369000,0.27214,0.22
369900,0.27214,0.22
370800,0.27246,0.22
371700,0.27246,0.22
372600,0.27246,0.22
373500,0.27246,0.22
374400,0.27711,0.22
375300,0.27711,0.22
376200,0.27711,0.22
377100,0.27711,0.22
378000,0.27705,0.22
378900,0.27705,0.22
379800,0.27705,0.22
380700,0.27705,0.22
381600,0.28178,0.22
382500,0.28178,0.22
383400,0.28178,0.22
384300,0.28178,0.22
385200,0.28207,0.22
386100,0.28207,0.22
387000,0.28207,0.22
387900,0.28207,0.22
388800,0.27964,0.22
389700,0.27964,0.22
390600,0.27964,0.22
391500,0.27964,0.22
392400,0.28075,0.22
393300,0.28075,0.22
394200,0.28075,0.22
395100,0.28075,0.22
396000,0.28232,0.22
396900,0.28232,0.22
397800,0.28232,0.22
398700,0.28232,0.22
399600,0.28233,0.22
400500,0.28233,0.22
401400,0.28233,0.22
402300,0.28233,0.22
403200,0.27737,0.22
404100,0.27737,0.22
405000,0.27737,0.22
405900,0.27737,0.22
406800,0.2846,0.22
407700,0.2846,0.22
408600,0.2846,0.22
409500,0.2846,0.22
410400,0.28915,0.22
411300,0.28915,0.22
412200,0.28915,0.22
413100,0.28915,0.22
414000,0.29388,0.22
414900,0.29388,0.22
415800,0.29388,0.22
416700,0.29388,0.22
417600,0.29373,0.22
418500,0.29373,0.22
419400,0.29373,0.22
420300,0.29373,0.22
421200,0.28788,0.22
422100,0.28788,0.22
423000,0.28788,0.22
423900,0.28788,0.22
424800,0.28265,0.22
425700,0.28265,0.22
426600,0.28265,0.22
427500,0.28265,0.22
428400,0.27475,0.22
429300,0.27475,0.22
430200,0.27475,0.22
431100,0.27475,0.22
432000,0.27177,0.22
432900,0.27177,0.22
433800,0.27177,0.22
434700,0.27177,0.22
435600,0.27472,0.22
436500,0.27472,0.22
437400,0.27472,0.22
438300,0.27472,0.22
439200,0.27377,0.22
440100,0.27377,0.22
441000,0.27377,0.22
441900,0.27377,0.22
442800,0.26449,0.22
443700,0.26449,0.22
444600,0.26449,0.22
445500,0.26449,0.22
446400,0.26952,0.22
447300,0.26952,0.22
448200,0.26952,0.22
449100,0.26952,0.22
450000,0.27218,0.22
450900,0.27218,0.22
451800,0.27218,0.22
452700,0.27218,0.22
453600,0.28671,0.22
454500,0.28671,0.22
455400,0.28671,0.22
456300,0.28671,0.22
457200,0.30695,0.22
458100,0.30695,0.22
459000,0.30695,0.22
459900,0.30695,0.22
460800,0.30767,0.22
461700,0.30767,0.22
462600,0.30767,0.22
463500,0.30767,0.22
464400,0.30453,0.22
465300,0.30453,0.22
466200,0.30453,0.22
467100,0.30453,0.22
468000,0.31024,0.22
468900,0.31024,0.22
469800,0.31024,0.22
470700,0.31024,0.22
471600,0.31044,0.22
472500,0.31044,0.22
473400,0.31044,0.22
474300,0.31044,0.22
475200,0.30765,0.22
476100,0.30765,0.22
477000,0.30765,0.22
477900,0.30765,0.22
478800,0.306,0.22
479700,0.306,0.22
480600,0.306,0.22
481500,0.306,0.22
482400,0.30779,0.22
483300,0.30779,0.22
484200,0.30779,0.22
485100,0.30779,0.22
486000,0.3081,0.22
486900,0.3081,0.22
487800,0.3081,0.22
488700,0.3081,0.22
489600,0.31208,0.22
490500,0.31208,0.22
491400,0.31208,0.22
492300,0.31208,0.22
493200,0.31742,0.22
494100,0.31742,0.22
495000,0.31742,0.22
495900,0.31742,0.22
496800,0.32218,0.22
497700,0.32218,0.22
498600,0.32218,0.22
499500,0.32218,0.22
500400,0.32685,0.22
501300,0.32685,0.22
502200,0.32685,0.22
503100,0.32685,0.22
504000,0.32032,0.22
504900,0.32032,0.22
505800,0.32032,0.22
506700,0.32032,0.22
507600,0.32187,0.22
508500,0.32187,0.22
509400,0.32187,0.22
510300,0.32187,0.22
511200,0.32396,0.22
512100,0.32396,0.22
513000,0.32396,0.22
513900,0.32396,0.22
514800,0.31214,0.22
515700,0.31214,0.22
516600,0.31214,0.22
517500,0.31214,0.22
518400,0.31914,0.22
519300,0.31914,0.22
520200,0.31914,0.22
521100,0.31914,0.22
522000,0.32123,0.22
522900,0.32123,0.22
523800,0.32123,0.22
524700,0.32123,0.22
525600,0.3099,0.22
526500,0.3099,0.22
527400,0.3099,0.22
528300,0.3099,0.22
529200,0.3118,0.22
530100,0.3118,0.22
531000,0.3118,0.22
531900,0.3118,0.22
532800,0.31743,0.22
533700,0.31743,0.22
534600,0.31743,0.22
535500,0.31743,0.22
536400,0.32079,0.22
537300,0.32079,0.22
538200,0.32079,0.22
539100,0.32079,0.22
540000,0.31811,0.22
540900,0.31811,0.22
541800,0.31811,0.22
542700,0.31811,0.22
543600,0.31042,0.22
544500,0.31042,0.22
545400,0.31042,0.22
546300,0.31042,0.22
547200,0.30265,0.22
548100,0.30265,0.22
549000,0.30265,0.22
549900,0.30265,0.22
550800,0.30299,0.22
551700,0.30299,0.22
552600,0.30299,0.22
553500,0.30299,0.22
554400,0.30225,0.22
555300,0.30225,0.22
556200,0.30225,0.22
557100,0.30225,0.22
558000,0.29518,0.22
558900,0.29518,0.22
559800,0.29518,0.22
560700,0.29518,0.22
561600,0.28015,0.22
562500,0.28015,0.22
563400,0.28015,0.22
564300,0.28015,0.22
565200,0.27423,0.22
566100,0.27423,0.22
567000,0.27423,0.22
567900,0.27423,0.22
568800,0.27285,0.22
569700,0.27285,0.22
570600,0.27285,0.22
571500,0.27285,0.22
572400,0.27066,0.22
573300,0.27066,0.22
574200,0.27066,0.22
575100,0.27066,0.22
576000,0.26954,0.22
576900,0.26954,0.22
577800,0.26954,0.22
578700,0.26954,0.22
579600,0.26795,0.22
580500,0.26795,0.22
581400,0.26795,0.22
582300,0.26795,0.22
583200,0.25298,0.22
584100,0.25298,0.22
585000,0.25298,0.22
585900,0.25298,0.22
586800,0.23891,0.22
587700,0.23891,0.22
588600,0.23891,0.22
589500,0.23891,0.22
590400,0.22873,0.22
591300,0.22873,0.22
592200,0.22873,0.22
593100,0.22873,0.22
594000,0.21996,0.22
594900,0.21996,0.22
595800,0.21996,0.22
596700,0.21996,0.22
597600,0.20889,0.22
598500,0.20889,0.22
599400,0.20889,0.22
600300,0.20889,0.22
601200,0.20115,0.22
602100,0.20115,0.22
603000,0.20115,0.22
603900,0.20115,0.22
604800,0.20596,0.22
605700,0.20596,0.22
606600,0.20596,0.22
607500,0.20596,0.22
608400,0.20068,0.22
609300,0.20068,0.22
610200,0.20068,0.22
611100,0.20068,0.22
612000,0.20279,0.22
612900,0.20279,0.22
613800,0.20279,0.22
614700,0.20279,0.22
615600,0.20264,0.22
616500,0.20264,0.22
617400,0.20264,0.22
618300,0.20264,0.22
619200,0.21264,0.22
620100,0.21264,0.22
621000,0.21264,0.22
621900,0.21264,0.22
622800,0.22784,0.22
623700,0.22784,0.22
624600,0.22784,0.22
625500,0.22784,0.22
626400,0.23973,0.22
627300,0.23973,0.22
628200,0.23973,0.22
629100,0.23973,0.22
630000,0.24242,0.22
630900,0.24242,0.22
631800,0.24242,0.22
632700,0.24242,0.22
633600,0.2381,0.22
634500,0.2381,0.22
635400,0.2381,0.22
636300,0.2381,0.22
637200,0.23538,0.22
638100,0.23538,0.22
639000,0.23538,0.22
639900,0.23538,0.22
640800,0.23155,0.22
641700,0.23155,0.22
642600,0.23155,0.22
643500,0.23155,0.22
644400,0.22017,0.22
645300,0.22017,0.22
646200,0.22017,0.22
647100,0.22017,0.22
648000,0.22246,0.22
648900,0.22246,0.22
649800,0.22246,0.22
650700,0.22246,0.22
651600,0.22557,0.22
652500,0.22557,0.22
653400,0.22557,0.22
654300,0.22557,0.22
655200,0.22782,0.22
656100,0.22782,0.22
657000,0.22782,0.22
657900,0.22782,0.22
658800,0.2341,0.22
659700,0.2341,0.22
660600,0.2341,0.22
661500,0.2341,0.22
662400,0.23578,0.22
663300,0.23578,0.22
664200,0.23578,0.22
665100,0.23578,0.22
666000,0.2368,0.22
666900,0.2368,0.22
667800,0.2368,0.22
668700,0.2368,0.22
669600,0.23667,0.22
670500,0.23667,0.22
671400,0.23667,0.22
672300,0.23667,0.22
673200,0.23251,0.22
674100,0.23251,0.22
675000,0.23251,0.22
675900,0.23251,0.22
676800,0.23076,0.22
677700,0.23076,0.22
678600,0.23076,0.22
679500,0.23076,0.22
680400,0.23027,0.22
681300,0.23027,0.22
682200,0.23027,0.22
683100,0.23027,0.22
684000,0.2297,0.22
684900,0.2297,0.22
685800,0.2297,0.22
686700,0.2297,0.22
687600,0.22027,0.22
688500,0.22027,0.22
689400,0.22027,0.22
690300,0.22027,0.22
691200,0.2136,0.22
692100,0.2136,0.22
693000,0.2136,0.22
693900,0.2136,0.22
694800,0.21007,0.22
695700,0.21007,0.22
696600,0.21007,0.22
697500,0.21007,0.22
698400,0.21301,0.22
699300,0.21301,0.22
700200,0.21301,0.22
701100,0.21301,0.22
702000,0.20964,0.22
702900,0.20964,0.22
703800,0.20964,0.22
704700,0.20964,0.22
705600,0.22491,0.22
706500,0.22491,0.22
707400,0.22491,0.22
708300,0.22491,0.22
709200,0.24511,0.22
710100,0.24511,0.22
711000,0.24511,0.22
711900,0.24511,0.22
712800,0.26356,0.22
713700,0.26356,0.22
714600,0.26356,0.22
715500,0.26356,0.22
716400,0.26336,0.22
717300,0.26336,0.22
718200,0.26336,0.22
719100,0.26336,0.22
720000,0.26522,0.22
720900,0.26522,0.22
721800,0.26522,0.22
722700,0.26522,0.22
723600,0.26979,0.22
724500,0.26979,0.22
725400,0.26979,0.22
726300,0.26979,0.22
727200,0.26018,0.22
728100,0.26018,0.22
729000,0.26018,0.22
729900,0.26018,0.22
730800,0.25322,0.22
731700,0.25322,0.22
732600,0.25322,0.22
733500,0.25322,0.22
734400,0.25284,0.22
735300,0.25284,0.22
736200,0.25284,0.22
737100,0.25284,0.22
738000,0.25546,0.22
738900,0.25546,0.22
739800,0.25546,0.22
740700,0.25546,0.22
741600,0.25705,0.22
742500,0.25705,0.22
743400,0.25705,0.22
744300,0.25705,0.22
745200,0.25965,0.22
746100,0.25965,0.22
747000,0.25965,0.22
747900,0.25965,0.22
748800,0.26524,0.22
749700,0.26524,0.22
750600,0.26524,0.22
751500,0.26524,0.22
752400,0.28008,0.22
753300,0.28008,0.22
754200,0.28008,0.22
755100,0.28008,0.22
756000,0.27731,0.22
756900,0.27731,0.22
757800,0.27731,0.22
758700,0.27731,0.22
759600,0.27983,0.22
760500,0.27983,0.22
761400,0.27983,0.22
762300,0.27983,0.22
763200,0.27943,0.22
764100,0.27943,0.22
765000,0.27943,0.22
765900,0.27943,0.22
766800,0.28413,0.22
767700,0.28413,0.22
768600,0.28413,0.22
769500,0.28413,0.22
770400,0.27832,0.22
771300,0.27832,0.22
772200,0.27832,0.22
773100,0.27832,0.22
774000,0.27465,0.22
774900,0.27465,0.22
775800,0.27465,0.22
776700,0.27465,0.22
777600,0.2856,0.22
778500,0.2856,0.22
779400,0.2856,0.22
780300,0.2856,0.22
781200,0.28733,0.22
782100,0.28733,0.22
783000,0.28733,0.22
783900,0.28733,0.22
784800,0.2996,0.22
785700,0.2996,0.22
786600,0.2996,0.22
787500,0.2996,0.22
788400,0.30324,0.22
789300,0.30324,0.22
790200,0.30324,0.22
791100,0.30324,0.22
792000,0.31166,0.22
792900,0.31166,0.22
793800,0.31166,0.22
794700,0.31166,0.22
795600,0.3126,0.22
796500,0.3126,0.22
797400,0.3126,0.22
798300,0.3126,0.22
799200,0.31221,0.22
800100,0.31221,0.22
801000,0.31221,0.22
801900,0.31221,0.22
802800,0.31746,0.22
803700,0.31746,0.22
804600,0.31746,0.22
805500,0.31746,0.22
806400,0.31899,0.22
807300,0.31899,0.22
808200,0.31899,0.22
809100,0.31899,0.22
810000,0.3198,0.22
810900,0.3198,0.22
811800,0.3198,0.22
812700,0.3198,0.22
813600,0.31698,0.22
814500,0.31698,0.22
815400,0.31698,0.22
816300,0.31698,0.22
817200,0.31477,0.22
818100,0.31477,0.22
819000,0.31477,0.22
819900,0.31477,0.22
820800,0.31425,0.22
821700,0.31425,0.22
822600,0.31425,0.22
823500,0.31425,0.22
824400,0.3152,0.22
825300,0.3152,0.22
826200,0.3152,0.22
827100,0.3152,0.22
828000,0.31591,0.22
828900,0.31591,0.22
829800,0.31591,0.22
830700,0.31591,0.22
831600,0.32062,0.22
832500,0.32062,0.22
833400,0.32062,0.22
834300,0.32062,0.22
835200,0.32245,0.22
836100,0.32245,0.22
837000,0.32245,0.22
837900,0.32245,0.22
838800,0.33448,0.22
839700,0.33448,0.22
840600,0.33448,0.22
841500,0.33448,0.22
842400,0.33529,0.22
843300,0.33529,0.22
844200,0.33529,0.22
845100,0.33529,0.22
846000,0.33082,0.22
846900,0.33082,0.22
847800,0.33082,0.22
848700,0.33082,0.22
849600,0.33253,0.22
850500,0.33253,0.22
851400,0.33253,0.22
852300,0.33253,0.22
853200,0.3353,0.22
854100,0.3353,0.22
855000,0.3353,0.22
855900,0.3353,0.22
856800,0.33555,0.22
857700,0.33555,0.22
858600,0.33555,0.22
859500,0.33555,0.22
860400,0.33041,0.22
861300,0.33041,0.22
862200,0.33041,0.22
863100,0.33041,0.22
864000,0.33085,0.22
864900,0.33085,0.22
865800,0.33085,0.22
866700,0.33085,0.22
867600,0.32574,0.22
868500,0.32574,0.22
869400,0.32574,0.22
870300,0.32574,0.22
871200,0.31703,0.22
872100,0.31703,0.22
873000,0.31703,0.22
873900,0.31703,0.22
874800,0.31162,0.22
875700,0.31162,0.22
876600,0.31162,0.22
877500,0.31162,0.22
878400,0.30753,0.22
879300,0.30753,0.22
880200,0.30753,0.22
881100,0.30753,0.22
882000,0.31586,0.22
882900,0.31586,0.22
883800,0.31586,0.22
884700,0.31586,0.22
885600,0.31481,0.22
886500,0.31481,0.22
887400,0.31481,0.22
888300,0.31481,0.22
889200,0.30524,0.22
890100,0.30524,0.22
891000,0.30524,0.22
891900,0.30524,0.22
892800,0.30216,0.22
893700,0.30216,0.22
894600,0.30216,0.22
895500,0.30216,0.22
896400,0.30127,0.22
897300,0.30127,0.22
898200,0.30127,0.22
899100,0.30127,0.22
900000,0.30541,0.22
900900,0.30541,0.22
901800,0.30541,0.22
902700,0.30541,0.22
903600,0.30077,0.22
904500,0.30077,0.22
905400,0.30077,0.22
906300,0.30077,0.22
907200,0.28775,0.22
908100,0.28775,0.22
909000,0.28775,0.22
909900,0.28775,0.22
910800,0.29124,0.22
911700,0.29124,0.22
912600,0.29124,0.22
913500,0.29124,0.22
914400,0.28549,0.22
915300,0.28549,0.22
916200,0.28549,0.22
917100,0.28549,0.22
918000,0.28186,0.22
918900,0.28186,0.22
919800,0.28186,0.22
920700,0.28186,0.22
921600,0.28446,0.22
922500,0.28446,0.22
923400,0.28446,0.22
924300,0.28446,0.22
925200,0.28863,0.22
926100,0.28863,0.22
927000,0.28863,0.22
927900,0.28863,0.22
928800,0.28681,0.22
929700,0.28681,0.22
930600,0.28681,0.22
931500,0.28681,0.22
932400,0.28838,0.22
933300,0.28838,0.22
934200,0.28838,0.22
935100,0.28838,0.22
936000,0.29235,0.22
936900,0.29235,0.22
937800,0.29235,0.22
938700,0.29235,0.22
939600,0.29381,0.22
940500,0.29381,0.22
941400,0.29381,0.22
942300,0.29381,0.22
943200,0.28855,0.22
944100,0.28855,0.22
945000,0.28855,0.22
945900,0.28855,0.22
946800,0.29603,0.22
947700,0.29603,0.22
948600,0.29603,0.22
949500,0.29603,0.22
950400,0.27739,0.22
951300,0.27739,0.22
952200,0.27739,0.22
953100,0.27739,0.22
954000,0.27176,0.22
954900,0.27176,0.22
955800,0.27176,0.22
956700,0.27176,0.22
957600,0.2781,0.22
958500,0.2781,0.22
959400,0.2781,0.22
960300,0.2781,0.22
961200,0.26447,0.22
962100,0.26447,0.22
963000,0.26447,0.22
963900,0.26447,0.22
964800,0.25511,0.22
965700,0.25511,0.22
966600,0.25511,0.22
967500,0.25511,0.22
968400,0.25342,0.22
969300,0.25342,0.22
970200,0.25342,0.22
971100,0.25342,0.22
972000,0.2514,0.22
972900,0.2514,0.22
973800,0.2514,0.22
974700,0.2514,0.22
975600,0.25552,0.22
976500,0.25552,0.22
977400,0.25552,0.22
978300,0.25552,0.22
979200,0.25207,0.22
980100,0.25207,0.22
981000,0.25207,0.22
981900,0.25207,0.22
982800,0.24661,0.22
983700,0.24661,0.22
984600,0.24661,0.22
985500,0.24661,0.22
986400,0.24033,0.22
987300,0.24033,0.22
988200,0.24033,0.22
989100,0.24033,0.22
990000,0.23943,0.22
990900,0.23943,0.22
991800,0.23943,0.22
992700,0.23943,0.22
993600,0.23888,0.22
994500,0.23888,0.22
995400,0.23888,0.22
996300,0.23888,0.22
997200,0.23721,0.22
998100,0.23721,0.22
999000,0.23721,0.22
999900,0.23721,0.22
1000800,0.23627,0.22
1001700,0.23627,0.22
1002600,0.23627,0.22
1003500,0.23627,0.22
1004400,0.23269,0.22
1005300,0.23269,0.22
1006200,0.23269,0.22
1007100,0.23269,0.22
1008000,0.23446,0.22
1008900,0.23446,0.22
1009800,0.23446,0.22
1010700,0.23446,0.22
1011600,0.23454,0.22
1012500,0.23454,0.22
1013400,0.23454,0.22
1014300,0.23454,0.22
1015200,0.23194,0.22
1016100,0.23194,0.22
1017000,0.23194,0.22
1017900,0.23194,0.22
1018800,0.22633,0.22
1019700,0.22633,0.22
1020600,0.22633,0.22
1021500,0.22633,0.22
1022400,0.21938,0.22
1023300,0.21938,0.22
1024200,0.21938,0.22
1025100,0.21938,0.22
1026000,0.21079,0.22
1026900,0.21079,0.22
1027800,0.21079,0.22
1028700,0.21079,0.22
1029600,0.21935,0.22
1030500,0.21935,0.22
1031400,0.21935,0.22
1032300,0.21935,0.22
1033200,0.21216,0.22
1034100,0.21216,0.22
1035000,0.21216,0.22
1035900,0.21216,0.22
1036800,0.20198,0.22
1037700,0.20198,0.22
1038600,0.20198,0.22
1039500,0.20198,0.22
1040400,0.20795,0.22
1041300,0.20795,0.22
1042200,0.20795,0.22
