time,PriceElectricPowerConstant,PriceElectricPowerDynamic,PriceElectricPowerHighlyDynamic,PriceGasPower
77400,0.1466,0.1542,0.1457,0.0464
78300,0.1466,0.1542,0.1457,0.0464
79200,0.1466,0.1542,0.1509,0.0464
80100,0.1466,0.1378,0.1509,0.0464
81000,0.1466,0.1378,0.1509,0.0464
81900,0.1466,0.1378,0.1509,0.0464
82800,0.1466,0.1378,0.1508,0.0464
83700,0.1466,0.1378,0.1508,0.0464
84600,0.1466,0.1378,0.1508,0.0464
85500,0.1466,0.1378,0.1508,0.0464
86400,0.1466,0.1378,0.1538,0.0464
87300,0.1466,0.1378,0.1538,0.0464
88200,0.1466,0.1378,0.1538,0.0464
89100,0.1466,0.1378,0.1538,0.0464
90000,0.1466,0.1378,0.1491,0.0464
90900,0.1466,0.1378,0.1491,0.0464
91800,0.1466,0.1378,0.1491,0.0464
92700,0.1466,0.1378,0.1491,0.0464
93600,0.1466,0.1378,0.1483,0.0464
94500,0.1466,0.1378,0.1483,0.0464
95400,0.1466,0.1378,0.1483,0.0464
96300,0.1466,0.1378,0.1483,0.0464
97200,0.1466,0.1378,0.1427,0.0464
98100,0.1466,0.1378,0.1427,0.0464
99000,0.1466,0.1378,0.1427,0.0464
99900,0.1466,0.1378,0.1427,0.0464
100800,0.1466,0.1378,0.1450,0.0464
101700,0.1466,0.1378,0.1450,0.0464
102600,0.1466,0.1378,0.1450,0.0464
103500,0.1466,0.1378,0.1450,0.0464
104400,0.1466,0.1378,0.1418,0.0464
105300,0.1466,0.1378,0.1418,0.0464
106200,0.1466,0.1378,0.1418,0.0464
107100,0.1466,0.1378,0.1418,0.0464
108000,0.1466,0.1378,0.1476,0.0464
108900,0.1466,0.1378,0.1476,0.0464
109800,0.1466,0.1378,0.1476,0.0464
110700,0.1466,0.1378,0.1476,0.0464
111600,0.1466,0.1542,0.1485,0.0464
112500,0.1466,0.1542,0.1485,0.0464
113400,0.1466,0.1542,0.1485,0.0464
114300,0.1466,0.1542,0.1485,0.0464
115200,0.1466,0.1542,0.1480,0.0464
116100,0.1466,0.1542,0.1480,0.0464
117000,0.1466,0.1542,0.1480,0.0464
117900,0.1466,0.1542,0.1480,0.0464
118800,0.1466,0.1542,0.1477,0.0464
119700,0.1466,0.1542,0.1477,0.0464
120600,0.1466,0.1542,0.1477,0.0464
121500,0.1466,0.1542,0.1477,0.0464
122400,0.1466,0.1542,0.1466,0.0464
123300,0.1466,0.1542,0.1466,0.0464
124200,0.1466,0.1542,0.1466,0.0464
125100,0.1466,0.1542,0.1466,0.0464
126000,0.1466,0.1542,0.1464,0.0464
126900,0.1466,0.1542,0.1464,0.0464
127800,0.1466,0.1542,0.1464,0.0464
128700,0.1466,0.1542,0.1464,0.0464
129600,0.1466,0.1542,0.1488,0.0464
130500,0.1466,0.1542,0.1488,0.0464
131400,0.1466,0.1542,0.1488,0.0464
132300,0.1466,0.1542,0.1488,0.0464
133200,0.1466,0.1542,0.1457,0.0464
134100,0.1466,0.1542,0.1457,0.0464
135000,0.1466,0.1542,0.1457,0.0464
135900,0.1466,0.1542,0.1457,0.0464
136800,0.1466,0.1542,0.1472,0.0464
137700,0.1466,0.1542,0.1472,0.0464
138600,0.1466,0.1542,0.1472,0.0464
139500,0.1466,0.1542,0.1472,0.0464
140400,0.1466,0.1542,0.1497,0.0464
141300,0.1466,0.1542,0.1497,0.0464
142200,0.1466,0.1542,0.1497,0.0464
143100,0.1466,0.1542,0.1497,0.0464
144000,0.1466,0.1542,0.1542,0.0464
144900,0.1466,0.1542,0.1542,0.0464
145800,0.1466,0.1542,0.1542,0.0464
146700,0.1466,0.1542,0.1542,0.0464
147600,0.1466,0.1542,0.1586,0.0464
148500,0.1466,0.1542,0.1586,0.0464
149400,0.1466,0.1542,0.1586,0.0464
150300,0.1466,0.1542,0.1586,0.0464
151200,0.1466,0.1542,0.1587,0.0464
152100,0.1466,0.1542,0.1587,0.0464
153000,0.1466,0.1542,0.1587,0.0464
153900,0.1466,0.1542,0.1587,0.0464
154800,0.1466,0.1542,0.1586,0.0464
155700,0.1466,0.1542,0.1586,0.0464
156600,0.1466,0.1542,0.1586,0.0464
157500,0.1466,0.1542,0.1586,0.0464
158400,0.1466,0.1542,0.1546,0.0464
159300,0.1466,0.1542,0.1546,0.0464
160200,0.1466,0.1542,0.1546,0.0464
161100,0.1466,0.1542,0.1546,0.0464
162000,0.1466,0.1542,0.1478,0.0464
162900,0.1466,0.1542,0.1478,0.0464
163800,0.1466,0.1542,0.1478,0.0464
164700,0.1466,0.1542,0.1478,0.0464
165600,0.1466,0.1542,0.1485,0.0464
166500,0.1466,0.1378,0.1485,0.0464
167400,0.1466,0.1378,0.1485,0.0464
168300,0.1466,0.1378,0.1485,0.0464
169200,0.1466,0.1378,0.1488,0.0464
170100,0.1466,0.1378,0.1488,0.0464
171000,0.1466,0.1378,0.1488,0.0464
171900,0.1466,0.1378,0.1488,0.0464
172800,0.1466,0.1378,0.1446,0.0464
173700,0.1466,0.1378,0.1446,0.0464
174600,0.1466,0.1378,0.1446,0.0464
175500,0.1466,0.1378,0.1446,0.0464
176400,0.1466,0.1378,0.1425,0.0464
177300,0.1466,0.1378,0.1425,0.0464
178200,0.1466,0.1378,0.1425,0.0464
179100,0.1466,0.1378,0.1425,0.0464
180000,0.1466,0.1378,0.1423,0.0464
180900,0.1466,0.1378,0.1423,0.0464
181800,0.1466,0.1378,0.1423,0.0464
182700,0.1466,0.1378,0.1423,0.0464
183600,0.1466,0.1378,0.1411,0.0464
184500,0.1466,0.1378,0.1411,0.0464
185400,0.1466,0.1378,0.1411,0.0464
186300,0.1466,0.1378,0.1411,0.0464
187200,0.1466,0.1378,0.1410,0.0464
188100,0.1466,0.1378,0.1410,0.0464
189000,0.1466,0.1378,0.1410,0.0464
189900,0.1466,0.1378,0.1410,0.0464
190800,0.1466,0.1378,0.1422,0.0464
191700,0.1466,0.1378,0.1422,0.0464
192600,0.1466,0.1378,0.1422,0.0464
193500,0.1466,0.1378,0.1422,0.0464
194400,0.1466,0.1378,0.1463,0.0464
195300,0.1466,0.1378,0.1463,0.0464
196200,0.1466,0.1378,0.1463,0.0464
197100,0.1466,0.1378,0.1463,0.0464
198000,0.1466,0.1542,0.1505,0.0464
198900,0.1466,0.1542,0.1505,0.0464
199800,0.1466,0.1542,0.1505,0.0464
200700,0.1466,0.1542,0.1505,0.0464
201600,0.1466,0.1542,0.1536,0.0464
202500,0.1466,0.1542,0.1536,0.0464
203400,0.1466,0.1542,0.1536,0.0464
204300,0.1466,0.1542,0.1536,0.0464
205200,0.1466,0.1542,0.1594,0.0464
206100,0.1466,0.1542,0.1594,0.0464
207000,0.1466,0.1542,0.1594,0.0464
207900,0.1466,0.1542,0.1594,0.0464
208800,0.1466,0.1542,0.1602,0.0464
209700,0.1466,0.1542,0.1602,0.0464
210600,0.1466,0.1542,0.1602,0.0464
211500,0.1466,0.1542,0.1602,0.0464
212400,0.1466,0.1542,0.1571,0.0464
213300,0.1466,0.1542,0.1571,0.0464
214200,0.1466,0.1542,0.1571,0.0464
215100,0.1466,0.1542,0.1571,0.0464
216000,0.1466,0.1542,0.1560,0.0464
216900,0.1466,0.1542,0.1560,0.0464
217800,0.1466,0.1542,0.1560,0.0464
218700,0.1466,0.1542,0.1560,0.0464
219600,0.1466,0.1542,0.1551,0.0464
220500,0.1466,0.1542,0.1551,0.0464
221400,0.1466,0.1542,0.1551,0.0464
222300,0.1466,0.1542,0.1551,0.0464
223200,0.1466,0.1542,0.1551,0.0464
224100,0.1466,0.1542,0.1551,0.0464
225000,0.1466,0.1542,0.1551,0.0464
225900,0.1466,0.1542,0.1551,0.0464
226800,0.1466,0.1542,0.1551,0.0464
227700,0.1466,0.1542,0.1551,0.0464
228600,0.1466,0.1542,0.1551,0.0464
229500,0.1466,0.1542,0.1551,0.0464
230400,0.1466,0.1542,0.1558,0.0464
231300,0.1466,0.1542,0.1558,0.0464
232200,0.1466,0.1542,0.1558,0.0464
233100,0.1466,0.1542,0.1558,0.0464
234000,0.1466,0.1542,0.1575,0.0464
234900,0.1466,0.1542,0.1575,0.0464
235800,0.1466,0.1542,0.1575,0.0464
236700,0.1466,0.1542,0.1575,0.0464
237600,0.1466,0.1542,0.1607,0.0464
238500,0.1466,0.1542,0.1607,0.0464
239400,0.1466,0.1542,0.1607,0.0464
240300,0.1466,0.1542,0.1607,0.0464
241200,0.1466,0.1542,0.1569,0.0464
242100,0.1466,0.1542,0.1569,0.0464
243000,0.1466,0.1542,0.1569,0.0464
243900,0.1466,0.1542,0.1569,0.0464
244800,0.1466,0.1542,0.1552,0.0464
245700,0.1466,0.1542,0.1552,0.0464
246600,0.1466,0.1542,0.1552,0.0464
247500,0.1466,0.1542,0.1552,0.0464
248400,0.1466,0.1542,0.1514,0.0464
249300,0.1466,0.1542,0.1514,0.0464
250200,0.1466,0.1542,0.1514,0.0464
251100,0.1466,0.1542,0.1514,0.0464
252000,0.1466,0.1542,0.1484,0.0464
252900,0.1466,0.1378,0.1484,0.0464
253800,0.1466,0.1378,0.1484,0.0464
254700,0.1466,0.1378,0.1484,0.0464
255600,0.1466,0.1378,0.1481,0.0464
256500,0.1466,0.1378,0.1481,0.0464
257400,0.1466,0.1378,0.1481,0.0464
258300,0.1466,0.1378,0.1481,0.0464
259200,0.1466,0.1378,0.1466,0.0464
260100,0.1466,0.1378,0.1466,0.0464
261000,0.1466,0.1378,0.1466,0.0464
261900,0.1466,0.1378,0.1466,0.0464
262800,0.1466,0.1378,0.1453,0.0464
263700,0.1466,0.1378,0.1453,0.0464
264600,0.1466,0.1378,0.1453,0.0464
265500,0.1466,0.1378,0.1453,0.0464
266400,0.1466,0.1378,0.1446,0.0464
267300,0.1466,0.1378,0.1446,0.0464
268200,0.1466,0.1378,0.1446,0.0464
269100,0.1466,0.1378,0.1446,0.0464
270000,0.1466,0.1378,0.1433,0.0464
270900,0.1466,0.1378,0.1433,0.0464
271800,0.1466,0.1378,0.1433,0.0464
272700,0.1466,0.1378,0.1433,0.0464
273600,0.1466,0.1378,0.1428,0.0464
274500,0.1466,0.1378,0.1428,0.0464
275400,0.1466,0.1378,0.1428,0.0464
276300,0.1466,0.1378,0.1428,0.0464
277200,0.1466,0.1378,0.1431,0.0464
278100,0.1466,0.1378,0.1431,0.0464
279000,0.1466,0.1378,0.1431,0.0464
279900,0.1466,0.1378,0.1431,0.0464
280800,0.1466,0.1378,0.1501,0.0464
281700,0.1466,0.1378,0.1501,0.0464
282600,0.1466,0.1378,0.1501,0.0464
283500,0.1466,0.1378,0.1501,0.0464
284400,0.1466,0.1542,0.1552,0.0464
285300,0.1466,0.1542,0.1552,0.0464
286200,0.1466,0.1542,0.1552,0.0464
287100,0.1466,0.1542,0.1552,0.0464
288000,0.1466,0.1542,0.1586,0.0464
288900,0.1466,0.1542,0.1586,0.0464
289800,0.1466,0.1542,0.1586,0.0464
290700,0.1466,0.1542,0.1586,0.0464
291600,0.1466,0.1542,0.1630,0.0464
292500,0.1466,0.1542,0.1630,0.0464
293400,0.1466,0.1542,0.1630,0.0464
294300,0.1466,0.1542,0.1630,0.0464
295200,0.1466,0.1542,0.1640,0.0464
296100,0.1466,0.1542,0.1640,0.0464
297000,0.1466,0.1542,0.1640,0.0464
297900,0.1466,0.1542,0.1640,0.0464
298800,0.1466,0.1542,0.1633,0.0464
299700,0.1466,0.1542,0.1633,0.0464
300600,0.1466,0.1542,0.1633,0.0464
301500,0.1466,0.1542,0.1633,0.0464
302400,0.1466,0.1542,0.1616,0.0464
303300,0.1466,0.1542,0.1616,0.0464
304200,0.1466,0.1542,0.1616,0.0464
305100,0.1466,0.1542,0.1616,0.0464
306000,0.1466,0.1542,0.1610,0.0464
306900,0.1466,0.1542,0.1610,0.0464
307800,0.1466,0.1542,0.1610,0.0464
308700,0.1466,0.1542,0.1610,0.0464
309600,0.1466,0.1542,0.1623,0.0464
310500,0.1466,0.1542,0.1623,0.0464
311400,0.1466,0.1542,0.1623,0.0464
312300,0.1466,0.1542,0.1623,0.0464
313200,0.1466,0.1542,0.1622,0.0464
314100,0.1466,0.1542,0.1622,0.0464
315000,0.1466,0.1542,0.1622,0.0464
315900,0.1466,0.1542,0.1622,0.0464
316800,0.1466,0.1542,0.1618,0.0464
317700,0.1466,0.1542,0.1618,0.0464
318600,0.1466,0.1542,0.1618,0.0464
319500,0.1466,0.1542,0.1618,0.0464
320400,0.1466,0.1542,0.1659,0.0464
321300,0.1466,0.1542,0.1659,0.0464
322200,0.1466,0.1542,0.1659,0.0464
323100,0.1466,0.1542,0.1659,0.0464
324000,0.1466,0.1542,0.1652,0.0464
324900,0.1466,0.1542,0.1652,0.0464
325800,0.1466,0.1542,0.1652,0.0464
326700,0.1466,0.1542,0.1652,0.0464
327600,0.1466,0.1542,0.1617,0.0464
328500,0.1466,0.1542,0.1617,0.0464
329400,0.1466,0.1542,0.1617,0.0464
330300,0.1466,0.1542,0.1617,0.0464
331200,0.1466,0.1542,0.1506,0.0464
332100,0.1466,0.1542,0.1506,0.0464
333000,0.1466,0.1542,0.1506,0.0464
333900,0.1466,0.1542,0.1506,0.0464
334800,0.1466,0.1542,0.1505,0.0464
335700,0.1466,0.1542,0.1505,0.0464
336600,0.1466,0.1542,0.1505,0.0464
337500,0.1466,0.1542,0.1505,0.0464
338400,0.1466,0.1542,0.1505,0.0464
339300,0.1466,0.1378,0.1505,0.0464
340200,0.1466,0.1378,0.1505,0.0464
341100,0.1466,0.1378,0.1505,0.0464
342000,0.1466,0.1378,0.1474,0.0464
342900,0.1466,0.1378,0.1474,0.0464
343800,0.1466,0.1378,0.1474,0.0464
344700,0.1466,0.1378,0.1474,0.0464
345600,0.1466,0.1378,0.1500,0.0464
346500,0.1466,0.1378,0.1500,0.0464
347400,0.1466,0.1378,0.1500,0.0464
348300,0.1466,0.1378,0.1500,0.0464
349200,0.1466,0.1378,0.1487,0.0464
350100,0.1466,0.1378,0.1487,0.0464
351000,0.1466,0.1378,0.1487,0.0464
351900,0.1466,0.1378,0.1487,0.0464
352800,0.1466,0.1378,0.1422,0.0464
353700,0.1466,0.1378,0.1422,0.0464
354600,0.1466,0.1378,0.1422,0.0464
355500,0.1466,0.1378,0.1422,0.0464
356400,0.1466,0.1378,0.1440,0.0464
357300,0.1466,0.1378,0.1440,0.0464
358200,0.1466,0.1378,0.1440,0.0464
359100,0.1466,0.1378,0.1440,0.0464
360000,0.1466,0.1378,0.1452,0.0464
360900,0.1466,0.1378,0.1452,0.0464
361800,0.1466,0.1378,0.1452,0.0464
362700,0.1466,0.1378,0.1452,0.0464
363600,0.1466,0.1378,0.1452,0.0464
364500,0.1466,0.1378,0.1452,0.0464
365400,0.1466,0.1378,0.1452,0.0464
366300,0.1466,0.1378,0.1452,0.0464
367200,0.1466,0.1378,0.1459,0.0464
368100,0.1466,0.1378,0.1459,0.0464
369000,0.1466,0.1378,0.1459,0.0464
369900,0.1466,0.1378,0.1459,0.0464
370800,0.1466,0.1542,0.1435,0.0464
371700,0.1466,0.1542,0.1435,0.0464
372600,0.1466,0.1542,0.1435,0.0464
373500,0.1466,0.1542,0.1435,0.0464
374400,0.1466,0.1542,0.1498,0.0464
375300,0.1466,0.1542,0.1498,0.0464
376200,0.1466,0.1542,0.1498,0.0464
377100,0.1466,0.1542,0.1498,0.0464
378000,0.1466,0.1542,0.1556,0.0464
378900,0.1466,0.1542,0.1556,0.0464
379800,0.1466,0.1542,0.1556,0.0464
380700,0.1466,0.1542,0.1556,0.0464
381600,0.1466,0.1542,0.1556,0.0464
382500,0.1466,0.1542,0.1556,0.0464
383400,0.1466,0.1542,0.1556,0.0464
384300,0.1466,0.1542,0.1556,0.0464
385200,0.1466,0.1542,0.1556,0.0464
386100,0.1466,0.1542,0.1556,0.0464
387000,0.1466,0.1542,0.1556,0.0464
387900,0.1466,0.1542,0.1556,0.0464
388800,0.1466,0.1542,0.1579,0.0464
389700,0.1466,0.1542,0.1579,0.0464
390600,0.1466,0.1542,0.1579,0.0464
391500,0.1466,0.1542,0.1579,0.0464
392400,0.1466,0.1542,0.1579,0.0464
393300,0.1466,0.1542,0.1579,0.0464
394200,0.1466,0.1542,0.1579,0.0464
395100,0.1466,0.1542,0.1579,0.0464
396000,0.1466,0.1542,0.1555,0.0464
396900,0.1466,0.1542,0.1555,0.0464
397800,0.1466,0.1542,0.1555,0.0464
398700,0.1466,0.1542,0.1555,0.0464
399600,0.1466,0.1542,0.1527,0.0464
400500,0.1466,0.1542,0.1527,0.0464
401400,0.1466,0.1542,0.1527,0.0464
402300,0.1466,0.1542,0.1527,0.0464
403200,0.1466,0.1542,0.1501,0.0464
404100,0.1466,0.1542,0.1501,0.0464
405000,0.1466,0.1542,0.1501,0.0464
405900,0.1466,0.1542,0.1501,0.0464
406800,0.1466,0.1542,0.1591,0.0464
407700,0.1466,0.1542,0.1591,0.0464
408600,0.1466,0.1542,0.1591,0.0464
409500,0.1466,0.1542,0.1591,0.0464
410400,0.1466,0.1542,0.1589,0.0464
411300,0.1466,0.1542,0.1589,0.0464
412200,0.1466,0.1542,0.1589,0.0464
413100,0.1466,0.1542,0.1589,0.0464
414000,0.1466,0.1542,0.1598,0.0464
414900,0.1466,0.1542,0.1598,0.0464
415800,0.1466,0.1542,0.1598,0.0464
416700,0.1466,0.1542,0.1598,0.0464
417600,0.1466,0.1542,0.1550,0.0464
418500,0.1466,0.1542,0.1550,0.0464
419400,0.1466,0.1542,0.1550,0.0464
420300,0.1466,0.1542,0.1550,0.0464
421200,0.1466,0.1542,0.1504,0.0464
422100,0.1466,0.1542,0.1504,0.0464
423000,0.1466,0.1542,0.1504,0.0464
423900,0.1466,0.1542,0.1504,0.0464
424800,0.1466,0.1542,0.1537,0.0464
425700,0.1466,0.1378,0.1537,0.0464
426600,0.1466,0.1378,0.1537,0.0464
427500,0.1466,0.1378,0.1537,0.0464
428400,0.1466,0.1378,0.1532,0.0464
429300,0.1466,0.1378,0.1532,0.0464
430200,0.1466,0.1378,0.1532,0.0464
431100,0.1466,0.1378,0.1532,0.0464
432000,0.1466,0.1378,0.1499,0.0464
432900,0.1466,0.1378,0.1499,0.0464
433800,0.1466,0.1378,0.1499,0.0464
434700,0.1466,0.1378,0.1499,0.0464
435600,0.1466,0.1378,0.1455,0.0464
436500,0.1466,0.1378,0.1455,0.0464
437400,0.1466,0.1378,0.1455,0.0464
438300,0.1466,0.1378,0.1455,0.0464
439200,0.1466,0.1378,0.1449,0.0464
440100,0.1466,0.1378,0.1449,0.0464
441000,0.1466,0.1378,0.1449,0.0464
441900,0.1466,0.1378,0.1449,0.0464
442800,0.1466,0.1378,0.1434,0.0464
443700,0.1466,0.1378,0.1434,0.0464
444600,0.1466,0.1378,0.1434,0.0464
445500,0.1466,0.1378,0.1434,0.0464
446400,0.1466,0.1378,0.1425,0.0464
447300,0.1466,0.1378,0.1425,0.0464
448200,0.1466,0.1378,0.1425,0.0464
449100,0.1466,0.1378,0.1425,0.0464
450000,0.1466,0.1378,0.1429,0.0464
450900,0.1466,0.1378,0.1429,0.0464
451800,0.1466,0.1378,0.1429,0.0464
452700,0.1466,0.1378,0.1429,0.0464
453600,0.1466,0.1378,0.1435,0.0464
454500,0.1466,0.1378,0.1435,0.0464
455400,0.1466,0.1378,0.1435,0.0464
456300,0.1466,0.1378,0.1435,0.0464
457200,0.1466,0.1542,0.1441,0.0464
458100,0.1466,0.1542,0.1441,0.0464
459000,0.1466,0.1542,0.1441,0.0464
459900,0.1466,0.1542,0.1441,0.0464
460800,0.1466,0.1542,0.1450,0.0464
461700,0.1466,0.1542,0.1450,0.0464
462600,0.1466,0.1542,0.1450,0.0464
463500,0.1466,0.1542,0.1450,0.0464
464400,0.1466,0.1542,0.1465,0.0464
465300,0.1466,0.1542,0.1465,0.0464
466200,0.1466,0.1542,0.1465,0.0464
467100,0.1466,0.1542,0.1465,0.0464
468000,0.1466,0.1542,0.1484,0.0464
468900,0.1466,0.1542,0.1484,0.0464
469800,0.1466,0.1542,0.1484,0.0464
470700,0.1466,0.1542,0.1484,0.0464
471600,0.1466,0.1542,0.1504,0.0464
472500,0.1466,0.1542,0.1504,0.0464
473400,0.1466,0.1542,0.1504,0.0464
474300,0.1466,0.1542,0.1504,0.0464
475200,0.1466,0.1542,0.1505,0.0464
476100,0.1466,0.1542,0.1505,0.0464
477000,0.1466,0.1542,0.1505,0.0464
477900,0.1466,0.1542,0.1505,0.0464
478800,0.1466,0.1542,0.1475,0.0464
479700,0.1466,0.1542,0.1475,0.0464
480600,0.1466,0.1542,0.1475,0.0464
481500,0.1466,0.1542,0.1475,0.0464
482400,0.1466,0.1542,0.1460,0.0464
483300,0.1466,0.1542,0.1460,0.0464
484200,0.1466,0.1542,0.1460,0.0464
485100,0.1466,0.1542,0.1460,0.0464
486000,0.1466,0.1542,0.1455,0.0464
486900,0.1466,0.1542,0.1455,0.0464
487800,0.1466,0.1542,0.1455,0.0464
488700,0.1466,0.1542,0.1455,0.0464
489600,0.1466,0.1542,0.1473,0.0464
490500,0.1466,0.1542,0.1473,0.0464
491400,0.1466,0.1542,0.1473,0.0464
492300,0.1466,0.1542,0.1473,0.0464
493200,0.1466,0.1542,0.1523,0.0464
494100,0.1466,0.1542,0.1523,0.0464
495000,0.1466,0.1542,0.1523,0.0464
495900,0.1466,0.1542,0.1523,0.0464
496800,0.1466,0.1542,0.1546,0.0464
497700,0.1466,0.1542,0.1546,0.0464
498600,0.1466,0.1542,0.1546,0.0464
499500,0.1466,0.1542,0.1546,0.0464
500400,0.1466,0.1542,0.1545,0.0464
501300,0.1466,0.1542,0.1545,0.0464
502200,0.1466,0.1542,0.1545,0.0464
503100,0.1466,0.1542,0.1545,0.0464
504000,0.1466,0.1542,0.1538,0.0464
504900,0.1466,0.1542,0.1538,0.0464
505800,0.1466,0.1542,0.1538,0.0464
506700,0.1466,0.1542,0.1538,0.0464
507600,0.1466,0.1542,0.1477,0.0464
508500,0.1466,0.1542,0.1477,0.0464
509400,0.1466,0.1542,0.1477,0.0464
510300,0.1466,0.1542,0.1477,0.0464
511200,0.1466,0.1542,0.1495,0.0464
512100,0.1466,0.1378,0.1495,0.0464
513000,0.1466,0.1378,0.1495,0.0464
513900,0.1466,0.1378,0.1495,0.0464
514800,0.1466,0.1378,0.1480,0.0464
515700,0.1466,0.1378,0.1480,0.0464
516600,0.1466,0.1378,0.1480,0.0464
517500,0.1466,0.1378,0.1480,0.0464
518400,0.1466,0.1378,0.1472,0.0464
519300,0.1466,0.1378,0.1472,0.0464
520200,0.1466,0.1378,0.1472,0.0464
521100,0.1466,0.1378,0.1472,0.0464
522000,0.1466,0.1378,0.1450,0.0464
522900,0.1466,0.1378,0.1450,0.0464
523800,0.1466,0.1378,0.1450,0.0464
524700,0.1466,0.1378,0.1450,0.0464
525600,0.1466,0.1378,0.1433,0.0464
526500,0.1466,0.1378,0.1433,0.0464
527400,0.1466,0.1378,0.1433,0.0464
528300,0.1466,0.1378,0.1433,0.0464
529200,0.1466,0.1378,0.1423,0.0464
530100,0.1466,0.1378,0.1423,0.0464
531000,0.1466,0.1378,0.1423,0.0464
531900,0.1466,0.1378,0.1423,0.0464
532800,0.1466,0.1378,0.1423,0.0464
533700,0.1466,0.1378,0.1423,0.0464
534600,0.1466,0.1378,0.1423,0.0464
535500,0.1466,0.1378,0.1423,0.0464
536400,0.1466,0.1378,0.1432,0.0464
537300,0.1466,0.1378,0.1432,0.0464
538200,0.1466,0.1378,0.1432,0.0464
539100,0.1466,0.1378,0.1432,0.0464
540000,0.1466,0.1378,0.1479,0.0464
540900,0.1466,0.1378,0.1479,0.0464
541800,0.1466,0.1378,0.1479,0.0464
542700,0.1466,0.1378,0.1479,0.0464
