time,EmissionsElectricPower,EmissionsDistrictHeatingPower
94500.0,0.209,0.1163
95400.0,0.209,0.1163
96300.0,0.209,0.1163
97200.0,0.209,0.1163
98100.0,0.209,0.1163
99000.0,0.209,0.1163
99900.0,0.209,0.1163
100800.0,0.209,0.1163
101700.0,0.209,0.1163
102600.0,0.209,0.1163
103500.0,0.209,0.1163
104400.0,0.209,0.1163
105300.0,0.209,0.1163
106200.0,0.209,0.1163
107100.0,0.209,0.1163
108000.0,0.209,0.1163
108900.0,0.209,0.1163
109800.0,0.209,0.1163
110700.0,0.209,0.1163
111600.0,0.209,0.1163
112500.0,0.209,0.1163
113400.0,0.209,0.1163
114300.0,0.209,0.1163
115200.0,0.209,0.1163
116100.0,0.209,0.1163
117000.0,0.209,0.1163
117900.0,0.209,0.1163
118800.0,0.209,0.1163
119700.0,0.209,0.1163
120600.0,0.209,0.1163
121500.0,0.209,0.1163
122400.0,0.209,0.1163
123300.0,0.209,0.1163
124200.0,0.209,0.1163
125100.0,0.209,0.1163
126000.0,0.209,0.1163
126900.0,0.209,0.1163
127800.0,0.209,0.1163
128700.0,0.209,0.1163
129600.0,0.209,0.1163
130500.0,0.209,0.1163
131400.0,0.209,0.1163
132300.0,0.209,0.1163
133200.0,0.209,0.1163
134100.0,0.209,0.1163
135000.0,0.209,0.1163
135900.0,0.209,0.1163
136800.0,0.209,0.1163
137700.0,0.209,0.1163
138600.0,0.209,0.1163
139500.0,0.209,0.1163
140400.0,0.209,0.1163
141300.0,0.209,0.1163
142200.0,0.209,0.1163
143100.0,0.209,0.1163
144000.0,0.209,0.1163
144900.0,0.209,0.1163
145800.0,0.209,0.1163
146700.0,0.209,0.1163
147600.0,0.209,0.1163
148500.0,0.209,0.1163
149400.0,0.209,0.1163
150300.0,0.209,0.1163
151200.0,0.209,0.1163
152100.0,0.209,0.1163
153000.0,0.209,0.1163
153900.0,0.209,0.1163
154800.0,0.209,0.1163
155700.0,0.209,0.1163
156600.0,0.209,0.1163
157500.0,0.209,0.1163
158400.0,0.209,0.1163
159300.0,0.209,0.1163
160200.0,0.209,0.1163
161100.0,0.209,0.1163
162000.0,0.209,0.1163
162900.0,0.209,0.1163
163800.0,0.209,0.1163
164700.0,0.209,0.1163
165600.0,0.209,0.1163
166500.0,0.209,0.1163
167400.0,0.209,0.1163
168300.0,0.209,0.1163
169200.0,0.209,0.1163
170100.0,0.209,0.1163
171000.0,0.209,0.1163
171900.0,0.209,0.1163
172800.0,0.209,0.1163
173700.0,0.209,0.1163
174600.0,0.209,0.1163
175500.0,0.209,0.1163
176400.0,0.209,0.1163
177300.0,0.209,0.1163
178200.0,0.209,0.1163
179100.0,0.209,0.1163
180000.0,0.209,0.1163
180900.0,0.209,0.1163
181800.0,0.209,0.1163
182700.0,0.209,0.1163
183600.0,0.209,0.1163
184500.0,0.209,0.1163
185400.0,0.209,0.1163
186300.0,0.209,0.1163
187200.0,0.209,0.1163
188100.0,0.209,0.1163
189000.0,0.209,0.1163
189900.0,0.209,0.1163
190800.0,0.209,0.1163
191700.0,0.209,0.1163
192600.0,0.209,0.1163
193500.0,0.209,0.1163
194400.0,0.209,0.1163
195300.0,0.209,0.1163
196200.0,0.209,0.1163
197100.0,0.209,0.1163
198000.0,0.209,0.1163
198900.0,0.209,0.1163
199800.0,0.209,0.1163
200700.0,0.209,0.1163
201600.0,0.209,0.1163
202500.0,0.209,0.1163
203400.0,0.209,0.1163
204300.0,0.209,0.1163
205200.0,0.209,0.1163
206100.0,0.209,0.1163
207000.0,0.209,0.1163
207900.0,0.209,0.1163
208800.0,0.209,0.1163
209700.0,0.209,0.1163
210600.0,0.209,0.1163
211500.0,0.209,0.1163
212400.0,0.209,0.1163
213300.0,0.209,0.1163
214200.0,0.209,0.1163
215100.0,0.209,0.1163
216000.0,0.209,0.1163
216900.0,0.209,0.1163
217800.0,0.209,0.1163
218700.0,0.209,0.1163
219600.0,0.209,0.1163
220500.0,0.209,0.1163
221400.0,0.209,0.1163
222300.0,0.209,0.1163
223200.0,0.209,0.1163
224100.0,0.209,0.1163
225000.0,0.209,0.1163
225900.0,0.209,0.1163
226800.0,0.209,0.1163
227700.0,0.209,0.1163
228600.0,0.209,0.1163
229500.0,0.209,0.1163
230400.0,0.209,0.1163
231300.0,0.209,0.1163
232200.0,0.209,0.1163
233100.0,0.209,0.1163
234000.0,0.209,0.1163
234900.0,0.209,0.1163
235800.0,0.209,0.1163
236700.0,0.209,0.1163
237600.0,0.209,0.1163
238500.0,0.209,0.1163
239400.0,0.209,0.1163
240300.0,0.209,0.1163
241200.0,0.209,0.1163
242100.0,0.209,0.1163
243000.0,0.209,0.1163
243900.0,0.209,0.1163
244800.0,0.209,0.1163
245700.0,0.209,0.1163
246600.0,0.209,0.1163
247500.0,0.209,0.1163
248400.0,0.209,0.1163
249300.0,0.209,0.1163
250200.0,0.209,0.1163
251100.0,0.209,0.1163
252000.0,0.209,0.1163
252900.0,0.209,0.1163
253800.0,0.209,0.1163
254700.0,0.209,0.1163
255600.0,0.209,0.1163
256500.0,0.209,0.1163
257400.0,0.209,0.1163
258300.0,0.209,0.1163
259200.0,0.209,0.1163
260100.0,0.209,0.1163
261000.0,0.209,0.1163
261900.0,0.209,0.1163
262800.0,0.209,0.1163
263700.0,0.209,0.1163
264600.0,0.209,0.1163
265500.0,0.209,0.1163
266400.0,0.209,0.1163
267300.0,0.209,0.1163
268200.0,0.209,0.1163
269100.0,0.209,0.1163
270000.0,0.209,0.1163
270900.0,0.209,0.1163
271800.0,0.209,0.1163
272700.0,0.209,0.1163
273600.0,0.209,0.1163
274500.0,0.209,0.1163
275400.0,0.209,0.1163
276300.0,0.209,0.1163
277200.0,0.209,0.1163
278100.0,0.209,0.1163
279000.0,0.209,0.1163
279900.0,0.209,0.1163
280800.0,0.209,0.1163
281700.0,0.209,0.1163
282600.0,0.209,0.1163
283500.0,0.209,0.1163
284400.0,0.209,0.1163
285300.0,0.209,0.1163
286200.0,0.209,0.1163
287100.0,0.209,0.1163
288000.0,0.209,0.1163
288900.0,0.209,0.1163
289800.0,0.209,0.1163
290700.0,0.209,0.1163
291600.0,0.209,0.1163
292500.0,0.209,0.1163
293400.0,0.209,0.1163
294300.0,0.209,0.1163
295200.0,0.209,0.1163
296100.0,0.209,0.1163
297000.0,0.209,0.1163
297900.0,0.209,0.1163
298800.0,0.209,0.1163
299700.0,0.209,0.1163
300600.0,0.209,0.1163
301500.0,0.209,0.1163
302400.0,0.209,0.1163
303300.0,0.209,0.1163
304200.0,0.209,0.1163
305100.0,0.209,0.1163
306000.0,0.209,0.1163
306900.0,0.209,0.1163
307800.0,0.209,0.1163
308700.0,0.209,0.1163
309600.0,0.209,0.1163
310500.0,0.209,0.1163
311400.0,0.209,0.1163
312300.0,0.209,0.1163
313200.0,0.209,0.1163
314100.0,0.209,0.1163
315000.0,0.209,0.1163
315900.0,0.209,0.1163
316800.0,0.209,0.1163
317700.0,0.209,0.1163
318600.0,0.209,0.1163
319500.0,0.209,0.1163
320400.0,0.209,0.1163
321300.0,0.209,0.1163
322200.0,0.209,0.1163
323100.0,0.209,0.1163
324000.0,0.209,0.1163
324900.0,0.209,0.1163
325800.0,0.209,0.1163
326700.0,0.209,0.1163
327600.0,0.209,0.1163
328500.0,0.209,0.1163
329400.0,0.209,0.1163
330300.0,0.209,0.1163
331200.0,0.209,0.1163
332100.0,0.209,0.1163
333000.0,0.209,0.1163
333900.0,0.209,0.1163
334800.0,0.209,0.1163
335700.0,0.209,0.1163
336600.0,0.209,0.1163
337500.0,0.209,0.1163
338400.0,0.209,0.1163
339300.0,0.209,0.1163
340200.0,0.209,0.1163
341100.0,0.209,0.1163
342000.0,0.209,0.1163
342900.0,0.209,0.1163
343800.0,0.209,0.1163
344700.0,0.209,0.1163
345600.0,0.209,0.1163
346500.0,0.209,0.1163
347400.0,0.209,0.1163
348300.0,0.209,0.1163
349200.0,0.209,0.1163
350100.0,0.209,0.1163
351000.0,0.209,0.1163
351900.0,0.209,0.1163
352800.0,0.209,0.1163
353700.0,0.209,0.1163
354600.0,0.209,0.1163
355500.0,0.209,0.1163
356400.0,0.209,0.1163
357300.0,0.209,0.1163
358200.0,0.209,0.1163
359100.0,0.209,0.1163
360000.0,0.209,0.1163
360900.0,0.209,0.1163
361800.0,0.209,0.1163
362700.0,0.209,0.1163
363600.0,0.209,0.1163
364500.0,0.209,0.1163
365400.0,0.209,0.1163
366300.0,0.209,0.1163
367200.0,0.209,0.1163
368100.0,0.209,0.1163
369000.0,0.209,0.1163
369900.0,0.209,0.1163
370800.0,0.209,0.1163
371700.0,0.209,0.1163
372600.0,0.209,0.1163
373500.0,0.209,0.1163
374400.0,0.209,0.1163
375300.0,0.209,0.1163
376200.0,0.209,0.1163
377100.0,0.209,0.1163
378000.0,0.209,0.1163
378900.0,0.209,0.1163
379800.0,0.209,0.1163
380700.0,0.209,0.1163
381600.0,0.209,0.1163
382500.0,0.209,0.1163
383400.0,0.209,0.1163
384300.0,0.209,0.1163
385200.0,0.209,0.1163
386100.0,0.209,0.1163
387000.0,0.209,0.1163
387900.0,0.209,0.1163
388800.0,0.209,0.1163
389700.0,0.209,0.1163
390600.0,0.209,0.1163
391500.0,0.209,0.1163
392400.0,0.209,0.1163
393300.0,0.209,0.1163
394200.0,0.209,0.1163
395100.0,0.209,0.1163
396000.0,0.209,0.1163
396900.0,0.209,0.1163
397800.0,0.209,0.1163
398700.0,0.209,0.1163
399600.0,0.209,0.1163
400500.0,0.209,0.1163
401400.0,0.209,0.1163
402300.0,0.209,0.1163
403200.0,0.209,0.1163
404100.0,0.209,0.1163
405000.0,0.209,0.1163
405900.0,0.209,0.1163
406800.0,0.209,0.1163
407700.0,0.209,0.1163
408600.0,0.209,0.1163
409500.0,0.209,0.1163
410400.0,0.209,0.1163
411300.0,0.209,0.1163
412200.0,0.209,0.1163
413100.0,0.209,0.1163
414000.0,0.209,0.1163
414900.0,0.209,0.1163
415800.0,0.209,0.1163
416700.0,0.209,0.1163
417600.0,0.209,0.1163
418500.0,0.209,0.1163
419400.0,0.209,0.1163
420300.0,0.209,0.1163
421200.0,0.209,0.1163
422100.0,0.209,0.1163
423000.0,0.209,0.1163
423900.0,0.209,0.1163
424800.0,0.209,0.1163
425700.0,0.209,0.1163
426600.0,0.209,0.1163
427500.0,0.209,0.1163
428400.0,0.209,0.1163
429300.0,0.209,0.1163
430200.0,0.209,0.1163
431100.0,0.209,0.1163
432000.0,0.209,0.1163
432900.0,0.209,0.1163
433800.0,0.209,0.1163
434700.0,0.209,0.1163
435600.0,0.209,0.1163
436500.0,0.209,0.1163
437400.0,0.209,0.1163
438300.0,0.209,0.1163
439200.0,0.209,0.1163
440100.0,0.209,0.1163
441000.0,0.209,0.1163
441900.0,0.209,0.1163
442800.0,0.209,0.1163
443700.0,0.209,0.1163
444600.0,0.209,0.1163
445500.0,0.209,0.1163
446400.0,0.209,0.1163
447300.0,0.209,0.1163
448200.0,0.209,0.1163
449100.0,0.209,0.1163
450000.0,0.209,0.1163
450900.0,0.209,0.1163
451800.0,0.209,0.1163
452700.0,0.209,0.1163
453600.0,0.209,0.1163
454500.0,0.209,0.1163
455400.0,0.209,0.1163
456300.0,0.209,0.1163
457200.0,0.209,0.1163
458100.0,0.209,0.1163
459000.0,0.209,0.1163
459900.0,0.209,0.1163
460800.0,0.209,0.1163
461700.0,0.209,0.1163
462600.0,0.209,0.1163
463500.0,0.209,0.1163
464400.0,0.209,0.1163
465300.0,0.209,0.1163
466200.0,0.209,0.1163
467100.0,0.209,0.1163
468000.0,0.209,0.1163
468900.0,0.209,0.1163
469800.0,0.209,0.1163
470700.0,0.209,0.1163
471600.0,0.209,0.1163
472500.0,0.209,0.1163
473400.0,0.209,0.1163
474300.0,0.209,0.1163
475200.0,0.209,0.1163
476100.0,0.209,0.1163
477000.0,0.209,0.1163
477900.0,0.209,0.1163
478800.0,0.209,0.1163
479700.0,0.209,0.1163
480600.0,0.209,0.1163
481500.0,0.209,0.1163
482400.0,0.209,0.1163
483300.0,0.209,0.1163
484200.0,0.209,0.1163
485100.0,0.209,0.1163
486000.0,0.209,0.1163
486900.0,0.209,0.1163
487800.0,0.209,0.1163
488700.0,0.209,0.1163
489600.0,0.209,0.1163
490500.0,0.209,0.1163
491400.0,0.209,0.1163
492300.0,0.209,0.1163
493200.0,0.209,0.1163
494100.0,0.209,0.1163
495000.0,0.209,0.1163
495900.0,0.209,0.1163
496800.0,0.209,0.1163
497700.0,0.209,0.1163
498600.0,0.209,0.1163
499500.0,0.209,0.1163
500400.0,0.209,0.1163
501300.0,0.209,0.1163
502200.0,0.209,0.1163
503100.0,0.209,0.1163
504000.0,0.209,0.1163
504900.0,0.209,0.1163
505800.0,0.209,0.1163
506700.0,0.209,0.1163
507600.0,0.209,0.1163
508500.0,0.209,0.1163
509400.0,0.209,0.1163
510300.0,0.209,0.1163
511200.0,0.209,0.1163
512100.0,0.209,0.1163
513000.0,0.209,0.1163
513900.0,0.209,0.1163
514800.0,0.209,0.1163
515700.0,0.209,0.1163
516600.0,0.209,0.1163
517500.0,0.209,0.1163
518400.0,0.209,0.1163
519300.0,0.209,0.1163
520200.0,0.209,0.1163
521100.0,0.209,0.1163
522000.0,0.209,0.1163
522900.0,0.209,0.1163
523800.0,0.209,0.1163
524700.0,0.209,0.1163
525600.0,0.209,0.1163
526500.0,0.209,0.1163
527400.0,0.209,0.1163
528300.0,0.209,0.1163
529200.0,0.209,0.1163
530100.0,0.209,0.1163
531000.0,0.209,0.1163
531900.0,0.209,0.1163
532800.0,0.209,0.1163
533700.0,0.209,0.1163
534600.0,0.209,0.1163
535500.0,0.209,0.1163
536400.0,0.209,0.1163
537300.0,0.209,0.1163
538200.0,0.209,0.1163
539100.0,0.209,0.1163
540000.0,0.209,0.1163
540900.0,0.209,0.1163
541800.0,0.209,0.1163
542700.0,0.209,0.1163
543600.0,0.209,0.1163
544500.0,0.209,0.1163
545400.0,0.209,0.1163
546300.0,0.209,0.1163
547200.0,0.209,0.1163
548100.0,0.209,0.1163
549000.0,0.209,0.1163
549900.0,0.209,0.1163
550800.0,0.209,0.1163
551700.0,0.209,0.1163
552600.0,0.209,0.1163
553500.0,0.209,0.1163
554400.0,0.209,0.1163
555300.0,0.209,0.1163
556200.0,0.209,0.1163
557100.0,0.209,0.1163
558000.0,0.209,0.1163
558900.0,0.209,0.1163
559800.0,0.209,0.1163
560700.0,0.209,0.1163
561600.0,0.209,0.1163
562500.0,0.209,0.1163
563400.0,0.209,0.1163
564300.0,0.209,0.1163
565200.0,0.209,0.1163
566100.0,0.209,0.1163
567000.0,0.209,0.1163
567900.0,0.209,0.1163
568800.0,0.209,0.1163
569700.0,0.209,0.1163
570600.0,0.209,0.1163
571500.0,0.209,0.1163
572400.0,0.209,0.1163
573300.0,0.209,0.1163
574200.0,0.209,0.1163
575100.0,0.209,0.1163
576000.0,0.209,0.1163
576900.0,0.209,0.1163
577800.0,0.209,0.1163
578700.0,0.209,0.1163
579600.0,0.209,0.1163
580500.0,0.209,0.1163
581400.0,0.209,0.1163
582300.0,0.209,0.1163
583200.0,0.209,0.1163
584100.0,0.209,0.1163
585000.0,0.209,0.1163
585900.0,0.209,0.1163
586800.0,0.209,0.1163
587700.0,0.209,0.1163
588600.0,0.209,0.1163
589500.0,0.209,0.1163
590400.0,0.209,0.1163
591300.0,0.209,0.1163
592200.0,0.209,0.1163
593100.0,0.209,0.1163
594000.0,0.209,0.1163
594900.0,0.209,0.1163
595800.0,0.209,0.1163
596700.0,0.209,0.1163
597600.0,0.209,0.1163
598500.0,0.209,0.1163
599400.0,0.209,0.1163
600300.0,0.209,0.1163
601200.0,0.209,0.1163
602100.0,0.209,0.1163
603000.0,0.209,0.1163
603900.0,0.209,0.1163
604800.0,0.209,0.1163
605700.0,0.209,0.1163
606600.0,0.209,0.1163
607500.0,0.209,0.1163
608400.0,0.209,0.1163
609300.0,0.209,0.1163
610200.0,0.209,0.1163
611100.0,0.209,0.1163
612000.0,0.209,0.1163
612900.0,0.209,0.1163
613800.0,0.209,0.1163
614700.0,0.209,0.1163
615600.0,0.209,0.1163
616500.0,0.209,0.1163
617400.0,0.209,0.1163
618300.0,0.209,0.1163
619200.0,0.209,0.1163
620100.0,0.209,0.1163
621000.0,0.209,0.1163
621900.0,0.209,0.1163
622800.0,0.209,0.1163
623700.0,0.209,0.1163
624600.0,0.209,0.1163
625500.0,0.209,0.1163
626400.0,0.209,0.1163
627300.0,0.209,0.1163
628200.0,0.209,0.1163
629100.0,0.209,0.1163
630000.0,0.209,0.1163
630900.0,0.209,0.1163
631800.0,0.209,0.1163
632700.0,0.209,0.1163
633600.0,0.209,0.1163
634500.0,0.209,0.1163
635400.0,0.209,0.1163
636300.0,0.209,0.1163
637200.0,0.209,0.1163
638100.0,0.209,0.1163
639000.0,0.209,0.1163
639900.0,0.209,0.1163
640800.0,0.209,0.1163
641700.0,0.209,0.1163
642600.0,0.209,0.1163
643500.0,0.209,0.1163
644400.0,0.209,0.1163
645300.0,0.209,0.1163
646200.0,0.209,0.1163
647100.0,0.209,0.1163
648000.0,0.209,0.1163
648900.0,0.209,0.1163
649800.0,0.209,0.1163
650700.0,0.209,0.1163
651600.0,0.209,0.1163
652500.0,0.209,0.1163
653400.0,0.209,0.1163
654300.0,0.209,0.1163
655200.0,0.209,0.1163
656100.0,0.209,0.1163
657000.0,0.209,0.1163
657900.0,0.209,0.1163
658800.0,0.209,0.1163
659700.0,0.209,0.1163
660600.0,0.209,0.1163
661500.0,0.209,0.1163
662400.0,0.209,0.1163
663300.0,0.209,0.1163
664200.0,0.209,0.1163
665100.0,0.209,0.1163
666000.0,0.209,0.1163
666900.0,0.209,0.1163
667800.0,0.209,0.1163
668700.0,0.209,0.1163
669600.0,0.209,0.1163
670500.0,0.209,0.1163
671400.0,0.209,0.1163
672300.0,0.209,0.1163
673200.0,0.209,0.1163
674100.0,0.209,0.1163
675000.0,0.209,0.1163
675900.0,0.209,0.1163
676800.0,0.209,0.1163
677700.0,0.209,0.1163
678600.0,0.209,0.1163
679500.0,0.209,0.1163
680400.0,0.209,0.1163
681300.0,0.209,0.1163
682200.0,0.209,0.1163
683100.0,0.209,0.1163
684000.0,0.209,0.1163
684900.0,0.209,0.1163
685800.0,0.209,0.1163
686700.0,0.209,0.1163
687600.0,0.209,0.1163
688500.0,0.209,0.1163
689400.0,0.209,0.1163
690300.0,0.209,0.1163
691200.0,0.209,0.1163
692100.0,0.209,0.1163
693000.0,0.209,0.1163
693900.0,0.209,0.1163
694800.0,0.209,0.1163
695700.0,0.209,0.1163
696600.0,0.209,0.1163
697500.0,0.209,0.1163
698400.0,0.209,0.1163
699300.0,0.209,0.1163
700200.0,0.209,0.1163
701100.0,0.209,0.1163
702000.0,0.209,0.1163
702900.0,0.209,0.1163
703800.0,0.209,0.1163
704700.0,0.209,0.1163
705600.0,0.209,0.1163
706500.0,0.209,0.1163
707400.0,0.209,0.1163
708300.0,0.209,0.1163
709200.0,0.209,0.1163
710100.0,0.209,0.1163
711000.0,0.209,0.1163
711900.0,0.209,0.1163
712800.0,0.209,0.1163
713700.0,0.209,0.1163
714600.0,0.209,0.1163
715500.0,0.209,0.1163
716400.0,0.209,0.1163
717300.0,0.209,0.1163
718200.0,0.209,0.1163
719100.0,0.209,0.1163
720000.0,0.209,0.1163
720900.0,0.209,0.1163
721800.0,0.209,0.1163
722700.0,0.209,0.1163
723600.0,0.209,0.1163
724500.0,0.209,0.1163
725400.0,0.209,0.1163
726300.0,0.209,0.1163
727200.0,0.209,0.1163
728100.0,0.209,0.1163
729000.0,0.209,0.1163
729900.0,0.209,0.1163
730800.0,0.209,0.1163
731700.0,0.209,0.1163
732600.0,0.209,0.1163
733500.0,0.209,0.1163
734400.0,0.209,0.1163
735300.0,0.209,0.1163
736200.0,0.209,0.1163
737100.0,0.209,0.1163
738000.0,0.209,0.1163
738900.0,0.209,0.1163
739800.0,0.209,0.1163
740700.0,0.209,0.1163
741600.0,0.209,0.1163
742500.0,0.209,0.1163
743400.0,0.209,0.1163
744300.0,0.209,0.1163
745200.0,0.209,0.1163
746100.0,0.209,0.1163
747000.0,0.209,0.1163
747900.0,0.209,0.1163
748800.0,0.209,0.1163
749700.0,0.209,0.1163
750600.0,0.209,0.1163
751500.0,0.209,0.1163
752400.0,0.209,0.1163
753300.0,0.209,0.1163
754200.0,0.209,0.1163
755100.0,0.209,0.1163
756000.0,0.209,0.1163
756900.0,0.209,0.1163
757800.0,0.209,0.1163
758700.0,0.209,0.1163
759600.0,0.209,0.1163
760500.0,0.209,0.1163
761400.0,0.209,0.1163
762300.0,0.209,0.1163
763200.0,0.209,0.1163
764100.0,0.209,0.1163
765000.0,0.209,0.1163
765900.0,0.209,0.1163
766800.0,0.209,0.1163
767700.0,0.209,0.1163
768600.0,0.209,0.1163
769500.0,0.209,0.1163
770400.0,0.209,0.1163
771300.0,0.209,0.1163
772200.0,0.209,0.1163
773100.0,0.209,0.1163
774000.0,0.209,0.1163
774900.0,0.209,0.1163
775800.0,0.209,0.1163
776700.0,0.209,0.1163
777600.0,0.209,0.1163
778500.0,0.209,0.1163
779400.0,0.209,0.1163
780300.0,0.209,0.1163
781200.0,0.209,0.1163
782100.0,0.209,0.1163
783000.0,0.209,0.1163
783900.0,0.209,0.1163
784800.0,0.209,0.1163
785700.0,0.209,0.1163
786600.0,0.209,0.1163
787500.0,0.209,0.1163
788400.0,0.209,0.1163
789300.0,0.209,0.1163
790200.0,0.209,0.1163
791100.0,0.209,0.1163
792000.0,0.209,0.1163
792900.0,0.209,0.1163
793800.0,0.209,0.1163
794700.0,0.209,0.1163
795600.0,0.209,0.1163
796500.0,0.209,0.1163
797400.0,0.209,0.1163
798300.0,0.209,0.1163
799200.0,0.209,0.1163
800100.0,0.209,0.1163
801000.0,0.209,0.1163
801900.0,0.209,0.1163
802800.0,0.209,0.1163
803700.0,0.209,0.1163
804600.0,0.209,0.1163
805500.0,0.209,0.1163
806400.0,0.209,0.1163
807300.0,0.209,0.1163
808200.0,0.209,0.1163
809100.0,0.209,0.1163
810000.0,0.209,0.1163
810900.0,0.209,0.1163
811800.0,0.209,0.1163
812700.0,0.209,0.1163
813600.0,0.209,0.1163
814500.0,0.209,0.1163
815400.0,0.209,0.1163
816300.0,0.209,0.1163
817200.0,0.209,0.1163
818100.0,0.209,0.1163
819000.0,0.209,0.1163
819900.0,0.209,0.1163
820800.0,0.209,0.1163
821700.0,0.209,0.1163
822600.0,0.209,0.1163
823500.0,0.209,0.1163
824400.0,0.209,0.1163
825300.0,0.209,0.1163
826200.0,0.209,0.1163
827100.0,0.209,0.1163
828000.0,0.209,0.1163
828900.0,0.209,0.1163
829800.0,0.209,0.1163
830700.0,0.209,0.1163
831600.0,0.209,0.1163
832500.0,0.209,0.1163
833400.0,0.209,0.1163
834300.0,0.209,0.1163
835200.0,0.209,0.1163
836100.0,0.209,0.1163
837000.0,0.209,0.1163
837900.0,0.209,0.1163
838800.0,0.209,0.1163
839700.0,0.209,0.1163
840600.0,0.209,0.1163
841500.0,0.209,0.1163
842400.0,0.209,0.1163
843300.0,0.209,0.1163
844200.0,0.209,0.1163
845100.0,0.209,0.1163
846000.0,0.209,0.1163
846900.0,0.209,0.1163
847800.0,0.209,0.1163
848700.0,0.209,0.1163
849600.0,0.209,0.1163
850500.0,0.209,0.1163
851400.0,0.209,0.1163
852300.0,0.209,0.1163
853200.0,0.209,0.1163
854100.0,0.209,0.1163
855000.0,0.209,0.1163
855900.0,0.209,0.1163
856800.0,0.209,0.1163
857700.0,0.209,0.1163
858600.0,0.209,0.1163
859500.0,0.209,0.1163
860400.0,0.209,0.1163
861300.0,0.209,0.1163
862200.0,0.209,0.1163
863100.0,0.209,0.1163
864000.0,0.209,0.1163
864900.0,0.209,0.1163
865800.0,0.209,0.1163
866700.0,0.209,0.1163
867600.0,0.209,0.1163
868500.0,0.209,0.1163
869400.0,0.209,0.1163
870300.0,0.209,0.1163
871200.0,0.209,0.1163
872100.0,0.209,0.1163
873000.0,0.209,0.1163
873900.0,0.209,0.1163
874800.0,0.209,0.1163
875700.0,0.209,0.1163
876600.0,0.209,0.1163
877500.0,0.209,0.1163
878400.0,0.209,0.1163
879300.0,0.209,0.1163
880200.0,0.209,0.1163
881100.0,0.209,0.1163
882000.0,0.209,0.1163
882900.0,0.209,0.1163
883800.0,0.209,0.1163
884700.0,0.209,0.1163
885600.0,0.209,0.1163
886500.0,0.209,0.1163
887400.0,0.209,0.1163
888300.0,0.209,0.1163
889200.0,0.209,0.1163
890100.0,0.209,0.1163
891000.0,0.209,0.1163
891900.0,0.209,0.1163
892800.0,0.209,0.1163
893700.0,0.209,0.1163
894600.0,0.209,0.1163
895500.0,0.209,0.1163
