Time,heating_cooling.heapro.Q_flow,heating_cooling.coopro.Q_flow
4238397.5,0,-0
4238997.5,0,-0
4239597.5,0,-0
4240197.5,0,-0
4240797.5,0,-0
4240800,0,-0
4240800,0,-0
4241397.5,0,-0
4241997.5,0,-0
4242597.5,0,-0
4243197.5,0,-0
4243797.5,0,-0
4244397.5,0,-0
4244400,0,-0
4244400,0,-0
4244997.5,0,-0
4245597.5,0,-0
4246197.5,0,-0
4246797.5,0,-0
4247397.5,0,-0
4247997.5,0,-0
4248000,0,-0
4248000,0,-0
4248597.5,0,-0
4249197.5,0,-0
4249797.5,0,-0
4250397.5,0,-0
4250997.5,0,-0
4251597.5,0,-0
4251600,0,-0
4251600,0,-0
4252197.5,0,-0
4252797.5,0,-0
4253397.5,0,-0
4253997.5,0,-0
4254597.5,0,-0
4255197.5,0,-0
4255200,0,-0
4255200,44652.703,-2.4049582
4255797.5,91702.6,-2.3328536
4256397.5,96606.16,-2.3215256
4256997.5,78153.15,-2.3184562
4257597.5,57391.543,-2.316473
4258197.5,64134.875,-2.3146515
4258797.5,72394.055,-2.3128648
4258800,72405.73,-2.3128567
4258800,72405.73,-2.3128567
4258838.5,76773.93,-2.3228717
4258838.5,76773.93,-2.3228717
4258849.5,77691.164,-2.3253758
4258849.5,77691.164,-2.3253758
4259397.5,80795.086,-2.379195
4259997.5,55352.414,-2.3877027
4260597.5,54203.305,-2.3877301
4261197.5,61672.652,-2.3864272
4261797.5,60358.668,-2.3848052
4262397.5,55430.383,-2.3830304
4262400,55414.88,-2.383022
4262400,55414.88,-2.383022
4262997.5,48966.77,-2.381248
4263597.5,42272.848,-2.379424
4264197.5,41274.03,-2.377584
4264663.5,40606.797,-2.376161
4264663.5,40606.797,-2.376161
4264693,40517.582,-2.37607
4264693,40517.582,-2.37607
4264797.5,40171.434,-2.375752
4265397.5,37513.445,-2.373899
4265997.5,37773.176,-2.3719964
4266000,37775.164,-2.3719878
4266000,37775.164,-2.3719878
4266597.5,34567.43,-2.3701172
4267197.5,33405.863,-2.368286
4267797.5,33729.348,-2.3664732
4268397.5,32956.28,-2.3646476
4268997.5,31817.336,-2.3627965
4269597.5,30597.186,-2.360915
4269600,30591.688,-2.3609064
4269600,30591.688,-2.3609064
4270197.5,29380.69,-2.3590176
4270797.5,28144.193,-2.3571193
4271397.5,26909.861,-2.355219
4271997.5,25691.125,-2.3533175
4272597.5,24500.518,-2.3514152
4273197.5,23351.293,-2.3495123
4273200,23346.17,-2.3495035
4273200,23346.17,-2.3495035
4273797.5,22256.91,-2.3476086
4274397.5,21226.96,-2.345704
4274997.5,20268.107,-2.3437989
4275597.5,19386.268,-2.3418927
4276197.5,18586.44,-2.3399847
4276797.5,17871.773,-2.3380747
4276800,17868.71,-2.338066
4276800,17868.71,-2.338066
4277397.5,17320.658,-2.3361435
4277997.5,16942.645,-2.3342109
4278597.5,16666.498,-2.3322902
4279197.5,16481.95,-2.330377
4279797.5,16383.927,-2.328469
4280397.5,16367.354,-2.3265653
4280400,16367.455,-2.3265564
4280400,16367.455,-2.3265564
4280997.5,16435.357,-2.3246627
4281597.5,16614.863,-2.3227565
4282197.5,16885.744,-2.3208551
4282797.5,17200.299,-2.3189664
4283397.5,17500.66,-2.3170948
4283997.5,17726.258,-2.3152432
4284000,17727.023,-2.315235
4284000,17727.023,-2.315235
4284597.5,17759.594,-2.3134263
4285197.5,17651.436,-2.3116033
4285797.5,17508.19,-2.3097625
4286397.5,17349.982,-2.3079123
4286997.5,17182.238,-2.3060586
4287597.5,17009.594,-2.304204
4287600,17008.795,-2.3041954
4287600,17008.795,-2.3041954
4288197.5,16891.771,-2.3023353
4288797.5,16759.875,-2.3004835
4289397.5,16548.941,-2.2986462
4289997.5,16304.975,-2.296805
4290597.5,16094.047,-2.29495
4291197.5,15989.762,-2.2930765
4291200,15989.645,-2.2930677
4291200,15989.645,-2.2930677
4291797.5,16265.246,-2.2911339
4292397.5,16826.803,-2.289209
4292997.5,17396.521,-2.287335
4293597.5,17926.043,-2.285489
4294197.5,18409.42,-2.2836561
4294797.5,18848.756,-2.2818289
4294800,18850.67,-2.2818205
4294800,18850.67,-2.2818205
4295397.5,19397.225,-2.2799659
4295997.5,20059.598,-2.2781062
4296461.5,20555.164,-2.2766845
4296461.5,20555.164,-2.2766845
4296531,20626.924,-2.276473
4296531,20626.924,-2.276473
4296597.5,20695.174,-2.2762706
4297197,21289.904,-2.2744462
4297797,21852.785,-2.2726252
4298397,22391.547,-2.2708044
4298400,22393.969,-2.270796
4298400,22393.969,-2.270796
4298997,22993.19,-2.2689643
4299597,23682.37,-2.2671213
4300197,24381.838,-2.26529
4300797,25064.031,-2.2634683
4301397,25705.674,-2.261655
4301997,26285.51,-2.2598495
4302000,26287.998,-2.2598414
4302000,0,-0
4302597,0,-0
4303197,0,-0
4303797,0,-0
4304397,0,-0
4304997,0,-0
4305597,0,-0
4305600,0,-0
4305600,0,-0
4306197,0,-0
4306797,0,-0
4307397,0,-0
4307997,0,-0
4308597,0,-0
4309197,0,-0
4309200,0,-0
4309200,0,-0
4309797,0,-0
4310397,0,-0
4310997,0,-0
4311597,0,-0
4312197,0,-0
4312797,0,-0
4312800,0,-0
4312800,0,-0
4313397,0,-0
4313997,0,-0
4314597,0,-0
4315197,0,-0
4315797,0,-0
4316397,0,-0
4316400,0,-0
4316400,0,-0
4316997,0,-0
4317597,0,-0
4318197,0,-0
4318797,0,-0
4319397,0,-0
4319997,0,-0
4320000,0,-0
4320000,0,-0
4320597,0,-0
4321197,0,-0
4321797,0,-0
4322397,0,-0
4322997,0,-0
4323597,0,-0
4323600,0,-0
4323600,0,-0
4324197,0,-0
4324797,0,-0
4325397,0,-0
4325997,0,-0
4326597,0,-0
4327197,0,-0
4327200,0,-0
4327200,0,-0
4327797,0,-0
4328397,0,-0
4328997,0,-0
4329597,0,-0
4330197,0,-0
4330797,0,-0
4330800,0,-0
4330800,0,-0
4331397,0,-0
4331997,0,-0
4332597,0,-0
4333197,0,-0
4333797,0,-0
4334397,0,-0
4334400,0,-0
4334400,0,-0
4334997,0,-0
4335597,0,-0
4336197,0,-0
4336797,0,-0
4337397,0,-0
4337997,0,-0
4338000,0,-0
4338000,0,-0
4338597,0,-0
4339197,0,-0
4339797,0,-0
4340397,0,-0
4340997,0,-0
4341597,0,-0
4341600,0,-0
4341600,0,-0
4342197,0,-0
4342797,0,-0
4343397,0,-0
4343997,0,-0
4344597,0,-0
4345197,0,-0
4345200,0,-0
4345200,0,-0
4345797,0,-0
4346397,0,-0
4346997,0,-0
4347597,0,-0
4348197,0,-0
4348797,0,-0
4348800,0,-0
4348800,0,-0
4349397,0,-0
4349997,0,-0
4350597,0,-0
4351197,0,-0
4351797,0,-0
4352397,0,-0
4352400,0,-0
4352400,0,-0
4352997,0,-0
4353597,0,-0
4354197,0,-0
4354797,0,-0
4355397,0,-0
4355997,0,-0
4356000,0,-0
4356000,0,-0
4356089.5,0,-0
4356089.5,0,-0
4356229.5,0,-0
4356229.5,0,-0
4356597,0,-0
4357197,0,-0
4357797,0,-0
4358397,0,-0
4358997,0,-0
4359597,0,-0
4359600,0,-0
4359600,0,-0
4360197,0,-0
4360797,0,-0
4361397,0,-0
4361997,0,-0
4362597,0,-0
4363197,0,-0
4363200,0,-0
4363200,0,-0
4363797,0,-0
4364397,0,-0
4364997,0,-0
4365597,0,-0
4366197,0,-0
4366797,0,-0
4366800,0,-0
4366800,0,-0
4367397,0,-0
4367997,0,-0
4368597,0,-0
4369197,0,-0
4369797,0,-0
4370397,0,-0
4370400,0,-0
4370400,0,-0
4370997,0,-0
4371597,0,-0
4372197,0,-0
4372797,0,-0
4373397,0,-0
4373997,0,-0
4374000,0,-0
4374000,0,-0
4374597,0,-0
4375197,0,-0
4375797,0,-0
4376397,0,-0
4376526,0,-0
4376526,0,-0
4376736.5,0,-0
4376736.5,0,-0
4376997,0,-0
4377597,0,-0
4377600,0,-0
4377600,0,-0
4378197,0,-0
4378797,0,-0
4379397,0,-0
4379997,0,-0
4380597,0,-0
4381197,0,-0
4381200,0,-0
4381200,0,-0
4381797,0,-0
4382397,0,-0
4382997,0,-0
4383597,0,-0
4384197,0,-0
4384797,0,-0
4384800,0,-0
4384800,0,-0
4385397,0,-0
4385997,0,-0
4386597,0,-0
4387197,0,-0
4387797,0,-0
4388397,0,-0
4388400,0,-0
4388400,0,-0
4388997,0,-0
4389597,0,-0
4390197,0,-0
4390797,0,-0
4391397,0,-0
4391997,0,-0
4392000,0,-0
4392000,0,-0
4392597,0,-0
4393197,0,-0
4393797,0,-0
4394397,0,-0
4394997,0,-0
4395597,0,-0
4395600,0,-0
4395600,0,-0
4396197,0,-0
4396797,0,-0
4397397,0,-0
4397997,0,-0
4398597,0,-0
4399197,0,-0
4399200,0,-0
4399200,0,-0
4399797,0,-0
4400397,0,-0
4400997,0,-0
4401597,0,-0
4402197,0,-0
4402797,0,-0
4402800,0,-0
4402800,0,-0
4403397,0,-0
4403997,0,-0
4404597,0,-0
4405197,0,-0
4405797,0,-0
4406397,0,-0
4406400,0,-0
4406400,0,-0
4406997,0,-0
4407597,0,-0
4408197,0,-0
4408797,0,-0
4409397,0,-0
4409997,0,-0
4410000,0,-0
4410000,0,-0
4410597,0,-0
4411197,0,-0
4411797,0,-0
4412397,0,-0
4412997,0,-0
4413597,0,-0
4413600,0,-0
4413600,0,-0
4414197,0,-0
4414797,0,-0
4415397,0,-0
4415997,0,-0
4416597,0,-0
4417197,0,-0
4417200,0,-0
4417200,0,-0
4417797,0,-0
4418397,0,-0
4418997,0,-0
4419597,0,-0
4420197,0,-0
4420797,0,-0
4420800,0,-0
4420800,0,-0
4421397,0,-0
4421997,0,-0
4422597,0,-0
4423197,0,-0
4423797,0,-0
4424397,0,-0
4424400,0,-0
4424400,0,-0
4424997,0,-0
4425597,0,-0
4426197,0,-0
4426797,0,-0
4427397,0,-0
4427997,0,-0
4428000,0,-0
4428000,0,-0
4428597,0,-0
4429197,0,-0
4429797,0,-0
4430397,0,-0
4430997,0,-0
4431597,0,-0
4431600,0,-0
4431600,0,-0
4432197,0,-0
4432797,0,-0
4433397,0,-0
4433997,0,-0
4434597,0,-0
4435197,0,-0
4435200,0,-0
4435200,0,-0
4435797,0,-0
4436397,0,-0
4436997,0,-0
4437597,0,-0
4438197,0,-0
4438797,0,-0
4438800,0,-0
4438800,0,-0
4439397,0,-0
4439997,0,-0
4440597,0,-0
4441197,0,-0
4441797,0,-0
4442397,0,-0
4442400,0,-0
4442400,0,-0
4442997,0,-0
4443597,0,-0
4444197,0,-0
4444797,0,-0
4445397,0,-0
4445997,0,-0
4446000,0,-0
4446000,0,-0
4446597,0,-0
4447197,0,-0
4447680.5,0,-0
4447680.5,0,-0
4447797,0,-0
4447808,0,-0
4447808,0,-0
4448397,0,-0
4448997,0,-0
4449597,0,-0
4449600,0,-0
4449600,0,-0
4450197,0,-0
4450797,0,-0
4451397,0,-0
4451997,0,-0
4452597,0,-0
4453197,0,-0
4453200,0,-0
4453200,0,-0
4453797,0,-0
4454397,0,-0
4454997,0,-0
4455597,0,-0
4456197,0,-0
4456797,0,-0
4456800,0,-0
4456800,0,-0
4457397,0,-0
4457997,0,-0
4458597,0,-0
4459197,0,-0
4459797,0,-0
4460397,0,-0
4460400,0,-0
4460400,0,-0
4460997,0,-0
4461597,0,-0
4462197,0,-0
4462797,0,-0
4463397,0,-0
4463997,0,-0
4464000,0,-0
4464000,0,-0
4464597,0,-0
4464927.5,0,-0
4464927.5,0,-0
4464990.5,0,-0
4464990.5,0,-0
4465197,0,-0
4465797,0,-0
4466397,0,-0
4466997,0,-0
4467597,0,-0
4467600,0,-0
4467600,0,-0
4468197,0,-0
4468797,0,-0
4469397,0,-0
4469997,0,-0
4470597,0,-0
4471197,0,-0
4471200,0,-0
4471200,0,-0
4471797,0,-0
4472397,0,-0
4472997,0,-0
4473597,0,-0
4474197,0,-0
4474797,0,-0
4474800,0,-0
4474800,0,-0
4475397,0,-0
4475997,0,-0
4476597,0,-0
4477197,0,-0
4477797,0,-0
4478397,0,-0
4478400,0,-0
4478400,0,-0
4478997,0,-0
4479597,0,-0
4480197,0,-0
4480797,0,-0
4481397,0,-0
4481997,0,-0
4482000,0,-0
4482000,0,-0
4482597,0,-0
4483197,0,-0
4483797,0,-0
4484397,0,-0
4484997,0,-0
4485597,0,-0
4485600,0,-0
4485600,0,-0
4486197,0,-0
4486797,0,-0
4487397,0,-0
4487997,0,-0
4488597,0,-0
4489197,0,-0
4489200,0,-0
4489200,0,-0
4489797,0,-0
4490397,0,-0
4490997,0,-0
4491597,0,-0
4492197,0,-0
4492797,0,-0
4492800,0,-0
4492800,0,-0
4493397,0,-0
4493997,0,-0
4494597,0,-0
4495197,0,-0
4495797,0,-0
4496397,0,-0
4496400,0,-0
4496400,0,-0
4496997,0,-0
4497597,0,-0
4498197,0,-0
4498797,0,-0
4499397,0,-0
4499997,0,-0
4500000,0,-0
4500000,0,-0
4500597,0,-0
4501197,0,-0
4501797,0,-0
4502397,0,-0
4502997,0,-0
4503597,0,-0
4503600,0,-0
4503600,0,-0
4504197,0,-0
4504797,0,-0
4505397,0,-0
4505997,0,-0
4506597,0,-0
4507197,0,-0
4507200,0,-0
4507200,26287.998,-2.2598414
4507797,70432.08,-2.1879423
4508397,81263.69,-2.1767342
4508997,81888.99,-2.173779
4509597,81345.734,-2.1719353
4510197,80763.05,-2.1702442
4510797,79232.25,-2.1685758
4510800,79208.7,-2.168568
4510800,79208.7,-2.168568
4511397,71111.43,-2.1669133
4511997,64377.76,-2.1652532
4512597,65172,-2.163595
4513197,68363.875,-2.1619382
4513797,68664.09,-2.1602836
4514397,66674.22,-2.1586304
4514400,66664.36,-2.1586225
4514400,66664.36,-2.1586225
4514997,65365.586,-2.156979
4515597,65606.46,-2.1553292
4516197,66102.95,-2.1536808
4516797,65913.14,-2.152034
4517397,65376.004,-2.1503887
4517997,65133.3,-2.148745
4518000,65133.203,-2.1487372
4518000,65133.203,-2.1487372
4518003.5,65493.04,-2.1496572
4518003.5,65493.04,-2.1496572
4518003.5,65523.793,-2.1497266
4518003.5,65523.793,-2.1497266
4518016.5,66564.53,-2.153049
4518016.5,66564.53,-2.153049
4518018.5,66664.555,-2.153583
4518018.5,66664.555,-2.153583
4518597,72401.86,-2.2147677
4519197,62189.793,-2.2238088
4519797,53178.152,-2.2241607
4520397,53392.64,-2.2230427
4520997,56359.766,-2.2216282
4521597,55963.367,-2.220106
4521600,55953.863,-2.2200985
4521600,55953.863,-2.2200985
4522197,46431.387,-2.2185373
4522797,37264.344,-2.2168236
4523397,36918.625,-2.2150884
4523997,39511.883,-2.2133932
4524597,39445.96,-2.2117069
4525197,37854.27,-2.2100074
4525200,37847.953,-2.2099993
4525200,37847.953,-2.2099993
4525797,36508.797,-2.2083158
4526397,35571.69,-2.2066295
4526997,35245.89,-2.2049441
4527597,34840.3,-2.203259
4528197,34150.984,-2.2015698
4528797,33472.727,-2.199876
4528800,33469.82,-2.199868
4528800,33469.82,-2.199868
4529397,32204.168,-2.1981876
4529997,30673.021,-2.1964927
4530597,30170.863,-2.1947963
4531197,29932.053,-2.1931052
4531797,29285.117,-2.1914155
4532397,28531.611,-2.1897254
4532400,28528.371,-2.1897173
4532400,28528.371,-2.1897173
4532997,27943.354,-2.1880379
4533597,27385.312,-2.1863546
4534197,26739.598,-2.184673
4534797,26062.668,-2.1829917
4535397,25419.059,-2.18131
4535997,24802.033,-2.1796277
4536000,24799.07,-2.1796196
4536000,24799.07,-2.1796196
4536597,25672.34,-2.1779315
4537197,26937.867,-2.1762547
4537797,26082.496,-2.1745822
4538397,24869.08,-2.1728954
4538997,24671.873,-2.1711998
4539597,24833.309,-2.1694965
4539600,24833.725,-2.1694884
4539600,24833.725,-2.1694884
4539756.5,24846.424,-2.169042
4539756.5,24846.424,-2.169042
4539780.5,24846.543,-2.168974
4539780.5,24846.543,-2.168974
4540197,24818.742,-2.1677854
4540797,24879.844,-2.166081
4541397,25194.664,-2.1643877
4541997,25598.727,-2.1627042
4542597,25985.174,-2.1610284
4543197,26387.354,-2.1593595
4543200,26389.387,-2.1593513
4543200,26389.387,-2.1593513
4543797,25416.531,-2.1577096
4544397,24071.293,-2.1560469
4544997,24800.78,-2.1543803
4545597,25923.566,-2.1527226
4546197,26156.037,-2.1510663
4546797,26271.762,-2.1494095
4546800,26273.28,-2.1494014
4546800,26273.28,-2.1494014
4547397,28268.21,-2.1477473
4547997,30447.084,-2.1461134
4548597,30007.586,-2.1444867
4549197,29453.943,-2.14285
4549797,29914.51,-2.141209
4550397,30325.984,-2.139562
4550400,30326.969,-2.1395538
4550400,30326.969,-2.1395538
4550997,35193.945,-2.1378627
4551597,41165.34,-2.1361935
4552197,40926.695,-2.134542
4552797,39582.93,-2.1328838
4553397,40725.8,-2.131244
4553581.5,41240.965,-2.1307456
4553581.5,41240.965,-2.1307456
4553643,41395.9,-2.1305797
4553643,41395.9,-2.1305797
4553997,41996.316,-2.1296306
4554000,41998.953,-2.129623
4554000,41998.953,-2.129623
4554597,44954.066,-2.1280017
4555197,52236.637,-2.126455
4555797,55672.836,-2.1249604
4556397,53704.07,-2.1234365
4556997,52180.8,-2.121881
4557597,53100.26,-2.1203225
4557600,53106.695,-2.1203148
4557600,53106.695,-2.1203148
4558197,56708.117,-2.1187575
4558797,60276.96,-2.1172168
4559397,59604.926,-2.115676
4559997,58190.17,-2.1141188
4560597,58659.566,-2.1125638
4561197,59608.195,-2.111018
4561200,59611.027,-2.1110103
4561200,0,-0
4561797,0,-0
4562397,0,-0
4562997,0,-0
4563597,0,-0
4564197,0,-0
4564797,0,-0
4564800,0,-0
4564800,0,-0
4565397,0,-0
4565997,0,-0
4566597,0,-0
4567197,0,-0
4567797,0,-0
4568397,0,-0
4568400,0,-0
4568400,0,-0
4568997,0,-0
4569597,0,-0
4570197,0,-0
4570797,0,-0
4571397,0,-0
4571997,0,-0
4572000,0,-0
4572000,0,-0
4572597,0,-0
4573197,0,-0
4573797,0,-0
4574397,0,-0
4574997,0,-0
4575597,0,-0
4575600,0,-0
4575600,0,-0
4576197,0,-0
4576797,0,-0
4577397,0,-0
4577997,0,-0
4578597,0,-0
4579197,0,-0
4579200,0,-0
4579200,0,-0
4579797,0,-0
4580397,0,-0
4580997,0,-0
4581597,0,-0
4582197,0,-0
4582797,0,-0
4582800,0,-0
4582800,0,-0
4583397,0,-0
4583997,0,-0
4584597,0,-0
4585197,0,-0
4585797,0,-0
4586397,0,-0
4586400,0,-0
4586400,0,-0
4586997,0,-0
4587597,0,-0
4588197,0,-0
4588797,0,-0
4589397,0,-0
4589997,0,-0
4590000,0,-0
4590000,0,-0
4590597,0,-0
4591197,0,-0
4591797,0,-0
4592397,0,-0
4592997,0,-0
4593597,0,-0
4593600,0,-0
4593600,0,-0
4594197,0,-0
4594797,0,-0
4595397,0,-0
4595997,0,-0
4596597,0,-0
4597197,0,-0
4597200,0,-0
4597200,0,-0
4597797,0,-0
4598397,0,-0
4598997,0,-0
4599597,0,-0
4600197,0,-0
4600797,0,-0
4600800,0,-0
4600800,59611.027,-2.1110103
4601397,93228.734,-2.0391564
4601997,96113.945,-2.0280576
4602597,95330.03,-2.0252273
4603197,94295.78,-2.023506
4603797,93420.08,-2.0219367
4604397,92699.04,-2.020391
4604400,92695.8,-2.0203834
4604400,92695.8,-2.0203834
4604997,116670.05,-2.0896175
4605597,108372.836,-2.0976057
4606197,81747.29,-2.097172
4606797,66180.336,-2.095594
4607397,70494.36,-2.094011
4607997,72354.87,-2.0925136
4608000,72334,-2.0925062
4608000,72334,-2.0925062
4608597,55445.99,-2.0910165
4609197,39884.023,-2.0893712
4609797,38956.12,-2.08774
4610348,40026.152,-2.086294
4610348,40026.152,-2.086294
4610360.5,40008.766,-2.0862603
4610360.5,40008.766,-2.0862603
4610397,39947.754,-2.0861652
4610997,37127.742,-2.084591
4611597,34447.07,-2.0830016
4611600,34439.547,-2.082994
4611600,34439.547,-2.082994
4612197,32686.37,-2.081423
4612797,29901.133,-2.0798283
4613397,28852.121,-2.0781841
4613997,28252.4,-2.0765362
4614597,27908.791,-2.0748892
4615197,27550.17,-2.0732417
4615200,27548.297,-2.0732336
4615200,27548.297,-2.0732336
4615797,27093.32,-2.0716064
4616397,26469.652,-2.0699842
4616997,25734.03,-2.068357
4617597,24958.371,-2.066716
4618197,24221.338,-2.0650568
4618797,23604.965,-2.0633767
4618800,23602.365,-2.0633683
4618800,23602.365,-2.0633683
4619397,23161.953,-2.0616827
4619997,22806.451,-2.0600014
4620597,22487.357,-2.0583327
4621197,22193.43,-2.0566714
4621797,21921.104,-2.0550141
4622397,21668.623,-2.0533597
4622400,21667.424,-2.0533516
4622400,21667.424,-2.0533516
4622997,21507.998,-2.05169
4623597,21422.762,-2.0500257
4624197,21332.713,-2.0483763
4624797,21229.812,-2.0467339
4625397,21115.164,-2.045095
4625997,20992.254,-2.0434575
4626000,20991.637,-2.0434494
4626000,20991.637,-2.0434494
4626597,20950.86,-2.0417957
4627197,21344.016,-2.0400622
4627797,22189.45,-2.0383108
4628397,23302.947,-2.036592
4628997,24444.27,-2.0349314
4629597,25354.426,-2.0333393
4629600,25358.129,-2.0333316
4629600,25358.129,-2.0333316
4630197,25839.7,-2.031815
4630797,25973.16,-2.0302668
4631397,26012.443,-2.028682
4631997,26002.512,-2.0270798
4632597,25956.885,-2.025472
4633197,25878.64,-2.0238636
4633200,25878.133,-2.0238557
4633200,25878.133,-2.0238557
4633797,25829.568,-2.0222383
4634397,25824.742,-2.0206115
4634997,25796.89,-2.0189943
4635597,25736.428,-2.017383
4636197,25642.137,-2.015775
4636797,25510.707,-2.0141697
4636800,25509.965,-2.0141618
4636800,25509.965,-2.0141618
4637397,25566.42,-2.012515
4637997,25770.31,-2.0108716
4638597,25899.03,-2.0092633
4639197,25941.607,-2.0076692
4639797,25923.854,-2.0060766
4640397,25876.158,-2.0044801
4640400,25875.896,-2.004472
4640400,25875.896,-2.004472
4640997,25975.006,-2.0028443
4641597,26207.83,-2.0012114
4642197,26432.74,-1.9995996
4642797,26650.725,-1.997995
4643397,26890.082,-1.9963888
4643894,27121.777,-1.9950682
4643894,27121.777,-1.9950682
4643945.5,27145.938,-1.9949349
4643945.5,27145.938,-1.9949349
4643997,27215.146,-1.9948013
4644000,27225.992,-1.9947935
4644000,27225.992,-1.9947935
4644597,33631.805,-1.9932545
4645197,37033.125,-1.9917309
4645797,36820.688,-1.9902028
4646397,37207.195,-1.9886682
4646997,38677.098,-1.9871428
4647597,39610.145,-1.985624
4647600,39612.92,-1.9856164
4647600,0,-0
4648197,0,-0
4648797,0,-0
4649397,0,-0
4649997,0,-0
4650597,0,-0
4651197,0,-0
4651200,0,-0
4651200,0,-0
4651797,0,-0
4652397,0,-0
4652997,0,-0
4653597,0,-0
4654197,0,-0
4654797,0,-0
4654800,0,-0
4654800,0,-0
4655397,0,-0
4655997,0,-0
4656597,0,-0
4657197,0,-0
4657797,0,-0
4658397,0,-0
4658400,0,-0
4658400,0,-0
4658997,0,-0
4659597,0,-0
4660197,0,-0
4660797,0,-0
4661397,0,-0
4661997,0,-0
4662000,0,-0
4662000,0,-0
4662597,0,-0
4663197,0,-0
4663797,0,-0
4664397,0,-0
4664997,0,-0
4665597,0,-0
4665600,0,-0
4665600,0,-0
4666197,0,-0
4666797,0,-0
4667397,0,-0
4667997,0,-0
4668597,0,-0
4669197,0,-0
4669200,0,-0
4669200,0,-0
4669797,0,-0
4670397,0,-0
4670997,0,-0
4671597,0,-0
4672197,0,-0
4672797,0,-0
4672800,0,-0
4672800,0,-0
4673397,0,-0
4673997,0,-0
4674597,0,-0
4675197,0,-0
4675797,0,-0
4676397,0,-0
4676400,0,-0
4676400,0,-0
4676997,0,-0
4677597,0,-0
4678197,0,-0
4678797,0,-0
4679397,0,-0
4679997,0,-0
4680000,0,-0
4680000,0,-0
4680597,0,-0
4681197,0,-0
4681797,0,-0
4682397,0,-0
4682997,0,-0
4683597,0,-0
4683600,0,-0
4683600,0,-0
4684197,0,-0
4684797,0,-0
4685397,0,-0
4685997,0,-0
4686597,0,-0
4687197,0,-0
4687200,0,-0
4687200,77815.11,-1.9856164
4687797,114399.86,-1.9139165
4688397,108461.28,-1.9029287
4688997,105676.18,-1.9002073
4689597,104150.555,-1.8985994
4690197,91332.56,-1.8971425
4690797,75315,-1.8957082
4690800,75274.305,-1.895701
4690800,75274.305,-1.895701
4690810,77166.74,-1.8984709
4690810,77166.74,-1.8984709
4690822.5,79065.08,-1.9016356
4690822.5,79065.08,-1.9016356
4691397,91971.88,-1.9622234
4691997,69528.24,-1.9712374
4692597,62943.76,-1.9717404
4693197,68431.63,-1.9708974
4693797,65965.28,-1.9697369
4694397,58388.04,-1.9684123
4694400,58349.207,-1.9684054
4694400,58349.207,-1.9684054
4694997,47324.586,-1.967006
4695597,39984.773,-1.9655396
4696197,38905.85,-1.964072
4696797,36921.43,-1.9626144
4697319.5,33624.21,-1.9613342
4697319.5,33624.21,-1.9613342
4697347.5,33454.707,-1.9612659
4697347.5,33454.707,-1.9612659
4697397,33157.152,-1.9611441
4697997,33092.383,-1.9596678
4698000,33124.547,-1.9596604
4698000,33124.547,-1.9596604
4698597,35206.312,-1.9581959
4699197,34319.996,-1.9566762
4699797,33469.24,-1.9551485
4700397,32492.344,-1.9536126
4700997,31471.703,-1.9520626
4701597,30483.986,-1.9504956
4701600,30479.234,-1.9504877
4701600,30479.234,-1.9504877
4702197,29547.586,-1.9489235
4702797,28646.326,-1.947351
4703397,27806.326,-1.9457756
4703997,27032.52,-1.9441998
4704597,26326.363,-1.9426248
4705197,25688.234,-1.941051
4705200,25685.203,-1.9410431
4705200,25685.203,-1.9410431
4705797,25129.426,-1.9394759
4706397,24690.213,-1.9378941
4706997,24359.322,-1.9363141
4707597,24096.486,-1.934743
4708197,23851.068,-1.9331855
4708797,23567.477,-1.9316438
4708800,23565.863,-1.9316362
4708800,23565.863,-1.9316362
4709397,23255.602,-1.9301047
4709997,22829.57,-1.9285887
4710597,22238.662,-1.9270868
4711197,21550.285,-1.9255782
4711797,20856.457,-1.9240508
4712397,20254.066,-1.9224985
4712400,20251.436,-1.9224906
4712400,20251.436,-1.9224906
4712997,19860.494,-1.9209121
4713597,19802.512,-1.9192914
4714197,20032.844,-1.9176719
4714797,20416.826,-1.9160814
4715397,20796.906,-1.9145335
4715997,21005.512,-1.9130344
4716000,21005.838,-1.913027
4716000,21005.838,-1.913027
4716597,20826.287,-1.9115962
4717197,20313.73,-1.9101602
4717797,19638.684,-1.9086982
4718397,18897.01,-1.9072099
4718997,18174.69,-1.9056953
4719597,17557.818,-1.9041531
4719600,17555.123,-1.9041452
4719600,17555.123,-1.9041452
4720197,17177.592,-1.9025724
4720797,16947.586,-1.9010053
4721397,16757.727,-1.8994606
4721997,16610.402,-1.8979235
4722597,16529.02,-1.8963848
4723197,16543.506,-1.8948404
4723200,16543.875,-1.8948326
4723200,16543.875,-1.8948326
4723797,16895.38,-1.8932338
4724397,17529.928,-1.8916417
4724997,18190.408,-1.8900982
4725597,18828.6,-1.8885818
4726197,19432.402,-1.8870786
4726797,19993.729,-1.8855827
4726800,19996.436,-1.8855752
4726800,19996.436,-1.8855752
4727397,20649.195,-1.8840563
4727997,21370.523,-1.8825403
4728597,22022.365,-1.8810472
4729197,22617.973,-1.8795593
4729797,23195.771,-1.8780663
4730397,23799.844,-1.8765641
4730400,23803.03,-1.8765565
4730400,23803.03,-1.8765565
4730997,24554.89,-1.8750323
4731597,25501.537,-1.8734918
4731940.5,26091.61,-1.8726146
4731940.5,26091.61,-1.8726146
4732070.5,26320.555,-1.8722849
4732070.5,26320.555,-1.8722849
