Time,heat,cold
490500,37298.6,18.341698
491400,37743.31,18.318892
492300,37774.18,18.296106
493200,40666.52,18.27342
494100,52755.63,18.250807
495000,52917.746,18.228233
495900,51867.03,18.205633
496800,53479.977,18.183088
497700,58185.363,18.160557
498600,59151.656,18.138079
499500,58315.855,18.1156
500400,0,0
501300,0,0
502200,0,0
503100,0,0
504000,0,0
504900,0,0
505800,0,0
506700,0,0
507600,0,0
508500,0,0
509400,0,0
510300,0,0
511200,0,0
512100,0,0
513000,0,0
513900,0,0
514800,0,0
515700,0,0
516600,0,0
517500,0,0
518400,0,0
519300,0,0
520200,0,0
521100,0,0
522000,0,0
522900,0,0
523800,0,0
524700,0,0
525600,0,0
526500,0,0
527400,0,0
528300,0,0
529200,0,0
530100,0,0
531000,0,0
531900,0,0
532800,0,0
533700,0,0
534600,0,0
535500,0,0
536400,0,0
537300,0,0
538200,0,0
539100,0,0
540000,76767.21,18.093164
540900,112580.98,17.993391
541800,110201.836,17.967192
542700,108205,17.94464
543600,106200.39,17.9223
544500,79606.99,17.975052
545400,67546.945,17.957945
546300,76128.83,17.93656
547200,67965.49,17.914537
548100,52479.004,17.892422
549000,49147.688,17.870245
549900,49988.79,17.848154
550800,46025.12,17.826054
551700,41376.137,17.803995
552600,37962.082,17.781961
553500,36214.254,17.75996
554400,34843.098,17.737968
555300,31141.615,17.715996
556200,29828.223,17.694035
557100,28585.531,17.672104
558000,27222.992,17.650143
558900,26591.904,17.628206
559800,25950.717,17.606298
560700,25324.494,17.58442
561600,24578.12,17.562569
562500,26373.484,17.540735
563400,25460.744,17.51895
564300,24530.434,17.497183
565200,24460.518,17.475441
566100,24113.777,17.453714
567000,23947.543,17.432018
567900,23697.537,17.410347
568800,23513.594,17.388704
569700,22527.887,17.36706
570600,22505.883,17.345404
571500,22340.498,17.323769
572400,21871.305,17.302168
573300,21443.604,17.280575
574200,21248.93,17.25903
575100,21174.963,17.23752
576000,21261.951,17.216034
576900,28534.508,17.19456
577800,29781.463,17.173227
578700,33306.316,17.151993
579600,32769.9,17.130781
580500,42304.086,17.109571
581400,43697.613,17.088442
582300,40679.9,17.067272
583200,42424.465,17.046154
584100,46898.742,17.02505
585000,48064.793,17.003988
585900,47001.87,16.982927
586800,0,0
587700,0,0
588600,0,0
589500,0,0
590400,0,0
591300,0,0
592200,0,0
593100,0,0
594000,0,0
594900,0,0
595800,0,0
596700,0,0
597600,0,0
598500,0,0
599400,0,0
600300,0,0
601200,0,0
602100,0,0
603000,0,0
603900,0,0
604800,0,0
605700,0,0
606600,0,0
607500,0,0
608400,0,0
609300,0,0
610200,0,0
611100,0,0
612000,0,0
612900,0,0
613800,0,0
614700,0,0
615600,0,0
616500,0,0
617400,0,0
618300,0,0
619200,0,0
620100,0,0
621000,0,0
621900,0,0
622800,0,0
623700,0,0
624600,0,0
625500,0,0
626400,79769.94,16.96191
627300,110596.79,16.863562
628200,107489.58,16.838783
629100,105922.7,16.817654
630000,88665.1,16.796738
630900,64437.625,16.850988
631800,62694.543,16.835245
632700,67357.69,16.815212
633600,61611.375,16.794584
634500,46484.043,16.773878
635400,43860.9,16.753107
636300,44926.758,16.732422
637200,38781.98,16.711708
638100,29578.918,16.69101
639000,23925.97,16.67034
639900,21184.805,16.649662
640800,21071.305,16.628944
641700,20941.117,16.608232
642600,20325.633,16.587542
643500,20128.162,16.566858
644400,20534.402,16.54618
645300,20938.96,16.52552
646200,21046.771,16.504896
647100,21063.72,16.484304
648000,20984.52,16.463747
648900,21145.893,16.44319
649800,21380.887,16.422678
650700,21397.38,16.40221
651600,21152.416,16.381775
652500,20464.729,16.361374
653400,19740.896,16.341003
654300,19295.514,16.320652
655200,19218.578,16.300316
656100,18931.344,16.280022
657000,18578.666,16.259733
657900,18607.98,16.23945
658800,19097.918,16.21918
659700,20252.656,16.198896
660600,21401.842,16.178658
661500,22072.52,16.15847
662400,22144.027,16.13833
663300,22716.14,16.118143
664200,23653.754,16.098032
665100,24226.65,16.07799
666000,24370.86,16.057983
666900,28020.572,16.037981
667800,33775.39,16.018118
668700,32109.031,15.998244
669600,33707.508,15.978395
670500,36516.496,15.958552
671400,37058.18,15.9387455
672300,37243.652,15.918959
673200,0,0
674100,0,0
675000,0,0
675900,0,0
676800,0,0
677700,0,0
678600,0,0
679500,0,0
680400,0,0
681300,0,0
682200,0,0
683100,0,0
684000,0,0
684900,0,0
685800,0,0
686700,0,0
687600,0,0
688500,0,0
689400,0,0
690300,0,0
691200,0,0
692100,0,0
693000,0,0
693900,0,0
694800,0,0
695700,0,0
696600,0,0
697500,0,0
698400,0,0
699300,0,0
700200,0,0
701100,0,0
702000,0,0
702900,0,0
703800,0,0
704700,0,0
705600,0,0
706500,0,0
707400,0,0
708300,0,0
709200,0,0
710100,0,0
711000,0,0
711900,0,0
712800,0,0
713700,0,0
714600,0,0
715500,0,0
716400,0,0
717300,0,0
718200,0,0
719100,0,0
720000,0,0
720900,0,0
721800,0,0
722700,0,0
723600,0,0
724500,0,0
725400,0,0
726300,0,0
727200,0,0
728100,0,0
729000,0,0
729900,0,0
730800,0,0
731700,0,0
732600,0,0
733500,0,0
734400,0,0
735300,0,0
736200,0,0
737100,0,0
738000,0,0
738900,0,0
739800,0,0
740700,0,0
741600,0,0
742500,0,0
743400,0,0
744300,0,0
745200,0,0
746100,0,0
747000,0,0
747900,0,0
748800,0,0
749700,0,0
750600,0,0
751500,0,0
752400,0,0
753300,0,0
754200,0,0
755100,0,0
756000,0,0
756900,0,0
757800,0,0
758700,0,0
759600,0,0
760500,0,0
761400,0,0
762300,0,0
763200,0,0
764100,0,0
765000,0,0
765900,0,0
766800,0,0
767700,0,0
768600,0,0
769500,0,0
770400,0,0
771300,0,0
772200,0,0
773100,0,0
774000,0,0
774900,0,0
775800,0,0
776700,0,0
777600,0,0
778500,0,0
779400,0,0
780300,0,0
781200,0,0
782100,0,0
783000,0,0
783900,0,0
784800,0,0
785700,0,0
786600,0,0
787500,0,0
788400,0,0
789300,0,0
790200,0,0
791100,0,0
792000,0,0
792900,0,0
793800,0,0
794700,0,0
795600,0,0
796500,0,0
797400,0,0
798300,0,0
799200,0,0
800100,0,0
801000,0,0
801900,0,0
802800,0,0
803700,0,0
804600,0,0
805500,0,0
806400,0,0
807300,0,0
808200,0,0
809100,0,0
810000,0,0
810900,0,0
811800,0,0
812700,0,0
813600,0,0
814500,0,0
815400,0,0
816300,0,0
817200,0,0
818100,0,0
819000,0,0
819900,0,0
820800,0,0
821700,0,0
822600,0,0
823500,0,0
824400,0,0
825300,0,0
826200,0,0
827100,0,0
828000,0,0
828900,0,0
829800,0,0
830700,0,0
831600,0,0
832500,0,0
833400,0,0
834300,0,0
835200,0,0
836100,0,0
837000,0,0
837900,0,0
838800,0,0
839700,0,0
840600,0,0
841500,0,0
842400,0,0
843300,0,0
844200,0,0
845100,0,0
846000,0,0
846900,0,0
847800,0,0
848700,0,0
849600,0,0
850500,0,0
851400,0,0
852300,0,0
853200,0,0
854100,0,0
855000,0,0
855900,0,0
856800,0,0
857700,0,0
858600,0,0
859500,0,0
860400,0,0
861300,0,0
862200,0,0
863100,0,0
864000,0,0
864900,0,0
865800,0,0
866700,0,0
867600,0,0
868500,0,0
869400,0,0
870300,0,0
871200,0,0
872100,0,0
873000,0,0
873900,0,0
874800,0,0
875700,0,0
876600,0,0
877500,0,0
878400,99955.805,15.899203
879300,130994.3,15.802179
880200,123806.93,15.778699
881100,121439.93,15.758871
882000,120225.63,15.739251
882900,118877.65,15.719669
883800,117545.625,15.700117
884700,116656.02,15.680592
885600,116316.14,15.661093
886500,116070.54,15.64162
887400,115672.69,15.622172
888300,115281.77,15.602751
889200,114910.31,15.583355
890100,138478.88,15.638655
891000,139793.25,15.624971
891900,138994.55,15.606507
892800,137846.02,15.587414
893700,136178.86,15.568272
894600,132805.61,15.549046
895500,123947.96,15.529758
896400,121922.14,15.510535
897300,112252.09,15.49134
898200,108408.5,15.472176
899100,105402.555,15.45307
900000,100979.1,15.433977
900900,94910.78,15.414914
901800,90336.63,15.395867
902700,86614.28,15.376865
903600,81387.97,15.357889
904500,76438.13,15.338943
905400,71756.9,15.320017
906300,67616.58,15.301107
907200,64275.38,15.282216
908100,66129.836,15.263338
909000,64565.195,15.244512
909900,61158.395,15.225673
910800,60461.01,15.206861
911700,59597.816,15.188058
912600,59289.54,15.169264
913500,58844.344,15.150504
914400,57881.48,15.131781
915300,51845.555,15.1131
916200,49899.234,15.09442
917100,49834.72,15.075793
918000,47973.87,15.057178
918900,52240.965,15.038586
919800,52060.043,15.020042
920700,50053.574,15.001489
921600,51005.38,14.98297
922500,66591.32,14.96445
923400,71826.51,14.946016
924300,68012.195,14.927519
925200,70044.3,14.909093
926100,78722.92,14.89069
927000,80842.55,14.872347
927900,77719.73,14.853968
928800,78761.11,14.835635
929700,82792.33,14.817322
930600,83564.35,14.799049
931500,81767.27,14.780771
932400,0,0
933300,0,0
934200,0,0
935100,0,0
936000,0,0
936900,0,0
937800,0,0
938700,0,0
939600,0,0
940500,0,0
941400,0,0
942300,0,0
943200,0,0
944100,0,0
945000,0,0
945900,0,0
946800,0,0
947700,0,0
948600,0,0
949500,0,0
950400,0,0
951300,0,0
952200,0,0
953100,0,0
954000,0,0
954900,0,0
955800,0,0
956700,0,0
957600,0,0
958500,0,0
959400,0,0
960300,0,0
961200,0,0
962100,0,0
963000,0,0
963900,0,0
964800,0,0
965700,0,0
966600,0,0
967500,0,0
968400,0,0
969300,0,0
970200,0,0
971100,0,0
972000,101156.99,14.762527
972900,113548.61,14.666936
973800,110686.88,14.644903
974700,109196.71,14.62652
975600,108305.445,14.608347
976500,127896.52,14.665354
977400,127231.79,14.652673
978300,101188.875,14.63519
979200,94993.695,14.61716
980100,82431.14,14.59922
981000,73511.08,14.581167
981900,75681.19,14.563221
982800,69670.14,14.545258
983700,62686.832,14.527307
984600,57441.855,14.509376
985500,53955.34,14.491486
986400,51371.297,14.473624
987300,46044.727,14.455788
988200,43016.984,14.437958
989100,41438.11,14.42016
990000,39351.53,14.40237
990900,38143.19,14.384602
991800,36956.984,14.366855
992700,36198.58,14.349129
993600,36182.336,14.331427
994500,41203.34,14.313738
995400,41748.664,14.296086
996300,40782.89,14.278431
997200,41428.117,14.260813
998100,41214.51,14.243214
999000,41453.707,14.225634
999900,41198.75,14.208082
1000800,40416.94,14.190563
1001700,34251.03,14.173079
1002600,32719.01,14.155594
1003500,32679.787,14.138157
1004400,30928.207,14.120727
1005300,34946.473,14.103318
1006200,33988.133,14.085958
1007100,32115.95,14.06858
1008000,32766.424,14.051223
1008900,47522.47,14.033862
1009800,49681.02,14.016601
1010700,45555.023,13.99928
1011600,47629.07,13.982022
1012500,56298.88,13.964772
1013400,58138.566,13.947587
1014300,55123.637,13.930368
1015200,56375.78,13.913195
1016100,60624.17,13.896036
1017000,61614.453,13.878917
1017900,60152.855,13.861793
1018800,0,0
1019700,0,0
1020600,0,0
1021500,0,0
1022400,0,0
1023300,0,0
1024200,0,0
1025100,0,0
1026000,0,0
1026900,0,0
1027800,0,0
1028700,0,0
1029600,0,0
1030500,0,0
1031400,0,0
1032300,0,0
1033200,0,0
1034100,0,0
1035000,0,0
1035900,0,0
1036800,0,0
1037700,0,0
1038600,0,0
1039500,0,0
1040400,0,0
1041300,0,0
1042200,0,0
1043100,0,0
1044000,0,0
1044900,0,0
1045800,0,0
1046700,0,0
1047600,0,0
1048500,0,0
1049400,0,0
1050300,0,0
1051200,0,0
1052100,0,0
1053000,0,0
1053900,0,0
1054800,0,0
1055700,0,0
1056600,0,0
1057500,0,0
1058400,54432.39,13.844702
1059300,96907.77,13.750271
1060200,99325.375,13.729401
1061100,98389.19,13.712177
1062000,97583.59,13.695162
1062900,96060.1,13.753945
1063800,61530.113,13.741719
1064700,67694.19,13.725336
1065600,66612.43,13.708615
1066500,47187.39,13.691773
1067400,43188.84,13.674867
1068300,45494.113,13.658068
1069200,40818.434,13.641238
1070100,37117.973,13.6244335
1071000,34506.754,13.607643
1071900,33032.695,13.590885
1072800,30988.184,13.574144
1073700,26594.29,13.557427
1074600,24256.295,13.540722
1075500,23130.775,13.524048
1076400,21327.695,13.507361
1077300,20340.775,13.49064
1078200,19485.312,13.473922
1079100,18964.639,13.457225
1080000,18468.92,13.440523
1080900,20836.232,13.423839
1081800,20639.775,13.407206
1082700,20546.854,13.390596
1083600,20477.604,13.374003
1084500,20708.424,13.357423
1085400,21212.445,13.340858
1086300,21249.295,13.32432
1087200,20798.754,13.307814
1088100,19285.285,13.291305
1089000,18907.57,13.274773
1089900,18646.787,13.258248
1090800,18394.414,13.241741
1091700,18151.887,13.225231
1092600,17989.719,13.208764
1093500,17960.672,13.1923275
1094400,18118.5,13.175908
1095300,24108.71,13.159475
1096200,32669.545,13.143276
1097100,31326.61,13.127104
1098000,30786.17,13.110941
1098900,40295.8,13.094807
1099800,41391.91,13.078734
1100700,38192.062,13.062612
1101600,40090.547,13.046526
1102500,44473.027,13.030447
1103400,45445.56,13.014416
1104300,43870.53,12.99838
1105200,0,0
1106100,0,0
1107000,0,0
1107900,0,0
1108800,0,0
1109700,0,0
1110600,0,0
1111500,0,0
1112400,0,0
1113300,0,0
1114200,0,0
1115100,0,0
1116000,0,0
1116900,0,0
1117800,0,0
1118700,0,0
1119600,0,0
1120500,0,0
1121400,0,0
1122300,0,0
1123200,0,0
1124100,0,0
1125000,0,0
1125900,0,0
1126800,0,0
1127700,0,0
1128600,0,0
1129500,0,0
1130400,0,0
1131300,0,0
1132200,0,0
1133100,0,0
1134000,0,0
1134900,0,0
1135800,0,0
1136700,0,0
1137600,0,0
1138500,0,0
1139400,0,0
1140300,0,0
1141200,0,0
1142100,0,0
1143000,0,0
1143900,0,0
1144800,84262.34,12.982377
1145700,108882.766,12.889021
1146600,104815.04,12.869238
1147500,103363.45,12.8531
1148400,92881.16,12.837168
1149300,70819.64,12.896611
1150200,59554.547,12.88569
1151100,66625.82,12.870568
1152000,61631.29,12.854906
1152900,45234.13,12.839143
1153800,42733.137,12.823317
1154700,44185.113,12.807577
1155600,38619.64,12.791801
1156500,31356.477,12.776045
1157400,26732.195,12.760237
1158300,25444.027,12.74446
1159200,24838.217,12.728661
1160100,24900.602,12.712836
1161000,25364.908,12.697014
1161900,25558.98,12.681207
1162800,25396.328,12.665426
1163700,25177.982,12.649671
1164600,24894.11,12.633935
1165500,24304.488,12.618222
1166400,23351.469,12.602535
1167300,21770.582,12.586855
1168200,20436.906,12.571222
1169100,19659.432,12.555609
1170000,19633.123,12.539991
1170900,19472.418,12.524377
1171800,19118.773,12.508786
1172700,19158.37,12.49321
1173600,19723.977,12.477638
1174500,20191.635,12.462105
1175400,20401.23,12.446575
1176300,20639.38,12.431058
1177200,20902.148,12.415562
1178100,21237.486,12.400064
1179000,21611.662,12.384614
1179900,21963.488,12.369201
1180800,22302.838,12.353808
1181700,23048.54,12.338351
1182600,23986.451,12.322972
1183500,24789.71,12.3076515
1184400,25469.781,12.292357
1185300,32617.312,12.277061
1186200,38898.008,12.261878
1187100,38284.547,12.246692
1188000,39225.44,12.231566
1188900,40157.566,12.216473
1189800,39232.33,12.201415
1190700,38952.918,12.186347
1191600,0,0
1192500,0,0
1193400,0,0
1194300,0,0
1195200,0,0
1196100,0,0
1197000,0,0
1197900,0,0
1198800,0,0
1199700,0,0
1200600,0,0
1201500,0,0
1202400,0,0
1203300,0,0
1204200,0,0
1205100,0,0
1206000,0,0
1206900,0,0
1207800,0,0
1208700,0,0
1209600,0,0
1210500,0,0
1211400,0,0
1212300,0,0
1213200,0,0
1214100,0,0
1215000,0,0
1215900,0,0
1216800,0,0
1217700,0,0
1218600,0,0
1219500,0,0
1220400,0,0
1221300,0,0
1222200,0,0
1223100,0,0
1224000,0,0
1224900,0,0
1225800,0,0
1226700,0,0
1227600,0,0
1228500,0,0
1229400,0,0
1230300,0,0
1231200,58068.207,12.171312
1232100,110197.33,12.078982
1233000,109911.53,12.060224
1233900,106826.836,12.045108
1234800,60726.453,12.030193
1235700,59484.832,12.090173
1236600,60608.516,12.08068
1237500,58551.945,12.066629
1238400,55858.082,12.051994
1239300,38040.594,12.037228
1240200,35017.25,12.022316
1241100,34039.945,12.007466
1242000,31585.176,11.992622
1242900,27668.256,11.977791
1243800,26305.936,11.9629135
1244700,25660.701,11.948061
1245600,24848.781,11.933226
1246500,23820.645,11.918419
1247400,22665.717,11.903617
1248300,21650.361,11.888819
1249200,20832.637,11.874031
1250100,19370.041,11.859264
1251000,17949.744,11.844529
1251900,17464.867,11.829795
1252800,18168.146,11.815048
1253700,19561.834,11.800266
1254600,20558.688,11.785528
1255500,20916.92,11.77084
1256400,20525.27,11.756196
1257300,20136.898,11.741583
1258200,20077.178,11.726981
1259100,20040.127,11.712394
1260000,19992.12,11.697824
1260900,19693.06,11.683298
1261800,19359.205,11.668773
1262700,19241.64,11.654248
1263600,19363.137,11.639738
1264500,20340.045,11.625209
1265400,21442.766,11.61071
1266300,21922.234,11.596255
1267200,21605.861,11.581843
1268100,21607.615,11.567382
1269000,22135.94,11.552989
1269900,22650.63,11.538646
1270800,23177.629,11.524318
1271700,23905.584,11.509945
1272600,30696.92,11.495723
1273500,30356.777,11.4815445
1274400,30717.688,11.467359
1275300,34021.66,11.453181
1276200,34000.62,11.439032
1277100,34123.246,11.424895
1278000,0,0
1278900,0,0
1279800,0,0
1280700,0,0
1281600,0,0
1282500,0,0
1283400,0,0
1284300,0,0
1285200,0,0
1286100,0,0
1287000,0,0
1287900,0,0
1288800,0,0
1289700,0,0
1290600,0,0
1291500,0,0
1292400,0,0
1293300,0,0
1294200,0,0
1295100,0,0
1296000,0,0
1296900,0,0
1297800,0,0
1298700,0,0
1299600,0,0
1300500,0,0
1301400,0,0
1302300,0,0
1303200,0,0
1304100,0,0
1305000,0,0
1305900,0,0
1306800,0,0
1307700,0,0
1308600,0,0
1309500,0,0
1310400,0,0
1311300,0,0
1312200,0,0
1313100,0,0
1314000,0,0
1314900,0,0
1315800,0,0
1316700,0,0
1317600,0,0
1318500,0,0
1319400,0,0
1320300,0,0
1321200,0,0
1322100,0,0
1323000,0,0
1323900,0,0
1324800,0,0
1325700,0,0
1326600,0,0
1327500,0,0
1328400,0,0
1329300,0,0
1330200,0,0
1331100,0,0
1332000,0,0
1332900,0,0
1333800,0,0
1334700,0,0
