# time: time of emissions factor [s],,
# EmissionsElectricPower: Emissions factor of electric poweer [kgCO2-e/kWh],,
# EmissionsGasPower: Emissions factor of ga powers [kgCO2-e/kWh],,
time,EmissionsElectricPower,EmissionsGasPower
334800,0.340194,0.18108
335700,0.340194,0.18108
336600,0.340194,0.18108
337500,0.340194,0.18108
338400,0.340194,0.18108
339300,0.340194,0.18108
340200,0.340194,0.18108
341100,0.340194,0.18108
342000,0.340194,0.18108
342900,0.340194,0.18108
343800,0.340194,0.18108
344700,0.340194,0.18108
345600,0.340194,0.18108
346500,0.340194,0.18108
347400,0.340194,0.18108
348300,0.340194,0.18108
349200,0.340194,0.18108
350100,0.340194,0.18108
351000,0.340194,0.18108
351900,0.340194,0.18108
352800,0.340194,0.18108
353700,0.340194,0.18108
354600,0.340194,0.18108
355500,0.340194,0.18108
356400,0.340194,0.18108
357300,0.340194,0.18108
358200,0.340194,0.18108
359100,0.340194,0.18108
360000,0.340194,0.18108
360900,0.340194,0.18108
361800,0.340194,0.18108
362700,0.340194,0.18108
363600,0.340194,0.18108
364500,0.340194,0.18108
365400,0.340194,0.18108
366300,0.340194,0.18108
367200,0.340194,0.18108
368100,0.340194,0.18108
369000,0.340194,0.18108
369900,0.340194,0.18108
370800,0.340194,0.18108
371700,0.340194,0.18108
372600,0.340194,0.18108
373500,0.340194,0.18108
374400,0.340194,0.18108
375300,0.340194,0.18108
376200,0.340194,0.18108
377100,0.340194,0.18108
378000,0.340194,0.18108
378900,0.340194,0.18108
379800,0.340194,0.18108
380700,0.340194,0.18108
381600,0.340194,0.18108
382500,0.340194,0.18108
383400,0.340194,0.18108
384300,0.340194,0.18108
385200,0.340194,0.18108
386100,0.340194,0.18108
387000,0.340194,0.18108
387900,0.340194,0.18108
388800,0.340194,0.18108
389700,0.340194,0.18108
390600,0.340194,0.18108
391500,0.340194,0.18108
392400,0.340194,0.18108
393300,0.340194,0.18108
394200,0.340194,0.18108
395100,0.340194,0.18108
396000,0.340194,0.18108
396900,0.340194,0.18108
397800,0.340194,0.18108
398700,0.340194,0.18108
399600,0.340194,0.18108
400500,0.340194,0.18108
401400,0.340194,0.18108
402300,0.340194,0.18108
403200,0.340194,0.18108
404100,0.340194,0.18108
405000,0.340194,0.18108
405900,0.340194,0.18108
406800,0.340194,0.18108
407700,0.340194,0.18108
408600,0.340194,0.18108
409500,0.340194,0.18108
410400,0.340194,0.18108
411300,0.340194,0.18108
412200,0.340194,0.18108
413100,0.340194,0.18108
414000,0.340194,0.18108
414900,0.340194,0.18108
415800,0.340194,0.18108
416700,0.340194,0.18108
417600,0.340194,0.18108
418500,0.340194,0.18108
419400,0.340194,0.18108
420300,0.340194,0.18108
421200,0.340194,0.18108
422100,0.340194,0.18108
423000,0.340194,0.18108
423900,0.340194,0.18108
424800,0.340194,0.18108
425700,0.340194,0.18108
426600,0.340194,0.18108
427500,0.340194,0.18108
428400,0.340194,0.18108
429300,0.340194,0.18108
430200,0.340194,0.18108
431100,0.340194,0.18108
432000,0.340194,0.18108
432900,0.340194,0.18108
433800,0.340194,0.18108
434700,0.340194,0.18108
435600,0.340194,0.18108
436500,0.340194,0.18108
437400,0.340194,0.18108
438300,0.340194,0.18108
439200,0.340194,0.18108
440100,0.340194,0.18108
441000,0.340194,0.18108
441900,0.340194,0.18108
442800,0.340194,0.18108
443700,0.340194,0.18108
444600,0.340194,0.18108
445500,0.340194,0.18108
446400,0.340194,0.18108
447300,0.340194,0.18108
448200,0.340194,0.18108
449100,0.340194,0.18108
450000,0.340194,0.18108
450900,0.340194,0.18108
451800,0.340194,0.18108
452700,0.340194,0.18108
453600,0.340194,0.18108
454500,0.340194,0.18108
455400,0.340194,0.18108
456300,0.340194,0.18108
457200,0.340194,0.18108
458100,0.340194,0.18108
459000,0.340194,0.18108
459900,0.340194,0.18108
460800,0.340194,0.18108
461700,0.340194,0.18108
462600,0.340194,0.18108
463500,0.340194,0.18108
464400,0.340194,0.18108
465300,0.340194,0.18108
466200,0.340194,0.18108
467100,0.340194,0.18108
468000,0.340194,0.18108
468900,0.340194,0.18108
469800,0.340194,0.18108
470700,0.340194,0.18108
471600,0.340194,0.18108
472500,0.340194,0.18108
473400,0.340194,0.18108
474300,0.340194,0.18108
475200,0.340194,0.18108
476100,0.340194,0.18108
477000,0.340194,0.18108
477900,0.340194,0.18108
478800,0.340194,0.18108
479700,0.340194,0.18108
480600,0.340194,0.18108
481500,0.340194,0.18108
482400,0.340194,0.18108
483300,0.340194,0.18108
484200,0.340194,0.18108
485100,0.340194,0.18108
486000,0.340194,0.18108
486900,0.340194,0.18108
487800,0.340194,0.18108
488700,0.340194,0.18108
489600,0.340194,0.18108
490500,0.340194,0.18108
491400,0.340194,0.18108
492300,0.340194,0.18108
493200,0.340194,0.18108
494100,0.340194,0.18108
495000,0.340194,0.18108
495900,0.340194,0.18108
496800,0.340194,0.18108
497700,0.340194,0.18108
498600,0.340194,0.18108
499500,0.340194,0.18108
500400,0.340194,0.18108
501300,0.340194,0.18108
502200,0.340194,0.18108
503100,0.340194,0.18108
504000,0.340194,0.18108
504900,0.340194,0.18108
505800,0.340194,0.18108
506700,0.340194,0.18108
507600,0.340194,0.18108
508500,0.340194,0.18108
509400,0.340194,0.18108
510300,0.340194,0.18108
511200,0.340194,0.18108
512100,0.340194,0.18108
513000,0.340194,0.18108
513900,0.340194,0.18108
514800,0.340194,0.18108
515700,0.340194,0.18108
516600,0.340194,0.18108
517500,0.340194,0.18108
518400,0.340194,0.18108
519300,0.340194,0.18108
520200,0.340194,0.18108
521100,0.340194,0.18108
522000,0.340194,0.18108
522900,0.340194,0.18108
523800,0.340194,0.18108
524700,0.340194,0.18108
525600,0.340194,0.18108
526500,0.340194,0.18108
527400,0.340194,0.18108
528300,0.340194,0.18108
529200,0.340194,0.18108
530100,0.340194,0.18108
531000,0.340194,0.18108
531900,0.340194,0.18108
532800,0.340194,0.18108
533700,0.340194,0.18108
534600,0.340194,0.18108
535500,0.340194,0.18108
536400,0.340194,0.18108
537300,0.340194,0.18108
538200,0.340194,0.18108
539100,0.340194,0.18108
540000,0.340194,0.18108
540900,0.340194,0.18108
541800,0.340194,0.18108
542700,0.340194,0.18108
543600,0.340194,0.18108
544500,0.340194,0.18108
545400,0.340194,0.18108
546300,0.340194,0.18108
547200,0.340194,0.18108
548100,0.340194,0.18108
549000,0.340194,0.18108
549900,0.340194,0.18108
550800,0.340194,0.18108
551700,0.340194,0.18108
552600,0.340194,0.18108
553500,0.340194,0.18108
554400,0.340194,0.18108
555300,0.340194,0.18108
556200,0.340194,0.18108
557100,0.340194,0.18108
558000,0.340194,0.18108
558900,0.340194,0.18108
559800,0.340194,0.18108
560700,0.340194,0.18108
561600,0.340194,0.18108
562500,0.340194,0.18108
563400,0.340194,0.18108
564300,0.340194,0.18108
565200,0.340194,0.18108
566100,0.340194,0.18108
567000,0.340194,0.18108
567900,0.340194,0.18108
568800,0.340194,0.18108
569700,0.340194,0.18108
570600,0.340194,0.18108
571500,0.340194,0.18108
572400,0.340194,0.18108
573300,0.340194,0.18108
574200,0.340194,0.18108
575100,0.340194,0.18108
576000,0.340194,0.18108
576900,0.340194,0.18108
577800,0.340194,0.18108
578700,0.340194,0.18108
579600,0.340194,0.18108
580500,0.340194,0.18108
581400,0.340194,0.18108
582300,0.340194,0.18108
583200,0.340194,0.18108
584100,0.340194,0.18108
585000,0.340194,0.18108
585900,0.340194,0.18108
586800,0.340194,0.18108
587700,0.340194,0.18108
588600,0.340194,0.18108
589500,0.340194,0.18108
590400,0.340194,0.18108
591300,0.340194,0.18108
592200,0.340194,0.18108
593100,0.340194,0.18108
594000,0.340194,0.18108
594900,0.340194,0.18108
595800,0.340194,0.18108
596700,0.340194,0.18108
597600,0.340194,0.18108
598500,0.340194,0.18108
599400,0.340194,0.18108
600300,0.340194,0.18108
601200,0.340194,0.18108
602100,0.340194,0.18108
603000,0.340194,0.18108
603900,0.340194,0.18108
604800,0.340194,0.18108
605700,0.340194,0.18108
606600,0.340194,0.18108
607500,0.340194,0.18108
608400,0.340194,0.18108
609300,0.340194,0.18108
610200,0.340194,0.18108
611100,0.340194,0.18108
612000,0.340194,0.18108
612900,0.340194,0.18108
613800,0.340194,0.18108
614700,0.340194,0.18108
615600,0.340194,0.18108
616500,0.340194,0.18108
617400,0.340194,0.18108
618300,0.340194,0.18108
619200,0.340194,0.18108
620100,0.340194,0.18108
621000,0.340194,0.18108
621900,0.340194,0.18108
622800,0.340194,0.18108
623700,0.340194,0.18108
624600,0.340194,0.18108
625500,0.340194,0.18108
626400,0.340194,0.18108
627300,0.340194,0.18108
628200,0.340194,0.18108
629100,0.340194,0.18108
630000,0.340194,0.18108
630900,0.340194,0.18108
631800,0.340194,0.18108
632700,0.340194,0.18108
633600,0.340194,0.18108
634500,0.340194,0.18108
635400,0.340194,0.18108
636300,0.340194,0.18108
637200,0.340194,0.18108
638100,0.340194,0.18108
639000,0.340194,0.18108
639900,0.340194,0.18108
640800,0.340194,0.18108
641700,0.340194,0.18108
642600,0.340194,0.18108
643500,0.340194,0.18108
644400,0.340194,0.18108
645300,0.340194,0.18108
646200,0.340194,0.18108
647100,0.340194,0.18108
648000,0.340194,0.18108
648900,0.340194,0.18108
649800,0.340194,0.18108
650700,0.340194,0.18108
651600,0.340194,0.18108
652500,0.340194,0.18108
653400,0.340194,0.18108
654300,0.340194,0.18108
655200,0.340194,0.18108
656100,0.340194,0.18108
657000,0.340194,0.18108
657900,0.340194,0.18108
658800,0.340194,0.18108
659700,0.340194,0.18108
660600,0.340194,0.18108
661500,0.340194,0.18108
662400,0.340194,0.18108
663300,0.340194,0.18108
664200,0.340194,0.18108
665100,0.340194,0.18108
666000,0.340194,0.18108
666900,0.340194,0.18108
667800,0.340194,0.18108
668700,0.340194,0.18108
669600,0.340194,0.18108
670500,0.340194,0.18108
671400,0.340194,0.18108
672300,0.340194,0.18108
673200,0.340194,0.18108
674100,0.340194,0.18108
675000,0.340194,0.18108
675900,0.340194,0.18108
676800,0.340194,0.18108
677700,0.340194,0.18108
678600,0.340194,0.18108
679500,0.340194,0.18108
680400,0.340194,0.18108
681300,0.340194,0.18108
682200,0.340194,0.18108
683100,0.340194,0.18108
684000,0.340194,0.18108
684900,0.340194,0.18108
685800,0.340194,0.18108
686700,0.340194,0.18108
687600,0.340194,0.18108
688500,0.340194,0.18108
689400,0.340194,0.18108
690300,0.340194,0.18108
691200,0.340194,0.18108
692100,0.340194,0.18108
693000,0.340194,0.18108
693900,0.340194,0.18108
694800,0.340194,0.18108
695700,0.340194,0.18108
696600,0.340194,0.18108
697500,0.340194,0.18108
698400,0.340194,0.18108
699300,0.340194,0.18108
700200,0.340194,0.18108
701100,0.340194,0.18108
702000,0.340194,0.18108
702900,0.340194,0.18108
703800,0.340194,0.18108
704700,0.340194,0.18108
705600,0.340194,0.18108
706500,0.340194,0.18108
707400,0.340194,0.18108
708300,0.340194,0.18108
709200,0.340194,0.18108
710100,0.340194,0.18108
711000,0.340194,0.18108
711900,0.340194,0.18108
712800,0.340194,0.18108
713700,0.340194,0.18108
714600,0.340194,0.18108
715500,0.340194,0.18108
716400,0.340194,0.18108
717300,0.340194,0.18108
718200,0.340194,0.18108
719100,0.340194,0.18108
720000,0.340194,0.18108
720900,0.340194,0.18108
721800,0.340194,0.18108
722700,0.340194,0.18108
723600,0.340194,0.18108
724500,0.340194,0.18108
725400,0.340194,0.18108
726300,0.340194,0.18108
727200,0.340194,0.18108
728100,0.340194,0.18108
729000,0.340194,0.18108
729900,0.340194,0.18108
730800,0.340194,0.18108
731700,0.340194,0.18108
732600,0.340194,0.18108
733500,0.340194,0.18108
734400,0.340194,0.18108
735300,0.340194,0.18108
736200,0.340194,0.18108
737100,0.340194,0.18108
738000,0.340194,0.18108
738900,0.340194,0.18108
739800,0.340194,0.18108
740700,0.340194,0.18108
741600,0.340194,0.18108
742500,0.340194,0.18108
743400,0.340194,0.18108
744300,0.340194,0.18108
745200,0.340194,0.18108
746100,0.340194,0.18108
747000,0.340194,0.18108
747900,0.340194,0.18108
748800,0.340194,0.18108
749700,0.340194,0.18108
750600,0.340194,0.18108
751500,0.340194,0.18108
752400,0.340194,0.18108
753300,0.340194,0.18108
754200,0.340194,0.18108
755100,0.340194,0.18108
756000,0.340194,0.18108
756900,0.340194,0.18108
757800,0.340194,0.18108
758700,0.340194,0.18108
759600,0.340194,0.18108
760500,0.340194,0.18108
761400,0.340194,0.18108
762300,0.340194,0.18108
763200,0.340194,0.18108
764100,0.340194,0.18108
765000,0.340194,0.18108
765900,0.340194,0.18108
766800,0.340194,0.18108
767700,0.340194,0.18108
768600,0.340194,0.18108
769500,0.340194,0.18108
770400,0.340194,0.18108
771300,0.340194,0.18108
772200,0.340194,0.18108
773100,0.340194,0.18108
774000,0.340194,0.18108
774900,0.340194,0.18108
775800,0.340194,0.18108
776700,0.340194,0.18108
777600,0.340194,0.18108
778500,0.340194,0.18108
779400,0.340194,0.18108
780300,0.340194,0.18108
781200,0.340194,0.18108
782100,0.340194,0.18108
783000,0.340194,0.18108
783900,0.340194,0.18108
784800,0.340194,0.18108
785700,0.340194,0.18108
786600,0.340194,0.18108
787500,0.340194,0.18108
788400,0.340194,0.18108
789300,0.340194,0.18108
790200,0.340194,0.18108
791100,0.340194,0.18108
792000,0.340194,0.18108
792900,0.340194,0.18108
793800,0.340194,0.18108
794700,0.340194,0.18108
795600,0.340194,0.18108
796500,0.340194,0.18108
797400,0.340194,0.18108
798300,0.340194,0.18108
799200,0.340194,0.18108
800100,0.340194,0.18108
801000,0.340194,0.18108
801900,0.340194,0.18108
802800,0.340194,0.18108
803700,0.340194,0.18108
804600,0.340194,0.18108
805500,0.340194,0.18108
806400,0.340194,0.18108
807300,0.340194,0.18108
808200,0.340194,0.18108
809100,0.340194,0.18108
810000,0.340194,0.18108
810900,0.340194,0.18108
811800,0.340194,0.18108
812700,0.340194,0.18108
813600,0.340194,0.18108
814500,0.340194,0.18108
815400,0.340194,0.18108
816300,0.340194,0.18108
817200,0.340194,0.18108
818100,0.340194,0.18108
819000,0.340194,0.18108
819900,0.340194,0.18108
820800,0.340194,0.18108
821700,0.340194,0.18108
822600,0.340194,0.18108
823500,0.340194,0.18108
824400,0.340194,0.18108
825300,0.340194,0.18108
826200,0.340194,0.18108
827100,0.340194,0.18108
828000,0.340194,0.18108
828900,0.340194,0.18108
829800,0.340194,0.18108
830700,0.340194,0.18108
831600,0.340194,0.18108
832500,0.340194,0.18108
833400,0.340194,0.18108
834300,0.340194,0.18108
835200,0.340194,0.18108
836100,0.340194,0.18108
837000,0.340194,0.18108
837900,0.340194,0.18108
838800,0.340194,0.18108
839700,0.340194,0.18108
840600,0.340194,0.18108
841500,0.340194,0.18108
842400,0.340194,0.18108
843300,0.340194,0.18108
844200,0.340194,0.18108
845100,0.340194,0.18108
846000,0.340194,0.18108
846900,0.340194,0.18108
847800,0.340194,0.18108
848700,0.340194,0.18108
849600,0.340194,0.18108
850500,0.340194,0.18108
851400,0.340194,0.18108
852300,0.340194,0.18108
853200,0.340194,0.18108
854100,0.340194,0.18108
855000,0.340194,0.18108
855900,0.340194,0.18108
856800,0.340194,0.18108
857700,0.340194,0.18108
858600,0.340194,0.18108
859500,0.340194,0.18108
860400,0.340194,0.18108
861300,0.340194,0.18108
862200,0.340194,0.18108
863100,0.340194,0.18108
864000,0.340194,0.18108
864900,0.340194,0.18108
865800,0.340194,0.18108
866700,0.340194,0.18108
867600,0.340194,0.18108
868500,0.340194,0.18108
869400,0.340194,0.18108
870300,0.340194,0.18108
871200,0.340194,0.18108
872100,0.340194,0.18108
873000,0.340194,0.18108
873900,0.340194,0.18108
874800,0.340194,0.18108
875700,0.340194,0.18108
876600,0.340194,0.18108
877500,0.340194,0.18108
878400,0.340194,0.18108
879300,0.340194,0.18108
880200,0.340194,0.18108
881100,0.340194,0.18108
882000,0.340194,0.18108
882900,0.340194,0.18108
883800,0.340194,0.18108
884700,0.340194,0.18108
885600,0.340194,0.18108
886500,0.340194,0.18108
887400,0.340194,0.18108
888300,0.340194,0.18108
889200,0.340194,0.18108
890100,0.340194,0.18108
891000,0.340194,0.18108
891900,0.340194,0.18108
892800,0.340194,0.18108
893700,0.340194,0.18108
894600,0.340194,0.18108
895500,0.340194,0.18108
896400,0.340194,0.18108
897300,0.340194,0.18108
898200,0.340194,0.18108
899100,0.340194,0.18108
900000,0.340194,0.18108
900900,0.340194,0.18108
901800,0.340194,0.18108
902700,0.340194,0.18108
903600,0.340194,0.18108
904500,0.340194,0.18108
905400,0.340194,0.18108
906300,0.340194,0.18108
907200,0.340194,0.18108
908100,0.340194,0.18108
909000,0.340194,0.18108
909900,0.340194,0.18108
910800,0.340194,0.18108
911700,0.340194,0.18108
912600,0.340194,0.18108
913500,0.340194,0.18108
914400,0.340194,0.18108
915300,0.340194,0.18108
916200,0.340194,0.18108
917100,0.340194,0.18108
918000,0.340194,0.18108
918900,0.340194,0.18108
919800,0.340194,0.18108
920700,0.340194,0.18108
921600,0.340194,0.18108
922500,0.340194,0.18108
923400,0.340194,0.18108
924300,0.340194,0.18108
925200,0.340194,0.18108
926100,0.340194,0.18108
927000,0.340194,0.18108
927900,0.340194,0.18108
928800,0.340194,0.18108
929700,0.340194,0.18108
930600,0.340194,0.18108
931500,0.340194,0.18108
932400,0.340194,0.18108
933300,0.340194,0.18108
934200,0.340194,0.18108
935100,0.340194,0.18108
936000,0.340194,0.18108
936900,0.340194,0.18108
937800,0.340194,0.18108
938700,0.340194,0.18108
939600,0.340194,0.18108
940500,0.340194,0.18108
941400,0.340194,0.18108
942300,0.340194,0.18108
943200,0.340194,0.18108
944100,0.340194,0.18108
945000,0.340194,0.18108
945900,0.340194,0.18108
946800,0.340194,0.18108
947700,0.340194,0.18108
948600,0.340194,0.18108
949500,0.340194,0.18108
950400,0.340194,0.18108
951300,0.340194,0.18108
952200,0.340194,0.18108
