Time,districtHeating.qdh
4734000,21.236712
4793472,271385.4
4838400,25.968513
4838400,25.968513
4856544,69.74758
4919616,26.103514
4950000,246063.64
4950000,511345.28
4982688,115419.01
4993200,122391.86
4993200,21.273577
5036400,243006.11
5036400,488169.5
5045760,307537.13
5079600,101083.04
5079600,21.909363
5108832,25.571348
5122800,179323.45
5122800,476464.4
5166000,89776.875
5166000,22.148373
5171904,24.366562
5209200,25.767931
5209200,1143903
5234976,64883.395
5252400,86563.414
5252400,22.27327
5295600,25.683912
5295600,1137518.4
5298048,15.655889
5338800,93174.88
5338800,22.05365
5361120,25.360039
5424192,24.994934
5443200,25.735731
5443200,25.735731
5487264,266160.06
5550336,26.208406
5554800,273105.9
5554800,503145.72
5598000,120718.164
5598000,21.354605
5613408,25.619112
5641200,273361.97
5641200,452245.28
5676480,104305.17
5684400,91925.31
5684400,21.952883
5727600,172563.05
5727600,639077.1
5739552,229297.17
5770800,65968.35
5770800,22.647
5802624,25.129265
5814000,25.275019
5814000,1102450.5
5857200,83961.85
5857200,22.27163
5865696,24.64515
5900400,25.640049
5900400,1135060
5928768,33531.15
5943600,67552.48
5943600,22.77164
5991840,258255.7
6048000,25.11391
6048000,25.11391
6054912,25.241735
6117984,24.329706
6159600,228753.14
6159600,421474.16
6181056,210513.16
6202800,82304.94
6202800,22.32136
6244128,186806.72
6246000,193998.94
6246000,530542.4
6289200,106714.74
6289200,21.673466
6307200,25.350016
6332400,173711.05
6332400,692012.25
6370272,89714.39
6375600,98123.055
6375600,21.880312
6418800,25.762037
6418800,1145136.1
6433344,108578.414
6462000,96973.03
6462000,21.955187
6496416,25.667572
6505200,25.750822
6505200,1142463.8
6548400,96462.75
6548400,21.955854
6559488,25.071484
6622560,5328.073
6652800,25.52483
6652800,25.52483
6685632,219483.88
6748704,25.973413
6764400,139343.84
6764400,952736.9
6807600,87673.05
6807600,22.39602
6811776,24.003666
6850800,218051.8
6850800,477061.44
6874848,85996.79
6894000,58096.477
6894000,22.837482
6937200,161930.27
6937200,729652.3
6937920,529367.44
6980400,79703.38
6980400,22.410633
7000992,24.98994
7023600,25.298964
7023600,1104434.4
7064064,26664.025
7066800,49333.582
7066800,23.143831
7110000,25.004635
7110000,1079718
7127136,53712.78
7153200,60203.984
7153200,22.857868
7190208,24.97232
7253280,24.932255
7257600,25.023071
7257600,25.023071
7316352,24.497961
7369200,25.616247
7369200,1130656
7379424,73184.484
7412400,95962.39
7412400,22.069643
7442496,25.583803
7455600,25.879496
7455600,1155503.6
7498800,73291.375
7498800,22.595112
7505568,24.333805
7542000,25.680918
7542000,1138773.5
7568640,46089.727
7585200,64539.895
7585200,22.71746
7628400,25.427935
7628400,1116977.5
7631712,19.539518
7671600,35560.32
7671600,23.114048
7694784,24.704605
7714800,25.013561
7714800,1081647.1
7757856,69650.82
7758000,69805.14
7758000,22.554464
7820928,5835.3135
7862400,25.19385
7862400,25.19385
7884000,163816.4
7947072,25.228712
7974000,198378.3
7974000,304776.56
8010144,45797.08
8017200,56350.395
8017200,22.978645
8060400,237556.25
8060400,311280.28
8073216,235494.27
8103600,66112.54
8103600,22.83524
8136288,25.001842
8146800,192250.66
8146800,310935.1
8190000,65994.25
8190000,22.7233
8199360,24.5151
8233200,25.282686
8233200,1102877.8
8262432,3201.042
8276400,24087.459
8276400,23.192444
8319600,24.651617
8319600,1048874.8
8325504,22.59668
8362800,24123.041
8362800,23.13741
8388576,24.483755
8451648,23.441788
8467200,24.087624
8467200,24.087624
8514720,13114.526
8577792,244817.05
8578800,237841.06
8578800,261913.33
8622000,22.78806
8622000,22.78806
8640864,23.627577
8665200,191286.5
8665200,223343.48
8703936,22.827463
8708400,22.879278
8708400,22.879278
8751600,175234.67
8751600,228460.19
8767008,44053.91
8794800,22.07294
8794800,22.07294
8830080,23.478662
8838000,23.5328
8838000,924714.75
8881200,21.727997
8881200,21.727997
8893152,22.493217
8924400,23.242014
8924400,872004.5
8956224,21.504608
8967600,21.388102
8967600,21.388102
9019296,179024.08
9072000,22.47156
9072000,22.47156
9082368,22.749424
9145440,22.220297
9183600,202550.94
9183600,204598.42
9208512,5253.3457
9226800,22.383673
9226800,22.383673
9270000,249811.83
9270000,257023.47
9271584,238587.28
9313200,22.013178
9313200,22.013178
9334656,23.106085
9356400,156741.53
9356400,280246.88
9397728,22.819159
9399600,22.856802
9399600,22.856802
9442800,23.92261
9442800,989726.1
9460800,2499.2708
9486000,22.75414
9486000,22.75414
9523872,24.02475
9529200,24.016142
9529200,995955.06
9572400,19357.281
9572400,23.040512
9586944,23.731274
9650016,925.0078
9676800,24.226894
9676800,24.226894
9713088,208243.98
9776160,24.857204
9788400,233532.27
9788400,288788.9
9831600,22.911882
9831600,22.911882
9839232,23.36907
9874800,58003.254
9874800,943858.56
9902304,21721.967
9918000,30950.807
9918000,23.076681
9961200,24.53038
9961200,1039667.4
9965376,21.553556
1.00044e+07,35879.953
1.00044e+07,23.031204
10028448,24.37756
1.00476e+07,24.638887
1.00476e+07,1049348.8
1.00908e+07,24475.521
1.00908e+07,23.016922
1.009152e+07,23.106537
1.0134e+07,24.674297
1.0134e+07,1051470.8
10154592,27182.375
1.01772e+07,35527.434
1.01772e+07,22.996122
10217664,161130.78
10280736,24.9472
1.02816e+07,24.957008
1.02816e+07,24.957008
10343808,24.673903
1.03932e+07,227067.95
1.03932e+07,328464.47
1.040688e+07,86890.125
1.04364e+07,22.998539
1.04364e+07,22.998539
10469952,24.479929
1.04796e+07,112477.625
1.04796e+07,661913.94
1.05228e+07,22.377495
1.05228e+07,22.377495
10533024,22.859215
1.0566e+07,145820.64
1.0566e+07,172816.25
10596096,21.882101
1.06092e+07,21.533966
1.06092e+07,21.533966
1.06524e+07,22.979462
1.06524e+07,515662.72
10659168,22.508995
1.06956e+07,21.043306
1.06956e+07,21.043306
1.072224e+07,22.267702
1.07388e+07,22.448587
1.07388e+07,22.448587
1.0782e+07,21.022415
1.0782e+07,21.022415
10785312,21.08422
10848384,22.437172
1.08864e+07,21.769564
1.08864e+07,21.769564
10911456,78113.31
10974528,21.68592
1.0998e+07,113230.79
1.0998e+07,113230.79
1.10376e+07,21.856905
1.10412e+07,21.905165
1.10412e+07,21.905165
1.10844e+07,22.67314
1.10844e+07,22.67314
11100672,2419.7373
1.11276e+07,21.706598
1.11276e+07,21.706598
11163744,22.791407
1.11708e+07,17342.463
1.11708e+07,20656.354
1.1214e+07,22.111572
1.1214e+07,22.111572
11226816,22.463943
1.12572e+07,22.846699
1.12572e+07,302020.8
11289888,22.142515
1.13004e+07,22.208452
1.13004e+07,22.208452
1.13436e+07,23.00774
1.13436e+07,666835.25
1.135296e+07,22.475376
1.13868e+07,22.024172
1.13868e+07,22.024172
11416032,76221.195
11479104,22.324125
1.14912e+07,22.767612
1.14912e+07,22.767612
11542176,28486.455
1.16028e+07,177149.3
1.16028e+07,182193.84
11605248,171930.16
1.1646e+07,22.895208
1.1646e+07,22.895208
1.166832e+07,23.451595
1.16892e+07,159904.48
1.16892e+07,198078.94
11731392,22.425024
1.17324e+07,22.436903
1.17324e+07,22.436903
1.17756e+07,169383.2
1.17756e+07,189218.66
11794464,9083.719
1.18188e+07,21.56176
1.18188e+07,21.56176
11857536,22.818127
1.1862e+07,6187.779
1.1862e+07,414178.66
1.19052e+07,22.129505
1.19052e+07,22.129505
11920608,22.741665
1.19484e+07,22.97097
1.19484e+07,474324.72
1.198368e+07,21.747646
1.19916e+07,21.680847
1.19916e+07,21.680847
12046752,1198.685
1.2096e+07,21.765535
1.2096e+07,21.765535
12109824,22.130768
12172896,22.129965
1.22076e+07,66232.65
1.22076e+07,66232.65
12235968,22.38973
1.22508e+07,20.965343
1.22508e+07,20.965343
1.2294e+07,55357.26
1.2294e+07,55357.26
1.229904e+07,67250.164
1.23372e+07,21.977367
1.23372e+07,21.977367
12362112,22.437937
1.23804e+07,54402.65
1.23804e+07,54402.65
1.24236e+07,22.51683
1.24236e+07,22.51683
12425184,22.5394
1.24668e+07,23.069592
1.24668e+07,697071.9
12488256,1245.7526
1.251e+07,22.462315
1.251e+07,22.462315
12551328,22.993341
1.25532e+07,22.966707
1.25532e+07,434944.1
1.25964e+07,21.076366
1.25964e+07,21.076366
1.26144e+07,22.034042
12677472,21.787998
1.27008e+07,21.755516
1.27008e+07,21.755516
12740544,18819.1
12803616,22.017204
1.28124e+07,48512.258
1.28124e+07,48512.258
1.28556e+07,20.466658
1.28556e+07,20.466658
12866688,21.014757
1.28988e+07,15062.371
1.28988e+07,15062.371
1.292976e+07,21.534224
1.2942e+07,20.297321
1.2942e+07,20.297321
1.29852e+07,50687.13
1.29852e+07,50687.13
12992832,13612.96
1.30284e+07,20.693182
1.30284e+07,20.693182
13055904,21.392878
1.30716e+07,21.496796
1.30716e+07,21.496796
1.31148e+07,21.019342
1.31148e+07,21.019342
13118976,21.108704
1.3158e+07,21.957254
1.3158e+07,21.957254
13182048,21.753012
1.32012e+07,20.246046
1.32012e+07,20.246046
1.324512e+07,58416.813
1.33056e+07,21.198868
1.33056e+07,21.198868
13308192,21.300726
13371264,19.951305
1.34172e+07,17071.51
1.34172e+07,17071.51
13434336,21.509684
1.34604e+07,19.827585
1.34604e+07,19.827585
13497408,21.922659
1.35036e+07,11679.085
1.35036e+07,11679.085
1.35468e+07,20.420382
1.35468e+07,20.420382
1.356048e+07,20.814034
1.359e+07,22.317572
1.359e+07,22.317572
13623552,20.081125
1.36332e+07,19.809912
1.36332e+07,19.809912
1.36764e+07,21.045109
1.36764e+07,21.045109
13686624,21.264788
1.37196e+07,19.823341
1.37196e+07,19.823341
13749696,20.798729
1.37628e+07,20.792433
1.37628e+07,20.792433
1.3806e+07,19.004717
1.3806e+07,19.004717
13812768,19.223051
1.387584e+07,19.798197
1.39104e+07,19.337288
1.39104e+07,19.337288
13938912,20.902464
14001984,19.494242
1.4022e+07,20.929878
1.4022e+07,20.929878
14065056,18.810417
1.40652e+07,18.814722
1.40652e+07,18.814722
1.41084e+07,21.113064
1.41084e+07,21.113064
14128128,20.332949
1.41516e+07,19.349152
1.41516e+07,19.349152
1.41912e+07,21.246244
1.41948e+07,21.432056
1.41948e+07,21.432056
1.4238e+07,19.127407
1.4238e+07,19.127407
14254272,19.789923
1.42812e+07,20.353312
1.42812e+07,20.353312
14317344,19.17853
1.43244e+07,19.230217
1.43244e+07,19.230217
1.43676e+07,20.351631
1.43676e+07,20.351631
14380416,21.181442
1.44108e+07,20.143888
1.44108e+07,20.143888
14443488,20.71743
1.450656e+07,20.355888
1.45152e+07,20.659828
1.45152e+07,20.659828
14569632,21.445492
1.46268e+07,22.182032
1.46268e+07,22.182032
14632704,22.179783
1.467e+07,20.455086
1.467e+07,20.455086
14695776,21.151426
1.47132e+07,721.5478
1.47132e+07,721.5478
1.47564e+07,19.724552
1.47564e+07,19.724552
14758848,19.769653
1.47996e+07,333.30838
1.47996e+07,333.30838
1.482192e+07,21.322863
1.48428e+07,20.168707
1.48428e+07,20.168707
14884992,21.27833
1.4886e+07,21.25208
1.4886e+07,21.25208
1.49292e+07,19.728266
1.49292e+07,19.728266
14948064,20.547197
1.49724e+07,20.95291
1.49724e+07,20.95291
15011136,20.355467
1.50156e+07,20.474623
1.50156e+07,20.474623
15074208,262.5813
1.512e+07,20.746666
1.512e+07,20.746666
1.513728e+07,21.222221
15200352,20.870375
1.52316e+07,2844.874
1.52316e+07,2844.874
15263424,20.297745
1.52748e+07,20.261145
1.52748e+07,20.261145
1.5318e+07,42.26085
1.5318e+07,42.26085
15326496,22.225405
1.53612e+07,20.79433
1.53612e+07,20.79433
15389568,21.389538
1.54044e+07,22.255379
1.54044e+07,22.255379
1.54476e+07,19.585958
1.54476e+07,19.585958
1.545264e+07,19.68042
1.54908e+07,20.913263
1.54908e+07,20.913263
15515712,19.841194
1.5534e+07,19.26975
1.5534e+07,19.26975
1.55772e+07,20.429487
1.55772e+07,20.429487
15578784,20.373514
1.56204e+07,18.709843
1.56204e+07,18.709843
15641856,19.814371
15704928,19.498182
1.57248e+07,19.968306
1.57248e+07,19.968306
1.5768e+07,19.933262
15831072,20.274658
1.58364e+07,20.189722
1.58364e+07,20.189722
1.58796e+07,18.817032
1.58796e+07,18.817032
15894144,19.488451
1.59228e+07,20.055052
1.59228e+07,20.055052
15957216,19.097578
1.5966e+07,18.933973
1.5966e+07,18.933973
1.60092e+07,20.033094
1.60092e+07,20.033094
16020288,19.234941
1.60524e+07,18.117352
1.60524e+07,18.117352
1.608336e+07,19.410315
1.60956e+07,19.51
1.60956e+07,19.51
1.61388e+07,17.678576
1.61388e+07,17.678576
16146432,17.911709
1.6182e+07,19.185665
1.6182e+07,19.185665
16209504,18.552628
1.62252e+07,18.11337
1.62252e+07,18.11337
16272576,19.311016
1.63296e+07,18.948046
1.63296e+07,18.948046
16335648,19.151785
1.639872e+07,18.658318
1.64412e+07,19.622473
1.64412e+07,19.622473
16461792,18.490513
1.64844e+07,17.778952
1.64844e+07,17.778952
16524864,19.221956
1.65276e+07,19.222586
1.65276e+07,19.222586
1.65708e+07,18.730438
1.65708e+07,18.730438
16587936,19.258661
1.6614e+07,19.638382
1.6614e+07,19.638382
16651008,18.506824
1.66572e+07,18.574327
1.66572e+07,18.574327
1.67004e+07,19.56264
1.67004e+07,19.56264
1.671408e+07,19.357952
1.67436e+07,18.438967
1.67436e+07,18.438967
16777152,19.612293
1.67868e+07,19.61974
1.67868e+07,19.61974
1.683e+07,18.066406
1.683e+07,18.066406
16840224,18.584032
16903296,18.825544
1.69344e+07,19.315514
1.69344e+07,19.315514
16966368,19.498816
1.702944e+07,19.841267
1.7046e+07,20.028938
1.7046e+07,20.028938
1.70892e+07,18.631353
1.70892e+07,18.631353
17092512,18.647661
1.71324e+07,19.740393
1.71324e+07,19.740393
17155584,18.759377
1.71756e+07,18.69856
1.71756e+07,18.69856
17218656,19.526937
1.72188e+07,19.52675
1.72188e+07,19.52675
1.7262e+07,18.607983
1.7262e+07,18.607983
17281728,19.38702
1.73052e+07,19.755495
1.73052e+07,19.755495
1.73448e+07,19.04119
1.73484e+07,19.077847
1.73484e+07,19.077847
1.73916e+07,20.084354
1.73916e+07,20.084354
17407872,19.31779
1.74348e+07,18.750168
1.74348e+07,18.750168
17470944,19.992237
17534016,19.612398
1.75392e+07,19.73625
1.75392e+07,19.73625
17597088,18.969118
1.76508e+07,20.045538
1.76508e+07,20.045538
1.766016e+07,19.9081
1.7694e+07,19.30902
1.7694e+07,19.30902
17723232,20.185186
1.77372e+07,20.316486
1.77372e+07,20.316486
1.77804e+07,18.45548
1.77804e+07,18.45548
17786304,18.599747
1.78236e+07,19.916739
1.78236e+07,19.916739
17849376,18.633757
1.78668e+07,18.240503
1.78668e+07,18.240503
1.791e+07,19.510376
1.791e+07,19.510376
17912448,19.5087
1.79532e+07,19.35398
1.79532e+07,19.35398
1.797552e+07,19.84949
1.79964e+07,20.044699
1.79964e+07,20.044699
18038592,18.623734
1.80396e+07,18.64812
1.80396e+07,18.64812
18101664,19.367212
1.8144e+07,19.84277
1.8144e+07,19.84277
18164736,20.234745
18227808,20.132206
1.82556e+07,20.463955
1.82556e+07,20.463955
1.829088e+07,19.679565
1.82988e+07,19.64222
1.82988e+07,19.64222
1.8342e+07,20.410284
1.8342e+07,20.410284
18353952,20.466444
1.83852e+07,18.480507
1.83852e+07,18.480507
18417024,19.828083
1.84284e+07,19.87285
1.84284e+07,19.87285
1.84716e+07,17.96485
1.84716e+07,17.96485
18480096,18.311693
1.85148e+07,19.417841
1.85148e+07,19.417841
18543168,18.009106
1.8558e+07,17.507776
1.8558e+07,17.507776
1.86012e+07,18.951393
1.86012e+07,18.951393
1.860624e+07,18.79061
1.86444e+07,17.256104
1.86444e+07,17.256104
18669312,18.363626
18732384,16.975353
1.87488e+07,17.81022
1.87488e+07,17.81022
18795456,17.228956
18858528,18.162037
1.88604e+07,18.929224
1.88604e+07,18.929224
1.89036e+07,17.213736
1.89036e+07,17.213736
1.89216e+07,17.781319
1.89468e+07,18.270966
1.89468e+07,18.270966
18984672,18.028803
1.899e+07,18.045938
1.899e+07,18.045938
1.90332e+07,19.615917
1.90332e+07,19.615917
19047744,19.28635
1.90764e+07,18.186226
1.90764e+07,18.186226
19110816,19.0173
1.91196e+07,19.078676
1.91196e+07,19.078676
1.91628e+07,18.245949
1.91628e+07,18.245949
19173888,18.570496
1.9206e+07,19.21579
1.9206e+07,19.21579
1.923696e+07,18.4175
1.92492e+07,18.225676
1.92492e+07,18.225676
19300032,20.682825
1.93536e+07,19.370537
1.93536e+07,19.370537
19363104,19.641756
19426176,18.834486
1.94652e+07,21.092793
1.94652e+07,21.092793
19489248,20.028822
1.95084e+07,19.16716
1.95084e+07,19.16716
1.95516e+07,21.105875
1.95516e+07,21.105875
1.955232e+07,21.12426
1.95948e+07,20.041222
1.95948e+07,20.041222
19615392,20.435215
1.9638e+07,21.948822
1.9638e+07,21.948822
19678464,19.585165
1.96812e+07,19.598679
1.96812e+07,19.598679
1.97244e+07,20.836363
1.97244e+07,20.836363
19741536,20.327908
1.97676e+07,20.15189
1.97676e+07,20.15189
19804608,21.012854
1.98108e+07,21.029293
1.98108e+07,21.029293
1.9854e+07,20.374086
1.9854e+07,20.374086
1.986768e+07,20.722452
19930752,21.235445
1.99584e+07,21.006517
1.99584e+07,21.006517
19993824,22.455526
20056896,21.466106
2.007e+07,20827.957
2.007e+07,20827.957
2.01132e+07,20.539526
2.01132e+07,20.539526
20119968,20.820099
2.01564e+07,36193.945
2.01564e+07,36193.945
2.018304e+07,21.725142
2.01996e+07,20.337427
2.01996e+07,20.337427
2.02428e+07,29336.385
2.02428e+07,29336.385
20246112,14379.286
2.0286e+07,20.062035
2.0286e+07,20.062035
20309184,21.056581
2.03292e+07,21.41072
2.03292e+07,21.41072
20372256,20.17951
2.03724e+07,20.179941
2.03724e+07,20.179941
2.04156e+07,21.416054
2.04156e+07,21.416054
20435328,20.480543
2.04588e+07,19.999834
2.04588e+07,19.999834
2.04984e+07,20.932005
20561472,21.139942
2.05632e+07,21.156826
2.05632e+07,21.156826
20624544,20.647757
2.06748e+07,50523.934
2.06748e+07,50523.934
20687616,14146.817
2.0718e+07,20.841997
2.0718e+07,20.841997
20750688,21.746557
2.07612e+07,2057.1665
2.07612e+07,2057.1665
2.08044e+07,20.03105
2.08044e+07,20.03105
2.081376e+07,20.671827
2.08476e+07,5896.123
2.08476e+07,5896.123
20876832,21.749771
2.08908e+07,20.927523
2.08908e+07,20.927523
2.0934e+07,21.903751
2.0934e+07,21.903751
20939904,21.787333
2.09772e+07,20.876719
2.09772e+07,20.876719
21002976,21.618303
2.10204e+07,21.654354
2.10204e+07,21.654354
2.10636e+07,21.6111
2.10636e+07,21.6111
21066048,21.621387
2.112912e+07,22.602861
2.1168e+07,21.699615
2.1168e+07,21.699615
21192192,88564.21
21255264,21.97634
2.12796e+07,58271.11
2.12796e+07,58271.11
21318336,21.641916
2.13228e+07,21.684761
2.13228e+07,21.684761
2.1366e+07,84969.46
2.1366e+07,84969.46
21381408,75460.22
2.14092e+07,21.511383
2.14092e+07,21.511383
2.144448e+07,22.556705
2.14524e+07,104430.88
2.14524e+07,104430.88
2.14956e+07,21.763578
2.14956e+07,21.763578
21507552,22.124264
2.15388e+07,22.577396
2.15388e+07,22.577396
21570624,21.71922
2.1582e+07,21.866423
2.1582e+07,21.866423
2.16252e+07,22.728567
2.16252e+07,10197.408
21633696,22.656698
2.16684e+07,21.618464
2.16684e+07,21.618464
21696768,22.485147
2.175984e+07,21.705248
2.17728e+07,22.171925
2.17728e+07,22.171925
21822912,1339.8927
2.18844e+07,76970.01
2.18844e+07,76970.01
21885984,75950.87
2.19276e+07,20.954788
2.19276e+07,20.954788
21949056,21.932894
2.19708e+07,106030.9
2.19708e+07,106030.9
22012128,21.35807
2.2014e+07,21.39522
2.2014e+07,21.39522
2.20572e+07,95875.07
2.20572e+07,95875.07
2.20752e+07,17293.803
2.21004e+07,21.400064
2.21004e+07,21.400064
22138272,22.473791
2.21436e+07,22.521431
2.21436e+07,22.521431
2.21868e+07,21.660707
2.21868e+07,21.660707
22201344,22.194302
2.223e+07,22.654274
2.223e+07,22.654274
22264416,21.36316
2.22732e+07,21.403326
2.22732e+07,21.403326
22327488,81308.16
2.23776e+07,22.029367
2.23776e+07,22.029367
2.239056e+07,22.389154
22453632,21.51828
2.24892e+07,115056.8
2.24892e+07,115056.8
22516704,22.550846
2.25324e+07,21.46322
2.25324e+07,21.46322
2.25756e+07,79848.734
2.25756e+07,79848.734
22579776,73570.56
2.26188e+07,22.124891
2.26188e+07,22.124891
22642848,22.652256
2.2662e+07,131766.13
2.2662e+07,131811.45
2.27052e+07,22.231625
2.27052e+07,22.231625
2.270592e+07,22.264887
2.27484e+07,23.05915
2.27484e+07,768059.4
22768992,22.97212
2.27916e+07,4246.4126
2.27916e+07,23.036715
22832064,23.584358
2.28348e+07,23.604515
2.28348e+07,944417.7
2.2878e+07,23.105675
2.2878e+07,23.105675
22895136,23.562502
22958208,22.375473
2.29824e+07,23.286242
2.29824e+07,23.286242
2.302128e+07,89015.016
23084352,23.723686
2.3094e+07,151825.75
2.3094e+07,163821.86
2.31372e+07,35994.66
2.31372e+07,23.079313
23147424,23.68275
2.31804e+07,169684.11
2.31804e+07,190090.88
23210496,8163.2417
2.32236e+07,31335.754
2.32236e+07,23.139292
2.32668e+07,221337
2.32668e+07,246845.31
23273568,199604.53
2.331e+07,22447.918
2.331e+07,23.130156
2.333664e+07,24.079159
2.33532e+07,24.168787
2.33532e+07,1005774
2.33964e+07,56879.37
2.33964e+07,23.157553
23399712,23.412758
2.34396e+07,24.099447
2.34396e+07,993833
23462784,33868.11
2.34828e+07,44245.926
2.34828e+07,23.29032
23525856,116680.41
2.35872e+07,24.154741
2.35872e+07,24.154741
23588928,24.178192
2.3652e+07,23.176645
2.36988e+07,142402.02
2.36988e+07,196388.25
23715072,133972.3
2.3742e+07,49204.67
2.3742e+07,23.150967
23778144,101793.8
2.37852e+07,107384.83
2.37852e+07,211658.72
2.38284e+07,10197.995
2.38284e+07,23.230442
23841216,23.828876
2.38716e+07,114365.234
2.38716e+07,247864.88
23904288,10346.202
2.39148e+07,19629.314
2.39148e+07,23.28212
2.3958e+07,23.815935
2.3958e+07,957976.5
2.396736e+07,2066.2961
2.40012e+07,20841.88
2.40012e+07,23.208797
24030432,23.873161
2.40444e+07,23.9694
2.40444e+07,983239
2.40876e+07,11236.374
2.40876e+07,23.175566
24093504,23.498592
24156576,17015.2
2.4192e+07,23.98172
2.4192e+07,23.98172
24219648,158884.53
2.428272e+07,24.382168
2.43036e+07,212994.25
2.43036e+07,248975.86
24345792,20529.516
2.43468e+07,47383.797
2.43468e+07,23.097311
2.439e+07,210688.64
2.439e+07,235106.33
24408864,128906.91
2.44332e+07,23328.703
2.44332e+07,23.203571
24471936,150431.7
2.44764e+07,152372.58
2.44764e+07,261723.84
2.45196e+07,30067.16
2.45196e+07,23.04677
24535008,24.189148
2.45628e+07,24.529652
2.45628e+07,1038417.6
2.459808e+07,9800.844
2.4606e+07,27916.863
2.4606e+07,23.135353
2.46492e+07,24.213385
2.46492e+07,1006893.2
24661152,72745.79
2.46924e+07,34858.824
2.46924e+07,23.192488
24724224,24.164948
24787296,23.984762
2.47968e+07,24.168127
2.47968e+07,24.168127
24850368,24.248598
