# time: time of price [s],,
# PriceElectricPowerHighlyDynamic: Price of electricity in highly dynamic scenario [$/kWh],,
"# DayAheadPrice: Hourly price of electricity, not including other utility fees.",,
time,DayAheadPrice,PriceElectricPowerHighlyDynamic
2059200,0.02785,0.06652
2062800,0.0251,0.06377
2066400,0.02434,0.06301
2070000,0.02251,0.06118
2073600,0.02263,0.0613
2077200,0.02275,0.06142
2080800,0.02292,0.06159
2084400,0.02311,0.06178
2088000,0.02331,0.06198
2091600,0.02455,0.06322
2095200,0.03558,0.07425
2098800,0.04277,0.08144
2102400,0.04023,0.0789
2106000,0.03818,0.07685
2109600,0.03906,0.07773
2113200,0.03599,0.07466
2116800,0.03314,0.07181
2120400,0.03019,0.06886
2124000,0.0292,0.06787
2127600,0.02915,0.06782
2131200,0.02978,0.06845
2134800,0.04019,0.07886
2138400,0.04275,0.08142
2142000,0.04072,0.07939
2145600,0.03977,0.07844
2149200,0.03682,0.07549
2152800,0.03302,0.07169
2156400,0.02883,0.0675
2160000,0.02854,0.06721
2163600,0.02751,0.06618
2167200,0.02729,0.06596
2170800,0.02782,0.06649
2174400,0.02771,0.06638
2178000,0.02783,0.0665
2181600,0.02839,0.06706
2185200,0.03275,0.07142
2188800,0.03318,0.07185
2192400,0.03281,0.07148
2196000,0.03003,0.0687
2199600,0.02788,0.06655
2203200,0.02687,0.06554
2206800,0.02584,0.06451
2210400,0.02544,0.06411
2214000,0.02542,0.06409
2217600,0.02576,0.06443
2221200,0.02846,0.06713
2224800,0.03102,0.06969
2228400,0.02921,0.06788
2232000,0.02808,0.06675
2235600,0.02683,0.0655
2239200,0.02592,0.06459
2242800,0.02487,0.06354
2246400,0.02198,0.06065
2250000,0.02192,0.06059
2253600,0.02147,0.06014
2257200,0.02231,0.06098
2260800,0.02209,0.06076
2264400,0.02288,0.06155
2268000,0.02348,0.06215
2271600,0.02486,0.06353
2275200,0.02533,0.064
2278800,0.02536,0.06403
2282400,0.02522,0.06389
2286000,0.02485,0.06352
2289600,0.02462,0.06329
2293200,0.02432,0.06299
2296800,0.02407,0.06274
2300400,0.02423,0.0629
2304000,0.0242,0.06287
2307600,0.02729,0.06596
2311200,0.03003,0.0687
2314800,0.02767,0.06634
2318400,0.02661,0.06528
2322000,0.02393,0.0626
2325600,0.0219,0.06057
2329200,0.01993,0.0586
2332800,0.01899,0.05766
2336400,0.01707,0.05574
2340000,0.01707,0.05574
2343600,0.01696,0.05563
2347200,0.01673,0.0554
2350800,0.01708,0.05575
2354400,0.02242,0.06109
2358000,0.02866,0.06733
2361600,0.02683,0.0655
2365200,0.02604,0.06471
2368800,0.0253,0.06397
2372400,0.02541,0.06408
2376000,0.0245,0.06317
2379600,0.02338,0.06205
2383200,0.02308,0.06175
2386800,0.02274,0.06141
2390400,0.02327,0.06194
2394000,0.02607,0.06474
2397600,0.0287,0.06737
2401200,0.02798,0.06665
2404800,0.0271,0.06577
2408400,0.02571,0.06438
2412000,0.02428,0.06295
2415600,0.02264,0.06131
2419200,0.01864,0.05731
2422800,0.01793,0.0566
2426400,0.01671,0.05538
2430000,0.01908,0.05775
2433600,0.01906,0.05773
2437200,0.02106,0.05973
2440800,0.02266,0.06133
2444400,0.02753,0.0662
2448000,0.02805,0.06672
2451600,0.02739,0.06606
2455200,0.02821,0.06688
2458800,0.02775,0.06642
2462400,0.02694,0.06561
2466000,0.027,0.06567
2469600,0.02627,0.06494
2473200,0.02599,0.06466
2476800,0.02632,0.06499
2480400,0.0306,0.06927
2484000,0.03444,0.07311
2487600,0.03342,0.07209
2491200,0.03334,0.07201
2494800,0.03072,0.06939
2498400,0.02705,0.06572
2502000,0.02316,0.06183
2505600,0.02621,0.06488
2509200,0.02619,0.06486
2512800,0.02683,0.0655
2516400,0.02645,0.06512
2520000,0.02612,0.06479
2523600,0.02881,0.06748
2527200,0.03649,0.07516
2530800,0.04618,0.08485
2534400,0.04379,0.08246
2538000,0.03946,0.07813
2541600,0.05288,0.09155
2545200,0.04711,0.08578
2548800,0.04187,0.08054
2552400,0.04199,0.08066
2556000,0.04055,0.07922
2559600,0.03924,0.07791
2563200,0.04808,0.08675
2566800,0.06646,0.10513
2570400,0.07725,0.11592
2574000,0.07954,0.11821
2577600,0.08075,0.11942
2581200,0.07273,0.1114
2584800,0.06303,0.1017
2588400,0.04757,0.08624
2592000,0.05515,0.09382
2595600,0.05086,0.08953
2599200,0.05272,0.09139
2602800,0.05083,0.0895
2606400,0.06433,0.103
2610000,0.07006,0.10873
2613600,0.10003,0.1387
2617200,0.1466,0.18527
2620800,0.1284,0.16707
2624400,0.10673,0.1454
2628000,0.10426,0.14293
2631600,0.09018,0.12885
2635200,0.07645,0.11512
2638800,0.07003,0.1087
2642400,0.05572,0.09439
2646000,0.05396,0.09263
2649600,0.0578,0.09647
2653200,0.06807,0.10674
2656800,0.09052,0.12919
2660400,0.08986,0.12853
2664000,0.07354,0.11221
2667600,0.06098,0.09965
2671200,0.05003,0.0887
2674800,0.04064,0.07931
2678400,0.03091,0.06958
2682000,0.03005,0.06872
2685600,0.02911,0.06778
2689200,0.02996,0.06863
2692800,0.02997,0.06864
2696400,0.03392,0.07259
2700000,0.05187,0.09054
2703600,0.0703,0.10897
2707200,0.0608,0.09947
2710800,0.05528,0.09395
2714400,0.04684,0.08551
2718000,0.03874,0.07741
2721600,0.03704,0.07571
2725200,0.03577,0.07444
2728800,0.03163,0.0703
2732400,0.0319,0.07057
2736000,0.03041,0.06908
2739600,0.03885,0.07752
2743200,0.04669,0.08536
2746800,0.04011,0.07878
2750400,0.03825,0.07692
2754000,0.03195,0.07062
2757600,0.02987,0.06854
2761200,0.02665,0.06532
2764800,0.02874,0.06741
2768400,0.02678,0.06545
2772000,0.02491,0.06358
2775600,0.02449,0.06316
2779200,0.02424,0.06291
2782800,0.02283,0.0615
2786400,0.02466,0.06333
2790000,0.02662,0.06529
2793600,0.02856,0.06723
2797200,0.02912,0.06779
2800800,0.02678,0.06545
2804400,0.02462,0.06329
2808000,0.02429,0.06296
2811600,0.02265,0.06132
2815200,0.02239,0.06106
2818800,0.02216,0.06083
2822400,0.02197,0.06064
2826000,0.02487,0.06354
2829600,0.02814,0.06681
2833200,0.0257,0.06437
2836800,0.02471,0.06338
2840400,0.02312,0.06179
2844000,0.0222,0.06087
2847600,0.02179,0.06046
2851200,0.00998,0.04865
2854800,0.00933,0.048
2858400,0.00827,0.04694
2862000,0.00807,0.04674
2865600,0.00771,0.04638
2869200,0.00889,0.04756
2872800,0.00867,0.04734
2876400,0.00998,0.04865
2880000,0.01469,0.05336
2883600,0.0167,0.05537
2887200,0.01821,0.05688
2890800,0.01727,0.05594
2894400,0.01671,0.05538
2898000,0.01615,0.05482
2901600,0.01594,0.05461
2905200,0.01577,0.05444
2908800,0.01639,0.05506
2912400,0.01957,0.05824
2916000,0.02195,0.06062
2919600,0.02046,0.05913
2923200,0.01872,0.05739
2926800,0.0179,0.05657
2930400,0.01692,0.05559
2934000,0.01357,0.05224
2937600,0.01635,0.05502
2941200,0.01628,0.05495
2944800,0.01541,0.05408
2948400,0.01464,0.05331
2952000,0.0136,0.05227
2955600,0.01673,0.0554
2959200,0.0229,0.06157
2962800,0.02594,0.06461
2966400,0.02501,0.06368
2970000,0.02487,0.06354
2973600,0.02386,0.06253
2977200,0.0228,0.06147
2980800,0.0217,0.06037
2984400,0.02181,0.06048
2988000,0.02114,0.05981
2991600,0.0206,0.05927
2995200,0.02099,0.05966
2998800,0.02484,0.06351
3002400,0.02598,0.06465
3006000,0.02469,0.06336
3009600,0.02416,0.06283
3013200,0.02316,0.06183
3016800,0.02151,0.06018
3020400,0.02088,0.05955
3024000,0.0207,0.05937
3027600,0.02058,0.05925
3031200,0.02026,0.05893
3034800,0.02051,0.05918
3038400,0.02178,0.06045
3042000,0.02337,0.06204
3045600,0.02824,0.06691
3049200,0.02811,0.06678
3052800,0.02674,0.06541
3056400,0.02659,0.06526
3060000,0.02609,0.06476
3063600,0.02528,0.06395
3067200,0.02473,0.0634
3070800,0.0247,0.06337
3074400,0.0241,0.06277
3078000,0.02374,0.06241
3081600,0.0243,0.06297
3085200,0.02693,0.0656
3088800,0.03006,0.06873
3092400,0.02808,0.06675
3096000,0.02698,0.06565
3099600,0.0248,0.06347
3103200,0.02326,0.06193
3106800,0.021,0.05967
3110400,0.02054,0.05921
3114000,0.02031,0.05898
3117600,0.02032,0.05899
3121200,0.02048,0.05915
3124800,0.0208,0.05947
3128400,0.02245,0.06112
3132000,0.0272,0.06587
3135600,0.02865,0.06732
3139200,0.02751,0.06618
3142800,0.02623,0.0649
3146400,0.02567,0.06434
3150000,0.02517,0.06384
3153600,0.02453,0.0632
3157200,0.02446,0.06313
3160800,0.02415,0.06282
3164400,0.02409,0.06276
3168000,0.02453,0.0632
3171600,0.02743,0.0661
3175200,0.02901,0.06768
3178800,0.02643,0.0651
3182400,0.02507,0.06374
3186000,0.02396,0.06263
3189600,0.02149,0.06016
3193200,0.02051,0.05918
3196800,0.01983,0.0585
3200400,0.01966,0.05833
3204000,0.01965,0.05832
3207600,0.0196,0.05827
3211200,0.01955,0.05822
3214800,0.02086,0.05953
3218400,0.02522,0.06389
3222000,0.02673,0.0654
3225600,0.02581,0.06448
3229200,0.02534,0.06401
3232800,0.02489,0.06356
3236400,0.02478,0.06345
3240000,0.02371,0.06238
3243600,0.02325,0.06192
3247200,0.02221,0.06088
3250800,0.0218,0.06047
3254400,0.02156,0.06023
3258000,0.02338,0.06205
3261600,0.0257,0.06437
3265200,0.02409,0.06276
3268800,0.02269,0.06136
3272400,0.02103,0.0597
3276000,0.02018,0.05885
3279600,0.01933,0.058
3283200,0.01882,0.05749
3286800,0.01857,0.05724
3290400,0.01815,0.05682
3294000,0.01834,0.05701
3297600,0.01889,0.05756
3301200,0.02022,0.05889
3304800,0.02649,0.06516
3308400,0.0298,0.06847
3312000,0.02765,0.06632
3315600,0.02938,0.06805
3319200,0.02844,0.06711
3322800,0.02868,0.06735
3326400,0.02768,0.06635
3330000,0.02691,0.06558
3333600,0.02614,0.06481
3337200,0.02537,0.06404
3340800,0.02539,0.06406
3344400,0.03345,0.07212
3348000,0.03669,0.07536
3351600,0.03806,0.07673
3355200,0.03802,0.07669
3358800,0.03808,0.07675
3362400,0.03041,0.06908
3366000,0.02597,0.06464
3369600,0.02576,0.06443
3373200,0.02471,0.06338
3376800,0.02495,0.06362
3380400,0.0251,0.06377
3384000,0.02553,0.0642
3387600,0.02643,0.0651
3391200,0.03025,0.06892
3394800,0.03332,0.07199
3398400,0.03409,0.07276
3402000,0.03491,0.07358
3405600,0.03158,0.07025
3409200,0.02792,0.06659
3412800,0.02566,0.06433
3416400,0.02477,0.06344
3420000,0.02465,0.06332
3423600,0.02474,0.06341
3427200,0.02465,0.06332
3430800,0.02978,0.06845
3434400,0.03279,0.07146
3438000,0.0337,0.07237
3441600,0.03341,0.07208
3445200,0.02944,0.06811
3448800,0.0288,0.06747
3452400,0.02555,0.06422
3456000,0.02556,0.06423
3459600,0.02486,0.06353
3463200,0.02352,0.06219
3466800,0.0241,0.06277
3470400,0.02449,0.06316
3474000,0.02488,0.06355
3477600,0.02471,0.06338
3481200,0.02842,0.06709
3484800,0.02789,0.06656
3488400,0.03171,0.07038
3492000,0.02661,0.06528
3495600,0.02469,0.06336
3499200,0.02446,0.06313
3502800,0.02415,0.06282
3506400,0.02389,0.06256
3510000,0.02432,0.06299
3513600,0.02448,0.06315
3517200,0.03205,0.07072
3520800,0.03576,0.07443
3524400,0.03241,0.07108
3528000,0.03054,0.06921
3531600,0.02736,0.06603
3535200,0.02477,0.06344
3538800,0.02322,0.06189
3542400,0.02225,0.06092
3546000,0.02202,0.06069
3549600,0.02171,0.06038
3553200,0.02182,0.06049
3556800,0.02172,0.06039
3560400,0.02339,0.06206
3564000,0.0307,0.06937
3567600,0.03285,0.07152
3571200,0.03516,0.07383
3574800,0.03276,0.07143
3578400,0.03399,0.07266
3582000,0.03094,0.06961
3585600,0.03172,0.07039
3589200,0.02963,0.0683
3592800,0.02781,0.06648
3596400,0.02714,0.06581
3600000,0.02671,0.06538
3603600,0.02965,0.06832
3607200,0.03131,0.06998
3610800,0.0293,0.06797
