# time: time of emissions factor [s],
# EmissionsElectricPower: Emissions factor of electric power [kgCO2-e/kWh],
time,EmissionsElectricPower
170100,0.341
171000,0.341
171900,0.341
172800,0.341
173700,0.341
174600,0.341
175500,0.341
176400,0.341
177300,0.341
178200,0.341
179100,0.341
180000,0.341
180900,0.341
181800,0.341
182700,0.341
183600,0.341
184500,0.341
185400,0.341
186300,0.341
187200,0.341
188100,0.341
189000,0.341
189900,0.341
190800,0.341
191700,0.341
192600,0.341
193500,0.341
194400,0.341
195300,0.341
196200,0.341
197100,0.341
198000,0.341
198900,0.341
199800,0.341
200700,0.341
201600,0.341
202500,0.341
203400,0.341
204300,0.341
205200,0.341
206100,0.341
207000,0.341
207900,0.341
208800,0.341
209700,0.341
210600,0.341
211500,0.341
212400,0.341
213300,0.341
214200,0.341
215100,0.341
216000,0.341
216900,0.341
217800,0.341
218700,0.341
219600,0.341
220500,0.341
221400,0.341
222300,0.341
223200,0.341
224100,0.341
225000,0.341
225900,0.341
226800,0.341
227700,0.341
228600,0.341
229500,0.341
230400,0.341
231300,0.341
232200,0.341
233100,0.341
234000,0.341
234900,0.341
235800,0.341
236700,0.341
237600,0.341
238500,0.341
239400,0.341
240300,0.341
241200,0.341
242100,0.341
243000,0.341
243900,0.341
244800,0.341
245700,0.341
246600,0.341
247500,0.341
248400,0.341
249300,0.341
250200,0.341
251100,0.341
252000,0.341
252900,0.341
253800,0.341
254700,0.341
255600,0.341
256500,0.341
257400,0.341
258300,0.341
259200,0.341
260100,0.341
261000,0.341
261900,0.341
262800,0.341
263700,0.341
264600,0.341
265500,0.341
266400,0.341
267300,0.341
268200,0.341
269100,0.341
270000,0.341
270900,0.341
271800,0.341
272700,0.341
273600,0.341
274500,0.341
275400,0.341
276300,0.341
277200,0.341
278100,0.341
279000,0.341
279900,0.341
280800,0.341
281700,0.341
282600,0.341
283500,0.341
284400,0.341
285300,0.341
286200,0.341
287100,0.341
288000,0.341
288900,0.341
289800,0.341
290700,0.341
291600,0.341
292500,0.341
293400,0.341
294300,0.341
295200,0.341
296100,0.341
297000,0.341
297900,0.341
298800,0.341
299700,0.341
300600,0.341
301500,0.341
302400,0.341
303300,0.341
304200,0.341
305100,0.341
306000,0.341
306900,0.341
307800,0.341
308700,0.341
309600,0.341
310500,0.341
311400,0.341
312300,0.341
313200,0.341
314100,0.341
315000,0.341
315900,0.341
316800,0.341
317700,0.341
318600,0.341
319500,0.341
320400,0.341
321300,0.341
322200,0.341
323100,0.341
324000,0.341
324900,0.341
325800,0.341
326700,0.341
327600,0.341
328500,0.341
329400,0.341
330300,0.341
331200,0.341
332100,0.341
333000,0.341
333900,0.341
334800,0.341
335700,0.341
336600,0.341
337500,0.341
338400,0.341
339300,0.341
340200,0.341
341100,0.341
342000,0.341
342900,0.341
343800,0.341
344700,0.341
345600,0.341
346500,0.341
347400,0.341
348300,0.341
349200,0.341
350100,0.341
351000,0.341
351900,0.341
352800,0.341
353700,0.341
354600,0.341
355500,0.341
356400,0.341
357300,0.341
358200,0.341
359100,0.341
360000,0.341
360900,0.341
361800,0.341
362700,0.341
363600,0.341
364500,0.341
365400,0.341
366300,0.341
367200,0.341
368100,0.341
369000,0.341
369900,0.341
370800,0.341
371700,0.341
372600,0.341
373500,0.341
374400,0.341
375300,0.341
376200,0.341
377100,0.341
378000,0.341
378900,0.341
379800,0.341
380700,0.341
381600,0.341
382500,0.341
383400,0.341
384300,0.341
385200,0.341
386100,0.341
387000,0.341
387900,0.341
388800,0.341
389700,0.341
390600,0.341
391500,0.341
392400,0.341
393300,0.341
394200,0.341
395100,0.341
396000,0.341
396900,0.341
397800,0.341
398700,0.341
399600,0.341
400500,0.341
401400,0.341
402300,0.341
403200,0.341
404100,0.341
405000,0.341
405900,0.341
406800,0.341
407700,0.341
408600,0.341
409500,0.341
410400,0.341
411300,0.341
412200,0.341
413100,0.341
414000,0.341
414900,0.341
415800,0.341
416700,0.341
417600,0.341
418500,0.341
419400,0.341
420300,0.341
421200,0.341
422100,0.341
423000,0.341
423900,0.341
424800,0.341
425700,0.341
426600,0.341
427500,0.341
428400,0.341
429300,0.341
430200,0.341
431100,0.341
432000,0.341
432900,0.341
433800,0.341
434700,0.341
435600,0.341
436500,0.341
437400,0.341
438300,0.341
439200,0.341
440100,0.341
441000,0.341
441900,0.341
442800,0.341
443700,0.341
444600,0.341
445500,0.341
446400,0.341
447300,0.341
448200,0.341
449100,0.341
450000,0.341
450900,0.341
451800,0.341
452700,0.341
453600,0.341
454500,0.341
455400,0.341
456300,0.341
457200,0.341
458100,0.341
459000,0.341
459900,0.341
460800,0.341
461700,0.341
462600,0.341
463500,0.341
464400,0.341
465300,0.341
466200,0.341
467100,0.341
468000,0.341
468900,0.341
469800,0.341
470700,0.341
471600,0.341
472500,0.341
473400,0.341
474300,0.341
475200,0.341
476100,0.341
477000,0.341
477900,0.341
478800,0.341
479700,0.341
480600,0.341
481500,0.341
482400,0.341
483300,0.341
484200,0.341
485100,0.341
486000,0.341
486900,0.341
487800,0.341
488700,0.341
489600,0.341
490500,0.341
491400,0.341
492300,0.341
493200,0.341
494100,0.341
495000,0.341
495900,0.341
496800,0.341
497700,0.341
498600,0.341
499500,0.341
500400,0.341
501300,0.341
502200,0.341
503100,0.341
504000,0.341
504900,0.341
505800,0.341
506700,0.341
507600,0.341
508500,0.341
509400,0.341
510300,0.341
511200,0.341
512100,0.341
513000,0.341
513900,0.341
514800,0.341
515700,0.341
516600,0.341
517500,0.341
518400,0.341
519300,0.341
520200,0.341
521100,0.341
522000,0.341
522900,0.341
523800,0.341
524700,0.341
525600,0.341
526500,0.341
527400,0.341
528300,0.341
529200,0.341
530100,0.341
531000,0.341
531900,0.341
532800,0.341
533700,0.341
534600,0.341
535500,0.341
536400,0.341
537300,0.341
538200,0.341
539100,0.341
540000,0.341
540900,0.341
541800,0.341
542700,0.341
543600,0.341
544500,0.341
545400,0.341
546300,0.341
547200,0.341
548100,0.341
549000,0.341
549900,0.341
550800,0.341
551700,0.341
552600,0.341
553500,0.341
554400,0.341
555300,0.341
556200,0.341
557100,0.341
558000,0.341
558900,0.341
559800,0.341
560700,0.341
561600,0.341
562500,0.341
563400,0.341
564300,0.341
565200,0.341
566100,0.341
567000,0.341
567900,0.341
568800,0.341
569700,0.341
570600,0.341
571500,0.341
572400,0.341
573300,0.341
574200,0.341
575100,0.341
576000,0.341
576900,0.341
577800,0.341
578700,0.341
579600,0.341
580500,0.341
581400,0.341
582300,0.341
583200,0.341
584100,0.341
585000,0.341
585900,0.341
586800,0.341
587700,0.341
588600,0.341
589500,0.341
590400,0.341
591300,0.341
592200,0.341
593100,0.341
594000,0.341
594900,0.341
595800,0.341
596700,0.341
597600,0.341
598500,0.341
599400,0.341
600300,0.341
601200,0.341
602100,0.341
603000,0.341
603900,0.341
604800,0.341
605700,0.341
606600,0.341
607500,0.341
608400,0.341
609300,0.341
610200,0.341
611100,0.341
612000,0.341
612900,0.341
613800,0.341
614700,0.341
615600,0.341
616500,0.341
617400,0.341
618300,0.341
619200,0.341
620100,0.341
621000,0.341
621900,0.341
622800,0.341
623700,0.341
624600,0.341
625500,0.341
626400,0.341
627300,0.341
628200,0.341
629100,0.341
630000,0.341
630900,0.341
631800,0.341
632700,0.341
633600,0.341
634500,0.341
635400,0.341
636300,0.341
637200,0.341
638100,0.341
639000,0.341
639900,0.341
640800,0.341
641700,0.341
642600,0.341
643500,0.341
644400,0.341
645300,0.341
646200,0.341
647100,0.341
648000,0.341
648900,0.341
649800,0.341
650700,0.341
651600,0.341
652500,0.341
653400,0.341
654300,0.341
655200,0.341
656100,0.341
657000,0.341
657900,0.341
658800,0.341
659700,0.341
660600,0.341
661500,0.341
662400,0.341
663300,0.341
664200,0.341
665100,0.341
666000,0.341
666900,0.341
667800,0.341
668700,0.341
669600,0.341
670500,0.341
671400,0.341
672300,0.341
673200,0.341
674100,0.341
675000,0.341
675900,0.341
676800,0.341
677700,0.341
678600,0.341
679500,0.341
680400,0.341
681300,0.341
682200,0.341
683100,0.341
684000,0.341
684900,0.341
685800,0.341
686700,0.341
687600,0.341
688500,0.341
689400,0.341
690300,0.341
691200,0.341
692100,0.341
693000,0.341
693900,0.341
694800,0.341
695700,0.341
696600,0.341
697500,0.341
698400,0.341
699300,0.341
700200,0.341
701100,0.341
702000,0.341
702900,0.341
703800,0.341
704700,0.341
705600,0.341
706500,0.341
707400,0.341
708300,0.341
709200,0.341
710100,0.341
711000,0.341
711900,0.341
712800,0.341
713700,0.341
714600,0.341
715500,0.341
716400,0.341
717300,0.341
718200,0.341
719100,0.341
720000,0.341
720900,0.341
721800,0.341
722700,0.341
723600,0.341
724500,0.341
725400,0.341
726300,0.341
727200,0.341
728100,0.341
729000,0.341
729900,0.341
730800,0.341
731700,0.341
732600,0.341
733500,0.341
734400,0.341
735300,0.341
736200,0.341
737100,0.341
738000,0.341
738900,0.341
739800,0.341
740700,0.341
741600,0.341
742500,0.341
743400,0.341
744300,0.341
745200,0.341
746100,0.341
747000,0.341
747900,0.341
748800,0.341
749700,0.341
750600,0.341
751500,0.341
752400,0.341
753300,0.341
754200,0.341
755100,0.341
756000,0.341
756900,0.341
757800,0.341
758700,0.341
759600,0.341
760500,0.341
761400,0.341
762300,0.341
763200,0.341
764100,0.341
765000,0.341
765900,0.341
766800,0.341
767700,0.341
768600,0.341
769500,0.341
770400,0.341
771300,0.341
772200,0.341
773100,0.341
774000,0.341
774900,0.341
775800,0.341
776700,0.341
777600,0.341
778500,0.341
779400,0.341
780300,0.341
781200,0.341
782100,0.341
783000,0.341
783900,0.341
784800,0.341
785700,0.341
786600,0.341
787500,0.341
788400,0.341
789300,0.341
790200,0.341
791100,0.341
792000,0.341
792900,0.341
793800,0.341
794700,0.341
795600,0.341
796500,0.341
797400,0.341
798300,0.341
799200,0.341
800100,0.341
801000,0.341
801900,0.341
802800,0.341
803700,0.341
804600,0.341
805500,0.341
806400,0.341
807300,0.341
808200,0.341
809100,0.341
810000,0.341
810900,0.341
811800,0.341
812700,0.341
813600,0.341
814500,0.341
815400,0.341
816300,0.341
817200,0.341
818100,0.341
819000,0.341
819900,0.341
820800,0.341
821700,0.341
822600,0.341
823500,0.341
824400,0.341
825300,0.341
826200,0.341
827100,0.341
828000,0.341
828900,0.341
829800,0.341
830700,0.341
831600,0.341
832500,0.341
833400,0.341
834300,0.341
835200,0.341
836100,0.341
837000,0.341
837900,0.341
838800,0.341
839700,0.341
840600,0.341
841500,0.341
842400,0.341
843300,0.341
844200,0.341
845100,0.341
846000,0.341
846900,0.341
847800,0.341
848700,0.341
849600,0.341
850500,0.341
851400,0.341
852300,0.341
853200,0.341
854100,0.341
855000,0.341
855900,0.341
856800,0.341
857700,0.341
858600,0.341
859500,0.341
860400,0.341
861300,0.341
862200,0.341
863100,0.341
864000,0.341
864900,0.341
865800,0.341
866700,0.341
867600,0.341
868500,0.341
869400,0.341
870300,0.341
871200,0.341
872100,0.341
873000,0.341
873900,0.341
874800,0.341
875700,0.341
876600,0.341
877500,0.341
878400,0.341
879300,0.341
880200,0.341
881100,0.341
882000,0.341
882900,0.341
883800,0.341
884700,0.341
885600,0.341
886500,0.341
887400,0.341
888300,0.341
889200,0.341
890100,0.341
891000,0.341
891900,0.341
892800,0.341
893700,0.341
894600,0.341
895500,0.341
896400,0.341
897300,0.341
898200,0.341
899100,0.341
900000,0.341
900900,0.341
901800,0.341
902700,0.341
903600,0.341
904500,0.341
905400,0.341
906300,0.341
907200,0.341
908100,0.341
909000,0.341
909900,0.341
910800,0.341
911700,0.341
912600,0.341
913500,0.341
914400,0.341
915300,0.341
916200,0.341
917100,0.341
918000,0.341
918900,0.341
919800,0.341
920700,0.341
921600,0.341
922500,0.341
923400,0.341
924300,0.341
925200,0.341
926100,0.341
927000,0.341
927900,0.341
928800,0.341
929700,0.341
930600,0.341
931500,0.341
932400,0.341
933300,0.341
934200,0.341
935100,0.341
936000,0.341
936900,0.341
937800,0.341
938700,0.341
939600,0.341
940500,0.341
941400,0.341
942300,0.341
943200,0.341
944100,0.341
945000,0.341
945900,0.341
946800,0.341
947700,0.341
948600,0.341
949500,0.341
950400,0.341
951300,0.341
952200,0.341
953100,0.341
954000,0.341
954900,0.341
955800,0.341
956700,0.341
957600,0.341
958500,0.341
959400,0.341
960300,0.341
961200,0.341
962100,0.341
963000,0.341
963900,0.341
964800,0.341
965700,0.341
966600,0.341
967500,0.341
968400,0.341
969300,0.341
970200,0.341
971100,0.341
972000,0.341
972900,0.341
973800,0.341
974700,0.341
975600,0.341
976500,0.341
977400,0.341
978300,0.341
979200,0.341
980100,0.341
981000,0.341
981900,0.341
982800,0.341
983700,0.341
984600,0.341
985500,0.341
986400,0.341
987300,0.341
988200,0.341
989100,0.341
990000,0.341
990900,0.341
991800,0.341
992700,0.341
993600,0.341
994500,0.341
995400,0.341
996300,0.341
997200,0.341
998100,0.341
999000,0.341
999900,0.341
1000800,0.341
1001700,0.341
1002600,0.341
1003500,0.341
1004400,0.341
1005300,0.341
1006200,0.341
1007100,0.341
1008000,0.341
1008900,0.341
1009800,0.341
1010700,0.341
1011600,0.341
1012500,0.341
1013400,0.341
1014300,0.341
1015200,0.341
1016100,0.341
1017000,0.341
1017900,0.341
1018800,0.341
1019700,0.341
1020600,0.341
1021500,0.341
1022400,0.341
1023300,0.341
1024200,0.341
1025100,0.341
1026000,0.341
1026900,0.341
1027800,0.341
1028700,0.341
1029600,0.341
1030500,0.341
1031400,0.341
1032300,0.341
1033200,0.341
1034100,0.341
1035000,0.341
1035900,0.341
1036800,0.341
1037700,0.341
1038600,0.341
1039500,0.341
1040400,0.341
1041300,0.341
1042200,0.341
1043100,0.341
1044000,0.341
1044900,0.341
1045800,0.341
1046700,0.341
1047600,0.341
1048500,0.341
1049400,0.341
1050300,0.341
1051200,0.341
1052100,0.341
1053000,0.341
1053900,0.341
1054800,0.341
1055700,0.341
1056600,0.341
1057500,0.341
1058400,0.341
1059300,0.341
1060200,0.341
1061100,0.341
1062000,0.341
1062900,0.341
1063800,0.341
1064700,0.341
1065600,0.341
1066500,0.341
1067400,0.341
1068300,0.341
1069200,0.341
1070100,0.341
1071000,0.341
1071900,0.341
1072800,0.341
1073700,0.341
1074600,0.341
1075500,0.341
1076400,0.341
1077300,0.341
1078200,0.341
1079100,0.341
1080000,0.341
1080900,0.341
1081800,0.341
1082700,0.341
1083600,0.341
1084500,0.341
1085400,0.341
1086300,0.341
1087200,0.341
1088100,0.341
1089000,0.341
1089900,0.341
1090800,0.341
1091700,0.341
1092600,0.341
1093500,0.341
1094400,0.341
1095300,0.341
1096200,0.341
1097100,0.341
1098000,0.341
1098900,0.341
1099800,0.341
1100700,0.341
1101600,0.341
1102500,0.341
1103400,0.341
1104300,0.341
1105200,0.341
1106100,0.341
1107000,0.341
1107900,0.341
1108800,0.341
1109700,0.341
1110600,0.341
1111500,0.341
1112400,0.341
1113300,0.341
1114200,0.341
1115100,0.341
1116000,0.341
1116900,0.341
1117800,0.341
1118700,0.341
1119600,0.341
1120500,0.341
1121400,0.341
1122300,0.341
1123200,0.341
1124100,0.341
1125000,0.341
1125900,0.341
1126800,0.341
1127700,0.341
1128600,0.341
1129500,0.341
1130400,0.341
1131300,0.341
1132200,0.341
1133100,0.341
1134000,0.341
1134900,0.341
1135800,0.341
1136700,0.341
1137600,0.341
1138500,0.341
1139400,0.341
1140300,0.341
1141200,0.341
1142100,0.341
1143000,0.341
1143900,0.341
1144800,0.341
1145700,0.341
1146600,0.341
1147500,0.341
1148400,0.341
1149300,0.341
1150200,0.341
1151100,0.341
1152000,0.341
1152900,0.341
1153800,0.341
1154700,0.341
1155600,0.341
1156500,0.341
1157400,0.341
1158300,0.341
1159200,0.341
1160100,0.341
1161000,0.341
1161900,0.341
1162800,0.341
1163700,0.341
1164600,0.341
1165500,0.341
1166400,0.341
1167300,0.341
1168200,0.341
1169100,0.341
1170000,0.341
1170900,0.341
1171800,0.341
1172700,0.341
1173600,0.341
1174500,0.341
1175400,0.341
1176300,0.341
1177200,0.341
1178100,0.341
1179000,0.341
1179900,0.341
1180800,0.341
1181700,0.341
1182600,0.341
1183500,0.341
1184400,0.341
1185300,0.341
1186200,0.341
1187100,0.341
1188000,0.341
1188900,0.341
1189800,0.341
1190700,0.341
1191600,0.341
1192500,0.341
1193400,0.341
1194300,0.341
1195200,0.341
1196100,0.341
1197000,0.341
1197900,0.341
1198800,0.341
1199700,0.341
1200600,0.341
1201500,0.341
1202400,0.341
1203300,0.341
1204200,0.341
1205100,0.341
1206000,0.341
1206900,0.341
1207800,0.341
1208700,0.341
1209600,0.341
1210500,0.341
1211400,0.341
1212300,0.341
1213200,0.341
1214100,0.341
1215000,0.341
1215900,0.341
1216800,0.341
1217700,0.341
1218600,0.341
1219500,0.341
1220400,0.341
1221300,0.341
1222200,0.341
1223100,0.341
1224000,0.341
1224900,0.341
1225800,0.341
1226700,0.341
1227600,0.341
1228500,0.341
1229400,0.341
1230300,0.341
1231200,0.341
1232100,0.341
1233000,0.341
1233900,0.341
1234800,0.341
1235700,0.341
1236600,0.341
1237500,0.341
1238400,0.341
1239300,0.341
1240200,0.341
1241100,0.341
1242000,0.341
1242900,0.341
1243800,0.341
1244700,0.341
1245600,0.341
1246500,0.341
1247400,0.341
1248300,0.341
1249200,0.341
1250100,0.341
1251000,0.341
1251900,0.341
1252800,0.341
1253700,0.341
1254600,0.341
1255500,0.341
1256400,0.341
1257300,0.341
1258200,0.341
1259100,0.341
1260000,0.341
1260900,0.341
1261800,0.341
1262700,0.341
1263600,0.341
1264500,0.341
1265400,0.341
1266300,0.341
1267200,0.341
1268100,0.341
1269000,0.341
1269900,0.341
1270800,0.341
1271700,0.341
1272600,0.341
1273500,0.341
1274400,0.341
1275300,0.341
1276200,0.341
1277100,0.341
1278000,0.341
1278900,0.341
1279800,0.341
1280700,0.341
1281600,0.341
1282500,0.341
1283400,0.341
1284300,0.341
1285200,0.341
1286100,0.341
1287000,0.341
1287900,0.341
1288800,0.341
1289700,0.341
1290600,0.341
1291500,0.341
1292400,0.341
1293300,0.341
1294200,0.341
1295100,0.341
1296000,0.341
1296900,0.341
1297800,0.341
1298700,0.341
1299600,0.341
1300500,0.341
1301400,0.341
1302300,0.341
1303200,0.341
1304100,0.341
1305000,0.341
1305900,0.341
1306800,0.341
1307700,0.341
1308600,0.341
1309500,0.341
1310400,0.341
1311300,0.341
1312200,0.341
1313100,0.341
1314000,0.341
1314900,0.341
1315800,0.341
1316700,0.341
1317600,0.341
1318500,0.341
1319400,0.341
1320300,0.341
1321200,0.341
1322100,0.341
1323000,0.341
1323900,0.341
1324800,0.341
1325700,0.341
1326600,0.341
1327500,0.341
1328400,0.341
1329300,0.341
1330200,0.341
1331100,0.341
1332000,0.341
1332900,0.341
1333800,0.341
1334700,0.341
1335600,0.341
1336500,0.341
1337400,0.341
1338300,0.341
1339200,0.341
1340100,0.341
1341000,0.341
1341900,0.341
1342800,0.341
1343700,0.341
1344600,0.341
1345500,0.341
1346400,0.341
1347300,0.341
1348200,0.341
1349100,0.341
1350000,0.341
1350900,0.341
1351800,0.341
1352700,0.341
1353600,0.341
1354500,0.341
1355400,0.341
1356300,0.341
1357200,0.341
1358100,0.341
1359000,0.341
1359900,0.341
1360800,0.341
1361700,0.341
1362600,0.341
1363500,0.341
1364400,0.341
1365300,0.341
1366200,0.341
1367100,0.341
1368000,0.341
1368900,0.341
1369800,0.341
1370700,0.341
1371600,0.341
1372500,0.341
1373400,0.341
1374300,0.341
1375200,0.341
1376100,0.341
1377000,0.341
1377900,0.341
1378800,0.341
1379700,0.341
1380600,0.341
1381500,0.341
1382400,0.341
1383300,0.341
1384200,0.341
1385100,0.341
1386000,0.341
1386900,0.341
1387800,0.341
1388700,0.341
1389600,0.341
1390500,0.341
1391400,0.341
1392300,0.341
1393200,0.341
1394100,0.341
1395000,0.341
1395900,0.341
1396800,0.341
1397700,0.341
1398600,0.341
1399500,0.341
1400400,0.341
1401300,0.341
1402200,0.341
1403100,0.341
1404000,0.341
1404900,0.341
1405800,0.341
1406700,0.341
1407600,0.341
1408500,0.341
1409400,0.341
1410300,0.341
1411200,0.341
1412100,0.341
1413000,0.341
1413900,0.341
1414800,0.341
1415700,0.341
1416600,0.341
1417500,0.341
1418400,0.341
1419300,0.341
1420200,0.341
1421100,0.341
1422000,0.341
1422900,0.341
1423800,0.341
1424700,0.341
1425600,0.341
1426500,0.341
1427400,0.341
1428300,0.341
1429200,0.341
1430100,0.341
1431000,0.341
1431900,0.341
1432800,0.341
1433700,0.341
1434600,0.341
1435500,0.341
1436400,0.341
1437300,0.341
1438200,0.341
1439100,0.341
1440000,0.341
1440900,0.341
1441800,0.341
1442700,0.341
1443600,0.341
1444500,0.341
1445400,0.341
1446300,0.341
1447200,0.341
1448100,0.341
1449000,0.341
1449900,0.341
1450800,0.341
1451700,0.341
1452600,0.341
1453500,0.341
1454400,0.341
1455300,0.341
1456200,0.341
1457100,0.341
1458000,0.341
1458900,0.341
1459800,0.341
1460700,0.341
1461600,0.341
1462500,0.341
1463400,0.341
1464300,0.341
1465200,0.341
1466100,0.341
1467000,0.341
1467900,0.341
1468800,0.341
1469700,0.341
1470600,0.341
1471500,0.341
1472400,0.341
1473300,0.341
1474200,0.341
1475100,0.341
1476000,0.341
1476900,0.341
1477800,0.341
1478700,0.341
1479600,0.341
1480500,0.341
1481400,0.341
1482300,0.341
1483200,0.341
1484100,0.341
1485000,0.341
1485900,0.341
1486800,0.341
1487700,0.341
1488600,0.341
1489500,0.341
1490400,0.341
1491300,0.341
1492200,0.341
1493100,0.341
1494000,0.341
1494900,0.341
1495800,0.341
1496700,0.341
1497600,0.341
1498500,0.341
1499400,0.341
1500300,0.341
1501200,0.341
1502100,0.341
1503000,0.341
1503900,0.341
1504800,0.341
1505700,0.341
1506600,0.341
1507500,0.341
1508400,0.341
1509300,0.341
1510200,0.341
1511100,0.341
1512000,0.341
1512900,0.341
1513800,0.341
1514700,0.341
1515600,0.341
1516500,0.341
1517400,0.341
1518300,0.341
1519200,0.341
1520100,0.341
1521000,0.341
1521900,0.341
1522800,0.341
1523700,0.341
1524600,0.341
1525500,0.341
1526400,0.341
1527300,0.341
1528200,0.341
1529100,0.341
1530000,0.341
1530900,0.341
1531800,0.341
1532700,0.341
1533600,0.341
1534500,0.341
1535400,0.341
1536300,0.341
1537200,0.341
1538100,0.341
1539000,0.341
1539900,0.341
1540800,0.341
1541700,0.341
1542600,0.341
1543500,0.341
1544400,0.341
1545300,0.341
1546200,0.341
1547100,0.341
1548000,0.341
1548900,0.341
1549800,0.341
1550700,0.341
1551600,0.341
1552500,0.341
1553400,0.341
1554300,0.341
1555200,0.341
1556100,0.341
1557000,0.341
1557900,0.341
1558800,0.341
1559700,0.341
1560600,0.341
1561500,0.341
1562400,0.341
1563300,0.341
1564200,0.341
1565100,0.341
1566000,0.341
1566900,0.341
1567800,0.341
1568700,0.341
1569600,0.341
1570500,0.341
1571400,0.341
1572300,0.341
1573200,0.341
1574100,0.341
1575000,0.341
1575900,0.341
1576800,0.341
1577700,0.341
1578600,0.341
1579500,0.341
1580400,0.341
1581300,0.341
1582200,0.341
1583100,0.341
1584000,0.341
1584900,0.341
1585800,0.341
1586700,0.341
1587600,0.341
1588500,0.341
1589400,0.341
1590300,0.341
1591200,0.341
1592100,0.341
1593000,0.341
1593900,0.341
1594800,0.341
1595700,0.341
1596600,0.341
1597500,0.341
1598400,0.341
1599300,0.341
1600200,0.341
1601100,0.341
1602000,0.341
1602900,0.341
1603800,0.341
1604700,0.341
1605600,0.341
1606500,0.341
1607400,0.341
1608300,0.341
1609200,0.341
1610100,0.341
1611000,0.341
1611900,0.341
1612800,0.341
1613700,0.341
1614600,0.341
1615500,0.341
1616400,0.341
1617300,0.341
1618200,0.341
1619100,0.341
1620000,0.341
1620900,0.341
1621800,0.341
1622700,0.341
1623600,0.341
1624500,0.341
1625400,0.341
1626300,0.341
1627200,0.341
1628100,0.341
1629000,0.341
1629900,0.341
1630800,0.341
1631700,0.341
1632600,0.341
1633500,0.341
1634400,0.341
1635300,0.341
1636200,0.341
1637100,0.341
1638000,0.341
1638900,0.341
1639800,0.341
1640700,0.341
1641600,0.341
1642500,0.341
1643400,0.341
1644300,0.341
1645200,0.341
1646100,0.341
1647000,0.341
1647900,0.341
1648800,0.341
1649700,0.341
1650600,0.341
1651500,0.341
1652400,0.341
1653300,0.341
1654200,0.341
1655100,0.341
1656000,0.341
1656900,0.341
1657800,0.341
1658700,0.341
1659600,0.341
1660500,0.341
1661400,0.341
1662300,0.341
1663200,0.341
1664100,0.341
1665000,0.341
1665900,0.341
1666800,0.341
1667700,0.341
1668600,0.341
1669500,0.341
1670400,0.341
1671300,0.341
1672200,0.341
1673100,0.341
1674000,0.341
1674900,0.341
1675800,0.341
1676700,0.341
1677600,0.341
1678500,0.341
1679400,0.341
1680300,0.341
1681200,0.341
1682100,0.341
1683000,0.341
1683900,0.341
1684800,0.341
