time,InternalGainsRad[1],InternalGainsCon[1],InternalGainsLat[1],Occupancy[1],UpperSetp[1],LowerSetp[1],UpperCO2[1]
83700,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
84600,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
85500,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
86400,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
87300,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
88200,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
89100,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
90000,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
90900,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
91800,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
92700,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
93600,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
94500,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
95400,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
96300,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
97200,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
98100,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
99000,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
99900,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
100800,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
101700,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
102600,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
103500,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
104400,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
105300,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
106200,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
107100,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
108000,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
108900,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
109800,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
110700,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
111600,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
112500,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
113400,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
114300,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
115200,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
116100,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
117000,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
117900,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
118800,154.321104288,87.53848927199999,0.0,0.0,299.816666,291.48333399999996,894
119700,316.1717806,195.66530724,22.027980208,0.40050873,299.816666,291.48333399999996,894
120600,707.8512479999999,455.96804707999996,73.866280332,1.3430233,299.816666,291.48333399999996,894
121500,1188.55064328,772.33012376,134.14643787999998,2.4390259999999997,299.816666,291.48333399999996,894
122400,1617.460936,1048.6348756,181.500004296,3.3,297.03889,294.26111,894
123300,2026.13357856,1285.5207455999998,193.68792819999996,3.5215987999999996,297.03889,294.26111,894
124200,2463.7949127999996,1518.6259878399997,180.233720108,3.2769767999999995,297.03889,294.26111,894
125100,2816.1489043999995,1704.334476,167.4126454,3.0438664,297.03889,294.26111,894
126000,2968.89931,1799.0298050399997,181.500004296,3.3,297.03889,294.26111,894
126900,3006.3150311999993,1886.33295708,272.96042539999996,4.962917,297.03889,294.26111,894
127800,3071.8243348,2039.1880917199999,433.09443736,7.874444500000001,297.03889,294.26111,894
128700,3139.8712098,2197.9642495199996,599.4312583999999,10.89875,297.03889,294.26111,894
129600,3184.8992968000002,2303.0299135999994,709.49998132,12.9,297.03889,294.26111,894
130500,3198.4851548,2334.72999344,742.7097131999999,13.503813000000001,297.03889,294.26111,894
131400,3197.8157042000003,2333.1676981600003,741.0730693600001,13.474054999999998,297.03889,294.26111,894
132300,3195.7502147999994,2328.3490822800004,736.0248927199999,13.382271,297.03889,294.26111,894
133200,3205.1493499999997,2350.2797474,759.0000262,13.8,297.03889,294.26111,894
134100,3239.6935584,2430.8824009600003,843.44075868,15.335285999999998,297.03889,294.26111,894
135000,3291.9114019999997,2552.7248489599997,971.08532092,17.656097,297.03889,294.26111,894
135900,3342.936324,2671.7823964,1095.81227704,19.923859,297.03889,294.26111,894
136800,3373.8993287999997,2744.0297559999995,1171.4999821199997,21.3,297.03889,294.26111,894
137700,3359.3550224,2710.09273912,1135.9468073199998,20.653578,297.03889,294.26111,894
138600,3308.6582931999997,2591.8009051999998,1012.0221815599999,18.400404,297.03889,294.26111,894
139500,3255.14475,2466.9360871999997,881.2114298,16.022026,297.03889,294.26111,894
140400,3232.149479,2413.2797,824.99998152,15.0,297.03889,294.26111,894
141300,3254.0518192,2464.38534628,878.5390275999999,15.973436999999999,297.03889,294.26111,894
142200,3297.8683451999996,2566.6236398399997,985.6458975999999,17.920834,297.03889,294.26111,894
143100,3340.887732,2667.0023484,1090.8046889999998,19.832813,297.03889,294.26111,894
144000,3360.3991772,2712.5298668,1138.49998704,20.7,297.03889,294.26111,894
144900,3345.5186648,2677.8081834399995,1102.1249714799999,20.038636999999998,297.03889,294.26111,894
145800,3312.092472,2599.8139309999997,1020.41663568,18.55303,297.03889,294.26111,894
146700,3277.5071524,2519.1150842,935.8750413999999,17.01591,297.03889,294.26111,894
147600,3259.1492596,2476.2798267999997,890.99997168,16.2,297.03889,294.26111,894
148500,3278.1607507999997,2520.6398568,937.4723857199998,17.044952,297.03889,294.26111,894
149400,3323.85794,2627.2662831999996,1049.17625436,19.075932,297.03889,294.26111,894
150300,3365.8882191999996,2725.3370508,1151.9170103999998,20.943945000000003,297.03889,294.26111,894
151200,3373.8993287999997,2744.0297559999995,1171.4999821199997,21.3,297.03889,294.26111,894
152100,3327.7074116,2636.2489061999995,1058.5865732,19.247028,297.03889,294.26111,894
153000,3249.0244072,2452.6548227999997,866.2500189199999,15.75,297.03889,294.26111,894
153900,3170.3410544,2269.0607742399993,673.9134298,12.252972,297.03889,294.26111,894
154800,3124.1493114,2161.2798896,561.0000208799999,10.2,297.03889,294.26111,894
155700,3109.436902,2126.950644,525.03611732,9.546111,297.03889,294.26111,894
156600,3099.53189,2103.83893772,500.82374575999995,9.105886,297.03889,294.26111,894
157500,3088.4356983999996,2077.9474872,473.69951668,8.612719,297.03889,294.26111,894
158400,3070.1494018,2035.2798798799997,429.00000572,7.8,297.03889,294.26111,894
159300,2898.1626127999994,1895.69986528,367.89064572,6.6889205,297.03889,294.26111,894
160200,2514.3413422399994,1636.5677146,303.79166532,5.5234847,297.03889,294.26111,894
161100,2045.25199372,1330.1304390399998,240.42187566799998,4.371307,297.03889,294.26111,894
162000,1617.460936,1048.6348756,181.500004296,3.3,297.03889,294.26111,894
162900,1183.5592558399999,760.6835646799999,121.94531309999999,2.2171874,297.03889,294.26111,894
163800,703.4144785199999,445.61558496,63.020832211999995,1.1458334,297.03889,294.26111,894
164700,314.5079963999999,191.78312087999998,17.960938033999998,0.3265625,297.03889,294.26111,894
165600,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
166500,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
167400,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
168300,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
169200,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
170100,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
171000,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
171900,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
172800,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
173700,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
174600,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
175500,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
176400,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
177300,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
178200,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
179100,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
180000,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
180900,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
181800,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
182700,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
183600,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
184500,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
185400,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
186300,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
187200,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
188100,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
189000,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
189900,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
190800,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
191700,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
192600,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
193500,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
194400,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
195300,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
196200,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
197100,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
198000,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
198900,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
199800,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
200700,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
201600,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
202500,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
203400,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
204300,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
205200,154.321104288,87.53848927199999,0.0,0.0,299.816666,291.48333399999996,894
206100,316.1717806,195.66530724,22.027980208,0.40050873,299.816666,291.48333399999996,894
207000,707.8512479999999,455.96804707999996,73.866280332,1.3430233,299.816666,291.48333399999996,894
207900,1188.55064328,772.33012376,134.14643787999998,2.4390259999999997,299.816666,291.48333399999996,894
208800,1617.460936,1048.6348756,181.500004296,3.3,297.03889,294.26111,894
209700,2026.13357856,1285.5207455999998,193.68792819999996,3.5215987999999996,297.03889,294.26111,894
210600,2463.7949127999996,1518.6259878399997,180.233720108,3.2769767999999995,297.03889,294.26111,894
211500,2816.1489043999995,1704.334476,167.4126454,3.0438664,297.03889,294.26111,894
212400,2968.89931,1799.0298050399997,181.500004296,3.3,297.03889,294.26111,894
213300,3006.3150311999993,1886.33295708,272.96042539999996,4.962917,297.03889,294.26111,894
214200,3071.8243348,2039.1880917199999,433.09443736,7.874444500000001,297.03889,294.26111,894
215100,3139.8712098,2197.9642495199996,599.4312583999999,10.89875,297.03889,294.26111,894
216000,3184.8992968000002,2303.0299135999994,709.49998132,12.9,297.03889,294.26111,894
216900,3198.4851548,2334.72999344,742.7097131999999,13.503813000000001,297.03889,294.26111,894
217800,3197.8157042000003,2333.1676981600003,741.0730693600001,13.474054999999998,297.03889,294.26111,894
218700,3195.7502147999994,2328.3490822800004,736.0248927199999,13.382271,297.03889,294.26111,894
219600,3205.1493499999997,2350.2797474,759.0000262,13.8,297.03889,294.26111,894
220500,3239.6935584,2430.8824009600003,843.44075868,15.335285999999998,297.03889,294.26111,894
221400,3291.9114019999997,2552.7248489599997,971.08532092,17.656097,297.03889,294.26111,894
222300,3342.936324,2671.7823964,1095.81227704,19.923859,297.03889,294.26111,894
223200,3373.8993287999997,2744.0297559999995,1171.4999821199997,21.3,297.03889,294.26111,894
224100,3359.3550224,2710.09273912,1135.9468073199998,20.653578,297.03889,294.26111,894
225000,3308.6582931999997,2591.8009051999998,1012.0221815599999,18.400404,297.03889,294.26111,894
225900,3255.14475,2466.9360871999997,881.2114298,16.022026,297.03889,294.26111,894
226800,3232.149479,2413.2797,824.99998152,15.0,297.03889,294.26111,894
227700,3254.0518192,2464.38534628,878.5390275999999,15.973436999999999,297.03889,294.26111,894
228600,3297.8683451999996,2566.6236398399997,985.6458975999999,17.920834,297.03889,294.26111,894
229500,3340.887732,2667.0023484,1090.8046889999998,19.832813,297.03889,294.26111,894
230400,3360.3991772,2712.5298668,1138.49998704,20.7,297.03889,294.26111,894
231300,3345.5186648,2677.8081834399995,1102.1249714799999,20.038636999999998,297.03889,294.26111,894
232200,3312.092472,2599.8139309999997,1020.41663568,18.55303,297.03889,294.26111,894
233100,3277.5071524,2519.1150842,935.8750413999999,17.01591,297.03889,294.26111,894
234000,3259.1492596,2476.2798267999997,890.99997168,16.2,297.03889,294.26111,894
234900,3278.1607507999997,2520.6398568,937.4723857199998,17.044952,297.03889,294.26111,894
235800,3323.85794,2627.2662831999996,1049.17625436,19.075932,297.03889,294.26111,894
236700,3365.8882191999996,2725.3370508,1151.9170103999998,20.943945000000003,297.03889,294.26111,894
237600,3373.8993287999997,2744.0297559999995,1171.4999821199997,21.3,297.03889,294.26111,894
238500,3327.7074116,2636.2489061999995,1058.5865732,19.247028,297.03889,294.26111,894
239400,3249.0244072,2452.6548227999997,866.2500189199999,15.75,297.03889,294.26111,894
240300,3170.3410544,2269.0607742399993,673.9134298,12.252972,297.03889,294.26111,894
241200,3124.1493114,2161.2798896,561.0000208799999,10.2,297.03889,294.26111,894
242100,3109.436902,2126.950644,525.03611732,9.546111,297.03889,294.26111,894
243000,3099.53189,2103.83893772,500.82374575999995,9.105886,297.03889,294.26111,894
243900,3088.4356983999996,2077.9474872,473.69951668,8.612719,297.03889,294.26111,894
244800,3070.1494018,2035.2798798799997,429.00000572,7.8,297.03889,294.26111,894
245700,2898.1626127999994,1895.69986528,367.89064572,6.6889205,297.03889,294.26111,894
246600,2514.3413422399994,1636.5677146,303.79166532,5.5234847,297.03889,294.26111,894
247500,2045.25199372,1330.1304390399998,240.42187566799998,4.371307,297.03889,294.26111,894
248400,1617.460936,1048.6348756,181.500004296,3.3,297.03889,294.26111,894
249300,1183.5592558399999,760.6835646799999,121.94531309999999,2.2171874,297.03889,294.26111,894
250200,703.4144785199999,445.61558496,63.020832211999995,1.1458334,297.03889,294.26111,894
251100,314.5079963999999,191.78312087999998,17.960938033999998,0.3265625,297.03889,294.26111,894
252000,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
252900,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
253800,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
254700,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
255600,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
256500,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
257400,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
258300,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
259200,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
260100,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
261000,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
261900,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
262800,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
263700,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
264600,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
265500,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
266400,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
267300,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
268200,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
269100,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
270000,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
270900,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
271800,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
272700,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
273600,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
274500,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
275400,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
276300,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
277200,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
278100,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
279000,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
279900,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
280800,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
281700,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
282600,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
283500,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
284400,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
285300,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
286200,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
287100,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
288000,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
288900,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
289800,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
290700,154.321104288,87.53848927199999,0.0,0.0,302.59444499999995,288.705555,1500
291600,154.321104288,87.53848927199999,0.0,0.0,299.816666,291.48333399999996,894
292500,316.1717806,195.66530724,22.027980208,0.40050873,299.816666,291.48333399999996,894
293400,707.8512479999999,455.96804707999996,73.866280332,1.3430233,299.816666,291.48333399999996,894
294300,1188.55064328,772.33012376,134.14643787999998,2.4390259999999997,299.816666,291.48333399999996,894
295200,1617.460936,1048.6348756,181.500004296,3.3,297.03889,294.26111,894
