# time: time of price [s],
# PriceElectricPowerHighlyDynamic: Price of electricity in highly dynamic scenario [$/kWh],
time,PriceElectricPowerHighlyDynamic
482400,0.02662
486000,0.0268
489600,0.02979
493200,0.04433
496800,0.03513
500400,0.03289
504000,0.03017
507600,0.0276
511200,0.02573
514800,0.02424
518400,0.02661
522000,0.02537
525600,0.02446
529200,0.02423
532800,0.02453
536400,0.02585
540000,0.03147
543600,0.03661
547200,0.0331
550800,0.02986
554400,0.02961
558000,0.02832
561600,0.02715
565200,0.02695
568800,0.02663
572400,0.02728
576000,0.03211
579600,0.0412
583200,0.036
586800,0.03257
590400,0.02985
594000,0.02885
597600,0.02661
601200,0.02601
604800,0.02654
608400,0.02422
612000,0.02381
615600,0.02381
619200,0.02453
622800,0.02598
626400,0.02922
630000,0.03457
633600,0.03221
637200,0.02984
640800,0.02855
644400,0.02761
648000,0.02735
651600,0.02721
655200,0.02721
658800,0.02761
662400,0.03293
666000,0.04384
669600,0.03788
673200,0.03341
676800,0.02994
680400,0.02819
684000,0.02721
687600,0.0267
691200,0.0302
694800,0.02759
698400,0.02707
702000,0.0269
705600,0.02684
709200,0.02727
712800,0.02925
716400,0.0329
720000,0.0346
723600,0.03164
727200,0.03055
730800,0.02837
734400,0.02781
738000,0.02764
741600,0.02764
745200,0.02764
748800,0.03173
752400,0.04334
756000,0.03866
759600,0.03483
763200,0.03128
766800,0.03041
770400,0.0293
774000,0.02757
777600,0.03027
781200,0.02825
784800,0.02735
788400,0.02687
792000,0.02702
795600,0.02713
799200,0.02814
802800,0.02952
806400,0.03004
810000,0.02864
813600,0.02879
817200,0.02844
820800,0.02823
824400,0.02734
828000,0.02707
831600,0.02853
835200,0.03198
838800,0.04788
842400,0.04158
846000,0.03904
849600,0.03254
853200,0.03138
856800,0.02923
860400,0.02913
864000,0.02941
867600,0.02806
871200,0.0271
874800,0.02701
878400,0.02817
882000,0.02872
885600,0.03424
889200,0.04142
892800,0.04072
896400,0.03526
900000,0.03415
903600,0.03231
907200,0.03104
910800,0.03044
914400,0.02949
918000,0.02988
921600,0.0356
925200,0.04786
928800,0.04281
932400,0.03667
936000,0.0325
939600,0.03071
943200,0.02849
946800,0.02781
950400,0.02878
954000,0.02707
957600,0.026
961200,0.0259
964800,0.02559
968400,0.02726
972000,0.03185
975600,0.03992
979200,0.03817
982800,0.03215
986400,0.0308
990000,0.0295
993600,0.0288
997200,0.02825
1000800,0.02792
1004400,0.02823
1008000,0.03241
1011600,0.04342
1015200,0.03742
1018800,0.03327
1022400,0.03085
1026000,0.02993
1029600,0.02827
1033200,0.02787
1036800,0.02888
1040400,0.02749
1044000,0.02649
1047600,0.02642
1051200,0.02672
1054800,0.02833
1058400,0.03419
1062000,0.04031
1065600,0.03669
1069200,0.03189
1072800,0.03156
1076400,0.03137
1080000,0.0304
1083600,0.03067
1087200,0.03052
1090800,0.03137
1094400,0.0345
1098000,0.05002
1101600,0.04536
1105200,0.03875
1108800,0.03198
1112400,0.02932
1116000,0.02794
1119600,0.02691
1123200,0.02816
1126800,0.02698
1130400,0.02616
1134000,0.02616
1137600,0.02616
1141200,0.02825
1144800,0.03502
1148400,0.03974
1152000,0.03777
1155600,0.03317
1159200,0.03371
1162800,0.03251
1166400,0.03146
1170000,0.03007
1173600,0.03022
1177200,0.03074
1180800,0.03855
1184400,0.04823
1188000,0.0438
1191600,0.03473
1195200,0.03156
1198800,0.0299
1202400,0.0276
1206000,0.02639
1209600,0.02871
1213200,0.02614
1216800,0.02564
1220400,0.02505
1224000,0.02505
1227600,0.02606
1231200,0.03258
1234800,0.03471
1238400,0.03172
1242000,0.03128
1245600,0.03082
1249200,0.02983
1252800,0.03005
1256400,0.02973
1260000,0.02896
1263600,0.02938
1267200,0.03113
1270800,0.04083
1274400,0.03555
1278000,0.0318
1281600,0.02973
1285200,0.02876
1288800,0.02648
1292400,0.02524
1296000,0.02755
1299600,0.02576
1303200,0.02552
1306800,0.02475
1310400,0.02402
1314000,0.02555
1317600,0.02579
1321200,0.02574
1324800,0.02617
1328400,0.02712
1332000,0.02807
1335600,0.02862
1339200,0.02762
1342800,0.02712
1346400,0.02698
1350000,0.02705
1353600,0.02783
1357200,0.03356
1360800,0.03265
1364400,0.02954
1368000,0.02844
1371600,0.02822
1375200,0.0269
1378800,0.02606
1382400,0.02693
1386000,0.02563
1389600,0.0251
1393200,0.025
1396800,0.02435
1400400,0.025
1404000,0.02598
1407600,0.0252
1411200,0.02673
1414800,0.02768
1418400,0.02778
1422000,0.02768
1425600,0.02746
1429200,0.02724
1432800,0.02636
1436400,0.0273
1440000,0.03302
1443600,0.04097
1447200,0.03776
1450800,0.03593
1454400,0.03045
1458000,0.02797
1461600,0.02666
1465200,0.0261
1468800,0.02664
1472400,0.02561
1476000,0.02401
1479600,0.02403
1483200,0.025
1486800,0.02661
1490400,0.02954
1494000,0.0323
1497600,0.03524
1501200,0.03245
1504800,0.03402
1508400,0.03354
1512000,0.03239
1515600,0.03239
1519200,0.03096
1522800,0.03239
1526400,0.03911
1530000,0.05039
1533600,0.04818
1537200,0.04072
1540800,0.03336
1544400,0.03165
1548000,0.02901
1551600,0.02755
1555200,0.0303
1558800,0.0282
1562400,0.02705
1566000,0.02653
1569600,0.02728
1573200,0.02937
1576800,0.03388
1580400,0.03954
1584000,0.04123
1587600,0.03715
1591200,0.03751
1594800,0.0371
1598400,0.03588
1602000,0.03588
1605600,0.03545
1609200,0.03557
1612800,0.044
1616400,0.05512
1620000,0.05126
1623600,0.04261
1627200,0.03596
1630800,0.03333
1634400,0.03085
1638000,0.0289
1641600,0.0284
1645200,0.02731
1648800,0.02625
1652400,0.02623
1656000,0.02709
1659600,0.02831
1663200,0.0323
1666800,0.04
1670400,0.03941
1674000,0.03643
1677600,0.03604
1681200,0.03588
1684800,0.03542
1688400,0.03394
1692000,0.03321
1695600,0.03368
1699200,0.04031
1702800,0.0499
1706400,0.04647
1710000,0.04252
1713600,0.03597
1717200,0.03345
1720800,0.03164
1724400,0.03114
1728000,0.03055
1731600,0.02795
1735200,0.02756
1738800,0.02797
1742400,0.02652
1746000,0.02805
1749600,0.03384
1753200,0.03448
1756800,0.03425
1760400,0.03382
1764000,0.03369
1767600,0.03374
1771200,0.03247
1774800,0.03048
1778400,0.02876
1782000,0.02907
1785600,0.03393
1789200,0.04283
1792800,0.03814
1796400,0.03295
1800000,0.0309
1803600,0.02973
1807200,0.0281
1810800,0.02758
1814400,0.02745
1818000,0.02558
1821600,0.02555
1825200,0.02505
1828800,0.02481
1832400,0.02587
1836000,0.0301
1839600,0.035
1843200,0.03058
1846800,0.02833
1850400,0.02832
1854000,0.02801
1857600,0.02641
1861200,0.02556
1864800,0.02503
1868400,0.026
1872000,0.02815
1875600,0.03432
1879200,0.03211
1882800,0.02898
1886400,0.02723
1890000,0.02576
1893600,0.02506
1897200,0.025
1900800,0.02776
1904400,0.02652
1908000,0.025
1911600,0.02488
1915200,0.02507
1918800,0.02685
1922400,0.03009
1926000,0.03188
1929600,0.03251
1933200,0.03306
1936800,0.03477
1940400,0.03264
1944000,0.0315
1947600,0.03155
1951200,0.03082
1954800,0.03186
1958400,0.03762
1962000,0.04746
1965600,0.04564
1969200,0.04172
1972800,0.03754
1976400,0.03522
1980000,0.03388
1983600,0.03292
1987200,0.03644
1990800,0.03244
1994400,0.03124
1998000,0.03124
2001600,0.03095
2005200,0.03124
2008800,0.03376
2012400,0.03211
2016000,0.03233
2019600,0.03121
2023200,0.03173
2026800,0.03129
2030400,0.03104
2034000,0.03104
2037600,0.03088
2041200,0.03112
2044800,0.03707
2048400,0.05036
2052000,0.04685
2055600,0.04345
2059200,0.03662
2062800,0.03451
2066400,0.03132
2070000,0.0326
2073600,0.03514
2077200,0.03269
2080800,0.03096
2084400,0.03095
2088000,0.03066
2091600,0.03343
2095200,0.03907
2098800,0.04631
2102400,0.04649
2106000,0.04016
2109600,0.03831
2113200,0.03673
2116800,0.03594
2120400,0.03492
2124000,0.03492
2127600,0.0351
2131200,0.04346
2134800,0.05464
2138400,0.0506
2142000,0.04472
2145600,0.0385
2149200,0.03492
2152800,0.0323
2156400,0.03156
2160000,0.03315
2163600,0.03061
2167200,0.03007
2170800,0.03001
2174400,0.0299
2178000,0.0309
2181600,0.03745
2185200,0.04206
2188800,0.04567
2192400,0.04016
2196000,0.04016
2199600,0.04016
2203200,0.03905
2206800,0.03998
2210400,0.03853
2214000,0.03854
2217600,0.04587
2221200,0.05499
2224800,0.04851
2228400,0.04376
2232000,0.03752
2235600,0.03485
2239200,0.03086
2242800,0.03033
2246400,0.02856
2250000,0.02771
2253600,0.02833
2257200,0.02742
2260800,0.02786
2264400,0.02829
2268000,0.03124
2271600,0.03598
2275200,0.03552
2278800,0.03505
2282400,0.03589
2286000,0.03408
2289600,0.03275
2293200,0.03346
2296800,0.03209
2300400,0.03237
2304000,0.03783
2307600,0.045
2311200,0.04116
2314800,0.03783
2318400,0.03422
2322000,0.03044
2325600,0.02902
2329200,0.02827
2332800,0.03515
2336400,0.0337
2340000,0.03159
2343600,0.03068
2347200,0.03118
2350800,0.03291
2354400,0.03818
2358000,0.04114
2361600,0.04308
2365200,0.04286
2368800,0.04891
2372400,0.04891
2376000,0.04814
2379600,0.04824
2383200,0.04745
2386800,0.04891
2390400,0.05076
2394000,0.05947
2397600,0.06
2401200,0.05382
2404800,0.05024
2408400,0.04891
2412000,0.04694
2415600,0.04156
2419200,0.07038
2422800,0.065
2426400,0.05968
2430000,0.0588
2433600,0.05924
2437200,0.06353
2440800,0.08275
2444400,0.097
2448000,0.10348
2451600,0.09107
2455200,0.09107
2458800,0.09107
2462400,0.09107
2466000,0.09085
2469600,0.08507
2473200,0.09107
2476800,0.1101
2480400,0.11712
2484000,0.10954
2487600,0.10648
2491200,0.09107
2494800,0.08507
2498400,0.08279
2502000,0.07728
2505600,0.08079
2509200,0.07479
2512800,0.06973
2516400,0.06973
2520000,0.06973
2523600,0.06973
2527200,0.08457
2530800,0.09769
2534400,0.10398
2538000,0.09191
2541600,0.08766
2545200,0.08766
2548800,0.0797
2552400,0.0797
2556000,0.0797
2559600,0.0797
2563200,0.08807
2566800,0.10559
2570400,0.10907
2574000,0.10071
2577600,0.10071
2581200,0.08766
2584800,0.08453
2588400,0.08049
2592000,0.08081
2595600,0.07431
2599200,0.07409
2602800,0.07311
2606400,0.07378
2610000,0.07315
2613600,0.08455
2617200,0.0972
2620800,0.10228
2624400,0.1016
2628000,0.08825
2631600,0.08841
2635200,0.08466
2638800,0.08466
2642400,0.08466
2646000,0.08466
2649600,0.1072
2653200,0.12327
2656800,0.12545
2660400,0.11041
2664000,0.1072
2667600,0.08511
2671200,0.0822
2674800,0.07679
2678400,0.07474
2682000,0.07592
2685600,0.07383
2689200,0.07426
2692800,0.07231
2696400,0.06781
2700000,0.07592
2703600,0.08115
2707200,0.08459
2710800,0.08368
2714400,0.05053
2718000,0.05026
2721600,0.04709
2725200,0.04709
2728800,0.04709
2732400,0.04709
2736000,0.06347
2739600,0.07184
2743200,0.06347
2746800,0.06045
2750400,0.05284
2754000,0.04281
2757600,0.04097
2761200,0.03916
2764800,0.04133
2768400,0.03868
2772000,0.03649
2775600,0.03641
2779200,0.03635
2782800,0.03859
2786400,0.04633
2790000,0.05153
2793600,0.05263
2797200,0.04791
2800800,0.04751
2804400,0.04596
2808000,0.04407
2811600,0.04408
2815200,0.04393
2818800,0.04427
2822400,0.0712
2826000,0.07334
2829600,0.0712
2833200,0.05049
2836800,0.0449
2840400,0.04183
2844000,0.0412
2847600,0.03692
2851200,0.05688
2854800,0.05426
2858400,0.05
2862000,0.04528
2865600,0.04555
2869200,0.0495
2872800,0.06
2876400,0.06285
2880000,0.07049
2883600,0.06647
2887200,0.06647
2890800,0.06532
2894400,0.06498
2898000,0.06498
2901600,0.0648
2905200,0.0646
2908800,0.06786
2912400,0.089
2916000,0.07514
2919600,0.0714
2923200,0.06251
2926800,0.06131
2930400,0.059
2934000,0.05188
2937600,0.06606
2941200,0.06053
2944800,0.055
2948400,0.05546
2952000,0.05954
2955600,0.06228
2959200,0.07514
2962800,0.0777
2966400,0.07213
2970000,0.06792
2973600,0.06074
2977200,0.05945
2980800,0.05945
2984400,0.05945
2988000,0.05945
2991600,0.05945
2995200,0.08009
2998800,0.089
3002400,0.08762
3006000,0.07028
3009600,0.05955
3013200,0.05945
3016800,0.05662
3020400,0.05445
3024000,0.06246
3027600,0.05513
3031200,0.05179
3034800,0.05159
3038400,0.04717
3042000,0.05065
3045600,0.06151
3049200,0.06743
3052800,0.06017
3056400,0.05932
3060000,0.05987
3063600,0.05862
3067200,0.05852
3070800,0.05852
3074400,0.057
3078000,0.05592
3081600,0.06377
3085200,0.06805
3088800,0.06417
3092400,0.05594
3096000,0.04938
3099600,0.04651
3103200,0.0443
3106800,0.04377
3110400,0.04698
3114000,0.04415
3117600,0.04401
3121200,0.03826
3124800,0.03754
3128400,0.03905
3132000,0.04194
3135600,0.04697
3139200,0.04614
3142800,0.05021
3146400,0.05127
3150000,0.04915
3153600,0.047
3157200,0.04559
3160800,0.04661
3164400,0.0458
3168000,0.04901
3171600,0.06685
3175200,0.06071
3178800,0.05529
3182400,0.05119
3186000,0.04903
3189600,0.04735
3193200,0.048
3196800,0.05256
3200400,0.04902
3204000,0.04609
3207600,0.04155
3211200,0.0393
3214800,0.04079
3218400,0.04374
3222000,0.04578
3225600,0.05362
3229200,0.05799
3232800,0.06078
3236400,0.06239
3240000,0.05988
3243600,0.05986
3247200,0.05986
3250800,0.05832
3254400,0.07652
3258000,0.09181
3261600,0.09109
3265200,0.07202
3268800,0.06438
3272400,0.065
3276000,0.06176
3279600,0.05792
3283200,0.06804
3286800,0.06186
3290400,0.06094
3294000,0.06094
3297600,0.06094
3301200,0.06862
3304800,0.08805
3308400,0.09619
3312000,0.09069
3315600,0.085
3319200,0.08448
3322800,0.07999
3326400,0.07618
3330000,0.07272
3333600,0.07216
3337200,0.072
3340800,0.08542
3344400,0.11149
3348000,0.10618
3351600,0.10178
3355200,0.07999
3358800,0.07485
3362400,0.06711
3366000,0.06034
3369600,0.06829
3373200,0.06094
3376800,0.06094
3380400,0.05835
3384000,0.06094
3387600,0.06094
3391200,0.07428
3394800,0.09152
3398400,0.08526
3402000,0.07844
3405600,0.07659
3409200,0.07717
3412800,0.07618
3416400,0.07572
3420000,0.0735
3423600,0.07381
3427200,0.07722
3430800,0.1012
3434400,0.10019
3438000,0.08147
3441600,0.07618
3445200,0.07255
3448800,0.06561
3452400,0.06409
3456000,0.0684
3459600,0.06252
3463200,0.06252
3466800,0.06252
3470400,0.05962
3474000,0.06252
3477600,0.07591
3481200,0.08507
3484800,0.0895
3488400,0.07476
3492000,0.08529
3495600,0.08385
3499200,0.08141
3502800,0.08312
3506400,0.08231
3510000,0.08319
3513600,0.10164
3517200,0.1105
3520800,0.11602
3524400,0.1029
3528000,0.07927
3531600,0.08368
3535200,0.07927
3538800,0.06392
3542400,0.06592
3546000,0.0595
3549600,0.05923
3553200,0.05849
3556800,0.05371
3560400,0.052
3564000,0.07323
3567600,0.09036
3571200,0.09082
3574800,0.08282
3578400,0.08652
3582000,0.08529
3585600,0.08102
3589200,0.07884
3592800,0.07864
3596400,0.08076
3600000,0.10507
3603600,0.10989
3607200,0.10989
3610800,0.1025
3614400,0.08847
3618000,0.08496
3621600,0.07864
3625200,0.06457
3628800,0.07557
3632400,0.07047
3636000,0.06428
3639600,0.06239
3643200,0.06247
3646800,0.06611
3650400,0.08442
3654000,0.10282
3657600,0.11613
3661200,0.10575
3664800,0.10575
3668400,0.09257
3672000,0.08861
3675600,0.08812
3679200,0.08812
3682800,0.08812
3686400,0.11893
3690000,0.12487
3693600,0.12318
3697200,0.11893
3700800,0.08973
3704400,0.08812
3708000,0.08393
3711600,0.07555
3715200,0.08668
3718800,0.07439
3722400,0.07353
3726000,0.06975
3729600,0.0696
3733200,0.0717
3736800,0.08024
3740400,0.09015
3744000,0.09673
3747600,0.09805
3751200,0.09926
3754800,0.09313
3758400,0.08592
3762000,0.0846
3765600,0.08272
3769200,0.08272
3772800,0.0975
3776400,0.11878
3780000,0.12356
3783600,0.10263
3787200,0.09012
3790800,0.08789
3794400,0.07896
3798000,0.0788
3801600,0.07161
3805200,0.06502
3808800,0.06101
3812400,0.05911
3816000,0.05912
3819600,0.05681
3823200,0.059
3826800,0.05628
3830400,0.06498
3834000,0.07804
3837600,0.08002
3841200,0.07947
3844800,0.07619
3848400,0.06966
3852000,0.06916
3855600,0.06433
3859200,0.07522
3862800,0.09804
3866400,0.09636
3870000,0.08074
3873600,0.07855
3877200,0.06838
3880800,0.06456
3884400,0.06735
3888000,0.06724
3891600,0.06127
3895200,0.05855
3898800,0.05626
3902400,0.05759
3906000,0.05986
3909600,0.06807
3913200,0.06938
3916800,0.07616
3920400,0.07973
3924000,0.08116
3927600,0.07732
3931200,0.07555
3934800,0.07052
3938400,0.06872
3942000,0.06938
3945600,0.07708
3949200,0.09452
3952800,0.09464
3956400,0.08199
3960000,0.07332
3963600,0.06812
3967200,0.06174
3970800,0.06329
3974400,0.07392
3978000,0.06
3981600,0.05535
3985200,0.05596
3988800,0.05476
3992400,0.05732
3996000,0.07337
3999600,0.08288
4003200,0.10062
4006800,0.0918
4010400,0.0918
4014000,0.0918
4017600,0.09153
4021200,0.09006
4024800,0.08828
4028400,0.0918
4032000,0.10654
4035600,0.1019
4039200,0.08732
4042800,0.08381
4046400,0.0918
4050000,0.08345
4053600,0.07825
4057200,0.07491
4060800,0.08332
4064400,0.06747
4068000,0.06306
4071600,0.06194
4075200,0.06461
4078800,0.07117
4082400,0.08587
4086000,0.09692
4089600,0.10143
4093200,0.09348
4096800,0.0918
4100400,0.0918
4104000,0.0904
4107600,0.08743
4111200,0.08743
4114800,0.08743
4118400,0.09744
4122000,0.12743
4125600,0.13096
4129200,0.11886
4132800,0.0932
4136400,0.09152
4140000,0.08743
4143600,0.076
4147200,0.12223
4150800,0.10647
4154400,0.10111
4158000,0.09653
4161600,0.09861
4165200,0.10647
4168800,0.12422
4172400,0.12317
4176000,0.12154
4179600,0.12
4183200,0.12276
4186800,0.12432
4190400,0.12201
4194000,0.122
4197600,0.11105
4201200,0.12357
4204800,0.12867
4208400,0.15054
4212000,0.16582
4215600,0.14302
4219200,0.1259
4222800,0.11509
4226400,0.1062
4230000,0.10875
4233600,0.1092
4237200,0.09502
4240800,0.09561
4244400,0.09502
4248000,0.09504
4251600,0.10207
4255200,0.12202
4258800,0.12183
4262400,0.13028
4266000,0.12636
4269600,0.13016
4273200,0.12263
4276800,0.12072
4280400,0.11796
4284000,0.11224
4287600,0.11953
4291200,0.12549
4294800,0.14186
4298400,0.14627
4302000,0.12932
4305600,0.11767
4309200,0.11185
4312800,0.10979
4316400,0.10002
4320000,0.05579
4323600,0.05288
4327200,0.05029
4330800,0.05029
4334400,0.05029
4338000,0.05029
4341600,0.05309
4345200,0.05693
4348800,0.05711
4352400,0.05735
4356000,0.05643
4359600,0.05613
4363200,0.05693
4366800,0.0552
4370400,0.0545
4374000,0.05266
4377600,0.05693
4381200,0.07718
4384800,0.0803
4388400,0.07096
4392000,0.06201
4395600,0.05772
4399200,0.05693
4402800,0.05426
4406400,0.05867
4410000,0.05335
4413600,0.051
4417200,0.05014
4420800,0.05057
4424400,0.05125
4428000,0.0533
4431600,0.05395
4435200,0.0559
4438800,0.05448
4442400,0.05179
4446000,0.04912
4449600,0.04659
4453200,0.04718
4456800,0.04813
4460400,0.051
4464000,0.05383
4467600,0.07109
4471200,0.07485
4474800,0.0651
4478400,0.06025
4482000,0.05445
4485600,0.05455
4489200,0.05459
4492800,0.06167
4496400,0.05675
4500000,0.0561
4503600,0.05336
4507200,0.05304
4510800,0.05304
4514400,0.06507
4518000,0.0652
4521600,0.06913
4525200,0.06714
4528800,0.06714
4532400,0.06688
4536000,0.06665
4539600,0.06298
4543200,0.05982
4546800,0.05925
4550400,0.06104
4554000,0.07654
4557600,0.07713
4561200,0.06624
4564800,0.05818
4568400,0.05265
4572000,0.05019
4575600,0.05077
4579200,0.05149
4582800,0.04537
4586400,0.043
4590000,0.04296
4593600,0.04383
4597200,0.04537
4600800,0.05561
4604400,0.0617
4608000,0.06299
4611600,0.05678
4615200,0.05569
4618800,0.05243
4622400,0.05086
4626000,0.0502
4629600,0.04925
4633200,0.04939
4636800,0.05096
4640400,0.06585
4644000,0.06586
4647600,0.05912
4651200,0.05019
4654800,0.04838
4658400,0.04629
4662000,0.04087
4665600,0.03486
4669200,0.03305
4672800,0.03074
4676400,0.03101
4680000,0.03185
4683600,0.03207
4687200,0.04039
4690800,0.04342
4694400,0.03742
4698000,0.03817
4701600,0.0367
4705200,0.03476
4708800,0.03259
4712400,0.03173
4716000,0.03035
4719600,0.03073
4723200,0.03513
4726800,0.0417
4730400,0.04301
4734000,0.03676
4737600,0.0325
4741200,0.03052
4744800,0.02964
4748400,0.02755
4752000,0.0277
4755600,0.02553
4759200,0.02452
4762800,0.02468
4766400,0.025
4770000,0.02843
4773600,0.03345
4777200,0.03358
4780800,0.03216
4784400,0.03012
4788000,0.02916
4791600,0.02906
4795200,0.02834
4798800,0.02781
4802400,0.0276
4806000,0.02708
4809600,0.02886
4813200,0.03527
4816800,0.03812
4820400,0.03407
4824000,0.03178
4827600,0.0296
4831200,0.02825
4834800,0.02788
4838400,0.02741
4842000,0.02441
4845600,0.02411
4849200,0.02416
4852800,0.02441
4856400,0.02596
4860000,0.03145
4863600,0.03418
4867200,0.03258
4870800,0.02907
4874400,0.02879
4878000,0.02796
4881600,0.0269
4885200,0.0257
4888800,0.02515
4892400,0.02605
4896000,0.02695
4899600,0.0336
4903200,0.0382
4906800,0.03428
4910400,0.03008
4914000,0.02902
4917600,0.02819
4921200,0.02783
4924800,0.02472
4928400,0.02247
4932000,0.02201
4935600,0.02158
4939200,0.02206
4942800,0.02283
4946400,0.02652
4950000,0.02756
4953600,0.02901
4957200,0.02644
4960800,0.02585
4964400,0.02654
4968000,0.02584
4971600,0.02442
4975200,0.02399
4978800,0.02426
4982400,0.02521
4986000,0.03477
4989600,0.03584
4993200,0.03165
4996800,0.02532
5000400,0.0245
5004000,0.02426
5007600,0.02341
5011200,0.02591
5014800,0.02393
5018400,0.02306
5022000,0.02269
5025600,0.02272
5029200,0.02338
5032800,0.02484
5036400,0.02502
5040000,0.02757
5043600,0.02675
5047200,0.02715
5050800,0.0272
5054400,0.0272
5058000,0.0266
5061600,0.02621
5065200,0.02599
5068800,0.02655
5072400,0.03634
5076000,0.03845
5079600,0.03293
5083200,0.02639
5086800,0.02585
5090400,0.0246
5094000,0.02371
5097600,0.02605
5101200,0.02419
5104800,0.02386
5108400,0.02373
5112000,0.02404
5115600,0.02603
5119200,0.03381
5122800,0.03416
5126400,0.03275
5130000,0.02978
5133600,0.03065
5137200,0.02964
5140800,0.02897
5144400,0.02821
5148000,0.02655
5151600,0.02655
5155200,0.02869
5158800,0.03985
5162400,0.04023
5166000,0.03422
5169600,0.02902
5173200,0.02689
5176800,0.02655
5180400,0.02704
5184000,0.03091
5187600,0.02919
5191200,0.02796
5194800,0.02742
5198400,0.03118
5202000,0.03103
5205600,0.04123
5209200,0.04323
5212800,0.04266
5216400,0.0371
5220000,0.03697
5223600,0.03428
5227200,0.03365
5230800,0.03241
5234400,0.03069
5238000,0.0315
5241600,0.03373
5245200,0.04769
5248800,0.04926
5252400,0.04475
5256000,0.03705
5259600,0.03373
5263200,0.0317
5266800,0.02954
5270400,0.0355
5274000,0.0338
5277600,0.03243
5281200,0.03225
5284800,0.03343
5288400,0.0338
5292000,0.04231
5295600,0.045
5299200,0.04297
5302800,0.03345
5306400,0.03041
5310000,0.02896
5313600,0.02841
5317200,0.02838
5320800,0.02816
5324400,0.0284
5328000,0.03041
5331600,0.04177
5335200,0.04519
5338800,0.04068
5342400,0.03293
5346000,0.0311
5349600,0.02896
5353200,0.02838
5356800,0.03508
5360400,0.03105
5364000,0.03002
5367600,0.02926
5371200,0.02902
5374800,0.03041
5378400,0.0403
5382000,0.04212
5385600,0.04255
5389200,0.0363
5392800,0.03541
5396400,0.03375
5400000,0.03214
5403600,0.03214
5407200,0.03214
5410800,0.03214
5414400,0.03482
5418000,0.04976
5421600,0.0511
5425200,0.04462
5428800,0.03756
5432400,0.03702
5436000,0.03713
5439600,0.03559
5443200,0.04774
5446800,0.04602
5450400,0.04602
5454000,0.04602
5457600,0.04602
5461200,0.04605
5464800,0.06002
5468400,0.06291
5472000,0.05659
5475600,0.04846
5479200,0.05
5482800,0.04935
5486400,0.04701
5490000,0.04552
5493600,0.04553
5497200,0.04591
5500800,0.04935
5504400,0.05862
5508000,0.05694
5511600,0.05754
5515200,0.0487
5518800,0.04935
5522400,0.04693
5526000,0.04481
5529600,0.0471
5533200,0.04488
5536800,0.04422
5540400,0.04323
5544000,0.04246
5547600,0.04406
5551200,0.05039
5554800,0.05523
5558400,0.05411
5562000,0.04827
5565600,0.04421
5569200,0.04197
5572800,0.04197
5576400,0.0419
5580000,0.04197
5583600,0.04286
5587200,0.04723
5590800,0.05535
5594400,0.06285
5598000,0.05541
5601600,0.04907
5605200,0.04827
5608800,0.04715
5612400,0.04424
5616000,0.043
5619600,0.03904
5623200,0.03772
5626800,0.03759
5630400,0.0377
5634000,0.03572
5637600,0.0357
5641200,0.04143
5644800,0.04225
5648400,0.03896
5652000,0.03709
5655600,0.03707
5659200,0.03597
5662800,0.03463
5666400,0.03595
