# time: time of emissions factor [s],,
# EmissionsElectricPower: Emissions factor of electric poweer [kgCO2-e/kWh],,
# EmissionsGasPower: Emissions factor of ga powers [kgCO2-e/kWh],,
time,EmissionsElectricPower,EmissionsGasPower
495900,0.252,0.181
496800,0.252,0.181
497700,0.252,0.181
498600,0.252,0.181
499500,0.252,0.181
500400,0.252,0.181
501300,0.252,0.181
502200,0.252,0.181
503100,0.252,0.181
504000,0.252,0.181
504900,0.252,0.181
505800,0.252,0.181
506700,0.252,0.181
507600,0.252,0.181
508500,0.252,0.181
509400,0.252,0.181
510300,0.252,0.181
511200,0.252,0.181
512100,0.252,0.181
513000,0.252,0.181
513900,0.252,0.181
514800,0.252,0.181
515700,0.252,0.181
516600,0.252,0.181
517500,0.252,0.181
518400,0.252,0.181
519300,0.252,0.181
520200,0.252,0.181
521100,0.252,0.181
522000,0.252,0.181
522900,0.252,0.181
523800,0.252,0.181
524700,0.252,0.181
525600,0.252,0.181
526500,0.252,0.181
527400,0.252,0.181
528300,0.252,0.181
529200,0.252,0.181
530100,0.252,0.181
531000,0.252,0.181
531900,0.252,0.181
532800,0.252,0.181
533700,0.252,0.181
534600,0.252,0.181
535500,0.252,0.181
536400,0.252,0.181
537300,0.252,0.181
538200,0.252,0.181
539100,0.252,0.181
540000,0.252,0.181
540900,0.252,0.181
541800,0.252,0.181
542700,0.252,0.181
543600,0.252,0.181
544500,0.252,0.181
545400,0.252,0.181
546300,0.252,0.181
547200,0.252,0.181
548100,0.252,0.181
549000,0.252,0.181
549900,0.252,0.181
550800,0.252,0.181
551700,0.252,0.181
552600,0.252,0.181
553500,0.252,0.181
554400,0.252,0.181
555300,0.252,0.181
556200,0.252,0.181
557100,0.252,0.181
558000,0.252,0.181
558900,0.252,0.181
559800,0.252,0.181
560700,0.252,0.181
561600,0.252,0.181
562500,0.252,0.181
563400,0.252,0.181
564300,0.252,0.181
565200,0.252,0.181
566100,0.252,0.181
567000,0.252,0.181
567900,0.252,0.181
568800,0.252,0.181
569700,0.252,0.181
570600,0.252,0.181
571500,0.252,0.181
572400,0.252,0.181
573300,0.252,0.181
574200,0.252,0.181
575100,0.252,0.181
576000,0.252,0.181
576900,0.252,0.181
577800,0.252,0.181
578700,0.252,0.181
579600,0.252,0.181
580500,0.252,0.181
581400,0.252,0.181
582300,0.252,0.181
583200,0.252,0.181
584100,0.252,0.181
585000,0.252,0.181
585900,0.252,0.181
586800,0.252,0.181
587700,0.252,0.181
588600,0.252,0.181
589500,0.252,0.181
590400,0.252,0.181
591300,0.252,0.181
592200,0.252,0.181
593100,0.252,0.181
594000,0.252,0.181
594900,0.252,0.181
595800,0.252,0.181
596700,0.252,0.181
597600,0.252,0.181
598500,0.252,0.181
599400,0.252,0.181
600300,0.252,0.181
601200,0.252,0.181
602100,0.252,0.181
603000,0.252,0.181
603900,0.252,0.181
604800,0.252,0.181
605700,0.252,0.181
606600,0.252,0.181
607500,0.252,0.181
608400,0.252,0.181
609300,0.252,0.181
610200,0.252,0.181
611100,0.252,0.181
612000,0.252,0.181
612900,0.252,0.181
613800,0.252,0.181
614700,0.252,0.181
615600,0.252,0.181
616500,0.252,0.181
617400,0.252,0.181
618300,0.252,0.181
619200,0.252,0.181
620100,0.252,0.181
621000,0.252,0.181
621900,0.252,0.181
622800,0.252,0.181
623700,0.252,0.181
624600,0.252,0.181
625500,0.252,0.181
626400,0.252,0.181
627300,0.252,0.181
628200,0.252,0.181
629100,0.252,0.181
630000,0.252,0.181
630900,0.252,0.181
631800,0.252,0.181
632700,0.252,0.181
633600,0.252,0.181
634500,0.252,0.181
635400,0.252,0.181
636300,0.252,0.181
637200,0.252,0.181
638100,0.252,0.181
639000,0.252,0.181
639900,0.252,0.181
640800,0.252,0.181
641700,0.252,0.181
642600,0.252,0.181
643500,0.252,0.181
644400,0.252,0.181
645300,0.252,0.181
646200,0.252,0.181
647100,0.252,0.181
648000,0.252,0.181
648900,0.252,0.181
649800,0.252,0.181
650700,0.252,0.181
651600,0.252,0.181
652500,0.252,0.181
653400,0.252,0.181
654300,0.252,0.181
655200,0.252,0.181
656100,0.252,0.181
657000,0.252,0.181
657900,0.252,0.181
658800,0.252,0.181
659700,0.252,0.181
660600,0.252,0.181
661500,0.252,0.181
662400,0.252,0.181
663300,0.252,0.181
664200,0.252,0.181
665100,0.252,0.181
666000,0.252,0.181
666900,0.252,0.181
667800,0.252,0.181
668700,0.252,0.181
669600,0.252,0.181
670500,0.252,0.181
671400,0.252,0.181
672300,0.252,0.181
673200,0.252,0.181
674100,0.252,0.181
675000,0.252,0.181
675900,0.252,0.181
676800,0.252,0.181
677700,0.252,0.181
678600,0.252,0.181
679500,0.252,0.181
680400,0.252,0.181
681300,0.252,0.181
682200,0.252,0.181
683100,0.252,0.181
684000,0.252,0.181
684900,0.252,0.181
685800,0.252,0.181
686700,0.252,0.181
687600,0.252,0.181
688500,0.252,0.181
689400,0.252,0.181
690300,0.252,0.181
691200,0.252,0.181
692100,0.252,0.181
693000,0.252,0.181
693900,0.252,0.181
694800,0.252,0.181
695700,0.252,0.181
696600,0.252,0.181
697500,0.252,0.181
698400,0.252,0.181
699300,0.252,0.181
700200,0.252,0.181
701100,0.252,0.181
702000,0.252,0.181
702900,0.252,0.181
703800,0.252,0.181
704700,0.252,0.181
705600,0.252,0.181
706500,0.252,0.181
707400,0.252,0.181
708300,0.252,0.181
709200,0.252,0.181
710100,0.252,0.181
711000,0.252,0.181
711900,0.252,0.181
712800,0.252,0.181
713700,0.252,0.181
714600,0.252,0.181
715500,0.252,0.181
716400,0.252,0.181
717300,0.252,0.181
718200,0.252,0.181
719100,0.252,0.181
720000,0.252,0.181
720900,0.252,0.181
721800,0.252,0.181
722700,0.252,0.181
723600,0.252,0.181
724500,0.252,0.181
725400,0.252,0.181
726300,0.252,0.181
727200,0.252,0.181
728100,0.252,0.181
729000,0.252,0.181
729900,0.252,0.181
730800,0.252,0.181
731700,0.252,0.181
732600,0.252,0.181
733500,0.252,0.181
734400,0.252,0.181
735300,0.252,0.181
736200,0.252,0.181
737100,0.252,0.181
738000,0.252,0.181
738900,0.252,0.181
739800,0.252,0.181
740700,0.252,0.181
741600,0.252,0.181
742500,0.252,0.181
743400,0.252,0.181
744300,0.252,0.181
745200,0.252,0.181
746100,0.252,0.181
747000,0.252,0.181
747900,0.252,0.181
748800,0.252,0.181
749700,0.252,0.181
750600,0.252,0.181
751500,0.252,0.181
752400,0.252,0.181
753300,0.252,0.181
754200,0.252,0.181
755100,0.252,0.181
756000,0.252,0.181
756900,0.252,0.181
757800,0.252,0.181
758700,0.252,0.181
759600,0.252,0.181
760500,0.252,0.181
761400,0.252,0.181
762300,0.252,0.181
763200,0.252,0.181
764100,0.252,0.181
765000,0.252,0.181
765900,0.252,0.181
766800,0.252,0.181
767700,0.252,0.181
768600,0.252,0.181
769500,0.252,0.181
770400,0.252,0.181
771300,0.252,0.181
772200,0.252,0.181
773100,0.252,0.181
774000,0.252,0.181
774900,0.252,0.181
775800,0.252,0.181
776700,0.252,0.181
777600,0.252,0.181
778500,0.252,0.181
779400,0.252,0.181
780300,0.252,0.181
781200,0.252,0.181
782100,0.252,0.181
783000,0.252,0.181
783900,0.252,0.181
784800,0.252,0.181
785700,0.252,0.181
786600,0.252,0.181
787500,0.252,0.181
788400,0.252,0.181
789300,0.252,0.181
790200,0.252,0.181
791100,0.252,0.181
792000,0.252,0.181
792900,0.252,0.181
793800,0.252,0.181
794700,0.252,0.181
795600,0.252,0.181
796500,0.252,0.181
797400,0.252,0.181
798300,0.252,0.181
799200,0.252,0.181
800100,0.252,0.181
801000,0.252,0.181
801900,0.252,0.181
802800,0.252,0.181
803700,0.252,0.181
804600,0.252,0.181
805500,0.252,0.181
806400,0.252,0.181
807300,0.252,0.181
808200,0.252,0.181
809100,0.252,0.181
810000,0.252,0.181
810900,0.252,0.181
811800,0.252,0.181
812700,0.252,0.181
813600,0.252,0.181
814500,0.252,0.181
815400,0.252,0.181
816300,0.252,0.181
817200,0.252,0.181
818100,0.252,0.181
819000,0.252,0.181
819900,0.252,0.181
820800,0.252,0.181
821700,0.252,0.181
822600,0.252,0.181
823500,0.252,0.181
824400,0.252,0.181
825300,0.252,0.181
826200,0.252,0.181
827100,0.252,0.181
828000,0.252,0.181
828900,0.252,0.181
829800,0.252,0.181
830700,0.252,0.181
831600,0.252,0.181
832500,0.252,0.181
833400,0.252,0.181
834300,0.252,0.181
835200,0.252,0.181
836100,0.252,0.181
837000,0.252,0.181
837900,0.252,0.181
838800,0.252,0.181
839700,0.252,0.181
840600,0.252,0.181
841500,0.252,0.181
842400,0.252,0.181
843300,0.252,0.181
844200,0.252,0.181
845100,0.252,0.181
846000,0.252,0.181
846900,0.252,0.181
847800,0.252,0.181
848700,0.252,0.181
849600,0.252,0.181
850500,0.252,0.181
851400,0.252,0.181
852300,0.252,0.181
853200,0.252,0.181
854100,0.252,0.181
855000,0.252,0.181
855900,0.252,0.181
856800,0.252,0.181
857700,0.252,0.181
858600,0.252,0.181
859500,0.252,0.181
860400,0.252,0.181
861300,0.252,0.181
862200,0.252,0.181
863100,0.252,0.181
864000,0.252,0.181
864900,0.252,0.181
865800,0.252,0.181
866700,0.252,0.181
867600,0.252,0.181
868500,0.252,0.181
869400,0.252,0.181
870300,0.252,0.181
871200,0.252,0.181
872100,0.252,0.181
873000,0.252,0.181
873900,0.252,0.181
874800,0.252,0.181
875700,0.252,0.181
876600,0.252,0.181
877500,0.252,0.181
878400,0.252,0.181
879300,0.252,0.181
880200,0.252,0.181
881100,0.252,0.181
882000,0.252,0.181
882900,0.252,0.181
883800,0.252,0.181
884700,0.252,0.181
885600,0.252,0.181
886500,0.252,0.181
887400,0.252,0.181
888300,0.252,0.181
889200,0.252,0.181
890100,0.252,0.181
891000,0.252,0.181
891900,0.252,0.181
892800,0.252,0.181
893700,0.252,0.181
894600,0.252,0.181
895500,0.252,0.181
896400,0.252,0.181
897300,0.252,0.181
898200,0.252,0.181
899100,0.252,0.181
900000,0.252,0.181
900900,0.252,0.181
901800,0.252,0.181
902700,0.252,0.181
903600,0.252,0.181
904500,0.252,0.181
905400,0.252,0.181
906300,0.252,0.181
907200,0.252,0.181
908100,0.252,0.181
909000,0.252,0.181
909900,0.252,0.181
910800,0.252,0.181
911700,0.252,0.181
912600,0.252,0.181
913500,0.252,0.181
914400,0.252,0.181
915300,0.252,0.181
916200,0.252,0.181
917100,0.252,0.181
918000,0.252,0.181
918900,0.252,0.181
919800,0.252,0.181
920700,0.252,0.181
921600,0.252,0.181
922500,0.252,0.181
923400,0.252,0.181
924300,0.252,0.181
925200,0.252,0.181
926100,0.252,0.181
927000,0.252,0.181
927900,0.252,0.181
928800,0.252,0.181
929700,0.252,0.181
930600,0.252,0.181
931500,0.252,0.181
932400,0.252,0.181
933300,0.252,0.181
934200,0.252,0.181
935100,0.252,0.181
936000,0.252,0.181
936900,0.252,0.181
937800,0.252,0.181
938700,0.252,0.181
939600,0.252,0.181
940500,0.252,0.181
941400,0.252,0.181
942300,0.252,0.181
943200,0.252,0.181
944100,0.252,0.181
945000,0.252,0.181
945900,0.252,0.181
946800,0.252,0.181
947700,0.252,0.181
948600,0.252,0.181
949500,0.252,0.181
950400,0.252,0.181
951300,0.252,0.181
952200,0.252,0.181
953100,0.252,0.181
954000,0.252,0.181
954900,0.252,0.181
955800,0.252,0.181
956700,0.252,0.181
957600,0.252,0.181
958500,0.252,0.181
959400,0.252,0.181
960300,0.252,0.181
961200,0.252,0.181
962100,0.252,0.181
963000,0.252,0.181
963900,0.252,0.181
964800,0.252,0.181
965700,0.252,0.181
966600,0.252,0.181
967500,0.252,0.181
968400,0.252,0.181
969300,0.252,0.181
970200,0.252,0.181
971100,0.252,0.181
972000,0.252,0.181
972900,0.252,0.181
973800,0.252,0.181
974700,0.252,0.181
975600,0.252,0.181
976500,0.252,0.181
977400,0.252,0.181
978300,0.252,0.181
979200,0.252,0.181
980100,0.252,0.181
981000,0.252,0.181
981900,0.252,0.181
982800,0.252,0.181
983700,0.252,0.181
984600,0.252,0.181
985500,0.252,0.181
986400,0.252,0.181
987300,0.252,0.181
988200,0.252,0.181
989100,0.252,0.181
990000,0.252,0.181
990900,0.252,0.181
991800,0.252,0.181
992700,0.252,0.181
993600,0.252,0.181
994500,0.252,0.181
995400,0.252,0.181
996300,0.252,0.181
997200,0.252,0.181
998100,0.252,0.181
999000,0.252,0.181
999900,0.252,0.181
1000800,0.252,0.181
1001700,0.252,0.181
1002600,0.252,0.181
1003500,0.252,0.181
1004400,0.252,0.181
1005300,0.252,0.181
1006200,0.252,0.181
1007100,0.252,0.181
1008000,0.252,0.181
1008900,0.252,0.181
1009800,0.252,0.181
1010700,0.252,0.181
1011600,0.252,0.181
1012500,0.252,0.181
1013400,0.252,0.181
1014300,0.252,0.181
1015200,0.252,0.181
1016100,0.252,0.181
1017000,0.252,0.181
1017900,0.252,0.181
1018800,0.252,0.181
1019700,0.252,0.181
1020600,0.252,0.181
1021500,0.252,0.181
1022400,0.252,0.181
1023300,0.252,0.181
1024200,0.252,0.181
1025100,0.252,0.181
1026000,0.252,0.181
1026900,0.252,0.181
1027800,0.252,0.181
1028700,0.252,0.181
1029600,0.252,0.181
1030500,0.252,0.181
1031400,0.252,0.181
1032300,0.252,0.181
1033200,0.252,0.181
1034100,0.252,0.181
1035000,0.252,0.181
1035900,0.252,0.181
1036800,0.252,0.181
1037700,0.252,0.181
1038600,0.252,0.181
1039500,0.252,0.181
1040400,0.252,0.181
1041300,0.252,0.181
1042200,0.252,0.181
1043100,0.252,0.181
1044000,0.252,0.181
1044900,0.252,0.181
1045800,0.252,0.181
1046700,0.252,0.181
1047600,0.252,0.181
1048500,0.252,0.181
1049400,0.252,0.181
1050300,0.252,0.181
1051200,0.252,0.181
1052100,0.252,0.181
1053000,0.252,0.181
1053900,0.252,0.181
1054800,0.252,0.181
1055700,0.252,0.181
1056600,0.252,0.181
1057500,0.252,0.181
1058400,0.252,0.181
1059300,0.252,0.181
1060200,0.252,0.181
1061100,0.252,0.181
1062000,0.252,0.181
1062900,0.252,0.181
1063800,0.252,0.181
1064700,0.252,0.181
1065600,0.252,0.181
1066500,0.252,0.181
1067400,0.252,0.181
1068300,0.252,0.181
1069200,0.252,0.181
1070100,0.252,0.181
1071000,0.252,0.181
1071900,0.252,0.181
1072800,0.252,0.181
1073700,0.252,0.181
1074600,0.252,0.181
1075500,0.252,0.181
1076400,0.252,0.181
1077300,0.252,0.181
1078200,0.252,0.181
1079100,0.252,0.181
1080000,0.252,0.181
1080900,0.252,0.181
1081800,0.252,0.181
1082700,0.252,0.181
1083600,0.252,0.181
1084500,0.252,0.181
1085400,0.252,0.181
1086300,0.252,0.181
1087200,0.252,0.181
1088100,0.252,0.181
1089000,0.252,0.181
1089900,0.252,0.181
1090800,0.252,0.181
1091700,0.252,0.181
1092600,0.252,0.181
1093500,0.252,0.181
1094400,0.252,0.181
1095300,0.252,0.181
1096200,0.252,0.181
1097100,0.252,0.181
1098000,0.252,0.181
1098900,0.252,0.181
1099800,0.252,0.181
1100700,0.252,0.181
1101600,0.252,0.181
1102500,0.252,0.181
1103400,0.252,0.181
1104300,0.252,0.181
1105200,0.252,0.181
1106100,0.252,0.181
1107000,0.252,0.181
1107900,0.252,0.181
1108800,0.252,0.181
1109700,0.252,0.181
1110600,0.252,0.181
1111500,0.252,0.181
1112400,0.252,0.181
1113300,0.252,0.181
1114200,0.252,0.181
1115100,0.252,0.181
