,time,T_Z1t,T_Z2t,T_Z3t,T_Z4t,T_Z5t,T_Z1m,T_Z2m,T_Z3m,T_Z4m,T_Z5m,T_Z1b,T_Z2b,T_Z3b,T_Z4b,T_Z5b,m_top_vav1,m_top_vav2,m_top_vav3,m_top_vav4,m_top_vav5,m_mid_vav1,m_mid_vav2,m_mid_vav3,m_mid_vav4,m_mid_vav5,m_bot_vav1,m_bot_vav2,m_bot_vav3,m_bot_vav4,m_bot_vav5,T_top_vav1,T_top_vav2,T_top_vav3,T_top_vav4,T_top_vav5,T_mid_vav1,T_mid_vav2,T_mid_vav3,T_mid_vav4,T_mid_vav5,T_bot_vav1,T_bot_vav2,T_bot_vav3,T_bot_vav4,T_bot_vav5,P_chiller,P_rf_top,P_sf_top,P_rf_mid,P_sf_mid,P_rf_bot,P_sf_bot,oa_temp,T_top_int,T_mid_int,T_bot_int,T_top_mix,T_mid_mix,T_bot_mix,T_top_sa,T_mid_sa,T_bot_sa,occ_1,occ_2,occ_3,occ_4,occ_5,h_sp,c_sp,Tsa_top_SP,Tsa_mid_SP,Tsa_bot_SP,mz1_top_SP,mz2_top_SP,mz3_top_SP,mz4_top_SP,mz5_top_SP,mz1_mid_SP,mz2_mid_SP,mz3_mid_SP,mz4_mid_SP,mz5_mid_SP,mz1_bot_SP,mz2_bot_SP,mz3_bot_SP,mz4_bot_SP,mz5_bot_SP,Tsa1_top_SP,Tsa2_top_SP,Tsa3_top_SP,Tsa4_top_SP,Tsa5_top_SP,Tsa1_mid_SP,Tsa2_mid_SP,Tsa3_mid_SP,Tsa4_mid_SP,Tsa5_mid_SP,Tsa1_bot_SP,Tsa2_bot_SP,Tsa3_bot_SP,Tsa4_bot_SP,Tsa5_bot_SP,Ttop_ret,Tmid_ret,Tbot_ret,damper_top,damper_mid,damper_bot,co2_top,co2_mid,co2_bot,oaflow_top,oaflow_mid,oaflow_bot,supplyflow_top,supplyflow_mid,supplyflow_bot,mflow_top,mflow_mid,mflow_bot,chillcap_top,heatcap_top,chillcap_mid,heatcap_mid,chillcap_bot,heatcap_bot,cumsum_chillcap_top,cumsum_heatcap_top,cumsum_chillcap_mid,cumsum_heatcap_mid,cumsum_chillcap_bot,cumsum_heatcap_bot,total_chillcap,total_heatcap,total_csum_chillcap,total_csum_heatcap,total_fanpower,total_cumfanpower,chiller,chiller_plus_fan,cum_chiller_plus_fan
502,1.88E+07,296.3471069,294.6060791,295.207489,299.2375793,295.1408691,297.7795105,294.690155,295.8543396,298.8829346,295.7036438,297.8340759,295.3189697,296.3043518,299.3725281,296.1873779,0.000270238,5.57E-05,3.69E-05,4.71E-05,4.28E-05,0.000437197,9.00E-05,5.97E-05,7.61E-05,6.93E-05,0.000361386,7.45E-05,4.93E-05,6.29E-05,5.73E-05,319.2537537,287.0150452,287.0155029,287.0216064,287.0171204,320.4648743,286.8240356,286.8268433,286.8336487,286.8270874,319.1875305,286.8535156,286.8529358,286.8537292,286.8543091,136069.1875,-1.03E-08,-3.76E-09,-2.65E-08,-9.71E-09,-1.74E-08,-6.36E-09,294.4599915,295.7051086,296.6413879,296.6132507,295.6003113,296.4984436,296.4932556,286.1056824,286.0359192,285.9943848,0,0,0,0,0,288.75,299.8500061,285.9500122,285.9500122,285.9500122,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,295.5851135,296.5054321,296.5119629,0,0,0,0,0,0,0.001030226,0.001666341,0.001377448,0.000467564,0.000756107,0.000625039,0.000452698,0.000732316,0.000605386,7.25E-08,1.53E-07,1.30E-07,2.57E-07,1.07E-07,2.05E-07,0.027566792,0.011004263,0.068660178,0.024294591,0.070691722,0.025581424,3.09E-07,6.14E-07,0.166918692,0.060880278,-1.98E-11,967.2718886,136.0691875,136.0691875,56776.93308
503,1.88E+07,296.3538818,294.6373291,295.2263489,299.2593689,295.1625366,297.7971802,294.7567444,295.8915405,298.9536133,295.7460938,297.8483887,295.3721924,296.3351746,299.4139709,296.2224426,0.00026299,5.42E-05,3.59E-05,4.58E-05,4.17E-05,0.00042547,8.76E-05,5.81E-05,7.41E-05,6.74E-05,0.000351693,7.25E-05,4.80E-05,6.12E-05,5.58E-05,319.1491394,287.0230408,287.0236206,287.0306702,287.0252686,320.2516174,286.8317871,286.8345947,286.8413696,286.8349304,319.0217896,286.8611755,286.8606262,286.8615112,286.8620911,116653.5156,-9.73E-09,-3.56E-09,-2.51E-08,-9.19E-09,-1.65E-08,-6.02E-09,294.4700012,295.7028198,296.6368713,296.6097717,295.6001282,296.4969788,296.4923096,286.1042175,286.0316467,285.9916077,0,0,0,0,0,288.75,299.8500061,285.9500122,285.9500122,285.9500122,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,295.585083,296.5052185,296.5114746,0,0,0,0,0,0,0.001002645,0.001621727,0.001340568,0.000455068,0.000735897,0.000608331,0.000440556,0.000712698,0.00058915,7.05E-08,1.48E-07,1.26E-07,2.48E-07,1.04E-07,1.98E-07,0.027566863,0.011004412,0.068660304,0.024294839,0.070691826,0.025581622,3.01E-07,5.95E-07,0.166918993,0.060880873,-1.88E-11,967.2718886,116.6535156,116.6535156,56893.58659
504,1.88E+07,296.3605347,294.6677551,295.2448425,299.2794495,295.1837769,297.8143616,294.8208923,295.9276428,299.0201416,295.7872314,297.8623657,295.4237671,296.3651428,299.4526672,296.2565918,0.000255948,5.27E-05,3.49E-05,4.46E-05,4.06E-05,0.000414062,8.53E-05,5.65E-05,7.21E-05,6.56E-05,0.000342272,7.05E-05,4.67E-05,5.96E-05,5.43E-05,319.0499268,287.0310059,287.0317383,287.0398254,287.0334778,320.0455933,286.8396301,286.8424377,286.8492432,286.8428345,318.862915,286.868988,286.8685303,286.8695984,286.8700256,100048.5469,-9.22E-09,-3.37E-09,-2.38E-08,-8.71E-09,-1.56E-08,-5.70E-09,294.480011,295.7001038,296.6313782,296.6054688,295.5999756,296.495636,296.4914246,286.1027527,286.0275269,285.9889221,0,0,0,0,0,288.75,299.8500061,285.9500122,285.9500122,285.9500122,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,295.5850525,296.5049438,296.5109863,0,0,0,0,0,0,0.000975878,0.001578429,0.001304776,0.000442954,0.000716325,0.000592141,0.000428759,0.000693612,0.000573367,6.86E-08,1.44E-07,1.23E-07,2.40E-07,1.02E-07,1.92E-07,0.027566932,0.011004556,0.068660426,0.024295079,0.070691928,0.025581814,2.93E-07,5.77E-07,0.166919286,0.06088145,-1.78E-11,967.2718886,100.0485469,100.0485469,56993.63514
505,1.88E+07,296.3670959,294.6974792,295.26297,299.2978516,295.2046204,297.8311768,294.8827515,295.9626465,299.0827637,295.8271179,297.8760681,295.4737854,296.3943481,299.4887695,296.2898254,0.00024907,5.13E-05,3.40E-05,4.34E-05,3.95E-05,0.000402923,8.30E-05,5.50E-05,7.02E-05,6.39E-05,0.000333132,6.86E-05,4.55E-05,5.80E-05,5.28E-05,318.9558411,287.0389404,287.0398254,287.0489197,287.0415649,319.8466187,286.8474121,286.8502197,286.8570251,286.850708,318.7109375,286.8768311,286.8764648,286.8778076,286.8780212,85714.21094,-8.73E-09,-3.19E-09,-2.26E-08,-8.25E-09,-1.48E-08,-5.40E-09,294.4899902,295.6976013,296.6261597,296.6013794,295.599823,296.4943542,296.4906006,286.1013794,286.0236511,285.9863586,0,0,0,0,0,288.75,299.8500061,285.9500122,285.9500122,285.9500122,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,295.5850525,296.5046387,296.5105286,0,0,0,0,0,0,0.000949827,0.001536289,0.001269941,0.000431203,0.000697337,0.000576334,0.000417238,0.000674965,0.000558056,6.68E-08,1.40E-07,1.19E-07,2.33E-07,9.88E-08,1.86E-07,0.027566998,0.011004696,0.068660546,0.024295312,0.070692027,0.025582001,2.85E-07,5.59E-07,0.166919571,0.060882008,-1.68E-11,967.2718886,85.71421094,85.71421094,57079.34935
506,1.88E+07,296.3735657,294.7264404,295.2807617,299.3146973,295.2250366,297.8475342,294.9424438,295.9966125,299.1416931,295.8658447,297.8894653,295.5222778,296.4227905,299.5223694,296.3222351,0.000242464,5.00E-05,3.31E-05,4.22E-05,3.84E-05,0.00039224,8.08E-05,5.35E-05,6.83E-05,6.22E-05,0.000324238,6.68E-05,4.43E-05,5.65E-05,5.14E-05,318.8665161,287.046814,287.047821,287.0580444,287.0496216,319.6542969,286.8551636,286.8579712,286.8648071,286.858551,318.5656433,286.8847656,286.884491,286.8861084,286.8861084,73377.08594,-8.27E-09,-3.02E-09,-2.14E-08,-7.81E-09,-1.40E-08,-5.12E-09,294.5,295.6950989,296.6210327,296.5974731,295.5996704,296.4931946,296.4898376,286.1000977,286.0200195,285.9839783,0,0,0,0,0,288.75,299.8500061,285.9500122,285.9500122,285.9500122,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,295.585083,296.504303,296.5100403,0,0,0,0,0,0,0.00092447,0.001495272,0.001236035,0.00041962,0.000678598,0.000560946,0.000406172,0.000657071,0.000543157,6.50E-08,1.36E-07,1.16E-07,2.25E-07,9.62E-08,1.80E-07,0.027567063,0.011004832,0.068660662,0.024295537,0.070692123,0.025582181,2.77E-07,5.41E-07,0.166919848,0.06088255,-1.60E-11,967.2718886,73.37708594,73.37708594,57152.72644
507,1.88E+07,296.3798828,294.7547302,295.2982483,299.3300171,295.2451172,297.8635559,295.0001526,296.0296326,299.1971741,295.9034424,297.9026184,295.5693665,296.4505615,299.5536194,296.3537903,0.000235991,4.86E-05,3.22E-05,4.11E-05,3.74E-05,0.000381767,7.87E-05,5.21E-05,6.65E-05,6.05E-05,0.000315581,6.50E-05,4.31E-05,5.50E-05,5.00E-05,318.7817993,287.0545959,287.0557861,287.0671082,287.0576172,319.4686279,286.8628845,286.8656921,286.8725281,286.8663635,318.4269104,286.8927612,286.8925781,286.8945923,286.8942566,62786.36719,-7.83E-09,-2.87E-09,-2.02E-08,-7.40E-09,-1.33E-08,-4.85E-09,294.5100098,295.6927185,296.6161194,296.5937195,295.5995483,296.4920959,296.4891052,286.098877,286.016571,285.98172,0,0,0,0,0,288.75,299.8500061,285.9500122,285.9500122,285.9500122,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,295.585083,296.5039368,296.5095825,0,0,0,0,0,0,0.00089979,0.001455351,0.001203035,0.000408419,0.000660481,0.00054597,0.000395327,0.000639529,0.000528656,6.33E-08,1.32E-07,1.13E-07,2.18E-07,9.36E-08,1.75E-07,0.027567127,0.011004963,0.068660775,0.024295755,0.070692217,0.025582356,2.70E-07,5.25E-07,0.166920118,0.060883074,-1.51E-11,967.2718886,62.78636719,62.78636719,57215.5128
508,1.88E+07,296.3861389,294.7823792,295.3153992,299.342926,295.264801,297.8792114,295.0559387,296.0617371,299.2485352,295.940033,297.9155273,295.6151123,296.4776001,299.58255,296.384613,0.000229691,4.73E-05,3.13E-05,4.00E-05,3.64E-05,0.000371574,7.66E-05,5.07E-05,6.47E-05,5.89E-05,0.000307156,6.33E-05,4.19E-05,5.35E-05,4.87E-05,318.7015076,287.0622864,287.0636292,287.0761108,287.0655212,319.2896423,286.870636,286.8734436,286.8803101,286.874176,318.2945862,286.9007874,286.9007263,286.9031677,286.9024658,53714.16406,-7.42E-09,-2.71E-09,-1.92E-08,-7.01E-09,-1.26E-08,-4.59E-09,294.519989,295.6904297,296.6113586,296.5900879,295.5994263,296.4910584,296.4884338,286.0977173,286.0133362,285.9796143,0,0,0,0,0,288.75,299.8500061,285.9500122,285.9500122,285.9500122,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,295.585144,296.5035706,296.5091553,0,0,0,0,0,0,0.000875768,0.001416495,0.001170915,0.000397516,0.000642847,0.000531393,0.000384773,0.000622454,0.000514542,6.16E-08,1.28E-07,1.10E-07,2.11E-07,9.11E-08,1.70E-07,0.027567188,0.011005091,0.068660885,0.024295966,0.070692308,0.025582526,2.63E-07,5.09E-07,0.166920381,0.060883583,-1.43E-11,967.2718886,53.71416406,53.71416406,57269.22697
509,1.88E+07,296.3922729,294.8093872,295.3322449,299.3546753,295.2841492,297.8945007,295.1099243,296.0929565,299.2970581,295.9755859,297.9281616,295.6595764,296.5040283,299.6094055,296.4147034,0.000223559,4.61E-05,3.05E-05,3.89E-05,3.54E-05,0.000361654,7.45E-05,4.94E-05,6.30E-05,5.73E-05,0.000298955,6.16E-05,4.08E-05,5.21E-05,4.74E-05,318.6253967,287.0698853,287.0713806,287.0850525,287.0733032,319.1175232,286.8783875,286.8811951,286.8881531,286.882019,318.1684875,286.9088745,286.9089661,286.9118958,286.9107361,45955.84766,-7.03E-09,-2.57E-09,-1.82E-08,-6.64E-09,-1.19E-08,-4.35E-09,294.5299988,295.6882324,296.606781,296.5866089,295.5993347,296.4901123,296.487793,286.0966187,286.0102844,285.9776001,0,0,0,0,0,288.75,299.8500061,285.9500122,285.9500122,285.9500122,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,295.5851746,296.5031738,296.5087585,0,0,0,0,0,0,0.000852388,0.001378676,0.001139654,0.000386903,0.000625684,0.000517206,0.000374501,0.000605836,0.000500804,5.99E-08,1.24E-07,1.07E-07,2.04E-07,8.86E-08,1.64E-07,0.027567248,0.011005216,0.068660992,0.024296171,0.070692396,0.02558269,2.56E-07,4.93E-07,0.166920636,0.060884076,-1.36E-11,967.2718886,45.95584766,45.95584766,57315.18281
510,1.88E+07,296.3983154,294.8357849,295.3488159,299.3651123,295.3031921,297.9094543,295.1621399,296.1233215,299.3426819,296.0101929,297.9405823,295.7028198,296.5298157,299.6342468,296.4440613,0.000217591,4.48E-05,2.97E-05,3.79E-05,3.45E-05,0.000351998,7.25E-05,4.80E-05,6.13E-05,5.58E-05,0.000290974,5.99E-05,3.97E-05,5.07E-05,4.61E-05,318.5533142,287.0773926,287.0790405,287.0939026,287.0809937,318.9522095,286.8861694,286.8890076,286.8960876,286.8898926,318.0484314,286.9169922,286.9172363,286.9207153,286.9190674,39329.60156,-6.66E-09,-2.44E-09,-1.72E-08,-6.29E-09,-1.13E-08,-4.12E-09,294.5400085,295.6860962,296.6023254,296.5832214,295.5992432,296.4892273,296.4871826,286.0955811,286.0074158,285.975708,0,0,0,0,0,288.75,299.8500061,285.9500122,285.9500122,285.9500122,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,295.5852356,296.5027771,296.5083618,0,0,0,0,0,0,0.000829632,0.001341868,0.001109227,0.000376574,0.000608979,0.000503397,0.000364504,0.000589661,0.000487433,5.83E-08,1.21E-07,1.04E-07,1.98E-07,8.62E-08,1.60E-07,0.027567306,0.011005336,0.068661096,0.024296369,0.070692482,0.02558285,2.49E-07,4.78E-07,0.166920885,0.060884555,-1.28E-11,967.2718886,39.32960156,39.32960156,57354.51242
511,1.88E+07,296.4042358,294.8616028,295.3650818,299.3743286,295.3218994,297.9241028,295.212738,296.1528931,299.3855591,296.0438843,297.9527588,295.7448425,296.5549927,299.657135,296.4727478,0.000211782,4.36E-05,2.89E-05,3.69E-05,3.36E-05,0.0003426,7.06E-05,4.68E-05,5.97E-05,5.43E-05,0.000283205,5.83E-05,3.87E-05,4.93E-05,4.49E-05,318.4850159,287.0847778,287.0865784,287.1026611,287.0885925,318.7937622,286.8939819,286.8969116,286.9041443,286.8978577,317.9342346,286.9251404,286.9255371,286.929657,286.9274292,33675.33984,-6.31E-09,-2.31E-09,-1.63E-08,-5.96E-09,-1.07E-08,-3.90E-09,294.5499878,295.684082,296.5980225,296.5799561,295.5991516,296.4884033,296.4866333,286.094635,286.0047302,285.973938,0,0,0,0,0,288.75,299.8500061,285.9500122,285.9500122,285.9500122,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,295.5853271,296.5023499,296.5079956,0,0,0,0,0,0,0.000807484,0.001306042,0.001079612,0.000366521,0.00059272,0.000489957,0.000354773,0.000573918,0.00047442,5.67E-08,1.17E-07,1.01E-07,1.92E-07,8.39E-08,1.55E-07,0.027567363,0.011005454,0.068661198,0.024296561,0.070692566,0.025583004,2.42E-07,4.64E-07,0.166921127,0.060885019,-1.22E-11,967.2718886,33.67533984,33.67533984,57388.18776
512,1.88E+07,296.4100952,294.8868713,295.381073,299.3829041,295.340271,297.938446,295.2618103,296.1817017,299.4264221,296.0766907,297.9647217,295.7857666,296.5795593,299.6788025,296.5007629,0.000206128,4.25E-05,2.81E-05,3.59E-05,3.27E-05,0.000333453,6.87E-05,4.55E-05,5.81E-05,5.29E-05,0.000275644,5.68E-05,3.76E-05,4.80E-05,4.37E-05,318.4203796,287.0920715,287.0940247,287.1112976,287.0960693,318.6420593,286.901886,286.9048462,286.912323,286.9058533,317.8256531,286.9333191,286.9338684,286.9386292,286.9358215,28853.1875,-5.98E-09,-2.19E-09,-1.54E-08,-5.65E-09,-1.01E-08,-3.70E-09,294.5599976,295.6821289,296.5938721,296.5768127,295.5990906,296.4876099,296.4861145,286.0937195,286.0021667,285.9722595,0,0,0,0,0,288.75,299.8500061,285.9500122,285.9500122,285.9500122,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,295.5854187,296.5019531,296.5076599,0,0,0,0,0,0,0.000785927,0.001271172,0.001050788,0.000356736,0.000576895,0.000476876,0.000345301,0.000558595,0.000461753,5.52E-08,1.14E-07,9.87E-08,1.86E-07,8.17E-08,1.50E-07,0.027567418,0.011005568,0.068661297,0.024296746,0.070692648,0.025583155,2.36E-07,4.50E-07,0.166921363,0.060885469,-1.15E-11,967.2718886,28.8531875,28.8531875,57417.04094
513,1.88E+07,296.4158325,294.9117126,295.3969116,299.3892517,295.3581543,297.9524536,295.3095093,296.2098999,299.4635315,296.108429,297.9765015,295.8257141,296.6037292,299.6974182,296.5278931,0.000200625,4.13E-05,2.74E-05,3.49E-05,3.18E-05,0.000324551,6.69E-05,4.43E-05,5.65E-05,5.15E-05,0.000268285,5.53E-05,3.66E-05,4.67E-05,4.25E-05,318.3591919,287.0992126,287.1013184,287.119812,287.1033936,318.4970398,286.9098206,286.9128723,286.9206238,286.9139404,317.7225037,286.9414673,286.9422302,286.9476929,286.9442139,24741.70313,-5.66E-09,-2.07E-09,-1.46E-08,-5.35E-09,-9.58E-09,-3.50E-09,294.5700073,295.6802368,296.5898438,296.5737915,295.598999,296.486908,296.4856262,286.0928345,285.9997559,285.9706726,0,0,0,0,0,288.75,299.8500061,285.9500122,285.9500122,285.9500122,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,295.5855103,296.5015564,296.5073547,0,0,0,0,0,0,0.000764946,0.001237234,0.001022733,0.000347213,0.000561493,0.000464144,0.000336083,0.000543681,0.000449425,5.37E-08,1.11E-07,9.60E-08,1.80E-07,7.95E-08,1.46E-07,0.027567472,0.011005678,0.068661393,0.024296927,0.070692728,0.0255833,2.29E-07,4.37E-07,0.166921592,0.060885905,-1.09E-11,967.2718886,24.74170313,24.74170312,57441.78265
514,1.88E+07,296.4214783,294.9360657,295.4125061,299.394989,295.3757324,297.966217,295.355835,296.2373962,299.4989014,296.1393433,297.9880371,295.8646851,296.6273499,299.7149353,296.5544434,0.000195269,4.02E-05,2.66E-05,3.40E-05,3.10E-05,0.000315886,6.51E-05,4.31E-05,5.50E-05,5.01E-05,0.000261122,5.38E-05,3.56E-05,4.55E-05,4.14E-05,318.3013,287.1062622,287.10849,287.1282043,287.1106262,318.358551,286.9178162,286.9209595,286.9290771,286.9220886,317.6245422,286.949646,286.950592,286.9567871,286.9526062,21236.04102,-5.36E-09,-1.96E-09,-1.39E-08,-5.07E-09,-9.07E-09,-3.32E-09,294.5799866,295.6784363,296.585968,296.5708923,295.598938,296.4862061,296.485199,286.0920105,285.9974976,285.9691772,0,0,0,0,0,288.75,299.8500061,285.9500122,285.9500122,285.9500122,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,295.5856323,296.5011597,296.5070801,0,0,0,0,0,0,0.000744524,0.001204201,0.000995428,0.000337943,0.000546502,0.000451752,0.000327111,0.000529166,0.000437427,5.23E-08,1.08E-07,9.35E-08,1.75E-07,7.74E-08,1.41E-07,0.027567524,0.011005786,0.068661486,0.024297101,0.070692805,0.025583442,2.23E-07,4.24E-07,0.166921815,0.060886329,-1.03E-11,967.2718886,21.23604102,21.23604102,57463.01869
515,1.88E+07,296.427063,294.9598999,295.4278564,299.400177,295.3930359,297.9797058,295.4008179,296.2642212,299.5325623,296.1694946,297.9994202,295.9026489,296.6504517,299.7313538,296.5804138,0.000190056,3.92E-05,2.59E-05,3.31E-05,3.01E-05,0.000307452,6.33E-05,4.20E-05,5.35E-05,4.87E-05,0.00025415,5.24E-05,3.47E-05,4.43E-05,4.03E-05,318.2464905,287.1131592,287.1155396,287.1364441,287.1176758,318.2264709,286.9258728,286.9291077,286.9376526,286.9302979,317.5316162,286.9577942,286.9589233,286.9659119,286.9609985,18246.09375,-5.08E-09,-1.86E-09,-1.31E-08,-4.80E-09,-8.59E-09,-3.14E-09,294.5899963,295.6766968,296.5822144,296.5680847,295.598877,296.4855957,296.4847717,286.0912476,285.9953613,285.9677734,0,0,0,0,0,288.75,299.8500061,285.9500122,285.9500122,285.9500122,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,295.5857544,296.5007629,296.5068359,0,0,0,0,0,0,0.000724648,0.001172051,0.000968851,0.000328921,0.000531911,0.000439691,0.000318378,0.000515037,0.000425748,5.09E-08,1.05E-07,9.09E-08,1.69E-07,7.53E-08,1.37E-07,0.027567575,0.011005891,0.068661577,0.024297271,0.07069288,0.025583579,2.17E-07,4.11E-07,0.166922032,0.06088674,-9.80E-12,967.2718886,18.24609375,18.24609375,57481.26478
516,1.88E+07,296.4325256,294.9832764,295.4429932,299.4048157,295.4100647,297.9929199,295.444519,296.2904053,299.5646057,296.1989441,298.0105896,295.9396667,296.6730957,299.7467957,296.6058044,0.000184983,3.81E-05,2.52E-05,3.22E-05,2.93E-05,0.000299244,6.17E-05,4.08E-05,5.21E-05,4.74E-05,0.000247365,5.10E-05,3.38E-05,4.31E-05,3.92E-05,318.1947021,287.1199036,287.1224365,287.1445313,287.1246338,318.1005859,286.9339294,286.9373169,286.9463806,286.9385681,317.4434814,286.9659119,286.9672241,286.9750366,286.9693298,15694.73145,-4.81E-09,-1.76E-09,-1.24E-08,-4.55E-09,-8.14E-09,-2.98E-09,294.6000061,295.6750488,296.5786133,296.5653992,295.5988464,296.4850159,296.484375,286.0905151,285.9933472,285.9664307,0,0,0,0,0,288.75,299.8500061,285.9500122,285.9500122,285.9500122,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,3.276000023,0.675000012,0.446999997,0.569999993,0.518999994,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,293.1499939,285.9500122,285.9500122,285.9500122,285.9500122,295.5858765,296.5003967,296.5066528,0,0,0,0,0,0,0.000705302,0.001140759,0.000942984,0.000320138,0.00051771,0.000427951,0.00030988,0.000501287,0.000414381,4.95E-08,1.02E-07,8.85E-08,1.64E-07,7.33E-08,1.33E-07,0.027567625,0.011005992,0.068661665,0.024297435,0.070692953,0.025583712,2.11E-07,3.99E-07,0.166922244,0.060887139,-9.29E-12,967.2718886,15.69473145,15.69473145,57496.95951
