time,pAtm,lon,lat,nTot,HGloHor,HDifHor,HDirNor,celHei,winSpe,winDir,nOpa,HHorIR,cloTim,TDewPoi,TBlaSky,relHum,solZen,solAlt,solDec,solTim,solHouAng,TDryBul,TWetBul
205200.0,101325.0,-1.83015225364,0.693942910593,0.998933333333,91.202832283,88.3306443157,25.9195705139,6233.99529412,6.70055958059,6.28218530718,0.806666666667,180.132888889,205200.0,247.580216955,237.571113024,0.610912592593,1.3253814028,0.245414923996,-0.399508437562,204953.996324,11.7630825588,252.55,251.930117261
208800.0,101325.0,-1.83015225364,0.693942910593,1.0,116.889607992,117.666938111,3.43355027679,3859.82028693,5.14603551497,5.52042851306,0.893794238683,181.996296296,208800.0,246.478398068,237.956148764,0.571638378825,1.20452531366,0.366271013135,-0.399442915145,208552.902818,12.0248024246,252.089992203,251.430908096
212400.0,101325.0,-1.83015225364,0.693942910593,1.0,263.77359747,114.43247103,347.484511067,3555.16012119,4.63333333333,5.48515706733,0.90438781893,179.293333333,212400.0,247.041165217,237.186166075,0.679711827957,1.12410155733,0.446694769469,-0.399377177671,212151.809867,12.2865223308,250.957855521,250.506914199
216000.0,101325.0,-1.83015225364,0.693942910593,0.205030452675,480.67014856,47.154516736,974.448813079,76842.8472786,4.11881481481,5.87528192624,0.208628148148,170.220740741,216000.0,246.466161975,234.103079449,0.524464190642,1.09338516641,0.47741116038,-0.399311225192,215750.717474,12.5482422775,253.042386928,252.255234649
219600.0,101325.0,-1.83015225364,0.693942910593,0.39104526749,378.630346815,65.2206838015,685.481159035,77777.0,4.09896296296,5.5475249569,0.39534006734,176.908378601,219600.0,247.524904416,236.433705811,0.522265844792,1.11659270653,0.454203620261,-0.399245057758,219349.625641,12.8099622649,254.221725926,253.357922314
223200.0,101325.0,-1.83015225364,0.693942910593,0.490498765432,271.278088082,92.027066855,427.078131359,77777.0,4.1,0.572565910455,0.404796767677,176.163272428,223200.0,245.33445173,235.953302868,0.415292007797,1.19050010009,0.380296226705,-0.399178675422,222948.534368,13.0716822932,254.269170782,253.206874012
226800.0,101325.0,-1.83015225364,0.693942910593,0.788088888889,203.858116143,37.7173024605,524.637902088,77777.0,3.13209876543,5.52370436142,0.202216296296,173.1552,226800.0,247.464396739,235.013671437,0.532236444444,1.30629455283,0.26450177397,-0.399112078236,226547.443658,13.3334023623,253.796096345,252.976760443
230400.0,101325.0,-1.83015225364,0.693942910593,0.807591111111,101.017770832,5.98760808081,396.255911016,77777.0,3.12765432099,0.480484398563,0.290014814815,172.011911111,230400.0,248.170353918,234.5879458,0.643635636364,1.45360648781,0.117189838981,-0.399045266251,230146.353513,13.5951224725,252.591397821,252.022036964
234000.0,101325.0,-1.83015225364,0.693942910593,0.60205037037,5.82223309179,6.97492255892,19.9703835264,28041.8402963,2.63333333333,0.365048134136,0.49517037037,174.075555556,234000.0,247.062324829,235.22614895,0.579843700159,1.62330183671,-0.0525055099115,-0.39897823952,233745.263934,13.8568426239,252.574729345,251.903883134
237600.0,101325.0,-1.83015225364,0.693942910593,0.6,0.0001,0.0001,0.0001,27400.0,2.13333333333,1.15401828791,0.402933333333,171.172921811,237600.0,247.05,234.359803167,0.607563352827,1.80826383894,-0.237467512141,-0.398910998095,237344.174923,14.1185628166,252.086132608,251.482701129
241200.0,101325.0,-1.83015225364,0.693942910593,0.6,0.0001,0.0001,0.0001,27400.0,2.57413333333,0.378839107295,0.397960493827,169.015341564,241200.0,247.05,233.781433512,0.647532659933,2.00304130455,-0.432244977757,-0.398843542029,240943.086482,14.3802830507,251.487322559,250.970026601
244800.0,101325.0,-1.83015225364,0.693942910593,0.698725925926,0.0001,0.0001,0.0001,27400.0,2.58382222222,2.29934683774,0.498864197531,170.90482963,244800.0,247.05,234.169474553,0.651517290553,2.20306256411,-0.632266237313,-0.398775871374,244541.998613,14.6420033264,251.425172113,250.916203835
248400.0,101325.0,-1.83015225364,0.693942910593,0.7,0.0001,0.0001,0.0001,27400.0,4.06471111111,2.71900969537,0.401274074074,171.9632,248400.0,246.454476768,234.61974849,0.551591285403,2.40343808574,-0.832641758949,-0.398707986183,248140.911316,14.9037236438,252.537595643,251.823468818
252000.0,101325.0,-1.83015225364,0.693942910593,0.7,0.0001,0.0001,0.0001,27400.0,3.60761481481,3.50128447096,0.4,171.995621399,252000.0,247.001515152,234.765829954,0.576871780167,2.59632326862,-1.02552694182,-0.398639886509,251739.824595,15.165444003,252.55,251.87566167
255600.0,101325.0,-1.83015225364,0.693942910593,0.7,0.0001,0.0001,0.0001,27400.0,4.10330864198,3.20662609364,0.4,173.394238683,255600.0,248.2028,235.071589355,0.652205878136,2.76235264769,-1.19155632089,-0.398571572406,255338.73845,15.4271644041,252.55,251.996126828
259200.0,101325.0,-1.83015225364,0.693942910593,0.618696296296,0.0001,0.0001,0.0001,22957.3333333,2.62809876543,0.868073569149,0.405807407407,166.466666667,259200.0,245.055896296,232.884061284,0.546711111111,2.84571026991,-1.27491394312,-0.398503043926,258937.652884,15.6888848473,251.034266667,250.391555913
262800.0,101325.0,-1.83015225364,0.693942910593,0.32,0.0001,0.0001,0.0001,77077.8263704,3.12197530864,1.09758197461,0.213748148148,159.466666667,262800.0,242.183017284,230.149197715,0.455204938272,2.7815996724,-1.21080334561,-0.398434301122,262536.567898,15.9506053327,249.923333333,249.215388459
266400.0,101325.0,-1.83015225364,0.693942910593,0.0112888888889,0.0001,0.0001,0.0001,77777.0,2.63333333333,3.51474648011,0.011,150.376,266400.0,240.461793797,226.885278914,0.422401324902,2.62278109431,-1.05198476752,-0.398365344049,266135.483494,16.2123258604,248.823333333,248.136326656
270000.0,101325.0,-1.83015225364,0.693942910593,0.011,0.0001,0.0001,0.0001,77777.0,2.13333333333,3.14995316358,0.011,150.799555556,270000.0,238.851398856,227.379333692,0.323887278249,2.432059001,-0.861262674202,-0.398296172761,269734.399673,16.4740464305,249.831422222,248.958481046
273600.0,101325.0,-1.83015225364,0.693942910593,0.011,0.0001,0.0001,0.0001,77777.0,4.01074074074,3.13361024782,0.011,154.99,273600.0,244.243130415,228.799628683,0.569772432932,2.23209042346,-0.661294096663,-0.39822678731,273333.316438,16.7357670432,249.85,249.294639628
277200.0,101325.0,-1.83015225364,0.693942910593,0.011,0.0001,0.0001,0.0001,77777.0,4.61255555556,3.53845897822,0.011,153.096,277200.0,241.565277351,228.109776256,0.425073322598,2.03159828532,-0.460801958525,-0.398157187752,276932.23379,16.9974876987,249.85,249.107113099
280800.0,101325.0,-1.83015225364,0.693942910593,0.011,0.0001,0.0001,0.0001,77777.0,3.64137198068,3.14670711472,0.011,151.949481481,280800.0,240.357974321,227.794173774,0.380546409877,1.83567050183,-0.264874175032,-0.39808737414,280531.151731,17.2592083969,249.85,249.04933276
284400.0,101325.0,-1.83015225364,0.693942910593,0.011,0.0001,4.92050559862,9.80751188502,77777.0,4.11992969473,3.14159265359,0.011,152.933333333,284400.0,241.316412156,228.04495637,0.414545777778,1.64883014057,-0.0780338137787,-0.398017346529,284130.070262,17.5209291381,249.85,249.093455194
288000.0,101325.0,-1.83015225364,0.693942910593,0.011,70.4671548847,54.3743445306,180.30035026,77777.0,1.50205894405,3.14159265359,0.011,153.933333333,288000.0,244.11111826,228.231897651,0.591924355556,1.4763408297,0.0944554970965,-0.397947104974,287728.989386,17.7826499223,249.2667343,248.764138528
291600.0,101325.0,-1.83015225364,0.693942910593,0.011,185.536703557,115.203896296,451.461321839,77777.0,2.06460780781,0.775326390771,0.011,156.725333333,291600.0,245.302024841,229.385090458,0.613862713178,1.32503963426,0.24575669253,-0.397876649528,291327.909103,18.0443707498,250.195166213,249.682987158
295200.0,101325.0,-1.83015225364,0.693942910593,0.011,324.312664363,105.784705691,725.346714758,77777.0,2.56810543877,1.87427558775,0.011,163.438518519,295200.0,244.8046243,231.783596111,0.441718633362,1.20378660475,0.367009722047,-0.397805980248,294926.829417,18.3060916205,252.950511785,252.032026095
298800.0,101325.0,-1.83015225364,0.693942910593,0.011,462.927709891,81.1202506775,955.479987697,77777.0,2.58745679012,3.43487904528,0.011,175.548148148,298800.0,249.714363429,236.115763226,0.528326470839,1.12291864054,0.447877686253,-0.397735097187,298525.750327,18.5678125347,256.307127273,255.314847378
302400.0,101325.0,-1.83015225364,0.693942910593,0.011,491.561962171,56.8826515152,965.323062339,77777.0,4.54071111111,6.17978269377,0.011,177.757777778,302400.0,250.273892303,236.894428094,0.529497931034,1.0917669982,0.479029328599,-0.397664000401,302124.671837,18.8295334925,256.9996,255.960092886
306000.0,101325.0,-1.83015225364,0.693942910593,0.011,470.675852492,32.9236682616,956.288502661,77777.0,3.12740740741,0.860817099542,0.011,182.613333333,306000.0,251.980778562,238.302004835,0.559003065134,1.11461684861,0.456179478184,-0.397592689946,305723.593948,19.091254494,258.062698413,257.014156162
309600.0,101325.0,-1.83015225364,0.693942910593,0.011,388.283145317,8.84908604845,910.128433081,77777.0,4.57534989107,0.785398163397,0.011,191.752,309600.0,251.419466667,241.269587173,0.388050617284,1.18828314437,0.382513182427,-0.397521165876,309322.516662,19.3529755393,261.430011601,259.60163083
313200.0,101325.0,-1.83015225364,0.693942910593,0.011,257.808414455,0.0001,799.822747706,77777.0,2.10705243282,0.785398163397,0.011,190.289777778,313200.0,253.077135309,240.782607199,0.503483654321,1.30394578283,0.266850543962,-0.397449428248,312921.439979,19.6146966286,260.451764867,259.063914298
316800.0,101325.0,-1.83015225364,0.693942910593,0.011,107.518430178,5.02132519705,444.811284722,77777.0,5.06134169041,6.10434570705,0.011,185.410666667,316800.0,253.279522783,239.370889845,0.588971061728,1.45120296565,0.119593361141,-0.397377477118,316520.363903,19.8764177619,258.870501961,257.838454117
320400.0,101325.0,-1.83015225364,0.693942910593,0.011,0.0001,6.52693236715,39.0635783476,77777.0,4.68638176638,0.458811785004,0.011,177.584,320400.0,250.550598578,236.609604049,0.561442304527,1.6208880474,-0.0500917206089,-0.39730531254,320119.288434,20.1381389394,256.615432099,255.672883174
324000.0,101325.0,-1.83015225364,0.693942910593,0.011,0.0001,0.0001,0.0001,77777.0,3.1889037037,6.27518746064,0.011,165.209511111,324000.0,247.143504527,232.658321993,0.549618106996,1.80586036742,-0.235064040622,-0.397232934572,323718.213575,20.3998601613,253.253644444,252.496342078
327600.0,101325.0,-1.83015225364,0.693942910593,0.011,0.0001,0.0001,0.0001,77777.0,2.13638518519,2.36627314865,0.011,165.878138562,327600.0,248.08660984,232.772620797,0.607658461538,2.00065253552,-0.429856208728,-0.397160343269,327317.139327,20.6615814275,253.119314074,252.466649402
331200.0,101325.0,-1.83015225364,0.693942910593,0.011,0.0001,0.0001,0.0001,77777.0,2.51896296296,3.10904481302,0.011,167.819231373,331200.0,248.73094993,233.498436164,0.611508649573,2.20068087753,-0.629884550733,-0.397087538688,330916.065692,20.9233027384,253.732565926,253.055904748
