time,InternalGains
1148400.0,57.6
1152000.0,576.0
1155600.0,576.0
1159200.0,576.0
1162800.0,576.0
1166400.0,576.0
1170000.0,576.0
1173600.0,576.0
1177200.0,576.0
1180800.0,576.0
1184400.0,576.0
1188000.0,57.6
1191600.0,57.6
1195200.0,57.6
1198800.0,57.6
1202400.0,57.6
1206000.0,57.6
1209600.0,57.6
1213200.0,57.6
1216800.0,57.6
1220400.0,57.6
1224000.0,57.6
1227600.0,57.6
1231200.0,57.6
1234800.0,57.6
1238400.0,576.0
1242000.0,576.0
1245600.0,576.0
1249200.0,576.0
1252800.0,576.0
1256400.0,576.0
1260000.0,576.0
1263600.0,576.0
1267200.0,576.0
1270800.0,576.0
1274400.0,57.6
1278000.0,57.6
1281600.0,57.6
1285200.0,57.6
1288800.0,57.6
1292400.0,57.6
1296000.0,57.6
1299600.0,57.6
1303200.0,57.6
1306800.0,57.6
1310400.0,57.6
1314000.0,57.6
1317600.0,57.6
1321200.0,57.6
1324800.0,576.0
1328400.0,576.0
1332000.0,576.0
1335600.0,576.0
1339200.0,576.0
1342800.0,576.0
1346400.0,576.0
1350000.0,576.0
1353600.0,576.0
1357200.0,576.0
1360800.0,57.6
1364400.0,57.6
1368000.0,57.6
1371600.0,57.6
1375200.0,57.6
1378800.0,57.6
1382400.0,57.6
1386000.0,57.6
1389600.0,57.6
1393200.0,57.6
1396800.0,57.6
1400400.0,57.6
1404000.0,57.6
1407600.0,57.6
1411200.0,576.0
1414800.0,576.0
1418400.0,576.0
1422000.0,576.0
1425600.0,576.0
1429200.0,576.0
1432800.0,576.0
1436400.0,576.0
1440000.0,576.0
1443600.0,576.0
1447200.0,57.6
1450800.0,57.6
1454400.0,57.6
1458000.0,57.6
1461600.0,57.6
1465200.0,57.6
1468800.0,57.6
1472400.0,57.6
1476000.0,57.6
1479600.0,57.6
1483200.0,57.6
1486800.0,57.6
1490400.0,57.6
1494000.0,57.6
1497600.0,576.0
1501200.0,576.0
1504800.0,576.0
1508400.0,576.0
1512000.0,576.0
1515600.0,576.0
1519200.0,576.0
1522800.0,576.0
1526400.0,576.0
1530000.0,576.0
1533600.0,57.6
1537200.0,57.6
1540800.0,57.6
1544400.0,57.6
1548000.0,57.6
1551600.0,57.6
1555200.0,57.6
1558800.0,57.6
1562400.0,57.6
1566000.0,57.6
1569600.0,57.6
1573200.0,57.6
1576800.0,57.6
1580400.0,57.6
1584000.0,576.0
1587600.0,576.0
1591200.0,576.0
1594800.0,576.0
1598400.0,576.0
1602000.0,576.0
1605600.0,576.0
1609200.0,576.0
1612800.0,576.0
1616400.0,576.0
1620000.0,57.6
1623600.0,57.6
1627200.0,57.6
1630800.0,57.6
1634400.0,57.6
1638000.0,57.6
1641600.0,57.6
1645200.0,57.6
1648800.0,57.6
1652400.0,57.6
1656000.0,57.6
1659600.0,57.6
1663200.0,57.6
1666800.0,57.6
1670400.0,576.0
1674000.0,576.0
1677600.0,576.0
1681200.0,576.0
1684800.0,576.0
1688400.0,576.0
1692000.0,576.0
1695600.0,576.0
1699200.0,576.0
1702800.0,576.0
1706400.0,57.6
1710000.0,57.6
1713600.0,57.6
1717200.0,57.6
1720800.0,57.6
1724400.0,57.6
1728000.0,57.6
1731600.0,57.6
1735200.0,57.6
1738800.0,57.6
1742400.0,57.6
1746000.0,57.6
1749600.0,57.6
1753200.0,57.6
1756800.0,576.0
1760400.0,576.0
1764000.0,576.0
1767600.0,576.0
1771200.0,576.0
1774800.0,576.0
1778400.0,576.0
1782000.0,576.0
1785600.0,576.0
1789200.0,576.0
1792800.0,57.6
1796400.0,57.6
1800000.0,57.6
1803600.0,57.6
1807200.0,57.6
1810800.0,57.6
1814400.0,57.6
1818000.0,57.6
1821600.0,57.6
1825200.0,57.6
1828800.0,57.6
1832400.0,57.6
1836000.0,57.6
1839600.0,57.6
1843200.0,576.0
1846800.0,576.0
1850400.0,576.0
1854000.0,576.0
1857600.0,576.0
1861200.0,576.0
1864800.0,576.0
1868400.0,576.0
1872000.0,576.0
1875600.0,576.0
1879200.0,57.6
1882800.0,57.6
1886400.0,57.6
1890000.0,57.6
1893600.0,57.6
1897200.0,57.6
1900800.0,57.6
1904400.0,57.6
1908000.0,57.6
1911600.0,57.6
1915200.0,57.6
1918800.0,57.6
1922400.0,57.6
1926000.0,57.6
1929600.0,576.0
1933200.0,576.0
1936800.0,576.0
1940400.0,576.0
1944000.0,576.0
1947600.0,576.0
1951200.0,576.0
1954800.0,576.0
1958400.0,576.0
1962000.0,576.0
1965600.0,57.6
1969200.0,57.6
1972800.0,57.6
1976400.0,57.6
1980000.0,57.6
1983600.0,57.6
1987200.0,57.6
1990800.0,57.6
1994400.0,57.6
1998000.0,57.6
2001600.0,57.6
2005200.0,57.6
2008800.0,57.6
2012400.0,57.6
2016000.0,576.0
2019600.0,576.0
2023200.0,576.0
2026800.0,576.0
2030400.0,576.0
2034000.0,576.0
2037600.0,576.0
2041200.0,576.0
2044800.0,576.0
2048400.0,576.0
2052000.0,57.6
2055600.0,57.6
2059200.0,57.6
2062800.0,57.6
2066400.0,57.6
2070000.0,57.6
2073600.0,57.6
2077200.0,57.6
2080800.0,57.6
2084400.0,57.6
2088000.0,57.6
2091600.0,57.6
2095200.0,57.6
2098800.0,57.6
2102400.0,576.0
2106000.0,576.0
2109600.0,576.0
2113200.0,576.0
2116800.0,576.0
2120400.0,576.0
2124000.0,576.0
2127600.0,576.0
2131200.0,576.0
2134800.0,576.0
2138400.0,57.6
2142000.0,57.6
2145600.0,57.6
2149200.0,57.6
2152800.0,57.6
2156400.0,57.6
2160000.0,57.6
2163600.0,57.6
2167200.0,57.6
2170800.0,57.6
2174400.0,57.6
2178000.0,57.6
2181600.0,57.6
2185200.0,57.6
2188800.0,576.0
2192400.0,576.0
2196000.0,576.0
2199600.0,576.0
2203200.0,576.0
2206800.0,576.0
2210400.0,576.0
2214000.0,576.0
2217600.0,576.0
2221200.0,576.0
2224800.0,57.6
2228400.0,57.6
2232000.0,57.6
2235600.0,57.6
2239200.0,57.6
2242800.0,57.6
2246400.0,57.6
2250000.0,57.6
2253600.0,57.6
2257200.0,57.6
2260800.0,57.6
2264400.0,57.6
2268000.0,57.6
2271600.0,57.6
2275200.0,576.0
2278800.0,576.0
2282400.0,576.0
2286000.0,576.0
2289600.0,576.0
2293200.0,576.0
2296800.0,576.0
2300400.0,576.0
2304000.0,576.0
2307600.0,576.0
2311200.0,57.6
2314800.0,57.6
2318400.0,57.6
2322000.0,57.6
2325600.0,57.6
2329200.0,57.6
2332800.0,57.6
2336400.0,57.6
2340000.0,57.6
2343600.0,57.6
2347200.0,57.6
2350800.0,57.6
2354400.0,57.6
2358000.0,57.6
2361600.0,576.0
2365200.0,576.0
2368800.0,576.0
2372400.0,576.0
2376000.0,576.0
2379600.0,576.0
2383200.0,576.0
2386800.0,576.0
2390400.0,576.0
2394000.0,576.0
2397600.0,57.6
2401200.0,57.6
2404800.0,57.6
2408400.0,57.6
2412000.0,57.6
2415600.0,57.6
2419200.0,57.6
2422800.0,57.6
2426400.0,57.6
2430000.0,57.6
2433600.0,57.6
2437200.0,57.6
2440800.0,57.6
2444400.0,57.6
2448000.0,576.0
2451600.0,576.0
2455200.0,576.0
2458800.0,576.0
2462400.0,576.0
2466000.0,576.0
2469600.0,576.0
2473200.0,576.0
2476800.0,576.0
2480400.0,576.0
2484000.0,57.6
2487600.0,57.6
2491200.0,57.6
2494800.0,57.6
2498400.0,57.6
2502000.0,57.6
2505600.0,57.6
2509200.0,57.6
2512800.0,57.6
2516400.0,57.6
2520000.0,57.6
2523600.0,57.6
2527200.0,57.6
2530800.0,57.6
2534400.0,576.0
2538000.0,576.0
2541600.0,576.0
2545200.0,576.0
2548800.0,576.0
2552400.0,576.0
2556000.0,576.0
2559600.0,576.0
2563200.0,576.0
2566800.0,576.0
2570400.0,57.6
2574000.0,57.6
2577600.0,57.6
2581200.0,57.6
2584800.0,57.6
2588400.0,57.6
2592000.0,57.6
2595600.0,57.6
2599200.0,57.6
2602800.0,57.6
2606400.0,57.6
2610000.0,57.6
2613600.0,57.6
2617200.0,57.6
2620800.0,576.0
2624400.0,576.0
2628000.0,576.0
2631600.0,576.0
2635200.0,576.0
2638800.0,576.0
2642400.0,576.0
2646000.0,576.0
2649600.0,576.0
2653200.0,576.0
2656800.0,57.6
2660400.0,57.6
2664000.0,57.6
2667600.0,57.6
2671200.0,57.6
2674800.0,57.6
2678400.0,57.6
2682000.0,57.6
2685600.0,57.6
2689200.0,57.6
2692800.0,57.6
2696400.0,57.6
2700000.0,57.6
2703600.0,57.6
2707200.0,576.0
2710800.0,576.0
2714400.0,576.0
2718000.0,576.0
2721600.0,576.0
2725200.0,576.0
2728800.0,576.0
2732400.0,576.0
2736000.0,576.0
2739600.0,576.0
2743200.0,57.6
2746800.0,57.6
2750400.0,57.6
2754000.0,57.6
2757600.0,57.6
2761200.0,57.6
2764800.0,57.6
2768400.0,57.6
2772000.0,57.6
2775600.0,57.6
2779200.0,57.6
2782800.0,57.6
2786400.0,57.6
2790000.0,57.6
2793600.0,576.0
2797200.0,576.0
2800800.0,576.0
2804400.0,576.0
2808000.0,576.0
2811600.0,576.0
2815200.0,576.0
2818800.0,576.0
2822400.0,576.0
2826000.0,576.0
2829600.0,57.6
2833200.0,57.6
2836800.0,57.6
2840400.0,57.6
2844000.0,57.6
2847600.0,57.6
2851200.0,57.6
2854800.0,57.6
2858400.0,57.6
2862000.0,57.6
2865600.0,57.6
2869200.0,57.6
2872800.0,57.6
2876400.0,57.6
2880000.0,576.0
2883600.0,576.0
2887200.0,576.0
2890800.0,576.0
2894400.0,576.0
2898000.0,576.0
2901600.0,576.0
2905200.0,576.0
2908800.0,576.0
2912400.0,576.0
2916000.0,57.6
2919600.0,57.6
2923200.0,57.6
2926800.0,57.6
2930400.0,57.6
2934000.0,57.6
2937600.0,57.6
2941200.0,57.6
2944800.0,57.6
2948400.0,57.6
2952000.0,57.6
2955600.0,57.6
2959200.0,57.6
2962800.0,57.6
2966400.0,576.0
2970000.0,576.0
2973600.0,576.0
2977200.0,576.0
2980800.0,576.0
2984400.0,576.0
2988000.0,576.0
2991600.0,576.0
2995200.0,576.0
2998800.0,576.0
3002400.0,57.6
3006000.0,57.6
3009600.0,57.6
3013200.0,57.6
3016800.0,57.6
3020400.0,57.6
3024000.0,57.6
3027600.0,57.6
3031200.0,57.6
3034800.0,57.6
3038400.0,57.6
3042000.0,57.6
3045600.0,57.6
3049200.0,57.6
3052800.0,576.0
3056400.0,576.0
3060000.0,576.0
3063600.0,576.0
3067200.0,576.0
3070800.0,576.0
3074400.0,576.0
3078000.0,576.0
3081600.0,576.0
3085200.0,576.0
3088800.0,57.6
3092400.0,57.6
3096000.0,57.6
3099600.0,57.6
3103200.0,57.6
3106800.0,57.6
3110400.0,57.6
3114000.0,57.6
3117600.0,57.6
3121200.0,57.6
3124800.0,57.6
3128400.0,57.6
3132000.0,57.6
3135600.0,57.6
3139200.0,576.0
3142800.0,576.0
3146400.0,576.0
3150000.0,576.0
3153600.0,576.0
3157200.0,576.0
3160800.0,576.0
3164400.0,576.0
3168000.0,576.0
3171600.0,576.0
3175200.0,57.6
3178800.0,57.6
3182400.0,57.6
3186000.0,57.6
3189600.0,57.6
3193200.0,57.6
3196800.0,57.6
3200400.0,57.6
3204000.0,57.6
3207600.0,57.6
3211200.0,57.6
3214800.0,57.6
3218400.0,57.6
3222000.0,57.6
3225600.0,576.0
3229200.0,576.0
3232800.0,576.0
3236400.0,576.0
3240000.0,576.0
3243600.0,576.0
3247200.0,576.0
3250800.0,576.0
3254400.0,576.0
3258000.0,576.0
3261600.0,57.6
3265200.0,57.6
3268800.0,57.6
3272400.0,57.6
3276000.0,57.6
3279600.0,57.6
3283200.0,57.6
3286800.0,57.6
3290400.0,57.6
3294000.0,57.6
3297600.0,57.6
3301200.0,57.6
3304800.0,57.6
3308400.0,57.6
3312000.0,576.0
3315600.0,576.0
3319200.0,576.0
3322800.0,576.0
3326400.0,576.0
3330000.0,576.0
3333600.0,576.0
3337200.0,576.0
3340800.0,576.0
3344400.0,576.0
3348000.0,57.6
3351600.0,57.6
3355200.0,57.6
3358800.0,57.6
3362400.0,57.6
3366000.0,57.6
3369600.0,57.6
3373200.0,57.6
3376800.0,57.6
3380400.0,57.6
3384000.0,57.6
3387600.0,57.6
3391200.0,57.6
3394800.0,57.6
3398400.0,576.0
3402000.0,576.0
3405600.0,576.0
3409200.0,576.0
3412800.0,576.0
3416400.0,576.0
3420000.0,576.0
3423600.0,576.0
3427200.0,576.0
3430800.0,576.0
3434400.0,57.6
3438000.0,57.6
3441600.0,57.6
3445200.0,57.6
3448800.0,57.6
3452400.0,57.6
3456000.0,57.6
3459600.0,57.6
3463200.0,57.6
3466800.0,57.6
3470400.0,57.6
3474000.0,57.6
3477600.0,57.6
3481200.0,57.6
3484800.0,576.0
3488400.0,576.0
3492000.0,576.0
3495600.0,576.0
3499200.0,576.0
3502800.0,576.0
3506400.0,576.0
3510000.0,576.0
3513600.0,576.0
3517200.0,576.0
3520800.0,57.6
3524400.0,57.6
3528000.0,57.6
3531600.0,57.6
3535200.0,57.6
3538800.0,57.6
3542400.0,57.6
3546000.0,57.6
3549600.0,57.6
3553200.0,57.6
3556800.0,57.6
3560400.0,57.6
3564000.0,57.6
3567600.0,57.6
3571200.0,576.0
3574800.0,576.0
3578400.0,576.0
3582000.0,576.0
3585600.0,576.0
3589200.0,576.0
3592800.0,576.0
3596400.0,576.0
3600000.0,576.0
3603600.0,576.0
3607200.0,57.6
3610800.0,57.6
3614400.0,57.6
3618000.0,57.6
3621600.0,57.6
3625200.0,57.6
3628800.0,57.6
3632400.0,57.6
3636000.0,57.6
3639600.0,57.6
3643200.0,57.6
3646800.0,57.6
3650400.0,57.6
3654000.0,57.6
3657600.0,576.0
3661200.0,576.0
3664800.0,576.0
3668400.0,576.0
3672000.0,576.0
3675600.0,576.0
3679200.0,576.0
3682800.0,576.0
3686400.0,576.0
3690000.0,576.0
3693600.0,57.6
3697200.0,57.6
3700800.0,57.6
3704400.0,57.6
3708000.0,57.6
3711600.0,57.6
3715200.0,57.6
3718800.0,57.6
3722400.0,57.6
3726000.0,57.6
3729600.0,57.6
3733200.0,57.6
3736800.0,57.6
3740400.0,57.6
3744000.0,576.0
3747600.0,576.0
3751200.0,576.0
3754800.0,576.0
3758400.0,576.0
3762000.0,576.0
3765600.0,576.0
3769200.0,576.0
3772800.0,576.0
3776400.0,576.0
3780000.0,57.6
3783600.0,57.6
3787200.0,57.6
3790800.0,57.6
3794400.0,57.6
3798000.0,57.6
3801600.0,57.6
3805200.0,57.6
3808800.0,57.6
3812400.0,57.6
3816000.0,57.6
3819600.0,57.6
3823200.0,57.6
3826800.0,57.6
3830400.0,576.0
3834000.0,576.0
3837600.0,576.0
3841200.0,576.0
3844800.0,576.0
3848400.0,576.0
3852000.0,576.0
3855600.0,576.0
3859200.0,576.0
3862800.0,576.0
3866400.0,57.6
3870000.0,57.6
3873600.0,57.6
3877200.0,57.6
3880800.0,57.6
3884400.0,57.6
3888000.0,57.6
3891600.0,57.6
3895200.0,57.6
3898800.0,57.6
3902400.0,57.6
3906000.0,57.6
3909600.0,57.6
3913200.0,57.6
3916800.0,576.0
3920400.0,576.0
3924000.0,576.0
3927600.0,576.0
3931200.0,576.0
3934800.0,576.0
3938400.0,576.0
3942000.0,576.0
3945600.0,576.0
3949200.0,576.0
3952800.0,57.6
3956400.0,57.6
3960000.0,57.6
3963600.0,57.6
3967200.0,57.6
3970800.0,57.6
3974400.0,57.6
3978000.0,57.6
3981600.0,57.6
3985200.0,57.6
3988800.0,57.6
3992400.0,57.6
3996000.0,57.6
3999600.0,57.6
4003200.0,576.0
4006800.0,576.0
4010400.0,576.0
4014000.0,576.0
4017600.0,576.0
4021200.0,576.0
4024800.0,576.0
4028400.0,576.0
4032000.0,576.0
4035600.0,576.0
4039200.0,57.6
4042800.0,57.6
4046400.0,57.6
4050000.0,57.6
4053600.0,57.6
4057200.0,57.6
4060800.0,57.6
4064400.0,57.6
4068000.0,57.6
4071600.0,57.6
4075200.0,57.6
4078800.0,57.6
4082400.0,57.6
4086000.0,57.6
4089600.0,576.0
4093200.0,576.0
4096800.0,576.0
4100400.0,576.0
4104000.0,576.0
4107600.0,576.0
4111200.0,576.0
4114800.0,576.0
4118400.0,576.0
4122000.0,576.0
4125600.0,57.6
4129200.0,57.6
4132800.0,57.6
4136400.0,57.6
4140000.0,57.6
4143600.0,57.6
4147200.0,57.6
4150800.0,57.6
4154400.0,57.6
4158000.0,57.6
4161600.0,57.6
4165200.0,57.6
4168800.0,57.6
4172400.0,57.6
4176000.0,576.0
4179600.0,576.0
4183200.0,576.0
4186800.0,576.0
4190400.0,576.0
4194000.0,576.0
4197600.0,576.0
4201200.0,576.0
4204800.0,576.0
4208400.0,576.0
4212000.0,57.6
4215600.0,57.6
4219200.0,57.6
4222800.0,57.6
4226400.0,57.6
4230000.0,57.6
4233600.0,57.6
4237200.0,57.6
4240800.0,57.6
4244400.0,57.6
4248000.0,57.6
4251600.0,57.6
4255200.0,57.6
4258800.0,57.6
4262400.0,576.0
4266000.0,576.0
4269600.0,576.0
4273200.0,576.0
4276800.0,576.0
4280400.0,576.0
4284000.0,576.0
4287600.0,576.0
4291200.0,576.0
4294800.0,576.0
4298400.0,57.6
4302000.0,57.6
4305600.0,57.6
4309200.0,57.6
4312800.0,57.6
4316400.0,57.6
4320000.0,57.6
4323600.0,57.6
4327200.0,57.6
4330800.0,57.6
4334400.0,57.6
4338000.0,57.6
4341600.0,57.6
4345200.0,57.6
4348800.0,576.0
4352400.0,576.0
4356000.0,576.0
4359600.0,576.0
4363200.0,576.0
4366800.0,576.0
4370400.0,576.0
4374000.0,576.0
4377600.0,576.0
4381200.0,576.0
4384800.0,57.6
4388400.0,57.6
4392000.0,57.6
4395600.0,57.6
4399200.0,57.6
4402800.0,57.6
4406400.0,57.6
4410000.0,57.6
4413600.0,57.6
4417200.0,57.6
4420800.0,57.6
4424400.0,57.6
4428000.0,57.6
4431600.0,57.6
4435200.0,576.0
4438800.0,576.0
4442400.0,576.0
4446000.0,576.0
4449600.0,576.0
4453200.0,576.0
4456800.0,576.0
4460400.0,576.0
4464000.0,576.0
4467600.0,576.0
4471200.0,57.6
4474800.0,57.6
4478400.0,57.6
4482000.0,57.6
4485600.0,57.6
4489200.0,57.6
4492800.0,57.6
4496400.0,57.6
4500000.0,57.6
4503600.0,57.6
4507200.0,57.6
4510800.0,57.6
4514400.0,57.6
4518000.0,57.6
4521600.0,576.0
4525200.0,576.0
4528800.0,576.0
4532400.0,576.0
4536000.0,576.0
4539600.0,576.0
4543200.0,576.0
4546800.0,576.0
4550400.0,576.0
4554000.0,576.0
4557600.0,57.6
4561200.0,57.6
4564800.0,57.6
4568400.0,57.6
4572000.0,57.6
4575600.0,57.6
4579200.0,57.6
4582800.0,57.6
4586400.0,57.6
4590000.0,57.6
4593600.0,57.6
4597200.0,57.6
4600800.0,57.6
4604400.0,57.6
4608000.0,576.0
4611600.0,576.0
4615200.0,576.0
4618800.0,576.0
4622400.0,576.0
4626000.0,576.0
4629600.0,576.0
4633200.0,576.0
4636800.0,576.0
4640400.0,576.0
4644000.0,57.6
4647600.0,57.6
4651200.0,57.6
4654800.0,57.6
4658400.0,57.6
4662000.0,57.6
4665600.0,57.6
4669200.0,57.6
4672800.0,57.6
4676400.0,57.6
4680000.0,57.6
4683600.0,57.6
4687200.0,57.6
4690800.0,57.6
4694400.0,576.0
4698000.0,576.0
4701600.0,576.0
4705200.0,576.0
4708800.0,576.0
4712400.0,576.0
4716000.0,576.0
4719600.0,576.0
4723200.0,576.0
4726800.0,576.0
4730400.0,57.6
4734000.0,57.6
4737600.0,57.6
4741200.0,57.6
4744800.0,57.6
4748400.0,57.6
4752000.0,57.6
4755600.0,57.6
4759200.0,57.6
4762800.0,57.6
4766400.0,57.6
4770000.0,57.6
4773600.0,57.6
4777200.0,57.6
4780800.0,576.0
4784400.0,576.0
4788000.0,576.0
4791600.0,576.0
4795200.0,576.0
4798800.0,576.0
4802400.0,576.0
4806000.0,576.0
4809600.0,576.0
4813200.0,576.0
4816800.0,57.6
4820400.0,57.6
4824000.0,57.6
4827600.0,57.6
4831200.0,57.6
4834800.0,57.6
4838400.0,57.6
4842000.0,57.6
4845600.0,57.6
4849200.0,57.6
4852800.0,57.6
4856400.0,57.6
4860000.0,57.6
4863600.0,57.6
4867200.0,576.0
4870800.0,576.0
4874400.0,576.0
4878000.0,576.0
4881600.0,576.0
4885200.0,576.0
4888800.0,576.0
4892400.0,576.0
4896000.0,576.0
4899600.0,576.0
4903200.0,57.6
4906800.0,57.6
4910400.0,57.6
4914000.0,57.6
4917600.0,57.6
4921200.0,57.6
4924800.0,57.6
4928400.0,57.6
4932000.0,57.6
4935600.0,57.6
4939200.0,57.6
4942800.0,57.6
4946400.0,57.6
4950000.0,57.6
4953600.0,576.0
4957200.0,576.0
4960800.0,576.0
4964400.0,576.0
4968000.0,576.0
4971600.0,576.0
4975200.0,576.0
4978800.0,576.0
4982400.0,576.0
4986000.0,576.0
4989600.0,57.6
4993200.0,57.6
4996800.0,57.6
5000400.0,57.6
5004000.0,57.6
5007600.0,57.6
5011200.0,57.6
5014800.0,57.6
5018400.0,57.6
5022000.0,57.6
5025600.0,57.6
5029200.0,57.6
5032800.0,57.6
5036400.0,57.6
5040000.0,576.0
5043600.0,576.0
5047200.0,576.0
5050800.0,576.0
5054400.0,576.0
5058000.0,576.0
5061600.0,576.0
5065200.0,576.0
5068800.0,576.0
5072400.0,576.0
5076000.0,57.6
5079600.0,57.6
5083200.0,57.6
5086800.0,57.6
5090400.0,57.6
5094000.0,57.6
5097600.0,57.6
5101200.0,57.6
5104800.0,57.6
5108400.0,57.6
5112000.0,57.6
5115600.0,57.6
5119200.0,57.6
5122800.0,57.6
5126400.0,576.0
5130000.0,576.0
