time,PriceElectricPowerConstant,PriceElectricPowerDynamic,PriceElectricPowerHighlyDynamic
64800.0,0.2535,0.2666,0.25694
65700.0,0.2535,0.2666,0.25694
66600.0,0.2535,0.2666,0.25694
67500.0,0.2535,0.2666,0.25694
68400.0,0.2535,0.2666,0.25789
69300.0,0.2535,0.2666,0.25789
70200.0,0.2535,0.2666,0.25789
71100.0,0.2535,0.2666,0.25789
72000.0,0.2535,0.2666,0.2513
72900.0,0.2535,0.2666,0.2513
73800.0,0.2535,0.2666,0.2513
74700.0,0.2535,0.2666,0.2513
75600.0,0.2535,0.2666,0.25189
76500.0,0.2535,0.2666,0.25189
77400.0,0.2535,0.2666,0.25189
78300.0,0.2535,0.2666,0.25189
79200.0,0.2535,0.2666,0.26088
80100.0,0.2535,0.2383,0.26088
81000.0,0.2535,0.2383,0.26088
81900.0,0.2535,0.2383,0.26088
82800.0,0.2535,0.2383,0.26074
83700.0,0.2535,0.2383,0.26074
84600.0,0.2535,0.2383,0.26074
85500.0,0.2535,0.2383,0.26074
86400.0,0.2535,0.2383,0.26596
87300.0,0.2535,0.2383,0.26596
88200.0,0.2535,0.2383,0.26596
89100.0,0.2535,0.2383,0.26596
90000.0,0.2535,0.2383,0.2579
90900.0,0.2535,0.2383,0.2579
91800.0,0.2535,0.2383,0.2579
92700.0,0.2535,0.2383,0.2579
93600.0,0.2535,0.2383,0.25648
94500.0,0.2535,0.2383,0.25648
95400.0,0.2535,0.2383,0.25648
96300.0,0.2535,0.2383,0.25648
97200.0,0.2535,0.2383,0.24668
98100.0,0.2535,0.2383,0.24668
99000.0,0.2535,0.2383,0.24668
99900.0,0.2535,0.2383,0.24668
100800.0,0.2535,0.2383,0.2508
101700.0,0.2535,0.2383,0.2508
102600.0,0.2535,0.2383,0.2508
103500.0,0.2535,0.2383,0.2508
104400.0,0.2535,0.2383,0.24528
105300.0,0.2535,0.2383,0.24528
106200.0,0.2535,0.2383,0.24528
107100.0,0.2535,0.2383,0.24528
108000.0,0.2535,0.2383,0.2553
108900.0,0.2535,0.2383,0.2553
109800.0,0.2535,0.2383,0.2553
110700.0,0.2535,0.2383,0.2553
111600.0,0.2535,0.2666,0.25686000000000003
112500.0,0.2535,0.2666,0.25686000000000003
113400.0,0.2535,0.2666,0.25686000000000003
114300.0,0.2535,0.2666,0.25686000000000003
115200.0,0.2535,0.2666,0.25599
116100.0,0.2535,0.2666,0.25599
117000.0,0.2535,0.2666,0.25599
117900.0,0.2535,0.2666,0.25599
118800.0,0.2535,0.2666,0.25533
119700.0,0.2535,0.2666,0.25533
120600.0,0.2535,0.2666,0.25533
121500.0,0.2535,0.2666,0.25533
122400.0,0.2535,0.2666,0.25347000000000003
123300.0,0.2535,0.2666,0.25347000000000003
124200.0,0.2535,0.2666,0.25347000000000003
125100.0,0.2535,0.2666,0.25347000000000003
126000.0,0.2535,0.2666,0.25322
126900.0,0.2535,0.2666,0.25322
127800.0,0.2535,0.2666,0.25322
128700.0,0.2535,0.2666,0.25322
129600.0,0.2535,0.2666,0.25732
130500.0,0.2535,0.2666,0.25732
131400.0,0.2535,0.2666,0.25732
132300.0,0.2535,0.2666,0.25732
133200.0,0.2535,0.2666,0.25191
134100.0,0.2535,0.2666,0.25191
135000.0,0.2535,0.2666,0.25191
135900.0,0.2535,0.2666,0.25191
136800.0,0.2535,0.2666,0.25459000000000004
137700.0,0.2535,0.2666,0.25459000000000004
138600.0,0.2535,0.2666,0.25459000000000004
139500.0,0.2535,0.2666,0.25459000000000004
140400.0,0.2535,0.2666,0.25889
141300.0,0.2535,0.2666,0.25889
142200.0,0.2535,0.2666,0.25889
143100.0,0.2535,0.2666,0.25889
144000.0,0.2535,0.2666,0.26657
144900.0,0.2535,0.2666,0.26657
145800.0,0.2535,0.2666,0.26657
146700.0,0.2535,0.2666,0.26657
147600.0,0.2535,0.2666,0.27433
148500.0,0.2535,0.2666,0.27433
149400.0,0.2535,0.2666,0.27433
150300.0,0.2535,0.2666,0.27433
151200.0,0.2535,0.2666,0.27445
152100.0,0.2535,0.2666,0.27445
153000.0,0.2535,0.2666,0.27445
153900.0,0.2535,0.2666,0.27445
154800.0,0.2535,0.2666,0.27433
155700.0,0.2535,0.2666,0.27433
156600.0,0.2535,0.2666,0.27433
157500.0,0.2535,0.2666,0.27433
158400.0,0.2535,0.2666,0.26729
159300.0,0.2535,0.2666,0.26729
160200.0,0.2535,0.2666,0.26729
161100.0,0.2535,0.2666,0.26729
162000.0,0.2535,0.2666,0.25564000000000003
162900.0,0.2535,0.2666,0.25564000000000003
163800.0,0.2535,0.2666,0.25564000000000003
164700.0,0.2535,0.2666,0.25564000000000003
165600.0,0.2535,0.2666,0.25677
166500.0,0.2535,0.2383,0.25677
167400.0,0.2535,0.2383,0.25677
168300.0,0.2535,0.2383,0.25677
169200.0,0.2535,0.2383,0.25728
170100.0,0.2535,0.2383,0.25728
171000.0,0.2535,0.2383,0.25728
171900.0,0.2535,0.2383,0.25728
172800.0,0.2535,0.2383,0.25012
173700.0,0.2535,0.2383,0.25012
174600.0,0.2535,0.2383,0.25012
175500.0,0.2535,0.2383,0.25012
176400.0,0.2535,0.2383,0.24645
177300.0,0.2535,0.2383,0.24645
178200.0,0.2535,0.2383,0.24645
179100.0,0.2535,0.2383,0.24645
180000.0,0.2535,0.2383,0.24612
180900.0,0.2535,0.2383,0.24612
181800.0,0.2535,0.2383,0.24612
182700.0,0.2535,0.2383,0.24612
183600.0,0.2535,0.2383,0.244
184500.0,0.2535,0.2383,0.244
185400.0,0.2535,0.2383,0.244
186300.0,0.2535,0.2383,0.244
187200.0,0.2535,0.2383,0.24388
188100.0,0.2535,0.2383,0.24388
189000.0,0.2535,0.2383,0.24388
189900.0,0.2535,0.2383,0.24388
190800.0,0.2535,0.2383,0.24592000000000003
191700.0,0.2535,0.2383,0.24592000000000003
192600.0,0.2535,0.2383,0.24592000000000003
193500.0,0.2535,0.2383,0.24592000000000003
194400.0,0.2535,0.2383,0.25296
195300.0,0.2535,0.2383,0.25296
196200.0,0.2535,0.2383,0.25296
197100.0,0.2535,0.2383,0.25296
198000.0,0.2535,0.2666,0.26022
198900.0,0.2535,0.2666,0.26022
199800.0,0.2535,0.2666,0.26022
200700.0,0.2535,0.2666,0.26022
201600.0,0.2535,0.2666,0.26565
202500.0,0.2535,0.2666,0.26565
203400.0,0.2535,0.2666,0.26565
204300.0,0.2535,0.2666,0.26565
205200.0,0.2535,0.2666,0.27558
206100.0,0.2535,0.2666,0.27558
207000.0,0.2535,0.2666,0.27558
207900.0,0.2535,0.2666,0.27558
208800.0,0.2535,0.2666,0.27703
209700.0,0.2535,0.2666,0.27703
210600.0,0.2535,0.2666,0.27703
211500.0,0.2535,0.2666,0.27703
212400.0,0.2535,0.2666,0.27159
213300.0,0.2535,0.2666,0.27159
214200.0,0.2535,0.2666,0.27159
215100.0,0.2535,0.2666,0.27159
216000.0,0.2535,0.2666,0.26983
216900.0,0.2535,0.2666,0.26983
217800.0,0.2535,0.2666,0.26983
218700.0,0.2535,0.2666,0.26983
219600.0,0.2535,0.2666,0.26815
220500.0,0.2535,0.2666,0.26815
221400.0,0.2535,0.2666,0.26815
222300.0,0.2535,0.2666,0.26815
223200.0,0.2535,0.2666,0.26825
224100.0,0.2535,0.2666,0.26825
225000.0,0.2535,0.2666,0.26825
225900.0,0.2535,0.2666,0.26825
226800.0,0.2535,0.2666,0.26819000000000004
227700.0,0.2535,0.2666,0.26819000000000004
228600.0,0.2535,0.2666,0.26819000000000004
229500.0,0.2535,0.2666,0.26819000000000004
230400.0,0.2535,0.2666,0.26940000000000003
231300.0,0.2535,0.2666,0.26940000000000003
232200.0,0.2535,0.2666,0.26940000000000003
233100.0,0.2535,0.2666,0.26940000000000003
234000.0,0.2535,0.2666,0.27232
234900.0,0.2535,0.2666,0.27232
235800.0,0.2535,0.2666,0.27232
236700.0,0.2535,0.2666,0.27232
237600.0,0.2535,0.2666,0.27792
238500.0,0.2535,0.2666,0.27792
239400.0,0.2535,0.2666,0.27792
240300.0,0.2535,0.2666,0.27792
241200.0,0.2535,0.2666,0.27134
242100.0,0.2535,0.2666,0.27134
243000.0,0.2535,0.2666,0.27134
243900.0,0.2535,0.2666,0.27134
244800.0,0.2535,0.2666,0.26838
245700.0,0.2535,0.2666,0.26838
246600.0,0.2535,0.2666,0.26838
247500.0,0.2535,0.2666,0.26838
248400.0,0.2535,0.2666,0.26172
249300.0,0.2535,0.2666,0.26172
250200.0,0.2535,0.2666,0.26172
251100.0,0.2535,0.2666,0.26172
252000.0,0.2535,0.2666,0.2566
252900.0,0.2535,0.2383,0.2566
253800.0,0.2535,0.2383,0.2566
254700.0,0.2535,0.2383,0.2566
255600.0,0.2535,0.2383,0.25606
256500.0,0.2535,0.2383,0.25606
257400.0,0.2535,0.2383,0.25606
258300.0,0.2535,0.2383,0.25606
259200.0,0.2535,0.2383,0.25344
260100.0,0.2535,0.2383,0.25344
261000.0,0.2535,0.2383,0.25344
261900.0,0.2535,0.2383,0.25344
262800.0,0.2535,0.2383,0.25127
263700.0,0.2535,0.2383,0.25127
264600.0,0.2535,0.2383,0.25127
265500.0,0.2535,0.2383,0.25127
266400.0,0.2535,0.2383,0.25
267300.0,0.2535,0.2383,0.25
268200.0,0.2535,0.2383,0.25
269100.0,0.2535,0.2383,0.25
270000.0,0.2535,0.2383,0.24787
270900.0,0.2535,0.2383,0.24787
271800.0,0.2535,0.2383,0.24787
272700.0,0.2535,0.2383,0.24787
273600.0,0.2535,0.2383,0.247
274500.0,0.2535,0.2383,0.247
275400.0,0.2535,0.2383,0.247
276300.0,0.2535,0.2383,0.247
277200.0,0.2535,0.2383,0.24751
278100.0,0.2535,0.2383,0.24751
279000.0,0.2535,0.2383,0.24751
279900.0,0.2535,0.2383,0.24751
280800.0,0.2535,0.2383,0.25954
281700.0,0.2535,0.2383,0.25954
282600.0,0.2535,0.2383,0.25954
283500.0,0.2535,0.2383,0.25954
284400.0,0.2535,0.2666,0.2684
285300.0,0.2535,0.2666,0.2684
286200.0,0.2535,0.2666,0.2684
287100.0,0.2535,0.2666,0.2684
288000.0,0.2535,0.2666,0.27419
288900.0,0.2535,0.2666,0.27419
289800.0,0.2535,0.2666,0.27419
290700.0,0.2535,0.2666,0.27419
291600.0,0.2535,0.2666,0.28191
292500.0,0.2535,0.2666,0.28191
293400.0,0.2535,0.2666,0.28191
294300.0,0.2535,0.2666,0.28191
295200.0,0.2535,0.2666,0.28356000000000003
296100.0,0.2535,0.2666,0.28356000000000003
297000.0,0.2535,0.2666,0.28356000000000003
297900.0,0.2535,0.2666,0.28356000000000003
298800.0,0.2535,0.2666,0.28233
299700.0,0.2535,0.2666,0.28233
300600.0,0.2535,0.2666,0.28233
301500.0,0.2535,0.2666,0.28233
302400.0,0.2535,0.2666,0.27938
303300.0,0.2535,0.2666,0.27938
304200.0,0.2535,0.2666,0.27938
305100.0,0.2535,0.2666,0.27938
306000.0,0.2535,0.2666,0.27845000000000003
306900.0,0.2535,0.2666,0.27845000000000003
307800.0,0.2535,0.2666,0.27845000000000003
308700.0,0.2535,0.2666,0.27845000000000003
309600.0,0.2535,0.2666,0.28062000000000004
310500.0,0.2535,0.2666,0.28062000000000004
311400.0,0.2535,0.2666,0.28062000000000004
312300.0,0.2535,0.2666,0.28062000000000004
313200.0,0.2535,0.2666,0.28039000000000003
314100.0,0.2535,0.2666,0.28039000000000003
315000.0,0.2535,0.2666,0.28039000000000003
315900.0,0.2535,0.2666,0.28039000000000003
316800.0,0.2535,0.2666,0.27973000000000003
317700.0,0.2535,0.2666,0.27973000000000003
318600.0,0.2535,0.2666,0.27973000000000003
319500.0,0.2535,0.2666,0.27973000000000003
320400.0,0.2535,0.2666,0.28694000000000003
321300.0,0.2535,0.2666,0.28694000000000003
322200.0,0.2535,0.2666,0.28694000000000003
323100.0,0.2535,0.2666,0.28694000000000003
324000.0,0.2535,0.2666,0.2857
324900.0,0.2535,0.2666,0.2857
325800.0,0.2535,0.2666,0.2857
326700.0,0.2535,0.2666,0.2857
327600.0,0.2535,0.2666,0.2796
328500.0,0.2535,0.2666,0.2796
329400.0,0.2535,0.2666,0.2796
330300.0,0.2535,0.2666,0.2796
331200.0,0.2535,0.2666,0.2604
332100.0,0.2535,0.2666,0.2604
333000.0,0.2535,0.2666,0.2604
333900.0,0.2535,0.2666,0.2604
334800.0,0.2535,0.2666,0.26030000000000003
335700.0,0.2535,0.2666,0.26030000000000003
336600.0,0.2535,0.2666,0.26030000000000003
337500.0,0.2535,0.2666,0.26030000000000003
338400.0,0.2535,0.2666,0.26030000000000003
339300.0,0.2535,0.2383,0.26030000000000003
340200.0,0.2535,0.2383,0.26030000000000003
341100.0,0.2535,0.2383,0.26030000000000003
342000.0,0.2535,0.2383,0.2549
342900.0,0.2535,0.2383,0.2549
343800.0,0.2535,0.2383,0.2549
344700.0,0.2535,0.2383,0.2549
345600.0,0.2535,0.2383,0.25930000000000003
346500.0,0.2535,0.2383,0.25930000000000003
347400.0,0.2535,0.2383,0.25930000000000003
348300.0,0.2535,0.2383,0.25930000000000003
349200.0,0.2535,0.2383,0.25717
350100.0,0.2535,0.2383,0.25717
351000.0,0.2535,0.2383,0.25717
351900.0,0.2535,0.2383,0.25717
352800.0,0.2535,0.2383,0.2459
353700.0,0.2535,0.2383,0.2459
354600.0,0.2535,0.2383,0.2459
355500.0,0.2535,0.2383,0.2459
356400.0,0.2535,0.2383,0.24905
357300.0,0.2535,0.2383,0.24905
358200.0,0.2535,0.2383,0.24905
359100.0,0.2535,0.2383,0.24905
360000.0,0.2535,0.2383,0.251
360900.0,0.2535,0.2383,0.251
361800.0,0.2535,0.2383,0.251
362700.0,0.2535,0.2383,0.251
363600.0,0.2535,0.2383,0.251
364500.0,0.2535,0.2383,0.251
365400.0,0.2535,0.2383,0.251
366300.0,0.2535,0.2383,0.251
367200.0,0.2535,0.2383,0.25221
368100.0,0.2535,0.2383,0.25221
369000.0,0.2535,0.2383,0.25221
369900.0,0.2535,0.2383,0.25221
370800.0,0.2535,0.2666,0.24809
371700.0,0.2535,0.2666,0.24809
372600.0,0.2535,0.2666,0.24809
373500.0,0.2535,0.2666,0.24809
374400.0,0.2535,0.2666,0.25911
375300.0,0.2535,0.2666,0.25911
376200.0,0.2535,0.2666,0.25911
377100.0,0.2535,0.2666,0.25911
378000.0,0.2535,0.2666,0.269
378900.0,0.2535,0.2666,0.269
379800.0,0.2535,0.2666,0.269
380700.0,0.2535,0.2666,0.269
381600.0,0.2535,0.2666,0.269
382500.0,0.2535,0.2666,0.269
383400.0,0.2535,0.2666,0.269
384300.0,0.2535,0.2666,0.269
385200.0,0.2535,0.2666,0.269
386100.0,0.2535,0.2666,0.269
387000.0,0.2535,0.2666,0.269
387900.0,0.2535,0.2666,0.269
388800.0,0.2535,0.2666,0.273
389700.0,0.2535,0.2666,0.273
390600.0,0.2535,0.2666,0.273
391500.0,0.2535,0.2666,0.273
392400.0,0.2535,0.2666,0.273
393300.0,0.2535,0.2666,0.273
394200.0,0.2535,0.2666,0.273
395100.0,0.2535,0.2666,0.273
396000.0,0.2535,0.2666,0.26896
396900.0,0.2535,0.2666,0.26896
397800.0,0.2535,0.2666,0.26896
398700.0,0.2535,0.2666,0.26896
399600.0,0.2535,0.2666,0.26412
400500.0,0.2535,0.2666,0.26412
401400.0,0.2535,0.2666,0.26412
402300.0,0.2535,0.2666,0.26412
403200.0,0.2535,0.2666,0.25961
404100.0,0.2535,0.2666,0.25961
405000.0,0.2535,0.2666,0.25961
405900.0,0.2535,0.2666,0.25961
406800.0,0.2535,0.2666,0.27514
407700.0,0.2535,0.2666,0.27514
408600.0,0.2535,0.2666,0.27514
409500.0,0.2535,0.2666,0.27514
410400.0,0.2535,0.2666,0.2747
411300.0,0.2535,0.2666,0.2747
412200.0,0.2535,0.2666,0.2747
413100.0,0.2535,0.2666,0.2747
414000.0,0.2535,0.2666,0.27629000000000004
414900.0,0.2535,0.2666,0.27629000000000004
415800.0,0.2535,0.2666,0.27629000000000004
416700.0,0.2535,0.2666,0.27629000000000004
417600.0,0.2535,0.2666,0.26807000000000003
418500.0,0.2535,0.2666,0.26807000000000003
419400.0,0.2535,0.2666,0.26807000000000003
420300.0,0.2535,0.2666,0.26807000000000003
421200.0,0.2535,0.2666,0.26005
422100.0,0.2535,0.2666,0.26005
423000.0,0.2535,0.2666,0.26005
423900.0,0.2535,0.2666,0.26005
424800.0,0.2535,0.2666,0.26576
425700.0,0.2535,0.2383,0.26576
426600.0,0.2535,0.2383,0.26576
427500.0,0.2535,0.2383,0.26576
428400.0,0.2535,0.2383,0.2649
429300.0,0.2535,0.2383,0.2649
430200.0,0.2535,0.2383,0.2649
431100.0,0.2535,0.2383,0.2649
432000.0,0.2535,0.2383,0.25923
432900.0,0.2535,0.2383,0.25923
433800.0,0.2535,0.2383,0.25923
434700.0,0.2535,0.2383,0.25923
435600.0,0.2535,0.2383,0.25154
436500.0,0.2535,0.2383,0.25154
437400.0,0.2535,0.2383,0.25154
438300.0,0.2535,0.2383,0.25154
439200.0,0.2535,0.2383,0.2506
440100.0,0.2535,0.2383,0.2506
441000.0,0.2535,0.2383,0.2506
441900.0,0.2535,0.2383,0.2506
442800.0,0.2535,0.2383,0.24802000000000002
443700.0,0.2535,0.2383,0.24802000000000002
444600.0,0.2535,0.2383,0.24802000000000002
445500.0,0.2535,0.2383,0.24802000000000002
446400.0,0.2535,0.2383,0.24641000000000002
447300.0,0.2535,0.2383,0.24641000000000002
448200.0,0.2535,0.2383,0.24641000000000002
449100.0,0.2535,0.2383,0.24641000000000002
450000.0,0.2535,0.2383,0.24717
450900.0,0.2535,0.2383,0.24717
451800.0,0.2535,0.2383,0.24717
452700.0,0.2535,0.2383,0.24717
453600.0,0.2535,0.2383,0.24819000000000002
454500.0,0.2535,0.2383,0.24819000000000002
455400.0,0.2535,0.2383,0.24819000000000002
456300.0,0.2535,0.2383,0.24819000000000002
457200.0,0.2535,0.2666,0.24911
458100.0,0.2535,0.2666,0.24911
459000.0,0.2535,0.2666,0.24911
459900.0,0.2535,0.2666,0.24911
460800.0,0.2535,0.2666,0.25077
461700.0,0.2535,0.2666,0.25077
462600.0,0.2535,0.2666,0.25077
463500.0,0.2535,0.2666,0.25077
464400.0,0.2535,0.2666,0.2534
465300.0,0.2535,0.2666,0.2534
466200.0,0.2535,0.2666,0.2534
467100.0,0.2535,0.2666,0.2534
468000.0,0.2535,0.2666,0.25655
468900.0,0.2535,0.2666,0.25655
469800.0,0.2535,0.2666,0.25655
470700.0,0.2535,0.2666,0.25655
471600.0,0.2535,0.2666,0.26002000000000003
472500.0,0.2535,0.2666,0.26002000000000003
473400.0,0.2535,0.2666,0.26002000000000003
474300.0,0.2535,0.2666,0.26002000000000003
475200.0,0.2535,0.2666,0.26022
476100.0,0.2535,0.2666,0.26022
477000.0,0.2535,0.2666,0.26022
477900.0,0.2535,0.2666,0.26022
478800.0,0.2535,0.2666,0.255
479700.0,0.2535,0.2666,0.255
480600.0,0.2535,0.2666,0.255
481500.0,0.2535,0.2666,0.255
482400.0,0.2535,0.2666,0.25239
483300.0,0.2535,0.2666,0.25239
484200.0,0.2535,0.2666,0.25239
485100.0,0.2535,0.2666,0.25239
486000.0,0.2535,0.2666,0.25157
486900.0,0.2535,0.2666,0.25157
487800.0,0.2535,0.2666,0.25157
488700.0,0.2535,0.2666,0.25157
489600.0,0.2535,0.2666,0.25471
490500.0,0.2535,0.2666,0.25471
491400.0,0.2535,0.2666,0.25471
492300.0,0.2535,0.2666,0.25471
493200.0,0.2535,0.2666,0.26343
494100.0,0.2535,0.2666,0.26343
495000.0,0.2535,0.2666,0.26343
495900.0,0.2535,0.2666,0.26343
496800.0,0.2535,0.2666,0.26737
497700.0,0.2535,0.2666,0.26737
498600.0,0.2535,0.2666,0.26737
499500.0,0.2535,0.2666,0.26737
500400.0,0.2535,0.2666,0.2672
501300.0,0.2535,0.2666,0.2672
502200.0,0.2535,0.2666,0.2672
503100.0,0.2535,0.2666,0.2672
504000.0,0.2535,0.2666,0.26603
504900.0,0.2535,0.2666,0.26603
505800.0,0.2535,0.2666,0.26603
506700.0,0.2535,0.2666,0.26603
507600.0,0.2535,0.2666,0.25536000000000003
508500.0,0.2535,0.2666,0.25536000000000003
509400.0,0.2535,0.2666,0.25536000000000003
510300.0,0.2535,0.2666,0.25536000000000003
511200.0,0.2535,0.2666,0.25859
512100.0,0.2535,0.2383,0.25859
513000.0,0.2535,0.2383,0.25859
513900.0,0.2535,0.2383,0.25859
514800.0,0.2535,0.2383,0.25597000000000003
515700.0,0.2535,0.2383,0.25597000000000003
516600.0,0.2535,0.2383,0.25597000000000003
517500.0,0.2535,0.2383,0.25597000000000003
518400.0,0.2535,0.2383,0.25458000000000003
519300.0,0.2535,0.2383,0.25458000000000003
520200.0,0.2535,0.2383,0.25458000000000003
521100.0,0.2535,0.2383,0.25458000000000003
522000.0,0.2535,0.2383,0.25070000000000003
522900.0,0.2535,0.2383,0.25070000000000003
523800.0,0.2535,0.2383,0.25070000000000003
524700.0,0.2535,0.2383,0.25070000000000003
525600.0,0.2535,0.2383,0.24784
526500.0,0.2535,0.2383,0.24784
527400.0,0.2535,0.2383,0.24784
528300.0,0.2535,0.2383,0.24784
529200.0,0.2535,0.2383,0.24611
530100.0,0.2535,0.2383,0.24611
531000.0,0.2535,0.2383,0.24611
531900.0,0.2535,0.2383,0.24611
532800.0,0.2535,0.2383,0.24608000000000002
533700.0,0.2535,0.2383,0.24608000000000002
534600.0,0.2535,0.2383,0.24608000000000002
535500.0,0.2535,0.2383,0.24608000000000002
536400.0,0.2535,0.2383,0.24762
537300.0,0.2535,0.2383,0.24762
538200.0,0.2535,0.2383,0.24762
539100.0,0.2535,0.2383,0.24762
540000.0,0.2535,0.2383,0.25577
540900.0,0.2535,0.2383,0.25577
541800.0,0.2535,0.2383,0.25577
542700.0,0.2535,0.2383,0.25577
543600.0,0.2535,0.2666,0.26861
544500.0,0.2535,0.2666,0.26861
545400.0,0.2535,0.2666,0.26861
546300.0,0.2535,0.2666,0.26861
547200.0,0.2535,0.2666,0.27415
548100.0,0.2535,0.2666,0.27415
549000.0,0.2535,0.2666,0.27415
549900.0,0.2535,0.2666,0.27415
550800.0,0.2535,0.2666,0.27493
551700.0,0.2535,0.2666,0.27493
552600.0,0.2535,0.2666,0.27493
553500.0,0.2535,0.2666,0.27493
554400.0,0.2535,0.2666,0.27359
555300.0,0.2535,0.2666,0.27359
556200.0,0.2535,0.2666,0.27359
557100.0,0.2535,0.2666,0.27359
558000.0,0.2535,0.2666,0.27123
558900.0,0.2535,0.2666,0.27123
559800.0,0.2535,0.2666,0.27123
560700.0,0.2535,0.2666,0.27123
561600.0,0.2535,0.2666,0.27018000000000003
562500.0,0.2535,0.2666,0.27018000000000003
563400.0,0.2535,0.2666,0.27018000000000003
564300.0,0.2535,0.2666,0.27018000000000003
565200.0,0.2535,0.2666,0.26874
566100.0,0.2535,0.2666,0.26874
567000.0,0.2535,0.2666,0.26874
567900.0,0.2535,0.2666,0.26874
568800.0,0.2535,0.2666,0.2646
569700.0,0.2535,0.2666,0.2646
570600.0,0.2535,0.2666,0.2646
571500.0,0.2535,0.2666,0.2646
572400.0,0.2535,0.2666,0.25925
573300.0,0.2535,0.2666,0.25925
574200.0,0.2535,0.2666,0.25925
575100.0,0.2535,0.2666,0.25925
576000.0,0.2535,0.2666,0.25816
576900.0,0.2535,0.2666,0.25816
577800.0,0.2535,0.2666,0.25816
578700.0,0.2535,0.2666,0.25816
579600.0,0.2535,0.2666,0.274
580500.0,0.2535,0.2666,0.274
581400.0,0.2535,0.2666,0.274
582300.0,0.2535,0.2666,0.274
583200.0,0.2535,0.2666,0.25395
584100.0,0.2535,0.2666,0.25395
585000.0,0.2535,0.2666,0.25395
585900.0,0.2535,0.2666,0.25395
586800.0,0.2535,0.2666,0.25
587700.0,0.2535,0.2666,0.25
588600.0,0.2535,0.2666,0.25
589500.0,0.2535,0.2666,0.25
590400.0,0.2535,0.2666,0.251
591300.0,0.2535,0.2666,0.251
592200.0,0.2535,0.2666,0.251
593100.0,0.2535,0.2666,0.251
594000.0,0.2535,0.2666,0.2444
594900.0,0.2535,0.2666,0.2444
595800.0,0.2535,0.2666,0.2444
596700.0,0.2535,0.2666,0.2444
597600.0,0.2535,0.2666,0.24872
598500.0,0.2535,0.2383,0.24872
599400.0,0.2535,0.2383,0.24872
600300.0,0.2535,0.2383,0.24872
601200.0,0.2535,0.2383,0.2444
602100.0,0.2535,0.2383,0.2444
