Time,fcu.heaCoi.Q_flow,fcu.cooCoi.Q_flow
66900,-2.8673282E-11,-7.1729476E-17
67200,-2.3151826E-11,-6.846961E-17
67500,-1.7828473E-11,-6.4495094E-17
67800,-1.309662E-11,-6.075129E-17
68100,-8.999398E-12,-5.76063E-17
68400,-5.4001443E-12,-5.462412E-17
68700,-2.2689994E-12,-5.1796326E-17
69000,-4.977197E-17,-4.729181E-13
69300,-4.8466547E-17,-3.0230432E-12
69600,-4.6572327E-17,-5.4029468E-12
69900,-4.445577E-17,-7.604421E-12
70200,-4.328978E-17,-9.853078E-12
70500,-4.215437E-17,-1.20317254E-11
70800,-4.1048742E-17,-1.4120783E-11
71100,-3.9972113E-17,-1.6099238E-11
71400,-3.892372E-17,-1.7950313E-11
71700,-3.790283E-17,-1.9662898E-11
72000,-3.690871E-17,-2.1230401E-11
72300,-3.5940663E-17,-2.2650458E-11
72600,-3.499801E-17,-2.3927426E-11
72900,-3.2966446E-17,-2.4253578E-11
73200,-3.1889206E-17,-2.5081976E-11
73500,-2.9056552E-17,-2.4302301E-11
73800,-2.7552346E-17,-2.439458E-11
74100,-2.5952989E-17,-2.4230258E-11
74400,-2.3647636E-17,-2.3202584E-11
74700,-2.169071E-17,-2.2302158E-11
75000,-2.0028367E-17,-2.152648E-11
75300,-1.8740822E-17,-2.1012895E-11
75600,-1.8249287E-17,-2.1310988E-11
75900,-1.753605E-17,-2.1300014E-11
76200,-1.6963026E-17,-2.140779E-11
76500,-1.6518119E-17,-2.1639426E-11
76800,-1.608488E-17,-2.1855196E-11
77100,-1.5663004E-17,-2.205565E-11
77400,-1.5252193E-17,-2.224112E-11
77700,-1.4852159E-17,-2.2411286E-11
78000,-1.4462614E-17,-2.2565332E-11
78300,-1.4083288E-17,-2.2701986E-11
78600,-1.3897372E-17,-2.312634E-11
78900,-1.3532871E-17,-2.3228384E-11
79200,-1.30906585E-17,-2.3156674E-11
79500,-1.2917846E-17,-2.3530634E-11
79800,-1.2579036E-17,-2.3580094E-11
80100,-1.200736E-17,-2.3154456E-11
80400,-1.169243E-17,-2.3189926E-11
80700,-1.1385761E-17,-2.3218491E-11
81000,-1.10871335E-17,-2.3232628E-11
81300,-1.0796339E-17,-2.3225344E-11
81600,-1.0374386E-17,-2.2886849E-11
81900,-1.0102286E-17,-2.2829684E-11
82200,-9.837322E-18,-2.2748388E-11
82500,-9.579308E-18,-2.2644874E-11
82800,-9.14396E-18,-2.2077024E-11
83100,-8.845164E-18,-2.1795196E-11
83400,-8.4431806E-18,-2.1224791E-11
83700,-8.113195E-18,-2.0810327E-11
84000,-7.900402E-18,-2.0688479E-11
84300,-7.59163E-18,-2.0309168E-11
84600,-7.3925164E-18,-2.0214922E-11
84900,-7.103595E-18,-1.9863044E-11
85200,-6.917281E-18,-1.9781107E-11
85500,-6.6469326E-18,-1.9436808E-11
85800,-6.3871508E-18,-1.909072E-11
86100,-6.219628E-18,-1.8989163E-11
86400,-5.976546E-18,-1.8622425E-11
86400,-5.8585915E-18,-1.8254887E-11
86700,-5.129552E-18,-1.6294611E-11
87000,-4.9290737E-18,-1.5946426E-11
87300,-4.7997937E-18,-1.5800338E-11
87600,-4.612203E-18,-1.5437594E-11
87900,-4.402594E-18,-1.4974334E-11
88200,-4.287122E-18,-1.4810101E-11
88500,-4.1470324E-18,-1.45447E-11
88800,-4.0922867E-18,-1.4566676E-11
89100,-3.9849538E-18,-1.43920275E-11
89400,-3.880436E-18,-1.4216219E-11
89700,-3.8292097E-18,-1.4227746E-11
90000,-3.704083E-18,-1.3956247E-11
90300,-3.655185E-18,-1.39639585E-11
90600,-3.489069E-18,-1.3513927E-11
90900,-3.397557E-18,-1.3340524E-11
91200,-3.3084458E-18,-1.3168015E-11
91500,-3.2216716E-18,-1.2996252E-11
91800,-3.1371733E-18,-1.2825147E-11
92100,-3.0548913E-18,-1.2654667E-11
92400,-2.9747673E-18,-1.2484805E-11
92700,-2.935497E-18,-1.2480307E-11
93000,-2.8585046E-18,-1.2309388E-11
93300,-2.8207688E-18,-1.2301441E-11
93600,-2.7835314E-18,-1.2291679E-11
93900,-2.657029E-18,-1.1878713E-11
94200,-2.5873403E-18,-1.17087486E-11
94500,-2.5531844E-18,-1.1693403E-11
94800,-2.4862193E-18,-1.1521609E-11
95100,-2.4533983E-18,-1.150181E-11
95400,-2.3890504E-18,-1.1328102E-11
95700,-2.32639E-18,-1.1154734E-11
96000,-2.2956791E-18,-1.1128897E-11
96300,-2.2354678E-18,-1.0954649E-11
96600,-2.205957E-18,-1.0925816E-11
96900,-2.148099E-18,-1.0751973E-11
97200,-2.0504749E-18,-1.03712195E-11
97500,-1.9834718E-18,-1.0137163E-11
97800,-1.9314492E-18,-9.973652E-12
98100,-1.880791E-18,-9.8114555E-12
98400,-1.8314614E-18,-9.650034E-12
98700,-1.7834256E-18,-9.4891005E-12
99000,-1.7366498E-18,-9.328653E-12
99300,-1.6911009E-18,-9.168887E-12
99600,-1.6467465E-18,-9.0100965E-12
99900,-1.6035556E-18,-8.852608E-12
100200,-1.5614974E-18,-8.696755E-12
100500,-1.5408837E-18,-8.657162E-12
100800,-1.4905324E-18,-8.447215E-12
101100,-1.4227926E-18,-8.133405E-12
101400,-1.3854755E-18,-7.988912E-12
101700,-1.3491372E-18,-7.8469E-12
102000,-1.2964088E-18,-7.605437E-12
102300,-1.2624066E-18,-7.469684E-12
102600,-1.2292961E-18,-7.335975E-12
102900,-1.1970539E-18,-7.2042637E-12
103200,-1.1812514E-18,-7.1691563E-12
103500,-1.1502695E-18,-7.039629E-12
103800,-1.1201002E-18,-6.912025E-12
104100,-1.1053135E-18,-6.8771005E-12
104400,-1.0691953E-18,-6.7068794E-12
104700,-1.0550807E-18,-6.6721225E-12
105000,-1.0206039E-18,-6.5061073E-12
105300,-1.0071307E-18,-6.4715095E-12
105600,-9.807156E-19,-6.3516852E-12
105900,-9.67769E-19,-6.317043E-12
106200,-9.423863E-19,-6.199238E-12
106500,-9.176693E-19,-6.083226E-12
106800,-9.055549E-19,-6.0488576E-12
107100,-8.81804E-19,-5.9349114E-12
107400,-8.701632E-19,-5.9006615E-12
107700,-8.4734045E-19,-5.78883E-12
108000,-8.3615454E-19,-5.7547847E-12
108300,-8.142238E-19,-5.6451354E-12
108600,-8.034751E-19,-5.6114427E-12
108900,-7.824015E-19,-5.5041323E-12
109200,-7.7207286E-19,-5.470957E-12
109500,-7.518229E-19,-5.366073E-12
109800,-7.4189793E-19,-5.333445E-12
110100,-7.224394E-19,-5.2308652E-12
110400,-7.1290235E-19,-5.1986206E-12
110700,-6.942043E-19,-5.098068E-12
111000,-6.8503996E-19,-5.0659477E-12
111300,-6.6707267E-19,-4.967138E-12
111600,-6.5826656E-19,-4.9349145E-12
111900,-6.283505E-19,-4.7421654E-12
112200,-6.0781795E-19,-4.6173716E-12
112500,-5.9187606E-19,-4.525286E-12
112800,-5.840626E-19,-4.493797E-12
113100,-5.6874375E-19,-4.4030352E-12
113400,-5.538267E-19,-4.3135235E-12
113700,-5.3930087E-19,-4.2252556E-12
114000,-5.251561E-19,-4.138233E-12
114300,-5.1138223E-19,-4.0524632E-12
114600,-4.9796966E-19,-3.96796E-12
114900,-4.9139585E-19,-3.936715E-12
115200,-4.785075E-19,-3.8537216E-12
115200,-5.1467814E-12,-4.690635E-19
115500,1608.2809,0.00011484121
115800,1502.374,0.00010724661
116100,1430.9757,0.00010213175
116400,1378.8699,9.839997E-05
116700,1339.6584,9.559183E-05
117000,1309.4436,9.3427865E-05
117300,1285.7878,9.173335E-05
117600,1267.071,9.039225E-05
117900,1251.9805,8.93106E-05
118200,1239.6531,8.8426656E-05
118500,1229.4714,8.7696215E-05
118800,1220.8093,8.707453E-05
119100,1213.3114,8.653616E-05
119400,1206.7445,8.606446E-05
119700,1200.9515,8.5648164E-05
120000,1195.7855,8.527679E-05
120300,1191.1178,8.494112E-05
120600,1186.8525,8.46343E-05
120900,1182.9233,8.4351595E-05
121200,1179.2928,8.409032E-05
121500,1175.9382,8.384885E-05
121800,1172.8428,8.3625964E-05
122100,1169.9952,8.342087E-05
122400,1167.3912,8.323324E-05
122700,1165.015,8.306195E-05
123000,1162.8474,8.290562E-05
123300,1160.8668,8.276272E-05
123600,1159.0717,8.263312E-05
123900,1157.4679,8.2517254E-05
124200,1156.0779,8.2416685E-05
124500,1154.9299,8.2333456E-05
124800,1154.0509,8.226947E-05
125100,1153.4565,8.222586E-05
125400,1153.1539,8.220311E-05
125700,1153.1656,8.220283E-05
126000,1153.5387,8.222838E-05
126300,1154.5181,8.229723E-05
126600,1156.7859,8.2458035E-05
126900,1160.6814,8.273503E-05
127200,1165.9786,8.311207E-05
127500,1172.3029,8.356243E-05
127800,1179.2919,8.406027E-05
128100,1186.6135,8.4581894E-05
128400,1193.9923,8.510765E-05
128700,1201.2097,8.562192E-05
129000,1208.0966,8.611265E-05
129300,1214.5074,8.656944E-05
129600,1220.3087,8.698278E-05
129900,1225.4492,8.7348984E-05
130200,1230.1392,8.7683075E-05
130500,1234.6432,8.8003915E-05
130800,1239.064,8.831884E-05
131100,1243.4282,8.8629764E-05
131400,1247.743,8.893719E-05
131700,1252.0134,8.924146E-05
132000,1256.2426,8.954282E-05
132300,1260.4385,8.984182E-05
132600,1264.6102,9.013914E-05
132900,1268.7783,9.04362E-05
133200,1272.9521,9.073371E-05
133500,1277.1152,9.1030466E-05
133800,1281.245,9.132487E-05
134100,1285.2675,9.161163E-05
134400,1289.1586,9.188904E-05
134700,1292.9247,9.215754E-05
135000,1296.5793,9.24181E-05
135300,1300.1777,9.2674665E-05
135600,1303.7455,9.292907E-05
135900,1307.3312,9.318476E-05
136200,1310.9655,9.3443945E-05
136500,1314.6938,9.370985E-05
136800,1318.5619,9.398576E-05
137100,1322.6152,9.4274896E-05
137400,1326.891,9.457993E-05
137700,1331.4215,9.4903204E-05
138000,1336.1929,9.524366E-05
138300,1341.1984,9.560086E-05
138600,1346.4005,9.597214E-05
138900,1351.7649,9.635503E-05
139200,1357.2606,9.674727E-05
139500,1362.8458,9.714594E-05
139800,1368.4849,9.754854E-05
140100,1374.1404,9.795231E-05
140400,1379.7771,9.835463E-05
140700,1385.391,9.875543E-05
141000,1391.0222,9.915757E-05
141300,1396.7444,9.956596E-05
141600,1402.5853,9.9983255E-05
141900,1408.563,0.00010040985
142200,1414.658,0.0001008458
142500,1420.9165,0.0001012925
142800,1427.3834,0.00010175367
143100,1434.0623,0.00010223438
143400,1441.281,0.00010273969
143700,1448.4298,0.00010327518
144000,1456.7366,0.00010384679
144300,1465.1674,0.00010445938
144600,1474.4221,0.00010511293
144900,1484.1888,0.000105802865
145200,1494.0583,0.00010652233
145500,1504.4794,0.00010726324
145800,1515.1975,0.0001080169
146100,1525.622,0.000108774344
146400,1536.1531,0.00010952659
146700,1546.4719,0.00011026592
147000,1556.5248,0.00011098466
147300,1566.1804,0.000111675225
147600,1575.3812,0.000112333284
147900,1584.1195,0.00011295832
148200,1592.4386,0.00011355341
148500,1600.3921,0.00011412239
148800,1608.0154,0.00011466778
149100,1615.333,0.000115191346
149400,1622.366,0.00011569457
149700,1629.135,0.00011617895
150000,1635.6614,0.00011664598
150300,1641.9662,0.00011709718
150600,1648.0696,0.00011753401
150900,1653.9922,0.000117957905
151200,1659.7452,0.000118369695
151200,0.000118369695,6.564344
151500,5.4556555E-17,1.406654E-10
151800,-5.0681426E-17,-1.9890177E-10
152100,-4.7489375E-17,-2.2304056E-10
152400,-4.4435918E-17,-2.3052332E-10
152700,-4.1303947E-17,-2.2820215E-10
153000,-3.942683E-17,-2.2729398E-10
153250.22,2.718733E-13,1.609149E-06
153250.22,3.8356825E-06,2.718733E-13
153300,77.396324,4.969822E-06
153600,131.01262,6.6546463E-06
153900,169.13527,8.45107E-06
154200,201.54434,1.0065109E-05
154500,230.49748,1.1510992E-05
154800,257.3272,1.2850963E-05
155100,281.03467,1.4035062E-05
155400,302.68484,1.511647E-05
155700,321.16003,1.6039376E-05
156000,339.49835,1.6955468E-05
156300,356.58603,1.7809125E-05
156600,373.81503,1.8669858E-05
156900,390.56146,1.9506506E-05
157200,406.56473,2.0306054E-05
157500,421.83676,2.1069094E-05
157800,436.77383,2.1815413E-05
158100,451.84222,2.25683E-05
158400,467.19205,2.3335244E-05
158700,482.6244,2.4106314E-05
159000,497.83563,2.4866347E-05
159300,512.869,2.5617504E-05
159600,527.8771,2.6367401E-05
159900,542.8478,2.7115439E-05
160200,557.825,2.786381E-05
160500,572.0357,2.85739E-05
160800,585.9831,2.9270852E-05
161100,601.2319,3.0032797E-05
161400,614.2176,3.0681724E-05
161700,628.535,3.139717E-05
162000,642.84357,3.2112166E-05
162300,655.513,3.2745313E-05
162600,670.18085,3.3478267E-05
162900,683.08636,3.41232E-05
163200,696.6668,3.480185E-05
163500,710.22864,3.5479567E-05
163800,723.15857,3.612573E-05
164100,736.6195,3.679841E-05
164400,749.48737,3.744147E-05
164700,762.54663,3.8094087E-05
165000,775.20245,3.8726543E-05
165300,788.426,3.9387363E-05
165600,800.2902,3.998028E-05
165900,813.3905,4.063492E-05
166200,825.5546,4.1242816E-05
166500,837.3258,4.1831063E-05
166800,850.2336,4.2476073E-05
167100,861.48755,4.3038486E-05
167400,873.4786,4.3637683E-05
167700,885.533,4.4240056E-05
168000,896.515,4.4788852E-05
168300,908.20667,4.537307E-05
168600,919.4604,4.593542E-05
168900,930.2322,4.6473688E-05
169200,941.2481,4.7024132E-05
169500,951.76306,4.754955E-05
169800,961.7039,4.8046284E-05
170100,971.091,4.8515354E-05
170400,979.8464,4.895285E-05
170700,987.45056,4.933286E-05
171000,994.57574,4.968893E-05
171300,1001.8749,5.005367E-05
171600,1009.6998,5.0444665E-05
171900,1017.5694,5.0837887E-05
172200,1024.8087,5.1199644E-05
172500,1031.537,5.1535866E-05
172800,1039.3231,5.1924886E-05
172800,1039.3231,5.1924886E-05
173100,1047.0361,5.2310268E-05
173400,1054.8281,5.2699594E-05
173700,1062.7471,5.309525E-05
174000,1070.7975,5.349747E-05
174300,1078.9779,5.3906184E-05
174600,1087.2767,5.4320804E-05
174900,1095.6705,5.474017E-05
175200,1104.1259,5.51626E-05
175500,1112.5994,5.5585944E-05
175800,1121.0464,5.6007957E-05
176100,1129.4083,5.6425724E-05
176400,1137.6256,5.6836263E-05
176700,1145.6648,5.7237907E-05
177000,1153.5594,5.7632336E-05
177300,1161.3588,5.8022008E-05
177600,1169.0793,5.8407746E-05
177900,1176.7195,5.8789472E-05
178200,1184.2655,5.91665E-05
178500,1191.717,5.953881E-05
178800,1199.0709,5.9906244E-05
179100,1206.3314,6.0269027E-05
179400,1213.5045,6.0627433E-05
179700,1220.6001,6.0981994E-05
180000,1227.6195,6.133276E-05
180300,1234.5604,6.167958E-05
180600,1241.3651,6.20196E-05
180900,1247.9917,6.235073E-05
181200,1254.4359,6.2672756E-05
181500,1260.7234,6.298694E-05
181800,1266.8906,6.3295134E-05
182100,1272.9792,6.359938E-05
182400,1279.032,6.3901854E-05
182700,1285.0973,6.420494E-05
183000,1291.2485,6.451233E-05
183300,1297.597,6.4829605E-05
183600,1304.2426,6.516169E-05
183900,1311.1886,6.5508764E-05
184200,1318.273,6.586278E-05
184500,1325.3739,6.621763E-05
184800,1332.4414,6.657081E-05
185100,1339.4811,6.692261E-05
185400,1346.5349,6.7275105E-05
185700,1353.6652,6.763143E-05
186000,1360.9486,6.799541E-05
186300,1368.4728,6.8371424E-05
186600,1376.334,6.876428E-05
186900,1384.6245,6.91786E-05
187200,1393.4323,6.961876E-05
187500,1402.6952,7.008169E-05
187800,1412.3634,7.056487E-05
188100,1422.2002,7.1056485E-05
188400,1432.0756,7.1550035E-05
188700,1441.9421,7.2043156E-05
189000,1451.7876,7.253523E-05
189300,1461.6057,7.302594E-05
189600,1471.391,7.3515024E-05
189900,1481.1407,7.400234E-05
190200,1490.8574,7.448801E-05
190500,1500.5367,7.497182E-05
190800,1510.1793,7.5453805E-05
191100,1519.8131,7.593536E-05
191400,1529.5039,7.641977E-05
191700,1539.29,7.690895E-05
192000,1549.1709,7.740288E-05
192300,1559.128,7.7900644E-05
192600,1569.1357,7.840093E-05
192900,1579.1626,7.8902194E-05
193200,1589.1804,7.9403006E-05
193500,1599.158,7.990183E-05
193800,1609.0614,8.039695E-05
194100,1618.8523,8.088646E-05
194400,1628.4873,8.136818E-05
194700,1637.9127,8.183944E-05
195000,1647.0557,8.229659E-05
195300,1655.873,8.273746E-05
195600,1664.3342,8.3160536E-05
195900,1672.4354,8.3565625E-05
196200,1680.1885,8.39533E-05
196500,1687.6039,8.432411E-05
196800,1694.66,8.467697E-05
197100,1701.3073,8.5009415E-05
197400,1707.531,8.5320054E-05
197700,1713.3567,8.5611864E-05
198000,1718.9144,8.5890584E-05
198300,1724.209,8.615463E-05
198600,1728.8309,8.638581E-05
198900,1732.5905,8.6573826E-05
199200,1735.4392,8.67163E-05
199500,1737.4027,8.681451E-05
199800,1738.5428,8.6871536E-05
200100,1738.7948,8.6884145E-05
200400,1737.7534,8.683208E-05
200700,1734.6453,8.667666E-05
201000,1728.9231,8.63905E-05
201300,1720.5657,8.597258E-05
201600,1710.0135,8.544489E-05
201600,1710.0135,8.544489E-05
201900,4999.9995,0.00040756314
202200,4164.08,0.00030199296
202500,4001.4644,0.00028970692
202800,3876.675,0.00028032082
203100,3778.3289,0.00027294847
203400,3699.376,0.0002670446
203700,3635.1018,0.00026224725
204000,3581.441,0.00025824778
204300,3535.4895,0.000254827
204600,3495.2793,0.00025183667
204900,3459.4207,0.00024917244
205200,3426.8345,0.0002467534
205500,3396.7363,0.00024452066
205800,3368.8318,0.00024245186
206100,3342.697,0.00024051579
206400,3318.4067,0.00023871727
206700,3295.6082,0.00023703024
207000,3273.9492,0.00023542855
207300,3253.1877,0.00023389407
207600,3232.9182,0.00023239688
207900,3213.0862,0.00023093309
208200,3193.6504,0.00022949927
208500,3174.356,0.00022807674
208800,3155.3389,0.00022667577
209100,3136.8416,0.00022531366
209400,3118.5872,0.00022397
209700,3100.6262,0.00022264905
210000,3083.3115,0.00022137616
210300,3066.174,0.00022011653
210600,3049.0762,0.00021886098
210900,3030.319,0.00021748483
211200,2996.3613,0.00021499819
211500,2943.2424,0.00021111369
211800,2865.3647,0.00020542853
212100,2769.5454,0.00019844664
212400,2647.7117,0.00018958931
212700,2516.099,0.0001800436
213000,2361.4128,0.00016885284
213300,2206.6907,0.00015768677
213600,2049.3364,0.00014635656
213900,1894.2135,0.0001352095
214200,1751.2996,0.00012495753
214500,1623.0839,0.00011577281
214800,1507.3159,0.00010748915
215100,1402.0223,9.9961755E-05
215400,1306.6268,9.3146984E-05
215700,1220.6014,8.70051E-05
216000,1143.4298,8.1497885E-05
216300,1075.2484,7.663406E-05
216600,1016.4993,7.2444236E-05
216900,968.8903,6.904951E-05
217200,924.3807,6.5876375E-05
217500,883.46954,6.296015E-05
217800,846.82605,6.0348415E-05
218100,814.84143,5.806914E-05
218400,787.7303,5.6137345E-05
218700,765.16846,5.4529766E-05
219000,747.2808,5.3255215E-05
219300,733.83765,5.229729E-05
219600,726.65204,5.1785133E-05
219900,725.7189,5.171842E-05
220200,726.09106,5.17447E-05
220500,727.7063,5.1859544E-05
220800,735.6297,5.2423744E-05
221100,744.91797,5.3085194E-05
221400,751.3245,5.3541367E-05
221700,754.7081,5.378221E-05
222000,756.7518,5.3927597E-05
222300,761.51917,5.4267017E-05
222600,765.3727,5.4541346E-05
222900,768.2989,5.4749624E-05
223200,770.0164,5.4871813E-05
223500,770.3003,5.4891887E-05
223800,768.8851,5.4790933E-05
224100,765.8021,5.4571192E-05
224400,761.2465,5.424655E-05
224700,755.5235,5.3838765E-05
225000,749.0848,5.338E-05
225300,742.2175,5.289072E-05
225600,734.45557,5.233771E-05
225900,719.58887,5.127863E-05
226200,702.9713,5.0094797E-05
226500,687.82166,4.9015507E-05
226800,673.5348,4.7997666E-05
227100,658.8207,4.6949375E-05
227400,642.71936,4.5802226E-05
227700,630.14215,4.490612E-05
228000,620.6121,4.422709E-05
228300,615.47003,4.3860673E-05
228600,613.27844,4.3704473E-05
228900,614.4243,4.378604E-05
229200,621.91833,4.4319877E-05
229500,637.3676,4.5420456E-05
229800,660.96796,4.710168E-05
230100,691.30334,4.9262602E-05
230400,726.6358,5.1779352E-05
230700,767.8223,5.471299E-05
231000,814.1331,5.8011716E-05
231300,867.49603,6.181344E-05
231600,922.67426,6.5745335E-05
231900,975.9742,6.9543996E-05
232200,1024.1437,7.297764E-05
232500,1064.3024,7.584071E-05
232800,1099.606,7.8358025E-05
233100,1130.9664,8.059449E-05
233400,1160.5509,8.2704595E-05
233700,1188.3566,8.468812E-05
234000,1214.236,8.65345E-05
234300,1238.0948,8.823695E-05
234600,1260.1703,8.981234E-05
234900,1280.5927,9.126993E-05
235200,1299.4733,9.2617636E-05
235500,1316.8619,9.385898E-05
235800,1332.7723,9.4994924E-05
236100,1347.2797,9.60308E-05
236400,1360.6029,9.6982214E-05
236700,1372.9364,9.786302E-05
237000,1384.4276,9.8683726E-05
237300,1395.1566,9.9450044E-05
237600,1405.1605,0.00010016462
237600,0.00010016462,3.9778411
237900,8.08224E-17,1.7845866E-10
238200,9.1413596E-17,2.9408945E-10
238500,8.227679E-17,3.0833042E-10
238800,7.8016817E-17,3.1761158E-10
239100,7.397802E-17,3.180471E-10
239400,7.014831E-17,3.1421302E-10
239700,6.69603E-17,3.1022135E-10
240000,6.434329E-17,3.069391E-10
240300,6.182856E-17,3.0276773E-10
240600,5.9808196E-17,2.9996727E-10
240900,5.823954E-17,2.9862682E-10
241200,5.6712026E-17,2.9682576E-10
241500,5.522458E-17,2.9463662E-10
241800,5.3066237E-17,2.8826067E-10
242100,5.1674413E-17,2.8549285E-10
242400,5.031909E-17,2.824846E-10
