# Optional header information,,,,,,
# time: time of setpoint [s],,,,,,
# LowerSetp: Heating zone temperature setpoint [K],,,,,,
# UpperSetp: Cooling zone temperature setpoint [K],,,,,,
# UpperCO2: Zone CO2 concentration upper limit [ppm],,,,,,
time,LowerSetp[Day],LowerSetp[Night],UpperSetp[Day],UpperSetp[Night],UpperCO2[Day],UpperCO2[Night]
95400.0,294.15,294.15,297.15,297.15,1500,1500
96300.0,294.15,294.15,297.15,297.15,1500,1500
97200.0,294.15,294.15,297.15,297.15,1500,1500
98100.0,294.15,294.15,297.15,297.15,1500,1500
99000.0,294.15,294.15,297.15,297.15,1500,1500
99900.0,294.15,294.15,297.15,297.15,1500,1500
100800.0,294.15,294.15,297.15,297.15,1500,1500
101700.0,294.15,294.15,297.15,297.15,1500,1500
102600.0,294.15,294.15,297.15,297.15,1500,1500
103500.0,294.15,294.15,297.15,297.15,1500,1500
104400.0,294.15,294.15,297.15,297.15,1500,1500
105300.0,294.15,294.15,297.15,297.15,1500,1500
106200.0,294.15,294.15,297.15,297.15,1500,1500
107100.0,294.15,294.15,297.15,297.15,1500,1500
108000.0,294.15,294.15,297.15,297.15,1500,1500
108900.0,294.15,294.15,297.15,297.15,1500,1500
109800.0,294.15,294.15,297.15,297.15,1500,1500
110700.0,294.15,294.15,297.15,297.15,1500,1500
111600.0,294.15,294.15,297.15,297.15,1500,1500
112500.0,294.15,294.15,297.15,297.15,1500,1500
113400.0,294.15,294.15,297.15,297.15,1500,1500
114300.0,294.15,294.15,297.15,297.15,1500,1500
115200.0,294.15,294.15,297.15,297.15,1500,1500
116100.0,289.15,289.15,297.15,297.15,1500,1500
117000.0,289.15,289.15,297.15,297.15,1500,1500
117900.0,289.15,289.15,297.15,297.15,1500,1500
118800.0,289.15,289.15,297.15,297.15,1500,1500
119700.0,289.15,289.15,297.15,297.15,1500,1500
120600.0,289.15,289.15,297.15,297.15,1500,1500
121500.0,289.15,289.15,297.15,297.15,1500,1500
122400.0,289.15,289.15,297.15,297.15,1500,1500
123300.0,289.15,289.15,297.15,297.15,1500,1500
124200.0,289.15,289.15,297.15,297.15,1500,1500
125100.0,289.15,289.15,297.15,297.15,1500,1500
126000.0,289.15,289.15,297.15,297.15,1500,1500
126900.0,289.15,289.15,297.15,297.15,1500,1500
127800.0,289.15,289.15,297.15,297.15,1500,1500
128700.0,289.15,289.15,297.15,297.15,1500,1500
129600.0,289.15,289.15,297.15,297.15,1500,1500
130500.0,289.15,289.15,297.15,297.15,1500,1500
131400.0,289.15,289.15,297.15,297.15,1500,1500
132300.0,289.15,289.15,297.15,297.15,1500,1500
133200.0,289.15,289.15,297.15,297.15,1500,1500
134100.0,289.15,289.15,297.15,297.15,1500,1500
135000.0,289.15,289.15,297.15,297.15,1500,1500
135900.0,289.15,289.15,297.15,297.15,1500,1500
136800.0,289.15,289.15,297.15,297.15,1500,1500
137700.0,289.15,289.15,297.15,297.15,1500,1500
138600.0,289.15,289.15,297.15,297.15,1500,1500
139500.0,289.15,289.15,297.15,297.15,1500,1500
140400.0,289.15,289.15,297.15,297.15,1500,1500
141300.0,289.15,289.15,297.15,297.15,1500,1500
142200.0,289.15,289.15,297.15,297.15,1500,1500
143100.0,289.15,289.15,297.15,297.15,1500,1500
144000.0,289.15,289.15,297.15,297.15,1500,1500
144900.0,289.15,289.15,297.15,297.15,1500,1500
145800.0,289.15,289.15,297.15,297.15,1500,1500
146700.0,289.15,289.15,297.15,297.15,1500,1500
147600.0,289.15,289.15,297.15,297.15,1500,1500
148500.0,289.15,289.15,297.15,297.15,1500,1500
149400.0,289.15,289.15,297.15,297.15,1500,1500
150300.0,289.15,289.15,297.15,297.15,1500,1500
151200.0,289.15,289.15,297.15,297.15,1500,1500
152100.0,289.15,289.15,297.15,297.15,1500,1500
153000.0,289.15,289.15,297.15,297.15,1500,1500
153900.0,289.15,289.15,297.15,297.15,1500,1500
154800.0,289.15,289.15,297.15,297.15,1500,1500
155700.0,289.15,289.15,297.15,297.15,1500,1500
156600.0,289.15,289.15,297.15,297.15,1500,1500
157500.0,289.15,289.15,297.15,297.15,1500,1500
158400.0,289.15,289.15,297.15,297.15,1500,1500
159300.0,294.15,294.15,297.15,297.15,1500,1500
160200.0,294.15,294.15,297.15,297.15,1500,1500
161100.0,294.15,294.15,297.15,297.15,1500,1500
162000.0,294.15,294.15,297.15,297.15,1500,1500
162900.0,294.15,294.15,297.15,297.15,1500,1500
163800.0,294.15,294.15,297.15,297.15,1500,1500
164700.0,294.15,294.15,297.15,297.15,1500,1500
165600.0,294.15,294.15,297.15,297.15,1500,1500
166500.0,294.15,294.15,297.15,297.15,1500,1500
167400.0,294.15,294.15,297.15,297.15,1500,1500
168300.0,294.15,294.15,297.15,297.15,1500,1500
169200.0,294.15,294.15,297.15,297.15,1500,1500
170100.0,294.15,294.15,297.15,297.15,1500,1500
171000.0,294.15,294.15,297.15,297.15,1500,1500
171900.0,294.15,294.15,297.15,297.15,1500,1500
172800.0,294.15,294.15,297.15,297.15,1500,1500
173700.0,294.15,294.15,297.15,297.15,1500,1500
174600.0,294.15,294.15,297.15,297.15,1500,1500
175500.0,294.15,294.15,297.15,297.15,1500,1500
176400.0,294.15,294.15,297.15,297.15,1500,1500
177300.0,294.15,294.15,297.15,297.15,1500,1500
178200.0,294.15,294.15,297.15,297.15,1500,1500
179100.0,294.15,294.15,297.15,297.15,1500,1500
180000.0,294.15,294.15,297.15,297.15,1500,1500
180900.0,294.15,294.15,297.15,297.15,1500,1500
181800.0,294.15,294.15,297.15,297.15,1500,1500
182700.0,294.15,294.15,297.15,297.15,1500,1500
183600.0,294.15,294.15,297.15,297.15,1500,1500
184500.0,294.15,294.15,297.15,297.15,1500,1500
185400.0,294.15,294.15,297.15,297.15,1500,1500
186300.0,294.15,294.15,297.15,297.15,1500,1500
187200.0,294.15,294.15,297.15,297.15,1500,1500
188100.0,294.15,294.15,297.15,297.15,1500,1500
189000.0,294.15,294.15,297.15,297.15,1500,1500
189900.0,294.15,294.15,297.15,297.15,1500,1500
190800.0,294.15,294.15,297.15,297.15,1500,1500
191700.0,294.15,294.15,297.15,297.15,1500,1500
192600.0,294.15,294.15,297.15,297.15,1500,1500
193500.0,294.15,294.15,297.15,297.15,1500,1500
194400.0,294.15,294.15,297.15,297.15,1500,1500
195300.0,294.15,294.15,297.15,297.15,1500,1500
196200.0,294.15,294.15,297.15,297.15,1500,1500
197100.0,294.15,294.15,297.15,297.15,1500,1500
198000.0,294.15,294.15,297.15,297.15,1500,1500
198900.0,294.15,294.15,297.15,297.15,1500,1500
199800.0,294.15,294.15,297.15,297.15,1500,1500
200700.0,294.15,294.15,297.15,297.15,1500,1500
201600.0,294.15,294.15,297.15,297.15,1500,1500
202500.0,289.15,289.15,297.15,297.15,1500,1500
203400.0,289.15,289.15,297.15,297.15,1500,1500
204300.0,289.15,289.15,297.15,297.15,1500,1500
205200.0,289.15,289.15,297.15,297.15,1500,1500
206100.0,289.15,289.15,297.15,297.15,1500,1500
207000.0,289.15,289.15,297.15,297.15,1500,1500
207900.0,289.15,289.15,297.15,297.15,1500,1500
208800.0,289.15,289.15,297.15,297.15,1500,1500
209700.0,289.15,289.15,297.15,297.15,1500,1500
210600.0,289.15,289.15,297.15,297.15,1500,1500
211500.0,289.15,289.15,297.15,297.15,1500,1500
212400.0,289.15,289.15,297.15,297.15,1500,1500
213300.0,289.15,289.15,297.15,297.15,1500,1500
214200.0,289.15,289.15,297.15,297.15,1500,1500
215100.0,289.15,289.15,297.15,297.15,1500,1500
216000.0,289.15,289.15,297.15,297.15,1500,1500
216900.0,289.15,289.15,297.15,297.15,1500,1500
217800.0,289.15,289.15,297.15,297.15,1500,1500
218700.0,289.15,289.15,297.15,297.15,1500,1500
219600.0,289.15,289.15,297.15,297.15,1500,1500
220500.0,289.15,289.15,297.15,297.15,1500,1500
221400.0,289.15,289.15,297.15,297.15,1500,1500
222300.0,289.15,289.15,297.15,297.15,1500,1500
223200.0,289.15,289.15,297.15,297.15,1500,1500
224100.0,289.15,289.15,297.15,297.15,1500,1500
225000.0,289.15,289.15,297.15,297.15,1500,1500
225900.0,289.15,289.15,297.15,297.15,1500,1500
226800.0,289.15,289.15,297.15,297.15,1500,1500
227700.0,289.15,289.15,297.15,297.15,1500,1500
228600.0,289.15,289.15,297.15,297.15,1500,1500
229500.0,289.15,289.15,297.15,297.15,1500,1500
230400.0,289.15,289.15,297.15,297.15,1500,1500
231300.0,289.15,289.15,297.15,297.15,1500,1500
232200.0,289.15,289.15,297.15,297.15,1500,1500
233100.0,289.15,289.15,297.15,297.15,1500,1500
234000.0,289.15,289.15,297.15,297.15,1500,1500
234900.0,289.15,289.15,297.15,297.15,1500,1500
235800.0,289.15,289.15,297.15,297.15,1500,1500
236700.0,289.15,289.15,297.15,297.15,1500,1500
237600.0,289.15,289.15,297.15,297.15,1500,1500
238500.0,289.15,289.15,297.15,297.15,1500,1500
239400.0,289.15,289.15,297.15,297.15,1500,1500
240300.0,289.15,289.15,297.15,297.15,1500,1500
241200.0,289.15,289.15,297.15,297.15,1500,1500
242100.0,289.15,289.15,297.15,297.15,1500,1500
243000.0,289.15,289.15,297.15,297.15,1500,1500
243900.0,289.15,289.15,297.15,297.15,1500,1500
244800.0,289.15,289.15,297.15,297.15,1500,1500
245700.0,294.15,294.15,297.15,297.15,1500,1500
246600.0,294.15,294.15,297.15,297.15,1500,1500
247500.0,294.15,294.15,297.15,297.15,1500,1500
248400.0,294.15,294.15,297.15,297.15,1500,1500
249300.0,294.15,294.15,297.15,297.15,1500,1500
250200.0,294.15,294.15,297.15,297.15,1500,1500
251100.0,294.15,294.15,297.15,297.15,1500,1500
252000.0,294.15,294.15,297.15,297.15,1500,1500
252900.0,294.15,294.15,297.15,297.15,1500,1500
253800.0,294.15,294.15,297.15,297.15,1500,1500
254700.0,294.15,294.15,297.15,297.15,1500,1500
255600.0,294.15,294.15,297.15,297.15,1500,1500
256500.0,294.15,294.15,297.15,297.15,1500,1500
257400.0,294.15,294.15,297.15,297.15,1500,1500
258300.0,294.15,294.15,297.15,297.15,1500,1500
259200.0,294.15,294.15,297.15,297.15,1500,1500
260100.0,294.15,294.15,297.15,297.15,1500,1500
261000.0,294.15,294.15,297.15,297.15,1500,1500
261900.0,294.15,294.15,297.15,297.15,1500,1500
262800.0,294.15,294.15,297.15,297.15,1500,1500
263700.0,294.15,294.15,297.15,297.15,1500,1500
264600.0,294.15,294.15,297.15,297.15,1500,1500
265500.0,294.15,294.15,297.15,297.15,1500,1500
266400.0,294.15,294.15,297.15,297.15,1500,1500
267300.0,294.15,294.15,297.15,297.15,1500,1500
268200.0,294.15,294.15,297.15,297.15,1500,1500
269100.0,294.15,294.15,297.15,297.15,1500,1500
270000.0,294.15,294.15,297.15,297.15,1500,1500
270900.0,294.15,294.15,297.15,297.15,1500,1500
271800.0,294.15,294.15,297.15,297.15,1500,1500
272700.0,294.15,294.15,297.15,297.15,1500,1500
273600.0,294.15,294.15,297.15,297.15,1500,1500
274500.0,294.15,294.15,297.15,297.15,1500,1500
275400.0,294.15,294.15,297.15,297.15,1500,1500
276300.0,294.15,294.15,297.15,297.15,1500,1500
277200.0,294.15,294.15,297.15,297.15,1500,1500
278100.0,294.15,294.15,297.15,297.15,1500,1500
279000.0,294.15,294.15,297.15,297.15,1500,1500
279900.0,294.15,294.15,297.15,297.15,1500,1500
280800.0,294.15,294.15,297.15,297.15,1500,1500
281700.0,294.15,294.15,297.15,297.15,1500,1500
282600.0,294.15,294.15,297.15,297.15,1500,1500
283500.0,294.15,294.15,297.15,297.15,1500,1500
284400.0,294.15,294.15,297.15,297.15,1500,1500
285300.0,294.15,294.15,297.15,297.15,1500,1500
286200.0,294.15,294.15,297.15,297.15,1500,1500
287100.0,294.15,294.15,297.15,297.15,1500,1500
288000.0,294.15,294.15,297.15,297.15,1500,1500
288900.0,289.15,289.15,297.15,297.15,1500,1500
289800.0,289.15,289.15,297.15,297.15,1500,1500
290700.0,289.15,289.15,297.15,297.15,1500,1500
291600.0,289.15,289.15,297.15,297.15,1500,1500
292500.0,289.15,289.15,297.15,297.15,1500,1500
293400.0,289.15,289.15,297.15,297.15,1500,1500
294300.0,289.15,289.15,297.15,297.15,1500,1500
295200.0,289.15,289.15,297.15,297.15,1500,1500
296100.0,289.15,289.15,297.15,297.15,1500,1500
297000.0,289.15,289.15,297.15,297.15,1500,1500
297900.0,289.15,289.15,297.15,297.15,1500,1500
298800.0,289.15,289.15,297.15,297.15,1500,1500
299700.0,289.15,289.15,297.15,297.15,1500,1500
300600.0,289.15,289.15,297.15,297.15,1500,1500
301500.0,289.15,289.15,297.15,297.15,1500,1500
302400.0,289.15,289.15,297.15,297.15,1500,1500
303300.0,289.15,289.15,297.15,297.15,1500,1500
304200.0,289.15,289.15,297.15,297.15,1500,1500
305100.0,289.15,289.15,297.15,297.15,1500,1500
306000.0,289.15,289.15,297.15,297.15,1500,1500
306900.0,289.15,289.15,297.15,297.15,1500,1500
307800.0,289.15,289.15,297.15,297.15,1500,1500
308700.0,289.15,289.15,297.15,297.15,1500,1500
309600.0,289.15,289.15,297.15,297.15,1500,1500
310500.0,289.15,289.15,297.15,297.15,1500,1500
311400.0,289.15,289.15,297.15,297.15,1500,1500
312300.0,289.15,289.15,297.15,297.15,1500,1500
313200.0,289.15,289.15,297.15,297.15,1500,1500
314100.0,289.15,289.15,297.15,297.15,1500,1500
315000.0,289.15,289.15,297.15,297.15,1500,1500
315900.0,289.15,289.15,297.15,297.15,1500,1500
316800.0,289.15,289.15,297.15,297.15,1500,1500
317700.0,289.15,289.15,297.15,297.15,1500,1500
318600.0,289.15,289.15,297.15,297.15,1500,1500
319500.0,289.15,289.15,297.15,297.15,1500,1500
320400.0,289.15,289.15,297.15,297.15,1500,1500
321300.0,289.15,289.15,297.15,297.15,1500,1500
322200.0,289.15,289.15,297.15,297.15,1500,1500
323100.0,289.15,289.15,297.15,297.15,1500,1500
324000.0,289.15,289.15,297.15,297.15,1500,1500
324900.0,289.15,289.15,297.15,297.15,1500,1500
325800.0,289.15,289.15,297.15,297.15,1500,1500
326700.0,289.15,289.15,297.15,297.15,1500,1500
327600.0,289.15,289.15,297.15,297.15,1500,1500
328500.0,289.15,289.15,297.15,297.15,1500,1500
329400.0,289.15,289.15,297.15,297.15,1500,1500
330300.0,289.15,289.15,297.15,297.15,1500,1500
331200.0,289.15,289.15,297.15,297.15,1500,1500
332100.0,294.15,294.15,297.15,297.15,1500,1500
333000.0,294.15,294.15,297.15,297.15,1500,1500
333900.0,294.15,294.15,297.15,297.15,1500,1500
334800.0,294.15,294.15,297.15,297.15,1500,1500
335700.0,294.15,294.15,297.15,297.15,1500,1500
336600.0,294.15,294.15,297.15,297.15,1500,1500
337500.0,294.15,294.15,297.15,297.15,1500,1500
338400.0,294.15,294.15,297.15,297.15,1500,1500
339300.0,294.15,294.15,297.15,297.15,1500,1500
340200.0,294.15,294.15,297.15,297.15,1500,1500
341100.0,294.15,294.15,297.15,297.15,1500,1500
342000.0,294.15,294.15,297.15,297.15,1500,1500
342900.0,294.15,294.15,297.15,297.15,1500,1500
343800.0,294.15,294.15,297.15,297.15,1500,1500
344700.0,294.15,294.15,297.15,297.15,1500,1500
345600.0,294.15,294.15,297.15,297.15,1500,1500
346500.0,294.15,294.15,297.15,297.15,1500,1500
347400.0,294.15,294.15,297.15,297.15,1500,1500
348300.0,294.15,294.15,297.15,297.15,1500,1500
349200.0,294.15,294.15,297.15,297.15,1500,1500
350100.0,294.15,294.15,297.15,297.15,1500,1500
351000.0,294.15,294.15,297.15,297.15,1500,1500
351900.0,294.15,294.15,297.15,297.15,1500,1500
352800.0,294.15,294.15,297.15,297.15,1500,1500
353700.0,294.15,294.15,297.15,297.15,1500,1500
354600.0,294.15,294.15,297.15,297.15,1500,1500
355500.0,294.15,294.15,297.15,297.15,1500,1500
356400.0,294.15,294.15,297.15,297.15,1500,1500
357300.0,294.15,294.15,297.15,297.15,1500,1500
358200.0,294.15,294.15,297.15,297.15,1500,1500
359100.0,294.15,294.15,297.15,297.15,1500,1500
360000.0,294.15,294.15,297.15,297.15,1500,1500
360900.0,294.15,294.15,297.15,297.15,1500,1500
361800.0,294.15,294.15,297.15,297.15,1500,1500
362700.0,294.15,294.15,297.15,297.15,1500,1500
363600.0,294.15,294.15,297.15,297.15,1500,1500
364500.0,294.15,294.15,297.15,297.15,1500,1500
365400.0,294.15,294.15,297.15,297.15,1500,1500
366300.0,294.15,294.15,297.15,297.15,1500,1500
367200.0,294.15,294.15,297.15,297.15,1500,1500
368100.0,294.15,294.15,297.15,297.15,1500,1500
369000.0,294.15,294.15,297.15,297.15,1500,1500
369900.0,294.15,294.15,297.15,297.15,1500,1500
370800.0,294.15,294.15,297.15,297.15,1500,1500
371700.0,294.15,294.15,297.15,297.15,1500,1500
372600.0,294.15,294.15,297.15,297.15,1500,1500
373500.0,294.15,294.15,297.15,297.15,1500,1500
374400.0,294.15,294.15,297.15,297.15,1500,1500
375300.0,289.15,289.15,297.15,297.15,1500,1500
376200.0,289.15,289.15,297.15,297.15,1500,1500
377100.0,289.15,289.15,297.15,297.15,1500,1500
378000.0,289.15,289.15,297.15,297.15,1500,1500
378900.0,289.15,289.15,297.15,297.15,1500,1500
379800.0,289.15,289.15,297.15,297.15,1500,1500
380700.0,289.15,289.15,297.15,297.15,1500,1500
381600.0,289.15,289.15,297.15,297.15,1500,1500
382500.0,289.15,289.15,297.15,297.15,1500,1500
383400.0,289.15,289.15,297.15,297.15,1500,1500
384300.0,289.15,289.15,297.15,297.15,1500,1500
385200.0,289.15,289.15,297.15,297.15,1500,1500
386100.0,289.15,289.15,297.15,297.15,1500,1500
387000.0,289.15,289.15,297.15,297.15,1500,1500
387900.0,289.15,289.15,297.15,297.15,1500,1500
388800.0,289.15,289.15,297.15,297.15,1500,1500
389700.0,289.15,289.15,297.15,297.15,1500,1500
390600.0,289.15,289.15,297.15,297.15,1500,1500
391500.0,289.15,289.15,297.15,297.15,1500,1500
392400.0,289.15,289.15,297.15,297.15,1500,1500
393300.0,289.15,289.15,297.15,297.15,1500,1500
394200.0,289.15,289.15,297.15,297.15,1500,1500
395100.0,289.15,289.15,297.15,297.15,1500,1500
396000.0,289.15,289.15,297.15,297.15,1500,1500
396900.0,289.15,289.15,297.15,297.15,1500,1500
397800.0,289.15,289.15,297.15,297.15,1500,1500
398700.0,289.15,289.15,297.15,297.15,1500,1500
399600.0,289.15,289.15,297.15,297.15,1500,1500
400500.0,289.15,289.15,297.15,297.15,1500,1500
401400.0,289.15,289.15,297.15,297.15,1500,1500
402300.0,289.15,289.15,297.15,297.15,1500,1500
403200.0,289.15,289.15,297.15,297.15,1500,1500
404100.0,289.15,289.15,297.15,297.15,1500,1500
405000.0,289.15,289.15,297.15,297.15,1500,1500
405900.0,289.15,289.15,297.15,297.15,1500,1500
406800.0,289.15,289.15,297.15,297.15,1500,1500
407700.0,289.15,289.15,297.15,297.15,1500,1500
408600.0,289.15,289.15,297.15,297.15,1500,1500
409500.0,289.15,289.15,297.15,297.15,1500,1500
410400.0,289.15,289.15,297.15,297.15,1500,1500
411300.0,289.15,289.15,297.15,297.15,1500,1500
412200.0,289.15,289.15,297.15,297.15,1500,1500
413100.0,289.15,289.15,297.15,297.15,1500,1500
414000.0,289.15,289.15,297.15,297.15,1500,1500
414900.0,289.15,289.15,297.15,297.15,1500,1500
415800.0,289.15,289.15,297.15,297.15,1500,1500
416700.0,289.15,289.15,297.15,297.15,1500,1500
417600.0,289.15,289.15,297.15,297.15,1500,1500
418500.0,294.15,294.15,297.15,297.15,1500,1500
419400.0,294.15,294.15,297.15,297.15,1500,1500
420300.0,294.15,294.15,297.15,297.15,1500,1500
421200.0,294.15,294.15,297.15,297.15,1500,1500
422100.0,294.15,294.15,297.15,297.15,1500,1500
423000.0,294.15,294.15,297.15,297.15,1500,1500
423900.0,294.15,294.15,297.15,297.15,1500,1500
424800.0,294.15,294.15,297.15,297.15,1500,1500
425700.0,294.15,294.15,297.15,297.15,1500,1500
426600.0,294.15,294.15,297.15,297.15,1500,1500
427500.0,294.15,294.15,297.15,297.15,1500,1500
428400.0,294.15,294.15,297.15,297.15,1500,1500
429300.0,294.15,294.15,297.15,297.15,1500,1500
430200.0,294.15,294.15,297.15,297.15,1500,1500
431100.0,294.15,294.15,297.15,297.15,1500,1500
432000.0,294.15,294.15,297.15,297.15,1500,1500
432900.0,294.15,294.15,297.15,297.15,1500,1500
433800.0,294.15,294.15,297.15,297.15,1500,1500
434700.0,294.15,294.15,297.15,297.15,1500,1500
435600.0,294.15,294.15,297.15,297.15,1500,1500
436500.0,294.15,294.15,297.15,297.15,1500,1500
437400.0,294.15,294.15,297.15,297.15,1500,1500
438300.0,294.15,294.15,297.15,297.15,1500,1500
439200.0,294.15,294.15,297.15,297.15,1500,1500
440100.0,294.15,294.15,297.15,297.15,1500,1500
441000.0,294.15,294.15,297.15,297.15,1500,1500
441900.0,294.15,294.15,297.15,297.15,1500,1500
442800.0,294.15,294.15,297.15,297.15,1500,1500
443700.0,294.15,294.15,297.15,297.15,1500,1500
444600.0,294.15,294.15,297.15,297.15,1500,1500
445500.0,294.15,294.15,297.15,297.15,1500,1500
446400.0,294.15,294.15,297.15,297.15,1500,1500
447300.0,294.15,294.15,297.15,297.15,1500,1500
448200.0,294.15,294.15,297.15,297.15,1500,1500
449100.0,294.15,294.15,297.15,297.15,1500,1500
450000.0,294.15,294.15,297.15,297.15,1500,1500
450900.0,294.15,294.15,297.15,297.15,1500,1500
451800.0,294.15,294.15,297.15,297.15,1500,1500
452700.0,294.15,294.15,297.15,297.15,1500,1500
