# time: time [s],,,,,,,
# UpperSetp: Cooling zone temperature setpoint [K],,,,,,,
# LowerSetp: Heating zone temperature setpoint [K],,,,,,,
# InternalGainsRad: Radiative internal gains [W],,,,,,,
# InternalGainsCon: Convective internal gains [W],,,,,,,
# InternalGainsLat: Latent internal gains [W],,,,,,,
# Occupancy: Number of occupants [ppl],,,,,,,
# UpperCO2: Zone CO2 concentration upper limit [ppm],,,,,,,
Time,UpperSetp[1],LowerSetp[1],InternalGainsRad[1],InternalGainsCon[1],InternalGainsLat[1],Occupancy[1],UpperCO2[1]
219600,297.15,294.15,552.24,419.360016,90,2,894
220200,297.15,294.15,552.24,419.360016,90,2,894
220800,297.15,294.15,552.24,419.360016,90,2,894
221400,297.15,294.15,552.24,419.360016,90,2,894
222000,297.15,294.15,552.24,419.360016,90,2,894
222600,297.15,294.15,552.24,419.360016,90,2,894
223200,297.15,294.15,552.24,419.360016,90,2,894
223800,297.15,294.15,552.24,419.360016,90,2,894
224400,297.15,294.15,552.24,419.360016,90,2,894
225000,297.15,294.15,552.24,419.360016,90,2,894
225600,297.15,294.15,552.24,419.360016,90,2,894
226200,297.15,294.15,552.24,419.360016,90,2,894
226800,297.15,294.15,552.24,419.360016,90,2,894
227400,297.15,294.15,552.24,419.360016,90,2,894
228000,297.15,294.15,552.24,419.360016,90,2,894
228600,297.15,294.15,552.24,419.360016,90,2,894
229200,297.15,294.15,552.24,419.360016,90,2,894
229800,297.15,294.15,552.24,419.360016,90,2,894
230400,297.15,294.15,552.24,419.360016,90,2,894
231000,297.15,294.15,552.24,419.360016,90,2,894
231600,297.15,294.15,552.24,419.360016,90,2,894
232200,297.15,294.15,552.24,419.360016,90,2,894
232800,297.15,294.15,552.24,419.360016,90,2,894
233400,297.15,294.15,552.24,419.360016,90,2,894
234000,297.15,294.15,552.24,419.360016,90,2,894
234600,297.15,294.15,552.24,419.360016,90,2,894
235200,297.15,294.15,552.24,419.360016,90,2,894
235800,297.15,294.15,552.24,419.360016,90,2,894
236400,297.15,294.15,552.24,419.360016,90,2,894
237000,297.15,294.15,552.24,419.360016,90,2,894
237600,297.15,294.15,552.24,419.360016,90,2,894
238200,303.15,288.15,46.464,36.096,0,0,1500
238800,303.15,288.15,46.464,36.096,0,0,1500
239400,303.15,288.15,46.464,36.096,0,0,1500
240000,303.15,288.15,46.464,36.096,0,0,1500
240600,303.15,288.15,46.464,36.096,0,0,1500
241200,303.15,288.15,46.464,36.096,0,0,1500
241800,303.15,288.15,46.464,36.096,0,0,1500
242400,303.15,288.15,46.464,36.096,0,0,1500
243000,303.15,288.15,46.464,36.096,0,0,1500
243600,303.15,288.15,46.464,36.096,0,0,1500
244200,303.15,288.15,46.464,36.096,0,0,1500
244800,303.15,288.15,46.464,36.096,0,0,1500
245400,303.15,288.15,46.464,36.096,0,0,1500
246000,303.15,288.15,46.464,36.096,0,0,1500
246600,303.15,288.15,46.464,36.096,0,0,1500
247200,303.15,288.15,46.464,36.096,0,0,1500
247800,303.15,288.15,46.464,36.096,0,0,1500
248400,303.15,288.15,46.464,36.096,0,0,1500
249000,303.15,288.15,46.464,36.096,0,0,1500
249600,303.15,288.15,46.464,36.096,0,0,1500
250200,303.15,288.15,46.464,36.096,0,0,1500
250800,303.15,288.15,46.464,36.096,0,0,1500
251400,303.15,288.15,46.464,36.096,0,0,1500
252000,303.15,288.15,46.464,36.096,0,0,1500
252600,303.15,288.15,46.464,36.096,0,0,1500
253200,303.15,288.15,46.464,36.096,0,0,1500
253800,303.15,288.15,46.464,36.096,0,0,1500
254400,303.15,288.15,46.464,36.096,0,0,1500
255000,303.15,288.15,46.464,36.096,0,0,1500
255600,303.15,288.15,46.464,36.096,0,0,1500
256200,303.15,288.15,46.464,36.096,0,0,1500
256800,303.15,288.15,46.464,36.096,0,0,1500
257400,303.15,288.15,46.464,36.096,0,0,1500
258000,303.15,288.15,46.464,36.096,0,0,1500
258600,303.15,288.15,46.464,36.096,0,0,1500
259200,303.15,288.15,46.464,36.096,0,0,1500
259800,303.15,288.15,46.464,36.096,0,0,1500
260400,303.15,288.15,46.464,36.096,0,0,1500
261000,303.15,288.15,46.464,36.096,0,0,1500
261600,303.15,288.15,46.464,36.096,0,0,1500
262200,303.15,288.15,46.464,36.096,0,0,1500
262800,303.15,288.15,46.464,36.096,0,0,1500
263400,303.15,288.15,46.464,36.096,0,0,1500
264000,303.15,288.15,46.464,36.096,0,0,1500
264600,303.15,288.15,46.464,36.096,0,0,1500
265200,303.15,288.15,46.464,36.096,0,0,1500
265800,303.15,288.15,46.464,36.096,0,0,1500
266400,303.15,288.15,46.464,36.096,0,0,1500
267000,303.15,288.15,46.464,36.096,0,0,1500
267600,303.15,288.15,46.464,36.096,0,0,1500
268200,303.15,288.15,46.464,36.096,0,0,1500
268800,303.15,288.15,46.464,36.096,0,0,1500
269400,303.15,288.15,46.464,36.096,0,0,1500
270000,303.15,288.15,46.464,36.096,0,0,1500
270600,303.15,288.15,46.464,36.096,0,0,1500
271200,303.15,288.15,46.464,36.096,0,0,1500
271800,303.15,288.15,46.464,36.096,0,0,1500
272400,303.15,288.15,46.464,36.096,0,0,1500
273000,303.15,288.15,46.464,36.096,0,0,1500
273600,303.15,288.15,46.464,36.096,0,0,1500
274200,303.15,288.15,46.464,36.096,0,0,1500
274800,303.15,288.15,46.464,36.096,0,0,1500
275400,303.15,288.15,46.464,36.096,0,0,1500
276000,303.15,288.15,46.464,36.096,0,0,1500
276600,303.15,288.15,46.464,36.096,0,0,1500
277200,303.15,288.15,46.464,36.096,0,0,1500
277800,303.15,288.15,46.464,36.096,0,0,1500
278400,303.15,288.15,46.464,36.096,0,0,1500
279000,303.15,288.15,46.464,36.096,0,0,1500
279600,303.15,288.15,46.464,36.096,0,0,1500
280200,303.15,288.15,46.464,36.096,0,0,1500
280800,303.15,288.15,46.464,36.096,0,0,1500
281400,303.15,288.15,46.464,36.096,0,0,1500
282000,303.15,288.15,46.464,36.096,0,0,1500
282600,303.15,288.15,46.464,36.096,0,0,1500
283200,303.15,288.15,46.464,36.096,0,0,1500
283800,303.15,288.15,46.464,36.096,0,0,1500
284400,303.15,288.15,46.464,36.096,0,0,1500
285000,303.15,288.15,46.464,36.096,0,0,1500
285600,303.15,288.15,46.464,36.096,0,0,1500
286200,303.15,288.15,46.464,36.096,0,0,1500
286800,303.15,288.15,46.464,36.096,0,0,1500
287400,303.15,288.15,46.464,36.096,0,0,1500
288000,297.15,294.15,552.24,419.360016,90,2,894
288600,297.15,294.15,552.24,419.360016,90,2,894
289200,297.15,294.15,552.24,419.360016,90,2,894
289800,297.15,294.15,552.24,419.360016,90,2,894
290400,297.15,294.15,552.24,419.360016,90,2,894
291000,297.15,294.15,552.24,419.360016,90,2,894
291600,297.15,294.15,552.24,419.360016,90,2,894
292200,297.15,294.15,552.24,419.360016,90,2,894
292800,297.15,294.15,552.24,419.360016,90,2,894
293400,297.15,294.15,552.24,419.360016,90,2,894
294000,297.15,294.15,552.24,419.360016,90,2,894
294600,297.15,294.15,552.24,419.360016,90,2,894
295200,297.15,294.15,552.24,419.360016,90,2,894
295800,297.15,294.15,552.24,419.360016,90,2,894
296400,297.15,294.15,552.24,419.360016,90,2,894
297000,297.15,294.15,552.24,419.360016,90,2,894
297600,297.15,294.15,552.24,419.360016,90,2,894
298200,297.15,294.15,552.24,419.360016,90,2,894
298800,297.15,294.15,552.24,419.360016,90,2,894
299400,297.15,294.15,552.24,419.360016,90,2,894
300000,297.15,294.15,552.24,419.360016,90,2,894
300600,297.15,294.15,552.24,419.360016,90,2,894
301200,297.15,294.15,552.24,419.360016,90,2,894
301800,297.15,294.15,552.24,419.360016,90,2,894
302400,297.15,294.15,552.24,419.360016,90,2,894
303000,297.15,294.15,552.24,419.360016,90,2,894
303600,297.15,294.15,552.24,419.360016,90,2,894
304200,297.15,294.15,552.24,419.360016,90,2,894
304800,297.15,294.15,552.24,419.360016,90,2,894
305400,297.15,294.15,552.24,419.360016,90,2,894
306000,297.15,294.15,552.24,419.360016,90,2,894
306600,297.15,294.15,552.24,419.360016,90,2,894
307200,297.15,294.15,552.24,419.360016,90,2,894
307800,297.15,294.15,552.24,419.360016,90,2,894
308400,297.15,294.15,552.24,419.360016,90,2,894
