time,HDifHor,HDirNor,HGloHor,HHorIR,TBlaSky,TDewPoi,TDryBul,TWetBul,ceiHei,nOpa,nTot,pAtm,relHum,solAlt,solDec,solHouAng,solTim,solZen,winDir,winSpe,cloTim,lat,lon
36000.0,2.187499999999999,0.0,2.187499999999999,329.0,271.7542770994117,276.95,277.45,277.2467371710537,90.0,1.0,1.0,100316.0,0.97,0.11140355734679,-0.4023444969819617,-0.5812486275653483,35207.25763025618,1.459392769448107,2.792526803190927,9.3,36000.0,0.9706509008626303,0.22070211990243896
36900.0,3.632812499999999,0.0,3.632812499999999,329.73125,271.8887029212323,277.053125,277.5625,277.3556198902275,87.890625,1.0,1.0,100300.6875,0.969609375,0.1292725613292804,-0.4023306774238943,-0.5158191030651511,36106.97817651437,1.441523765465616,2.836160034490785,9.070689655172414,36900.0,0.9706509008626303,0.22070211990243896
37800.0,5.0,0.0,5.0,330.4,272.0278710267856,277.1416666666667,277.6833333333333,277.44806620756,88.125,1.0,1.0,100286.8333333333,0.965625,0.1452279701318326,-0.4023168442830938,-0.4503895764237142,37006.69875221672,1.425568356663064,2.879793265790644,8.416283524904214,37800.0,0.9706509008626303,0.22070211990243896
38700.0,6.2734375,0.0,6.2734375,331.11875,272.176188739308,277.234375,277.8125,277.5463028257025,89.296875,1.0,1.0,100275.0625,0.961328125,0.1591927724118238,-0.4023029975602413,-0.3849600476389951,37906.41935739131,1.411603554383073,2.923426497090502,7.678735632183908,38700.0,0.9706509008626303,0.22070211990243896
39600.0,7.5625,0.0,7.5625,332.0,272.3380610021398,277.35,277.95,277.6730786026322,90.0,1.0,1.0,100266.0,0.96,0.1710970268152796,-0.4022891372560192,-0.3195305167089486,38806.13999206627,1.399699299979617,2.96705972839036,7.2,39600.0,0.9706509008626303,0.22070211990243896
40500.0,8.8203125,0.0,8.8203125,333.0,272.5183319216752,277.51625,278.094140625,277.8303485391513,90.0,1.0,1.0,100258.5,0.962109375,0.1808791397054355,-0.40227526337111,-0.2541009836315339,39705.86065626967,1.389917187089461,3.010692959690219,7.111745689655173,40500.0,0.9706509008626303,0.22070211990243896
41400.0,10.0,0.0,10.0,334.0,272.7133019026445,277.7266666666666,278.2427083333333,277.9991199180791,90.0,1.0,1.0,100251.0,0.9652083333333332,0.1884870768585902,-0.4022613759061969,-0.1886714484047063,40605.58135002961,1.382309249936306,3.054326190990077,7.2,41400.0,0.9706509008626303,0.22070211990243896
42300.0,11.0703125,0.0,11.0703125,335.0,272.914568453815,277.94875,278.394921875,278.1710134563016,90.0,1.0,1.0,100243.5,0.968203125,0.1938794512808741,-0.4022474748619641,-0.1232419110264243,41505.30207337418,1.376916875514022,3.097959422289935,7.288254310344827,42300.0,0.9706509008626303,0.22070211990243896
43200.0,12.0625,0.0,12.0625,336.0,273.1137509374933,278.15,278.55,278.3374787621182,90.0,1.0,1.0,100236.0,0.97,0.1970264310158112,-0.4022335602390961,-0.0578123714946457,42405.02282633145,1.373769895779085,3.141592653589793,7.2,43200.0,0.9706509008626303,0.22070211990243896
44100.0,13.0234375,0.0,13.0234375,337.0,273.2980911959891,278.3075,278.700390625,278.4888342705477,90.703125,1.0,1.0,100228.5,0.9703125,0.1979104172076429,-0.402219632038278,0.0076171701926722,43304.74360892952,1.372885909587254,3.20704250053958,6.632931034482759,44100.0,0.9706509008626303,0.22070211990243896
45000.0,14.0,0.0,14.0,338.0,273.4788842369486,278.44,278.853125,278.6380437791241,91.875,1.0,1.0,100221.0,0.97,0.196526453619208,-0.4022056902601959,0.0730467140375704,44204.46442119643,1.374269873175689,3.30158116835594,5.706494252873562,45000.0,0.9706509008626303,0.22070211990243896
45900.0,15.0,0.0,15.0,339.0,273.6838441714831,278.5775,279.029296875,278.8104626322012,92.109375,1.0,1.0,100213.5,0.9696875,0.1928823435058582,-0.4021917349055362,0.1384762600420907,45104.18526316029,1.377913983289038,3.403392041388943,4.876810344827584,45900.0,0.9706509008626303,0.22070211990243896
46800.0,16.0,0.0,16.0,340.0,273.9406881164418,278.75,279.25,279.0315625542898,90.0,1.0,1.0,100206.0,0.97,0.1869984668831517,-0.4021777659749861,0.2039058082082737,46003.90613484915,1.383797859911745,3.490658503988659,4.6,46800.0,0.9706509008626303,0.22070211990243896
47700.0,17.0,0.0,17.0,341.140625,274.2445995700185,279.00078125,279.5,279.2978806188632,84.609375,1.0,1.0,100196.3125,0.9725,0.178907309078232,-0.4021637834692334,0.2693353585381607,46903.62703629107,1.391889017716665,3.546563581591602,4.795270522388059,47700.0,0.9706509008626303,0.22070211990243896
48600.0,18.0,0.0,18.0,342.4583333333333,274.564217149932,279.31875,279.75,279.5769370869111,76.875,1.0,1.0,100185.25,0.9766666666666668,0.1686527281902204,-0.4021497873889666,0.3347649110337921,47803.34796751411,1.402143598604676,3.581561069196697,5.060721393034826,48600.0,0.9706509008626303,0.22070211990243896
49500.0,18.540625,0.0,18.540625,343.796875,274.8874671028052,279.65234375,280.0,279.8503051940471,68.203125,1.0,1.0,100177.3125,0.98,0.1562890030498083,-0.4021357777348747,0.4001944656972077,48703.06892854632,1.414507323745088,3.614740505497631,5.370811567164179,49500.0,0.9706509008626303,0.22070211990243896
50400.0,18.275,0.0,18.275,345.0,275.2023240376665,279.95,280.25,280.0988959004133,60.0,1.0,1.0,100177.0,0.98,0.1418797132406662,-0.4021217545076476,0.4656240225304487,49602.78991941577,1.42891661355423,3.665191429188092,5.7,50400.0,0.9706509008626303,0.22070211990243896
51300.0,17.371875,0.0,17.371875,346.0,275.1769127418902,280.21640625,280.5,280.3283724290416,52.5,0.984375,0.984375,100182.0,0.9775,0.1254965080938351,-0.4021077177079755,0.5310535815355537,50502.5109401505,1.445299818701062,3.771547430481497,6.120125932835821,51300.0,0.9706509008626303,0.22070211990243896
52200.0,16.0,0.0,16.0,346.8333333333333,274.7912086337462,280.4645833333333,280.75,280.5574803372963,45.0,0.95,0.95,100187.0,0.975,0.1072178222868161,-0.4020936673365496,0.5964831427145625,51402.23199077856,1.46357850450808,3.926990816987241,6.615111940298508,52200.0,0.9706509008626303,0.22070211990243896
53100.0,14.0125,0.0,14.0125,347.5,274.4500417875526,280.65546875,281.0,280.7862181650942,37.5,0.915625,0.915625,100192.0,0.9725,0.0871275923165109,-0.4020796033940612,0.6619127060695145,52301.95307132797,1.483668734478386,4.082434203492986,7.027541977611941,53100.0,0.9706509008626303,0.22070211990243896
54000.0,11.5,0.0,11.5,348.0,274.4482182017425,280.75,281.25,281.0145844857151,30.0,0.9,0.9,100197.0,0.97,0.0653140216026024,-0.402065525881203,0.7273422716024481,53201.67418182679,1.505482305192294,4.188790204786391,7.2,54000.0,0.9706509008626303,0.22070211990243896
54900.0,8.9875,0.0,8.9875,348.35546875,274.5710580140363,280.7520833333333,281.375390625,281.1191222402151,39.0,0.9,0.9,100202.0,0.9675,0.0418684334403236,-0.4020514347986677,0.792771839315402,54101.39532230304,1.528927893354573,4.235423220738115,7.022217987804878,54900.0,0.9706509008626303,0.22070211990243896
55800.0,7.0,0.0,7.0,348.6145833333333,274.512146050306,280.7055555555555,281.3260416666666,281.0504711642402,69.0,0.9,0.9,100207.0,0.965,0.0168842415883585,-0.402037330147149,0.8582014092104147,55001.11649278475,1.553912085206538,4.247695067041199,6.600914634146342,55800.0,0.9706509008626303,0.22070211990243896
56700.0,5.4875,0.0,5.4875,348.81640625,274.3853203670095,280.63125,281.213671875,280.9195323098315,102.0,0.9,0.9,100212.0,0.9625,-0.0095439410620994,-0.402023211927341,0.923630981289524,55900.83769329995,1.580340267856996,4.23051448221688,6.104153963414634,56700.0,0.9706509008626303,0.22070211990243896
57600.0,4.1,0.0,4.1,349.0,274.3044069692926,280.55,281.15,280.8368858289483,120.0,0.9,0.9,100217.0,0.96,-0.0373210437764286,-0.4020090801399387,0.9890605555547686,56800.55892387666,1.608117370571325,4.188790204786391,5.7,57600.0,0.9706509008626303,0.22070211990243896
58500.0,2.912500000000001,0.0,2.912500000000001,349.140625,274.282600033365,280.4567307692308,281.149765625,280.7935745815651,123.2801405325444,0.9,0.9,100382.4804804805,0.9544921875,-0.0663521243921025,-0.4019949347856375,1.054490132008185,57700.28018454288,1.637148451186999,4.104796234534164,5.358346036585366,58500.0,0.9706509008626303,0.22070211990243896
59400.0,2.0,0.0,2.0,349.1875,274.2585538927951,280.3457264957265,281.1514583333333,280.7236287524919,124.2470414201183,0.9,0.9,100740.2812812813,0.9453125,-0.0965428015441767,-0.4019807758651336,1.11991971065181,58600.00147532665,1.667339128339073,3.988077340807043,4.999085365853658,59400.0,0.9706509008626303,0.22070211990243896
60300.0,1.265625,0.0,1.265625,349.140625,274.2342739722677,280.2368589743589,281.152421875,280.6518063354374,123.0904215976331,0.9,0.9,101097.4414414414,0.9359765625,-0.1277995372292693,-0.4019666033791237,1.185349291487681,59499.72279625596,1.698595864024166,3.88444841646988,4.715282012195122,60300.0,0.9706509008626303,0.22070211990243896
61200.0,0.6250000000000002,0.0,0.6250000000000002,349.0,274.2117784203126,280.15,281.15,280.6027193054338,120.0,0.9,0.9,101261.0,0.93,-0.160029776499967,-0.4019524173283053,1.250778874517835,60399.44414735883,1.730826103294864,3.839724354387525,4.6,61200.0,0.9706509008626303,0.22070211990243896
62100.0,0.1718750000000002,0.0,0.1718750000000002,348.04140625,274.2066236624221,280.1777243589743,281.138125,280.6285712444202,113.6897280502542,0.9,0.9,101110.6316081169,0.9348046875,-0.1931419519405717,-0.4019382177133765,1.316208459744308,61299.16552866325,1.763938278735468,3.839724354387525,4.6,62100.0,0.9706509008626303,0.22070211990243896
63000.0,0.0,0.0,0.0,346.13125,274.2185362807693,280.3264957264957,281.115,280.7189316525509,104.6666909742479,0.9,0.9,100776.4135175411,0.9492708333333332,-0.2270453602478901,-0.4019240045350358,1.381638047169136,62198.88694019723,1.797841687042787,3.839724354387525,4.6,63000.0,0.9706509008626303,0.22070211990243896
63900.0,0.0,0.0,0.0,344.15546875,274.2258136841621,280.4870192307692,281.084375,280.8044828002295,95.8103084111176,0.9,0.9,100440.9886681947,0.9641015625,-0.2616499169505113,-0.4019097777939828,1.447067636794354,63098.60838198874,1.832446243745408,3.839724354387525,4.6,63900.0,0.9706509008626303,0.22070211990243896
64800.0,0.0,0.0,0.0,343.0,274.2068418236518,280.55,281.05,280.8163905549566,90.0,0.9,0.9,100287.0,0.97,-0.2968657932527625,-0.4018955374909173,1.512497228622,63998.3298540658,1.867662120047659,3.839724354387525,4.6,64800.0,0.9706509008626303,0.22070211990243896
65700.0,0.0,0.0,0.0,342.9253289473684,274.0953433022041,280.4363839285714,280.9626442307692,280.6999365855332,92.5385913881458,0.9,0.9,100284.7193128633,0.966171875,-0.332602936363884,-0.4018812836265399,1.577926822654106,64898.05135645637,1.903399263158781,3.839724354387525,4.6,65700.0,0.9706509008626303,0.22070211990243896
66600.0,0.0,0.0,0.0,343.3342105263158,273.89464724291,280.2109126984127,280.8103846153846,280.4996215536388,104.1803751571212,0.9,0.9,100283.3077652802,0.9597916666666668,-0.3687704716215128,-0.401867016201552,1.643356418892709,65797.77288918846,1.939566798416409,3.839724354387525,4.6,66600.0,0.9706509008626303,0.22070211990243896
67500.0,0.0,0.0,0.0,343.8259868421052,273.6876083496455,279.9799851190476,280.6529326923077,280.2954715783179,120.981971347536,0.9,0.9,100283.742335057,0.953515625,-0.4052759813793163,-0.4018527352166554,1.708786017339844,66697.49445229002,1.976072308174213,3.839724354387525,4.6,67500.0,0.9706509008626303,0.22070211990243896
68400.0,0.0,0.0,0.0,344.0,273.5571137915595,279.85,280.55,280.1668119334538,139.0,0.9,0.9,100287.0,0.95,-0.4420246521475266,-0.4018384406725525,1.774215617997543,67597.21604578903,2.012820978942423,3.839724354387525,4.6,68400.0,0.9706509008626303,0.22070211990243896
69300.0,0.0,0.0,0.0,343.6677631578947,273.6199447921093,279.8915178571428,280.6045673076923,280.2175925166592,174.3112370554241,0.9,0.9,100292.0043828265,0.949609375,-0.478918278041629,-0.4018241325699468,1.839645220867841,68496.93766971347,2.049714604836526,3.839724354387525,4.755375,69300.0,0.9706509008626303,0.22070211990243896
70200.0,0.0,0.0,0.0,342.9824561403509,273.8275590786741,280.0297619047619,280.7846153846153,280.3997199466093,229.2681805841058,0.9,0.9,100297.0168157424,0.9502083333333332,-0.5158541054949,-0.4018098109095419,1.905074825952775,69396.65932409132,2.086650432289797,3.839724354387525,5.106,70200.0,0.9706509008626303,0.22070211990243896
71100.0,0.0,0.0,0.0,342.0559210526316,274.0148590601505,280.153125,280.9473557692307,280.5640269140177,279.3410338207346,0.9,0.9,100302.0208407871,0.950703125,-0.5527235018869234,-0.4017954756920422,1.970504433254372,70296.3810089505,2.12351982868182,3.839724354387525,5.478625,71100.0,0.9706509008626303,0.22070211990243896
72000.0,0.0,0.0,0.0,341.0,274.0167140216497,280.15,280.95,280.5611411650816,300.0,0.9,0.9,100307.0,0.95,-0.5894104299847629,-0.4017811269181529,2.03593404277467,71196.102724319,2.160206756779659,3.839724354387525,5.7,72000.0,0.9706509008626303,0.22070211990243896
72900.0,0.0,0.0,0.0,338.0833333333333,273.8599414609679,279.9995535714285,280.825,280.406276376635,276.5899587421945,0.9,0.9,100312.1121262458,0.9459375,-0.62578971209052,-0.4017667645885798,2.101363654515703,72095.82447022479,2.196586038885417,3.839724354387525,5.705329326923077,72900.0,0.9706509008626303,0.22070211990243896
73800.0,0.0,0.0,0.0,333.0555555555555,273.6903969358109,279.7940476190476,280.7,280.230629067139,223.3811329170384,0.9,0.9,100317.2544296789,0.9391666666666668,-0.6617250744164194,-0.4017523887040291,2.166793268479499,72995.54624669577,2.232521401211316,3.839724354387525,5.576211538461538,73800.0,0.9706509008626303,0.22070211990243896
74700.0,0.0,0.0,0.0,328.25,273.5215259335193,279.5915178571428,280.575,280.0586166024498,159.231740633363,0.9,0.9,100322.0195182724,0.9328125,-0.6970669762954338,-0.4017379992652079,2.232222884668094,73895.26805375994,2.26786330309033,3.839724354387525,5.35898798076923,74700.0,0.9706509008626303,0.22070211990243896
75600.0,0.0,0.0,0.0,326.0,273.3668123539348,279.45,280.45,279.9143348716261,103.0,0.9,0.9,100326.0,0.93,-0.7316502544669632,-0.4017235962728238,2.29765250308352,74794.9898914452,2.30244658126186,3.839724354387525,5.1,75600.0,0.9706509008626303,0.22070211990243896
76500.0,0.0,0.0,0.0,328.453125,273.2236331877797,279.358125,280.325,279.8143747828046,65.83825133450205,0.9,0.9,100317.4123921381,0.9329375,-0.7652916554182294,-0.4017091797275851,2.363082123727805,75694.71175977951,2.336087982213126,3.709214242910271,4.636808894230769,76500.0,0.9706509008626303,0.22070211990243896
77400.0,0.0,0.0,0.0,334.1527777777778,273.0817194340573,279.2716666666666,280.2,279.7418087484448,43.80551233060196,0.9,0.9,100292.1473314158,0.9395,-0.7977873955532413,-0.4016947496302007,2.428511746602984,76594.4336587908,2.368583722348138,3.418975338281749,3.962580128205128,77400.0,0.9706509008626303,0.22070211990243896
78300.0,0.0,0.0,0.0,340.0260416666667,272.9431042282534,279.199375,280.075,279.6705824788286,33.12001716140088,0.9,0.9,100261.3086049856,0.9463125,-0.8289109871890257,-0.4016803059813802,2.493941371711088,77494.15558850701,2.399707313983922,3.120944785206825,3.357061298076923,78300.0,0.9706509008626303,0.22070211990243896
