time,Occupancy[1],InternalGainsRad[1],InternalGainsCon[1],InternalGainsLat[1],radiatorSetPoint.y1
95400.0,0,0.0,0.0,0.0,292.15
96300.0,0,0.0,0.0,0.0,292.15
97200.0,0,0.0,0.0,0.0,292.15
97200.0,7,282.835205,282.835205,141.417594,292.15
98100.0,8,318.80831,318.80831,159.404155,292.15
98100.0,8,318.80831,318.80831,159.404155,292.15
99000.0,7,278.622707,278.622707,139.3113535,292.15
99000.0,7,278.622707,278.622707,139.3113535,292.15
99900.0,6,238.4371295,238.4371295,119.2185605,292.15
99900.0,6,238.4371295,238.4371295,119.2185605,292.15
100800.0,5,198.251535,198.251535,99.1257675,292.15
100800.0,5,198.251535,198.251535,99.1257675,292.15
101700.0,4,158.065915,158.065915,79.0329575,292.15
101700.0,4,158.065915,158.065915,79.0329575,292.15
102600.0,2,76.90367775,76.90367775,38.45183845,292.15
102600.0,2,76.90367775,76.90367775,38.45183845,292.15
103500.0,0,17.6179211,17.6179211,8.80896055,292.15
103500.0,0,17.6179211,17.6179211,8.80896055,292.15
104400.0,0,37.9468815,37.9468815,18.97344075,292.15
104400.0,0,37.9468815,37.9468815,18.97344075,295.15
105300.0,1,58.2758385,58.2758385,29.13791925,295.15
105300.0,1,58.2758385,58.2758385,29.13791925,295.15
106200.0,2,78.6086375,78.6086375,39.30431875,295.15
106200.0,2,78.6086375,78.6086375,39.30431875,295.15
107100.0,2,98.937603,98.937603,49.4688015,295.15
107100.0,2,98.937603,98.937603,49.4688015,295.15
108000.0,6,253.9315245,253.9315245,126.965758,295.15
108000.0,6,253.9315245,253.9315245,126.965758,295.15
108900.0,15,587.4047825,587.4047825,293.702387,295.15
108900.0,15,587.4047825,587.4047825,293.702387,295.15
109800.0,24,934.256624,934.256624,467.128312,295.15
109800.0,24,934.256624,934.256624,467.128312,295.15
110700.0,23,885.47713,885.47713,442.738565,295.15
110700.0,23,885.47713,885.47713,442.738565,295.15
111600.0,17,687.467505,687.467505,343.7337695,295.15
111600.0,17,687.467505,687.467505,343.7337695,295.15
112500.0,10,405.692165,405.692165,202.8460825,295.15
112500.0,10,405.692165,405.692165,202.8460825,295.15
113400.0,10,402.120958,402.120958,201.060479,295.15
113400.0,10,402.120958,402.120958,201.060479,295.15
114300.0,13,531.559655,531.559655,265.7798445,295.15
114300.0,13,531.559655,531.559655,265.7798445,295.15
115200.0,17,660.99842,660.99842,330.49921,295.15
115200.0,17,660.99842,660.99842,330.49921,295.15
116100.0,20,790.437134,790.437134,395.218567,295.15
116100.0,20,790.437134,790.437134,395.218567,295.15
117000.0,23,919.875865,919.875865,459.937924,295.15
117000.0,23,919.875865,919.875865,459.937924,295.15
117900.0,26,1020.518415,1020.518415,510.259199,295.15
117900.0,26,1020.518415,1020.518415,510.259199,295.15
118800.0,33,1278.720025,1278.720025,639.360055,295.15
118800.0,33,1278.720025,1278.720025,639.360055,295.15
119700.0,49,1898.2387,1898.2387,949.11935,295.15
119700.0,49,1898.2387,1898.2387,949.11935,295.15
120600.0,79,3065.59878,3065.59878,1532.79939,295.15
120600.0,79,3065.59878,3065.59878,1532.79939,295.15
121500.0,89,3424.638695,3424.638695,1712.319305,295.15
121500.0,89,3424.638695,3424.638695,1712.319305,295.15
122400.0,87,3367.60701,3367.60701,1683.803505,295.15
122400.0,87,3367.60701,3367.60701,1683.803505,295.15
123300.0,96,3719.75045,3719.75045,1859.87514,295.15
123300.0,96,3719.75045,3719.75045,1859.87514,295.15
124200.0,112,4316.8015,4316.8015,2158.40075,295.15
124200.0,112,4316.8015,4316.8015,2158.40075,295.15
125100.0,127,4904.1906,4904.1906,2452.0953,295.15
125100.0,127,4904.1906,4904.1906,2452.0953,295.15
126000.0,142,5457.408,5457.408,2728.704,295.15
126000.0,142,5457.408,5457.408,2728.704,295.15
126900.0,158,6103.0391,6103.0391,3051.51955,295.15
126900.0,158,6103.0391,6103.0391,3051.51955,295.15
127800.0,172,6615.04119,6615.04119,3307.520595,295.15
127800.0,172,6615.04119,6615.04119,3307.520595,295.15
128700.0,169,6524.5864,6524.5864,3262.2932,295.15
128700.0,169,6524.5864,6524.5864,3262.2932,295.15
129600.0,183,7051.09255,7051.09255,3525.54636,295.15
129600.0,183,7051.09255,7051.09255,3525.54636,295.15
130500.0,186,7169.27995,7169.27995,3584.639975,295.15
130500.0,186,7169.27995,7169.27995,3584.639975,295.15
131400.0,176,6795.52135,6795.52135,3397.760675,295.15
131400.0,176,6795.52135,6795.52135,3397.760675,295.15
132300.0,177,6817.278545,6817.278545,3408.63923,295.15
132300.0,177,6817.278545,6817.278545,3408.63923,295.15
133200.0,184,7093.75881,7093.75881,3546.879405,295.15
133200.0,184,7093.75881,7093.75881,3546.879405,295.15
134100.0,172,6621.4388,6621.4388,3310.7194,295.15
134100.0,172,6621.4388,6621.4388,3310.7194,295.15
135000.0,185,7114.241175,7114.241175,3557.12063,295.15
135000.0,185,7114.241175,7114.241175,3557.12063,295.15
135900.0,191,7354.878725,7354.878725,3677.439405,295.15
135900.0,191,7354.878725,7354.878725,3677.439405,295.15
136800.0,197,7598.081405,7598.081405,3799.040745,295.15
136800.0,197,7598.081405,7598.081405,3799.040745,295.15
137700.0,187,7212.798845,7212.798845,3606.39938,295.15
137700.0,187,7212.798845,7212.798845,3606.39938,295.15
138600.0,181,6959.35851,6959.35851,3479.679255,295.15
138600.0,181,6959.35851,6959.35851,3479.679255,295.15
139500.0,187,7202.561105,7202.561105,3601.280595,295.15
139500.0,187,7202.561105,7202.561105,3601.280595,295.15
140400.0,190,7304.95865,7304.95865,3652.47924,295.15
140400.0,190,7304.95865,7304.95865,3652.47924,295.15
141300.0,179,6911.23185,6911.23185,3455.615925,295.15
141300.0,179,6911.23185,6911.23185,3455.615925,295.15
142200.0,163,6293.249125,6293.249125,3146.624605,295.15
142200.0,163,6293.249125,6293.249125,3146.624605,295.15
143100.0,142,5478.4013,5478.4013,2739.20065,295.15
143100.0,142,5478.4013,5478.4013,2739.20065,295.15
144000.0,137,5266.56005,5266.56005,2633.27994,295.15
144000.0,137,5266.56005,5266.56005,2633.27994,295.15
144900.0,130,5009.92125,5009.92125,2504.960625,295.15
144900.0,130,5009.92125,5009.92125,2504.960625,295.15
145800.0,118,4551.0411,4551.0411,2275.52055,295.15
145800.0,118,4551.0411,4551.0411,2275.52055,295.15
146700.0,99,3811.445815,3811.445815,1905.722865,295.15
146700.0,99,3811.445815,3811.445815,1905.722865,295.15
147600.0,91,3507.594275,3507.594275,1753.79718,295.15
147600.0,91,3507.594275,3507.594275,1753.79718,295.15
148500.0,78,3024.641275,3024.641275,1512.320595,295.15
148500.0,78,3024.641275,3024.641275,1512.320595,295.15
149400.0,67,2592.6411,2592.6411,1296.32055,295.15
149400.0,67,2592.6411,2592.6411,1296.32055,295.15
150300.0,62,2403.198795,2403.198795,1201.599355,295.15
150300.0,62,2403.198795,2403.198795,1201.599355,295.15
151200.0,56,2156.981845,2156.981845,1078.490965,295.15
151200.0,56,2156.981845,2156.981845,1078.490965,295.15
152100.0,52,2025.327385,2025.327385,1012.663735,295.15
152100.0,52,2025.327385,2025.327385,1012.663735,295.15
153000.0,51,1980.24959,1980.24959,990.124795,295.15
153000.0,51,1980.24959,1980.24959,990.124795,295.15
153900.0,46,1787.746605,1787.746605,893.87326,295.15
153900.0,46,1787.746605,1787.746605,893.87326,295.15
154800.0,42,1624.093385,1624.093385,812.046701,295.15
154800.0,42,1624.093385,1624.093385,812.046701,292.15
155700.0,37,1440.583655,1440.583655,720.291819,292.15
155700.0,37,1440.583655,1440.583655,720.291819,292.15
156600.0,29,1117.04059,1117.04059,558.520295,292.15
156600.0,29,1117.04059,1117.04059,558.520295,292.15
157500.0,20,785.8291225,785.8291225,392.914557,292.15
157500.0,20,785.8291225,785.8291225,392.914557,292.15
158400.0,17,658.924794,658.924794,329.462397,292.15
158400.0,17,658.924794,658.924794,329.462397,292.15
159300.0,23,897.1507325,897.1507325,448.5753705,292.15
159300.0,23,897.1507325,897.1507325,448.5753705,292.15
160200.0,21,841.05222,841.05222,420.52611,292.15
160200.0,21,841.05222,841.05222,420.52611,292.15
161100.0,20,770.810855,770.810855,385.405436,292.15
161100.0,20,770.810855,770.810855,385.405436,292.15
162000.0,17,686.050589,686.050589,343.0252945,292.15
162000.0,17,686.050589,686.050589,343.0252945,292.15
162900.0,17,682.24128,682.24128,341.12064,292.15
162900.0,17,682.24128,682.24128,341.12064,292.15
163800.0,14,563.201279,563.201279,281.6006395,292.15
163800.0,14,563.201279,563.201279,281.6006395,292.15
164700.0,15,599.312645,599.312645,299.6563225,292.15
164700.0,15,599.312645,599.312645,299.6563225,292.15
165600.0,16,627.087381,627.087381,313.5436905,292.15
165600.0,16,627.087381,627.087381,313.5436905,292.15
166500.0,14,547.67999,547.67999,273.839995,292.15
166500.0,14,547.67999,547.67999,273.839995,292.15
167400.0,13,534.769935,534.769935,267.3849675,292.15
167400.0,13,534.769935,534.769935,267.3849675,292.15
168300.0,11,459.790075,459.790075,229.895046,292.15
168300.0,11,459.790075,459.790075,229.895046,292.15
169200.0,9,353.683181,353.683181,176.8415905,292.15
169200.0,9,353.683181,353.683181,176.8415905,292.15
170100.0,6,256.949764,256.949764,128.474882,292.15
170100.0,6,256.949764,256.949764,128.474882,292.15
171000.0,4,187.48416,187.48416,93.74208,292.15
171000.0,4,187.48416,187.48416,93.74208,292.15
171900.0,3,123.7555205,123.7555205,61.87776025,292.15
171900.0,3,123.7555205,123.7555205,61.87776025,292.15
172800.0,2,92.3251215,92.3251215,46.16255905,292.15
172800.0,2,92.3251215,92.3251215,46.16255905,292.15
173700.0,1,67.8144025,67.8144025,33.90719955,292.15
173700.0,1,67.8144025,67.8144025,33.90719955,292.15
174600.0,1,46.95168205,46.95168205,23.4758406,292.15
174600.0,1,46.95168205,46.95168205,23.4758406,292.15
175500.0,2,84.480004,84.480004,42.240002,292.15
175500.0,2,84.480004,84.480004,42.240002,292.15
176400.0,3,132.5376015,132.5376015,66.2687999,292.15
176400.0,3,132.5376015,132.5376015,66.2687999,292.15
177300.0,1,53.625599,53.625599,26.8127995,292.15
177300.0,1,53.625599,53.625599,26.8127995,292.15
178200.0,1,42.17088,42.17088,21.08544,292.15
178200.0,1,42.17088,42.17088,21.08544,292.15
179100.0,1,45.70367805,45.70367805,22.85183945,292.15
179100.0,1,45.70367805,45.70367805,22.85183945,292.15
180000.0,1,49.2364795,49.2364795,24.61823975,292.15
180000.0,1,49.2364795,49.2364795,24.61823975,292.15
180900.0,1,52.7692801,52.7692801,26.38464005,292.15
180900.0,1,52.7692801,52.7692801,26.38464005,292.15
181800.0,1,56.305921,56.305921,28.1529605,292.15
181800.0,1,56.305921,56.305921,28.1529605,292.15
182700.0,1,59.8387165,59.8387165,29.9193591,292.15
182700.0,1,59.8387165,59.8387165,29.9193591,292.15
183600.0,1,63.3715205,63.3715205,31.6857594,292.15
183600.0,1,63.3715205,63.3715205,31.6857594,292.15
184500.0,1,66.904316,66.904316,33.452158,292.15
184500.0,1,66.904316,66.904316,33.452158,292.15
185400.0,1,70.440962,70.440962,35.220481,292.15
185400.0,1,70.440962,70.440962,35.220481,292.15
186300.0,1,73.9737575,73.9737575,36.98687875,292.15
186300.0,1,73.9737575,73.9737575,36.98687875,292.15
187200.0,2,77.5065615,77.5065615,38.7532816,292.15
187200.0,2,77.5065615,77.5065615,38.7532816,292.15
188100.0,2,81.039357,81.039357,40.5196785,292.15
188100.0,2,81.039357,81.039357,40.5196785,292.15
189000.0,2,84.5759945,84.5759945,42.2879981,292.15
189000.0,2,84.5759945,84.5759945,42.2879981,292.15
189900.0,2,88.1087985,88.1087985,44.05440095,292.15
189900.0,2,88.1087985,88.1087985,44.05440095,292.15
190800.0,2,91.64159825,91.64159825,45.82079955,292.15
190800.0,2,91.64159825,91.64159825,45.82079955,295.15
191700.0,2,95.1744065,95.1744065,47.58720155,295.15
191700.0,2,95.1744065,95.1744065,47.58720155,295.15
192600.0,2,98.71103975,98.71103975,49.3555203,295.15
192600.0,2,98.71103975,98.71103975,49.3555203,295.15
193500.0,2,102.2438395,102.2438395,51.1219189,295.15
193500.0,2,102.2438395,102.2438395,51.1219189,295.15
194400.0,2,105.7766435,105.7766435,52.8883209,295.15
194400.0,2,105.7766435,105.7766435,52.8883209,295.15
195300.0,2,109.309439,109.309439,54.6547195,295.15
195300.0,2,109.309439,109.309439,54.6547195,295.15
196200.0,2,112.846085,112.846085,56.4230425,295.15
196200.0,2,112.846085,112.846085,56.4230425,295.15
197100.0,4,191.2204795,191.2204795,95.61023975,295.15
197100.0,4,191.2204795,191.2204795,95.61023975,295.15
198000.0,9,378.074866,378.074866,189.037433,295.15
198000.0,9,378.074866,378.074866,189.037433,295.15
198900.0,8,330.239994,330.239994,165.119997,295.15
198900.0,8,330.239994,330.239994,165.119997,295.15
199800.0,6,231.974401,231.974401,115.9872005,295.15
199800.0,6,231.974401,231.974401,115.9872005,295.15
200700.0,5,196.9382425,196.9382425,98.469117,295.15
200700.0,5,196.9382425,196.9382425,98.469117,295.15
201600.0,5,205.1673645,205.1673645,102.583678,295.15
201600.0,5,205.1673645,205.1673645,102.583678,295.15
202500.0,5,213.392636,213.392636,106.696318,295.15
202500.0,5,213.392636,213.392636,106.696318,295.15
203400.0,5,221.621758,221.621758,110.810879,295.15
203400.0,5,221.621758,221.621758,110.810879,295.15
204300.0,4,170.684165,170.684165,85.3420825,295.15
204300.0,4,170.684165,170.684165,85.3420825,295.15
205200.0,6,254.4000105,254.4000105,127.200001,295.15
205200.0,6,254.4000105,254.4000105,127.200001,295.15
206100.0,14,543.8399875,543.8399875,271.919998,295.15
206100.0,14,543.8399875,543.8399875,271.919998,295.15
207000.0,35,1355.51999,1355.51999,677.759995,295.15
207000.0,35,1355.51999,1355.51999,677.759995,295.15
207900.0,79,3059.201425,3059.201425,1529.60067,295.15
207900.0,79,3059.201425,3059.201425,1529.60067,295.15
208800.0,136,5237.76001,5237.76001,2618.880005,295.15
208800.0,136,5237.76001,5237.76001,2618.880005,295.15
209700.0,177,6810.88119,6810.88119,3405.440595,295.15
209700.0,177,6810.88119,6810.88119,3405.440595,295.15
210600.0,192,7383.04135,7383.04135,3691.520675,295.15
210600.0,192,7383.04135,7383.04135,3691.520675,295.15
211500.0,226,8689.91975,8689.91975,4344.95996,295.15
211500.0,226,8689.91975,8689.91975,4344.95996,295.15
212400.0,248,9548.8014,9548.8014,4774.4007,295.15
212400.0,248,9548.8014,9548.8014,4774.4007,295.15
213300.0,262,10092.79885,10092.79885,5046.399255,295.15
213300.0,262,10092.79885,10092.79885,5046.399255,295.15
214200.0,280,10767.3597,10767.3597,5383.67985,295.15
214200.0,280,10767.3597,10767.3597,5383.67985,295.15
215100.0,291,11182.0798,11182.0798,5591.0399,295.15
215100.0,291,11182.0798,11182.0798,5591.0399,295.15
216000.0,300,11530.2415,11530.2415,5765.12075,295.15
216000.0,300,11530.2415,11530.2415,5765.12075,295.15
216900.0,319,12266.23865,12266.23865,6133.119155,295.15
216900.0,319,12266.23865,12266.23865,6133.119155,295.15
217800.0,333,12811.5196,12811.5196,6405.7598,295.15
217800.0,333,12811.5196,12811.5196,6405.7598,295.15
218700.0,333,12805.12165,12805.12165,6402.560655,295.15
218700.0,333,12805.12165,12805.12165,6402.560655,295.15
219600.0,340,13058.5619,13058.5619,6529.28095,295.15
219600.0,340,13058.5619,13058.5619,6529.28095,295.15
220500.0,333,12793.6016,12793.6016,6396.8008,295.15
220500.0,333,12793.6016,12793.6016,6396.8008,295.15
221400.0,323,12440.32205,12440.32205,6220.1606,295.15
221400.0,323,12440.32205,12440.32205,6220.1606,295.15
222300.0,307,11820.7987,11820.7987,5910.39935,295.15
222300.0,307,11820.7987,11820.7987,5910.39935,295.15
223200.0,337,12942.0796,12942.0796,6471.0398,295.15
223200.0,337,12942.0796,12942.0796,6471.0398,295.15
224100.0,357,13739.51985,13739.51985,6869.75984,295.15
224100.0,357,13739.51985,13739.51985,6869.75984,295.15
225000.0,368,14132.47825,14132.47825,7066.239125,295.15
225000.0,368,14132.47825,14132.47825,7066.239125,295.15
225900.0,368,14138.88045,14138.88045,7069.440055,295.15
225900.0,368,14138.88045,14138.88045,7069.440055,295.15
226800.0,340,13075.1998,13075.1998,6537.5999,295.15
226800.0,340,13075.1998,13075.1998,6537.5999,295.15
227700.0,334,12841.8119,12841.8119,6420.90595,295.15
227700.0,334,12841.8119,12841.8119,6420.90595,295.15
228600.0,333,12815.7849,12815.7849,6407.89245,295.15
228600.0,333,12815.7849,12815.7849,6407.89245,295.15
229500.0,319,12254.7186,12254.7186,6127.3593,295.15
229500.0,319,12254.7186,12254.7186,6127.3593,295.15
230400.0,264,10145.2804,10145.2804,5072.6402,295.15
230400.0,264,10145.2804,10145.2804,5072.6402,295.15
231300.0,225,8652.3727,8652.3727,4326.18635,295.15
231300.0,225,8652.3727,8652.3727,4326.18635,295.15
232200.0,185,7124.90485,7124.90485,3562.45251,295.15
232200.0,185,7124.90485,7124.90485,3562.45251,295.15
233100.0,159,6141.4387,6141.4387,3070.71935,295.15
233100.0,159,6141.4387,6141.4387,3070.71935,295.15
234000.0,119,4575.57516,4575.57516,2287.78758,295.15
234000.0,119,4575.57516,4575.57516,2287.78758,295.15
234900.0,95,3658.66775,3658.66775,1829.33379,295.15
234900.0,95,3658.66775,3658.66775,1829.33379,295.15
235800.0,87,3371.52007,3371.52007,1685.760035,295.15
235800.0,87,3371.52007,3371.52007,1685.760035,295.15
236700.0,71,2740.481345,2740.481345,1370.240715,295.15
236700.0,71,2740.481345,2740.481345,1370.240715,295.15
237600.0,64,2469.76136,2469.76136,1234.88068,295.15
237600.0,64,2469.76136,2469.76136,1234.88068,295.15
238500.0,60,2305.45534,2305.45534,1152.72767,295.15
238500.0,60,2305.45534,2305.45534,1152.72767,295.15
239400.0,60,2308.30471,2308.30471,1154.152355,295.15
239400.0,60,2308.30471,2308.30471,1154.152355,295.15
240300.0,50,1921.2788,1921.2788,960.6394,295.15
240300.0,50,1921.2788,1921.2788,960.6394,295.15
241200.0,38,1487.35873,1487.35873,743.679365,295.15
241200.0,38,1487.35873,1487.35873,743.679365,292.15
242100.0,37,1432.600285,1432.600285,716.300134,292.15
242100.0,37,1432.600285,1432.600285,716.300134,292.15
243000.0,34,1320.261055,1320.261055,660.130536,292.15
243000.0,34,1320.261055,1320.261055,660.130536,292.15
243900.0,31,1226.008295,1226.008295,613.004105,292.15
243900.0,31,1226.008295,1226.008295,613.004105,292.15
244800.0,29,1131.751625,1131.751625,565.875855,292.15
244800.0,29,1131.751625,1131.751625,565.875855,292.15
245700.0,27,1041.104616,1041.104616,520.552308,292.15
245700.0,27,1041.104616,1041.104616,520.552308,292.15
246600.0,24,957.392655,957.392655,478.696319,292.15
246600.0,24,957.392655,957.392655,478.696319,292.15
247500.0,26,1028.352015,1028.352015,514.175999,292.15
247500.0,26,1028.352015,1028.352015,514.175999,292.15
248400.0,20,780.288015,780.288015,390.143999,292.15
248400.0,20,780.288015,780.288015,390.143999,292.15
249300.0,15,613.159655,613.159655,306.579836,292.15
249300.0,15,613.159655,613.159655,306.579836,292.15
250200.0,11,445.935364,445.935364,222.967682,292.15
250200.0,11,445.935364,445.935364,222.967682,292.15
251100.0,13,510.047991,510.047991,255.0239955,292.15
251100.0,13,510.047991,510.047991,255.0239955,292.15
252000.0,16,646.0646425,646.0646425,323.032317,292.15
252000.0,16,646.0646425,646.0646425,323.032317,292.15
252900.0,16,635.95776,635.95776,317.97888,292.15
252900.0,16,635.95776,635.95776,317.97888,292.15
253800.0,16,625.850835,625.850835,312.9254345,292.15
253800.0,16,625.850835,625.850835,312.9254345,292.15
254700.0,15,602.8684925,602.8684925,301.4342505,292.15
254700.0,15,602.8684925,602.8684925,301.4342505,292.15
255600.0,11,442.863345,442.863345,221.431681,292.15
255600.0,11,442.863345,442.863345,221.431681,292.15
256500.0,9,362.8799855,362.8799855,181.439997,292.15
256500.0,9,362.8799855,362.8799855,181.439997,292.15
257400.0,8,334.080005,334.080005,167.0400025,292.15
257400.0,8,334.080005,334.080005,167.0400025,292.15
258300.0,7,305.2799905,305.2799905,152.639991,292.15
258300.0,7,305.2799905,305.2799905,152.639991,292.15
259200.0,7,276.48001,276.48001,138.240005,292.15
259200.0,7,276.48001,276.48001,138.240005,292.15
260100.0,6,247.680004,247.680004,123.840002,292.15
260100.0,6,247.680004,247.680004,123.840002,292.15
261000.0,5,218.8800065,218.8800065,109.439999,292.15
261000.0,5,218.8800065,218.8800065,109.439999,292.15
261900.0,4,190.0800005,190.0800005,95.0400045,292.15
261900.0,4,190.0800005,190.0800005,95.0400045,292.15
262800.0,4,161.280003,161.280003,80.6400015,292.15
262800.0,4,161.280003,161.280003,80.6400015,292.15
263700.0,3,132.4800055,132.4800055,66.24000105,292.15
263700.0,3,132.4800055,132.4800055,66.24000105,292.15
264600.0,2,110.07360175,110.07360175,55.0368013,292.15
264600.0,2,110.07360175,110.07360175,55.0368013,292.15
265500.0,2,97.009922,97.009922,48.504961,292.15
265500.0,2,97.009922,97.009922,48.504961,292.15
266400.0,2,84.019202,84.019202,42.009601,292.15
266400.0,2,84.019202,84.019202,42.009601,292.15
267300.0,1,71.02464,71.02464,35.51232,292.15
267300.0,1,71.02464,71.02464,35.51232,292.15
268200.0,1,58.03392,58.03392,29.01696,292.15
268200.0,1,58.03392,58.03392,29.01696,292.15
269100.0,1,45.039358,45.039358,22.519679,292.15
269100.0,1,45.039358,45.039358,22.519679,292.15
270000.0,0,32.0486397,32.0486397,16.02431985,292.15
270000.0,0,32.0486397,32.0486397,16.02431985,292.15
270900.0,0,19.0540794,19.0540794,9.5270397,292.15
270900.0,0,19.0540794,19.0540794,9.5270397,292.15
271800.0,0,6.06335991,6.06335991,3.031679955,292.15
271800.0,0,6.06335991,6.06335991,3.031679955,292.15
272700.0,2,98.9875235,98.9875235,49.4937609,292.15
272700.0,2,98.9875235,98.9875235,49.4937609,292.15
273600.0,2,111.010561,111.010561,55.5052805,292.15
273600.0,2,111.010561,111.010561,55.5052805,292.15
274500.0,2,107.5199935,107.5199935,53.75999845,292.15
274500.0,2,107.5199935,107.5199935,53.75999845,292.15
275400.0,2,104.029443,104.029443,52.0147215,292.15
275400.0,2,104.029443,104.029443,52.0147215,292.15
276300.0,2,100.5388755,100.5388755,50.2694386,292.15
276300.0,2,100.5388755,100.5388755,50.2694386,292.15
277200.0,2,97.0483165,97.0483165,48.52415995,292.15
277200.0,2,97.0483165,97.0483165,48.52415995,295.15
278100.0,2,93.5577575,93.5577575,46.7788779,295.15
278100.0,2,93.5577575,93.5577575,46.7788779,295.15
279000.0,2,90.0671985,90.0671985,45.0336001,295.15
