time,LowerSetp[1],UpperSetp[1],UpperCO2[1]
34500,294.15,299.15,1000
34800,294.15,299.15,1000
35100,294.15,299.15,1000
35400,294.15,299.15,1000
35700,294.15,299.15,1000
36000,294.15,299.15,1000
36300,294.15,299.15,1000
36600,294.15,299.15,1000
36900,294.15,299.15,1000
37200,294.15,299.15,1000
37500,294.15,299.15,1000
37800,294.15,299.15,1000
38100,294.15,299.15,1000
38400,294.15,299.15,1000
38700,294.15,299.15,1000
39000,294.15,299.15,1000
39300,294.15,299.15,1000
39600,294.15,299.15,1000
39900,294.15,299.15,1000
40200,294.15,299.15,1000
40500,294.15,299.15,1000
40800,294.15,299.15,1000
41100,294.15,299.15,1000
41400,294.15,299.15,1000
41700,294.15,299.15,1000
42000,294.15,299.15,1000
42300,294.15,299.15,1000
42600,294.15,299.15,1000
42900,294.15,299.15,1000
43200,294.15,299.15,1000
43500,294.15,299.15,1000
43800,294.15,299.15,1000
44100,294.15,299.15,1000
44400,294.15,299.15,1000
44700,294.15,299.15,1000
45000,294.15,299.15,1000
45300,294.15,299.15,1000
45600,294.15,299.15,1000
45900,294.15,299.15,1000
46200,294.15,299.15,1000
46500,294.15,299.15,1000
46800,294.15,299.15,1000
47100,294.15,299.15,1000
47400,294.15,299.15,1000
47700,294.15,299.15,1000
48000,294.15,299.15,1000
48300,294.15,299.15,1000
48600,294.15,299.15,1000
48900,294.15,299.15,1000
49200,294.15,299.15,1000
49500,294.15,299.15,1000
49800,294.15,299.15,1000
50100,294.15,299.15,1000
50400,294.15,299.15,1000
50700,294.15,299.15,1000
51000,294.15,299.15,1000
51300,294.15,299.15,1000
51600,294.15,299.15,1000
51900,294.15,299.15,1000
52200,294.15,299.15,1000
52500,294.15,299.15,1000
52800,294.15,299.15,1000
53100,294.15,299.15,1000
53400,294.15,299.15,1000
53700,294.15,299.15,1000
54000,294.15,299.15,1000
54300,294.15,299.15,1000
54600,294.15,299.15,1000
54900,294.15,299.15,1000
55200,294.15,299.15,1000
55500,294.15,299.15,1000
55800,294.15,299.15,1000
56100,294.15,299.15,1000
56400,294.15,299.15,1000
56700,294.15,299.15,1000
57000,294.15,299.15,1000
57300,294.15,299.15,1000
57600,294.15,299.15,1000
57900,294.15,299.15,1000
58200,294.15,299.15,1000
58500,294.15,299.15,1000
58800,294.15,299.15,1000
59100,294.15,299.15,1000
59400,294.15,299.15,1000
59700,294.15,299.15,1000
60000,294.15,299.15,1000
60300,294.15,299.15,1000
60600,294.15,299.15,1000
60900,294.15,299.15,1000
61200,294.15,299.15,1000
61500,294.15,299.15,1000
61800,294.15,299.15,1000
62100,294.15,299.15,1000
62400,294.15,299.15,1000
62700,294.15,299.15,1000
63000,294.15,299.15,1000
63300,294.15,299.15,1000
63600,294.15,299.15,1000
63900,294.15,299.15,1000
64200,294.15,299.15,1000
64500,294.15,299.15,1000
64800,294.15,299.15,1000
65100,294.15,299.15,1000
65400,294.15,299.15,1000
65700,294.15,299.15,1000
66000,294.15,299.15,1000
66300,294.15,299.15,1000
66600,294.15,299.15,1000
66900,294.15,299.15,1000
67200,294.15,299.15,1000
67500,294.15,299.15,1000
67800,294.15,299.15,1000
68100,294.15,299.15,1000
68400,294.15,299.15,1000
68700,288.15,299.15,1000
69000,288.15,299.15,1000
69300,288.15,299.15,1000
69600,288.15,299.15,1000
69900,288.15,299.15,1000
70200,288.15,299.15,1000
70500,288.15,299.15,1000
70800,288.15,299.15,1000
71100,288.15,299.15,1000
71400,288.15,299.15,1000
71700,288.15,299.15,1000
72000,288.15,299.15,1000
72300,288.15,299.15,1000
72600,288.15,299.15,1000
72900,288.15,299.15,1000
73200,288.15,299.15,1000
73500,288.15,299.15,1000
73800,288.15,299.15,1000
74100,288.15,299.15,1000
74400,288.15,299.15,1000
74700,288.15,299.15,1000
75000,288.15,299.15,1000
75300,288.15,299.15,1000
75600,288.15,299.15,1000
75900,288.15,299.15,1000
76200,288.15,299.15,1000
76500,288.15,299.15,1000
76800,288.15,299.15,1000
77100,288.15,299.15,1000
77400,288.15,299.15,1000
77700,288.15,299.15,1000
78000,288.15,299.15,1000
78300,288.15,299.15,1000
78600,288.15,299.15,1000
78900,288.15,299.15,1000
79200,288.15,299.15,1000
79500,288.15,299.15,1000
79800,288.15,299.15,1000
80100,288.15,299.15,1000
80400,288.15,299.15,1000
80700,288.15,299.15,1000
81000,288.15,299.15,1000
81300,288.15,299.15,1000
81600,288.15,299.15,1000
81900,288.15,299.15,1000
82200,288.15,299.15,1000
82500,288.15,299.15,1000
82800,288.15,299.15,1000
83100,288.15,299.15,1000
83400,288.15,299.15,1000
83700,288.15,299.15,1000
84000,288.15,299.15,1000
84300,288.15,299.15,1000
84600,288.15,299.15,1000
84900,288.15,299.15,1000
85200,288.15,299.15,1000
85500,288.15,299.15,1000
85800,288.15,299.15,1000
86100,288.15,299.15,1000
86400,288.15,299.15,1000
86700,288.15,299.15,1000
87000,288.15,299.15,1000
87300,288.15,299.15,1000
87600,288.15,299.15,1000
87900,288.15,299.15,1000
88200,288.15,299.15,1000
88500,288.15,299.15,1000
88800,288.15,299.15,1000
89100,288.15,299.15,1000
89400,288.15,299.15,1000
89700,288.15,299.15,1000
90000,288.15,299.15,1000
90300,288.15,299.15,1000
90600,288.15,299.15,1000
90900,288.15,299.15,1000
91200,288.15,299.15,1000
91500,288.15,299.15,1000
91800,288.15,299.15,1000
92100,288.15,299.15,1000
92400,288.15,299.15,1000
92700,288.15,299.15,1000
93000,288.15,299.15,1000
93300,288.15,299.15,1000
93600,288.15,299.15,1000
93900,288.15,299.15,1000
94200,288.15,299.15,1000
94500,288.15,299.15,1000
94800,288.15,299.15,1000
95100,288.15,299.15,1000
95400,288.15,299.15,1000
95700,288.15,299.15,1000
96000,288.15,299.15,1000
96300,288.15,299.15,1000
96600,288.15,299.15,1000
96900,288.15,299.15,1000
97200,288.15,299.15,1000
97500,288.15,299.15,1000
97800,288.15,299.15,1000
98100,288.15,299.15,1000
98400,288.15,299.15,1000
98700,288.15,299.15,1000
99000,288.15,299.15,1000
99300,288.15,299.15,1000
99600,288.15,299.15,1000
99900,288.15,299.15,1000
100200,288.15,299.15,1000
100500,288.15,299.15,1000
100800,288.15,299.15,1000
101100,288.15,299.15,1000
101400,288.15,299.15,1000
101700,288.15,299.15,1000
102000,288.15,299.15,1000
102300,288.15,299.15,1000
102600,288.15,299.15,1000
102900,288.15,299.15,1000
103200,288.15,299.15,1000
103500,288.15,299.15,1000
103800,288.15,299.15,1000
104100,288.15,299.15,1000
104400,288.15,299.15,1000
104700,288.15,299.15,1000
105000,288.15,299.15,1000
105300,288.15,299.15,1000
105600,288.15,299.15,1000
105900,288.15,299.15,1000
106200,288.15,299.15,1000
106500,288.15,299.15,1000
106800,288.15,299.15,1000
107100,288.15,299.15,1000
107400,288.15,299.15,1000
107700,288.15,299.15,1000
108000,288.15,299.15,1000
108300,288.15,299.15,1000
108600,288.15,299.15,1000
108900,288.15,299.15,1000
109200,288.15,299.15,1000
109500,288.15,299.15,1000
109800,288.15,299.15,1000
110100,288.15,299.15,1000
110400,288.15,299.15,1000
110700,288.15,299.15,1000
111000,288.15,299.15,1000
111300,288.15,299.15,1000
111600,288.15,299.15,1000
111900,294.15,299.15,1000
112200,294.15,299.15,1000
112500,294.15,299.15,1000
112800,294.15,299.15,1000
113100,294.15,299.15,1000
113400,294.15,299.15,1000
113700,294.15,299.15,1000
114000,294.15,299.15,1000
114300,294.15,299.15,1000
114600,294.15,299.15,1000
114900,294.15,299.15,1000
115200,294.15,299.15,1000
115500,294.15,299.15,1000
115800,294.15,299.15,1000
116100,294.15,299.15,1000
116400,294.15,299.15,1000
116700,294.15,299.15,1000
117000,294.15,299.15,1000
117300,294.15,299.15,1000
117600,294.15,299.15,1000
117900,294.15,299.15,1000
118200,294.15,299.15,1000
118500,294.15,299.15,1000
118800,294.15,299.15,1000
119100,294.15,299.15,1000
119400,294.15,299.15,1000
119700,294.15,299.15,1000
120000,294.15,299.15,1000
120300,294.15,299.15,1000
120600,294.15,299.15,1000
120900,294.15,299.15,1000
121200,294.15,299.15,1000
121500,294.15,299.15,1000
121800,294.15,299.15,1000
122100,294.15,299.15,1000
122400,294.15,299.15,1000
122700,294.15,299.15,1000
123000,294.15,299.15,1000
123300,294.15,299.15,1000
123600,294.15,299.15,1000
123900,294.15,299.15,1000
124200,294.15,299.15,1000
124500,294.15,299.15,1000
124800,294.15,299.15,1000
125100,294.15,299.15,1000
125400,294.15,299.15,1000
125700,294.15,299.15,1000
126000,294.15,299.15,1000
126300,294.15,299.15,1000
126600,294.15,299.15,1000
126900,294.15,299.15,1000
127200,294.15,299.15,1000
127500,294.15,299.15,1000
127800,294.15,299.15,1000
128100,294.15,299.15,1000
128400,294.15,299.15,1000
128700,294.15,299.15,1000
129000,294.15,299.15,1000
129300,294.15,299.15,1000
129600,294.15,299.15,1000
129900,294.15,299.15,1000
130200,294.15,299.15,1000
130500,294.15,299.15,1000
130800,294.15,299.15,1000
131100,294.15,299.15,1000
131400,294.15,299.15,1000
131700,294.15,299.15,1000
132000,294.15,299.15,1000
132300,294.15,299.15,1000
132600,294.15,299.15,1000
132900,294.15,299.15,1000
133200,294.15,299.15,1000
133500,294.15,299.15,1000
133800,294.15,299.15,1000
134100,294.15,299.15,1000
134400,294.15,299.15,1000
134700,294.15,299.15,1000
135000,294.15,299.15,1000
135300,294.15,299.15,1000
135600,294.15,299.15,1000
135900,294.15,299.15,1000
136200,294.15,299.15,1000
136500,294.15,299.15,1000
136800,294.15,299.15,1000
137100,294.15,299.15,1000
137400,294.15,299.15,1000
137700,294.15,299.15,1000
138000,294.15,299.15,1000
138300,294.15,299.15,1000
138600,294.15,299.15,1000
138900,294.15,299.15,1000
139200,294.15,299.15,1000
139500,294.15,299.15,1000
139800,294.15,299.15,1000
140100,294.15,299.15,1000
140400,294.15,299.15,1000
140700,294.15,299.15,1000
141000,294.15,299.15,1000
141300,294.15,299.15,1000
141600,294.15,299.15,1000
141900,294.15,299.15,1000
142200,294.15,299.15,1000
142500,294.15,299.15,1000
142800,294.15,299.15,1000
143100,294.15,299.15,1000
143400,294.15,299.15,1000
143700,294.15,299.15,1000
144000,294.15,299.15,1000
144300,294.15,299.15,1000
144600,294.15,299.15,1000
144900,294.15,299.15,1000
145200,294.15,299.15,1000
145500,294.15,299.15,1000
145800,294.15,299.15,1000
146100,294.15,299.15,1000
146400,294.15,299.15,1000
146700,294.15,299.15,1000
147000,294.15,299.15,1000
147300,294.15,299.15,1000
147600,294.15,299.15,1000
147900,294.15,299.15,1000
148200,294.15,299.15,1000
148500,294.15,299.15,1000
148800,294.15,299.15,1000
149100,294.15,299.15,1000
149400,294.15,299.15,1000
149700,294.15,299.15,1000
150000,294.15,299.15,1000
150300,294.15,299.15,1000
150600,294.15,299.15,1000
150900,294.15,299.15,1000
151200,294.15,299.15,1000
151500,294.15,299.15,1000
151800,294.15,299.15,1000
152100,294.15,299.15,1000
152400,294.15,299.15,1000
152700,294.15,299.15,1000
153000,294.15,299.15,1000
153300,294.15,299.15,1000
153600,294.15,299.15,1000
153900,294.15,299.15,1000
154200,294.15,299.15,1000
154500,294.15,299.15,1000
154800,294.15,299.15,1000
155100,288.15,299.15,1000
155400,288.15,299.15,1000
155700,288.15,299.15,1000
156000,288.15,299.15,1000
156300,288.15,299.15,1000
156600,288.15,299.15,1000
156900,288.15,299.15,1000
157200,288.15,299.15,1000
157500,288.15,299.15,1000
157800,288.15,299.15,1000
158100,288.15,299.15,1000
158400,288.15,299.15,1000
158700,288.15,299.15,1000
159000,288.15,299.15,1000
159300,288.15,299.15,1000
159600,288.15,299.15,1000
159900,288.15,299.15,1000
160200,288.15,299.15,1000
160500,288.15,299.15,1000
160800,288.15,299.15,1000
161100,288.15,299.15,1000
161400,288.15,299.15,1000
161700,288.15,299.15,1000
162000,288.15,299.15,1000
162300,288.15,299.15,1000
162600,288.15,299.15,1000
162900,288.15,299.15,1000
163200,288.15,299.15,1000
163500,288.15,299.15,1000
163800,288.15,299.15,1000
164100,288.15,299.15,1000
164400,288.15,299.15,1000
164700,288.15,299.15,1000
165000,288.15,299.15,1000
165300,288.15,299.15,1000
165600,288.15,299.15,1000
165900,288.15,299.15,1000
166200,288.15,299.15,1000
166500,288.15,299.15,1000
166800,288.15,299.15,1000
167100,288.15,299.15,1000
167400,288.15,299.15,1000
167700,288.15,299.15,1000
168000,288.15,299.15,1000
168300,288.15,299.15,1000
168600,288.15,299.15,1000
168900,288.15,299.15,1000
169200,288.15,299.15,1000
169500,288.15,299.15,1000
169800,288.15,299.15,1000
170100,288.15,299.15,1000
170400,288.15,299.15,1000
170700,288.15,299.15,1000
171000,288.15,299.15,1000
171300,288.15,299.15,1000
171600,288.15,299.15,1000
171900,288.15,299.15,1000
172200,288.15,299.15,1000
172500,288.15,299.15,1000
172800,288.15,299.15,1000
173100,288.15,299.15,1000
173400,288.15,299.15,1000
173700,288.15,299.15,1000
174000,288.15,299.15,1000
174300,288.15,299.15,1000
174600,288.15,299.15,1000
174900,288.15,299.15,1000
175200,288.15,299.15,1000
175500,288.15,299.15,1000
175800,288.15,299.15,1000
176100,288.15,299.15,1000
176400,288.15,299.15,1000
176700,288.15,299.15,1000
177000,288.15,299.15,1000
177300,288.15,299.15,1000
177600,288.15,299.15,1000
177900,288.15,299.15,1000
178200,288.15,299.15,1000
178500,288.15,299.15,1000
178800,288.15,299.15,1000
179100,288.15,299.15,1000
179400,288.15,299.15,1000
179700,288.15,299.15,1000
180000,288.15,299.15,1000
180300,288.15,299.15,1000
180600,288.15,299.15,1000
180900,288.15,299.15,1000
181200,288.15,299.15,1000
181500,288.15,299.15,1000
181800,288.15,299.15,1000
182100,288.15,299.15,1000
182400,288.15,299.15,1000
182700,288.15,299.15,1000
183000,288.15,299.15,1000
183300,288.15,299.15,1000
183600,288.15,299.15,1000
183900,288.15,299.15,1000
184200,288.15,299.15,1000
184500,288.15,299.15,1000
184800,288.15,299.15,1000
185100,288.15,299.15,1000
185400,288.15,299.15,1000
185700,288.15,299.15,1000
186000,288.15,299.15,1000
186300,288.15,299.15,1000
186600,288.15,299.15,1000
186900,288.15,299.15,1000
187200,288.15,299.15,1000
187500,288.15,299.15,1000
187800,288.15,299.15,1000
188100,288.15,299.15,1000
188400,288.15,299.15,1000
188700,288.15,299.15,1000
189000,288.15,299.15,1000
189300,288.15,299.15,1000
189600,288.15,299.15,1000
189900,288.15,299.15,1000
190200,288.15,299.15,1000
190500,288.15,299.15,1000
190800,288.15,299.15,1000
191100,288.15,299.15,1000
191400,288.15,299.15,1000
191700,288.15,299.15,1000
192000,288.15,299.15,1000
192300,288.15,299.15,1000
192600,288.15,299.15,1000
192900,288.15,299.15,1000
193200,288.15,299.15,1000
193500,288.15,299.15,1000
193800,288.15,299.15,1000
194100,288.15,299.15,1000
194400,288.15,299.15,1000
194700,288.15,299.15,1000
195000,288.15,299.15,1000
195300,288.15,299.15,1000
195600,288.15,299.15,1000
195900,288.15,299.15,1000
196200,288.15,299.15,1000
196500,288.15,299.15,1000
196800,288.15,299.15,1000
197100,288.15,299.15,1000
197400,288.15,299.15,1000
197700,288.15,299.15,1000
198000,288.15,299.15,1000
198300,294.15,299.15,1000
198600,294.15,299.15,1000
198900,294.15,299.15,1000
199200,294.15,299.15,1000
199500,294.15,299.15,1000
199800,294.15,299.15,1000
200100,294.15,299.15,1000
200400,294.15,299.15,1000
200700,294.15,299.15,1000
201000,294.15,299.15,1000
201300,294.15,299.15,1000
201600,294.15,299.15,1000
201900,294.15,299.15,1000
202200,294.15,299.15,1000
202500,294.15,299.15,1000
202800,294.15,299.15,1000
203100,294.15,299.15,1000
203400,294.15,299.15,1000
203700,294.15,299.15,1000
204000,294.15,299.15,1000
204300,294.15,299.15,1000
204600,294.15,299.15,1000
204900,294.15,299.15,1000
205200,294.15,299.15,1000
205500,294.15,299.15,1000
205800,294.15,299.15,1000
206100,294.15,299.15,1000
206400,294.15,299.15,1000
206700,294.15,299.15,1000
207000,294.15,299.15,1000
207300,294.15,299.15,1000
207600,294.15,299.15,1000
207900,294.15,299.15,1000
208200,294.15,299.15,1000
208500,294.15,299.15,1000
208800,294.15,299.15,1000
209100,294.15,299.15,1000
209400,294.15,299.15,1000
209700,294.15,299.15,1000
210000,294.15,299.15,1000
210300,294.15,299.15,1000
210600,294.15,299.15,1000
210900,294.15,299.15,1000
211200,294.15,299.15,1000
211500,294.15,299.15,1000
211800,294.15,299.15,1000
212100,294.15,299.15,1000
212400,294.15,299.15,1000
212700,294.15,299.15,1000
213000,294.15,299.15,1000
213300,294.15,299.15,1000
213600,294.15,299.15,1000
213900,294.15,299.15,1000
214200,294.15,299.15,1000
214500,294.15,299.15,1000
214800,294.15,299.15,1000
215100,294.15,299.15,1000
215400,294.15,299.15,1000
215700,294.15,299.15,1000
216000,294.15,299.15,1000
216300,294.15,299.15,1000
216600,294.15,299.15,1000
216900,294.15,299.15,1000
217200,294.15,299.15,1000
217500,294.15,299.15,1000
217800,294.15,299.15,1000
218100,294.15,299.15,1000
218400,294.15,299.15,1000
218700,294.15,299.15,1000
219000,294.15,299.15,1000
219300,294.15,299.15,1000
219600,294.15,299.15,1000
219900,294.15,299.15,1000
220200,294.15,299.15,1000
220500,294.15,299.15,1000
220800,294.15,299.15,1000
221100,294.15,299.15,1000
221400,294.15,299.15,1000
221700,294.15,299.15,1000
222000,294.15,299.15,1000
222300,294.15,299.15,1000
222600,294.15,299.15,1000
222900,294.15,299.15,1000
223200,294.15,299.15,1000
223500,294.15,299.15,1000
223800,294.15,299.15,1000
224100,294.15,299.15,1000
224400,294.15,299.15,1000
224700,294.15,299.15,1000
225000,294.15,299.15,1000
225300,294.15,299.15,1000
225600,294.15,299.15,1000
225900,294.15,299.15,1000
226200,294.15,299.15,1000
226500,294.15,299.15,1000
226800,294.15,299.15,1000
227100,294.15,299.15,1000
227400,294.15,299.15,1000
227700,294.15,299.15,1000
228000,294.15,299.15,1000
228300,294.15,299.15,1000
228600,294.15,299.15,1000
228900,294.15,299.15,1000
229200,294.15,299.15,1000
229500,294.15,299.15,1000
229800,294.15,299.15,1000
230100,294.15,299.15,1000
230400,294.15,299.15,1000
230700,294.15,299.15,1000
231000,294.15,299.15,1000
231300,294.15,299.15,1000
231600,294.15,299.15,1000
231900,294.15,299.15,1000
232200,294.15,299.15,1000
232500,294.15,299.15,1000
232800,294.15,299.15,1000
233100,294.15,299.15,1000
233400,294.15,299.15,1000
233700,294.15,299.15,1000
234000,294.15,299.15,1000
234300,294.15,299.15,1000
234600,294.15,299.15,1000
234900,294.15,299.15,1000
235200,294.15,299.15,1000
235500,294.15,299.15,1000
235800,294.15,299.15,1000
236100,294.15,299.15,1000
236400,294.15,299.15,1000
236700,294.15,299.15,1000
237000,294.15,299.15,1000
237300,294.15,299.15,1000
237600,294.15,299.15,1000
237900,294.15,299.15,1000
238200,294.15,299.15,1000
238500,294.15,299.15,1000
238800,294.15,299.15,1000
239100,294.15,299.15,1000
239400,294.15,299.15,1000
239700,294.15,299.15,1000
240000,294.15,299.15,1000
240300,294.15,299.15,1000
240600,294.15,299.15,1000
240900,294.15,299.15,1000
241200,294.15,299.15,1000
241500,288.15,299.15,1000
241800,288.15,299.15,1000
242100,288.15,299.15,1000
242400,288.15,299.15,1000
242700,288.15,299.15,1000
243000,288.15,299.15,1000
243300,288.15,299.15,1000
243600,288.15,299.15,1000
243900,288.15,299.15,1000
244200,288.15,299.15,1000
244500,288.15,299.15,1000
244800,288.15,299.15,1000
245100,288.15,299.15,1000
245400,288.15,299.15,1000
245700,288.15,299.15,1000
246000,288.15,299.15,1000
246300,288.15,299.15,1000
246600,288.15,299.15,1000
246900,288.15,299.15,1000
247200,288.15,299.15,1000
247500,288.15,299.15,1000
247800,288.15,299.15,1000
248100,288.15,299.15,1000
248400,288.15,299.15,1000
248700,288.15,299.15,1000
249000,288.15,299.15,1000
249300,288.15,299.15,1000
249600,288.15,299.15,1000
249900,288.15,299.15,1000
250200,288.15,299.15,1000
250500,288.15,299.15,1000
250800,288.15,299.15,1000
251100,288.15,299.15,1000
251400,288.15,299.15,1000
251700,288.15,299.15,1000
252000,288.15,299.15,1000
252300,288.15,299.15,1000
252600,288.15,299.15,1000
252900,288.15,299.15,1000
253200,288.15,299.15,1000
253500,288.15,299.15,1000
253800,288.15,299.15,1000
254100,288.15,299.15,1000
254400,288.15,299.15,1000
254700,288.15,299.15,1000
255000,288.15,299.15,1000
255300,288.15,299.15,1000
255600,288.15,299.15,1000
255900,288.15,299.15,1000
256200,288.15,299.15,1000
256500,288.15,299.15,1000
256800,288.15,299.15,1000
257100,288.15,299.15,1000
257400,288.15,299.15,1000
257700,288.15,299.15,1000
258000,288.15,299.15,1000
258300,288.15,299.15,1000
258600,288.15,299.15,1000
258900,288.15,299.15,1000
259200,288.15,299.15,1000
259500,288.15,299.15,1000
259800,288.15,299.15,1000
260100,288.15,299.15,1000
260400,288.15,299.15,1000
260700,288.15,299.15,1000
261000,288.15,299.15,1000
261300,288.15,299.15,1000
261600,288.15,299.15,1000
261900,288.15,299.15,1000
262200,288.15,299.15,1000
262500,288.15,299.15,1000
262800,288.15,299.15,1000
263100,288.15,299.15,1000
263400,288.15,299.15,1000
263700,288.15,299.15,1000
264000,288.15,299.15,1000
264300,288.15,299.15,1000
264600,288.15,299.15,1000
264900,288.15,299.15,1000
265200,288.15,299.15,1000
265500,288.15,299.15,1000
265800,288.15,299.15,1000
266100,288.15,299.15,1000
266400,288.15,299.15,1000
266700,288.15,299.15,1000
267000,288.15,299.15,1000
267300,288.15,299.15,1000
267600,288.15,299.15,1000
267900,288.15,299.15,1000
268200,288.15,299.15,1000
268500,288.15,299.15,1000
268800,288.15,299.15,1000
269100,288.15,299.15,1000
269400,288.15,299.15,1000
269700,288.15,299.15,1000
270000,288.15,299.15,1000
270300,288.15,299.15,1000
270600,288.15,299.15,1000
270900,288.15,299.15,1000
271200,288.15,299.15,1000
271500,288.15,299.15,1000
271800,288.15,299.15,1000
272100,288.15,299.15,1000
272400,288.15,299.15,1000
272700,288.15,299.15,1000
273000,288.15,299.15,1000
273300,288.15,299.15,1000
273600,288.15,299.15,1000
273900,288.15,299.15,1000
274200,288.15,299.15,1000
274500,288.15,299.15,1000
274800,288.15,299.15,1000
275100,288.15,299.15,1000
275400,288.15,299.15,1000
275700,288.15,299.15,1000
276000,288.15,299.15,1000
276300,288.15,299.15,1000
276600,288.15,299.15,1000
276900,288.15,299.15,1000
277200,288.15,299.15,1000
277500,288.15,299.15,1000
277800,288.15,299.15,1000
278100,288.15,299.15,1000
278400,288.15,299.15,1000
278700,288.15,299.15,1000
279000,288.15,299.15,1000
279300,288.15,299.15,1000
279600,288.15,299.15,1000
279900,288.15,299.15,1000
280200,288.15,299.15,1000
280500,288.15,299.15,1000
280800,288.15,299.15,1000
281100,288.15,299.15,1000
281400,288.15,299.15,1000
281700,288.15,299.15,1000
282000,288.15,299.15,1000
282300,288.15,299.15,1000
282600,288.15,299.15,1000
282900,288.15,299.15,1000
283200,288.15,299.15,1000
283500,288.15,299.15,1000
283800,288.15,299.15,1000
284100,288.15,299.15,1000
284400,288.15,299.15,1000
284700,294.15,299.15,1000
285000,294.15,299.15,1000
285300,294.15,299.15,1000
285600,294.15,299.15,1000
285900,294.15,299.15,1000
286200,294.15,299.15,1000
286500,294.15,299.15,1000
286800,294.15,299.15,1000
287100,294.15,299.15,1000
287400,294.15,299.15,1000
287700,294.15,299.15,1000
288000,294.15,299.15,1000
288300,294.15,299.15,1000
288600,294.15,299.15,1000
288900,294.15,299.15,1000
289200,294.15,299.15,1000
289500,294.15,299.15,1000
289800,294.15,299.15,1000
290100,294.15,299.15,1000
290400,294.15,299.15,1000
290700,294.15,299.15,1000
291000,294.15,299.15,1000
291300,294.15,299.15,1000
291600,294.15,299.15,1000
291900,294.15,299.15,1000
292200,294.15,299.15,1000
292500,294.15,299.15,1000
292800,294.15,299.15,1000
293100,294.15,299.15,1000
293400,294.15,299.15,1000
293700,294.15,299.15,1000
294000,294.15,299.15,1000
294300,294.15,299.15,1000
294600,294.15,299.15,1000
294900,294.15,299.15,1000
295200,294.15,299.15,1000
295500,294.15,299.15,1000
295800,294.15,299.15,1000
296100,294.15,299.15,1000
296400,294.15,299.15,1000
296700,294.15,299.15,1000
297000,294.15,299.15,1000
297300,294.15,299.15,1000
297600,294.15,299.15,1000
297900,294.15,299.15,1000
298200,294.15,299.15,1000
298500,294.15,299.15,1000
