time,LowerSetp[1],UpperSetp[1],UpperCO2[1]
69300,294.15,296.15,894
70200,294.15,296.15,894
71100,294.15,296.15,894
72000,294.15,296.15,894
72900,294.15,296.15,894
73800,294.15,296.15,894
74700,294.15,296.15,894
75600,294.15,296.15,894
76500,294.15,296.15,894
77400,294.15,296.15,894
78300,294.15,296.15,894
79200,294.15,296.15,894
80100,294.15,296.15,894
81000,294.15,296.15,894
81900,294.15,296.15,894
82800,294.15,296.15,894
83700,294.15,296.15,894
84600,294.15,296.15,894
85500,294.15,296.15,894
86400,294.15,296.15,894
87300,294.15,296.15,894
88200,294.15,296.15,894
89100,294.15,296.15,894
90000,294.15,296.15,894
90900,294.15,296.15,894
91800,294.15,296.15,894
92700,294.15,296.15,894
93600,294.15,296.15,894
94500,294.15,296.15,894
95400,294.15,296.15,894
96300,294.15,296.15,894
97200,294.15,296.15,894
98100,294.15,296.15,894
99000,294.15,296.15,894
99900,294.15,296.15,894
100800,294.15,296.15,894
101700,294.15,296.15,894
102600,294.15,296.15,894
103500,294.15,296.15,894
104400,294.15,296.15,894
105300,294.15,296.15,894
106200,294.15,296.15,894
107100,294.15,296.15,894
108000,294.15,296.15,894
108900,294.15,296.15,894
109800,294.15,296.15,894
110700,294.15,296.15,894
111600,294.15,296.15,894
112500,294.15,296.15,894
113400,294.15,296.15,894
114300,294.15,296.15,894
115200,294.15,296.15,894
116100,294.15,296.15,894
117000,294.15,296.15,894
117900,294.15,296.15,894
118800,294.15,296.15,894
119700,294.15,296.15,894
120600,294.15,296.15,894
121500,294.15,296.15,894
122400,294.15,296.15,894
123300,294.15,296.15,894
124200,294.15,296.15,894
125100,294.15,296.15,894
126000,294.15,296.15,894
126900,294.15,296.15,894
127800,294.15,296.15,894
128700,294.15,296.15,894
129600,294.15,296.15,894
130500,294.15,296.15,894
131400,294.15,296.15,894
132300,294.15,296.15,894
133200,294.15,296.15,894
134100,294.15,296.15,894
135000,294.15,296.15,894
135900,294.15,296.15,894
136800,294.15,296.15,894
137700,294.15,296.15,894
138600,294.15,296.15,894
139500,294.15,296.15,894
140400,294.15,296.15,894
141300,294.15,296.15,894
142200,294.15,296.15,894
143100,294.15,296.15,894
144000,294.15,296.15,894
144900,294.15,296.15,894
145800,294.15,296.15,894
146700,294.15,296.15,894
147600,294.15,296.15,894
148500,294.15,296.15,894
149400,294.15,296.15,894
150300,294.15,296.15,894
151200,294.15,296.15,894
152100,294.15,296.15,894
153000,294.15,296.15,894
153900,294.15,296.15,894
154800,294.15,296.15,894
155700,294.15,296.15,894
156600,294.15,296.15,894
157500,294.15,296.15,894
158400,294.15,296.15,894
159300,294.15,296.15,894
160200,294.15,296.15,894
161100,294.15,296.15,894
162000,294.15,296.15,894
162900,294.15,296.15,894
163800,294.15,296.15,894
164700,294.15,296.15,894
165600,294.15,296.15,894
166500,294.15,296.15,894
167400,294.15,296.15,894
168300,294.15,296.15,894
169200,294.15,296.15,894
170100,294.15,296.15,894
171000,294.15,296.15,894
171900,294.15,296.15,894
172800,294.15,296.15,894
173700,294.15,296.15,894
174600,294.15,296.15,894
175500,294.15,296.15,894
176400,294.15,296.15,894
177300,294.15,296.15,894
178200,294.15,296.15,894
179100,294.15,296.15,894
180000,294.15,296.15,894
180900,294.15,296.15,894
181800,294.15,296.15,894
182700,294.15,296.15,894
183600,294.15,296.15,894
184500,294.15,296.15,894
185400,294.15,296.15,894
186300,294.15,296.15,894
187200,294.15,296.15,894
188100,294.15,296.15,894
189000,294.15,296.15,894
189900,294.15,296.15,894
190800,294.15,296.15,894
191700,294.15,296.15,894
192600,294.15,296.15,894
193500,294.15,296.15,894
194400,294.15,296.15,894
195300,294.15,296.15,894
196200,294.15,296.15,894
197100,294.15,296.15,894
198000,294.15,296.15,894
198900,294.15,296.15,894
199800,294.15,296.15,894
200700,294.15,296.15,894
201600,294.15,296.15,894
202500,294.15,296.15,894
203400,294.15,296.15,894
204300,294.15,296.15,894
205200,294.15,296.15,894
206100,294.15,296.15,894
207000,294.15,296.15,894
207900,294.15,296.15,894
208800,294.15,296.15,894
209700,294.15,296.15,894
210600,294.15,296.15,894
211500,294.15,296.15,894
212400,294.15,296.15,894
213300,294.15,296.15,894
214200,294.15,296.15,894
215100,294.15,296.15,894
216000,294.15,296.15,894
216900,294.15,296.15,894
217800,294.15,296.15,894
218700,294.15,296.15,894
219600,294.15,296.15,894
220500,294.15,296.15,894
221400,294.15,296.15,894
222300,294.15,296.15,894
223200,294.15,296.15,894
224100,294.15,296.15,894
225000,294.15,296.15,894
225900,294.15,296.15,894
226800,294.15,296.15,894
227700,294.15,296.15,894
228600,294.15,296.15,894
229500,294.15,296.15,894
230400,294.15,296.15,894
231300,294.15,296.15,894
232200,294.15,296.15,894
233100,294.15,296.15,894
234000,294.15,296.15,894
234900,294.15,296.15,894
235800,294.15,296.15,894
236700,294.15,296.15,894
237600,294.15,296.15,894
238500,294.15,296.15,894
239400,294.15,296.15,894
240300,294.15,296.15,894
241200,294.15,296.15,894
242100,294.15,296.15,894
243000,294.15,296.15,894
243900,294.15,296.15,894
244800,294.15,296.15,894
245700,294.15,296.15,894
246600,294.15,296.15,894
247500,294.15,296.15,894
248400,294.15,296.15,894
249300,294.15,296.15,894
250200,294.15,296.15,894
251100,294.15,296.15,894
252000,294.15,296.15,894
252900,294.15,296.15,894
253800,294.15,296.15,894
254700,294.15,296.15,894
255600,294.15,296.15,894
256500,294.15,296.15,894
257400,294.15,296.15,894
258300,294.15,296.15,894
259200,294.15,296.15,894
260100,294.15,296.15,894
261000,294.15,296.15,894
261900,294.15,296.15,894
262800,294.15,296.15,894
263700,294.15,296.15,894
264600,294.15,296.15,894
265500,294.15,296.15,894
266400,294.15,296.15,894
267300,294.15,296.15,894
268200,294.15,296.15,894
269100,294.15,296.15,894
270000,294.15,296.15,894
270900,294.15,296.15,894
271800,294.15,296.15,894
272700,294.15,296.15,894
273600,294.15,296.15,894
274500,294.15,296.15,894
275400,294.15,296.15,894
276300,294.15,296.15,894
277200,294.15,296.15,894
278100,294.15,296.15,894
279000,294.15,296.15,894
279900,294.15,296.15,894
280800,294.15,296.15,894
281700,294.15,296.15,894
282600,294.15,296.15,894
283500,294.15,296.15,894
284400,294.15,296.15,894
285300,294.15,296.15,894
286200,294.15,296.15,894
287100,294.15,296.15,894
288000,294.15,296.15,894
288900,294.15,296.15,894
289800,294.15,296.15,894
290700,294.15,296.15,894
291600,294.15,296.15,894
292500,294.15,296.15,894
293400,294.15,296.15,894
294300,294.15,296.15,894
295200,294.15,296.15,894
296100,294.15,296.15,894
297000,294.15,296.15,894
297900,294.15,296.15,894
298800,294.15,296.15,894
299700,294.15,296.15,894
300600,294.15,296.15,894
301500,294.15,296.15,894
302400,294.15,296.15,894
303300,294.15,296.15,894
304200,294.15,296.15,894
305100,294.15,296.15,894
306000,294.15,296.15,894
306900,294.15,296.15,894
307800,294.15,296.15,894
308700,294.15,296.15,894
309600,294.15,296.15,894
310500,294.15,296.15,894
311400,294.15,296.15,894
312300,294.15,296.15,894
313200,294.15,296.15,894
314100,294.15,296.15,894
315000,294.15,296.15,894
315900,294.15,296.15,894
316800,294.15,296.15,894
317700,294.15,296.15,894
318600,294.15,296.15,894
319500,294.15,296.15,894
320400,294.15,296.15,894
321300,294.15,296.15,894
322200,294.15,296.15,894
323100,294.15,296.15,894
324000,294.15,296.15,894
324900,294.15,296.15,894
325800,294.15,296.15,894
326700,294.15,296.15,894
327600,294.15,296.15,894
328500,294.15,296.15,894
329400,294.15,296.15,894
330300,294.15,296.15,894
331200,294.15,296.15,894
332100,294.15,296.15,894
333000,294.15,296.15,894
333900,294.15,296.15,894
334800,294.15,296.15,894
335700,294.15,296.15,894
336600,294.15,296.15,894
337500,294.15,296.15,894
338400,294.15,296.15,894
339300,294.15,296.15,894
340200,294.15,296.15,894
341100,294.15,296.15,894
342000,294.15,296.15,894
342900,294.15,296.15,894
343800,294.15,296.15,894
344700,294.15,296.15,894
345600,294.15,296.15,894
346500,294.15,296.15,894
347400,294.15,296.15,894
348300,294.15,296.15,894
349200,294.15,296.15,894
350100,294.15,296.15,894
351000,294.15,296.15,894
351900,294.15,296.15,894
352800,294.15,296.15,894
353700,294.15,296.15,894
354600,294.15,296.15,894
355500,294.15,296.15,894
356400,294.15,296.15,894
357300,294.15,296.15,894
358200,294.15,296.15,894
359100,294.15,296.15,894
360000,294.15,296.15,894
360900,294.15,296.15,894
361800,294.15,296.15,894
362700,294.15,296.15,894
363600,294.15,296.15,894
364500,294.15,296.15,894
365400,294.15,296.15,894
366300,294.15,296.15,894
367200,294.15,296.15,894
368100,294.15,296.15,894
369000,294.15,296.15,894
369900,294.15,296.15,894
370800,294.15,296.15,894
371700,294.15,296.15,894
372600,294.15,296.15,894
373500,294.15,296.15,894
374400,294.15,296.15,894
375300,294.15,296.15,894
376200,294.15,296.15,894
377100,294.15,296.15,894
378000,294.15,296.15,894
378900,294.15,296.15,894
379800,294.15,296.15,894
380700,294.15,296.15,894
381600,294.15,296.15,894
382500,294.15,296.15,894
383400,294.15,296.15,894
384300,294.15,296.15,894
385200,294.15,296.15,894
386100,294.15,296.15,894
387000,294.15,296.15,894
387900,294.15,296.15,894
388800,294.15,296.15,894
389700,294.15,296.15,894
390600,294.15,296.15,894
391500,294.15,296.15,894
392400,294.15,296.15,894
393300,294.15,296.15,894
394200,294.15,296.15,894
395100,294.15,296.15,894
396000,294.15,296.15,894
396900,294.15,296.15,894
397800,294.15,296.15,894
398700,294.15,296.15,894
399600,294.15,296.15,894
400500,294.15,296.15,894
401400,294.15,296.15,894
402300,294.15,296.15,894
403200,294.15,296.15,894
404100,294.15,296.15,894
405000,294.15,296.15,894
405900,294.15,296.15,894
406800,294.15,296.15,894
407700,294.15,296.15,894
408600,294.15,296.15,894
409500,294.15,296.15,894
410400,294.15,296.15,894
411300,294.15,296.15,894
412200,294.15,296.15,894
413100,294.15,296.15,894
414000,294.15,296.15,894
414900,294.15,296.15,894
415800,294.15,296.15,894
416700,294.15,296.15,894
417600,294.15,296.15,894
418500,294.15,296.15,894
419400,294.15,296.15,894
420300,294.15,296.15,894
421200,294.15,296.15,894
422100,294.15,296.15,894
423000,294.15,296.15,894
423900,294.15,296.15,894
424800,294.15,296.15,894
425700,294.15,296.15,894
426600,294.15,296.15,894
427500,294.15,296.15,894
428400,294.15,296.15,894
429300,294.15,296.15,894
430200,294.15,296.15,894
431100,294.15,296.15,894
432000,294.15,296.15,894
432900,294.15,296.15,894
433800,294.15,296.15,894
434700,294.15,296.15,894
435600,294.15,296.15,894
436500,294.15,296.15,894
437400,294.15,296.15,894
438300,294.15,296.15,894
439200,294.15,296.15,894
440100,294.15,296.15,894
441000,294.15,296.15,894
441900,294.15,296.15,894
442800,294.15,296.15,894
443700,294.15,296.15,894
444600,294.15,296.15,894
445500,294.15,296.15,894
446400,294.15,296.15,894
447300,294.15,296.15,894
448200,294.15,296.15,894
449100,294.15,296.15,894
450000,294.15,296.15,894
450900,294.15,296.15,894
451800,294.15,296.15,894
452700,294.15,296.15,894
453600,294.15,296.15,894
454500,294.15,296.15,894
455400,294.15,296.15,894
456300,294.15,296.15,894
457200,294.15,296.15,894
458100,294.15,296.15,894
459000,294.15,296.15,894
459900,294.15,296.15,894
460800,294.15,296.15,894
461700,294.15,296.15,894
462600,294.15,296.15,894
463500,294.15,296.15,894
464400,294.15,296.15,894
465300,294.15,296.15,894
466200,294.15,296.15,894
467100,294.15,296.15,894
468000,294.15,296.15,894
468900,294.15,296.15,894
469800,294.15,296.15,894
470700,294.15,296.15,894
471600,294.15,296.15,894
472500,294.15,296.15,894
473400,294.15,296.15,894
474300,294.15,296.15,894
475200,294.15,296.15,894
476100,294.15,296.15,894
477000,294.15,296.15,894
477900,294.15,296.15,894
478800,294.15,296.15,894
479700,294.15,296.15,894
480600,294.15,296.15,894
481500,294.15,296.15,894
482400,294.15,296.15,894
483300,294.15,296.15,894
484200,294.15,296.15,894
485100,294.15,296.15,894
486000,294.15,296.15,894
486900,294.15,296.15,894
487800,294.15,296.15,894
488700,294.15,296.15,894
489600,294.15,296.15,894
490500,294.15,296.15,894
491400,294.15,296.15,894
492300,294.15,296.15,894
493200,294.15,296.15,894
494100,294.15,296.15,894
495000,294.15,296.15,894
495900,294.15,296.15,894
496800,294.15,296.15,894
497700,294.15,296.15,894
498600,294.15,296.15,894
499500,294.15,296.15,894
500400,294.15,296.15,894
501300,294.15,296.15,894
502200,294.15,296.15,894
503100,294.15,296.15,894
504000,294.15,296.15,894
504900,294.15,296.15,894
505800,294.15,296.15,894
506700,294.15,296.15,894
507600,294.15,296.15,894
508500,294.15,296.15,894
509400,294.15,296.15,894
510300,294.15,296.15,894
511200,294.15,296.15,894
512100,294.15,296.15,894
513000,294.15,296.15,894
513900,294.15,296.15,894
514800,294.15,296.15,894
515700,294.15,296.15,894
516600,294.15,296.15,894
517500,294.15,296.15,894
518400,294.15,296.15,894
519300,294.15,296.15,894
520200,294.15,296.15,894
521100,294.15,296.15,894
522000,294.15,296.15,894
522900,294.15,296.15,894
523800,294.15,296.15,894
524700,294.15,296.15,894
525600,294.15,296.15,894
526500,294.15,296.15,894
527400,294.15,296.15,894
528300,294.15,296.15,894
529200,294.15,296.15,894
530100,294.15,296.15,894
531000,294.15,296.15,894
531900,294.15,296.15,894
532800,294.15,296.15,894
533700,294.15,296.15,894
534600,294.15,296.15,894
535500,294.15,296.15,894
536400,294.15,296.15,894
537300,294.15,296.15,894
538200,294.15,296.15,894
539100,294.15,296.15,894
540000,294.15,296.15,894
540900,294.15,296.15,894
541800,294.15,296.15,894
542700,294.15,296.15,894
543600,294.15,296.15,894
544500,294.15,296.15,894
545400,294.15,296.15,894
546300,294.15,296.15,894
547200,294.15,296.15,894
548100,294.15,296.15,894
549000,294.15,296.15,894
549900,294.15,296.15,894
550800,294.15,296.15,894
551700,294.15,296.15,894
552600,294.15,296.15,894
553500,294.15,296.15,894
554400,294.15,296.15,894
555300,294.15,296.15,894
556200,294.15,296.15,894
557100,294.15,296.15,894
558000,294.15,296.15,894
558900,294.15,296.15,894
559800,294.15,296.15,894
560700,294.15,296.15,894
561600,294.15,296.15,894
562500,294.15,296.15,894
563400,294.15,296.15,894
564300,294.15,296.15,894
565200,294.15,296.15,894
566100,294.15,296.15,894
567000,294.15,296.15,894
567900,294.15,296.15,894
568800,294.15,296.15,894
569700,294.15,296.15,894
570600,294.15,296.15,894
571500,294.15,296.15,894
572400,294.15,296.15,894
573300,294.15,296.15,894
574200,294.15,296.15,894
575100,294.15,296.15,894
576000,294.15,296.15,894
576900,294.15,296.15,894
577800,294.15,296.15,894
578700,294.15,296.15,894
579600,294.15,296.15,894
580500,294.15,296.15,894
581400,294.15,296.15,894
582300,294.15,296.15,894
583200,294.15,296.15,894
584100,294.15,296.15,894
585000,294.15,296.15,894
585900,294.15,296.15,894
586800,294.15,296.15,894
587700,294.15,296.15,894
588600,294.15,296.15,894
589500,294.15,296.15,894
590400,294.15,296.15,894
591300,294.15,296.15,894
592200,294.15,296.15,894
593100,294.15,296.15,894
594000,294.15,296.15,894
594900,294.15,296.15,894
595800,294.15,296.15,894
596700,294.15,296.15,894
597600,294.15,296.15,894
598500,294.15,296.15,894
599400,294.15,296.15,894
600300,294.15,296.15,894
601200,294.15,296.15,894
602100,294.15,296.15,894
603000,294.15,296.15,894
603900,294.15,296.15,894
604800,294.15,296.15,894
605700,294.15,296.15,894
606600,294.15,296.15,894
607500,294.15,296.15,894
608400,294.15,296.15,894
609300,294.15,296.15,894
610200,294.15,296.15,894
611100,294.15,296.15,894
612000,294.15,296.15,894
612900,294.15,296.15,894
613800,294.15,296.15,894
614700,294.15,296.15,894
615600,294.15,296.15,894
616500,294.15,296.15,894
617400,294.15,296.15,894
618300,294.15,296.15,894
619200,294.15,296.15,894
620100,294.15,296.15,894
621000,294.15,296.15,894
621900,294.15,296.15,894
622800,294.15,296.15,894
623700,294.15,296.15,894
624600,294.15,296.15,894
625500,294.15,296.15,894
626400,294.15,296.15,894
627300,294.15,296.15,894
628200,294.15,296.15,894
629100,294.15,296.15,894
630000,294.15,296.15,894
630900,294.15,296.15,894
631800,294.15,296.15,894
632700,294.15,296.15,894
633600,294.15,296.15,894
634500,294.15,296.15,894
635400,294.15,296.15,894
636300,294.15,296.15,894
637200,294.15,296.15,894
638100,294.15,296.15,894
639000,294.15,296.15,894
639900,294.15,296.15,894
640800,294.15,296.15,894
641700,294.15,296.15,894
642600,294.15,296.15,894
643500,294.15,296.15,894
644400,294.15,296.15,894
645300,294.15,296.15,894
646200,294.15,296.15,894
647100,294.15,296.15,894
648000,294.15,296.15,894
648900,294.15,296.15,894
649800,294.15,296.15,894
650700,294.15,296.15,894
651600,294.15,296.15,894
652500,294.15,296.15,894
653400,294.15,296.15,894
654300,294.15,296.15,894
655200,294.15,296.15,894
656100,294.15,296.15,894
657000,294.15,296.15,894
657900,294.15,296.15,894
658800,294.15,296.15,894
659700,294.15,296.15,894
660600,294.15,296.15,894
661500,294.15,296.15,894
662400,294.15,296.15,894
663300,294.15,296.15,894
664200,294.15,296.15,894
665100,294.15,296.15,894
666000,294.15,296.15,894
666900,294.15,296.15,894
667800,294.15,296.15,894
668700,294.15,296.15,894
669600,294.15,296.15,894
670500,294.15,296.15,894
671400,294.15,296.15,894
672300,294.15,296.15,894
673200,294.15,296.15,894
674100,294.15,296.15,894
675000,294.15,296.15,894
675900,294.15,296.15,894
676800,294.15,296.15,894
677700,294.15,296.15,894
678600,294.15,296.15,894
679500,294.15,296.15,894
680400,294.15,296.15,894
681300,294.15,296.15,894
682200,294.15,296.15,894
683100,294.15,296.15,894
684000,294.15,296.15,894
684900,294.15,296.15,894
685800,294.15,296.15,894
686700,294.15,296.15,894
687600,294.15,296.15,894
688500,294.15,296.15,894
689400,294.15,296.15,894
690300,294.15,296.15,894
691200,294.15,296.15,894
692100,294.15,296.15,894
693000,294.15,296.15,894
693900,294.15,296.15,894
694800,294.15,296.15,894
695700,294.15,296.15,894
696600,294.15,296.15,894
697500,294.15,296.15,894
698400,294.15,296.15,894
699300,294.15,296.15,894
700200,294.15,296.15,894
701100,294.15,296.15,894
702000,294.15,296.15,894
702900,294.15,296.15,894
703800,294.15,296.15,894
704700,294.15,296.15,894
705600,294.15,296.15,894
706500,294.15,296.15,894
707400,294.15,296.15,894
708300,294.15,296.15,894
709200,294.15,296.15,894
710100,294.15,296.15,894
711000,294.15,296.15,894
711900,294.15,296.15,894
712800,294.15,296.15,894
713700,294.15,296.15,894
714600,294.15,296.15,894
715500,294.15,296.15,894
716400,294.15,296.15,894
717300,294.15,296.15,894
718200,294.15,296.15,894
719100,294.15,296.15,894
720000,294.15,296.15,894
720900,294.15,296.15,894
721800,294.15,296.15,894
722700,294.15,296.15,894
723600,294.15,296.15,894
724500,294.15,296.15,894
725400,294.15,296.15,894
726300,294.15,296.15,894
727200,294.15,296.15,894
728100,294.15,296.15,894
729000,294.15,296.15,894
729900,294.15,296.15,894
730800,294.15,296.15,894
731700,294.15,296.15,894
732600,294.15,296.15,894
733500,294.15,296.15,894
734400,294.15,296.15,894
735300,294.15,296.15,894
736200,294.15,296.15,894
737100,294.15,296.15,894
738000,294.15,296.15,894
738900,294.15,296.15,894
739800,294.15,296.15,894
740700,294.15,296.15,894
741600,294.15,296.15,894
742500,294.15,296.15,894
743400,294.15,296.15,894
744300,294.15,296.15,894
745200,294.15,296.15,894
746100,294.15,296.15,894
747000,294.15,296.15,894
747900,294.15,296.15,894
748800,294.15,296.15,894
749700,294.15,296.15,894
750600,294.15,296.15,894
751500,294.15,296.15,894
752400,294.15,296.15,894
753300,294.15,296.15,894
754200,294.15,296.15,894
755100,294.15,296.15,894
756000,294.15,296.15,894
756900,294.15,296.15,894
757800,294.15,296.15,894
758700,294.15,296.15,894
759600,294.15,296.15,894
760500,294.15,296.15,894
761400,294.15,296.15,894
762300,294.15,296.15,894
763200,294.15,296.15,894
764100,294.15,296.15,894
765000,294.15,296.15,894
765900,294.15,296.15,894
766800,294.15,296.15,894
767700,294.15,296.15,894
768600,294.15,296.15,894
769500,294.15,296.15,894
770400,294.15,296.15,894
771300,294.15,296.15,894
772200,294.15,296.15,894
773100,294.15,296.15,894
774000,294.15,296.15,894
774900,294.15,296.15,894
775800,294.15,296.15,894
776700,294.15,296.15,894
777600,294.15,296.15,894
778500,294.15,296.15,894
779400,294.15,296.15,894
780300,294.15,296.15,894
781200,294.15,296.15,894
782100,294.15,296.15,894
783000,294.15,296.15,894
783900,294.15,296.15,894
784800,294.15,296.15,894
785700,294.15,296.15,894
786600,294.15,296.15,894
787500,294.15,296.15,894
788400,294.15,296.15,894
789300,294.15,296.15,894
790200,294.15,296.15,894
791100,294.15,296.15,894
792000,294.15,296.15,894
792900,294.15,296.15,894
793800,294.15,296.15,894
794700,294.15,296.15,894
795600,294.15,296.15,894
796500,294.15,296.15,894
797400,294.15,296.15,894
798300,294.15,296.15,894
799200,294.15,296.15,894
800100,294.15,296.15,894
801000,294.15,296.15,894
801900,294.15,296.15,894
802800,294.15,296.15,894
803700,294.15,296.15,894
804600,294.15,296.15,894
805500,294.15,296.15,894
806400,294.15,296.15,894
807300,294.15,296.15,894
808200,294.15,296.15,894
809100,294.15,296.15,894
810000,294.15,296.15,894
810900,294.15,296.15,894
811800,294.15,296.15,894
812700,294.15,296.15,894
813600,294.15,296.15,894
814500,294.15,296.15,894
815400,294.15,296.15,894
816300,294.15,296.15,894
817200,294.15,296.15,894
818100,294.15,296.15,894
819000,294.15,296.15,894
819900,294.15,296.15,894
820800,294.15,296.15,894
821700,294.15,296.15,894
822600,294.15,296.15,894
823500,294.15,296.15,894
824400,294.15,296.15,894
825300,294.15,296.15,894
826200,294.15,296.15,894
827100,294.15,296.15,894
828000,294.15,296.15,894
828900,294.15,296.15,894
829800,294.15,296.15,894
830700,294.15,296.15,894
831600,294.15,296.15,894
832500,294.15,296.15,894
833400,294.15,296.15,894
834300,294.15,296.15,894
835200,294.15,296.15,894
836100,294.15,296.15,894
837000,294.15,296.15,894
837900,294.15,296.15,894
838800,294.15,296.15,894
839700,294.15,296.15,894
840600,294.15,296.15,894
841500,294.15,296.15,894
842400,294.15,296.15,894
843300,294.15,296.15,894
844200,294.15,296.15,894
845100,294.15,296.15,894
846000,294.15,296.15,894
846900,294.15,296.15,894
847800,294.15,296.15,894
848700,294.15,296.15,894
849600,294.15,296.15,894
850500,294.15,296.15,894
851400,294.15,296.15,894
852300,294.15,296.15,894
853200,294.15,296.15,894
854100,294.15,296.15,894
855000,294.15,296.15,894
855900,294.15,296.15,894
856800,294.15,296.15,894
857700,294.15,296.15,894
858600,294.15,296.15,894
859500,294.15,296.15,894
860400,294.15,296.15,894
861300,294.15,296.15,894
862200,294.15,296.15,894
863100,294.15,296.15,894
864000,294.15,296.15,894
864900,294.15,296.15,894
865800,294.15,296.15,894
866700,294.15,296.15,894
867600,294.15,296.15,894
868500,294.15,296.15,894
869400,294.15,296.15,894
870300,294.15,296.15,894
871200,294.15,296.15,894
872100,294.15,296.15,894
873000,294.15,296.15,894
873900,294.15,296.15,894
874800,294.15,296.15,894
875700,294.15,296.15,894
876600,294.15,296.15,894
877500,294.15,296.15,894
878400,294.15,296.15,894
879300,294.15,296.15,894
880200,294.15,296.15,894
881100,294.15,296.15,894
882000,294.15,296.15,894
882900,294.15,296.15,894
883800,294.15,296.15,894
884700,294.15,296.15,894
885600,294.15,296.15,894
886500,294.15,296.15,894
887400,294.15,296.15,894
888300,294.15,296.15,894
889200,294.15,296.15,894
890100,294.15,296.15,894
891000,294.15,296.15,894
891900,294.15,296.15,894
892800,294.15,296.15,894
893700,294.15,296.15,894
894600,294.15,296.15,894
895500,294.15,296.15,894
896400,294.15,296.15,894
897300,294.15,296.15,894
898200,294.15,296.15,894
899100,294.15,296.15,894
900000,294.15,296.15,894
900900,294.15,296.15,894
901800,294.15,296.15,894
902700,294.15,296.15,894
903600,294.15,296.15,894
904500,294.15,296.15,894
905400,294.15,296.15,894
906300,294.15,296.15,894
907200,294.15,296.15,894
908100,294.15,296.15,894
909000,294.15,296.15,894
909900,294.15,296.15,894
910800,294.15,296.15,894
911700,294.15,296.15,894
912600,294.15,296.15,894
913500,294.15,296.15,894
914400,294.15,296.15,894
915300,294.15,296.15,894
916200,294.15,296.15,894
917100,294.15,296.15,894
918000,294.15,296.15,894
918900,294.15,296.15,894
919800,294.15,296.15,894
920700,294.15,296.15,894
921600,294.15,296.15,894
922500,294.15,296.15,894
923400,294.15,296.15,894
924300,294.15,296.15,894
925200,294.15,296.15,894
926100,294.15,296.15,894
927000,294.15,296.15,894
927900,294.15,296.15,894
928800,294.15,296.15,894
929700,294.15,296.15,894
930600,294.15,296.15,894
931500,294.15,296.15,894
932400,294.15,296.15,894
933300,294.15,296.15,894
934200,294.15,296.15,894
935100,294.15,296.15,894
936000,294.15,296.15,894
936900,294.15,296.15,894
937800,294.15,296.15,894
938700,294.15,296.15,894
939600,294.15,296.15,894
940500,294.15,296.15,894
941400,294.15,296.15,894
942300,294.15,296.15,894
943200,294.15,296.15,894
944100,294.15,296.15,894
945000,294.15,296.15,894
945900,294.15,296.15,894
946800,294.15,296.15,894
947700,294.15,296.15,894
948600,294.15,296.15,894
949500,294.15,296.15,894
950400,294.15,296.15,894
951300,294.15,296.15,894
952200,294.15,296.15,894
953100,294.15,296.15,894
954000,294.15,296.15,894
954900,294.15,296.15,894
955800,294.15,296.15,894
956700,294.15,296.15,894
957600,294.15,296.15,894
958500,294.15,296.15,894
959400,294.15,296.15,894
960300,294.15,296.15,894
961200,294.15,296.15,894
962100,294.15,296.15,894
963000,294.15,296.15,894
963900,294.15,296.15,894
