time,InternalGainsRad[1],InternalGainsCon[1],InternalGainsLat[1]
103500,43.8,29.2,45
104400,43.8,29.2,45
105300,43.8,29.2,45
106200,43.8,29.2,45
107100,43.8,29.2,45
108000,43.8,29.2,45
108900,43.8,29.2,45
109800,43.8,29.2,45
110700,43.8,29.2,45
111600,43.8,29.2,45
112500,0,0,0
113400,0,0,0
114300,0,0,0
115200,0,0,0
116100,0,0,0
117000,0,0,0
117900,0,0,0
118800,0,0,0
119700,0,0,0
120600,0,0,0
121500,0,0,0
122400,0,0,0
123300,0,0,0
124200,0,0,0
125100,0,0,0
126000,0,0,0
126900,0,0,0
127800,0,0,0
128700,0,0,0
129600,0,0,0
130500,0,0,0
131400,0,0,0
132300,0,0,0
133200,0,0,0
134100,0,0,0
135000,0,0,0
135900,0,0,0
136800,0,0,0
137700,0,0,0
138600,0,0,0
139500,0,0,0
140400,0,0,0
141300,0,0,0
142200,0,0,0
143100,0,0,0
144000,0,0,0
144900,0,0,0
145800,0,0,0
146700,0,0,0
147600,0,0,0
148500,0,0,0
149400,0,0,0
150300,0,0,0
151200,0,0,0
152100,0,0,0
153000,0,0,0
153900,0,0,0
154800,0,0,0
155700,0,0,0
156600,0,0,0
157500,0,0,0
158400,43.8,29.2,45
159300,43.8,29.2,45
160200,43.8,29.2,45
161100,43.8,29.2,45
162000,43.8,29.2,45
162900,43.8,29.2,45
163800,43.8,29.2,45
164700,43.8,29.2,45
165600,43.8,29.2,45
166500,43.8,29.2,45
167400,43.8,29.2,45
168300,43.8,29.2,45
169200,43.8,29.2,45
170100,43.8,29.2,45
171000,43.8,29.2,45
171900,43.8,29.2,45
172800,43.8,29.2,45
173700,43.8,29.2,45
174600,43.8,29.2,45
175500,43.8,29.2,45
176400,43.8,29.2,45
177300,43.8,29.2,45
178200,43.8,29.2,45
179100,43.8,29.2,45
180000,43.8,29.2,45
180900,43.8,29.2,45
181800,43.8,29.2,45
182700,43.8,29.2,45
183600,43.8,29.2,45
184500,43.8,29.2,45
185400,43.8,29.2,45
186300,43.8,29.2,45
187200,43.8,29.2,45
188100,43.8,29.2,45
189000,43.8,29.2,45
189900,43.8,29.2,45
190800,43.8,29.2,45
191700,43.8,29.2,45
192600,43.8,29.2,45
193500,43.8,29.2,45
194400,43.8,29.2,45
195300,43.8,29.2,45
196200,43.8,29.2,45
197100,43.8,29.2,45
198000,43.8,29.2,45
198900,0,0,0
199800,0,0,0
200700,0,0,0
201600,0,0,0
202500,0,0,0
203400,0,0,0
204300,0,0,0
205200,0,0,0
206100,0,0,0
207000,0,0,0
207900,0,0,0
208800,0,0,0
209700,0,0,0
210600,0,0,0
211500,0,0,0
212400,0,0,0
213300,0,0,0
214200,0,0,0
215100,0,0,0
216000,0,0,0
216900,0,0,0
217800,0,0,0
218700,0,0,0
219600,0,0,0
220500,0,0,0
221400,0,0,0
222300,0,0,0
223200,0,0,0
224100,0,0,0
225000,0,0,0
225900,0,0,0
226800,0,0,0
227700,0,0,0
228600,0,0,0
229500,0,0,0
230400,0,0,0
231300,0,0,0
232200,0,0,0
233100,0,0,0
234000,0,0,0
234900,0,0,0
235800,0,0,0
236700,0,0,0
237600,0,0,0
238500,0,0,0
239400,0,0,0
240300,0,0,0
241200,0,0,0
242100,0,0,0
243000,0,0,0
243900,0,0,0
244800,43.8,29.2,45
245700,43.8,29.2,45
246600,43.8,29.2,45
247500,43.8,29.2,45
248400,43.8,29.2,45
249300,43.8,29.2,45
250200,43.8,29.2,45
251100,43.8,29.2,45
252000,43.8,29.2,45
252900,43.8,29.2,45
253800,43.8,29.2,45
254700,43.8,29.2,45
255600,43.8,29.2,45
256500,43.8,29.2,45
257400,43.8,29.2,45
258300,43.8,29.2,45
259200,43.8,29.2,45
260100,43.8,29.2,45
261000,43.8,29.2,45
261900,43.8,29.2,45
262800,43.8,29.2,45
263700,43.8,29.2,45
264600,43.8,29.2,45
265500,43.8,29.2,45
266400,43.8,29.2,45
267300,43.8,29.2,45
268200,43.8,29.2,45
269100,43.8,29.2,45
270000,43.8,29.2,45
270900,43.8,29.2,45
271800,43.8,29.2,45
272700,43.8,29.2,45
273600,43.8,29.2,45
274500,43.8,29.2,45
275400,43.8,29.2,45
276300,43.8,29.2,45
277200,43.8,29.2,45
278100,43.8,29.2,45
279000,43.8,29.2,45
279900,43.8,29.2,45
280800,43.8,29.2,45
281700,43.8,29.2,45
282600,43.8,29.2,45
283500,43.8,29.2,45
284400,43.8,29.2,45
285300,0,0,0
286200,0,0,0
287100,0,0,0
288000,0,0,0
288900,0,0,0
289800,0,0,0
290700,0,0,0
291600,0,0,0
292500,0,0,0
293400,0,0,0
294300,0,0,0
295200,0,0,0
296100,0,0,0
297000,0,0,0
297900,0,0,0
298800,0,0,0
299700,0,0,0
300600,0,0,0
301500,0,0,0
302400,0,0,0
303300,0,0,0
304200,0,0,0
305100,0,0,0
306000,0,0,0
306900,0,0,0
307800,0,0,0
308700,0,0,0
309600,0,0,0
310500,0,0,0
311400,0,0,0
312300,0,0,0
313200,0,0,0
314100,0,0,0
315000,0,0,0
315900,0,0,0
316800,0,0,0
317700,0,0,0
318600,0,0,0
319500,0,0,0
320400,0,0,0
321300,0,0,0
322200,0,0,0
323100,0,0,0
324000,0,0,0
324900,0,0,0
325800,0,0,0
326700,0,0,0
327600,0,0,0
328500,0,0,0
329400,0,0,0
330300,0,0,0
331200,43.8,29.2,45
332100,43.8,29.2,45
333000,43.8,29.2,45
333900,43.8,29.2,45
334800,43.8,29.2,45
335700,43.8,29.2,45
336600,43.8,29.2,45
337500,43.8,29.2,45
338400,43.8,29.2,45
339300,43.8,29.2,45
340200,43.8,29.2,45
341100,43.8,29.2,45
342000,43.8,29.2,45
342900,43.8,29.2,45
343800,43.8,29.2,45
344700,43.8,29.2,45
345600,43.8,29.2,45
346500,43.8,29.2,45
347400,43.8,29.2,45
348300,43.8,29.2,45
349200,43.8,29.2,45
350100,43.8,29.2,45
351000,43.8,29.2,45
351900,43.8,29.2,45
352800,43.8,29.2,45
353700,43.8,29.2,45
354600,43.8,29.2,45
355500,43.8,29.2,45
356400,43.8,29.2,45
357300,43.8,29.2,45
358200,43.8,29.2,45
359100,43.8,29.2,45
360000,43.8,29.2,45
360900,43.8,29.2,45
361800,43.8,29.2,45
362700,43.8,29.2,45
363600,43.8,29.2,45
364500,43.8,29.2,45
365400,43.8,29.2,45
366300,43.8,29.2,45
367200,43.8,29.2,45
368100,43.8,29.2,45
369000,43.8,29.2,45
369900,43.8,29.2,45
370800,43.8,29.2,45
371700,0,0,0
372600,0,0,0
373500,0,0,0
374400,0,0,0
375300,0,0,0
376200,0,0,0
377100,0,0,0
378000,0,0,0
378900,0,0,0
379800,0,0,0
380700,0,0,0
381600,0,0,0
382500,0,0,0
383400,0,0,0
384300,0,0,0
385200,0,0,0
386100,0,0,0
387000,0,0,0
387900,0,0,0
388800,0,0,0
389700,0,0,0
390600,0,0,0
391500,0,0,0
392400,0,0,0
393300,0,0,0
394200,0,0,0
395100,0,0,0
396000,0,0,0
396900,0,0,0
397800,0,0,0
398700,0,0,0
399600,0,0,0
400500,0,0,0
401400,0,0,0
402300,0,0,0
403200,0,0,0
404100,0,0,0
405000,0,0,0
405900,0,0,0
406800,0,0,0
407700,0,0,0
408600,0,0,0
409500,0,0,0
410400,0,0,0
411300,0,0,0
412200,0,0,0
413100,0,0,0
414000,0,0,0
414900,0,0,0
415800,0,0,0
416700,0,0,0
417600,43.8,29.2,45
418500,43.8,29.2,45
419400,43.8,29.2,45
420300,43.8,29.2,45
421200,43.8,29.2,45
422100,43.8,29.2,45
423000,43.8,29.2,45
423900,43.8,29.2,45
424800,43.8,29.2,45
425700,43.8,29.2,45
426600,43.8,29.2,45
427500,43.8,29.2,45
428400,43.8,29.2,45
429300,43.8,29.2,45
430200,43.8,29.2,45
431100,43.8,29.2,45
432000,43.8,29.2,45
432900,43.8,29.2,45
433800,43.8,29.2,45
434700,43.8,29.2,45
435600,43.8,29.2,45
436500,43.8,29.2,45
437400,43.8,29.2,45
438300,43.8,29.2,45
439200,43.8,29.2,45
440100,43.8,29.2,45
441000,43.8,29.2,45
441900,43.8,29.2,45
442800,43.8,29.2,45
443700,43.8,29.2,45
444600,43.8,29.2,45
445500,43.8,29.2,45
446400,43.8,29.2,45
447300,43.8,29.2,45
448200,43.8,29.2,45
449100,43.8,29.2,45
450000,43.8,29.2,45
450900,43.8,29.2,45
451800,43.8,29.2,45
452700,43.8,29.2,45
453600,43.8,29.2,45
454500,43.8,29.2,45
455400,43.8,29.2,45
456300,43.8,29.2,45
457200,43.8,29.2,45
458100,0,0,0
459000,0,0,0
459900,0,0,0
460800,0,0,0
461700,0,0,0
462600,0,0,0
463500,0,0,0
464400,0,0,0
465300,0,0,0
466200,0,0,0
467100,0,0,0
468000,0,0,0
468900,0,0,0
469800,0,0,0
470700,0,0,0
471600,0,0,0
472500,0,0,0
473400,0,0,0
474300,0,0,0
475200,0,0,0
476100,0,0,0
477000,0,0,0
477900,0,0,0
478800,0,0,0
479700,0,0,0
480600,0,0,0
481500,0,0,0
482400,0,0,0
483300,0,0,0
484200,0,0,0
485100,0,0,0
486000,0,0,0
486900,0,0,0
487800,0,0,0
488700,0,0,0
489600,0,0,0
490500,0,0,0
491400,0,0,0
492300,0,0,0
493200,0,0,0
494100,0,0,0
495000,0,0,0
495900,0,0,0
496800,0,0,0
497700,0,0,0
498600,0,0,0
499500,0,0,0
500400,0,0,0
501300,0,0,0
502200,0,0,0
503100,0,0,0
504000,43.8,29.2,45
504900,43.8,29.2,45
505800,43.8,29.2,45
506700,43.8,29.2,45
507600,43.8,29.2,45
508500,43.8,29.2,45
509400,43.8,29.2,45
510300,43.8,29.2,45
511200,43.8,29.2,45
512100,43.8,29.2,45
513000,43.8,29.2,45
513900,43.8,29.2,45
514800,43.8,29.2,45
515700,43.8,29.2,45
516600,43.8,29.2,45
517500,43.8,29.2,45
518400,43.8,29.2,45
519300,43.8,29.2,45
520200,43.8,29.2,45
521100,43.8,29.2,45
522000,43.8,29.2,45
522900,43.8,29.2,45
523800,43.8,29.2,45
524700,43.8,29.2,45
525600,43.8,29.2,45
526500,43.8,29.2,45
527400,43.8,29.2,45
528300,43.8,29.2,45
529200,43.8,29.2,45
530100,43.8,29.2,45
531000,43.8,29.2,45
531900,43.8,29.2,45
532800,43.8,29.2,45
533700,43.8,29.2,45
534600,43.8,29.2,45
535500,43.8,29.2,45
536400,43.8,29.2,45
537300,43.8,29.2,45
538200,43.8,29.2,45
539100,43.8,29.2,45
540000,43.8,29.2,45
540900,43.8,29.2,45
541800,43.8,29.2,45
542700,43.8,29.2,45
543600,43.8,29.2,45
544500,0,0,0
545400,0,0,0
546300,0,0,0
547200,0,0,0
548100,0,0,0
549000,0,0,0
549900,0,0,0
550800,0,0,0
551700,0,0,0
552600,0,0,0
553500,0,0,0
554400,0,0,0
555300,0,0,0
556200,0,0,0
557100,0,0,0
558000,0,0,0
558900,0,0,0
559800,0,0,0
560700,0,0,0
561600,0,0,0
562500,0,0,0
563400,0,0,0
564300,0,0,0
565200,0,0,0
566100,0,0,0
567000,0,0,0
567900,0,0,0
568800,0,0,0
569700,0,0,0
570600,0,0,0
571500,0,0,0
572400,0,0,0
573300,0,0,0
574200,0,0,0
575100,0,0,0
576000,0,0,0
576900,0,0,0
577800,0,0,0
578700,0,0,0
579600,0,0,0
580500,0,0,0
581400,0,0,0
582300,0,0,0
583200,0,0,0
584100,0,0,0
585000,0,0,0
585900,0,0,0
586800,0,0,0
587700,0,0,0
588600,0,0,0
589500,0,0,0
590400,43.8,29.2,45
591300,43.8,29.2,45
592200,43.8,29.2,45
593100,43.8,29.2,45
594000,43.8,29.2,45
594900,43.8,29.2,45
595800,43.8,29.2,45
596700,43.8,29.2,45
597600,43.8,29.2,45
598500,43.8,29.2,45
599400,43.8,29.2,45
600300,43.8,29.2,45
601200,43.8,29.2,45
602100,43.8,29.2,45
603000,43.8,29.2,45
603900,43.8,29.2,45
604800,43.8,29.2,45
605700,43.8,29.2,45
606600,43.8,29.2,45
607500,43.8,29.2,45
608400,43.8,29.2,45
609300,43.8,29.2,45
610200,43.8,29.2,45
611100,43.8,29.2,45
612000,43.8,29.2,45
612900,43.8,29.2,45
613800,43.8,29.2,45
614700,43.8,29.2,45
615600,43.8,29.2,45
616500,43.8,29.2,45
617400,43.8,29.2,45
618300,43.8,29.2,45
619200,43.8,29.2,45
620100,43.8,29.2,45
621000,43.8,29.2,45
621900,43.8,29.2,45
622800,43.8,29.2,45
623700,43.8,29.2,45
624600,43.8,29.2,45
625500,43.8,29.2,45
626400,43.8,29.2,45
627300,43.8,29.2,45
628200,43.8,29.2,45
629100,43.8,29.2,45
630000,43.8,29.2,45
630900,0,0,0
631800,0,0,0
632700,0,0,0
633600,0,0,0
634500,0,0,0
635400,0,0,0
636300,0,0,0
637200,0,0,0
638100,0,0,0
639000,0,0,0
639900,0,0,0
640800,0,0,0
641700,0,0,0
642600,0,0,0
643500,0,0,0
644400,0,0,0
645300,0,0,0
646200,0,0,0
647100,0,0,0
648000,0,0,0
648900,0,0,0
649800,0,0,0
650700,0,0,0
651600,0,0,0
652500,0,0,0
653400,0,0,0
654300,0,0,0
655200,0,0,0
656100,0,0,0
657000,0,0,0
657900,0,0,0
658800,0,0,0
659700,0,0,0
660600,0,0,0
661500,0,0,0
662400,0,0,0
663300,0,0,0
664200,0,0,0
665100,0,0,0
666000,0,0,0
666900,0,0,0
667800,0,0,0
668700,0,0,0
669600,0,0,0
670500,0,0,0
671400,0,0,0
672300,0,0,0
673200,0,0,0
674100,0,0,0
675000,0,0,0
675900,0,0,0
676800,43.8,29.2,45
677700,43.8,29.2,45
678600,43.8,29.2,45
679500,43.8,29.2,45
680400,43.8,29.2,45
681300,43.8,29.2,45
682200,43.8,29.2,45
683100,43.8,29.2,45
684000,43.8,29.2,45
684900,43.8,29.2,45
685800,43.8,29.2,45
686700,43.8,29.2,45
687600,43.8,29.2,45
688500,43.8,29.2,45
689400,43.8,29.2,45
690300,43.8,29.2,45
691200,43.8,29.2,45
692100,43.8,29.2,45
693000,43.8,29.2,45
693900,43.8,29.2,45
694800,43.8,29.2,45
695700,43.8,29.2,45
696600,43.8,29.2,45
697500,43.8,29.2,45
698400,43.8,29.2,45
699300,43.8,29.2,45
700200,43.8,29.2,45
701100,43.8,29.2,45
702000,43.8,29.2,45
702900,43.8,29.2,45
703800,43.8,29.2,45
704700,43.8,29.2,45
705600,43.8,29.2,45
706500,43.8,29.2,45
707400,43.8,29.2,45
708300,43.8,29.2,45
709200,43.8,29.2,45
710100,43.8,29.2,45
711000,43.8,29.2,45
711900,43.8,29.2,45
712800,43.8,29.2,45
713700,43.8,29.2,45
714600,43.8,29.2,45
715500,43.8,29.2,45
716400,43.8,29.2,45
717300,0,0,0
718200,0,0,0
719100,0,0,0
720000,0,0,0
720900,0,0,0
721800,0,0,0
722700,0,0,0
723600,0,0,0
724500,0,0,0
725400,0,0,0
726300,0,0,0
727200,0,0,0
728100,0,0,0
729000,0,0,0
729900,0,0,0
730800,0,0,0
731700,0,0,0
732600,0,0,0
733500,0,0,0
734400,0,0,0
735300,0,0,0
736200,0,0,0
737100,0,0,0
738000,0,0,0
738900,0,0,0
739800,0,0,0
740700,0,0,0
741600,0,0,0
742500,0,0,0
743400,0,0,0
744300,0,0,0
745200,0,0,0
746100,0,0,0
747000,0,0,0
747900,0,0,0
748800,0,0,0
749700,0,0,0
750600,0,0,0
751500,0,0,0
752400,0,0,0
753300,0,0,0
754200,0,0,0
755100,0,0,0
756000,0,0,0
756900,0,0,0
757800,0,0,0
758700,0,0,0
759600,0,0,0
760500,0,0,0
761400,0,0,0
762300,0,0,0
763200,43.8,29.2,45
764100,43.8,29.2,45
765000,43.8,29.2,45
765900,43.8,29.2,45
766800,43.8,29.2,45
767700,43.8,29.2,45
768600,43.8,29.2,45
769500,43.8,29.2,45
770400,43.8,29.2,45
771300,43.8,29.2,45
772200,43.8,29.2,45
773100,43.8,29.2,45
774000,43.8,29.2,45
774900,43.8,29.2,45
775800,43.8,29.2,45
776700,43.8,29.2,45
777600,43.8,29.2,45
778500,43.8,29.2,45
779400,43.8,29.2,45
780300,43.8,29.2,45
781200,43.8,29.2,45
782100,43.8,29.2,45
783000,43.8,29.2,45
783900,43.8,29.2,45
784800,43.8,29.2,45
785700,43.8,29.2,45
786600,43.8,29.2,45
787500,43.8,29.2,45
788400,43.8,29.2,45
789300,43.8,29.2,45
790200,43.8,29.2,45
791100,43.8,29.2,45
792000,43.8,29.2,45
792900,43.8,29.2,45
793800,43.8,29.2,45
794700,43.8,29.2,45
795600,43.8,29.2,45
796500,43.8,29.2,45
797400,43.8,29.2,45
798300,43.8,29.2,45
799200,43.8,29.2,45
800100,43.8,29.2,45
801000,43.8,29.2,45
801900,43.8,29.2,45
802800,43.8,29.2,45
803700,0,0,0
804600,0,0,0
805500,0,0,0
806400,0,0,0
807300,0,0,0
808200,0,0,0
809100,0,0,0
810000,0,0,0
810900,0,0,0
811800,0,0,0
812700,0,0,0
813600,0,0,0
814500,0,0,0
815400,0,0,0
816300,0,0,0
817200,0,0,0
818100,0,0,0
819000,0,0,0
819900,0,0,0
820800,0,0,0
821700,0,0,0
822600,0,0,0
823500,0,0,0
824400,0,0,0
825300,0,0,0
826200,0,0,0
827100,0,0,0
828000,0,0,0
828900,0,0,0
829800,0,0,0
830700,0,0,0
831600,0,0,0
832500,0,0,0
833400,0,0,0
834300,0,0,0
835200,0,0,0
836100,0,0,0
837000,0,0,0
837900,0,0,0
838800,0,0,0
839700,0,0,0
840600,0,0,0
841500,0,0,0
842400,0,0,0
843300,0,0,0
844200,0,0,0
845100,0,0,0
846000,0,0,0
846900,0,0,0
847800,0,0,0
848700,0,0,0
849600,43.8,29.2,45
850500,43.8,29.2,45
851400,43.8,29.2,45
852300,43.8,29.2,45
853200,43.8,29.2,45
854100,43.8,29.2,45
855000,43.8,29.2,45
855900,43.8,29.2,45
856800,43.8,29.2,45
857700,43.8,29.2,45
858600,43.8,29.2,45
859500,43.8,29.2,45
860400,43.8,29.2,45
861300,43.8,29.2,45
862200,43.8,29.2,45
863100,43.8,29.2,45
864000,43.8,29.2,45
864900,43.8,29.2,45
865800,43.8,29.2,45
866700,43.8,29.2,45
867600,43.8,29.2,45
868500,43.8,29.2,45
869400,43.8,29.2,45
870300,43.8,29.2,45
871200,43.8,29.2,45
872100,43.8,29.2,45
873000,43.8,29.2,45
873900,43.8,29.2,45
874800,43.8,29.2,45
875700,43.8,29.2,45
876600,43.8,29.2,45
877500,43.8,29.2,45
878400,43.8,29.2,45
879300,43.8,29.2,45
880200,43.8,29.2,45
881100,43.8,29.2,45
882000,43.8,29.2,45
882900,43.8,29.2,45
883800,43.8,29.2,45
884700,43.8,29.2,45
885600,43.8,29.2,45
886500,43.8,29.2,45
887400,43.8,29.2,45
888300,43.8,29.2,45
889200,43.8,29.2,45
890100,0,0,0
891000,0,0,0
891900,0,0,0
892800,0,0,0
893700,0,0,0
894600,0,0,0
895500,0,0,0
896400,0,0,0
897300,0,0,0
898200,0,0,0
899100,0,0,0
900000,0,0,0
900900,0,0,0
901800,0,0,0
902700,0,0,0
903600,0,0,0
904500,0,0,0
905400,0,0,0
906300,0,0,0
907200,0,0,0
908100,0,0,0
909000,0,0,0
909900,0,0,0
910800,0,0,0
911700,0,0,0
912600,0,0,0
913500,0,0,0
914400,0,0,0
915300,0,0,0
916200,0,0,0
917100,0,0,0
918000,0,0,0
918900,0,0,0
919800,0,0,0
920700,0,0,0
921600,0,0,0
922500,0,0,0
923400,0,0,0
924300,0,0,0
925200,0,0,0
926100,0,0,0
927000,0,0,0
927900,0,0,0
928800,0,0,0
929700,0,0,0
930600,0,0,0
931500,0,0,0
932400,0,0,0
933300,0,0,0
934200,0,0,0
935100,0,0,0
936000,43.8,29.2,45
936900,43.8,29.2,45
937800,43.8,29.2,45
938700,43.8,29.2,45
939600,43.8,29.2,45
940500,43.8,29.2,45
941400,43.8,29.2,45
942300,43.8,29.2,45
943200,43.8,29.2,45
944100,43.8,29.2,45
945000,43.8,29.2,45
945900,43.8,29.2,45
946800,43.8,29.2,45
947700,43.8,29.2,45
948600,43.8,29.2,45
949500,43.8,29.2,45
950400,43.8,29.2,45
951300,43.8,29.2,45
952200,43.8,29.2,45
953100,43.8,29.2,45
954000,43.8,29.2,45
954900,43.8,29.2,45
955800,43.8,29.2,45
956700,43.8,29.2,45
957600,43.8,29.2,45
958500,43.8,29.2,45
959400,43.8,29.2,45
960300,43.8,29.2,45
961200,43.8,29.2,45
962100,43.8,29.2,45
963000,43.8,29.2,45
963900,43.8,29.2,45
964800,43.8,29.2,45
965700,43.8,29.2,45
966600,43.8,29.2,45
967500,43.8,29.2,45
968400,43.8,29.2,45
969300,43.8,29.2,45
970200,43.8,29.2,45
971100,43.8,29.2,45
972000,43.8,29.2,45
972900,43.8,29.2,45
973800,43.8,29.2,45
974700,43.8,29.2,45
975600,43.8,29.2,45
976500,0,0,0
977400,0,0,0
978300,0,0,0
979200,0,0,0
980100,0,0,0
981000,0,0,0
981900,0,0,0
982800,0,0,0
983700,0,0,0
984600,0,0,0
985500,0,0,0
986400,0,0,0
987300,0,0,0
988200,0,0,0
989100,0,0,0
990000,0,0,0
990900,0,0,0
991800,0,0,0
992700,0,0,0
993600,0,0,0
994500,0,0,0
995400,0,0,0
996300,0,0,0
997200,0,0,0
998100,0,0,0
999000,0,0,0
999900,0,0,0
1000800,0,0,0
1001700,0,0,0
1002600,0,0,0
1003500,0,0,0
1004400,0,0,0
1005300,0,0,0
1006200,0,0,0
1007100,0,0,0
1008000,0,0,0
1008900,0,0,0
1009800,0,0,0
1010700,0,0,0
1011600,0,0,0
1012500,0,0,0
1013400,0,0,0
1014300,0,0,0
1015200,0,0,0
1016100,0,0,0
1017000,0,0,0
1017900,0,0,0
1018800,0,0,0
1019700,0,0,0
1020600,0,0,0
1021500,0,0,0
1022400,43.8,29.2,45
1023300,43.8,29.2,45
1024200,43.8,29.2,45
1025100,43.8,29.2,45
1026000,43.8,29.2,45
1026900,43.8,29.2,45
1027800,43.8,29.2,45
1028700,43.8,29.2,45
1029600,43.8,29.2,45
1030500,43.8,29.2,45
1031400,43.8,29.2,45
1032300,43.8,29.2,45
1033200,43.8,29.2,45
1034100,43.8,29.2,45
1035000,43.8,29.2,45
1035900,43.8,29.2,45
1036800,43.8,29.2,45
1037700,43.8,29.2,45
1038600,43.8,29.2,45
1039500,43.8,29.2,45
1040400,43.8,29.2,45
1041300,43.8,29.2,45
1042200,43.8,29.2,45
1043100,43.8,29.2,45
1044000,43.8,29.2,45
1044900,43.8,29.2,45
1045800,43.8,29.2,45
1046700,43.8,29.2,45
1047600,43.8,29.2,45
1048500,43.8,29.2,45
1049400,43.8,29.2,45
1050300,43.8,29.2,45
1051200,43.8,29.2,45
1052100,43.8,29.2,45
1053000,43.8,29.2,45
1053900,43.8,29.2,45
1054800,43.8,29.2,45
1055700,43.8,29.2,45
1056600,43.8,29.2,45
1057500,43.8,29.2,45
1058400,43.8,29.2,45
1059300,43.8,29.2,45
1060200,43.8,29.2,45
1061100,43.8,29.2,45
1062000,43.8,29.2,45
1062900,0,0,0
1063800,0,0,0
1064700,0,0,0
1065600,0,0,0
1066500,0,0,0
1067400,0,0,0
1068300,0,0,0
1069200,0,0,0
1070100,0,0,0
1071000,0,0,0
1071900,0,0,0
1072800,0,0,0
1073700,0,0,0
1074600,0,0,0
1075500,0,0,0
1076400,0,0,0
1077300,0,0,0
1078200,0,0,0
1079100,0,0,0
1080000,0,0,0
1080900,0,0,0
1081800,0,0,0
1082700,0,0,0
1083600,0,0,0
1084500,0,0,0
1085400,0,0,0
1086300,0,0,0
1087200,0,0,0
1088100,0,0,0
1089000,0,0,0
1089900,0,0,0
1090800,0,0,0
1091700,0,0,0
1092600,0,0,0
1093500,0,0,0
1094400,0,0,0
1095300,0,0,0
1096200,0,0,0
1097100,0,0,0
1098000,0,0,0
1098900,0,0,0
1099800,0,0,0
1100700,0,0,0
1101600,0,0,0
1102500,0,0,0
1103400,0,0,0
1104300,0,0,0
1105200,0,0,0
1106100,0,0,0
1107000,0,0,0
1107900,0,0,0
1108800,43.8,29.2,45
1109700,43.8,29.2,45
1110600,43.8,29.2,45
1111500,43.8,29.2,45
1112400,43.8,29.2,45
1113300,43.8,29.2,45
1114200,43.8,29.2,45
1115100,43.8,29.2,45
1116000,43.8,29.2,45
1116900,43.8,29.2,45
1117800,43.8,29.2,45
1118700,43.8,29.2,45
1119600,43.8,29.2,45
1120500,43.8,29.2,45
1121400,43.8,29.2,45
1122300,43.8,29.2,45
1123200,43.8,29.2,45
1124100,43.8,29.2,45
1125000,43.8,29.2,45
1125900,43.8,29.2,45
1126800,43.8,29.2,45
1127700,43.8,29.2,45
1128600,43.8,29.2,45
1129500,43.8,29.2,45
1130400,43.8,29.2,45
1131300,43.8,29.2,45
1132200,43.8,29.2,45
1133100,43.8,29.2,45
1134000,43.8,29.2,45
1134900,43.8,29.2,45
1135800,43.8,29.2,45
