Time,dh.qdh
175500,5102.1924
175500,5102.1924
176400,5384.4473
176400,5384.4473
177300,5698.55
177300,5698.55
178200,6009.2695
178200,6009.2695
179100,6297.282
179100,6297.282
180000,6518.0205
180000,6518.0205
180900,6642.8843
180900,6642.8843
181800,6688.4043
181800,6688.4043
182700,6691.6997
182700,6691.6997
183600,6701.1704
183600,6701.1704
184500,6710.3184
184500,6710.3184
185400,6729.914
185400,6729.914
186300,6747.868
186300,6747.868
187200,6761.738
187200,6761.738
188100,6755.0205
188100,6755.0205
189000,6736.339
189000,6736.339
189900,6730.642
189900,6730.642
190800,6767.801
190800,6767.801
191700,206973.94
191700,206973.94
192600,170706.22
192600,170706.22
193500,156325.42
193500,156325.42
194400,150134.31
194400,150134.31
195300,146531.45
195300,146531.45
196200,144903.23
196200,144903.23
197100,143806.69
197100,143806.69
198000,142935.8
198000,142935.8
198900,142064.52
198900,142064.52
199800,141262.17
199800,141262.17
200700,140879.28
200700,140879.28
201600,141193.53
201600,141193.53
202500,141865.34
202500,141865.34
203400,142403.47
203400,142403.47
204300,142918.38
204300,142918.38
205200,143446.48
205200,143446.48
206100,143990.73
206100,143990.73
207000,144543.8
207000,144543.8
207900,145090.52
207900,145090.52
208800,145609.52
208800,145609.52
209700,146007.39
209700,146007.39
210600,146338.1
210600,146338.1
211500,146801.75
211500,146801.75
212400,147510.39
212400,147510.39
213300,148322.23
213300,148322.23
214200,149000.69
214200,149000.69
215100,149562.56
215100,149562.56
216000,150051.8
216000,150051.8
216900,150459.7
216900,150459.7
217800,150769.38
217800,150769.38
218700,151098.95
218700,151098.95
219600,151316.03
219600,151316.03
220500,151278
220500,151278
221400,150897.86
221400,150897.86
222300,150015.38
222300,150015.38
223200,148335.2
223200,148335.2
224100,144214.06
224100,144214.06
225000,136457.58
225000,136457.58
225900,124717.6
225900,124717.6
226800,106544
226800,106544
227700,76621.63
227700,76621.63
228600,32583.13
228600,32583.13
229500,340.4098
229500,340.4098
230400,347.25262
230400,347.25262
231300,348.91852
231300,348.91852
232200,3634.8127
232200,3634.8127
233100,19582.607
233100,19582.607
234000,50219.582
234000,50219.582
234900,84651.15
234900,84651.15
235800,103767.25
235800,103767.25
236700,109713.98
236700,109713.98
237600,111675.19
237600,111675.19
238500,112050.36
238500,112050.36
239400,111139.74
239400,111139.74
240300,109272.39
240300,109272.39
241200,106874.77
241200,106874.77
242100,325.57364
242100,325.57364
243000,338.335
243000,338.335
243900,345.19858
243900,345.19858
244800,350.56924
244800,350.56924
245700,355.32605
245700,355.32605
246600,359.64548
246600,359.64548
247500,363.57974
247500,363.57974
248400,367.40182
248400,367.40182
249300,369.66464
249300,369.66464
250200,530.1999
250200,530.1999
251100,1096.4894
251100,1096.4894
252000,1680.0573
252000,1680.0573
252900,2108.717
252900,2108.717
253800,2390.9846
253800,2390.9846
254700,2608.443
254700,2608.443
255600,2842.512
255600,2842.512
256500,3130.1636
256500,3130.1636
257400,3465.0625
257400,3465.0625
258300,3824.947
258300,3824.947
259200,4185.4526
259200,4185.4526
260100,4528.6
260100,4528.6
261000,4848.1997
261000,4848.1997
261900,5146.7324
261900,5146.7324
262800,5431.5625
262800,5431.5625
263700,5711.493
263700,5711.493
264600,5986.866
264600,5986.866
265500,6252.9316
265500,6252.9316
266400,6502.029
266400,6502.029
267300,6735.668
267300,6735.668
268200,6960.072
268200,6960.072
269100,7178.46
269100,7178.46
270000,7391.411
270000,7391.411
270900,7599.3022
270900,7599.3022
271800,7802.384
271800,7802.384
272700,7999.536
272700,7999.536
273600,8195.582
273600,8195.582
274500,8372.562
274500,8372.562
275400,8547.704
275400,8547.704
276300,8724.263
276300,8724.263
277200,8912.629
277200,8912.629
278100,247711.44
278100,247711.44
279000,204975.31
279000,204975.31
279900,189166.34
279900,189166.34
280800,182454.8
280800,182454.8
281700,178782.64
281700,178782.64
282600,177251.84
282600,177251.84
283500,176599.22
283500,176599.22
284400,176229.52
284400,176229.52
285300,175998.94
285300,175998.94
286200,175859.97
286200,175859.97
287100,175787.61
287100,175787.61
288000,175769
288000,175769
288900,174880.19
288900,174880.19
289800,172834.2
289800,172834.2
290700,170651.61
290700,170651.61
291600,169060.88
291600,169060.88
292500,167994.94
292500,167994.94
293400,166823.95
293400,166823.95
294300,165557.55
294300,165557.55
295200,164153.28
295200,164153.28
296100,162654.61
296100,162654.61
297000,161133.4
297000,161133.4
297900,159540.92
297900,159540.92
298800,157903.5
298800,157903.5
299700,156205.77
299700,156205.77
300600,154437.1
300600,154437.1
301500,152659.44
301500,152659.44
302400,150861.39
302400,150861.39
303300,148887.6
303300,148887.6
304200,146668.53
304200,146668.53
305100,144142.55
305100,144142.55
306000,141165.17
306000,141165.17
306900,137454.6
306900,137454.6
307800,132570.48
307800,132570.48
308700,125588.83
308700,125588.83
309600,114688.336
309600,114688.336
310500,97145.98
310500,97145.98
311400,68430.41
311400,68430.41
312300,26520.35
312300,26520.35
313200,336.5446
313200,336.5446
314100,344.64188
314100,344.64188
315000,350.00964
315000,350.00964
315900,354.28717
315900,354.28717
316800,7260.885
316800,7260.885
317700,23355.102
317700,23355.102
318600,50616.777
318600,50616.777
319500,78260.43
319500,78260.43
320400,94875.17
320400,94875.17
321300,101545.02
321300,101545.02
322200,104456.375
322200,104456.375
323100,105810.12
323100,105810.12
324000,106009.58
324000,106009.58
324900,105274.39
324900,105274.39
325800,103987.516
325800,103987.516
326700,102549.87
326700,102549.87
327600,101345.33
327600,101345.33
328500,372.31827
328500,372.31827
329400,383.84607
329400,383.84607
330300,388.92657
330300,388.92657
331200,391.7112
331200,391.7112
332100,393.29013
332100,393.29013
333000,394.38547
333000,394.38547
333900,395.33047
333900,395.33047
334800,461.83835
334800,461.83835
335700,1011.9446
335700,1011.9446
336600,1723.873
336600,1723.873
337500,2256.5315
337500,2256.5315
338400,2594.0347
338400,2594.0347
339300,2831.5823
339300,2831.5823
340200,3077.9497
340200,3077.9497
341100,3385.483
341100,3385.483
342000,3759.3652
342000,3759.3652
342900,4174.4595
342900,4174.4595
343800,4597.6265
343800,4597.6265
344700,5010.2197
344700,5010.2197
345600,5403.1274
345600,5403.1274
346500,5774.357
346500,5774.357
347400,6126.0776
347400,6126.0776
348300,6461.9077
348300,6461.9077
349200,6785.065
349200,6785.065
350100,7097.817
350100,7097.817
351000,7401.7974
351000,7401.7974
351900,7698.7715
351900,7698.7715
352800,7989.564
352800,7989.564
353700,8251.161
353700,8251.161
354600,8480.372
354600,8480.372
355500,8690.01
355500,8690.01
356400,8904.221
356400,8904.221
357300,9117.157
357300,9117.157
358200,9334.028
358200,9334.028
359100,9546.902
359100,9546.902
360000,9756.075
360000,9756.075
360900,9957.45
360900,9957.45
361800,10153.887
361800,10153.887
362700,10351.539
362700,10351.539
363600,10552.132
363600,10552.132
364500,274050.03
364500,274050.03
365400,224968.19
365400,224968.19
366300,207928.33
366300,207928.33
367200,199966.66
367200,199966.66
368100,195783.77
368100,195783.77
369000,193231.02
369000,193231.02
369900,192002.84
369900,192002.84
370800,191179.98
370800,191179.98
371700,190530.7
371700,190530.7
372600,189983.89
372600,189983.89
373500,189510.92
373500,189510.92
374400,189097.75
374400,189097.75
375300,188025.48
375300,188025.48
376200,186062.1
376200,186062.1
377100,184008.33
377100,184008.33
378000,182459.53
378000,182459.53
378900,181358.56
378900,181358.56
379800,180222.84
379800,180222.84
380700,179039.9
380700,179039.9
381600,177761.73
381600,177761.73
382500,176368.12
382500,176368.12
383400,174839.58
383400,174839.58
384300,173117.34
384300,173117.34
385200,171194.34
385200,171194.34
386100,169001.89
386100,169001.89
387000,166585.89
387000,166585.89
387900,164071.36
387900,164071.36
388800,161652.55
388800,161652.55
389700,159362.42
389700,159362.42
390600,156778.72
390600,156778.72
391500,153726.11
391500,153726.11
392400,149923.02
392400,149923.02
393300,144656.9
393300,144656.9
394200,137270.45
394200,137270.45
395100,126641.51
395100,126641.51
396000,110096.57
396000,110096.57
396900,82872.38
396900,82872.38
397800,41492.312
397800,41492.312
398700,359.12668
398700,359.12668
399600,369.16315
399600,369.16315
400500,375.68784
400500,375.68784
401400,927.2551
401400,927.2551
402300,12461.106
402300,12461.106
403200,33892.207
403200,33892.207
404100,65915.73
404100,65915.73
405000,92565.19
405000,92565.19
405900,105672.3
405900,105672.3
406800,109840.06
406800,109840.06
407700,110745.98
407700,110745.98
408600,109931.15
408600,109931.15
409500,107834.47
409500,107834.47
410400,104880.25
410400,104880.25
411300,101668.78
411300,101668.78
412200,98858.46
412200,98858.46
413100,97046.29
413100,97046.29
414000,96625.16
414000,96625.16
414900,383.24625
414900,383.24625
415800,389.22864
415800,389.22864
416700,389.8343
416700,389.8343
417600,389.2369
417600,389.2369
418500,389.0764
418500,389.0764
419400,388.83124
419400,388.83124
420300,388.50403
420300,388.50403
421200,462.95294
421200,462.95294
422100,969.6507
422100,969.6507
423000,1597.9603
423000,1597.9603
423900,2067.0151
423900,2067.0151
424800,2372.4705
424800,2372.4705
425700,2601.6926
425700,2601.6926
426600,2848.532
426600,2848.532
427500,3155.6558
427500,3155.6558
428400,3519.283
428400,3519.283
429300,3914.6562
429300,3914.6562
430200,4314.9795
430200,4314.9795
431100,4702.4087
431100,4702.4087
432000,5068.564
432000,5068.564
432900,5414.348
432900,5414.348
433800,5741.746
433800,5741.746
434700,6052.128
434700,6052.128
435600,6346.0107
435600,6346.0107
436500,6627.0005
436500,6627.0005
437400,6895.287
437400,6895.287
438300,7143.509
438300,7143.509
439200,7366.4585
439200,7366.4585
440100,7544.81
440100,7544.81
441000,7694.9287
441000,7694.9287
441900,7830.712
441900,7830.712
442800,7975.3857
442800,7975.3857
443700,8130.0024
443700,8130.0024
444600,8286.226
444600,8286.226
445500,8437.1875
445500,8437.1875
446400,8578.283
446400,8578.283
447300,8693.931
447300,8693.931
448200,8786.891
448200,8786.891
449100,8885.134
449100,8885.134
450000,9028.869
450000,9028.869
450900,9181.325
450900,9181.325
451800,9341.014
451800,9341.014
452700,9490.678
452700,9490.678
453600,9631.51
453600,9631.51
454500,9766.72
454500,9766.72
455400,9898.571
455400,9898.571
456300,10028.133
456300,10028.133
457200,10155.76
457200,10155.76
458100,10281.679
458100,10281.679
459000,10405.92
459000,10405.92
459900,10528.323
459900,10528.323
460800,10653.049
460800,10653.049
461700,10746.267
461700,10746.267
462600,10811.235
462600,10811.235
463500,10909.26
463500,10909.26
464400,12934.937
464400,12934.937
465300,16944.838
465300,16944.838
466200,21908.525
466200,21908.525
467100,27862.758
467100,27862.758
468000,34140.965
468000,34140.965
468900,38479.668
468900,38479.668
469800,38427.2
469800,38427.2
470700,33524.23
470700,33524.23
471600,25218.977
471600,25218.977
472500,15920.283
472500,15920.283
473400,10269.398
473400,10269.398
474300,10258.85
474300,10258.85
475200,10370.553
475200,10370.553
476100,10474.316
476100,10474.316
477000,10902.41
477000,10902.41
477900,12875.741
477900,12875.741
478800,15044.608
478800,15044.608
479700,16314.675
479700,16314.675
480600,16435.158
480600,16435.158
481500,15176.053
481500,15176.053
482400,12221.909
482400,12221.909
483300,10199.346
483300,10199.346
484200,10149.137
484200,10149.137
485100,10152.795
485100,10152.795
486000,10153.798
486000,10153.798
486900,10144.733
486900,10144.733
487800,10132.05
487800,10132.05
488700,10118.377
488700,10118.377
489600,10107.864
489600,10107.864
490500,10119.14
490500,10119.14
491400,10169.167
491400,10169.167
492300,10267.635
492300,10267.635
493200,10412.598
493200,10412.598
494100,11873.435
494100,11873.435
495000,16931.768
495000,16931.768
495900,23540.633
495900,23540.633
496800,31087.666
496800,31087.666
497700,38126.164
497700,38126.164
498600,42839.484
498600,42839.484
499500,43829.85
499500,43829.85
500400,40964.504
500400,40964.504
501300,35403.434
501300,35403.434
502200,29168.057
502200,29168.057
503100,24453.379
503100,24453.379
504000,22876.166
504000,22876.166
504900,25039.242
504900,25039.242
505800,30447.5
505800,30447.5
506700,37661.883
506700,37661.883
507600,44706.09
507600,44706.09
508500,49619.41
508500,49619.41
509400,51102.055
509400,51102.055
510300,49016.66
510300,49016.66
511200,44336.17
511200,44336.17
512100,38728.348
512100,38728.348
513000,34040.992
513000,34040.992
513900,31804.95
513900,31804.95
514800,32798.793
514800,32798.793
515700,36801.918
515700,36801.918
516600,42666.195
516600,42666.195
517500,48631.727
517500,48631.727
518400,52879.35
518400,52879.35
519300,54162.2
519300,54162.2
520200,52246.156
520200,52246.156
521100,47896.21
521100,47896.21
522000,42518.31
522000,42518.31
522900,37778.14
522900,37778.14
523800,35184.133
523800,35184.133
524700,35626.527
524700,35626.527
525600,39048.24
525600,39048.24
526500,44458.89
526500,44458.89
527400,50215.13
527400,50215.13
528300,54534.516
528300,54534.516
529200,56128.074
529200,56128.074
530100,54581.555
530100,54581.555
531000,50415.94
531000,50415.94
531900,44907.285
531900,44907.285
532800,39758.902
532800,39758.902
533700,36591.19
533700,36591.19
534600,36525.715
534600,36525.715
535500,39800.086
535500,39800.086
536400,45520.27
536400,45520.27
537300,51933.805
537300,51933.805
538200,57005.633
538200,57005.633
539100,59132.812
539100,59132.812
540000,57673.04
540000,57673.04
540900,53192.71
540900,53192.71
541800,47149.27
541800,47149.27
542700,41387.227
542700,41387.227
543600,37649.38
543600,37649.38
544500,37115.848
544500,37115.848
545400,40090.24
545400,40090.24
546300,45870.43
546300,45870.43
547200,52790.055
547200,52790.055
548100,58642.24
548100,58642.24
549000,61504.008
549000,61504.008
549900,60618.66
549900,60618.66
550800,56555.34
550800,56555.34
551700,50732.43
551700,50732.43
552600,44935.773
552600,44935.773
553500,40905.895
553500,40905.895
554400,39892.266
554400,39892.266
555300,42227.49
555300,42227.49
556200,47084.504
556200,47084.504
557100,52755.65
557100,52755.65
558000,57110.227
558000,57110.227
558900,58402.074
558900,58402.074
559800,56083.9
559800,56083.9
560700,50802.66
560700,50802.66
561600,44066.973
561600,44066.973
562500,37788.86
562500,37788.86
563400,33884.387
563400,33884.387
564300,33828.773
564300,33828.773
565200,37979.68
565200,37979.68
566100,45232.508
566100,45232.508
567000,53193.8
567000,53193.8
567900,59179.383
567900,59179.383
568800,61126.43
568800,61126.43
569700,58272.918
569700,58272.918
570600,51480.742
570600,51480.742
571500,42898.71
571500,42898.71
572400,35302.55
572400,35302.55
573300,31259.139
573300,31259.139
574200,32317.559
574200,32317.559
575100,38311.97
575100,38311.97
576000,47544.113
576000,47544.113
576900,57305.574
576900,57305.574
577800,64585.523
577800,64585.523
578700,67133.164
578700,67133.164
579600,64339.145
579600,64339.145
580500,57552.977
580500,57552.977
581400,49202.92
581400,49202.92
582300,42033.133
582300,42033.133
583200,38432.336
583200,38432.336
584100,39778.418
584100,39778.418
585000,45990.184
585000,45990.184
585900,55360.332
585900,55360.332
586800,64868.56
586800,64868.56
587700,71213.67
587700,71213.67
588600,72505.23
588600,72505.23
589500,69075.44
589500,69075.44
590400,62618.203
590400,62618.203
591300,55322.914
591300,55322.914
592200,49405.582
592200,49405.582
593100,46765.1
593100,46765.1
594000,48481.01
594000,48481.01
594900,54379.055
594900,54379.055
595800,62912.707
595800,62912.707
596700,71501.66
596700,71501.66
597600,77552.6
597600,77552.6
598500,79646.18
598500,79646.18
599400,77884.39
599400,77884.39
600300,73399.12
600300,73399.12
601200,67798.59
601200,67798.59
602100,62802.89
602100,62802.89
603000,59922.773
603000,59922.773
603900,59991.152
603900,59991.152
604800,62878.016
604800,62878.016
605700,67506.98
605700,67506.98
606600,72248.95
606600,72248.95
607500,75610.3
607500,75610.3
608400,76738.27
608400,76738.27
609300,75597.3
609300,75597.3
610200,72787.22
610200,72787.22
611100,69249.62
611100,69249.62
612000,65995.836
612000,65995.836
612900,63930.28
612900,63930.28
613800,63569.66
613800,63569.66
614700,64895.25
614700,64895.25
615600,67376.78
615600,67376.78
616500,236573.66
616500,236573.66
617400,208655.89
617400,208655.89
618300,198118.69
618300,198118.69
619200,192506.39
619200,192506.39
620100,189368.05
620100,189368.05
621000,187094
621000,187094
621900,185214.19
621900,185214.19
622800,183552.17
622800,183552.17
623700,182109.02
623700,182109.02
624600,180884.47
624600,180884.47
625500,179793.61
625500,179793.61
626400,178780.03
626400,178780.03
627300,177863.47
627300,177863.47
628200,177057.06
628200,177057.06
629100,176329.95
629100,176329.95
630000,175728.38
630000,175728.38
630900,174904.7
630900,174904.7
631800,173899.97
631800,173899.97
632700,173228.08
632700,173228.08
633600,173299.9
633600,173299.9
634500,173806.58
634500,173806.58
635400,174159.22
635400,174159.22
636300,174467.28
636300,174467.28
637200,174737.45
637200,174737.45
638100,174908.42
638100,174908.42
639000,174984.48
639000,174984.48
639900,175038.75
639900,175038.75
640800,175124.86
640800,175124.86
641700,175422.94
641700,175422.94
642600,180509.22
642600,180509.22
643500,180274.14
643500,180274.14
644400,180446.89
644400,180446.89
645300,180430.11
645300,180430.11
646200,179388.52
646200,179388.52
647100,178191.75
647100,178191.75
648000,176605.6
648000,176605.6
648900,175733.27
648900,175733.27
649800,174911.77
649800,174911.77
650700,173243.03
650700,173243.03
651600,171299.62
651600,171299.62
652500,167265.36
652500,167265.36
653400,164751.72
653400,164751.72
654300,163370.6
654300,163370.6
655200,162264.97
655200,162264.97
656100,161769.03
656100,161769.03
657000,161973.78
657000,161973.78
657900,162227.05
657900,162227.05
658800,162091.66
658800,162091.66
659700,161607.77
659700,161607.77
660600,161151.86
660600,161151.86
661500,160716.27
661500,160716.27
662400,160300.33
662400,160300.33
663300,159932.9
663300,159932.9
664200,159654.48
664200,159654.48
665100,159501.52
665100,159501.52
666000,159448.12
666000,159448.12
666900,159655.95
666900,159655.95
667800,160069.02
667800,160069.02
668700,160460.17
668700,160460.17
669600,160655.72
669600,160655.72
670500,160667.61
670500,160667.61
671400,160648.67
671400,160648.67
672300,160607.34
672300,160607.34
673200,160545.5
673200,160545.5
674100,82042.195
674100,82042.195
675000,307.7357
675000,307.7357
675900,331.40076
675900,331.40076
676800,346.22064
676800,346.22064
677700,357.322
677700,357.322
678600,366.8242
678600,366.8242
679500,594.31036
679500,594.31036
680400,1583.1531
680400,1583.1531
681300,2511.5483
681300,2511.5483
682200,3073.0776
682200,3073.0776
683100,3395.777
683100,3395.777
684000,3766.0908
684000,3766.0908
684900,4279.6304
684900,4279.6304
685800,4887.798
685800,4887.798
686700,5519.8853
686700,5519.8853
687600,6136.8345
687600,6136.8345
688500,6715.364
688500,6715.364
689400,7240.702
689400,7240.702
690300,7716.77
690300,7716.77
691200,8151.3433
691200,8151.3433
692100,8553.108
692100,8553.108
693000,8929.284
693000,8929.284
693900,9285.376
693900,9285.376
694800,9624.429
694800,9624.429
695700,9948.264
695700,9948.264
696600,10258.187
696600,10258.187
697500,10555.263
697500,10555.263
698400,10840.294
698400,10840.294
699300,11114.251
699300,11114.251
700200,11390.539
700200,11390.539
701100,15514.0205
701100,15514.0205
702000,22796.559
702000,22796.559
702900,33977.77
702900,33977.77
703800,49656.277
703800,49656.277
704700,62431.277
704700,62431.277
705600,66028.8
705600,66028.8
706500,61119.152
706500,61119.152
707400,50874.45
707400,50874.45
708300,39271.53
708300,39271.53
709200,30267.861
709200,30267.861
710100,249666.88
710100,249666.88
711000,214266.98
711000,214266.98
711900,202921.88
711900,202921.88
712800,196309.5
712800,196309.5
713700,192961.86
713700,192961.86
714600,190683.28
714600,190683.28
715500,188941.67
715500,188941.67
716400,187565.05
716400,187565.05
717300,186447.05
717300,186447.05
718200,185773.7
718200,185773.7
719100,185418.69
719100,185418.69
720000,185303.58
720000,185303.58
720900,185423
720900,185423
721800,185712.64
721800,185712.64
722700,186104.81
722700,186104.81
723600,186543.17
723600,186543.17
724500,187009.9
724500,187009.9
725400,187504.7
725400,187504.7
726300,187987.84
726300,187987.84
727200,188431.62
727200,188431.62
728100,188859.81
728100,188859.81
729000,189250.45
729000,189250.45
729900,189496.58
729900,189496.58
730800,189503.62
730800,189503.62
731700,189152
731700,189152
732600,188566.44
732600,188566.44
733500,188000.2
733500,188000.2
734400,187649.3
734400,187649.3
735300,187488.17
735300,187488.17
736200,187312.5
736200,187312.5
737100,187046.94
737100,187046.94
738000,186694.9
738000,186694.9
738900,186246.38
738900,186246.38
739800,185664
739800,185664
740700,185039.17
740700,185039.17
741600,184432.81
741600,184432.81
742500,183866.11
742500,183866.11
743400,183261.22
743400,183261.22
744300,182522.28
744300,182522.28
745200,181508.4
745200,181508.4
746100,180087.52
746100,180087.52
747000,178249.52
747000,178249.52
747900,176017.75
747900,176017.75
748800,173287.23
748800,173287.23
749700,169725.45
749700,169725.45
750600,164907.34
750600,164907.34
751500,158439.9
751500,158439.9
752400,149965.86
752400,149965.86
753300,139376.89
753300,139376.89
754200,127268.22
754200,127268.22
755100,115348.766
755100,115348.766
756000,106251.43
756000,106251.43
756900,102462.56
756900,102462.56
757800,105034.29
757800,105034.29
758700,112731.516
758700,112731.516
759600,122756.11
759600,122756.11
760500,415.01743
760500,415.01743
761400,414.76028
761400,414.76028
762300,414.4322
762300,414.4322
763200,529.71027
763200,529.71027
764100,1795.8735
764100,1795.8735
765000,3031.3599
765000,3031.3599
765900,3756.1619
765900,3756.1619
766800,4175.542
766800,4175.542
767700,4609.732
767700,4609.732
768600,5175.474
768600,5175.474
769500,5833.514
769500,5833.514
770400,6518.0005
770400,6518.0005
771300,7177.5747
771300,7177.5747
772200,7786.7188
772200,7786.7188
773100,8340.588
773100,8340.588
774000,8845.98
774000,8845.98
774900,9313.365
774900,9313.365
775800,9751.299
775800,9751.299
776700,10165.689
776700,10165.689
777600,10560.523
777600,10560.523
778500,10938.545
778500,10938.545
779400,11301.76
779400,11301.76
780300,11651.718
780300,11651.718
781200,11989.092
781200,11989.092
782100,12322.553
782100,12322.553
783000,12649.207
783000,12649.207
783900,16826.049
783900,16826.049
784800,26803.113
784800,26803.113
785700,41418.797
785700,41418.797
786600,60252.305
786600,60252.305
787500,74824.695
787500,74824.695
788400,77675.12
788400,77675.12
789300,69641.64
789300,69641.64
790200,55436.57
790200,55436.57
791100,40934.582
791100,40934.582
792000,31609.621
792000,31609.621
792900,30933.465
792900,30933.465
793800,39208.438
793800,39208.438
794700,53632.05
794700,53632.05
795600,69187.36
795600,69187.36
796500,285415.94
796500,285415.94
797400,247283.14
797400,247283.14
798300,234945.1
798300,234945.1
799200,227914.47
799200,227914.47
800100,224082.64
800100,224082.64
801000,221463.2
801000,221463.2
801900,219449.34
801900,219449.34
802800,217788.84
802800,217788.84
803700,216509.61
803700,216509.61
804600,215849.25
804600,215849.25
805500,215387.36
805500,215387.36
806400,214832.38
806400,214832.38
807300,214202.06
807300,214202.06
808200,213645.61
808200,213645.61
809100,213133.22
809100,213133.22
810000,212642.3
810000,212642.3
810900,212157.36
810900,212157.36
811800,211674.73
811800,211674.73
812700,211198.27
812700,211198.27
813600,210732.38
813600,210732.38
814500,210264.92
814500,210264.92
815400,209776.17
815400,209776.17
816300,209272.78
816300,209272.78
817200,208762.42
817200,208762.42
818100,207168.17
818100,207168.17
819000,204055.97
819000,204055.97
819900,200485.94
819900,200485.94
820800,197243.81
820800,197243.81
821700,194358.95
821700,194358.95
822600,191286.5
822600,191286.5
823500,188028.44
823500,188028.44
824400,184544.17
824400,184544.17
825300,180564.12
825300,180564.12
