Time,occupancy.y[1],ou44Bdg.qGai_flow[1],ou44Bdg.qGai_flow[2],ou44Bdg.qGai_flow[3],radiatorSetPoint.y1
124200,112.4167,0.507859,0.507859,0.2539295,295.15
124200,112.4167,0.507859,0.507859,0.2539295,295.15
125100,127.7133,0.5769636,0.5769636,0.2884818,295.15
125100,127.7133,0.5769636,0.5769636,0.2884818,295.15
126000,142.12,0.642048,0.642048,0.321024,295.15
126000,142.12,0.642048,0.642048,0.321024,295.15
126900,158.9333,0.7180046,0.7180046,0.3590023,295.15
126900,158.9333,0.7180046,0.7180046,0.3590023,295.15
127800,172.2667,0.77824014,0.77824014,0.38912007,295.15
127800,172.2667,0.77824014,0.77824014,0.38912007,295.15
128700,169.9111,0.7675984,0.7675984,0.3837992,295.15
128700,169.9111,0.7675984,0.7675984,0.3837992,295.15
129600,183.6222,0.8295403,0.8295403,0.41477016,295.15
129600,183.6222,0.8295403,0.8295403,0.41477016,295.15
130500,186.7,0.8434447,0.8434447,0.42172235,295.15
130500,186.7,0.8434447,0.8434447,0.42172235,295.15
131400,176.9667,0.7994731,0.7994731,0.39973655,295.15
131400,176.9667,0.7994731,0.7994731,0.39973655,295.15
132300,177.5333,0.80203277,0.80203277,0.40101638,295.15
132300,177.5333,0.80203277,0.80203277,0.40101638,295.15
133200,184.7333,0.83455986,0.83455986,0.41727993,295.15
133200,184.7333,0.83455986,0.83455986,0.41727993,295.15
134100,172.4333,0.7789928,0.7789928,0.3894964,295.15
134100,172.4333,0.7789928,0.7789928,0.3894964,295.15
135000,185.2667,0.83696955,0.83696955,0.41848478,295.15
135000,185.2667,0.83696955,0.83696955,0.41848478,295.15
135900,191.5333,0.86527985,0.86527985,0.43263993,295.15
135900,191.5333,0.86527985,0.86527985,0.43263993,295.15
136800,197.8667,0.89389193,0.89389193,0.44694597,295.15
136800,197.8667,0.89389193,0.89389193,0.44694597,295.15
137700,187.8333,0.84856457,0.84856457,0.42428228,295.15
137700,187.8333,0.84856457,0.84856457,0.42428228,295.15
138600,181.2333,0.81874806,0.81874806,0.40937403,295.15
138600,181.2333,0.81874806,0.81874806,0.40937403,295.15
139500,187.5667,0.84736013,0.84736013,0.42368007,295.15
139500,187.5667,0.84736013,0.84736013,0.42368007,295.15
140400,190.2333,0.8594069,0.8594069,0.42970344,295.15
140400,190.2333,0.8594069,0.8594069,0.42970344,295.15
141300,179.98,0.8130861,0.8130861,0.40654305,295.15
141300,179.98,0.8130861,0.8130861,0.40654305,295.15
142200,163.8867,0.74038225,0.74038225,0.37019113,295.15
142200,163.8867,0.74038225,0.74038225,0.37019113,295.15
143100,142.6667,0.6445178,0.6445178,0.3222589,295.15
143100,142.6667,0.6445178,0.6445178,0.3222589,295.15
144000,137.15,0.6195953,0.6195953,0.30979764,295.15
144000,137.15,0.6195953,0.6195953,0.30979764,295.15
144900,130.4667,0.5894025,0.5894025,0.29470125,295.15
144900,130.4667,0.5894025,0.5894025,0.29470125,295.15
145800,118.5167,0.5354166,0.5354166,0.2677083,295.15
145800,118.5167,0.5354166,0.5354166,0.2677083,295.15
146700,99.2564,0.44840539,0.44840539,0.22420269,295.15
146700,99.2564,0.44840539,0.44840539,0.22420269,295.15
147600,91.3436,0.41265815,0.41265815,0.20632908,295.15
147600,91.3436,0.41265815,0.41265815,0.20632908,295.15
148500,78.7667,0.35584015,0.35584015,0.17792007,295.15
148500,78.7667,0.35584015,0.35584015,0.17792007,295.15
149400,67.5167,0.3050166,0.3050166,0.1525083,295.15
149400,67.5167,0.3050166,0.3050166,0.1525083,295.15
150300,62.5833,0.28272927,0.28272927,0.14136463,295.15
150300,62.5833,0.28272927,0.28272927,0.14136463,295.15
151200,56.1714,0.25376257,0.25376257,0.12688129,295.15
151200,56.1714,0.25376257,0.25376257,0.12688129,295.15
152100,52.7429,0.23827381,0.23827381,0.11913691,295.15
152100,52.7429,0.23827381,0.23827381,0.11913691,295.15
153000,51.569,0.23297054,0.23297054,0.11648527,295.15
153000,51.569,0.23297054,0.23297054,0.11648527,295.15
153900,46.5559,0.21032313,0.21032313,0.10516156,295.15
153900,46.5559,0.21032313,0.21032313,0.10516156,295.15
154800,42.2941,0.19106981,0.19106981,0.095534906,295.15
154800,42.2941,0.19106981,0.19106981,0.095534906,292.15
155700,37.5152,0.16948043,0.16948043,0.084740214,292.15
155700,37.5152,0.16948043,0.16948043,0.084740214,292.15
156600,29.0896,0.13141654,0.13141654,0.06570827,292.15
156600,29.0896,0.13141654,0.13141654,0.06570827,292.15
157500,20.4643,0.092450485,0.092450485,0.046225242,292.15
157500,20.4643,0.092450485,0.092450485,0.046225242,292.15
158400,17.1595,0.077520564,0.077520564,0.038760282,292.15
158400,17.1595,0.077520564,0.077520564,0.038760282,292.15
159300,23.3633,0.105547145,0.105547145,0.052773573,292.15
159300,23.3633,0.105547145,0.105547145,0.052773573,292.15
160200,21.9024,0.09894732,0.09894732,0.04947366,292.15
160200,21.9024,0.09894732,0.09894732,0.04947366,292.15
161100,20.0732,0.09068363,0.09068363,0.045341816,292.15
161100,20.0732,0.09068363,0.09068363,0.045341816,292.15
162000,17.8659,0.080711834,0.080711834,0.040355917,292.15
162000,17.8659,0.080711834,0.080711834,0.040355917,292.15
162900,17.7667,0.08026368,0.08026368,0.04013184,292.15
162900,17.7667,0.08026368,0.08026368,0.04013184,292.15
163800,14.6667,0.066258974,0.066258974,0.033129487,292.15
163800,14.6667,0.066258974,0.066258974,0.033129487,292.15
164700,15.6071,0.07050737,0.07050737,0.035253685,292.15
164700,15.6071,0.07050737,0.07050737,0.035253685,292.15
165600,16.3304,0.073774986,0.073774986,0.036887493,292.15
165600,16.3304,0.073774986,0.073774986,0.036887493,292.15
166500,14.2625,0.06443294,0.06443294,0.03221647,292.15
166500,14.2625,0.06443294,0.06443294,0.03221647,292.15
167400,13.9263,0.06291411,0.06291411,0.031457055,292.15
167400,13.9263,0.06291411,0.06291411,0.031457055,292.15
168300,11.9737,0.05409295,0.05409295,0.027046476,292.15
168300,11.9737,0.05409295,0.05409295,0.027046476,292.15
169200,9.2105,0.041609786,0.041609786,0.020804893,292.15
169200,9.2105,0.041609786,0.041609786,0.020804893,292.15
170100,6.6914,0.030229384,0.030229384,0.015114692,292.15
170100,6.6914,0.030229384,0.030229384,0.015114692,292.15
171000,4.8824,0.02205696,0.02205696,0.01102848,292.15
171000,4.8824,0.02205696,0.02205696,0.01102848,292.15
171900,3.2228,0.014559473,0.014559473,0.0072797365,292.15
171900,3.2228,0.014559473,0.014559473,0.0072797365,292.15
172800,2.4043,0.010861779,0.010861779,0.0054308893,292.15
172800,2.4043,0.010861779,0.010861779,0.0054308893,292.15
173700,1.766,0.007978165,0.007978165,0.0039890823,292.15
173700,1.766,0.007978165,0.007978165,0.0039890823,292.15
174600,1.2227,0.0055237273,0.0055237273,0.0027618636,292.15
174600,1.2227,0.0055237273,0.0055237273,0.0027618636,292.15
175500,2.2,0.009938824,0.009938824,0.004969412,292.15
175500,2.2,0.009938824,0.009938824,0.004969412,292.15
176400,3.4515,0.015592659,0.015592659,0.0077963294,292.15
176400,3.4515,0.015592659,0.015592659,0.0077963294,292.15
177300,1.3965,0.006308894,0.006308894,0.003154447,292.15
177300,1.3965,0.006308894,0.006308894,0.003154447,292.15
178200,1.0982,0.00496128,0.00496128,0.00248064,292.15
178200,1.0982,0.00496128,0.00496128,0.00248064,292.15
179100,1.1902,0.0053769033,0.0053769033,0.0026884517,292.15
179100,1.1902,0.0053769033,0.0053769033,0.0026884517,292.15
180000,1.2822,0.005792527,0.005792527,0.0028962635,292.15
180000,1.2822,0.005792527,0.005792527,0.0028962635,292.15
180900,1.3742,0.0062081506,0.0062081506,0.0031040753,292.15
180900,1.3742,0.0062081506,0.0062081506,0.0031040753,292.15
181800,1.4663,0.006624226,0.006624226,0.003312113,292.15
181800,1.4663,0.006624226,0.006624226,0.003312113,292.15
182700,1.5583,0.007039849,0.007039849,0.0035199246,292.15
182700,1.5583,0.007039849,0.007039849,0.0035199246,292.15
183600,1.6503,0.007455473,0.007455473,0.0037277364,292.15
183600,1.6503,0.007455473,0.007455473,0.0037277364,292.15
184500,1.7423,0.007871096,0.007871096,0.003935548,292.15
184500,1.7423,0.007871096,0.007871096,0.003935548,292.15
185400,1.8344,0.008287172,0.008287172,0.004143586,292.15
185400,1.8344,0.008287172,0.008287172,0.004143586,292.15
186300,1.9264,0.008702795,0.008702795,0.0043513975,292.15
186300,1.9264,0.008702795,0.008702795,0.0043513975,292.15
187200,2.0184,0.009118419,0.009118419,0.0045592096,292.15
187200,2.0184,0.009118419,0.009118419,0.0045592096,292.15
188100,2.1104,0.009534042,0.009534042,0.004767021,292.15
188100,2.1104,0.009534042,0.009534042,0.004767021,292.15
189000,2.2025,0.009950117,0.009950117,0.0049750586,292.15
189000,2.2025,0.009950117,0.009950117,0.0049750586,292.15
189900,2.2945,0.010365741,0.010365741,0.0051828707,292.15
189900,2.2945,0.010365741,0.010365741,0.0051828707,292.15
190800,2.3865,0.0107813645,0.0107813645,0.0053906823,292.15
190800,2.3865,0.0107813645,0.0107813645,0.0053906823,295.15
191700,2.4785,0.011196989,0.011196989,0.0055984943,295.15
191700,2.4785,0.011196989,0.011196989,0.0055984943,295.15
192600,2.5706,0.0116130635,0.0116130635,0.0058065318,295.15
192600,2.5706,0.0116130635,0.0116130635,0.0058065318,295.15
193500,2.6626,0.012028687,0.012028687,0.0060143434,295.15
193500,2.6626,0.012028687,0.012028687,0.0060143434,295.15
194400,2.7546,0.012444311,0.012444311,0.0062221554,295.15
194400,2.7546,0.012444311,0.012444311,0.0062221554,295.15
195300,2.8466,0.012859934,0.012859934,0.006429967,295.15
195300,2.8466,0.012859934,0.012859934,0.006429967,295.15
196200,2.9387,0.01327601,0.01327601,0.006638005,295.15
196200,2.9387,0.01327601,0.01327601,0.006638005,295.15
197100,4.9797,0.022496527,0.022496527,0.0112482635,295.15
197100,4.9797,0.022496527,0.022496527,0.0112482635,295.15
198000,9.8457,0.044479396,0.044479396,0.022239698,295.15
198000,9.8457,0.044479396,0.044479396,0.022239698,295.15
198900,8.6,0.038851764,0.038851764,0.019425882,295.15
198900,8.6,0.038851764,0.038851764,0.019425882,295.15
199800,6.041,0.027291106,0.027291106,0.013645553,295.15
199800,6.041,0.027291106,0.027291106,0.013645553,295.15
200700,5.1286,0.023169205,0.023169205,0.011584602,295.15
200700,5.1286,0.023169205,0.023169205,0.011584602,295.15
201600,5.3429,0.024137337,0.024137337,0.012068668,295.15
201600,5.3429,0.024137337,0.024137337,0.012068668,295.15
202500,5.5571,0.025105016,0.025105016,0.012552508,295.15
202500,5.5571,0.025105016,0.025105016,0.012552508,295.15
203400,5.7714,0.026073148,0.026073148,0.013036574,295.15
203400,5.7714,0.026073148,0.026073148,0.013036574,295.15
204300,4.4449,0.02008049,0.02008049,0.010040245,295.15
204300,4.4449,0.02008049,0.02008049,0.010040245,295.15
205200,6.625,0.029929413,0.029929413,0.014964706,295.15
205200,6.625,0.029929413,0.029929413,0.014964706,295.15
206100,14.1625,0.063981175,0.063981175,0.031990588,295.15
206100,14.1625,0.063981175,0.063981175,0.031990588,295.15
207000,35.3,0.15947294,0.15947294,0.07973647,295.15
207000,35.3,0.15947294,0.15947294,0.07973647,295.15
207900,79.6667,0.35990605,0.35990605,0.17995302,295.15
207900,79.6667,0.35990605,0.35990605,0.17995302,295.15
208800,136.4,0.61620706,0.61620706,0.30810353,295.15
208800,136.4,0.61620706,0.61620706,0.30810353,295.15
209700,177.3667,0.80128014,0.80128014,0.40064007,295.15
209700,177.3667,0.80128014,0.80128014,0.40064007,295.15
210600,192.2667,0.8685931,0.8685931,0.43429655,295.15
210600,192.2667,0.8685931,0.8685931,0.43429655,295.15
211500,226.3,1.0223435,1.0223435,0.51117176,295.15
211500,226.3,1.0223435,1.0223435,0.51117176,295.15
212400,248.6667,1.1233884,1.1233884,0.5616942,295.15
212400,248.6667,1.1233884,1.1233884,0.5616942,295.15
213300,262.8333,1.1873881,1.1873881,0.59369403,295.15
213300,262.8333,1.1873881,1.1873881,0.59369403,295.15
214200,280.4,1.2667482,1.2667482,0.6333741,295.15
214200,280.4,1.2667482,1.2667482,0.6333741,295.15
215100,291.2,1.3155388,1.3155388,0.6577694,295.15
215100,291.2,1.3155388,1.3155388,0.6577694,295.15
216000,300.2667,1.356499,1.356499,0.6782495,295.15
216000,300.2667,1.356499,1.356499,0.6782495,295.15
216900,319.4333,1.4430869,1.4430869,0.72154343,295.15
216900,319.4333,1.4430869,1.4430869,0.72154343,295.15
217800,333.6333,1.5072376,1.5072376,0.7536188,295.15
217800,333.6333,1.5072376,1.5072376,0.7536188,295.15
218700,333.4667,1.5064849,1.5064849,0.75324243,295.15
218700,333.4667,1.5064849,1.5064849,0.75324243,295.15
219600,340.0667,1.5363014,1.5363014,0.7681507,295.15
219600,340.0667,1.5363014,1.5363014,0.7681507,295.15
220500,333.1667,1.5051296,1.5051296,0.7525648,295.15
220500,333.1667,1.5051296,1.5051296,0.7525648,295.15
221400,323.9667,1.4635673,1.4635673,0.7317836,295.15
221400,323.9667,1.4635673,1.4635673,0.7317836,295.15
222300,307.8333,1.3906822,1.3906822,0.6953411,295.15
222300,307.8333,1.3906822,1.3906822,0.6953411,295.15
223200,337.0333,1.5225976,1.5225976,0.7612988,295.15
223200,337.0333,1.5225976,1.5225976,0.7612988,295.15
224100,357.8,1.6164141,1.6164141,0.80820704,295.15
224100,357.8,1.6164141,1.6164141,0.80820704,295.15
225000,368.0333,1.6626445,1.6626445,0.83132225,295.15
225000,368.0333,1.6626445,1.6626445,0.83132225,295.15
225900,368.2,1.6633977,1.6633977,0.83169883,295.15
225900,368.2,1.6633977,1.6633977,0.83169883,295.15
226800,340.5,1.5382588,1.5382588,0.7691294,295.15
226800,340.5,1.5382588,1.5382588,0.7691294,295.15
227700,334.4222,1.5108014,1.5108014,0.7554007,295.15
227700,334.4222,1.5108014,1.5108014,0.7554007,295.15
228600,333.7444,1.5077394,1.5077394,0.7538697,295.15
228600,333.7444,1.5077394,1.5077394,0.7538697,295.15
229500,319.1333,1.4417316,1.4417316,0.7208658,295.15
229500,319.1333,1.4417316,1.4417316,0.7208658,295.15
230400,264.2,1.1935624,1.1935624,0.5967812,295.15
230400,264.2,1.1935624,1.1935624,0.5967812,295.15
231300,225.3222,1.0179262,1.0179262,0.5089631,295.15
231300,225.3222,1.0179262,1.0179262,0.5089631,295.15
232200,185.5444,0.8382241,0.8382241,0.41911206,295.15
232200,185.5444,0.8382241,0.8382241,0.41911206,295.15
233100,159.9333,0.7225222,0.7225222,0.3612611,295.15
233100,159.9333,0.7225222,0.7225222,0.3612611,295.15
234000,119.1556,0.53830296,0.53830296,0.26915148,295.15
234000,119.1556,0.53830296,0.53830296,0.26915148,295.15
234900,95.2778,0.4304315,0.4304315,0.21521574,295.15
234900,95.2778,0.4304315,0.4304315,0.21521574,295.15
235800,87.8,0.39664942,0.39664942,0.19832471,295.15
235800,87.8,0.39664942,0.39664942,0.19832471,295.15
236700,71.3667,0.32240957,0.32240957,0.16120479,295.15
236700,71.3667,0.32240957,0.32240957,0.16120479,295.15
237600,64.3167,0.29056016,0.29056016,0.14528008,295.15
237600,64.3167,0.29056016,0.29056016,0.14528008,295.15
238500,60.0379,0.27123004,0.27123004,0.13561502,295.15
238500,60.0379,0.27123004,0.27123004,0.13561502,295.15
239400,60.1121,0.27156526,0.27156526,0.13578263,295.15
239400,60.1121,0.27156526,0.27156526,0.13578263,295.15
240300,50.0333,0.2260328,0.2260328,0.1130164,295.15
240300,50.0333,0.2260328,0.2260328,0.1130164,295.15
241200,38.7333,0.17498338,0.17498338,0.08749169,295.15
241200,38.7333,0.17498338,0.17498338,0.08749169,292.15
242100,37.3073,0.16854121,0.16854121,0.084270604,292.15
242100,37.3073,0.16854121,0.16854121,0.084270604,292.15
243000,34.3818,0.15532483,0.15532483,0.077662416,292.15
243000,34.3818,0.15532483,0.15532483,0.077662416,292.15
243900,31.9273,0.14423627,0.14423627,0.07211813,292.15
243900,31.9273,0.14423627,0.14423627,0.07211813,292.15
244800,29.4727,0.13314725,0.13314725,0.06657363,292.15
244800,29.4727,0.13314725,0.13314725,0.06657363,292.15
245700,27.1121,0.122482896,0.122482896,0.061241448,292.15
245700,27.1121,0.122482896,0.122482896,0.061241448,292.15
246600,24.9321,0.11263443,0.11263443,0.056317214,292.15
246600,24.9321,0.11263443,0.11263443,0.056317214,292.15
247500,26.78,0.12098259,0.12098259,0.060491294,292.15
247500,26.78,0.12098259,0.12098259,0.060491294,292.15
248400,20.32,0.09179859,0.09179859,0.045899294,292.15
248400,20.32,0.09179859,0.09179859,0.045899294,292.15
249300,15.9677,0.07213643,0.07213643,0.036068216,292.15
249300,15.9677,0.07213643,0.07213643,0.036068216,292.15
250200,11.6129,0.052462984,0.052462984,0.026231492,292.15
250200,11.6129,0.052462984,0.052462984,0.026231492,292.15
251100,13.2825,0.060005646,0.060005646,0.030002823,292.15
251100,13.2825,0.060005646,0.060005646,0.030002823,292.15
252000,16.8246,0.076007605,0.076007605,0.038003802,292.15
252000,16.8246,0.076007605,0.076007605,0.038003802,292.15
252900,16.5614,0.07481856,0.07481856,0.03740928,292.15
252900,16.5614,0.07481856,0.07481856,0.03740928,292.15
253800,16.2982,0.07362951,0.07362951,0.036814757,292.15
253800,16.2982,0.07362951,0.07362951,0.036814757,292.15
254700,15.6997,0.070925705,0.070925705,0.035462853,292.15
254700,15.6997,0.070925705,0.070925705,0.035462853,292.15
255600,11.5329,0.05210157,0.05210157,0.026050786,292.15
255600,11.5329,0.05210157,0.05210157,0.026050786,292.15
256500,9.45,0.042691763,0.042691763,0.021345882,292.15
256500,9.45,0.042691763,0.042691763,0.021345882,292.15
257400,8.7,0.03930353,0.03930353,0.019651765,292.15
257400,8.7,0.03930353,0.03930353,0.019651765,292.15
258300,7.95,0.035915293,0.035915293,0.017957646,292.15
258300,7.95,0.035915293,0.035915293,0.017957646,292.15
259200,7.2,0.03252706,0.03252706,0.01626353,292.15
259200,7.2,0.03252706,0.03252706,0.01626353,292.15
260100,6.45,0.029138824,0.029138824,0.014569412,292.15
260100,6.45,0.029138824,0.029138824,0.014569412,292.15
261000,5.7,0.025750589,0.025750589,0.012875294,292.15
261000,5.7,0.025750589,0.025750589,0.012875294,292.15
261900,4.95,0.022362353,0.022362353,0.011181177,292.15
261900,4.95,0.022362353,0.022362353,0.011181177,292.15
262800,4.2,0.018974118,0.018974118,0.009487059,292.15
262800,4.2,0.018974118,0.018974118,0.009487059,292.15
263700,3.45,0.015585883,0.015585883,0.0077929413,292.15
263700,3.45,0.015585883,0.015585883,0.0077929413,292.15
264600,2.8665,0.0129498355,0.0129498355,0.0064749178,292.15
264600,2.8665,0.0129498355,0.0129498355,0.0064749178,292.15
265500,2.5263,0.011412932,0.011412932,0.005706466,292.15
265500,2.5263,0.011412932,0.011412932,0.005706466,292.15
266400,2.188,0.009884612,0.009884612,0.004942306,292.15
266400,2.188,0.009884612,0.009884612,0.004942306,292.15
267300,1.8496,0.00835584,0.00835584,0.00417792,292.15
267300,1.8496,0.00835584,0.00835584,0.00417792,292.15
268200,1.5113,0.00682752,0.00682752,0.00341376,292.15
268200,1.5113,0.00682752,0.00682752,0.00341376,292.15
269100,1.1729,0.005298748,0.005298748,0.002649374,292.15
269100,1.1729,0.005298748,0.005298748,0.002649374,292.15
270000,0.8346,0.0037704282,0.0037704282,0.0018852141,292.15
270000,0.8346,0.0037704282,0.0037704282,0.0018852141,292.15
270900,0.4962,0.0022416564,0.0022416564,0.0011208282,292.15
270900,0.4962,0.0022416564,0.0022416564,0.0011208282,292.15
271800,0.1579,0.00071333646,0.00071333646,0.00035666823,292.15
271800,0.1579,0.00071333646,0.00071333646,0.00035666823,292.15
272700,2.5778,0.011645591,0.011645591,0.0058227954,292.15
272700,2.5778,0.011645591,0.011645591,0.0058227954,292.15
273600,2.8909,0.013060066,0.013060066,0.006530033,292.15
273600,2.8909,0.013060066,0.013060066,0.006530033,292.15
274500,2.8,0.012649411,0.012649411,0.0063247057,292.15
274500,2.8,0.012649411,0.012649411,0.0063247057,292.15
275400,2.7091,0.012238758,0.012238758,0.006119379,292.15
275400,2.7091,0.012238758,0.012238758,0.006119379,292.15
276300,2.6182,0.011828103,0.011828103,0.0059140516,292.15
276300,2.6182,0.011828103,0.011828103,0.0059140516,292.15
277200,2.5273,0.011417449,0.011417449,0.0057087247,292.15
277200,2.5273,0.011417449,0.011417449,0.0057087247,295.15
278100,2.4364,0.011006795,0.011006795,0.0055033974,295.15
278100,2.4364,0.011006795,0.011006795,0.0055033974,295.15
279000,2.3455,0.010596141,0.010596141,0.0052980706,295.15
279000,2.3455,0.010596141,0.010596141,0.0052980706,295.15
