# Optional header information,,,,,,,
# time: time of price [s],,,,,,,
# PriceElectricPowerConstant: Price of electricity in constant scenario [$/kWh],,,,,,,
# PriceElectricPowerDynamic: Price of electricity in dynamic scenario [$/kWh],,,,,,,
# PriceElectricPowerHighlyDynamic: Price of electricity in highly dynamic scenario [$/kWh],,,,,,,
# PriceDistrictHeatingPower: Price of district heating power [$/kWh],,,,,,,
# PriceGasPower: Price of gas power [$/kWh],,,,,,,
# PriceBiomassPower: Price of biomass power [$/kWh],,,,,,,
# PriceSolarThermalPower: Price of solar thermal power [$/kWh],,,,,,,
time,PriceElectricPowerConstant,PriceElectricPowerDynamic,PriceElectricPowerHighlyDynamic,PriceDistrictHeatingPower,PriceGasPower,PriceBiomassPower,PriceSolarThermalPower
158400,0.2,0.19,0.19813986,0,0,0,0
162000,0.2,0.19,0.19156229,0,0,0,0
165600,0.2,0.19,0.18837585,0,0,0,0
169200,0.2,0.19,0.18430801,0,0,0,0
172800,0.2,0.19,0.17514343,0,0,0,0
176400,0.2,0.19,0.17284186,0,0,0,0
180000,0.2,0.19,0.17187877,0,0,0,0
183600,0.2,0.19,0.1706648,0,0,0,0
187200,0.2,0.19,0.17061061,0,0,0,0
190800,0.2,0.19,0.17197361,0,0,0,0
194400,0.2,0.19,0.1851,0,0,0,0
198000,0.2,0.19,0.19486052,0,0,0,0
201600,0.2,0.22,0.19785541,0,0,0,0
205200,0.2,0.22,0.19754494,0,0,0,0
208800,0.2,0.22,0.19694942,0,0,0,0
212400,0.2,0.22,0.1936754,0,0,0,0
216000,0.2,0.22,0.19142301,0,0,0,0
219600,0.2,0.22,0.19116046,0,0,0,0
223200,0.2,0.22,0.19439239,0,0,0,0
226800,0.2,0.22,0.19653577,0,0,0,0
230400,0.2,0.22,0.19837271,0,0,0,0
234000,0.2,0.22,0.20404928,0,0,0,0
237600,0.2,0.22,0.20448474,0,0,0,0
241200,0.2,0.22,0.20229499,0,0,0,0
244800,0.2,0.19,0.19986901,0,0,0,0
248400,0.2,0.19,0.19358852,0,0,0,0
252000,0.2,0.19,0.18984,0,0,0,0
255600,0.2,0.19,0.18862869,0,0,0,0
259200,0.2,0.19,0.18552,0,0,0,0
262800,0.2,0.19,0.18290742,0,0,0,0
266400,0.2,0.19,0.17961068,0,0,0,0
270000,0.2,0.19,0.17741192,0,0,0,0
273600,0.2,0.19,0.17700471,0,0,0,0
277200,0.2,0.19,0.18299,0,0,0,0
280800,0.2,0.19,0.19482,0,0,0,0
284400,0.2,0.19,0.20393,0,0,0,0
288000,0.2,0.22,0.2065401,0,0,0,0
291600,0.2,0.22,0.20426509,0,0,0,0
295200,0.2,0.22,0.20158332,0,0,0,0
298800,0.2,0.22,0.19980173,0,0,0,0
302400,0.2,0.22,0.1982233,0,0,0,0
306000,0.2,0.22,0.19768572,0,0,0,0
309600,0.2,0.22,0.1987879,0,0,0,0
313200,0.2,0.22,0.19958576,0,0,0,0
316800,0.2,0.22,0.20464833,0,0,0,0
320400,0.2,0.22,0.20841166,0,0,0,0
324000,0.2,0.22,0.21071393,0,0,0,0
327600,0.2,0.22,0.21051944,0,0,0,0
331200,0.2,0.19,0.2079511,0,0,0,0
334800,0.2,0.19,0.20421414,0,0,0,0
338400,0.2,0.19,0.20169331,0,0,0,0
342000,0.2,0.19,0.19481093,0,0,0,0
345600,0.2,0.19,0.20168,0,0,0,0
349200,0.2,0.19,0.19373952,0,0,0,0
352800,0.2,0.19,0.19,0,0,0,0
356400,0.2,0.19,0.18584,0,0,0,0
360000,0.2,0.19,0.1835,0,0,0,0
363600,0.2,0.19,0.1844,0,0,0,0
367200,0.2,0.19,0.19145,0,0,0,0
370800,0.2,0.19,0.2007,0,0,0,0
374400,0.2,0.22,0.20395,0,0,0,0
378000,0.2,0.22,0.20341,0,0,0,0
381600,0.2,0.22,0.19912,0,0,0,0
385200,0.2,0.22,0.19825,0,0,0,0
388800,0.2,0.22,0.19767,0,0,0,0
392400,0.2,0.22,0.194,0,0,0,0
396000,0.2,0.22,0.19157,0,0,0,0
399600,0.2,0.22,0.19243,0,0,0,0
403200,0.2,0.22,0.20049134,0,0,0,0
406800,0.2,0.22,0.20743508,0,0,0,0
410400,0.2,0.22,0.21162376,0,0,0,0
414000,0.2,0.22,0.21232977,0,0,0,0
417600,0.2,0.19,0.21156714,0,0,0,0
421200,0.2,0.19,0.20665429,0,0,0,0
424800,0.2,0.19,0.20071908,0,0,0,0
428400,0.2,0.19,0.19509,0,0,0,0
432000,0.2,0.19,0.1909,0,0,0,0
435600,0.2,0.19,0.1849,0,0,0,0
439200,0.2,0.19,0.18142572,0,0,0,0
442800,0.2,0.19,0.17801649,0,0,0,0
446400,0.2,0.19,0.17837326,0,0,0,0
450000,0.2,0.19,0.17717378,0,0,0,0
453600,0.2,0.19,0.17819174,0,0,0,0
457200,0.2,0.19,0.18287,0,0,0,0
460800,0.2,0.22,0.18499,0,0,0,0
464400,0.2,0.22,0.1865,0,0,0,0
468000,0.2,0.22,0.18655,0,0,0,0
471600,0.2,0.22,0.19002143,0,0,0,0
475200,0.2,0.22,0.19021846,0,0,0,0
478800,0.2,0.22,0.185,0,0,0,0
482400,0.2,0.22,0.18419,0,0,0,0
486000,0.2,0.22,0.18865,0,0,0,0
489600,0.2,0.22,0.19224,0,0,0,0
493200,0.2,0.22,0.19856799,0,0,0,0
496800,0.2,0.22,0.20247854,0,0,0,0
500400,0.2,0.22,0.20523395,0,0,0,0
504000,0.2,0.19,0.20405267,0,0,0,0
507600,0.2,0.19,0.20090608,0,0,0,0
511200,0.2,0.19,0.19322255,0,0,0,0
514800,0.2,0.19,0.18865,0,0,0,0
518400,0.2,0.19,0.1916,0,0,0,0
522000,0.2,0.19,0.18675,0,0,0,0
525600,0.2,0.19,0.18032,0,0,0,0
529200,0.2,0.19,0.18,0,0,0,0
532800,0.2,0.19,0.18,0,0,0,0
536400,0.2,0.19,0.18675,0,0,0,0
540000,0.2,0.19,0.19820302,0,0,0,0
543600,0.2,0.19,0.19886045,0,0,0,0
547200,0.2,0.22,0.20705495,0,0,0,0
550800,0.2,0.22,0.20442617,0,0,0,0
554400,0.2,0.22,0.19968762,0,0,0,0
558000,0.2,0.22,0.19843486,0,0,0,0
561600,0.2,0.22,0.19683868,0,0,0,0
565200,0.2,0.22,0.19606456,0,0,0,0
568800,0.2,0.22,0.19958057,0,0,0,0
572400,0.2,0.22,0.20569273,0,0,0,0
576000,0.2,0.22,0.21025346,0,0,0,0
579600,0.2,0.22,0.21649181,0,0,0,0
583200,0.2,0.22,0.21197052,0,0,0,0
586800,0.2,0.22,0.21251811,0,0,0,0
590400,0.2,0.19,0.21167751,0,0,0,0
594000,0.2,0.19,0.20419237,0,0,0,0
597600,0.2,0.19,0.19752781,0,0,0,0
601200,0.2,0.19,0.19352009,0,0,0,0
604800,0.2,0.19,0.20011,0,0,0,0
608400,0.2,0.19,0.2,0,0,0,0
612000,0.2,0.19,0.19828,0,0,0,0
615600,0.2,0.19,0.19826,0,0,0,0
619200,0.2,0.19,0.19828,0,0,0,0
622800,0.2,0.19,0.20796,0,0,0,0
626400,0.2,0.19,0.21298004,0,0,0,0
630000,0.2,0.19,0.21141847,0,0,0,0
633600,0.2,0.22,0.22442429,0,0,0,0
637200,0.2,0.22,0.21544547,0,0,0,0
640800,0.2,0.22,0.21336207,0,0,0,0
644400,0.2,0.22,0.21127015,0,0,0,0
648000,0.2,0.22,0.20104739,0,0,0,0
651600,0.2,0.22,0.19758,0,0,0,0
655200,0.2,0.22,0.20749671,0,0,0,0
658800,0.2,0.22,0.20992601,0,0,0,0
662400,0.2,0.22,0.21300435,0,0,0,0
666000,0.2,0.22,0.2156966,0,0,0,0
669600,0.2,0.22,0.21281977,0,0,0,0
673200,0.2,0.22,0.21251191,0,0,0,0
676800,0.2,0.19,0.20667363,0,0,0,0
680400,0.2,0.19,0.20032738,0,0,0,0
684000,0.2,0.19,0.19523316,0,0,0,0
687600,0.2,0.19,0.18998307,0,0,0,0
691200,0.2,0.19,0.19211,0,0,0,0
694800,0.2,0.19,0.19113926,0,0,0,0
698400,0.2,0.19,0.19013027,0,0,0,0
702000,0.2,0.19,0.19099824,0,0,0,0
705600,0.2,0.19,0.19130153,0,0,0,0
709200,0.2,0.19,0.19225797,0,0,0,0
712800,0.2,0.19,0.19599,0,0,0,0
716400,0.2,0.19,0.20291,0,0,0,0
720000,0.2,0.22,0.20937726,0,0,0,0
723600,0.2,0.22,0.21108865,0,0,0,0
727200,0.2,0.22,0.20431099,0,0,0,0
730800,0.2,0.22,0.20187637,0,0,0,0
734400,0.2,0.22,0.19672086,0,0,0,0
738000,0.2,0.22,0.19640461,0,0,0,0
741600,0.2,0.22,0.19988946,0,0,0,0
745200,0.2,0.22,0.20288023,0,0,0,0
748800,0.2,0.22,0.20881118,0,0,0,0
752400,0.2,0.22,0.21524996,0,0,0,0
756000,0.2,0.22,0.21508522,0,0,0,0
759600,0.2,0.22,0.21245564,0,0,0,0
763200,0.2,0.19,0.20653813,0,0,0,0
766800,0.2,0.19,0.19805589,0,0,0,0
770400,0.2,0.19,0.19412,0,0,0,0
774000,0.2,0.19,0.1914881,0,0,0,0
777600,0.2,0.19,0.19092808,0,0,0,0
781200,0.2,0.19,0.18859,0,0,0,0
784800,0.2,0.19,0.18588,0,0,0,0
788400,0.2,0.19,0.18355,0,0,0,0
792000,0.2,0.19,0.18498,0,0,0,0
795600,0.2,0.19,0.18563,0,0,0,0
799200,0.2,0.19,0.19399,0,0,0,0
802800,0.2,0.19,0.20206178,0,0,0,0
806400,0.2,0.22,0.21018114,0,0,0,0
810000,0.2,0.22,0.2145139,0,0,0,0
813600,0.2,0.22,0.20835665,0,0,0,0
817200,0.2,0.22,0.20717258,0,0,0,0
820800,0.2,0.22,0.20410518,0,0,0,0
824400,0.2,0.22,0.20237007,0,0,0,0
828000,0.2,0.22,0.20441549,0,0,0,0
831600,0.2,0.22,0.20579282,0,0,0,0
835200,0.2,0.22,0.20859257,0,0,0,0
838800,0.2,0.22,0.21842888,0,0,0,0
842400,0.2,0.22,0.21869539,0,0,0,0
846000,0.2,0.22,0.21301234,0,0,0,0
849600,0.2,0.19,0.2126544,0,0,0,0
853200,0.2,0.19,0.20415287,0,0,0,0
856800,0.2,0.19,0.20385477,0,0,0,0
860400,0.2,0.19,0.1955919,0,0,0,0
864000,0.2,0.19,0.19166,0,0,0,0
867600,0.2,0.19,0.18966,0,0,0,0
871200,0.2,0.19,0.18712,0,0,0,0
874800,0.2,0.19,0.18797,0,0,0,0
878400,0.2,0.19,0.188,0,0,0,0
882000,0.2,0.19,0.18914,0,0,0,0
885600,0.2,0.19,0.19684986,0,0,0,0
889200,0.2,0.19,0.20127981,0,0,0,0
892800,0.2,0.22,0.20908658,0,0,0,0
896400,0.2,0.22,0.20725423,0,0,0,0
900000,0.2,0.22,0.20466198,0,0,0,0
903600,0.2,0.22,0.20361962,0,0,0,0
907200,0.2,0.22,0.19989216,0,0,0,0
910800,0.2,0.22,0.19841231,0,0,0,0
914400,0.2,0.22,0.1991525,0,0,0,0
918000,0.2,0.22,0.20481329,0,0,0,0
921600,0.2,0.22,0.20921992,0,0,0,0
925200,0.2,0.22,0.21310442,0,0,0,0
928800,0.2,0.22,0.21273755,0,0,0,0
932400,0.2,0.22,0.21218725,0,0,0,0
936000,0.2,0.19,0.20629339,0,0,0,0
939600,0.2,0.19,0.20311188,0,0,0,0
943200,0.2,0.19,0.20144389,0,0,0,0
946800,0.2,0.19,0.19447323,0,0,0,0
950400,0.2,0.19,0.1951,0,0,0,0
954000,0.2,0.19,0.19212,0,0,0,0
957600,0.2,0.19,0.18905,0,0,0,0
961200,0.2,0.19,0.189,0,0,0,0
964800,0.2,0.19,0.18663,0,0,0,0
968400,0.2,0.19,0.18663,0,0,0,0
972000,0.2,0.19,0.19166,0,0,0,0
975600,0.2,0.19,0.19661,0,0,0,0
979200,0.2,0.22,0.203,0,0,0,0
982800,0.2,0.22,0.203,0,0,0,0
986400,0.2,0.22,0.195,0,0,0,0
990000,0.2,0.22,0.19382414,0,0,0,0
993600,0.2,0.22,0.19219012,0,0,0,0
997200,0.2,0.22,0.1895,0,0,0,0
1000800,0.2,0.22,0.18699,0,0,0,0
1004400,0.2,0.22,0.19192,0,0,0,0
1008000,0.2,0.22,0.19563,0,0,0,0
1011600,0.2,0.22,0.21246573,0,0,0,0
1015200,0.2,0.22,0.2127939,0,0,0,0
1018800,0.2,0.22,0.2135044,0,0,0,0
1022400,0.2,0.19,0.20861654,0,0,0,0
1026000,0.2,0.19,0.20293731,0,0,0,0
1029600,0.2,0.19,0.19453396,0,0,0,0
1033200,0.2,0.19,0.19032,0,0,0,0
1036800,0.2,0.19,0.19344,0,0,0,0
1040400,0.2,0.19,0.19068,0,0,0,0
1044000,0.2,0.19,0.1887,0,0,0,0
1047600,0.2,0.19,0.18326,0,0,0,0
1051200,0.2,0.19,0.1802,0,0,0,0
1054800,0.2,0.19,0.17958,0,0,0,0
1058400,0.2,0.19,0.19057996,0,0,0,0
1062000,0.2,0.19,0.19485351,0,0,0,0
1065600,0.2,0.22,0.19537707,0,0,0,0
1069200,0.2,0.22,0.19734358,0,0,0,0
1072800,0.2,0.22,0.19731197,0,0,0,0
1076400,0.2,0.22,0.19492525,0,0,0,0
1080000,0.2,0.22,0.19192,0,0,0,0
1083600,0.2,0.22,0.18957,0,0,0,0
1087200,0.2,0.22,0.192,0,0,0,0
1090800,0.2,0.22,0.19373,0,0,0,0
1094400,0.2,0.22,0.20211,0,0,0,0
1098000,0.2,0.22,0.20852,0,0,0,0
1101600,0.2,0.22,0.21103,0,0,0,0
1105200,0.2,0.22,0.21103,0,0,0,0
1108800,0.2,0.19,0.2084,0,0,0,0
1112400,0.2,0.19,0.20931623,0,0,0,0
1116000,0.2,0.19,0.19660471,0,0,0,0
1119600,0.2,0.19,0.19047,0,0,0,0
1123200,0.2,0.19,0.18306,0,0,0,0
1126800,0.2,0.19,0.17911,0,0,0,0
1130400,0.2,0.19,0.17,0,0,0,0
1134000,0.2,0.19,0.16999,0,0,0,0
1137600,0.2,0.19,0.16975,0,0,0,0
1141200,0.2,0.19,0.17736,0,0,0,0
1144800,0.2,0.19,0.19112,0,0,0,0
1148400,0.2,0.19,0.19707,0,0,0,0
1152000,0.2,0.22,0.20429,0,0,0,0
1155600,0.2,0.22,0.20768,0,0,0,0
1159200,0.2,0.22,0.20619,0,0,0,0
1162800,0.2,0.22,0.20405,0,0,0,0
1166400,0.2,0.22,0.19781,0,0,0,0
1170000,0.2,0.22,0.19659,0,0,0,0
1173600,0.2,0.22,0.199,0,0,0,0
1177200,0.2,0.22,0.20404,0,0,0,0
1180800,0.2,0.22,0.20768,0,0,0,0
1184400,0.2,0.22,0.21607912,0,0,0,0
1188000,0.2,0.22,0.20821,0,0,0,0
1191600,0.2,0.22,0.20765,0,0,0,0
1195200,0.2,0.19,0.20181,0,0,0,0
1198800,0.2,0.19,0.19659,0,0,0,0
1202400,0.2,0.19,0.19353,0,0,0,0
1206000,0.2,0.19,0.18945,0,0,0,0
1209600,0.2,0.19,0.19193956,0,0,0,0
1213200,0.2,0.19,0.18920358,0,0,0,0
1216800,0.2,0.19,0.18321,0,0,0,0
1220400,0.2,0.19,0.18243,0,0,0,0
1224000,0.2,0.19,0.18326,0,0,0,0
1227600,0.2,0.19,0.18842,0,0,0,0
1231200,0.2,0.19,0.19505014,0,0,0,0
1234800,0.2,0.19,0.20789348,0,0,0,0
1238400,0.2,0.22,0.21664154,0,0,0,0
1242000,0.2,0.22,0.21622682,0,0,0,0
1245600,0.2,0.22,0.20348648,0,0,0,0
1249200,0.2,0.22,0.19886142,0,0,0,0
1252800,0.2,0.22,0.19555711,0,0,0,0
1256400,0.2,0.22,0.19357026,0,0,0,0
1260000,0.2,0.22,0.1985436,0,0,0,0
1263600,0.2,0.22,0.20682483,0,0,0,0
1267200,0.2,0.22,0.21331511,0,0,0,0
1270800,0.2,0.22,0.22156414,0,0,0,0
1274400,0.2,0.22,0.21936477,0,0,0,0
1278000,0.2,0.22,0.21624844,0,0,0,0
1281600,0.2,0.19,0.21324158,0,0,0,0
1285200,0.2,0.19,0.21230949,0,0,0,0
1288800,0.2,0.19,0.20560846,0,0,0,0
1292400,0.2,0.19,0.19365718,0,0,0,0
1296000,0.2,0.19,0.19669,0,0,0,0
1299600,0.2,0.19,0.19134,0,0,0,0
1303200,0.2,0.19,0.18968,0,0,0,0
1306800,0.2,0.19,0.18901,0,0,0,0
1310400,0.2,0.19,0.18954,0,0,0,0
1314000,0.2,0.19,0.19112,0,0,0,0
1317600,0.2,0.19,0.20115,0,0,0,0
1321200,0.2,0.19,0.21183967,0,0,0,0
1324800,0.2,0.22,0.22540981,0,0,0,0
1328400,0.2,0.22,0.21786517,0,0,0,0
1332000,0.2,0.22,0.20953187,0,0,0,0
1335600,0.2,0.22,0.20072711,0,0,0,0
1339200,0.2,0.22,0.19561282,0,0,0,0
1342800,0.2,0.22,0.19518571,0,0,0,0
1346400,0.2,0.22,0.19662595,0,0,0,0
1350000,0.2,0.22,0.20332,0,0,0,0
1353600,0.2,0.22,0.2107357,0,0,0,0
1357200,0.2,0.22,0.21891665,0,0,0,0
1360800,0.2,0.22,0.2140674,0,0,0,0
1364400,0.2,0.22,0.21206286,0,0,0,0
1368000,0.2,0.19,0.20591689,0,0,0,0
1371600,0.2,0.19,0.20132624,0,0,0,0
1375200,0.2,0.19,0.19840584,0,0,0,0
1378800,0.2,0.19,0.19128405,0,0,0,0
1382400,0.2,0.19,0.18932194,0,0,0,0
1386000,0.2,0.19,0.18808,0,0,0,0
1389600,0.2,0.19,0.18626,0,0,0,0
1393200,0.2,0.19,0.18626,0,0,0,0
1396800,0.2,0.19,0.18681,0,0,0,0
1400400,0.2,0.19,0.18914155,0,0,0,0
1404000,0.2,0.19,0.19619717,0,0,0,0
1407600,0.2,0.19,0.19847524,0,0,0,0
1411200,0.2,0.22,0.20820022,0,0,0,0
1414800,0.2,0.22,0.21059194,0,0,0,0
1418400,0.2,0.22,0.20423881,0,0,0,0
1422000,0.2,0.22,0.20115329,0,0,0,0
1425600,0.2,0.22,0.19530382,0,0,0,0
1429200,0.2,0.22,0.19572527,0,0,0,0
1432800,0.2,0.22,0.20114086,0,0,0,0
1436400,0.2,0.22,0.20551472,0,0,0,0
1440000,0.2,0.22,0.20871877,0,0,0,0
1443600,0.2,0.22,0.21426927,0,0,0,0
1447200,0.2,0.22,0.21194164,0,0,0,0
1450800,0.2,0.22,0.21207874,0,0,0,0
1454400,0.2,0.19,0.20550185,0,0,0,0
1458000,0.2,0.19,0.19999891,0,0,0,0
1461600,0.2,0.19,0.19627396,0,0,0,0
1465200,0.2,0.19,0.1913913,0,0,0,0
1468800,0.2,0.19,0.19015,0,0,0,0
1472400,0.2,0.19,0.18894,0,0,0,0
1476000,0.2,0.19,0.18699,0,0,0,0
1479600,0.2,0.19,0.185,0,0,0,0
1483200,0.2,0.19,0.18664,0,0,0,0
1486800,0.2,0.19,0.19,0,0,0,0
1490400,0.2,0.19,0.19571177,0,0,0,0
1494000,0.2,0.19,0.2087695,0,0,0,0
1497600,0.2,0.22,0.22327523,0,0,0,0
1501200,0.2,0.22,0.22074138,0,0,0,0
1504800,0.2,0.22,0.2084744,0,0,0,0
1508400,0.2,0.22,0.20239009,0,0,0,0
1512000,0.2,0.22,0.19694274,0,0,0,0
1515600,0.2,0.22,0.19594817,0,0,0,0
1519200,0.2,0.22,0.19617448,0,0,0,0
1522800,0.2,0.22,0.20162885,0,0,0,0
1526400,0.2,0.22,0.209,0,0,0,0
1530000,0.2,0.22,0.21415958,0,0,0,0
1533600,0.2,0.22,0.21243138,0,0,0,0
1537200,0.2,0.22,0.21208899,0,0,0,0
1540800,0.2,0.19,0.20584715,0,0,0,0
1544400,0.2,0.19,0.2025631,0,0,0,0
1548000,0.2,0.19,0.19969065,0,0,0,0
1551600,0.2,0.19,0.1945478,0,0,0,0
1555200,0.2,0.19,0.1949983,0,0,0,0
1558800,0.2,0.19,0.19241,0,0,0,0
1562400,0.2,0.19,0.19111,0,0,0,0
1566000,0.2,0.19,0.19071,0,0,0,0
1569600,0.2,0.19,0.19037,0,0,0,0
1573200,0.2,0.19,0.19092,0,0,0,0
1576800,0.2,0.19,0.19358,0,0,0,0
1580400,0.2,0.19,0.1979452,0,0,0,0
1584000,0.2,0.22,0.20688173,0,0,0,0
1587600,0.2,0.22,0.21036947,0,0,0,0
1591200,0.2,0.22,0.20192,0,0,0,0
1594800,0.2,0.22,0.19825,0,0,0,0
1598400,0.2,0.22,0.19695,0,0,0,0
1602000,0.2,0.22,0.1942,0,0,0,0
1605600,0.2,0.22,0.19393,0,0,0,0
1609200,0.2,0.22,0.19375939,0,0,0,0
1612800,0.2,0.22,0.19983327,0,0,0,0
1616400,0.2,0.22,0.21129004,0,0,0,0
1620000,0.2,0.22,0.21250159,0,0,0,0
1623600,0.2,0.22,0.21259263,0,0,0,0
1627200,0.2,0.19,0.20575557,0,0,0,0
1630800,0.2,0.19,0.20255447,0,0,0,0
1634400,0.2,0.19,0.19931622,0,0,0,0
1638000,0.2,0.19,0.19479092,0,0,0,0
1641600,0.2,0.19,0.19669,0,0,0,0
1645200,0.2,0.19,0.19341,0,0,0,0
1648800,0.2,0.19,0.19044,0,0,0,0
1652400,0.2,0.19,0.18859,0,0,0,0
1656000,0.2,0.19,0.1886,0,0,0,0
1659600,0.2,0.19,0.18901,0,0,0,0
1663200,0.2,0.19,0.1896,0,0,0,0
1666800,0.2,0.19,0.19194,0,0,0,0
1670400,0.2,0.22,0.19322,0,0,0,0
1674000,0.2,0.22,0.19402,0,0,0,0
1677600,0.2,0.22,0.19629909,0,0,0,0
1681200,0.2,0.22,0.19615,0,0,0,0
1684800,0.2,0.22,0.19511994,0,0,0,0
1688400,0.2,0.22,0.19241,0,0,0,0
1692000,0.2,0.22,0.19092,0,0,0,0
1695600,0.2,0.22,0.19241,0,0,0,0
1699200,0.2,0.22,0.19472673,0,0,0,0
1702800,0.2,0.22,0.20247994,0,0,0,0
1706400,0.2,0.22,0.21032273,0,0,0,0
1710000,0.2,0.22,0.21132781,0,0,0,0
1713600,0.2,0.19,0.20956219,0,0,0,0
1717200,0.2,0.19,0.2028845,0,0,0,0
1720800,0.2,0.19,0.1988615,0,0,0,0
1724400,0.2,0.19,0.1945,0,0,0,0
1728000,0.2,0.19,0.189,0,0,0,0
1731600,0.2,0.19,0.18721,0,0,0,0
1735200,0.2,0.19,0.18483,0,0,0,0
1738800,0.2,0.19,0.18448,0,0,0,0
1742400,0.2,0.19,0.18483,0,0,0,0
1746000,0.2,0.19,0.189235,0,0,0,0
1749600,0.2,0.19,0.20006025,0,0,0,0
1753200,0.2,0.19,0.20888342,0,0,0,0
1756800,0.2,0.22,0.21523457,0,0,0,0
1760400,0.2,0.22,0.21378862,0,0,0,0
1764000,0.2,0.22,0.20953115,0,0,0,0
1767600,0.2,0.22,0.20871484,0,0,0,0
1771200,0.2,0.22,0.20541481,0,0,0,0
1774800,0.2,0.22,0.20156128,0,0,0,0
1778400,0.2,0.22,0.20413,0,0,0,0
1782000,0.2,0.22,0.20648954,0,0,0,0
1785600,0.2,0.22,0.21010903,0,0,0,0
1789200,0.2,0.22,0.21664785,0,0,0,0
1792800,0.2,0.22,0.21815962,0,0,0,0
1796400,0.2,0.22,0.21387829,0,0,0,0
1800000,0.2,0.19,0.21061212,0,0,0,0
1803600,0.2,0.19,0.20258067,0,0,0,0
1807200,0.2,0.19,0.19927756,0,0,0,0
1810800,0.2,0.19,0.19626026,0,0,0,0
1814400,0.2,0.19,0.19356524,0,0,0,0
1818000,0.2,0.19,0.1911793,0,0,0,0
1821600,0.2,0.19,0.19064777,0,0,0,0
1825200,0.2,0.19,0.19067509,0,0,0,0
1828800,0.2,0.19,0.19106388,0,0,0,0
1832400,0.2,0.19,0.1919845,0,0,0,0
1836000,0.2,0.19,0.196,0,0,0,0
1839600,0.2,0.19,0.20586743,0,0,0,0
1843200,0.2,0.22,0.2118335,0,0,0,0
1846800,0.2,0.22,0.20939087,0,0,0,0
1850400,0.2,0.22,0.20832032,0,0,0,0
1854000,0.2,0.22,0.20615334,0,0,0,0
1857600,0.2,0.22,0.20138474,0,0,0,0
1861200,0.2,0.22,0.20201503,0,0,0,0
1864800,0.2,0.22,0.20321463,0,0,0,0
1868400,0.2,0.22,0.20418905,0,0,0,0
1872000,0.2,0.22,0.20662326,0,0,0,0
1875600,0.2,0.22,0.21247171,0,0,0,0
1879200,0.2,0.22,0.21875917,0,0,0,0
1882800,0.2,0.22,0.21585478,0,0,0,0
1886400,0.2,0.19,0.20546559,0,0,0,0
1890000,0.2,0.19,0.19971136,0,0,0,0
1893600,0.2,0.19,0.19616083,0,0,0,0
1897200,0.2,0.19,0.19115182,0,0,0,0
