time,LowerSetp[1],UpperSetp[1],UpperCO2[1]
532800,295.15,296.15,894
536400,295.15,296.15,894
540000,295.15,296.15,894
543600,295.15,296.15,894
547200,295.15,296.15,894
550800,295.15,296.15,894
554400,295.15,296.15,894
558000,295.15,296.15,894
561600,295.15,296.15,894
565200,295.15,296.15,894
568800,295.15,296.15,894
572400,295.15,296.15,894
576000,295.15,296.15,894
579600,295.15,296.15,894
583200,295.15,296.15,894
586800,295.15,296.15,894
590400,295.15,296.15,894
594000,295.15,296.15,894
597600,295.15,296.15,894
601200,295.15,296.15,894
604800,295.15,296.15,894
608400,295.15,296.15,894
612000,295.15,296.15,894
615600,295.15,296.15,894
619200,295.15,296.15,894
622800,295.15,296.15,894
626400,295.15,296.15,894
630000,295.15,296.15,894
633600,295.15,296.15,894
637200,295.15,296.15,894
640800,295.15,296.15,894
644400,295.15,296.15,894
648000,295.15,296.15,894
651600,295.15,296.15,894
655200,295.15,296.15,894
658800,295.15,296.15,894
662400,295.15,296.15,894
666000,295.15,296.15,894
669600,295.15,296.15,894
673200,295.15,296.15,894
676800,295.15,296.15,894
680400,295.15,296.15,894
684000,295.15,296.15,894
687600,295.15,296.15,894
691200,295.15,296.15,894
694800,295.15,296.15,894
698400,295.15,296.15,894
702000,295.15,296.15,894
705600,295.15,296.15,894
709200,295.15,296.15,894
712800,295.15,296.15,894
716400,295.15,296.15,894
720000,295.15,296.15,894
723600,295.15,296.15,894
727200,295.15,296.15,894
730800,295.15,296.15,894
734400,295.15,296.15,894
738000,295.15,296.15,894
741600,295.15,296.15,894
745200,295.15,296.15,894
748800,295.15,296.15,894
752400,295.15,296.15,894
756000,295.15,296.15,894
759600,295.15,296.15,894
763200,295.15,296.15,894
766800,295.15,296.15,894
770400,295.15,296.15,894
774000,295.15,296.15,894
777600,295.15,296.15,894
781200,295.15,296.15,894
784800,295.15,296.15,894
788400,295.15,296.15,894
792000,295.15,296.15,894
795600,295.15,296.15,894
799200,295.15,296.15,894
802800,295.15,296.15,894
806400,295.15,296.15,894
810000,295.15,296.15,894
813600,295.15,296.15,894
817200,295.15,296.15,894
820800,295.15,296.15,894
824400,295.15,296.15,894
828000,295.15,296.15,894
831600,295.15,296.15,894
835200,295.15,296.15,894
838800,295.15,296.15,894
842400,295.15,296.15,894
846000,295.15,296.15,894
849600,295.15,296.15,894
853200,295.15,296.15,894
856800,295.15,296.15,894
860400,295.15,296.15,894
864000,295.15,296.15,894
867600,295.15,296.15,894
871200,295.15,296.15,894
874800,295.15,296.15,894
878400,295.15,296.15,894
882000,295.15,296.15,894
885600,295.15,296.15,894
889200,295.15,296.15,894
892800,295.15,296.15,894
896400,295.15,296.15,894
900000,295.15,296.15,894
903600,295.15,296.15,894
907200,295.15,296.15,894
910800,295.15,296.15,894
914400,295.15,296.15,894
918000,295.15,296.15,894
921600,295.15,296.15,894
925200,295.15,296.15,894
928800,295.15,296.15,894
932400,295.15,296.15,894
936000,295.15,296.15,894
939600,295.15,296.15,894
943200,295.15,296.15,894
946800,295.15,296.15,894
950400,295.15,296.15,894
954000,295.15,296.15,894
957600,295.15,296.15,894
961200,295.15,296.15,894
964800,295.15,296.15,894
968400,295.15,296.15,894
972000,295.15,296.15,894
975600,295.15,296.15,894
979200,295.15,296.15,894
982800,295.15,296.15,894
986400,295.15,296.15,894
990000,295.15,296.15,894
993600,295.15,296.15,894
997200,295.15,296.15,894
1000800,295.15,296.15,894
1004400,295.15,296.15,894
1008000,295.15,296.15,894
1011600,295.15,296.15,894
1015200,295.15,296.15,894
1018800,295.15,296.15,894
1022400,295.15,296.15,894
1026000,295.15,296.15,894
1029600,295.15,296.15,894
1033200,295.15,296.15,894
1036800,295.15,296.15,894
1040400,295.15,296.15,894
1044000,295.15,296.15,894
1047600,295.15,296.15,894
1051200,295.15,296.15,894
1054800,295.15,296.15,894
1058400,295.15,296.15,894
1062000,295.15,296.15,894
1065600,295.15,296.15,894
1069200,295.15,296.15,894
1072800,295.15,296.15,894
1076400,295.15,296.15,894
1080000,295.15,296.15,894
1083600,295.15,296.15,894
1087200,295.15,296.15,894
1090800,295.15,296.15,894
1094400,295.15,296.15,894
1098000,295.15,296.15,894
1101600,295.15,296.15,894
1105200,295.15,296.15,894
1108800,295.15,296.15,894
1112400,295.15,296.15,894
1116000,295.15,296.15,894
1119600,295.15,296.15,894
1123200,295.15,296.15,894
1126800,295.15,296.15,894
1130400,295.15,296.15,894
1134000,295.15,296.15,894
1137600,295.15,296.15,894
1141200,295.15,296.15,894
1144800,295.15,296.15,894
1148400,295.15,296.15,894
1152000,295.15,296.15,894
1155600,295.15,296.15,894
1159200,295.15,296.15,894
1162800,295.15,296.15,894
1166400,295.15,296.15,894
1170000,295.15,296.15,894
1173600,295.15,296.15,894
1177200,295.15,296.15,894
1180800,295.15,296.15,894
1184400,295.15,296.15,894
1188000,295.15,296.15,894
1191600,295.15,296.15,894
1195200,295.15,296.15,894
1198800,295.15,296.15,894
1202400,295.15,296.15,894
1206000,295.15,296.15,894
1209600,295.15,296.15,894
1213200,295.15,296.15,894
1216800,295.15,296.15,894
1220400,295.15,296.15,894
1224000,295.15,296.15,894
1227600,295.15,296.15,894
1231200,295.15,296.15,894
1234800,295.15,296.15,894
1238400,295.15,296.15,894
1242000,295.15,296.15,894
1245600,295.15,296.15,894
1249200,295.15,296.15,894
1252800,295.15,296.15,894
1256400,295.15,296.15,894
1260000,295.15,296.15,894
1263600,295.15,296.15,894
1267200,295.15,296.15,894
1270800,295.15,296.15,894
1274400,295.15,296.15,894
1278000,295.15,296.15,894
1281600,295.15,296.15,894
1285200,295.15,296.15,894
1288800,295.15,296.15,894
1292400,295.15,296.15,894
1296000,295.15,296.15,894
1299600,295.15,296.15,894
1303200,295.15,296.15,894
1306800,295.15,296.15,894
1310400,295.15,296.15,894
1314000,295.15,296.15,894
1317600,295.15,296.15,894
1321200,295.15,296.15,894
1324800,295.15,296.15,894
1328400,295.15,296.15,894
1332000,295.15,296.15,894
1335600,295.15,296.15,894
1339200,295.15,296.15,894
1342800,295.15,296.15,894
1346400,295.15,296.15,894
1350000,295.15,296.15,894
1353600,295.15,296.15,894
1357200,295.15,296.15,894
1360800,295.15,296.15,894
1364400,295.15,296.15,894
1368000,295.15,296.15,894
1371600,295.15,296.15,894
1375200,295.15,296.15,894
1378800,295.15,296.15,894
1382400,295.15,296.15,894
1386000,295.15,296.15,894
1389600,295.15,296.15,894
1393200,295.15,296.15,894
1396800,295.15,296.15,894
1400400,295.15,296.15,894
1404000,295.15,296.15,894
1407600,295.15,296.15,894
1411200,295.15,296.15,894
1414800,295.15,296.15,894
1418400,295.15,296.15,894
1422000,295.15,296.15,894
1425600,295.15,296.15,894
1429200,295.15,296.15,894
1432800,295.15,296.15,894
1436400,295.15,296.15,894
1440000,295.15,296.15,894
1443600,295.15,296.15,894
1447200,295.15,296.15,894
1450800,295.15,296.15,894
1454400,295.15,296.15,894
1458000,295.15,296.15,894
1461600,295.15,296.15,894
1465200,295.15,296.15,894
1468800,295.15,296.15,894
1472400,295.15,296.15,894
1476000,295.15,296.15,894
1479600,295.15,296.15,894
1483200,295.15,296.15,894
1486800,295.15,296.15,894
1490400,295.15,296.15,894
1494000,295.15,296.15,894
1497600,295.15,296.15,894
1501200,295.15,296.15,894
1504800,295.15,296.15,894
1508400,295.15,296.15,894
1512000,295.15,296.15,894
1515600,295.15,296.15,894
1519200,295.15,296.15,894
1522800,295.15,296.15,894
1526400,295.15,296.15,894
1530000,295.15,296.15,894
1533600,295.15,296.15,894
1537200,295.15,296.15,894
1540800,295.15,296.15,894
1544400,295.15,296.15,894
1548000,295.15,296.15,894
1551600,295.15,296.15,894
1555200,295.15,296.15,894
1558800,295.15,296.15,894
1562400,295.15,296.15,894
1566000,295.15,296.15,894
1569600,295.15,296.15,894
1573200,295.15,296.15,894
1576800,295.15,296.15,894
1580400,295.15,296.15,894
1584000,295.15,296.15,894
1587600,295.15,296.15,894
1591200,295.15,296.15,894
1594800,295.15,296.15,894
1598400,295.15,296.15,894
1602000,295.15,296.15,894
1605600,295.15,296.15,894
1609200,295.15,296.15,894
1612800,295.15,296.15,894
1616400,295.15,296.15,894
1620000,295.15,296.15,894
1623600,295.15,296.15,894
1627200,295.15,296.15,894
1630800,295.15,296.15,894
1634400,295.15,296.15,894
1638000,295.15,296.15,894
1641600,295.15,296.15,894
1645200,295.15,296.15,894
1648800,295.15,296.15,894
1652400,295.15,296.15,894
1656000,295.15,296.15,894
1659600,295.15,296.15,894
1663200,295.15,296.15,894
1666800,295.15,296.15,894
1670400,295.15,296.15,894
1674000,295.15,296.15,894
1677600,295.15,296.15,894
1681200,295.15,296.15,894
1684800,295.15,296.15,894
1688400,295.15,296.15,894
1692000,295.15,296.15,894
1695600,295.15,296.15,894
1699200,295.15,296.15,894
1702800,295.15,296.15,894
1706400,295.15,296.15,894
1710000,295.15,296.15,894
1713600,295.15,296.15,894
1717200,295.15,296.15,894
1720800,295.15,296.15,894
1724400,295.15,296.15,894
1728000,295.15,296.15,894
1731600,295.15,296.15,894
1735200,295.15,296.15,894
1738800,295.15,296.15,894
1742400,295.15,296.15,894
1746000,295.15,296.15,894
1749600,295.15,296.15,894
1753200,295.15,296.15,894
1756800,295.15,296.15,894
1760400,295.15,296.15,894
1764000,295.15,296.15,894
1767600,295.15,296.15,894
1771200,295.15,296.15,894
1774800,295.15,296.15,894
1778400,295.15,296.15,894
1782000,295.15,296.15,894
1785600,295.15,296.15,894
1789200,295.15,296.15,894
1792800,295.15,296.15,894
1796400,295.15,296.15,894
1800000,295.15,296.15,894
1803600,295.15,296.15,894
1807200,295.15,296.15,894
1810800,295.15,296.15,894
1814400,295.15,296.15,894
1818000,295.15,296.15,894
1821600,295.15,296.15,894
1825200,295.15,296.15,894
1828800,295.15,296.15,894
1832400,295.15,296.15,894
1836000,295.15,296.15,894
1839600,295.15,296.15,894
1843200,295.15,296.15,894
1846800,295.15,296.15,894
1850400,295.15,296.15,894
1854000,295.15,296.15,894
1857600,295.15,296.15,894
1861200,295.15,296.15,894
1864800,295.15,296.15,894
1868400,295.15,296.15,894
1872000,295.15,296.15,894
1875600,295.15,296.15,894
1879200,295.15,296.15,894
1882800,295.15,296.15,894
1886400,295.15,296.15,894
1890000,295.15,296.15,894
1893600,295.15,296.15,894
1897200,295.15,296.15,894
1900800,295.15,296.15,894
1904400,295.15,296.15,894
1908000,295.15,296.15,894
1911600,295.15,296.15,894
1915200,295.15,296.15,894
1918800,295.15,296.15,894
1922400,295.15,296.15,894
1926000,295.15,296.15,894
1929600,295.15,296.15,894
1933200,295.15,296.15,894
1936800,295.15,296.15,894
1940400,295.15,296.15,894
1944000,295.15,296.15,894
1947600,295.15,296.15,894
1951200,295.15,296.15,894
1954800,295.15,296.15,894
1958400,295.15,296.15,894
1962000,295.15,296.15,894
1965600,295.15,296.15,894
1969200,295.15,296.15,894
1972800,295.15,296.15,894
1976400,295.15,296.15,894
1980000,295.15,296.15,894
1983600,295.15,296.15,894
1987200,295.15,296.15,894
1990800,295.15,296.15,894
1994400,295.15,296.15,894
1998000,295.15,296.15,894
2001600,295.15,296.15,894
2005200,295.15,296.15,894
2008800,295.15,296.15,894
2012400,295.15,296.15,894
2016000,295.15,296.15,894
2019600,295.15,296.15,894
2023200,295.15,296.15,894
2026800,295.15,296.15,894
2030400,295.15,296.15,894
2034000,295.15,296.15,894
2037600,295.15,296.15,894
2041200,295.15,296.15,894
2044800,295.15,296.15,894
2048400,295.15,296.15,894
2052000,295.15,296.15,894
2055600,295.15,296.15,894
2059200,295.15,296.15,894
2062800,295.15,296.15,894
2066400,295.15,296.15,894
2070000,295.15,296.15,894
2073600,295.15,296.15,894
2077200,295.15,296.15,894
2080800,295.15,296.15,894
2084400,295.15,296.15,894
2088000,295.15,296.15,894
2091600,295.15,296.15,894
2095200,295.15,296.15,894
2098800,295.15,296.15,894
2102400,295.15,296.15,894
2106000,295.15,296.15,894
2109600,295.15,296.15,894
2113200,295.15,296.15,894
2116800,295.15,296.15,894
2120400,295.15,296.15,894
2124000,295.15,296.15,894
2127600,295.15,296.15,894
2131200,295.15,296.15,894
2134800,295.15,296.15,894
2138400,295.15,296.15,894
2142000,295.15,296.15,894
2145600,295.15,296.15,894
2149200,295.15,296.15,894
2152800,295.15,296.15,894
2156400,295.15,296.15,894
2160000,295.15,296.15,894
2163600,295.15,296.15,894
2167200,295.15,296.15,894
2170800,295.15,296.15,894
2174400,295.15,296.15,894
2178000,295.15,296.15,894
2181600,295.15,296.15,894
2185200,295.15,296.15,894
2188800,295.15,296.15,894
2192400,295.15,296.15,894
2196000,295.15,296.15,894
2199600,295.15,296.15,894
2203200,295.15,296.15,894
2206800,295.15,296.15,894
2210400,295.15,296.15,894
2214000,295.15,296.15,894
2217600,295.15,296.15,894
2221200,295.15,296.15,894
2224800,295.15,296.15,894
2228400,295.15,296.15,894
2232000,295.15,296.15,894
2235600,295.15,296.15,894
2239200,295.15,296.15,894
2242800,295.15,296.15,894
2246400,295.15,296.15,894
2250000,295.15,296.15,894
2253600,295.15,296.15,894
2257200,295.15,296.15,894
2260800,295.15,296.15,894
2264400,295.15,296.15,894
2268000,295.15,296.15,894
2271600,295.15,296.15,894
2275200,295.15,296.15,894
2278800,295.15,296.15,894
2282400,295.15,296.15,894
2286000,295.15,296.15,894
2289600,295.15,296.15,894
2293200,295.15,296.15,894
2296800,295.15,296.15,894
2300400,295.15,296.15,894
2304000,295.15,296.15,894
2307600,295.15,296.15,894
2311200,295.15,296.15,894
2314800,295.15,296.15,894
2318400,295.15,296.15,894
2322000,295.15,296.15,894
2325600,295.15,296.15,894
2329200,295.15,296.15,894
2332800,295.15,296.15,894
2336400,295.15,296.15,894
2340000,295.15,296.15,894
2343600,295.15,296.15,894
2347200,295.15,296.15,894
2350800,295.15,296.15,894
2354400,295.15,296.15,894
2358000,295.15,296.15,894
2361600,295.15,296.15,894
2365200,295.15,296.15,894
2368800,295.15,296.15,894
2372400,295.15,296.15,894
2376000,295.15,296.15,894
2379600,295.15,296.15,894
2383200,295.15,296.15,894
2386800,295.15,296.15,894
2390400,295.15,296.15,894
2394000,295.15,296.15,894
2397600,295.15,296.15,894
2401200,295.15,296.15,894
2404800,295.15,296.15,894
2408400,295.15,296.15,894
2412000,295.15,296.15,894
2415600,295.15,296.15,894
2419200,295.15,296.15,894
2422800,295.15,296.15,894
2426400,295.15,296.15,894
2430000,295.15,296.15,894
2433600,295.15,296.15,894
2437200,295.15,296.15,894
2440800,295.15,296.15,894
2444400,295.15,296.15,894
2448000,295.15,296.15,894
2451600,295.15,296.15,894
2455200,295.15,296.15,894
2458800,295.15,296.15,894
2462400,295.15,296.15,894
2466000,295.15,296.15,894
2469600,295.15,296.15,894
2473200,295.15,296.15,894
2476800,295.15,296.15,894
2480400,295.15,296.15,894
2484000,295.15,296.15,894
2487600,295.15,296.15,894
2491200,295.15,296.15,894
2494800,295.15,296.15,894
2498400,295.15,296.15,894
2502000,295.15,296.15,894
2505600,295.15,296.15,894
2509200,295.15,296.15,894
2512800,295.15,296.15,894
2516400,295.15,296.15,894
2520000,295.15,296.15,894
2523600,295.15,296.15,894
2527200,295.15,296.15,894
2530800,295.15,296.15,894
2534400,295.15,296.15,894
2538000,295.15,296.15,894
2541600,295.15,296.15,894
2545200,295.15,296.15,894
2548800,295.15,296.15,894
2552400,295.15,296.15,894
2556000,295.15,296.15,894
2559600,295.15,296.15,894
2563200,295.15,296.15,894
2566800,295.15,296.15,894
2570400,295.15,296.15,894
2574000,295.15,296.15,894
2577600,295.15,296.15,894
2581200,295.15,296.15,894
2584800,295.15,296.15,894
2588400,295.15,296.15,894
2592000,295.15,296.15,894
2595600,295.15,296.15,894
2599200,295.15,296.15,894
2602800,295.15,296.15,894
2606400,295.15,296.15,894
2610000,295.15,296.15,894
2613600,295.15,296.15,894
2617200,295.15,296.15,894
2620800,295.15,296.15,894
2624400,295.15,296.15,894
2628000,295.15,296.15,894
2631600,295.15,296.15,894
2635200,295.15,296.15,894
2638800,295.15,296.15,894
2642400,295.15,296.15,894
2646000,295.15,296.15,894
2649600,295.15,296.15,894
2653200,295.15,296.15,894
2656800,295.15,296.15,894
2660400,295.15,296.15,894
2664000,295.15,296.15,894
2667600,295.15,296.15,894
2671200,295.15,296.15,894
2674800,295.15,296.15,894
2678400,295.15,296.15,894
2682000,295.15,296.15,894
2685600,295.15,296.15,894
2689200,295.15,296.15,894
2692800,295.15,296.15,894
2696400,295.15,296.15,894
2700000,295.15,296.15,894
2703600,295.15,296.15,894
2707200,295.15,296.15,894
2710800,295.15,296.15,894
2714400,295.15,296.15,894
2718000,295.15,296.15,894
2721600,295.15,296.15,894
2725200,295.15,296.15,894
2728800,295.15,296.15,894
2732400,295.15,296.15,894
2736000,295.15,296.15,894
2739600,295.15,296.15,894
2743200,295.15,296.15,894
2746800,295.15,296.15,894
2750400,295.15,296.15,894
2754000,295.15,296.15,894
2757600,295.15,296.15,894
2761200,295.15,296.15,894
2764800,295.15,296.15,894
2768400,295.15,296.15,894
2772000,295.15,296.15,894
2775600,295.15,296.15,894
2779200,295.15,296.15,894
2782800,295.15,296.15,894
2786400,295.15,296.15,894
2790000,295.15,296.15,894
2793600,295.15,296.15,894
2797200,295.15,296.15,894
2800800,295.15,296.15,894
2804400,295.15,296.15,894
2808000,295.15,296.15,894
2811600,295.15,296.15,894
2815200,295.15,296.15,894
2818800,295.15,296.15,894
2822400,295.15,296.15,894
2826000,295.15,296.15,894
2829600,295.15,296.15,894
2833200,295.15,296.15,894
2836800,295.15,296.15,894
2840400,295.15,296.15,894
2844000,295.15,296.15,894
2847600,295.15,296.15,894
2851200,295.15,296.15,894
2854800,295.15,296.15,894
2858400,295.15,296.15,894
2862000,295.15,296.15,894
2865600,295.15,296.15,894
2869200,295.15,296.15,894
2872800,295.15,296.15,894
2876400,295.15,296.15,894
2880000,295.15,296.15,894
2883600,295.15,296.15,894
2887200,295.15,296.15,894
2890800,295.15,296.15,894
2894400,295.15,296.15,894
2898000,295.15,296.15,894
2901600,295.15,296.15,894
2905200,295.15,296.15,894
2908800,295.15,296.15,894
2912400,295.15,296.15,894
2916000,295.15,296.15,894
2919600,295.15,296.15,894
2923200,295.15,296.15,894
2926800,295.15,296.15,894
2930400,295.15,296.15,894
2934000,295.15,296.15,894
2937600,295.15,296.15,894
2941200,295.15,296.15,894
2944800,295.15,296.15,894
2948400,295.15,296.15,894
2952000,295.15,296.15,894
2955600,295.15,296.15,894
2959200,295.15,296.15,894
2962800,295.15,296.15,894
2966400,295.15,296.15,894
2970000,295.15,296.15,894
2973600,295.15,296.15,894
2977200,295.15,296.15,894
2980800,295.15,296.15,894
2984400,295.15,296.15,894
2988000,295.15,296.15,894
2991600,295.15,296.15,894
2995200,295.15,296.15,894
2998800,295.15,296.15,894
3002400,295.15,296.15,894
3006000,295.15,296.15,894
3009600,295.15,296.15,894
3013200,295.15,296.15,894
3016800,295.15,296.15,894
3020400,295.15,296.15,894
3024000,295.15,296.15,894
3027600,295.15,296.15,894
3031200,295.15,296.15,894
3034800,295.15,296.15,894
3038400,295.15,296.15,894
3042000,295.15,296.15,894
3045600,295.15,296.15,894
3049200,295.15,296.15,894
3052800,295.15,296.15,894
3056400,295.15,296.15,894
3060000,295.15,296.15,894
3063600,295.15,296.15,894
3067200,295.15,296.15,894
3070800,295.15,296.15,894
3074400,295.15,296.15,894
3078000,295.15,296.15,894
3081600,295.15,296.15,894
3085200,295.15,296.15,894
3088800,295.15,296.15,894
3092400,295.15,296.15,894
3096000,295.15,296.15,894
3099600,295.15,296.15,894
3103200,295.15,296.15,894
3106800,295.15,296.15,894
3110400,295.15,296.15,894
3114000,295.15,296.15,894
3117600,295.15,296.15,894
3121200,295.15,296.15,894
3124800,295.15,296.15,894
3128400,295.15,296.15,894
3132000,295.15,296.15,894
3135600,295.15,296.15,894
3139200,295.15,296.15,894
3142800,295.15,296.15,894
3146400,295.15,296.15,894
3150000,295.15,296.15,894
3153600,295.15,296.15,894
3157200,295.15,296.15,894
3160800,295.15,296.15,894
3164400,295.15,296.15,894
3168000,295.15,296.15,894
3171600,295.15,296.15,894
3175200,295.15,296.15,894
3178800,295.15,296.15,894
3182400,295.15,296.15,894
3186000,295.15,296.15,894
3189600,295.15,296.15,894
3193200,295.15,296.15,894
3196800,295.15,296.15,894
3200400,295.15,296.15,894
3204000,295.15,296.15,894
3207600,295.15,296.15,894
3211200,295.15,296.15,894
3214800,295.15,296.15,894
3218400,295.15,296.15,894
3222000,295.15,296.15,894
3225600,295.15,296.15,894
3229200,295.15,296.15,894
3232800,295.15,296.15,894
3236400,295.15,296.15,894
3240000,295.15,296.15,894
3243600,295.15,296.15,894
3247200,295.15,296.15,894
3250800,295.15,296.15,894
3254400,295.15,296.15,894
3258000,295.15,296.15,894
3261600,295.15,296.15,894
3265200,295.15,296.15,894
3268800,295.15,296.15,894
3272400,295.15,296.15,894
3276000,295.15,296.15,894
3279600,295.15,296.15,894
3283200,295.15,296.15,894
3286800,295.15,296.15,894
3290400,295.15,296.15,894
3294000,295.15,296.15,894
3297600,295.15,296.15,894
3301200,295.15,296.15,894
3304800,295.15,296.15,894
3308400,295.15,296.15,894
3312000,295.15,296.15,894
3315600,295.15,296.15,894
3319200,295.15,296.15,894
3322800,295.15,296.15,894
3326400,295.15,296.15,894
3330000,295.15,296.15,894
3333600,295.15,296.15,894
3337200,295.15,296.15,894
3340800,295.15,296.15,894
3344400,295.15,296.15,894
3348000,295.15,296.15,894
3351600,295.15,296.15,894
3355200,295.15,296.15,894
3358800,295.15,296.15,894
3362400,295.15,296.15,894
3366000,295.15,296.15,894
3369600,295.15,296.15,894
3373200,295.15,296.15,894
3376800,295.15,296.15,894
3380400,295.15,296.15,894
3384000,295.15,296.15,894
3387600,295.15,296.15,894
3391200,295.15,296.15,894
3394800,295.15,296.15,894
3398400,295.15,296.15,894
3402000,295.15,296.15,894
3405600,295.15,296.15,894
3409200,295.15,296.15,894
3412800,295.15,296.15,894
3416400,295.15,296.15,894
3420000,295.15,296.15,894
3423600,295.15,296.15,894
3427200,295.15,296.15,894
3430800,295.15,296.15,894
3434400,295.15,296.15,894
3438000,295.15,296.15,894
3441600,295.15,296.15,894
3445200,295.15,296.15,894
3448800,295.15,296.15,894
3452400,295.15,296.15,894
3456000,295.15,296.15,894
3459600,295.15,296.15,894
3463200,295.15,296.15,894
3466800,295.15,296.15,894
3470400,295.15,296.15,894
3474000,295.15,296.15,894
3477600,295.15,296.15,894
3481200,295.15,296.15,894
3484800,295.15,296.15,894
3488400,295.15,296.15,894
3492000,295.15,296.15,894
3495600,295.15,296.15,894
3499200,295.15,296.15,894
3502800,295.15,296.15,894
3506400,295.15,296.15,894
3510000,295.15,296.15,894
3513600,295.15,296.15,894
3517200,295.15,296.15,894
3520800,295.15,296.15,894
3524400,295.15,296.15,894
3528000,295.15,296.15,894
3531600,295.15,296.15,894
3535200,295.15,296.15,894
3538800,295.15,296.15,894
3542400,295.15,296.15,894
3546000,295.15,296.15,894
3549600,295.15,296.15,894
3553200,295.15,296.15,894
3556800,295.15,296.15,894
3560400,295.15,296.15,894
3564000,295.15,296.15,894
3567600,295.15,296.15,894
3571200,295.15,296.15,894
3574800,295.15,296.15,894
3578400,295.15,296.15,894
3582000,295.15,296.15,894
3585600,295.15,296.15,894
3589200,295.15,296.15,894
3592800,295.15,296.15,894
3596400,295.15,296.15,894
3600000,295.15,296.15,894
3603600,295.15,296.15,894
3607200,295.15,296.15,894
3610800,295.15,296.15,894
3614400,295.15,296.15,894
3618000,295.15,296.15,894
3621600,295.15,296.15,894
3625200,295.15,296.15,894
3628800,295.15,296.15,894
3632400,295.15,296.15,894
3636000,295.15,296.15,894
3639600,295.15,296.15,894
3643200,295.15,296.15,894
3646800,295.15,296.15,894
3650400,295.15,296.15,894
