time,EmissionsElectricPower,EmissionsDistrictHeatingPower,EmissionsGasPower,EmissionsBiomassPower,EmissionsSolarThermalPower
928800,0.5,NA,NA,NA,NA
932400,0.5,NA,NA,NA,NA
936000,0.5,NA,NA,NA,NA
939600,0.5,NA,NA,NA,NA
943200,0.5,NA,NA,NA,NA
946800,0.5,NA,NA,NA,NA
950400,0.5,NA,NA,NA,NA
954000,0.5,NA,NA,NA,NA
957600,0.5,NA,NA,NA,NA
961200,0.5,NA,NA,NA,NA
964800,0.5,NA,NA,NA,NA
968400,0.5,NA,NA,NA,NA
972000,0.5,NA,NA,NA,NA
975600,0.5,NA,NA,NA,NA
979200,0.5,NA,NA,NA,NA
982800,0.5,NA,NA,NA,NA
986400,0.5,NA,NA,NA,NA
990000,0.5,NA,NA,NA,NA
993600,0.5,NA,NA,NA,NA
997200,0.5,NA,NA,NA,NA
1000800,0.5,NA,NA,NA,NA
1004400,0.5,NA,NA,NA,NA
1008000,0.5,NA,NA,NA,NA
1011600,0.5,NA,NA,NA,NA
1015200,0.5,NA,NA,NA,NA
1018800,0.5,NA,NA,NA,NA
1022400,0.5,NA,NA,NA,NA
1026000,0.5,NA,NA,NA,NA
1029600,0.5,NA,NA,NA,NA
1033200,0.5,NA,NA,NA,NA
1036800,0.5,NA,NA,NA,NA
1040400,0.5,NA,NA,NA,NA
1044000,0.5,NA,NA,NA,NA
1047600,0.5,NA,NA,NA,NA
1051200,0.5,NA,NA,NA,NA
1054800,0.5,NA,NA,NA,NA
1058400,0.5,NA,NA,NA,NA
1062000,0.5,NA,NA,NA,NA
1065600,0.5,NA,NA,NA,NA
1069200,0.5,NA,NA,NA,NA
1072800,0.5,NA,NA,NA,NA
1076400,0.5,NA,NA,NA,NA
1080000,0.5,NA,NA,NA,NA
1083600,0.5,NA,NA,NA,NA
1087200,0.5,NA,NA,NA,NA
1090800,0.5,NA,NA,NA,NA
1094400,0.5,NA,NA,NA,NA
1098000,0.5,NA,NA,NA,NA
1101600,0.5,NA,NA,NA,NA
1105200,0.5,NA,NA,NA,NA
1108800,0.5,NA,NA,NA,NA
1112400,0.5,NA,NA,NA,NA
1116000,0.5,NA,NA,NA,NA
1119600,0.5,NA,NA,NA,NA
1123200,0.5,NA,NA,NA,NA
1126800,0.5,NA,NA,NA,NA
1130400,0.5,NA,NA,NA,NA
1134000,0.5,NA,NA,NA,NA
1137600,0.5,NA,NA,NA,NA
1141200,0.5,NA,NA,NA,NA
1144800,0.5,NA,NA,NA,NA
1148400,0.5,NA,NA,NA,NA
1152000,0.5,NA,NA,NA,NA
1155600,0.5,NA,NA,NA,NA
1159200,0.5,NA,NA,NA,NA
1162800,0.5,NA,NA,NA,NA
1166400,0.5,NA,NA,NA,NA
1170000,0.5,NA,NA,NA,NA
1173600,0.5,NA,NA,NA,NA
1177200,0.5,NA,NA,NA,NA
1180800,0.5,NA,NA,NA,NA
1184400,0.5,NA,NA,NA,NA
1188000,0.5,NA,NA,NA,NA
1191600,0.5,NA,NA,NA,NA
1195200,0.5,NA,NA,NA,NA
1198800,0.5,NA,NA,NA,NA
1202400,0.5,NA,NA,NA,NA
1206000,0.5,NA,NA,NA,NA
1209600,0.5,NA,NA,NA,NA
1213200,0.5,NA,NA,NA,NA
1216800,0.5,NA,NA,NA,NA
1220400,0.5,NA,NA,NA,NA
1224000,0.5,NA,NA,NA,NA
1227600,0.5,NA,NA,NA,NA
1231200,0.5,NA,NA,NA,NA
1234800,0.5,NA,NA,NA,NA
1238400,0.5,NA,NA,NA,NA
1242000,0.5,NA,NA,NA,NA
1245600,0.5,NA,NA,NA,NA
1249200,0.5,NA,NA,NA,NA
1252800,0.5,NA,NA,NA,NA
1256400,0.5,NA,NA,NA,NA
1260000,0.5,NA,NA,NA,NA
1263600,0.5,NA,NA,NA,NA
1267200,0.5,NA,NA,NA,NA
1270800,0.5,NA,NA,NA,NA
1274400,0.5,NA,NA,NA,NA
1278000,0.5,NA,NA,NA,NA
1281600,0.5,NA,NA,NA,NA
1285200,0.5,NA,NA,NA,NA
1288800,0.5,NA,NA,NA,NA
1292400,0.5,NA,NA,NA,NA
1296000,0.5,NA,NA,NA,NA
1299600,0.5,NA,NA,NA,NA
1303200,0.5,NA,NA,NA,NA
1306800,0.5,NA,NA,NA,NA
1310400,0.5,NA,NA,NA,NA
1314000,0.5,NA,NA,NA,NA
1317600,0.5,NA,NA,NA,NA
1321200,0.5,NA,NA,NA,NA
1324800,0.5,NA,NA,NA,NA
1328400,0.5,NA,NA,NA,NA
1332000,0.5,NA,NA,NA,NA
1335600,0.5,NA,NA,NA,NA
1339200,0.5,NA,NA,NA,NA
1342800,0.5,NA,NA,NA,NA
1346400,0.5,NA,NA,NA,NA
1350000,0.5,NA,NA,NA,NA
1353600,0.5,NA,NA,NA,NA
1357200,0.5,NA,NA,NA,NA
1360800,0.5,NA,NA,NA,NA
1364400,0.5,NA,NA,NA,NA
1368000,0.5,NA,NA,NA,NA
1371600,0.5,NA,NA,NA,NA
1375200,0.5,NA,NA,NA,NA
1378800,0.5,NA,NA,NA,NA
1382400,0.5,NA,NA,NA,NA
1386000,0.5,NA,NA,NA,NA
1389600,0.5,NA,NA,NA,NA
1393200,0.5,NA,NA,NA,NA
1396800,0.5,NA,NA,NA,NA
1400400,0.5,NA,NA,NA,NA
1404000,0.5,NA,NA,NA,NA
1407600,0.5,NA,NA,NA,NA
1411200,0.5,NA,NA,NA,NA
1414800,0.5,NA,NA,NA,NA
1418400,0.5,NA,NA,NA,NA
1422000,0.5,NA,NA,NA,NA
1425600,0.5,NA,NA,NA,NA
1429200,0.5,NA,NA,NA,NA
1432800,0.5,NA,NA,NA,NA
1436400,0.5,NA,NA,NA,NA
1440000,0.5,NA,NA,NA,NA
1443600,0.5,NA,NA,NA,NA
1447200,0.5,NA,NA,NA,NA
1450800,0.5,NA,NA,NA,NA
1454400,0.5,NA,NA,NA,NA
1458000,0.5,NA,NA,NA,NA
1461600,0.5,NA,NA,NA,NA
1465200,0.5,NA,NA,NA,NA
1468800,0.5,NA,NA,NA,NA
1472400,0.5,NA,NA,NA,NA
1476000,0.5,NA,NA,NA,NA
1479600,0.5,NA,NA,NA,NA
1483200,0.5,NA,NA,NA,NA
1486800,0.5,NA,NA,NA,NA
1490400,0.5,NA,NA,NA,NA
1494000,0.5,NA,NA,NA,NA
1497600,0.5,NA,NA,NA,NA
1501200,0.5,NA,NA,NA,NA
1504800,0.5,NA,NA,NA,NA
1508400,0.5,NA,NA,NA,NA
1512000,0.5,NA,NA,NA,NA
1515600,0.5,NA,NA,NA,NA
1519200,0.5,NA,NA,NA,NA
1522800,0.5,NA,NA,NA,NA
1526400,0.5,NA,NA,NA,NA
1530000,0.5,NA,NA,NA,NA
1533600,0.5,NA,NA,NA,NA
1537200,0.5,NA,NA,NA,NA
1540800,0.5,NA,NA,NA,NA
1544400,0.5,NA,NA,NA,NA
1548000,0.5,NA,NA,NA,NA
1551600,0.5,NA,NA,NA,NA
1555200,0.5,NA,NA,NA,NA
1558800,0.5,NA,NA,NA,NA
1562400,0.5,NA,NA,NA,NA
1566000,0.5,NA,NA,NA,NA
1569600,0.5,NA,NA,NA,NA
1573200,0.5,NA,NA,NA,NA
1576800,0.5,NA,NA,NA,NA
1580400,0.5,NA,NA,NA,NA
1584000,0.5,NA,NA,NA,NA
1587600,0.5,NA,NA,NA,NA
1591200,0.5,NA,NA,NA,NA
1594800,0.5,NA,NA,NA,NA
1598400,0.5,NA,NA,NA,NA
1602000,0.5,NA,NA,NA,NA
1605600,0.5,NA,NA,NA,NA
1609200,0.5,NA,NA,NA,NA
1612800,0.5,NA,NA,NA,NA
1616400,0.5,NA,NA,NA,NA
1620000,0.5,NA,NA,NA,NA
1623600,0.5,NA,NA,NA,NA
1627200,0.5,NA,NA,NA,NA
1630800,0.5,NA,NA,NA,NA
1634400,0.5,NA,NA,NA,NA
1638000,0.5,NA,NA,NA,NA
1641600,0.5,NA,NA,NA,NA
1645200,0.5,NA,NA,NA,NA
1648800,0.5,NA,NA,NA,NA
1652400,0.5,NA,NA,NA,NA
1656000,0.5,NA,NA,NA,NA
1659600,0.5,NA,NA,NA,NA
1663200,0.5,NA,NA,NA,NA
1666800,0.5,NA,NA,NA,NA
1670400,0.5,NA,NA,NA,NA
1674000,0.5,NA,NA,NA,NA
1677600,0.5,NA,NA,NA,NA
1681200,0.5,NA,NA,NA,NA
1684800,0.5,NA,NA,NA,NA
1688400,0.5,NA,NA,NA,NA
1692000,0.5,NA,NA,NA,NA
1695600,0.5,NA,NA,NA,NA
1699200,0.5,NA,NA,NA,NA
1702800,0.5,NA,NA,NA,NA
1706400,0.5,NA,NA,NA,NA
1710000,0.5,NA,NA,NA,NA
1713600,0.5,NA,NA,NA,NA
1717200,0.5,NA,NA,NA,NA
1720800,0.5,NA,NA,NA,NA
1724400,0.5,NA,NA,NA,NA
1728000,0.5,NA,NA,NA,NA
1731600,0.5,NA,NA,NA,NA
1735200,0.5,NA,NA,NA,NA
1738800,0.5,NA,NA,NA,NA
1742400,0.5,NA,NA,NA,NA
1746000,0.5,NA,NA,NA,NA
1749600,0.5,NA,NA,NA,NA
1753200,0.5,NA,NA,NA,NA
1756800,0.5,NA,NA,NA,NA
1760400,0.5,NA,NA,NA,NA
1764000,0.5,NA,NA,NA,NA
1767600,0.5,NA,NA,NA,NA
1771200,0.5,NA,NA,NA,NA
1774800,0.5,NA,NA,NA,NA
1778400,0.5,NA,NA,NA,NA
1782000,0.5,NA,NA,NA,NA
1785600,0.5,NA,NA,NA,NA
1789200,0.5,NA,NA,NA,NA
1792800,0.5,NA,NA,NA,NA
1796400,0.5,NA,NA,NA,NA
1800000,0.5,NA,NA,NA,NA
1803600,0.5,NA,NA,NA,NA
1807200,0.5,NA,NA,NA,NA
1810800,0.5,NA,NA,NA,NA
1814400,0.5,NA,NA,NA,NA
1818000,0.5,NA,NA,NA,NA
1821600,0.5,NA,NA,NA,NA
1825200,0.5,NA,NA,NA,NA
1828800,0.5,NA,NA,NA,NA
1832400,0.5,NA,NA,NA,NA
1836000,0.5,NA,NA,NA,NA
1839600,0.5,NA,NA,NA,NA
1843200,0.5,NA,NA,NA,NA
1846800,0.5,NA,NA,NA,NA
1850400,0.5,NA,NA,NA,NA
1854000,0.5,NA,NA,NA,NA
1857600,0.5,NA,NA,NA,NA
1861200,0.5,NA,NA,NA,NA
1864800,0.5,NA,NA,NA,NA
1868400,0.5,NA,NA,NA,NA
1872000,0.5,NA,NA,NA,NA
1875600,0.5,NA,NA,NA,NA
1879200,0.5,NA,NA,NA,NA
1882800,0.5,NA,NA,NA,NA
1886400,0.5,NA,NA,NA,NA
1890000,0.5,NA,NA,NA,NA
1893600,0.5,NA,NA,NA,NA
1897200,0.5,NA,NA,NA,NA
1900800,0.5,NA,NA,NA,NA
1904400,0.5,NA,NA,NA,NA
1908000,0.5,NA,NA,NA,NA
1911600,0.5,NA,NA,NA,NA
1915200,0.5,NA,NA,NA,NA
1918800,0.5,NA,NA,NA,NA
1922400,0.5,NA,NA,NA,NA
1926000,0.5,NA,NA,NA,NA
1929600,0.5,NA,NA,NA,NA
1933200,0.5,NA,NA,NA,NA
1936800,0.5,NA,NA,NA,NA
1940400,0.5,NA,NA,NA,NA
1944000,0.5,NA,NA,NA,NA
1947600,0.5,NA,NA,NA,NA
1951200,0.5,NA,NA,NA,NA
1954800,0.5,NA,NA,NA,NA
1958400,0.5,NA,NA,NA,NA
1962000,0.5,NA,NA,NA,NA
1965600,0.5,NA,NA,NA,NA
1969200,0.5,NA,NA,NA,NA
1972800,0.5,NA,NA,NA,NA
1976400,0.5,NA,NA,NA,NA
1980000,0.5,NA,NA,NA,NA
1983600,0.5,NA,NA,NA,NA
1987200,0.5,NA,NA,NA,NA
1990800,0.5,NA,NA,NA,NA
1994400,0.5,NA,NA,NA,NA
1998000,0.5,NA,NA,NA,NA
2001600,0.5,NA,NA,NA,NA
2005200,0.5,NA,NA,NA,NA
2008800,0.5,NA,NA,NA,NA
2012400,0.5,NA,NA,NA,NA
2016000,0.5,NA,NA,NA,NA
2019600,0.5,NA,NA,NA,NA
2023200,0.5,NA,NA,NA,NA
2026800,0.5,NA,NA,NA,NA
2030400,0.5,NA,NA,NA,NA
2034000,0.5,NA,NA,NA,NA
2037600,0.5,NA,NA,NA,NA
2041200,0.5,NA,NA,NA,NA
2044800,0.5,NA,NA,NA,NA
2048400,0.5,NA,NA,NA,NA
2052000,0.5,NA,NA,NA,NA
2055600,0.5,NA,NA,NA,NA
2059200,0.5,NA,NA,NA,NA
2062800,0.5,NA,NA,NA,NA
2066400,0.5,NA,NA,NA,NA
2070000,0.5,NA,NA,NA,NA
2073600,0.5,NA,NA,NA,NA
2077200,0.5,NA,NA,NA,NA
2080800,0.5,NA,NA,NA,NA
2084400,0.5,NA,NA,NA,NA
2088000,0.5,NA,NA,NA,NA
2091600,0.5,NA,NA,NA,NA
2095200,0.5,NA,NA,NA,NA
2098800,0.5,NA,NA,NA,NA
2102400,0.5,NA,NA,NA,NA
2106000,0.5,NA,NA,NA,NA
2109600,0.5,NA,NA,NA,NA
2113200,0.5,NA,NA,NA,NA
2116800,0.5,NA,NA,NA,NA
2120400,0.5,NA,NA,NA,NA
2124000,0.5,NA,NA,NA,NA
2127600,0.5,NA,NA,NA,NA
2131200,0.5,NA,NA,NA,NA
2134800,0.5,NA,NA,NA,NA
2138400,0.5,NA,NA,NA,NA
2142000,0.5,NA,NA,NA,NA
2145600,0.5,NA,NA,NA,NA
2149200,0.5,NA,NA,NA,NA
2152800,0.5,NA,NA,NA,NA
2156400,0.5,NA,NA,NA,NA
2160000,0.5,NA,NA,NA,NA
2163600,0.5,NA,NA,NA,NA
2167200,0.5,NA,NA,NA,NA
2170800,0.5,NA,NA,NA,NA
2174400,0.5,NA,NA,NA,NA
2178000,0.5,NA,NA,NA,NA
2181600,0.5,NA,NA,NA,NA
2185200,0.5,NA,NA,NA,NA
2188800,0.5,NA,NA,NA,NA
2192400,0.5,NA,NA,NA,NA
2196000,0.5,NA,NA,NA,NA
2199600,0.5,NA,NA,NA,NA
2203200,0.5,NA,NA,NA,NA
2206800,0.5,NA,NA,NA,NA
2210400,0.5,NA,NA,NA,NA
2214000,0.5,NA,NA,NA,NA
2217600,0.5,NA,NA,NA,NA
2221200,0.5,NA,NA,NA,NA
2224800,0.5,NA,NA,NA,NA
2228400,0.5,NA,NA,NA,NA
2232000,0.5,NA,NA,NA,NA
2235600,0.5,NA,NA,NA,NA
2239200,0.5,NA,NA,NA,NA
2242800,0.5,NA,NA,NA,NA
2246400,0.5,NA,NA,NA,NA
2250000,0.5,NA,NA,NA,NA
2253600,0.5,NA,NA,NA,NA
2257200,0.5,NA,NA,NA,NA
2260800,0.5,NA,NA,NA,NA
2264400,0.5,NA,NA,NA,NA
2268000,0.5,NA,NA,NA,NA
2271600,0.5,NA,NA,NA,NA
2275200,0.5,NA,NA,NA,NA
2278800,0.5,NA,NA,NA,NA
2282400,0.5,NA,NA,NA,NA
2286000,0.5,NA,NA,NA,NA
2289600,0.5,NA,NA,NA,NA
2293200,0.5,NA,NA,NA,NA
2296800,0.5,NA,NA,NA,NA
2300400,0.5,NA,NA,NA,NA
2304000,0.5,NA,NA,NA,NA
2307600,0.5,NA,NA,NA,NA
2311200,0.5,NA,NA,NA,NA
2314800,0.5,NA,NA,NA,NA
2318400,0.5,NA,NA,NA,NA
2322000,0.5,NA,NA,NA,NA
2325600,0.5,NA,NA,NA,NA
2329200,0.5,NA,NA,NA,NA
2332800,0.5,NA,NA,NA,NA
2336400,0.5,NA,NA,NA,NA
2340000,0.5,NA,NA,NA,NA
2343600,0.5,NA,NA,NA,NA
2347200,0.5,NA,NA,NA,NA
2350800,0.5,NA,NA,NA,NA
2354400,0.5,NA,NA,NA,NA
2358000,0.5,NA,NA,NA,NA
2361600,0.5,NA,NA,NA,NA
2365200,0.5,NA,NA,NA,NA
2368800,0.5,NA,NA,NA,NA
2372400,0.5,NA,NA,NA,NA
2376000,0.5,NA,NA,NA,NA
2379600,0.5,NA,NA,NA,NA
2383200,0.5,NA,NA,NA,NA
2386800,0.5,NA,NA,NA,NA
2390400,0.5,NA,NA,NA,NA
2394000,0.5,NA,NA,NA,NA
2397600,0.5,NA,NA,NA,NA
2401200,0.5,NA,NA,NA,NA
2404800,0.5,NA,NA,NA,NA
2408400,0.5,NA,NA,NA,NA
2412000,0.5,NA,NA,NA,NA
2415600,0.5,NA,NA,NA,NA
2419200,0.5,NA,NA,NA,NA
2422800,0.5,NA,NA,NA,NA
2426400,0.5,NA,NA,NA,NA
2430000,0.5,NA,NA,NA,NA
2433600,0.5,NA,NA,NA,NA
2437200,0.5,NA,NA,NA,NA
2440800,0.5,NA,NA,NA,NA
2444400,0.5,NA,NA,NA,NA
2448000,0.5,NA,NA,NA,NA
2451600,0.5,NA,NA,NA,NA
2455200,0.5,NA,NA,NA,NA
2458800,0.5,NA,NA,NA,NA
2462400,0.5,NA,NA,NA,NA
2466000,0.5,NA,NA,NA,NA
2469600,0.5,NA,NA,NA,NA
2473200,0.5,NA,NA,NA,NA
2476800,0.5,NA,NA,NA,NA
2480400,0.5,NA,NA,NA,NA
2484000,0.5,NA,NA,NA,NA
2487600,0.5,NA,NA,NA,NA
2491200,0.5,NA,NA,NA,NA
2494800,0.5,NA,NA,NA,NA
2498400,0.5,NA,NA,NA,NA
2502000,0.5,NA,NA,NA,NA
2505600,0.5,NA,NA,NA,NA
2509200,0.5,NA,NA,NA,NA
2512800,0.5,NA,NA,NA,NA
2516400,0.5,NA,NA,NA,NA
2520000,0.5,NA,NA,NA,NA
2523600,0.5,NA,NA,NA,NA
2527200,0.5,NA,NA,NA,NA
2530800,0.5,NA,NA,NA,NA
2534400,0.5,NA,NA,NA,NA
2538000,0.5,NA,NA,NA,NA
2541600,0.5,NA,NA,NA,NA
