time,InternalGainsRad[1],InternalGainsCon[1],InternalGainsLat[1]
1285200,28.8,19.2,9.6
1288800,28.8,19.2,9.6
1292400,28.8,19.2,9.6
1296000,28.8,19.2,9.6
1299600,28.8,19.2,9.6
1303200,28.8,19.2,9.6
1306800,28.8,19.2,9.6
1310400,28.8,19.2,9.6
1314000,28.8,19.2,9.6
1317600,28.8,19.2,9.6
1321200,28.8,19.2,9.6
1324800,288,192,96
1328400,288,192,96
1332000,288,192,96
1335600,288,192,96
1339200,288,192,96
1342800,288,192,96
1346400,288,192,96
1350000,288,192,96
1353600,288,192,96
1357200,288,192,96
1360800,28.8,19.2,9.6
1364400,28.8,19.2,9.6
1368000,28.8,19.2,9.6
1371600,28.8,19.2,9.6
1375200,28.8,19.2,9.6
1378800,28.8,19.2,9.6
1382400,28.8,19.2,9.6
1386000,28.8,19.2,9.6
1389600,28.8,19.2,9.6
1393200,28.8,19.2,9.6
1396800,28.8,19.2,9.6
1400400,28.8,19.2,9.6
1404000,28.8,19.2,9.6
1407600,28.8,19.2,9.6
1411200,288,192,96
1414800,288,192,96
1418400,288,192,96
1422000,288,192,96
1425600,288,192,96
1429200,288,192,96
1432800,288,192,96
1436400,288,192,96
1440000,288,192,96
1443600,288,192,96
1447200,28.8,19.2,9.6
1450800,28.8,19.2,9.6
1454400,28.8,19.2,9.6
1458000,28.8,19.2,9.6
1461600,28.8,19.2,9.6
1465200,28.8,19.2,9.6
1468800,28.8,19.2,9.6
1472400,28.8,19.2,9.6
1476000,28.8,19.2,9.6
1479600,28.8,19.2,9.6
1483200,28.8,19.2,9.6
1486800,28.8,19.2,9.6
1490400,28.8,19.2,9.6
1494000,28.8,19.2,9.6
1497600,288,192,96
1501200,288,192,96
1504800,288,192,96
1508400,288,192,96
1512000,288,192,96
1515600,288,192,96
1519200,288,192,96
1522800,288,192,96
1526400,288,192,96
1530000,288,192,96
1533600,28.8,19.2,9.6
1537200,28.8,19.2,9.6
1540800,28.8,19.2,9.6
1544400,28.8,19.2,9.6
1548000,28.8,19.2,9.6
1551600,28.8,19.2,9.6
1555200,28.8,19.2,9.6
1558800,28.8,19.2,9.6
1562400,28.8,19.2,9.6
1566000,28.8,19.2,9.6
1569600,28.8,19.2,9.6
1573200,28.8,19.2,9.6
1576800,28.8,19.2,9.6
1580400,28.8,19.2,9.6
1584000,288,192,96
1587600,288,192,96
1591200,288,192,96
1594800,288,192,96
1598400,288,192,96
1602000,288,192,96
1605600,288,192,96
1609200,288,192,96
1612800,288,192,96
1616400,288,192,96
1620000,28.8,19.2,9.6
1623600,28.8,19.2,9.6
1627200,28.8,19.2,9.6
1630800,28.8,19.2,9.6
1634400,28.8,19.2,9.6
1638000,28.8,19.2,9.6
1641600,28.8,19.2,9.6
1645200,28.8,19.2,9.6
1648800,28.8,19.2,9.6
1652400,28.8,19.2,9.6
1656000,28.8,19.2,9.6
1659600,28.8,19.2,9.6
1663200,28.8,19.2,9.6
1666800,28.8,19.2,9.6
1670400,288,192,96
1674000,288,192,96
1677600,288,192,96
1681200,288,192,96
1684800,288,192,96
1688400,288,192,96
1692000,288,192,96
1695600,288,192,96
1699200,288,192,96
1702800,288,192,96
1706400,28.8,19.2,9.6
1710000,28.8,19.2,9.6
1713600,28.8,19.2,9.6
1717200,28.8,19.2,9.6
1720800,28.8,19.2,9.6
1724400,28.8,19.2,9.6
1728000,28.8,19.2,9.6
1731600,28.8,19.2,9.6
1735200,28.8,19.2,9.6
1738800,28.8,19.2,9.6
1742400,28.8,19.2,9.6
1746000,28.8,19.2,9.6
1749600,28.8,19.2,9.6
1753200,28.8,19.2,9.6
1756800,288,192,96
1760400,288,192,96
1764000,288,192,96
1767600,288,192,96
1771200,288,192,96
1774800,288,192,96
1778400,288,192,96
1782000,288,192,96
1785600,288,192,96
1789200,288,192,96
1792800,28.8,19.2,9.6
1796400,28.8,19.2,9.6
1800000,28.8,19.2,9.6
1803600,28.8,19.2,9.6
1807200,28.8,19.2,9.6
1810800,28.8,19.2,9.6
1814400,28.8,19.2,9.6
1818000,28.8,19.2,9.6
1821600,28.8,19.2,9.6
1825200,28.8,19.2,9.6
1828800,28.8,19.2,9.6
1832400,28.8,19.2,9.6
1836000,28.8,19.2,9.6
1839600,28.8,19.2,9.6
1843200,288,192,96
1846800,288,192,96
1850400,288,192,96
1854000,288,192,96
1857600,288,192,96
1861200,288,192,96
1864800,288,192,96
1868400,288,192,96
1872000,288,192,96
1875600,288,192,96
1879200,28.8,19.2,9.6
1882800,28.8,19.2,9.6
1886400,28.8,19.2,9.6
1890000,28.8,19.2,9.6
1893600,28.8,19.2,9.6
1897200,28.8,19.2,9.6
1900800,28.8,19.2,9.6
1904400,28.8,19.2,9.6
1908000,28.8,19.2,9.6
1911600,28.8,19.2,9.6
1915200,28.8,19.2,9.6
1918800,28.8,19.2,9.6
1922400,28.8,19.2,9.6
1926000,28.8,19.2,9.6
1929600,288,192,96
1933200,288,192,96
1936800,288,192,96
1940400,288,192,96
1944000,288,192,96
1947600,288,192,96
1951200,288,192,96
1954800,288,192,96
1958400,288,192,96
1962000,288,192,96
1965600,28.8,19.2,9.6
1969200,28.8,19.2,9.6
1972800,28.8,19.2,9.6
1976400,28.8,19.2,9.6
1980000,28.8,19.2,9.6
1983600,28.8,19.2,9.6
1987200,28.8,19.2,9.6
1990800,28.8,19.2,9.6
1994400,28.8,19.2,9.6
1998000,28.8,19.2,9.6
2001600,28.8,19.2,9.6
2005200,28.8,19.2,9.6
2008800,28.8,19.2,9.6
2012400,28.8,19.2,9.6
2016000,288,192,96
2019600,288,192,96
2023200,288,192,96
2026800,288,192,96
2030400,288,192,96
2034000,288,192,96
2037600,288,192,96
2041200,288,192,96
2044800,288,192,96
2048400,288,192,96
2052000,28.8,19.2,9.6
2055600,28.8,19.2,9.6
2059200,28.8,19.2,9.6
2062800,28.8,19.2,9.6
2066400,28.8,19.2,9.6
2070000,28.8,19.2,9.6
2073600,28.8,19.2,9.6
2077200,28.8,19.2,9.6
2080800,28.8,19.2,9.6
2084400,28.8,19.2,9.6
2088000,28.8,19.2,9.6
2091600,28.8,19.2,9.6
2095200,28.8,19.2,9.6
2098800,28.8,19.2,9.6
2102400,288,192,96
2106000,288,192,96
2109600,288,192,96
2113200,288,192,96
2116800,288,192,96
2120400,288,192,96
2124000,288,192,96
2127600,288,192,96
2131200,288,192,96
2134800,288,192,96
2138400,28.8,19.2,9.6
2142000,28.8,19.2,9.6
2145600,28.8,19.2,9.6
2149200,28.8,19.2,9.6
2152800,28.8,19.2,9.6
2156400,28.8,19.2,9.6
2160000,28.8,19.2,9.6
2163600,28.8,19.2,9.6
2167200,28.8,19.2,9.6
2170800,28.8,19.2,9.6
2174400,28.8,19.2,9.6
2178000,28.8,19.2,9.6
2181600,28.8,19.2,9.6
2185200,28.8,19.2,9.6
2188800,288,192,96
2192400,288,192,96
2196000,288,192,96
2199600,288,192,96
2203200,288,192,96
2206800,288,192,96
2210400,288,192,96
2214000,288,192,96
2217600,288,192,96
2221200,288,192,96
2224800,28.8,19.2,9.6
2228400,28.8,19.2,9.6
2232000,28.8,19.2,9.6
2235600,28.8,19.2,9.6
2239200,28.8,19.2,9.6
2242800,28.8,19.2,9.6
2246400,28.8,19.2,9.6
2250000,28.8,19.2,9.6
2253600,28.8,19.2,9.6
2257200,28.8,19.2,9.6
2260800,28.8,19.2,9.6
2264400,28.8,19.2,9.6
2268000,28.8,19.2,9.6
2271600,28.8,19.2,9.6
2275200,288,192,96
2278800,288,192,96
2282400,288,192,96
2286000,288,192,96
2289600,288,192,96
2293200,288,192,96
2296800,288,192,96
2300400,288,192,96
2304000,288,192,96
2307600,288,192,96
2311200,28.8,19.2,9.6
2314800,28.8,19.2,9.6
2318400,28.8,19.2,9.6
2322000,28.8,19.2,9.6
2325600,28.8,19.2,9.6
2329200,28.8,19.2,9.6
2332800,28.8,19.2,9.6
2336400,28.8,19.2,9.6
2340000,28.8,19.2,9.6
2343600,28.8,19.2,9.6
2347200,28.8,19.2,9.6
2350800,28.8,19.2,9.6
2354400,28.8,19.2,9.6
2358000,28.8,19.2,9.6
2361600,288,192,96
2365200,288,192,96
2368800,288,192,96
2372400,288,192,96
2376000,288,192,96
2379600,288,192,96
2383200,288,192,96
2386800,288,192,96
2390400,288,192,96
2394000,288,192,96
2397600,28.8,19.2,9.6
2401200,28.8,19.2,9.6
2404800,28.8,19.2,9.6
2408400,28.8,19.2,9.6
2412000,28.8,19.2,9.6
2415600,28.8,19.2,9.6
2419200,28.8,19.2,9.6
2422800,28.8,19.2,9.6
2426400,28.8,19.2,9.6
2430000,28.8,19.2,9.6
2433600,28.8,19.2,9.6
2437200,28.8,19.2,9.6
2440800,28.8,19.2,9.6
2444400,28.8,19.2,9.6
2448000,288,192,96
2451600,288,192,96
2455200,288,192,96
2458800,288,192,96
2462400,288,192,96
2466000,288,192,96
2469600,288,192,96
2473200,288,192,96
2476800,288,192,96
2480400,288,192,96
2484000,28.8,19.2,9.6
2487600,28.8,19.2,9.6
2491200,28.8,19.2,9.6
2494800,28.8,19.2,9.6
2498400,28.8,19.2,9.6
2502000,28.8,19.2,9.6
2505600,28.8,19.2,9.6
2509200,28.8,19.2,9.6
2512800,28.8,19.2,9.6
2516400,28.8,19.2,9.6
2520000,28.8,19.2,9.6
2523600,28.8,19.2,9.6
2527200,28.8,19.2,9.6
2530800,28.8,19.2,9.6
2534400,288,192,96
2538000,288,192,96
2541600,288,192,96
2545200,288,192,96
2548800,288,192,96
2552400,288,192,96
2556000,288,192,96
2559600,288,192,96
2563200,288,192,96
2566800,288,192,96
2570400,28.8,19.2,9.6
2574000,28.8,19.2,9.6
2577600,28.8,19.2,9.6
2581200,28.8,19.2,9.6
2584800,28.8,19.2,9.6
2588400,28.8,19.2,9.6
2592000,28.8,19.2,9.6
2595600,28.8,19.2,9.6
2599200,28.8,19.2,9.6
2602800,28.8,19.2,9.6
2606400,28.8,19.2,9.6
2610000,28.8,19.2,9.6
2613600,28.8,19.2,9.6
2617200,28.8,19.2,9.6
2620800,288,192,96
2624400,288,192,96
2628000,288,192,96
2631600,288,192,96
2635200,288,192,96
2638800,288,192,96
2642400,288,192,96
2646000,288,192,96
2649600,288,192,96
2653200,288,192,96
2656800,28.8,19.2,9.6
2660400,28.8,19.2,9.6
2664000,28.8,19.2,9.6
2667600,28.8,19.2,9.6
2671200,28.8,19.2,9.6
2674800,28.8,19.2,9.6
2678400,28.8,19.2,9.6
2682000,28.8,19.2,9.6
2685600,28.8,19.2,9.6
2689200,28.8,19.2,9.6
2692800,28.8,19.2,9.6
2696400,28.8,19.2,9.6
2700000,28.8,19.2,9.6
2703600,28.8,19.2,9.6
2707200,288,192,96
2710800,288,192,96
2714400,288,192,96
2718000,288,192,96
2721600,288,192,96
2725200,288,192,96
2728800,288,192,96
2732400,288,192,96
2736000,288,192,96
2739600,288,192,96
2743200,28.8,19.2,9.6
2746800,28.8,19.2,9.6
2750400,28.8,19.2,9.6
2754000,28.8,19.2,9.6
2757600,28.8,19.2,9.6
2761200,28.8,19.2,9.6
2764800,28.8,19.2,9.6
2768400,28.8,19.2,9.6
2772000,28.8,19.2,9.6
2775600,28.8,19.2,9.6
2779200,28.8,19.2,9.6
2782800,28.8,19.2,9.6
2786400,28.8,19.2,9.6
2790000,28.8,19.2,9.6
2793600,288,192,96
2797200,288,192,96
2800800,288,192,96
2804400,288,192,96
2808000,288,192,96
2811600,288,192,96
2815200,288,192,96
2818800,288,192,96
2822400,288,192,96
2826000,288,192,96
2829600,28.8,19.2,9.6
2833200,28.8,19.2,9.6
2836800,28.8,19.2,9.6
2840400,28.8,19.2,9.6
2844000,28.8,19.2,9.6
2847600,28.8,19.2,9.6
2851200,28.8,19.2,9.6
2854800,28.8,19.2,9.6
2858400,28.8,19.2,9.6
2862000,28.8,19.2,9.6
2865600,28.8,19.2,9.6
2869200,28.8,19.2,9.6
2872800,28.8,19.2,9.6
2876400,28.8,19.2,9.6
2880000,288,192,96
2883600,288,192,96
2887200,288,192,96
2890800,288,192,96
2894400,288,192,96
2898000,288,192,96
2901600,288,192,96
2905200,288,192,96
2908800,288,192,96
2912400,288,192,96
2916000,28.8,19.2,9.6
2919600,28.8,19.2,9.6
2923200,28.8,19.2,9.6
2926800,28.8,19.2,9.6
2930400,28.8,19.2,9.6
2934000,28.8,19.2,9.6
2937600,28.8,19.2,9.6
2941200,28.8,19.2,9.6
2944800,28.8,19.2,9.6
2948400,28.8,19.2,9.6
2952000,28.8,19.2,9.6
2955600,28.8,19.2,9.6
2959200,28.8,19.2,9.6
2962800,28.8,19.2,9.6
2966400,288,192,96
2970000,288,192,96
2973600,288,192,96
2977200,288,192,96
2980800,288,192,96
2984400,288,192,96
2988000,288,192,96
2991600,288,192,96
2995200,288,192,96
2998800,288,192,96
3002400,28.8,19.2,9.6
3006000,28.8,19.2,9.6
3009600,28.8,19.2,9.6
3013200,28.8,19.2,9.6
3016800,28.8,19.2,9.6
3020400,28.8,19.2,9.6
3024000,28.8,19.2,9.6
3027600,28.8,19.2,9.6
3031200,28.8,19.2,9.6
3034800,28.8,19.2,9.6
3038400,28.8,19.2,9.6
3042000,28.8,19.2,9.6
3045600,28.8,19.2,9.6
3049200,28.8,19.2,9.6
3052800,288,192,96
3056400,288,192,96
3060000,288,192,96
3063600,288,192,96
3067200,288,192,96
3070800,288,192,96
3074400,288,192,96
3078000,288,192,96
3081600,288,192,96
3085200,288,192,96
3088800,28.8,19.2,9.6
3092400,28.8,19.2,9.6
3096000,28.8,19.2,9.6
3099600,28.8,19.2,9.6
3103200,28.8,19.2,9.6
3106800,28.8,19.2,9.6
3110400,28.8,19.2,9.6
3114000,28.8,19.2,9.6
3117600,28.8,19.2,9.6
3121200,28.8,19.2,9.6
3124800,28.8,19.2,9.6
3128400,28.8,19.2,9.6
3132000,28.8,19.2,9.6
3135600,28.8,19.2,9.6
3139200,288,192,96
3142800,288,192,96
3146400,288,192,96
3150000,288,192,96
3153600,288,192,96
3157200,288,192,96
3160800,288,192,96
3164400,288,192,96
3168000,288,192,96
3171600,288,192,96
3175200,28.8,19.2,9.6
3178800,28.8,19.2,9.6
3182400,28.8,19.2,9.6
3186000,28.8,19.2,9.6
3189600,28.8,19.2,9.6
3193200,28.8,19.2,9.6
3196800,28.8,19.2,9.6
3200400,28.8,19.2,9.6
3204000,28.8,19.2,9.6
3207600,28.8,19.2,9.6
3211200,28.8,19.2,9.6
3214800,28.8,19.2,9.6
3218400,28.8,19.2,9.6
3222000,28.8,19.2,9.6
3225600,288,192,96
3229200,288,192,96
3232800,288,192,96
3236400,288,192,96
3240000,288,192,96
3243600,288,192,96
3247200,288,192,96
3250800,288,192,96
3254400,288,192,96
3258000,288,192,96
3261600,28.8,19.2,9.6
3265200,28.8,19.2,9.6
3268800,28.8,19.2,9.6
3272400,28.8,19.2,9.6
3276000,28.8,19.2,9.6
3279600,28.8,19.2,9.6
3283200,28.8,19.2,9.6
3286800,28.8,19.2,9.6
3290400,28.8,19.2,9.6
3294000,28.8,19.2,9.6
3297600,28.8,19.2,9.6
3301200,28.8,19.2,9.6
3304800,28.8,19.2,9.6
3308400,28.8,19.2,9.6
3312000,288,192,96
3315600,288,192,96
3319200,288,192,96
3322800,288,192,96
3326400,288,192,96
3330000,288,192,96
3333600,288,192,96
3337200,288,192,96
3340800,288,192,96
3344400,288,192,96
3348000,28.8,19.2,9.6
3351600,28.8,19.2,9.6
3355200,28.8,19.2,9.6
3358800,28.8,19.2,9.6
3362400,28.8,19.2,9.6
3366000,28.8,19.2,9.6
3369600,28.8,19.2,9.6
3373200,28.8,19.2,9.6
3376800,28.8,19.2,9.6
3380400,28.8,19.2,9.6
3384000,28.8,19.2,9.6
3387600,28.8,19.2,9.6
3391200,28.8,19.2,9.6
3394800,28.8,19.2,9.6
3398400,288,192,96
3402000,288,192,96
3405600,288,192,96
3409200,288,192,96
3412800,288,192,96
3416400,288,192,96
3420000,288,192,96
3423600,288,192,96
3427200,288,192,96
3430800,288,192,96
3434400,28.8,19.2,9.6
3438000,28.8,19.2,9.6
3441600,28.8,19.2,9.6
3445200,28.8,19.2,9.6
3448800,28.8,19.2,9.6
3452400,28.8,19.2,9.6
3456000,28.8,19.2,9.6
3459600,28.8,19.2,9.6
3463200,28.8,19.2,9.6
3466800,28.8,19.2,9.6
3470400,28.8,19.2,9.6
3474000,28.8,19.2,9.6
3477600,28.8,19.2,9.6
3481200,28.8,19.2,9.6
3484800,288,192,96
3488400,288,192,96
3492000,288,192,96
3495600,288,192,96
3499200,288,192,96
3502800,288,192,96
3506400,288,192,96
3510000,288,192,96
3513600,288,192,96
3517200,288,192,96
3520800,28.8,19.2,9.6
3524400,28.8,19.2,9.6
3528000,28.8,19.2,9.6
3531600,28.8,19.2,9.6
3535200,28.8,19.2,9.6
3538800,28.8,19.2,9.6
3542400,28.8,19.2,9.6
3546000,28.8,19.2,9.6
3549600,28.8,19.2,9.6
3553200,28.8,19.2,9.6
3556800,28.8,19.2,9.6
3560400,28.8,19.2,9.6
3564000,28.8,19.2,9.6
3567600,28.8,19.2,9.6
3571200,288,192,96
3574800,288,192,96
3578400,288,192,96
3582000,288,192,96
3585600,288,192,96
3589200,288,192,96
3592800,288,192,96
3596400,288,192,96
3600000,288,192,96
3603600,288,192,96
3607200,28.8,19.2,9.6
3610800,28.8,19.2,9.6
3614400,28.8,19.2,9.6
3618000,28.8,19.2,9.6
3621600,28.8,19.2,9.6
3625200,28.8,19.2,9.6
3628800,28.8,19.2,9.6
3632400,28.8,19.2,9.6
3636000,28.8,19.2,9.6
3639600,28.8,19.2,9.6
3643200,28.8,19.2,9.6
3646800,28.8,19.2,9.6
3650400,28.8,19.2,9.6
3654000,28.8,19.2,9.6
3657600,288,192,96
3661200,288,192,96
3664800,288,192,96
3668400,288,192,96
3672000,288,192,96
3675600,288,192,96
3679200,288,192,96
3682800,288,192,96
3686400,288,192,96
3690000,288,192,96
3693600,28.8,19.2,9.6
3697200,28.8,19.2,9.6
3700800,28.8,19.2,9.6
3704400,28.8,19.2,9.6
3708000,28.8,19.2,9.6
3711600,28.8,19.2,9.6
3715200,28.8,19.2,9.6
3718800,28.8,19.2,9.6
3722400,28.8,19.2,9.6
3726000,28.8,19.2,9.6
3729600,28.8,19.2,9.6
3733200,28.8,19.2,9.6
3736800,28.8,19.2,9.6
3740400,28.8,19.2,9.6
3744000,288,192,96
3747600,288,192,96
3751200,288,192,96
3754800,288,192,96
3758400,288,192,96
3762000,288,192,96
3765600,288,192,96
3769200,288,192,96
3772800,288,192,96
3776400,288,192,96
3780000,28.8,19.2,9.6
3783600,28.8,19.2,9.6
